,AIRR
2014-03-11,19.690000534057617
2014-03-12,19.829999923706055
2014-03-13,19.520000457763672
2014-03-14,19.524999618530273
2014-03-17,19.670000076293945
2014-03-18,19.829999923706055
2014-03-19,19.799999237060547
2014-03-20,19.829999923706055
2014-03-21,19.889999389648438
2014-03-24,19.68000030517578
2014-03-25,19.729999542236328
2014-03-26,19.40999984741211
2014-03-27,19.209999084472656
2014-03-28,19.260000228881836
2014-03-31,19.610000610351562
2014-04-01,19.799999237060547
2014-04-02,19.940000534057617
2014-04-03,19.81999969482422
2014-04-04,19.40999984741211
2014-04-07,18.97800064086914
2014-04-08,19.170000076293945
2014-04-09,19.450000762939453
2014-04-10,19.049999237060547
2014-04-11,18.889999389648438
2014-04-14,18.889999389648438
2014-04-15,18.93000030517578
2014-04-16,19.1299991607666
2014-04-17,19.329999923706055
2014-04-21,19.35700035095215
2014-04-22,19.59000015258789
2014-04-23,19.5
2014-04-24,19.51799964904785
2014-04-25,19.200000762939453
2014-04-28,19.110000610351562
2014-04-29,19.05900001525879
2014-04-30,19.170000076293945
2014-05-01,18.996999740600586
2014-05-02,19.110000610351562
2014-05-05,18.969999313354492
2014-05-06,18.719999313354492
2014-05-07,18.7189998626709
2014-05-08,18.43000030517578
2014-05-09,18.639999389648438
2014-05-12,19.149999618530273
2014-05-13,18.989999771118164
2014-05-14,18.579999923706055
2014-05-15,18.399999618530273
2014-05-16,18.520000457763672
2014-05-19,18.75
2014-05-20,18.43000030517578
2014-05-21,18.489999771118164
2014-05-22,18.549999237060547
2014-05-23,18.80500030517578
2014-05-27,19.139999389648438
2014-05-28,19.06999969482422
2014-05-29,18.979999542236328
2014-05-30,18.920000076293945
2014-06-02,18.75
2014-06-03,18.670000076293945
2014-06-04,18.59000015258789
2014-06-05,19.079999923706055
2014-06-06,19.399999618530273
2014-06-09,19.6200008392334
2014-06-10,19.559999465942383
2014-06-11,19.329999923706055
2014-06-12,19.06999969482422
2014-06-13,19.020000457763672
2014-06-16,19.0
2014-06-17,19.115999221801758
2014-06-18,19.236000061035156
2014-06-19,19.31999969482422
2014-06-20,19.360000610351562
2014-06-23,19.270000457763672
2014-06-24,19.118000030517578
2014-06-25,19.200000762939453
2014-06-26,19.170000076293945
2014-06-27,19.31999969482422
2014-06-30,19.40999984741211
2014-07-01,19.600000381469727
2014-07-02,19.579999923706055
2014-07-03,19.768999099731445
2014-07-07,19.360000610351562
2014-07-08,19.239999771118164
2014-07-09,19.1200008392334
2014-07-10,18.850000381469727
2014-07-11,18.770000457763672
2014-07-14,18.920000076293945
2014-07-15,18.780000686645508
2014-07-16,18.719999313354492
2014-07-17,18.479999542236328
2014-07-18,18.690000534057617
2014-07-21,18.56999969482422
2014-07-22,18.75
2014-07-23,18.68000030517578
2014-07-24,18.600000381469727
2014-07-25,18.420000076293945
2014-07-28,18.190000534057617
2014-07-29,18.155000686645508
2014-07-30,18.209999084472656
2014-07-31,17.729999542236328
2014-08-01,17.639999389648438
2014-08-04,18.079999923706055
2014-08-05,18.114999771118164
2014-08-06,18.229999542236328
2014-08-07,18.170000076293945
2014-08-08,18.420000076293945
2014-08-11,18.68000030517578
2014-08-12,18.554000854492188
2014-08-13,18.670000076293945
2014-08-14,18.770000457763672
2014-08-15,18.729999542236328
2014-08-18,19.06999969482422
2014-08-19,19.100000381469727
2014-08-20,19.020000457763672
2014-08-21,19.100000381469727
2014-08-22,19.100000381469727
2014-08-25,19.219999313354492
2014-08-26,19.43000030517578
2014-08-27,19.399999618530273
2014-08-28,19.299999237060547
2014-08-29,19.34000015258789
2014-09-02,19.56999969482422
2014-09-03,19.43000030517578
2014-09-04,19.399999618530273
2014-09-05,19.459999084472656
2014-09-08,19.5
2014-09-09,19.34000015258789
2014-09-10,19.440000534057617
2014-09-11,19.586999893188477
2014-09-12,19.3700008392334
2014-09-15,19.18000030517578
2014-09-16,19.209999084472656
2014-09-17,19.309999465942383
2014-09-18,19.420000076293945
2014-09-19,19.219999313354492
2014-09-22,18.979999542236328
2014-09-23,18.8700008392334
2014-09-24,18.84000015258789
2014-09-25,18.530000686645508
2014-09-26,18.670000076293945
2014-09-29,18.59000015258789
2014-09-30,18.354000091552734
2014-10-01,18.049999237060547
2014-10-02,18.110000610351562
2014-10-03,18.110000610351562
2014-10-06,18.010000228881836
2014-10-07,17.700000762939453
2014-10-08,18.020000457763672
2014-10-09,17.41200065612793
2014-10-10,17.200000762939453
2014-10-13,17.09000015258789
2014-10-14,17.219999313354492
2014-10-15,17.399999618530273
2014-10-16,17.709999084472656
2014-10-17,17.729999542236328
2014-10-20,17.549999237060547
2014-10-21,18.09000015258789
2014-10-22,17.81999969482422
2014-10-23,18.200000762939453
2014-10-24,18.309999465942383
2014-10-27,18.149999618530273
2014-10-28,18.8700008392334
2014-10-29,18.780000686645508
2014-10-30,18.84000015258789
2014-10-31,19.25
2014-11-03,19.06999969482422
2014-11-04,18.979999542236328
2014-11-05,18.860000610351562
2014-11-06,19.030000686645508
2014-11-07,19.170000076293945
2014-11-10,19.1200008392334
2014-11-11,19.079999923706055
2014-11-12,19.1299991607666
2014-11-13,18.79199981689453
2014-11-14,18.81999969482422
2014-11-17,18.579999923706055
2014-11-18,18.75
2014-11-19,18.420000076293945
2014-11-20,18.700000762939453
2014-11-21,18.700000762939453
2014-11-24,18.8799991607666
2014-11-25,19.100000381469727
2014-11-26,19.049999237060547
2014-11-28,18.31999969482422
2014-12-01,17.65999984741211
2014-12-02,18.0
2014-12-03,18.3700008392334
2014-12-04,18.260000228881836
2014-12-05,18.40999984741211
2014-12-08,17.93000030517578
2014-12-09,18.299999237060547
2014-12-10,17.6200008392334
2014-12-11,17.450000762939453
2014-12-12,17.1200008392334
2014-12-15,16.989999771118164
2014-12-16,16.969999313354492
2014-12-17,17.527000427246094
2014-12-18,17.889999389648438
2014-12-19,17.90999984741211
2014-12-22,18.15999984741211
2014-12-23,18.389999389648438
2014-12-24,18.389999389648438
2014-12-26,18.489999771118164
2014-12-29,18.549999237060547
2014-12-30,18.489999771118164
2014-12-31,18.329999923706055
2015-01-02,18.190000534057617
2015-01-05,17.790000915527344
2015-01-06,17.440000534057617
2015-01-07,17.479999542236328
2015-01-08,17.80699920654297
2015-01-09,17.520000457763672
2015-01-12,17.170000076293945
2015-01-13,17.139999389648438
2015-01-14,16.940000534057617
2015-01-15,16.59000015258789
2015-01-16,16.899999618530273
2015-01-20,16.549999237060547
2015-01-21,16.649999618530273
2015-01-22,17.020000457763672
2015-01-23,17.020000457763672
2015-01-26,17.270000457763672
2015-01-27,17.100000381469727
2015-01-28,16.75
2015-01-29,17.059999465942383
2015-01-30,16.683000564575195
2015-02-02,17.229999542236328
2015-02-03,17.850000381469727
2015-02-04,17.350000381469727
2015-02-05,17.719999313354492
2015-02-06,17.790000915527344
2015-02-09,17.92799949645996
2015-02-10,17.829999923706055
2015-02-11,17.799999237060547
2015-02-12,17.940000534057617
2015-02-13,18.170000076293945
2015-02-17,18.09000015258789
2015-02-18,18.209999084472656
2015-02-19,18.100000381469727
2015-02-20,18.125
2015-02-23,18.059999465942383
2015-02-24,18.239999771118164
2015-02-25,18.440000534057617
2015-02-26,18.43000030517578
2015-02-27,18.469999313354492
2015-03-02,18.56999969482422
2015-03-03,18.40999984741211
2015-03-04,18.229999542236328
2015-03-05,18.299999237060547
2015-03-06,18.059999465942383
2015-03-09,18.1200008392334
2015-03-10,17.770000457763672
2015-03-11,17.799999237060547
2015-03-12,18.290000915527344
2015-03-13,18.170000076293945
2015-03-16,18.170000076293945
2015-03-17,18.31999969482422
2015-03-18,18.43000030517578
2015-03-19,18.350000381469727
2015-03-20,18.600000381469727
2015-03-23,18.760000228881836
2015-03-24,18.71299934387207
2015-03-25,18.5
2015-03-26,18.469999313354492
2015-03-27,18.600000381469727
2015-03-30,19.030000686645508
2015-03-31,18.989999771118164
2015-04-01,18.95400047302246
2015-04-02,19.079999923706055
2015-04-06,19.079999923706055
2015-04-07,19.09000015258789
2015-04-08,19.1200008392334
2015-04-09,18.992000579833984
2015-04-10,18.959999084472656
2015-04-13,19.011999130249023
2015-04-14,19.09000015258789
2015-04-15,19.469999313354492
2015-04-16,19.183000564575195
2015-04-17,18.799999237060547
2015-04-20,18.84000015258789
2015-04-21,18.81999969482422
2015-04-22,18.790000915527344
2015-04-23,18.8700008392334
2015-04-24,18.72100067138672
2015-04-27,18.579999923706055
2015-04-28,18.73900032043457
2015-04-29,18.639999389648438
2015-04-30,18.1299991607666
2015-05-01,18.209999084472656
2015-05-04,18.34000015258789
2015-05-05,18.15999984741211
2015-05-06,18.219999313354492
2015-05-07,18.1299991607666
2015-05-08,18.200000762939453
2015-05-11,18.270000457763672
2015-05-12,18.110000610351562
2015-05-13,18.18000030517578
2015-05-14,18.360000610351562
2015-05-15,18.381000518798828
2015-05-18,18.450000762939453
2015-05-19,18.350000381469727
2015-05-20,18.610000610351562
2015-05-21,18.610000610351562
2015-05-22,18.399999618530273
2015-05-26,18.139999389648438
2015-05-27,18.31999969482422
2015-05-28,18.209999084472656
2015-05-29,18.1299991607666
2015-06-01,18.25
2015-06-02,18.3799991607666
2015-06-03,18.639999389648438
2015-06-04,18.395999908447266
2015-06-05,18.459999084472656
2015-06-08,18.459999084472656
2015-06-09,18.3799991607666
2015-06-10,18.65999984741211
2015-06-11,18.709999084472656
2015-06-12,18.68000030517578
2015-06-15,18.520000457763672
2015-06-16,18.649999618530273
2015-06-17,18.56999969482422
2015-06-18,18.670000076293945
2015-06-19,18.819000244140625
2015-06-22,18.829999923706055
2015-06-23,18.891000747680664
2015-06-24,18.649999618530273
2015-06-25,18.559999465942383
2015-06-26,18.600000381469727
2015-06-29,18.239999771118164
2015-06-30,18.190000534057617
2015-07-01,18.389999389648438
2015-07-02,18.229999542236328
2015-07-06,18.104999542236328
2015-07-07,18.110000610351562
2015-07-08,17.829999923706055
2015-07-09,17.795000076293945
2015-07-10,18.040000915527344
2015-07-13,18.200000762939453
2015-07-14,18.280000686645508
2015-07-15,17.8700008392334
2015-07-16,17.979999542236328
2015-07-17,17.979999542236328
2015-07-20,17.850000381469727
2015-07-21,17.799999237060547
2015-07-22,17.75
2015-07-23,17.40999984741211
2015-07-24,17.079999923706055
2015-07-27,16.93000030517578
2015-07-28,17.040000915527344
2015-07-29,17.309999465942383
2015-07-30,17.309999465942383
2015-07-31,17.469999313354492
2015-08-03,17.209999084472656
2015-08-04,17.110000610351562
2015-08-05,17.020000457763672
2015-08-06,17.040000915527344
2015-08-07,16.84000015258789
2015-08-10,17.1299991607666
2015-08-11,16.93000030517578
2015-08-12,17.025999069213867
2015-08-13,17.059999465942383
2015-08-14,17.06999969482422
2015-08-17,17.100000381469727
2015-08-18,16.93000030517578
2015-08-19,16.799999237060547
2015-08-20,16.389999389648438
2015-08-21,16.280000686645508
2015-08-24,15.800000190734863
2015-08-25,15.519000053405762
2015-08-26,15.710000038146973
2015-08-27,16.09000015258789
2015-08-28,16.389999389648438
2015-08-31,16.639999389648438
2015-09-01,16.149999618530273
2015-09-02,16.280000686645508
2015-09-03,16.3799991607666
2015-09-04,16.270000457763672
2015-09-08,16.56999969482422
2015-09-09,16.540000915527344
2015-09-10,16.40999984741211
2015-09-11,16.389999389648438
2015-09-14,16.290000915527344
2015-09-15,16.5
2015-09-16,16.68000030517578
2015-09-17,16.59000015258789
2015-09-18,16.211000442504883
2015-09-21,16.200000762939453
2015-09-22,15.880000114440918
2015-09-23,15.640000343322754
2015-09-24,15.569999694824219
2015-09-25,15.430000305175781
2015-09-28,15.1899995803833
2015-09-29,15.029999732971191
2015-09-30,15.289999961853027
2015-10-01,15.079999923706055
2015-10-02,15.329999923706055
2015-10-05,15.989999771118164
2015-10-06,16.049999237060547
2015-10-07,16.344999313354492
2015-10-08,16.920000076293945
2015-10-09,16.959999084472656
2015-10-12,16.799999237060547
2015-10-13,16.579999923706055
2015-10-14,16.350000381469727
2015-10-15,16.639999389648438
2015-10-16,16.18000030517578
2015-10-19,16.079999923706055
2015-10-20,16.243999481201172
2015-10-21,16.06999969482422
2015-10-22,16.399999618530273
2015-10-23,16.639999389648438
2015-10-26,16.506000518798828
2015-10-27,16.117000579833984
2015-10-28,16.68000030517578
2015-10-29,16.7189998626709
2015-10-30,16.760000228881836
2015-11-02,17.145000457763672
2015-11-03,17.239999771118164
2015-11-04,17.1299991607666
2015-11-05,17.239999771118164
2015-11-06,17.239999771118164
2015-11-09,16.979999542236328
2015-11-10,17.094999313354492
2015-11-11,17.149999618530273
2015-11-12,16.739999771118164
2015-11-13,16.781999588012695
2015-11-16,17.010000228881836
2015-11-17,16.920000076293945
2015-11-18,17.309999465942383
2015-11-19,17.260000228881836
2015-11-20,17.389999389648438
2015-11-23,17.3700008392334
2015-11-24,17.65999984741211
2015-11-25,17.709999084472656
2015-11-27,17.770000457763672
2015-11-30,17.974000930786133
2015-12-01,18.100000381469727
2015-12-02,17.910999298095703
2015-12-03,17.7450008392334
2015-12-04,17.829999923706055
2015-12-07,17.363000869750977
2015-12-08,17.09000015258789
2015-12-09,16.959999084472656
2015-12-10,17.059999465942383
2015-12-11,16.540000915527344
2015-12-14,16.420000076293945
2015-12-15,16.590999603271484
2015-12-16,16.90999984741211
2015-12-17,16.690000534057617
2015-12-18,16.399999618530273
2015-12-21,16.290000915527344
2015-12-22,16.549999237060547
2015-12-23,16.90999984741211
2015-12-24,16.969999313354492
2015-12-28,16.790000915527344
2015-12-29,16.8700008392334
2015-12-30,16.760000228881836
2015-12-31,16.510000228881836
2016-01-04,16.15999984741211
2016-01-05,16.149999618530273
2016-01-06,15.989999771118164
2016-01-07,15.380000114440918
2016-01-08,15.383999824523926
2016-01-11,15.140000343322754
2016-01-12,15.140000343322754
2016-01-13,14.649999618530273
2016-01-14,14.90999984741211
2016-01-15,14.609999656677246
2016-01-19,14.40999984741211
2016-01-20,14.420000076293945
2016-01-21,14.460000038146973
2016-01-22,14.583000183105469
2016-01-25,14.583000183105469
2016-01-26,14.529999732971191
2016-01-27,14.479999542236328
2016-01-28,14.5600004196167
2016-01-29,15.1899995803833
2016-02-01,15.15999984741211
2016-02-02,14.720000267028809
2016-02-03,14.817000389099121
2016-02-04,14.989999771118164
2016-02-05,14.770000457763672
2016-02-08,14.359999656677246
2016-02-09,14.270000457763672
2016-02-10,14.355999946594238
2016-02-11,14.15999984741211
2016-02-12,14.390000343322754
2016-02-16,14.699999809265137
2016-02-17,14.991000175476074
2016-02-18,14.970000267028809
2016-02-19,14.90999984741211
2016-02-22,15.1899995803833
2016-02-23,14.979999542236328
2016-02-24,14.949999809265137
2016-02-25,15.4399995803833
2016-02-26,15.729999542236328
2016-02-29,15.779999732971191
2016-03-01,16.15999984741211
2016-03-02,16.200000762939453
2016-03-03,16.450000762939453
2016-03-04,16.700000762939453
2016-03-07,17.020000457763672
2016-03-08,16.670000076293945
2016-03-09,16.729999542236328
2016-03-10,16.576000213623047
2016-03-11,16.959999084472656
2016-03-14,16.895000457763672
2016-03-15,16.7189998626709
2016-03-16,16.940000534057617
2016-03-17,17.360000610351562
2016-03-18,17.378999710083008
2016-03-21,17.459999084472656
2016-03-22,17.5
2016-03-23,17.257999420166016
2016-03-24,17.229999542236328
2016-03-28,17.229999542236328
2016-03-29,17.559999465942383
2016-03-30,17.610000610351562
2016-03-31,17.56999969482422
2016-04-01,17.54199981689453
2016-04-04,17.493999481201172
2016-04-05,17.149999618530273
2016-04-06,17.280000686645508
2016-04-07,17.1200008392334
2016-04-08,17.1200008392334
2016-04-11,17.27400016784668
2016-04-12,17.534000396728516
2016-04-13,17.899999618530273
2016-04-14,17.84000015258789
2016-04-15,17.799999237060547
2016-04-18,17.948999404907227
2016-04-19,18.145000457763672
2016-04-20,18.118000030517578
2016-04-21,17.920000076293945
2016-04-22,18.06999969482422
2016-04-25,17.780000686645508
2016-04-26,17.780000686645508
2016-04-27,18.350000381469727
2016-04-28,18.259000778198242
2016-04-29,18.110000610351562
2016-05-02,18.110000610351562
2016-05-03,17.719999313354492
2016-05-04,17.56999969482422
2016-05-05,17.559999465942383
2016-05-06,17.610000610351562
2016-05-09,17.610000610351562
2016-05-10,17.856000900268555
2016-05-11,17.888999938964844
2016-05-12,17.67799949645996
2016-05-13,17.440000534057617
2016-05-16,17.719999313354492
2016-05-17,17.399999618530273
2016-05-18,17.360000610351562
2016-05-19,17.260000228881836
2016-05-20,17.540000915527344
2016-05-23,17.604000091552734
2016-05-24,17.889999389648438
2016-05-25,18.159000396728516
2016-05-26,18.06100082397461
2016-05-27,18.030000686645508
2016-05-31,18.26099967956543
2016-06-01,18.219999313354492
2016-06-02,18.288000106811523
2016-06-03,18.253000259399414
2016-06-06,18.5
2016-06-07,18.70599937438965
2016-06-08,19.00200080871582
2016-06-09,18.77899932861328
2016-06-10,18.489999771118164
2016-06-13,18.40999984741211
2016-06-14,18.010000228881836
2016-06-15,18.190000534057617
2016-06-16,18.006000518798828
