,EVOP
2019-08-26,29.350000381469727
2019-08-27,29.31999969482422
2019-08-28,29.420000076293945
2019-08-29,29.760000228881836
2019-08-30,29.68000030517578
2019-09-03,28.940000534057617
2019-09-04,29.040000915527344
2019-09-05,29.649999618530273
2019-09-06,28.979999542236328
2019-09-09,28.670000076293945
2019-09-10,28.579999923706055
2019-09-11,28.43000030517578
2019-09-12,28.469999313354492
2019-09-13,28.799999237060547
2019-09-16,28.790000915527344
2019-09-17,29.229999542236328
2019-09-18,29.049999237060547
2019-09-19,29.3799991607666
2019-09-20,29.139999389648438
2019-09-23,28.75
2019-09-24,28.5
2019-09-25,29.100000381469727
2019-09-26,28.420000076293945
2019-09-27,27.25
2019-09-30,28.1200008392334
2019-10-01,27.729999542236328
2019-10-02,26.940000534057617
2019-10-03,27.219999313354492
2019-10-04,27.6299991607666
2019-10-07,27.469999313354492
2019-10-08,26.989999771118164
2019-10-09,27.239999771118164
2019-10-10,27.540000915527344
2019-10-11,28.1200008392334
2019-10-14,28.079999923706055
2019-10-15,28.53499984741211
2019-10-16,28.540000915527344
2019-10-17,28.889999389648438
2019-10-18,28.43000030517578
2019-10-21,28.850000381469727
2019-10-22,28.18000030517578
2019-10-23,28.18000030517578
2019-10-24,28.700000762939453
2019-10-25,29.020000457763672
2019-10-28,28.9950008392334
2019-10-29,29.020000457763672
2019-10-30,29.309999465942383
2019-10-31,28.43000030517578
2019-11-01,28.475000381469727
2019-11-04,27.81999969482422
2019-11-05,27.579999923706055
2019-11-06,27.43000030517578
2019-11-07,27.469999313354492
2019-11-08,27.969999313354492
2019-11-11,28.030000686645508
2019-11-12,27.56999969482422
2019-11-13,27.100000381469727
2019-11-14,27.729999542236328
2019-11-15,27.920000076293945
2019-11-18,27.28499984741211
2019-11-19,27.530000686645508
2019-11-20,27.530000686645508
2019-11-21,26.885000228881836
2019-11-22,27.010000228881836
2019-11-25,28.100000381469727
2019-11-26,28.68000030517578
2019-11-27,28.5
2019-11-29,28.06999969482422
2019-12-02,27.739999771118164
2019-12-03,28.030000686645508
2019-12-04,27.7549991607666
2019-12-05,27.40999984741211
2019-12-06,27.299999237060547
2019-12-09,27.360000610351562
2019-12-10,26.290000915527344
2019-12-11,25.93000030517578
2019-12-12,25.600000381469727
2019-12-13,26.56999969482422
2019-12-16,25.93000030517578
2019-12-17,25.600000381469727
2019-12-18,26.139999389648438
2019-12-19,26.43000030517578
2019-12-20,26.110000610351562
2019-12-23,26.469999313354492
2019-12-24,26.280000686645508
2019-12-26,26.510000228881836
2019-12-27,26.530000686645508
2019-12-30,26.270000457763672
2019-12-31,26.40999984741211
2020-01-02,26.649999618530273
2020-01-03,26.459999084472656
2020-01-06,27.459999084472656
2020-01-07,27.3700008392334
2020-01-08,27.5
2020-01-09,27.3700008392334
2020-01-10,27.75
2020-01-13,27.959999084472656
2020-01-14,28.149999618530273
2020-01-15,28.420000076293945
2020-01-16,28.68000030517578
2020-01-17,28.385000228881836
2020-01-21,27.950000762939453
2020-01-22,27.94499969482422
2020-01-23,28.530000686645508
2020-01-24,28.1200008392334
2020-01-27,27.799999237060547
2020-01-28,27.90999984741211
2020-01-29,27.90999984741211
2020-01-30,28.2450008392334
2020-01-31,27.709999084472656
2020-02-03,28.1299991607666
2020-02-04,28.84000015258789
2020-02-05,28.489999771118164
2020-02-06,29.049999237060547
2020-02-07,29.059999465942383
2020-02-10,29.165000915527344
2020-02-11,28.989999771118164
2020-02-12,28.899999618530273
2020-02-13,28.979999542236328
2020-02-14,28.860000610351562
2020-02-18,29.450000762939453
2020-02-19,29.75
2020-02-20,29.760000228881836
2020-02-21,29.059999465942383
2020-02-24,28.75
2020-02-25,27.540000915527344
2020-02-26,26.790000915527344
2020-02-27,26.739999771118164
2020-02-28,25.280000686645508
2020-03-02,25.59000015258789
2020-03-03,25.25
2020-03-04,24.969999313354492
2020-03-05,23.75
2020-03-06,22.860000610351562
2020-03-09,21.84000015258789
2020-03-10,22.3799991607666
2020-03-11,21.799999237060547
2020-03-12,19.110000610351562
2020-03-13,19.920000076293945
2020-03-16,16.0
2020-03-17,15.949999809265137
2020-03-18,12.529999732971191
2020-03-19,15.09000015258789
2020-03-20,14.180000305175781
2020-03-23,12.65999984741211
2020-03-24,13.84000015258789
2020-03-25,15.800000190734863
2020-03-26,15.539999961853027
2020-03-27,13.9399995803833
2020-03-30,15.3100004196167
2020-03-31,15.300000190734863
2020-04-01,13.069999694824219
2020-04-02,12.539999961853027
2020-04-03,12.710000038146973
2020-04-06,13.770000457763672
2020-04-07,13.670000076293945
2020-04-08,14.300000190734863
2020-04-09,15.079999923706055
2020-04-13,14.869999885559082
2020-04-14,15.0
2020-04-15,13.65999984741211
2020-04-16,12.90999984741211
2020-04-17,14.920000076293945
2020-04-20,14.529999732971191
2020-04-21,14.449999809265137
2020-04-22,15.130000114440918
2020-04-23,15.65999984741211
2020-04-24,16.459999084472656
2020-04-27,17.5
2020-04-28,18.200000762939453
2020-04-29,19.59000015258789
2020-04-30,19.90999984741211
2020-05-01,19.219999313354492
2020-05-04,18.68000030517578
2020-05-05,19.43000030517578
2020-05-06,19.6299991607666
2020-05-07,20.6299991607666
2020-05-08,21.110000610351562
2020-05-11,20.290000915527344
2020-05-12,19.809999465942383
2020-05-13,19.610000610351562
2020-05-14,19.739999771118164
2020-05-15,19.3799991607666
2020-05-18,20.829999923706055
2020-05-19,20.78499984741211
2020-05-20,21.040000915527344
2020-05-21,21.1200008392334
2020-05-22,21.549999237060547
2020-05-26,23.0
2020-05-27,23.68000030517578
2020-05-28,22.40999984741211
2020-05-29,22.139999389648438
2020-06-01,22.5
2020-06-02,22.719999313354492
2020-06-03,23.209999084472656
2020-06-04,23.020000457763672
2020-06-05,24.989999771118164
2020-06-08,25.649999618530273
2020-06-09,24.989999771118164
2020-06-10,24.579999923706055
2020-06-11,22.770000457763672
2020-06-12,23.6299991607666
2020-06-15,24.479999542236328
2020-06-16,24.06999969482422
2020-06-17,23.729999542236328
2020-06-18,24.165000915527344
2020-06-19,23.84000015258789
2020-06-22,23.65999984741211
2020-06-23,23.864999771118164
2020-06-24,23.329999923706055
2020-06-25,23.40999984741211
2020-06-26,22.31999969482422
2020-06-29,22.729999542236328
2020-06-30,22.829999923706055
2020-07-01,22.8799991607666
2020-07-02,22.399999618530273
2020-07-06,21.75
2020-07-07,21.3700008392334
2020-07-08,21.6299991607666
2020-07-09,21.399999618530273
2020-07-10,21.299999237060547
2020-07-13,21.040000915527344
2020-07-14,21.469999313354492
2020-07-15,22.799999237060547
2020-07-16,22.809999465942383
2020-07-17,22.8700008392334
2020-07-20,23.09000015258789
2020-07-21,23.420000076293945
2020-07-22,23.809999465942383
2020-07-23,23.8700008392334
2020-07-24,23.3799991607666
2020-07-27,23.31999969482422
2020-07-28,22.979999542236328
2020-07-29,23.200000762939453
2020-07-30,23.290000915527344
2020-07-31,22.690000534057617
2020-08-03,23.549999237060547
2020-08-04,23.90999984741211
2020-08-05,25.75
2020-08-06,26.110000610351562
2020-08-07,25.979999542236328
2020-08-10,26.280000686645508
2020-08-11,26.799999237060547
2020-08-12,26.799999237060547
2020-08-13,27.329999923706055
2020-08-14,27.420000076293945
2020-08-17,27.59000015258789
2020-08-18,27.979999542236328
2020-08-19,28.65999984741211
2020-08-20,28.389999389648438
2020-08-21,28.06999969482422
2020-08-24,28.700000762939453
2020-08-25,28.5
2020-08-26,27.93000030517578
2020-08-27,28.350000381469727
2020-08-28,28.93000030517578
2020-08-31,28.729999542236328
2020-09-01,29.479999542236328
2020-09-02,29.600000381469727
2020-09-03,28.190000534057617
2020-09-04,27.540000915527344
2020-09-08,26.34000015258789
2020-09-09,26.149999618530273
2020-09-10,25.5
2020-09-11,24.5
2020-09-14,24.510000228881836
2020-09-15,25.149999618530273
2020-09-16,25.270000457763672
2020-09-17,25.0
2020-09-18,25.530000686645508
2020-09-21,24.559999465942383
2020-09-22,24.520000457763672
2020-09-23,23.920000076293945
2020-09-24,24.219999313354492
2020-09-25,25.0
2020-09-28,25.049999237060547
2020-09-29,25.09000015258789
2020-09-30,24.850000381469727
2020-10-01,24.790000915527344
2020-10-02,24.299999237060547
2020-10-05,24.920000076293945
2020-10-06,24.309999465942383
2020-10-07,24.3799991607666
2020-10-08,25.139999389648438
2020-10-09,25.459999084472656
2020-10-12,25.350000381469727
2020-10-13,25.5
2020-10-14,25.959999084472656
2020-10-15,25.549999237060547
2020-10-16,24.610000610351562
2020-10-19,23.489999771118164
2020-10-20,24.100000381469727
2020-10-21,23.889999389648438
2020-10-22,24.40999984741211
2020-10-23,24.315000534057617
2020-10-26,23.649999618530273
2020-10-27,24.15999984741211
2020-10-28,22.299999237060547
2020-10-29,21.760000228881836
2020-10-30,21.06999969482422
2020-11-02,21.420000076293945
2020-11-03,22.399999618530273
2020-11-04,22.969999313354492
2020-11-05,23.940000534057617
2020-11-06,24.459999084472656
2020-11-09,27.010000228881836
2020-11-10,25.920000076293945
2020-11-11,23.959999084472656
2020-11-12,23.549999237060547
2020-11-13,24.420000076293945
2020-11-16,25.18000030517578
2020-11-17,25.989999771118164
2020-11-18,25.719999313354492
2020-11-19,25.809999465942383
2020-11-20,25.5
2020-11-23,26.3700008392334
2020-11-24,27.0
2020-11-25,25.65999984741211
2020-11-27,25.100000381469727
2020-11-30,25.139999389648438
2020-12-01,25.270000457763672
2020-12-02,25.469999313354492
2020-12-03,24.899999618530273
2020-12-04,25.889999389648438
2020-12-07,25.829999923706055
2020-12-08,26.0
2020-12-09,25.770000457763672
2020-12-10,25.760000228881836
2020-12-11,25.5
2020-12-14,25.3799991607666
2020-12-15,25.719999313354492
2020-12-16,26.469999313354492
2020-12-17,27.43000030517578
2020-12-18,28.059999465942383
2020-12-21,26.81999969482422
2020-12-22,26.479999542236328
2020-12-23,25.969999313354492
2020-12-24,26.40999984741211
2020-12-28,26.469999313354492
2020-12-29,26.3700008392334
2020-12-30,26.770000457763672
2020-12-31,27.010000228881836
2021-01-04,26.81999969482422
2021-01-05,26.809999465942383
2021-01-06,27.739999771118164
2021-01-07,28.489999771118164
2021-01-08,28.700000762939453
2021-01-11,27.739999771118164
2021-01-12,27.6299991607666
2021-01-13,27.56999969482422
2021-01-14,27.770000457763672
2021-01-15,27.489999771118164
2021-01-19,28.260000228881836
2021-01-20,28.309999465942383
2021-01-21,27.920000076293945
2021-01-22,26.450000762939453
2021-01-25,24.3799991607666
2021-01-26,25.170000076293945
2021-01-27,23.059999465942383
2021-01-28,24.719999313354492
2021-01-29,22.959999084472656
2021-02-01,23.829999923706055
2021-02-02,24.459999084472656
2021-02-03,24.459999084472656
2021-02-04,25.25
2021-02-05,25.469999313354492
2021-02-08,26.3799991607666
2021-02-09,25.90999984741211
2021-02-10,26.969999313354492
2021-02-11,27.1299991607666
2021-02-12,27.389999389648438
2021-02-16,26.989999771118164
2021-02-17,26.5
2021-02-18,26.06999969482422
2021-02-19,26.219999313354492
2021-02-22,26.690000534057617
2021-02-23,26.559999465942383
2021-02-24,26.6299991607666
2021-02-25,26.93000030517578
2021-02-26,25.459999084472656
2021-03-01,25.649999618530273
2021-03-02,25.354999542236328
2021-03-03,25.3700008392334
2021-03-04,25.559999465942383
2021-03-05,26.520000457763672
2021-03-08,27.809999465942383
2021-03-09,27.329999923706055
2021-03-10,27.989999771118164
2021-03-11,28.559999465942383
2021-03-12,30.360000610351562
2021-03-15,31.280000686645508
2021-03-16,30.149999618530273
2021-03-17,29.209999084472656
2021-03-18,27.850000381469727
2021-03-19,27.979999542236328
2021-03-22,28.450000762939453
2021-03-23,27.809999465942383
2021-03-24,27.56999969482422
2021-03-25,27.780000686645508
2021-03-26,27.75
2021-03-29,27.239999771118164
2021-03-30,27.549999237060547
2021-03-31,27.520000457763672
2021-04-01,28.239999771118164
2021-04-05,28.690000534057617
2021-04-06,28.434999465942383
2021-04-07,28.110000610351562
2021-04-08,28.43000030517578
2021-04-09,28.3700008392334
2021-04-12,28.31999969482422
2021-04-13,27.719999313354492
2021-04-14,28.06999969482422
2021-04-15,28.5
2021-04-16,28.6200008392334
2021-04-19,29.0
2021-04-20,28.510000228881836
2021-04-21,28.40999984741211
2021-04-22,28.540000915527344
2021-04-23,28.725000381469727
2021-04-26,28.790000915527344
2021-04-27,28.34000015258789
2021-04-28,29.219999313354492
2021-04-29,29.1299991607666
2021-04-30,28.510000228881836
2021-05-03,28.510000228881836
2021-05-04,28.540000915527344
2021-05-05,27.309999465942383
2021-05-06,28.190000534057617
2021-05-07,28.6200008392334
2021-05-10,28.219999313354492
2021-05-11,28.110000610351562
2021-05-12,26.989999771118164
2021-05-13,27.479999542236328
2021-05-14,28.15999984741211
