,EVOP
2018-05-23,19.020000457763672
2018-05-24,19.5
2018-05-25,19.8799991607666
2018-05-29,19.860000610351562
2018-05-30,20.56999969482422
2018-05-31,21.479999542236328
2018-06-01,21.920000076293945
2018-06-04,21.270000457763672
2018-06-05,21.0
2018-06-06,20.969999313354492
2018-06-07,20.81999969482422
2018-06-08,20.479999542236328
2018-06-11,20.190000534057617
2018-06-12,20.0
2018-06-13,21.149999618530273
2018-06-14,22.020000457763672
2018-06-15,23.0
2018-06-18,22.200000762939453
2018-06-19,22.700000762939453
2018-06-20,22.200000762939453
2018-06-21,21.260000228881836
2018-06-22,21.110000610351562
2018-06-25,20.899999618530273
2018-06-26,21.049999237060547
2018-06-27,20.59000015258789
2018-06-28,20.479999542236328
2018-06-29,20.579999923706055
2018-07-02,20.170000076293945
2018-07-03,19.84000015258789
2018-07-05,20.290000915527344
2018-07-06,20.1200008392334
2018-07-09,20.790000915527344
2018-07-10,20.639999389648438
2018-07-11,21.0
2018-07-12,21.5
2018-07-13,21.84000015258789
2018-07-16,21.579999923706055
2018-07-17,22.18000030517578
2018-07-18,22.809999465942383
2018-07-19,23.010000228881836
2018-07-20,22.81999969482422
2018-07-23,22.979999542236328
2018-07-24,22.6200008392334
2018-07-25,23.190000534057617
2018-07-26,24.200000762939453
2018-07-27,23.280000686645508
2018-07-30,21.979999542236328
2018-07-31,21.149999618530273
2018-08-01,21.600000381469727
2018-08-02,21.639999389648438
2018-08-03,21.510000228881836
2018-08-06,22.479999542236328
2018-08-07,21.899999618530273
2018-08-08,20.170000076293945
2018-08-09,20.489999771118164
2018-08-10,20.59000015258789
2018-08-13,20.559999465942383
2018-08-14,20.610000610351562
2018-08-15,21.239999771118164
2018-08-16,21.15999984741211
2018-08-17,21.649999618530273
2018-08-20,21.610000610351562
2018-08-21,21.84000015258789
2018-08-22,21.979999542236328
2018-08-23,22.90999984741211
2018-08-24,22.030000686645508
2018-08-27,22.600000381469727
2018-08-28,23.239999771118164
2018-08-29,23.139999389648438
2018-08-30,23.299999237060547
2018-08-31,23.520000457763672
2018-09-04,24.200000762939453
2018-09-05,24.479999542236328
2018-09-06,24.1200008392334
2018-09-07,24.299999237060547
2018-09-10,24.09000015258789
2018-09-11,24.25
2018-09-12,25.90999984741211
2018-09-13,26.6299991607666
2018-09-14,26.760000228881836
2018-09-17,26.670000076293945
2018-09-18,26.239999771118164
2018-09-19,25.1299991607666
2018-09-20,25.34000015258789
2018-09-21,25.739999771118164
2018-09-24,25.40999984741211
2018-09-25,25.020000457763672
2018-09-26,24.479999542236328
2018-09-27,24.18000030517578
2018-09-28,23.899999618530273
2018-10-01,24.350000381469727
2018-10-02,23.950000762939453
2018-10-03,24.579999923706055
2018-10-04,24.6200008392334
2018-10-05,25.530000686645508
2018-10-08,24.399999618530273
2018-10-09,23.959999084472656
2018-10-10,23.510000228881836
2018-10-11,23.540000915527344
2018-10-12,23.43000030517578
2018-10-15,23.100000381469727
2018-10-16,24.25
2018-10-17,24.850000381469727
2018-10-18,24.290000915527344
2018-10-19,24.280000686645508
2018-10-22,24.309999465942383
2018-10-23,24.100000381469727
2018-10-24,23.8700008392334
2018-10-25,23.829999923706055
2018-10-26,24.030000686645508
2018-10-29,23.110000610351562
2018-10-30,23.190000534057617
2018-10-31,23.739999771118164
2018-11-01,25.1299991607666
2018-11-02,25.329999923706055
2018-11-05,24.770000457763672
2018-11-06,24.940000534057617
2018-11-07,27.270000457763672
2018-11-08,27.549999237060547
2018-11-09,26.670000076293945
2018-11-12,25.790000915527344
2018-11-13,25.8799991607666
2018-11-14,26.950000762939453
2018-11-15,27.290000915527344
2018-11-16,26.75
2018-11-19,24.799999237060547
2018-11-20,23.729999542236328
2018-11-21,24.459999084472656
2018-11-23,24.610000610351562
2018-11-26,25.239999771118164
2018-11-27,25.110000610351562
2018-11-28,26.329999923706055
2018-11-29,26.18000030517578
2018-11-30,26.190000534057617
2018-12-03,25.860000610351562
2018-12-04,24.989999771118164
2018-12-06,25.610000610351562
2018-12-07,24.889999389648438
2018-12-10,24.729999542236328
2018-12-11,24.3799991607666
2018-12-12,24.3799991607666
2018-12-13,23.850000381469727
2018-12-14,24.049999237060547
2018-12-17,23.3700008392334
2018-12-18,24.010000228881836
2018-12-19,23.84000015258789
2018-12-20,23.90999984741211
2018-12-21,23.309999465942383
2018-12-24,22.309999465942383
2018-12-26,23.56999969482422
2018-12-27,23.639999389648438
2018-12-28,24.360000610351562
2018-12-31,24.670000076293945
2019-01-02,24.40999984741211
2019-01-03,23.559999465942383
2019-01-04,24.229999542236328
2019-01-07,24.6299991607666
2019-01-08,23.440000534057617
2019-01-09,23.670000076293945
2019-01-10,23.520000457763672
2019-01-11,23.59000015258789
2019-01-14,23.440000534057617
2019-01-15,23.829999923706055
2019-01-16,24.149999618530273
2019-01-17,24.610000610351562
2019-01-18,24.010000228881836
2019-01-22,24.389999389648438
2019-01-23,24.479999542236328
2019-01-24,24.600000381469727
2019-01-25,25.0
2019-01-28,24.770000457763672
2019-01-29,24.899999618530273
2019-01-30,24.989999771118164
2019-01-31,25.149999618530273
2019-02-01,25.68000030517578
2019-02-04,26.010000228881836
2019-02-05,26.299999237060547
2019-02-06,26.059999465942383
2019-02-07,25.510000228881836
2019-02-08,25.770000457763672
2019-02-11,26.229999542236328
2019-02-12,25.950000762939453
2019-02-13,25.899999618530273
2019-02-14,25.579999923706055
2019-02-15,25.670000076293945
2019-02-19,26.549999237060547
2019-02-20,26.280000686645508
2019-02-21,25.709999084472656
2019-02-22,26.0
2019-02-25,26.18000030517578
2019-02-26,26.350000381469727
2019-02-27,27.459999084472656
2019-02-28,26.719999313354492
2019-03-01,26.90999984741211
2019-03-04,26.829999923706055
2019-03-05,26.610000610351562
2019-03-06,25.940000534057617
2019-03-07,25.850000381469727
2019-03-08,25.450000762939453
2019-03-11,26.020000457763672
2019-03-12,25.81999969482422
2019-03-13,26.270000457763672
2019-03-14,26.010000228881836
2019-03-15,26.079999923706055
2019-03-18,26.479999542236328
2019-03-19,27.479999542236328
2019-03-20,27.309999465942383
2019-03-21,27.8799991607666
2019-03-22,27.280000686645508
2019-03-25,28.100000381469727
2019-03-26,29.030000686645508
2019-03-27,28.8700008392334
2019-03-28,28.56999969482422
2019-03-29,29.049999237060547
2019-04-01,29.229999542236328
2019-04-02,28.420000076293945
2019-04-03,27.15999984741211
2019-04-04,27.93000030517578
2019-04-05,28.670000076293945
2019-04-08,28.219999313354492
2019-04-09,28.549999237060547
2019-04-10,28.489999771118164
2019-04-11,28.780000686645508
2019-04-12,28.520000457763672
2019-04-15,28.31999969482422
2019-04-16,28.030000686645508
2019-04-17,28.93000030517578
2019-04-18,28.270000457763672
2019-04-22,28.139999389648438
2019-04-23,29.040000915527344
2019-04-24,28.65999984741211
2019-04-25,29.229999542236328
2019-04-26,30.31999969482422
2019-04-29,29.959999084472656
2019-04-30,29.709999084472656
2019-05-01,29.3799991607666
2019-05-02,29.149999618530273
2019-05-03,29.290000915527344
2019-05-06,29.0
2019-05-07,28.600000381469727
2019-05-08,28.100000381469727
2019-05-09,28.489999771118164
2019-05-10,28.979999542236328
2019-05-13,28.360000610351562
2019-05-14,28.299999237060547
2019-05-15,28.979999542236328
2019-05-16,28.510000228881836
2019-05-17,28.229999542236328
2019-05-20,28.309999465942383
2019-05-21,28.68000030517578
2019-05-22,28.479999542236328
2019-05-23,27.760000228881836
2019-05-24,28.969999313354492
2019-05-28,30.43000030517578
2019-05-29,30.049999237060547
2019-05-30,30.399999618530273
2019-05-31,29.440000534057617
2019-06-03,27.489999771118164
2019-06-04,28.479999542236328
2019-06-05,29.31999969482422
2019-06-06,29.5
2019-06-07,29.540000915527344
2019-06-10,29.6200008392334
2019-06-11,29.56999969482422
2019-06-12,30.229999542236328
2019-06-13,29.959999084472656
2019-06-14,29.65999984741211
2019-06-17,29.649999618530273
2019-06-18,29.969999313354492
2019-06-19,30.209999084472656
2019-06-20,30.18000030517578
2019-06-21,30.90999984741211
2019-06-24,30.540000915527344
2019-06-25,30.59000015258789
2019-06-26,31.09000015258789
2019-06-27,31.020000457763672
2019-06-28,31.530000686645508
2019-07-01,29.579999923706055
2019-07-02,29.030000686645508
2019-07-03,29.139999389648438
2019-07-05,28.90999984741211
2019-07-08,29.25
2019-07-09,29.420000076293945
2019-07-10,29.260000228881836
2019-07-11,29.100000381469727
2019-07-12,29.18000030517578
2019-07-15,29.389999389648438
2019-07-16,29.670000076293945
2019-07-17,29.8700008392334
2019-07-18,30.56999969482422
2019-07-19,30.420000076293945
2019-07-22,29.959999084472656
2019-07-23,30.309999465942383
2019-07-24,30.299999237060547
2019-07-25,30.520000457763672
2019-07-26,30.889999389648438
2019-07-29,31.530000686645508
2019-07-30,31.049999237060547
2019-07-31,31.1200008392334
2019-08-01,31.049999237060547
2019-08-02,31.1299991607666
2019-08-05,30.25
2019-08-06,30.280000686645508
2019-08-07,30.0
2019-08-08,30.170000076293945
2019-08-09,29.329999923706055
2019-08-12,29.389999389648438
2019-08-13,28.540000915527344
2019-08-14,27.780000686645508
2019-08-15,27.90999984741211
2019-08-16,28.010000228881836
2019-08-19,28.450000762939453
2019-08-20,28.450000762939453
2019-08-21,28.540000915527344
2019-08-22,28.93000030517578
2019-08-23,28.850000381469727
