,FDBC
1999-04-13,19.24242401123047
1999-04-14,19.24242401123047
1999-04-15,19.24242401123047
1999-04-16,19.24242401123047
1999-04-19,19.24242401123047
1999-04-20,19.24242401123047
1999-04-21,19.24242401123047
1999-04-22,19.24242401123047
1999-04-23,19.24242401123047
1999-04-26,19.24242401123047
1999-04-27,19.24242401123047
1999-04-28,19.24242401123047
1999-04-29,19.24242401123047
1999-04-30,19.24242401123047
1999-05-03,19.24242401123047
1999-05-04,19.24242401123047
1999-05-05,19.24242401123047
1999-05-06,19.24242401123047
1999-05-07,18.787879943847656
1999-05-10,18.787879943847656
1999-05-11,18.712120056152344
1999-05-12,18.787879943847656
1999-05-13,18.787879943847656
1999-05-14,19.469697952270508
1999-05-17,19.469697952270508
1999-05-18,19.469697952270508
1999-05-19,19.469697952270508
1999-05-20,19.469697952270508
1999-05-21,19.469697952270508
1999-05-24,19.469697952270508
1999-05-25,19.469697952270508
1999-05-26,19.469697952270508
1999-05-27,19.469697952270508
1999-05-28,19.469697952270508
1999-06-01,19.469697952270508
1999-06-02,19.469697952270508
1999-06-03,19.469697952270508
1999-06-04,18.787879943847656
1999-06-07,18.787879943847656
1999-06-08,18.787879943847656
1999-06-09,18.787879943847656
1999-06-10,18.787879943847656
1999-06-11,18.787879943847656
1999-06-14,18.787879943847656
1999-06-15,18.787879943847656
1999-06-16,18.787879943847656
1999-06-17,18.787879943847656
1999-06-18,18.787879943847656
1999-06-21,18.787879943847656
1999-06-22,18.787879943847656
1999-06-23,18.787879943847656
1999-06-24,18.787879943847656
1999-06-25,18.787879943847656
1999-06-28,18.787879943847656
1999-06-29,18.787879943847656
1999-06-30,18.787879943847656
1999-07-01,18.787879943847656
1999-07-02,18.787879943847656
1999-07-06,18.787879943847656
1999-07-07,18.787879943847656
1999-07-08,18.787879943847656
1999-07-09,19.393938064575195
1999-07-12,19.393938064575195
1999-07-13,19.393938064575195
1999-07-14,19.393938064575195
1999-07-15,19.393938064575195
1999-07-16,19.393938064575195
1999-07-19,19.393938064575195
1999-07-20,19.393938064575195
1999-07-21,19.393938064575195
1999-07-22,19.393938064575195
1999-07-23,19.393938064575195
1999-07-26,19.393938064575195
1999-07-27,19.393938064575195
1999-07-28,19.393938064575195
1999-07-29,19.393938064575195
1999-07-30,19.393938064575195
1999-08-02,19.393938064575195
1999-08-03,19.393938064575195
1999-08-04,19.393938064575195
1999-08-05,18.787879943847656
1999-08-06,19.09090805053711
1999-08-09,19.393938064575195
1999-08-10,19.393938064575195
1999-08-11,19.393938064575195
1999-08-12,19.393938064575195
1999-08-13,19.393938064575195
1999-08-16,19.393938064575195
1999-08-17,19.393938064575195
1999-08-18,19.393938064575195
1999-08-19,19.696969985961914
1999-08-20,20.606061935424805
1999-08-23,19.696969985961914
1999-08-24,19.696969985961914
1999-08-25,19.696969985961914
1999-08-26,19.696969985961914
1999-08-27,19.696969985961914
1999-08-30,19.696969985961914
1999-08-31,19.696969985961914
1999-09-01,19.696969985961914
1999-09-02,19.696969985961914
1999-09-03,19.696969985961914
1999-09-07,19.696969985961914
1999-09-08,20.75757598876953
1999-09-09,21.060606002807617
1999-09-10,21.060606002807617
1999-09-13,21.060606002807617
1999-09-14,21.060606002807617
1999-09-15,21.060606002807617
1999-09-16,21.060606002807617
1999-09-17,21.060606002807617
1999-09-20,21.060606002807617
1999-09-21,21.060606002807617
1999-09-22,21.060606002807617
1999-09-23,21.060606002807617
1999-09-24,21.060606002807617
1999-09-27,21.060606002807617
1999-09-28,21.060606002807617
1999-09-29,21.060606002807617
1999-09-30,21.060606002807617
1999-10-01,21.060606002807617
1999-10-04,21.060606002807617
1999-10-05,21.060606002807617
1999-10-06,21.060606002807617
1999-10-07,21.060606002807617
1999-10-08,21.060606002807617
1999-10-11,21.060606002807617
1999-10-12,21.060606002807617
1999-10-13,21.060606002807617
1999-10-14,21.060606002807617
1999-10-15,21.060606002807617
1999-10-18,20.303030014038086
1999-10-19,20.303030014038086
1999-10-20,20.07575798034668
1999-10-21,20.07575798034668
1999-10-22,20.606061935424805
1999-10-25,21.098485946655273
1999-10-26,20.75757598876953
1999-10-27,20.75757598876953
1999-10-28,20.75757598876953
1999-10-29,21.59090805053711
1999-11-01,20.90909194946289
1999-11-02,20.90909194946289
1999-11-03,20.90909194946289
1999-11-04,20.90909194946289
1999-11-05,20.90909194946289
1999-11-08,20.90909194946289
1999-11-09,20.90909194946289
1999-11-10,20.90909194946289
1999-11-11,20.90909194946289
1999-11-12,20.90909194946289
1999-11-15,20.90909194946289
1999-11-16,20.90909194946289
1999-11-17,20.90909194946289
1999-11-18,20.90909194946289
1999-11-19,20.90909194946289
1999-11-22,20.90909194946289
1999-11-23,20.90909194946289
1999-11-24,20.90909194946289
1999-11-26,20.90909194946289
1999-11-29,20.90909194946289
1999-11-30,20.90909194946289
1999-12-01,20.90909194946289
1999-12-02,20.90909194946289
1999-12-03,20.90909194946289
1999-12-06,20.90909194946289
1999-12-07,21.060606002807617
1999-12-08,21.060606002807617
1999-12-09,21.060606002807617
1999-12-10,21.060606002807617
1999-12-13,21.060606002807617
1999-12-14,21.060606002807617
1999-12-15,21.060606002807617
1999-12-16,21.060606002807617
1999-12-17,21.060606002807617
1999-12-20,21.060606002807617
1999-12-21,21.060606002807617
1999-12-22,21.060606002807617
1999-12-23,21.060606002807617
1999-12-27,21.060606002807617
1999-12-28,21.060606002807617
1999-12-29,21.060606002807617
1999-12-30,21.060606002807617
1999-12-31,21.287879943847656
2000-01-03,21.287879943847656
2000-01-04,21.287879943847656
2000-01-05,21.287879943847656
2000-01-06,21.287879943847656
2000-01-07,21.287879943847656
2000-01-10,21.287879943847656
2000-01-11,21.287879943847656
2000-01-12,21.287879943847656
2000-01-13,21.287879943847656
2000-01-14,21.287879943847656
2000-01-18,21.287879943847656
2000-01-19,21.287879943847656
2000-01-20,21.287879943847656
2000-01-21,21.287879943847656
2000-01-24,21.287879943847656
2000-01-25,21.287879943847656
2000-01-26,21.287879943847656
2000-01-27,21.287879943847656
2000-01-28,21.287879943847656
2000-01-31,21.287879943847656
2000-02-01,21.287879943847656
2000-02-02,21.287879943847656
2000-02-03,21.287879943847656
2000-02-04,21.287879943847656
2000-02-07,21.287879943847656
2000-02-08,21.287879943847656
2000-02-09,21.287879943847656
2000-02-10,21.287879943847656
2000-02-11,21.287879943847656
2000-02-14,21.81818199157715
2000-02-15,21.893938064575195
2000-02-16,21.59090805053711
2000-02-17,21.363636016845703
2000-02-18,21.666667938232422
2000-02-22,21.666667938232422
2000-02-23,21.666667938232422
2000-02-24,21.666667938232422
2000-02-25,21.666667938232422
2000-02-28,21.666667938232422
2000-02-29,21.666667938232422
2000-03-01,21.666667938232422
2000-03-02,21.666667938232422
2000-03-03,21.666667938232422
2000-03-06,21.363636016845703
2000-03-07,21.363636016845703
2000-03-08,21.363636016845703
2000-03-09,21.363636016845703
2000-03-10,21.363636016845703
2000-03-13,21.363636016845703
2000-03-14,21.363636016845703
2000-03-15,21.363636016845703
2000-03-16,21.363636016845703
2000-03-17,21.363636016845703
2000-03-20,21.363636016845703
2000-03-21,21.363636016845703
2000-03-22,21.363636016845703
2000-03-23,21.363636016845703
2000-03-24,21.363636016845703
2000-03-27,21.363636016845703
2000-03-28,21.363636016845703
2000-03-29,21.363636016845703
2000-03-30,21.363636016845703
2000-03-31,21.363636016845703
2000-04-03,21.363636016845703
2000-04-04,21.363636016845703
2000-04-05,21.363636016845703
2000-04-06,21.363636016845703
2000-04-07,21.363636016845703
2000-04-10,21.666667938232422
2000-04-11,21.666667938232422
2000-04-12,21.666667938232422
2000-04-13,21.666667938232422
2000-04-14,21.666667938232422
2000-04-17,21.666667938232422
2000-04-18,21.666667938232422
2000-04-19,21.666667938232422
2000-04-20,21.666667938232422
2000-04-24,21.666667938232422
2000-04-25,21.363636016845703
2000-04-26,21.363636016845703
2000-04-27,21.363636016845703
2000-04-28,21.363636016845703
2000-05-01,21.363636016845703
2000-05-02,21.363636016845703
2000-05-03,21.363636016845703
2000-05-04,21.363636016845703
2000-05-05,21.363636016845703
2000-05-08,21.363636016845703
2000-05-09,21.363636016845703
2000-05-10,21.363636016845703
2000-05-11,21.363636016845703
2000-05-12,21.363636016845703
2000-05-15,21.363636016845703
2000-05-16,21.363636016845703
2000-05-17,21.363636016845703
2000-05-18,21.363636016845703
2000-05-19,21.363636016845703
2000-05-22,21.363636016845703
2000-05-23,21.363636016845703
2000-05-24,21.363636016845703
2000-05-25,21.363636016845703
2000-05-26,22.27272605895996
2000-05-30,22.27272605895996
2000-05-31,22.27272605895996
2000-06-01,22.27272605895996
2000-06-02,22.27272605895996
2000-06-05,22.27272605895996
2000-06-06,22.27272605895996
2000-06-07,22.27272605895996
2000-06-08,22.27272605895996
2000-06-09,22.27272605895996
2000-06-12,22.27272605895996
2000-06-13,22.27272605895996
2000-06-14,22.651514053344727
2000-06-15,22.651514053344727
2000-06-16,22.651514053344727
2000-06-19,21.666667938232422
2000-06-20,21.666667938232422
2000-06-21,21.666667938232422
2000-06-22,21.666667938232422
2000-06-23,21.666667938232422
2000-06-26,21.666667938232422
2000-06-27,21.666667938232422
2000-06-28,21.666667938232422
2000-06-29,21.666667938232422
2000-06-30,21.666667938232422
2000-07-03,21.666667938232422
2000-07-05,21.666667938232422
2000-07-06,21.666667938232422
2000-07-07,21.666667938232422
2000-07-10,21.666667938232422
2000-07-11,21.666667938232422
2000-07-12,21.666667938232422
2000-07-13,21.666667938232422
2000-07-14,21.666667938232422
2000-07-17,21.666667938232422
2000-07-18,21.666667938232422
2000-07-19,20.90909194946289
2000-07-20,20.90909194946289
2000-07-21,21.666667938232422
2000-07-24,21.666667938232422
2000-07-25,22.5
2000-07-26,21.81818199157715
2000-07-27,21.81818199157715
2000-07-28,21.81818199157715
2000-07-31,21.81818199157715
2000-08-01,21.81818199157715
2000-08-02,21.81818199157715
2000-08-03,21.81818199157715
2000-08-04,21.81818199157715
2000-08-07,22.121212005615234
2000-08-08,22.121212005615234
2000-08-09,22.121212005615234
2000-08-10,22.121212005615234
2000-08-11,22.121212005615234
2000-08-14,22.121212005615234
2000-08-15,22.121212005615234
2000-08-16,22.121212005615234
2000-08-17,22.121212005615234
2000-08-18,22.121212005615234
2000-08-21,22.121212005615234
2000-08-22,22.121212005615234
2000-08-23,22.121212005615234
2000-08-24,22.121212005615234
2000-08-25,22.121212005615234
2000-08-28,22.121212005615234
2000-08-29,22.121212005615234
2000-08-30,22.121212005615234
2000-08-31,22.121212005615234
2000-09-01,22.121212005615234
2000-09-05,22.42424201965332
2000-09-06,22.42424201965332
2000-09-07,22.42424201965332
2000-09-08,22.42424201965332
2000-09-11,22.42424201965332
2000-09-12,22.42424201965332
2000-09-13,22.27272605895996
2000-09-14,23.030302047729492
2000-09-15,23.030302047729492
2000-09-18,23.030302047729492
2000-09-19,23.030302047729492
2000-09-20,22.878787994384766
2000-09-21,22.878787994384766
2000-09-22,22.878787994384766
2000-09-25,22.878787994384766
2000-09-26,22.878787994384766
2000-09-27,22.878787994384766
2000-09-28,22.878787994384766
