,CVLG
2007-10-11,6.550000190734863
2007-10-12,6.53000020980835
2007-10-15,6.519999980926514
2007-10-16,6.639999866485596
2007-10-17,6.760000228881836
2007-10-18,6.849999904632568
2007-10-19,7.099999904632568
2007-10-22,7.440000057220459
2007-10-23,7.610000133514404
2007-10-24,7.650000095367432
2007-10-25,7.960000038146973
2007-10-26,7.800000190734863
2007-10-29,7.800000190734863
2007-10-30,7.800000190734863
2007-10-31,7.579999923706055
2007-11-01,7.400000095367432
2007-11-02,7.5
2007-11-05,7.53000020980835
2007-11-06,7.539999961853027
2007-11-07,7.400000095367432
2007-11-08,7.289999961853027
2007-11-09,7.570000171661377
2007-11-12,7.829999923706055
2007-11-13,7.900000095367432
2007-11-14,7.5
2007-11-15,7.769999980926514
2007-11-16,7.699999809265137
2007-11-19,7.539999961853027
2007-11-20,7.309999942779541
2007-11-21,7.289999961853027
2007-11-23,7.380000114440918
2007-11-26,7.369999885559082
2007-11-27,7.170000076293945
2007-11-28,7.230000019073486
2007-11-29,7.210000038146973
2007-11-30,7.150000095367432
2007-12-03,6.900000095367432
2007-12-04,6.960000038146973
2007-12-05,6.869999885559082
2007-12-06,6.900000095367432
2007-12-07,7.019999980926514
2007-12-10,6.920000076293945
2007-12-11,6.730000019073486
2007-12-12,7.400000095367432
2007-12-13,6.960000038146973
2007-12-14,6.889999866485596
2007-12-17,6.590000152587891
2007-12-18,6.75
2007-12-19,6.650000095367432
2007-12-20,6.610000133514404
2007-12-21,6.75
2007-12-24,6.739999771118164
2007-12-26,6.789999961853027
2007-12-27,6.78000020980835
2007-12-28,6.699999809265137
2007-12-31,6.71999979019165
2008-01-02,6.610000133514404
2008-01-03,6.389999866485596
2008-01-04,6.150000095367432
2008-01-07,5.710000038146973
2008-01-08,5.909999847412109
2008-01-09,6.360000133514404
2008-01-10,6.260000228881836
2008-01-11,6.019999980926514
2008-01-14,6.400000095367432
2008-01-15,6.03000020980835
2008-01-16,6.369999885559082
2008-01-17,6.650000095367432
2008-01-18,6.559999942779541
2008-01-22,6.739999771118164
2008-01-23,7.099999904632568
2008-01-24,7.550000190734863
2008-01-25,7.840000152587891
2008-01-28,7.659999847412109
2008-01-29,8.0
2008-01-30,7.980000019073486
2008-01-31,8.270000457763672
2008-02-01,8.029999732971191
2008-02-04,7.980000019073486
2008-02-05,7.840000152587891
2008-02-06,7.829999923706055
2008-02-07,8.0
2008-02-08,7.949999809265137
2008-02-11,7.989999771118164
2008-02-12,7.849999904632568
2008-02-13,7.800000190734863
2008-02-14,7.800000190734863
2008-02-15,7.739999771118164
2008-02-19,7.510000228881836
2008-02-20,7.809999942779541
2008-02-21,7.880000114440918
2008-02-22,8.100000381469727
2008-02-25,7.949999809265137
2008-02-26,7.769999980926514
2008-02-27,7.630000114440918
2008-02-28,7.429999828338623
2008-02-29,7.869999885559082
2008-03-03,7.0
2008-03-04,6.710000038146973
2008-03-05,6.710000038146973
2008-03-06,6.670000076293945
2008-03-07,6.78000020980835
2008-03-10,6.389999866485596
2008-03-11,6.849999904632568
2008-03-12,6.699999809265137
2008-03-13,6.510000228881836
2008-03-14,6.329999923706055
2008-03-17,6.300000190734863
2008-03-18,5.599999904632568
2008-03-19,6.210000038146973
2008-03-20,6.5
2008-03-24,6.710000038146973
2008-03-25,7.360000133514404
2008-03-26,6.829999923706055
2008-03-27,5.559999942779541
2008-03-28,5.900000095367432
2008-03-31,5.190000057220459
2008-04-01,5.480000019073486
2008-04-02,6.230000019073486
2008-04-03,5.75
2008-04-04,5.53000020980835
2008-04-07,5.699999809265137
2008-04-08,6.25
2008-04-09,5.639999866485596
2008-04-10,5.539999961853027
2008-04-11,5.630000114440918
2008-04-14,5.75
2008-04-15,5.980000019073486
2008-04-16,5.480000019073486
2008-04-17,5.550000190734863
2008-04-18,6.090000152587891
2008-04-21,5.599999904632568
2008-04-22,5.550000190734863
2008-04-23,5.440000057220459
2008-04-24,5.380000114440918
2008-04-25,5.659999847412109
2008-04-28,5.590000152587891
2008-04-29,5.659999847412109
2008-04-30,5.730000019073486
2008-05-01,5.75
2008-05-02,5.989999771118164
2008-05-05,5.590000152587891
2008-05-06,5.760000228881836
2008-05-07,5.550000190734863
2008-05-08,5.539999961853027
2008-05-09,5.519999980926514
2008-05-12,5.480000019073486
2008-05-13,5.28000020980835
2008-05-14,5.460000038146973
2008-05-15,5.210000038146973
2008-05-16,5.369999885559082
2008-05-19,5.170000076293945
2008-05-20,5.03000020980835
2008-05-21,5.119999885559082
2008-05-22,5.039999961853027
2008-05-23,4.96999979019165
2008-05-27,4.960000038146973
2008-05-28,4.949999809265137
2008-05-29,4.75
2008-05-30,4.739999771118164
2008-06-02,4.5
2008-06-03,4.079999923706055
2008-06-04,3.819999933242798
2008-06-05,3.799999952316284
2008-06-06,3.6500000953674316
2008-06-09,3.799999952316284
2008-06-10,3.4200000762939453
2008-06-11,3.4800000190734863
2008-06-12,3.4200000762939453
2008-06-13,3.4600000381469727
2008-06-16,2.990000009536743
2008-06-17,3.0199999809265137
2008-06-18,3.0199999809265137
2008-06-19,3.450000047683716
2008-06-20,4.199999809265137
2008-06-23,4.130000114440918
2008-06-24,4.369999885559082
2008-06-25,4.75
2008-06-26,4.0
2008-06-27,3.1700000762939453
2008-06-30,3.3499999046325684
2008-07-01,3.509999990463257
2008-07-02,3.5
2008-07-03,3.8399999141693115
2008-07-07,4.070000171661377
2008-07-08,4.130000114440918
2008-07-09,3.9600000381469727
2008-07-10,3.630000114440918
2008-07-11,3.809999942779541
2008-07-14,3.6500000953674316
2008-07-15,3.630000114440918
2008-07-16,3.859999895095825
2008-07-17,3.8499999046325684
2008-07-18,3.890000104904175
2008-07-21,4.150000095367432
2008-07-22,4.539999961853027
2008-07-23,4.800000190734863
2008-07-24,4.559999942779541
2008-07-25,4.079999923706055
2008-07-28,4.070000171661377
2008-07-29,4.429999828338623
2008-07-30,4.909999847412109
2008-07-31,5.099999904632568
2008-08-01,5.150000095367432
2008-08-04,5.170000076293945
2008-08-05,5.320000171661377
2008-08-06,5.460000038146973
2008-08-07,5.409999847412109
2008-08-08,5.550000190734863
2008-08-11,5.429999828338623
2008-08-12,5.260000228881836
2008-08-13,5.309999942779541
2008-08-14,5.050000190734863
2008-08-15,5.28000020980835
2008-08-18,5.230000019073486
2008-08-19,5.010000228881836
2008-08-20,4.630000114440918
2008-08-21,4.289999961853027
2008-08-22,4.46999979019165
2008-08-25,4.610000133514404
2008-08-26,4.760000228881836
2008-08-27,4.539999961853027
2008-08-28,4.5
2008-08-29,4.420000076293945
2008-09-02,4.369999885559082
2008-09-03,4.340000152587891
2008-09-04,4.260000228881836
2008-09-05,4.300000190734863
2008-09-08,4.050000190734863
2008-09-09,3.990000009536743
2008-09-10,4.110000133514404
2008-09-11,4.010000228881836
2008-09-12,4.070000171661377
2008-09-15,3.8499999046325684
2008-09-16,3.8399999141693115
2008-09-17,3.6600000858306885
2008-09-18,3.4700000286102295
2008-09-19,3.9800000190734863
2008-09-22,3.759999990463257
2008-09-23,3.5799999237060547
2008-09-24,3.440000057220459
2008-09-25,3.240000009536743
2008-09-26,3.2100000381469727
2008-09-29,2.700000047683716
2008-09-30,2.880000114440918
2008-10-01,3.0
2008-10-02,3.0
2008-10-03,2.5
2008-10-06,1.940000057220459
2008-10-07,2.009999990463257
2008-10-08,2.009999990463257
2008-10-09,2.009999990463257
2008-10-10,2.009999990463257
2008-10-13,2.299999952316284
2008-10-14,2.549999952316284
2008-10-15,2.0199999809265137
2008-10-16,1.899999976158142
2008-10-17,1.9199999570846558
2008-10-20,1.909999966621399
2008-10-21,1.899999976158142
2008-10-22,1.840000033378601
2008-10-23,1.7599999904632568
2008-10-24,1.6799999475479126
2008-10-27,1.6699999570846558
2008-10-28,1.75
2008-10-29,1.7200000286102295
2008-10-30,1.8899999856948853
2008-10-31,2.0899999141693115
2008-11-03,1.850000023841858
2008-11-04,1.9900000095367432
2008-11-05,1.7599999904632568
2008-11-06,1.7899999618530273
2008-11-07,1.75
2008-11-10,1.6100000143051147
2008-11-11,1.690000057220459
2008-11-12,1.690000057220459
2008-11-13,1.659999966621399
2008-11-14,1.5499999523162842
2008-11-17,1.4199999570846558
2008-11-18,1.5
2008-11-19,1.4299999475479126
2008-11-20,1.399999976158142
2008-11-21,1.4700000286102295
2008-11-24,1.399999976158142
2008-11-25,1.4600000381469727
2008-11-26,1.4600000381469727
2008-11-28,1.4900000095367432
2008-12-01,1.5
2008-12-02,1.7000000476837158
2008-12-03,2.490000009536743
2008-12-04,2.0199999809265137
2008-12-05,2.009999990463257
2008-12-08,2.069999933242798
2008-12-09,2.0999999046325684
2008-12-10,2.0
2008-12-11,2.0299999713897705
2008-12-12,2.009999990463257
2008-12-15,2.0899999141693115
2008-12-16,2.0
2008-12-17,1.9500000476837158
2008-12-18,1.9500000476837158
2008-12-19,2.119999885559082
2008-12-22,1.7999999523162842
2008-12-23,1.75
2008-12-24,1.7999999523162842
2008-12-26,1.7899999618530273
2008-12-29,1.9299999475479126
2008-12-30,1.9500000476837158
2008-12-31,2.0
2009-01-02,1.9800000190734863
2009-01-05,1.9199999570846558
2009-01-06,2.319999933242798
2009-01-07,2.180000066757202
2009-01-08,2.0899999141693115
2009-01-09,2.2699999809265137
2009-01-12,2.190000057220459
2009-01-13,2.259999990463257
2009-01-14,2.369999885559082
2009-01-15,2.380000114440918
2009-01-16,2.25
2009-01-20,2.180000066757202
2009-01-21,2.1700000762939453
2009-01-22,2.0299999713897705
2009-01-23,2.119999885559082
2009-01-26,1.9299999475479126
2009-01-27,1.899999976158142
2009-01-28,1.9199999570846558
2009-01-29,1.8600000143051147
2009-01-30,1.8200000524520874
2009-02-02,1.7699999809265137
2009-02-03,1.600000023841858
2009-02-04,1.6200000047683716
2009-02-05,1.7799999713897705
2009-02-06,1.8300000429153442
2009-02-09,1.9299999475479126
2009-02-10,2.0199999809265137
2009-02-11,2.059999942779541
2009-02-12,1.9800000190734863
2009-02-13,2.069999933242798
2009-02-17,1.940000057220459
2009-02-18,2.0
2009-02-19,2.009999990463257
2009-02-20,1.9900000095367432
2009-02-23,2.0199999809265137
2009-02-24,1.9900000095367432
2009-02-25,1.9500000476837158
2009-02-26,1.9800000190734863
2009-02-27,1.9299999475479126
2009-03-02,1.940000057220459
2009-03-03,2.049999952316284
2009-03-04,1.9500000476837158
2009-03-05,1.9500000476837158
2009-03-06,1.9500000476837158
2009-03-09,1.9900000095367432
2009-03-10,2.0799999237060547
2009-03-11,2.0299999713897705
2009-03-12,1.9700000286102295
2009-03-13,1.9500000476837158
2009-03-16,1.9600000381469727
2009-03-17,1.9500000476837158
2009-03-18,1.9500000476837158
2009-03-19,1.7999999523162842
2009-03-20,2.180000066757202
2009-03-23,1.9700000286102295
2009-03-24,1.9700000286102295
2009-03-25,1.9900000095367432
2009-03-26,2.0799999237060547
2009-03-27,1.9500000476837158
2009-03-30,1.9500000476837158
2009-03-31,1.9600000381469727
2009-04-01,1.9500000476837158
2009-04-02,2.009999990463257
2009-04-03,2.180000066757202
2009-04-06,2.1700000762939453
2009-04-07,2.0199999809265137
2009-04-08,2.009999990463257
2009-04-09,1.9500000476837158
2009-04-13,1.9299999475479126
2009-04-14,2.0
2009-04-15,2.0199999809265137
2009-04-16,1.9500000476837158
2009-04-17,1.9199999570846558
2009-04-20,2.109999895095825
2009-04-21,2.2100000381469727
2009-04-22,2.2699999809265137
2009-04-23,2.25
2009-04-24,2.25
2009-04-27,2.1600000858306885
2009-04-28,2.140000104904175
2009-04-29,2.009999990463257
2009-04-30,2.0899999141693115
2009-05-01,2.0299999713897705
2009-05-04,2.259999990463257
2009-05-05,2.5
2009-05-06,3.5299999713897705
2009-05-07,3.240000009536743
2009-05-08,3.240000009536743
2009-05-11,3.25
2009-05-12,3.190000057220459
2009-05-13,2.7699999809265137
2009-05-14,2.4000000953674316
2009-05-15,2.5999999046325684
2009-05-18,2.9700000286102295
2009-05-19,3.0999999046325684
2009-05-20,3.359999895095825
2009-05-21,2.7799999713897705
2009-05-22,3.0
2009-05-26,3.009999990463257
2009-05-27,3.009999990463257
2009-05-28,3.009999990463257
2009-05-29,3.0899999141693115
2009-06-01,3.4600000381469727
2009-06-02,3.4800000190734863
2009-06-03,3.5999999046325684
2009-06-04,3.990000009536743
2009-06-05,4.150000095367432
2009-06-08,4.769999980926514
2009-06-09,4.690000057220459
2009-06-10,4.699999809265137
2009-06-11,4.940000057220459
2009-06-12,4.909999847412109
2009-06-15,4.909999847412109
2009-06-16,5.0
2009-06-17,5.230000019073486
2009-06-18,5.5
2009-06-19,4.980000019073486
2009-06-22,5.019999980926514
2009-06-23,5.139999866485596
2009-06-24,5.440000057220459
2009-06-25,5.579999923706055
2009-06-26,5.730000019073486
2009-06-29,5.880000114440918
2009-06-30,5.5
2009-07-01,5.46999979019165
2009-07-02,4.900000095367432
2009-07-06,4.289999961853027
2009-07-07,3.930000066757202
2009-07-08,4.0
2009-07-09,3.690000057220459
2009-07-10,3.490000009536743
2009-07-13,3.4000000953674316
2009-07-14,3.619999885559082
2009-07-15,4.050000190734863
2009-07-16,4.840000152587891
2009-07-17,4.800000190734863
2009-07-20,4.880000114440918
2009-07-21,5.139999866485596
2009-07-22,5.050000190734863
2009-07-23,5.099999904632568
2009-07-24,5.150000095367432
2009-07-27,4.570000171661377
2009-07-28,4.670000076293945
2009-07-29,4.840000152587891
2009-07-30,5.110000133514404
2009-07-31,4.659999847412109
2009-08-03,4.849999904632568
2009-08-04,4.980000019073486
2009-08-05,4.650000095367432
2009-08-06,5.050000190734863
2009-08-07,5.0
2009-08-10,4.510000228881836
2009-08-11,5.0
2009-08-12,4.989999771118164
2009-08-13,4.610000133514404
2009-08-14,4.769999980926514
2009-08-17,4.699999809265137
2009-08-18,4.75
2009-08-19,4.46999979019165
2009-08-20,4.369999885559082
2009-08-21,4.820000171661377
2009-08-24,4.699999809265137
2009-08-25,4.46999979019165
2009-08-26,4.400000095367432
2009-08-27,4.96999979019165
2009-08-28,4.75
2009-08-31,4.869999885559082
2009-09-01,4.550000190734863
2009-09-02,4.489999771118164
2009-09-03,4.880000114440918
2009-09-04,4.840000152587891
2009-09-08,4.690000057220459
2009-09-09,4.769999980926514
2009-09-10,4.539999961853027
2009-09-11,4.650000095367432
2009-09-14,4.650000095367432
2009-09-15,5.0
2009-09-16,4.789999961853027
2009-09-17,4.909999847412109
2009-09-18,5.239999771118164
2009-09-21,4.889999866485596
2009-09-22,5.380000114440918
2009-09-23,5.389999866485596
2009-09-24,5.289999961853027
2009-09-25,4.940000057220459
2009-09-28,5.010000228881836
2009-09-29,5.0
2009-09-30,4.909999847412109
2009-10-01,4.760000228881836
2009-10-02,4.349999904632568
2009-10-05,4.880000114440918
2009-10-06,4.900000095367432
2009-10-07,4.840000152587891
2009-10-08,5.0
2009-10-09,5.0
2009-10-12,5.070000171661377
2009-10-13,5.0
2009-10-14,4.980000019073486
2009-10-15,4.940000057220459
2009-10-16,4.820000171661377
2009-10-19,4.769999980926514
2009-10-20,4.800000190734863
2009-10-21,4.929999828338623
2009-10-22,4.900000095367432
2009-10-23,4.78000020980835
2009-10-26,5.070000171661377
2009-10-27,4.929999828338623
2009-10-28,4.929999828338623
2009-10-29,4.489999771118164
2009-10-30,5.039999961853027
2009-11-02,5.090000152587891
2009-11-03,5.0
2009-11-04,4.730000019073486
2009-11-05,4.96999979019165
2009-11-06,4.800000190734863
2009-11-09,4.550000190734863
2009-11-10,4.639999866485596
2009-11-11,4.710000038146973
2009-11-12,4.630000114440918
2009-11-13,4.760000228881836
2009-11-16,4.670000076293945
2009-11-17,4.940000057220459
2009-11-18,4.820000171661377
2009-11-19,4.760000228881836
2009-11-20,4.800000190734863
2009-11-23,4.809999942779541
2009-11-24,4.840000152587891
2009-11-25,4.699999809265137
2009-11-27,4.329999923706055
2009-11-30,4.269999980926514
2009-12-01,4.449999809265137
2009-12-02,4.619999885559082
2009-12-03,4.610000133514404
2009-12-04,4.400000095367432
2009-12-07,4.650000095367432
2009-12-08,4.71999979019165
2009-12-09,4.400000095367432
2009-12-10,4.199999809265137
2009-12-11,4.190000057220459
2009-12-14,4.070000171661377
2009-12-15,4.21999979019165
2009-12-16,4.099999904632568
2009-12-17,3.799999952316284
2009-12-18,3.9600000381469727
2009-12-21,3.9200000762939453
2009-12-22,3.680000066757202
2009-12-23,3.75
2009-12-24,3.740000009536743
2009-12-28,3.9800000190734863
2009-12-29,4.03000020980835
2009-12-30,3.890000104904175
2009-12-31,4.210000038146973
2010-01-04,4.75
2010-01-05,4.199999809265137
2010-01-06,4.119999885559082
2010-01-07,4.0
2010-01-08,3.859999895095825
2010-01-11,3.9600000381469727
2010-01-12,4.059999942779541
2010-01-13,3.880000114440918
2010-01-14,3.9200000762939453
2010-01-15,3.859999895095825
2010-01-19,3.9600000381469727
2010-01-20,3.9600000381469727
2010-01-21,3.819999933242798
2010-01-22,3.799999952316284
2010-01-25,3.950000047683716
2010-01-26,3.8499999046325684
2010-01-27,3.680000066757202
2010-01-28,3.8399999141693115
2010-01-29,3.5999999046325684
2010-02-01,4.0
2010-02-02,3.869999885559082
2010-02-03,3.6700000762939453
2010-02-04,3.299999952316284
2010-02-05,3.1700000762939453
2010-02-08,3.1700000762939453
2010-02-09,3.630000114440918
2010-02-10,3.880000114440918
2010-02-11,4.179999828338623
2010-02-12,4.090000152587891
2010-02-16,4.010000228881836
2010-02-17,3.9800000190734863
2010-02-18,3.8399999141693115
2010-02-19,3.9600000381469727
2010-02-22,4.130000114440918
2010-02-23,4.130000114440918
2010-02-24,4.239999771118164
2010-02-25,4.480000019073486
2010-02-26,4.590000152587891
2010-03-01,4.639999866485596
2010-03-02,4.880000114440918
2010-03-03,4.659999847412109
2010-03-04,4.989999771118164
2010-03-05,5.239999771118164
2010-03-08,4.849999904632568
2010-03-09,5.300000190734863
2010-03-10,5.28000020980835
2010-03-11,5.190000057220459
2010-03-12,5.179999828338623
2010-03-15,5.630000114440918
2010-03-16,5.699999809265137
2010-03-17,5.860000133514404
2010-03-18,6.019999980926514
2010-03-19,5.480000019073486
2010-03-22,5.639999866485596
2010-03-23,5.619999885559082
2010-03-24,5.730000019073486
2010-03-25,5.96999979019165
2010-03-26,6.0
2010-03-29,6.03000020980835
2010-03-30,6.150000095367432
2010-03-31,6.03000020980835
2010-04-01,6.190000057220459
2010-04-05,6.340000152587891
2010-04-06,6.300000190734863
2010-04-07,6.5
2010-04-08,6.78000020980835
2010-04-09,6.909999847412109
2010-04-12,7.190000057220459
2010-04-13,6.929999828338623
2010-04-14,7.070000171661377
2010-04-15,7.070000171661377
2010-04-16,7.090000152587891
2010-04-19,6.739999771118164
2010-04-20,6.480000019073486
2010-04-21,6.889999866485596
2010-04-22,6.920000076293945
2010-04-23,6.96999979019165
2010-04-26,6.940000057220459
2010-04-27,6.71999979019165
2010-04-28,7.059999942779541
2010-04-29,7.179999828338623
2010-04-30,7.400000095367432
2010-05-03,7.570000171661377
2010-05-04,7.400000095367432
2010-05-05,7.570000171661377
2010-05-06,7.269999980926514
2010-05-07,7.440000057220459
2010-05-10,7.510000228881836
2010-05-11,7.5
2010-05-12,7.869999885559082
2010-05-13,7.820000171661377
2010-05-14,7.75
2010-05-17,7.71999979019165
2010-05-18,7.440000057220459
2010-05-19,7.650000095367432
2010-05-20,7.0
2010-05-21,6.889999866485596
2010-05-24,6.78000020980835
2010-05-25,6.75
2010-05-26,6.679999828338623
2010-05-27,6.920000076293945
2010-05-28,6.880000114440918
2010-06-01,6.75
2010-06-02,6.769999980926514
2010-06-03,6.980000019073486
2010-06-04,7.0
2010-06-07,6.909999847412109
2010-06-08,6.730000019073486
2010-06-09,6.300000190734863
2010-06-10,6.820000171661377
2010-06-11,6.710000038146973
2010-06-14,6.920000076293945
2010-06-15,7.0
2010-06-16,7.03000020980835
2010-06-17,7.25
2010-06-18,7.320000171661377
2010-06-21,7.25
2010-06-22,7.320000171661377
2010-06-23,7.300000190734863
2010-06-24,7.449999809265137
2010-06-25,7.329999923706055
2010-06-28,7.300000190734863
2010-06-29,7.0
2010-06-30,6.760000228881836
2010-07-01,7.28000020980835
2010-07-02,7.760000228881836
2010-07-06,7.630000114440918
2010-07-07,7.889999866485596
2010-07-08,8.0600004196167
2010-07-09,8.5600004196167
2010-07-12,8.720000267028809
2010-07-13,8.75
2010-07-14,8.779999732971191
2010-07-15,8.800000190734863
2010-07-16,8.5
2010-07-19,8.529999732971191
2010-07-20,8.529999732971191
2010-07-21,8.279999732971191
2010-07-22,8.350000381469727
2010-07-23,8.399999618530273
2010-07-26,9.0
2010-07-27,9.15999984741211
2010-07-28,9.479999542236328
2010-07-29,9.579999923706055
2010-07-30,9.390000343322754
2010-08-02,9.5
2010-08-03,8.979999542236328
2010-08-04,9.539999961853027
2010-08-05,9.329999923706055
2010-08-06,9.15999984741211
2010-08-09,8.529999732971191
2010-08-10,8.130000114440918
2010-08-11,7.639999866485596
2010-08-12,7.940000057220459
2010-08-13,8.0
2010-08-16,8.0
2010-08-17,8.390000343322754
2010-08-18,8.149999618530273
2010-08-19,7.380000114440918
2010-08-20,7.21999979019165
2010-08-23,7.119999885559082
2010-08-24,7.019999980926514
2010-08-25,6.710000038146973
2010-08-26,6.869999885559082
2010-08-27,7.349999904632568
2010-08-30,7.03000020980835
2010-08-31,6.679999828338623
2010-09-01,7.079999923706055
2010-09-02,7.03000020980835
2010-09-03,7.400000095367432
2010-09-07,7.570000171661377
2010-09-08,7.710000038146973
2010-09-09,7.610000133514404
2010-09-10,7.880000114440918
2010-09-13,7.980000019073486
2010-09-14,8.119999885559082
2010-09-15,8.0
2010-09-16,7.860000133514404
2010-09-17,8.09000015258789
2010-09-20,7.800000190734863
2010-09-21,7.96999979019165
2010-09-22,7.900000095367432
2010-09-23,8.050000190734863
2010-09-24,8.0
2010-09-27,7.920000076293945
2010-09-28,7.949999809265137
2010-09-29,7.75
2010-09-30,7.46999979019165
2010-10-01,7.659999847412109
2010-10-04,7.360000133514404
2010-10-05,7.440000057220459
2010-10-06,7.059999942779541
2010-10-07,7.429999828338623
2010-10-08,7.340000152587891
2010-10-11,7.670000076293945
2010-10-12,7.539999961853027
2010-10-13,7.800000190734863
2010-10-14,7.409999847412109
2010-10-15,7.53000020980835
2010-10-18,7.480000019073486
2010-10-19,6.96999979019165
2010-10-20,6.849999904632568
2010-10-21,7.039999961853027
2010-10-22,7.300000190734863
2010-10-25,7.380000114440918
2010-10-26,7.139999866485596
2010-10-27,7.03000020980835
2010-10-28,7.099999904632568
2010-10-29,7.320000171661377
2010-11-01,7.440000057220459
2010-11-02,7.460000038146973
2010-11-03,7.570000171661377
2010-11-04,8.100000381469727
2010-11-05,8.180000305175781
2010-11-08,8.359999656677246
2010-11-09,8.260000228881836
2010-11-10,7.929999828338623
2010-11-11,7.820000171661377
2010-11-12,7.730000019073486
2010-11-15,7.789999961853027
2010-11-16,7.559999942779541
2010-11-17,7.559999942779541
2010-11-18,7.590000152587891
2010-11-19,7.599999904632568
2010-11-22,7.670000076293945
2010-11-23,7.78000020980835
2010-11-24,8.039999961853027
2010-11-26,7.929999828338623
2010-11-29,8.460000038146973
2010-11-30,8.5
2010-12-01,8.779999732971191
2010-12-02,9.350000381469727
2010-12-03,9.319999694824219
2010-12-06,9.350000381469727
2010-12-07,9.319999694824219
2010-12-08,9.449999809265137
2010-12-09,9.380000114440918
2010-12-10,9.5
2010-12-13,9.399999618530273
2010-12-14,9.239999771118164
2010-12-15,9.010000228881836
2010-12-16,9.149999618530273
2010-12-17,9.300000190734863
2010-12-20,9.34000015258789
2010-12-21,9.5600004196167
2010-12-22,9.699999809265137
2010-12-23,9.829999923706055
2010-12-27,9.640000343322754
2010-12-28,9.640000343322754
2010-12-29,9.210000038146973
2010-12-30,9.470000267028809
2010-12-31,9.680000305175781
2011-01-03,9.649999618530273
2011-01-04,9.329999923706055
2011-01-05,9.6899995803833
2011-01-06,10.0
2011-01-07,9.65999984741211
2011-01-10,9.710000038146973
2011-01-11,9.800000190734863
2011-01-12,9.609999656677246
2011-01-13,9.489999771118164
2011-01-14,9.5
2011-01-18,8.9399995803833
2011-01-19,8.800000190734863
2011-01-20,8.470000267028809
2011-01-21,8.569999694824219
2011-01-24,8.680000305175781
2011-01-25,8.829999923706055
2011-01-26,8.869999885559082
2011-01-27,9.050000190734863
2011-01-28,8.880000114440918
2011-01-31,8.970000267028809
2011-02-01,9.25
2011-02-02,9.100000381469727
2011-02-03,8.920000076293945
2011-02-04,8.720000267028809
2011-02-07,8.779999732971191
2011-02-08,8.819999694824219
2011-02-09,8.75
2011-02-10,9.180000305175781
2011-02-11,9.270000457763672
2011-02-14,9.300000190734863
2011-02-15,9.319999694824219
2011-02-16,9.600000381469727
2011-02-17,9.899999618530273
2011-02-18,9.8100004196167
2011-02-22,9.069999694824219
2011-02-23,8.789999961853027
2011-02-24,8.6899995803833
2011-02-25,8.789999961853027
2011-02-28,8.699999809265137
2011-03-01,8.920000076293945
2011-03-02,8.6899995803833
2011-03-03,8.880000114440918
2011-03-04,9.010000228881836
2011-03-07,8.890000343322754
2011-03-08,9.109999656677246
2011-03-09,9.149999618530273
2011-03-10,9.119999885559082
2011-03-11,9.069999694824219
2011-03-14,9.100000381469727
2011-03-15,8.979999542236328
2011-03-16,9.130000114440918
2011-03-17,9.149999618530273
2011-03-18,9.170000076293945
2011-03-21,9.369999885559082
2011-03-22,9.199999809265137
2011-03-23,9.210000038146973
2011-03-24,9.260000228881836
2011-03-25,9.329999923706055
2011-03-28,9.199999809265137
2011-03-29,9.229999542236328
2011-03-30,9.220000267028809
2011-03-31,9.25
2011-04-01,9.369999885559082
2011-04-04,9.489999771118164
2011-04-05,9.479999542236328
2011-04-06,9.65999984741211
2011-04-07,9.800000190734863
2011-04-08,9.619999885559082
2011-04-11,9.199999809265137
2011-04-12,9.239999771118164
2011-04-13,9.050000190734863
2011-04-14,9.100000381469727
2011-04-15,9.039999961853027
2011-04-18,9.180000305175781
2011-04-19,9.199999809265137
2011-04-20,9.329999923706055
2011-04-21,9.460000038146973
2011-04-25,9.34000015258789
2011-04-26,9.510000228881836
2011-04-27,9.59000015258789
2011-04-28,9.600000381469727
2011-04-29,9.59000015258789
2011-05-02,9.600000381469727
2011-05-03,9.239999771118164
2011-05-04,9.100000381469727
2011-05-05,9.25
2011-05-06,9.350000381469727
2011-05-09,9.489999771118164
2011-05-10,9.720000267028809
2011-05-11,9.390000343322754
2011-05-12,9.5
2011-05-13,9.489999771118164
2011-05-16,9.399999618530273
2011-05-17,9.34000015258789
2011-05-18,9.170000076293945
2011-05-19,9.09000015258789
2011-05-20,9.039999961853027
2011-05-23,8.8100004196167
2011-05-24,9.350000381469727
2011-05-25,9.270000457763672
2011-05-26,9.25
2011-05-27,9.3100004196167
2011-05-31,9.170000076293945
2011-06-01,8.930000305175781
2011-06-02,9.359999656677246
2011-06-03,9.229999542236328
2011-06-06,8.930000305175781
2011-06-07,8.850000381469727
2011-06-08,8.65999984741211
2011-06-09,8.6899995803833
2011-06-10,8.569999694824219
2011-06-13,8.529999732971191
2011-06-14,8.619999885559082
2011-06-15,8.630000114440918
2011-06-16,8.5
2011-06-17,8.369999885559082
2011-06-20,8.15999984741211
2011-06-21,8.239999771118164
2011-06-22,8.3100004196167
2011-06-23,8.149999618530273
2011-06-24,7.989999771118164
2011-06-27,7.559999942779541
2011-06-28,7.96999979019165
2011-06-29,7.809999942779541
2011-06-30,7.75
2011-07-01,7.699999809265137
2011-07-05,7.579999923706055
2011-07-06,7.519999980926514
2011-07-07,7.559999942779541
2011-07-08,7.449999809265137
2011-07-11,7.349999904632568
2011-07-12,7.320000171661377
2011-07-13,7.210000038146973
2011-07-14,7.099999904632568
