,ALTR
2018-04-16,29.389999389648438
2018-04-17,30.09000015258789
2018-04-18,29.829999923706055
2018-04-19,29.850000381469727
2018-04-20,29.81999969482422
2018-04-23,29.520000457763672
2018-04-24,28.969999313354492
2018-04-25,28.959999084472656
2018-04-26,27.989999771118164
2018-04-27,28.959999084472656
2018-04-30,28.979999542236328
2018-05-01,28.75
2018-05-02,29.010000228881836
2018-05-03,28.6200008392334
2018-05-04,29.65999984741211
2018-05-07,30.459999084472656
2018-05-08,30.549999237060547
2018-05-09,30.93000030517578
2018-05-10,30.950000762939453
2018-05-11,31.450000762939453
2018-05-14,31.270000457763672
2018-05-15,33.54999923706055
2018-05-16,35.15999984741211
2018-05-17,36.154998779296875
2018-05-18,35.84000015258789
2018-05-21,35.56999969482422
2018-05-22,35.31999969482422
2018-05-23,35.16999816894531
2018-05-24,34.970001220703125
2018-05-25,35.310001373291016
2018-05-29,35.0
2018-05-30,35.15999984741211
2018-05-31,35.189998626708984
2018-06-01,35.779998779296875
2018-06-04,36.66999816894531
2018-06-05,36.060001373291016
2018-06-06,36.290000915527344
2018-06-07,35.65999984741211
2018-06-08,35.90999984741211
2018-06-11,35.75
2018-06-12,35.970001220703125
2018-06-13,36.31999969482422
2018-06-14,36.75
2018-06-15,36.369998931884766
2018-06-18,36.16999816894531
2018-06-19,34.9900016784668
2018-06-20,35.459999084472656
2018-06-21,35.279998779296875
2018-06-22,34.72999954223633
2018-06-25,33.88999938964844
2018-06-26,34.18000030517578
2018-06-27,33.95000076293945
2018-06-28,33.70000076293945
2018-06-29,34.18000030517578
2018-07-02,34.52000045776367
2018-07-03,33.79999923706055
2018-07-05,34.040000915527344
2018-07-06,34.59000015258789
2018-07-09,34.77000045776367
2018-07-10,34.47999954223633
2018-07-11,34.09000015258789
2018-07-12,34.72999954223633
2018-07-13,34.630001068115234
2018-07-16,34.5099983215332
2018-07-17,34.619998931884766
2018-07-18,35.470001220703125
2018-07-19,35.08000183105469
2018-07-20,34.77000045776367
2018-07-23,34.75
2018-07-24,35.79999923706055
2018-07-25,36.45000076293945
2018-07-26,36.56999969482422
2018-07-27,35.599998474121094
2018-07-30,34.880001068115234
2018-07-31,35.099998474121094
2018-08-01,34.880001068115234
2018-08-02,35.4900016784668
2018-08-03,35.29999923706055
2018-08-06,35.93000030517578
2018-08-07,34.95000076293945
2018-08-08,35.2599983215332
2018-08-09,36.540000915527344
2018-08-10,38.040000915527344
2018-08-13,39.43000030517578
2018-08-14,39.65999984741211
2018-08-15,39.2599983215332
2018-08-16,39.81999969482422
2018-08-17,40.20000076293945
2018-08-20,40.22999954223633
2018-08-21,40.13999938964844
2018-08-22,40.029998779296875
2018-08-23,39.900001525878906
2018-08-24,40.5099983215332
2018-08-27,40.97999954223633
2018-08-28,40.63999938964844
2018-08-29,41.36000061035156
2018-08-30,40.869998931884766
2018-08-31,41.77000045776367
2018-09-04,42.349998474121094
2018-09-05,40.93000030517578
2018-09-06,40.880001068115234
2018-09-07,40.439998626708984
2018-09-10,40.959999084472656
2018-09-11,41.040000915527344
2018-09-12,40.400001525878906
2018-09-13,39.97999954223633
2018-09-14,39.97999954223633
2018-09-17,38.630001068115234
2018-09-18,39.83000183105469
2018-09-19,39.5
2018-09-20,39.959999084472656
2018-09-21,40.900001525878906
2018-09-24,41.279998779296875
2018-09-25,41.95000076293945
2018-09-26,41.970001220703125
2018-09-27,42.209999084472656
2018-09-28,43.45000076293945
2018-10-01,42.75
2018-10-02,41.959999084472656
2018-10-03,42.040000915527344
2018-10-04,41.61000061035156
2018-10-05,41.689998626708984
2018-10-08,40.880001068115234
2018-10-09,39.90999984741211
2018-10-10,35.70000076293945
2018-10-11,33.93000030517578
2018-10-12,34.939998626708984
2018-10-15,34.119998931884766
2018-10-16,35.22999954223633
2018-10-17,36.0
2018-10-18,36.43000030517578
2018-10-19,35.86000061035156
2018-10-22,36.790000915527344
2018-10-23,36.79999923706055
2018-10-24,35.2599983215332
2018-10-25,37.060001373291016
2018-10-26,36.83000183105469
2018-10-29,36.650001525878906
2018-10-30,36.970001220703125
2018-10-31,38.13999938964844
2018-11-01,37.68000030517578
2018-11-02,37.900001525878906
2018-11-05,30.700000762939453
2018-11-06,31.920000076293945
2018-11-07,33.61000061035156
2018-11-08,33.619998931884766
2018-11-09,32.119998931884766
2018-11-12,32.29999923706055
2018-11-13,32.630001068115234
2018-11-14,32.18000030517578
2018-11-15,33.369998931884766
2018-11-16,33.16999816894531
2018-11-19,29.850000381469727
2018-11-20,29.1299991607666
2018-11-21,29.43000030517578
2018-11-23,29.5
2018-11-26,29.479999542236328
2018-11-27,29.469999313354492
2018-11-28,30.989999771118164
2018-11-29,31.31999969482422
2018-11-30,32.310001373291016
2018-12-03,32.9900016784668
2018-12-04,30.389999389648438
2018-12-06,30.59000015258789
2018-12-07,29.260000228881836
2018-12-10,29.600000381469727
2018-12-11,28.84000015258789
2018-12-12,29.530000686645508
2018-12-13,29.09000015258789
2018-12-14,27.399999618530273
2018-12-17,27.290000915527344
2018-12-18,27.170000076293945
2018-12-19,27.6200008392334
2018-12-20,27.31999969482422
2018-12-21,25.729999542236328
2018-12-24,25.5
2018-12-26,27.059999465942383
2018-12-27,27.18000030517578
2018-12-28,26.739999771118164
2018-12-31,27.579999923706055
2019-01-02,26.760000228881836
2019-01-03,25.6299991607666
2019-01-04,27.110000610351562
2019-01-07,27.84000015258789
2019-01-08,28.989999771118164
2019-01-09,29.079999923706055
2019-01-10,28.950000762939453
2019-01-11,29.229999542236328
2019-01-14,29.010000228881836
2019-01-15,29.709999084472656
2019-01-16,30.25
2019-01-17,31.100000381469727
2019-01-18,30.93000030517578
2019-01-22,31.520000457763672
2019-01-23,31.450000762939453
2019-01-24,30.84000015258789
2019-01-25,31.25
2019-01-28,30.84000015258789
2019-01-29,30.709999084472656
2019-01-30,32.33000183105469
2019-01-31,32.380001068115234
2019-02-01,32.810001373291016
2019-02-04,33.400001525878906
2019-02-05,33.77000045776367
2019-02-06,33.75
2019-02-07,33.25
2019-02-08,33.709999084472656
2019-02-11,33.54999923706055
2019-02-12,33.9900016784668
2019-02-13,33.939998626708984
2019-02-14,34.15999984741211
2019-02-15,34.63999938964844
2019-02-19,34.279998779296875
2019-02-20,34.130001068115234
2019-02-21,33.54999923706055
2019-02-22,33.08000183105469
2019-02-25,32.790000915527344
2019-02-26,35.25
2019-02-27,34.689998626708984
2019-02-28,35.459999084472656
2019-03-01,36.47999954223633
2019-03-04,36.130001068115234
2019-03-05,35.61000061035156
2019-03-06,35.5
2019-03-07,36.099998474121094
2019-03-08,36.0
2019-03-11,37.79999923706055
2019-03-12,38.529998779296875
2019-03-13,38.560001373291016
2019-03-14,38.27000045776367
2019-03-15,39.02000045776367
2019-03-18,38.2599983215332
2019-03-19,37.70000076293945
2019-03-20,37.369998931884766
2019-03-21,38.11000061035156
2019-03-22,36.189998626708984
2019-03-25,36.560001373291016
2019-03-26,37.349998474121094
2019-03-27,37.209999084472656
2019-03-28,37.459999084472656
2019-03-29,36.810001373291016
2019-04-01,38.029998779296875
2019-04-02,39.470001220703125
2019-04-03,38.880001068115234
2019-04-04,37.79999923706055
2019-04-05,37.560001373291016
2019-04-08,37.06999969482422
2019-04-09,36.58000183105469
2019-04-10,36.77000045776367
2019-04-11,36.599998474121094
2019-04-12,36.5099983215332
2019-04-15,36.36000061035156
2019-04-16,36.970001220703125
2019-04-17,36.709999084472656
2019-04-18,36.790000915527344
2019-04-22,38.029998779296875
2019-04-23,38.810001373291016
2019-04-24,38.9900016784668
2019-04-25,38.150001525878906
2019-04-26,38.41999816894531
2019-04-29,38.9900016784668
2019-04-30,39.439998626708984
2019-05-01,37.709999084472656
2019-05-02,36.93000030517578
2019-05-03,37.290000915527344
2019-05-06,37.59000015258789
2019-05-07,37.11000061035156
2019-05-08,37.529998779296875
2019-05-09,37.16999816894531
2019-05-10,35.9900016784668
2019-05-13,34.04999923706055
2019-05-14,34.36000061035156
2019-05-15,35.95000076293945
2019-05-16,36.40999984741211
2019-05-17,36.0
2019-05-20,35.54999923706055
2019-05-21,36.7599983215332
2019-05-22,37.29999923706055
2019-05-23,37.0099983215332
2019-05-24,37.31999969482422
2019-05-28,38.060001373291016
2019-05-29,37.779998779296875
2019-05-30,38.400001525878906
2019-05-31,38.11000061035156
2019-06-03,36.81999969482422
2019-06-04,38.13999938964844
2019-06-05,35.77000045776367
2019-06-06,34.79999923706055
2019-06-07,35.29999923706055
2019-06-10,35.08000183105469
2019-06-11,35.540000915527344
2019-06-12,35.5
2019-06-13,35.75
2019-06-14,36.970001220703125
2019-06-17,37.52000045776367
2019-06-18,37.79999923706055
2019-06-19,39.25
2019-06-20,39.939998626708984
2019-06-21,40.099998474121094
2019-06-24,38.959999084472656
2019-06-25,38.779998779296875
2019-06-26,39.439998626708984
2019-06-27,40.20000076293945
2019-06-28,40.38999938964844
2019-07-01,40.93000030517578
2019-07-02,40.439998626708984
2019-07-03,41.619998931884766
2019-07-05,41.56999969482422
2019-07-08,41.59000015258789
2019-07-09,42.310001373291016
2019-07-10,42.0
2019-07-11,42.0
2019-07-12,41.18000030517578
2019-07-15,41.61000061035156
2019-07-16,41.86000061035156
2019-07-17,41.59000015258789
2019-07-18,42.08000183105469
2019-07-19,41.400001525878906
2019-07-22,42.380001068115234
2019-07-23,42.189998626708984
2019-07-24,42.599998474121094
2019-07-25,42.529998779296875
2019-07-26,42.869998931884766
2019-07-29,42.72999954223633
2019-07-30,42.619998931884766
2019-07-31,41.61000061035156
2019-08-01,41.34000015258789
2019-08-02,40.63999938964844
2019-08-05,39.689998626708984
2019-08-06,40.38999938964844
2019-08-07,40.95000076293945
2019-08-08,41.9900016784668
2019-08-09,35.060001373291016
2019-08-12,34.0099983215332
2019-08-13,34.810001373291016
2019-08-14,34.099998474121094
2019-08-15,34.0
2019-08-16,34.88999938964844
2019-08-19,34.459999084472656
2019-08-20,33.63999938964844
2019-08-21,33.5099983215332
2019-08-22,32.970001220703125
2019-08-23,32.29999923706055
2019-08-26,32.619998931884766
2019-08-27,32.63999938964844
2019-08-28,32.380001068115234
2019-08-29,33.630001068115234
2019-08-30,34.36000061035156
2019-09-03,33.290000915527344
2019-09-04,33.75
2019-09-05,33.81999969482422
2019-09-06,33.18000030517578
2019-09-09,32.459999084472656
2019-09-10,32.41999816894531
2019-09-11,32.93000030517578
2019-09-12,33.58000183105469
2019-09-13,33.77000045776367
2019-09-16,34.209999084472656
2019-09-17,34.97999954223633
2019-09-18,34.119998931884766
2019-09-19,34.540000915527344
2019-09-20,34.06999969482422
2019-09-23,34.5
2019-09-24,33.849998474121094
2019-09-25,35.209999084472656
2019-09-26,35.34000015258789
2019-09-27,34.38999938964844
2019-09-30,34.619998931884766
2019-10-01,33.5
2019-10-02,33.04999923706055
2019-10-03,33.0
2019-10-04,33.93000030517578
2019-10-07,33.880001068115234
2019-10-08,33.5099983215332
2019-10-09,33.880001068115234
2019-10-10,34.2400016784668
2019-10-11,34.560001373291016
2019-10-14,34.58000183105469
2019-10-15,34.849998474121094
2019-10-16,34.689998626708984
2019-10-17,35.2599983215332
2019-10-18,33.81999969482422
2019-10-21,34.54999923706055
2019-10-22,34.095001220703125
2019-10-23,34.29999923706055
2019-10-24,35.15999984741211
2019-10-25,35.709999084472656
2019-10-28,36.119998931884766
2019-10-29,36.06999969482422
2019-10-30,36.59000015258789
2019-10-31,36.869998931884766
2019-11-01,37.41999816894531
2019-11-04,36.95000076293945
2019-11-05,38.040000915527344
2019-11-06,37.72999954223633
2019-11-07,37.470001220703125
2019-11-08,30.0
2019-11-11,28.8700008392334
2019-11-12,28.579999923706055
2019-11-13,28.31999969482422
2019-11-14,28.3799991607666
2019-11-15,28.8799991607666
2019-11-18,29.389999389648438
2019-11-19,30.079999923706055
2019-11-20,30.149999618530273
2019-11-21,32.02000045776367
2019-11-22,32.189998626708984
2019-11-25,32.005001068115234
2019-11-26,33.130001068115234
2019-11-27,33.720001220703125
2019-11-29,33.16999816894531
2019-12-02,32.709999084472656
2019-12-03,32.2400016784668
2019-12-04,32.38999938964844
2019-12-05,32.22999954223633
2019-12-06,32.0
2019-12-09,31.520000457763672
2019-12-10,31.360000610351562
2019-12-11,32.47999954223633
2019-12-12,32.9900016784668
2019-12-13,33.9900016784668
2019-12-16,34.310001373291016
2019-12-17,34.40999984741211
2019-12-18,34.81999969482422
2019-12-19,34.95000076293945
2019-12-20,36.36000061035156
2019-12-23,36.474998474121094
2019-12-24,36.279998779296875
2019-12-26,36.88999938964844
2019-12-27,36.63999938964844
2019-12-30,36.130001068115234
2019-12-31,35.90999984741211
2020-01-02,36.86000061035156
2020-01-03,36.810001373291016
2020-01-06,37.16999816894531
2020-01-07,37.060001373291016
2020-01-08,37.619998931884766
2020-01-09,37.65999984741211
2020-01-10,37.59000015258789
2020-01-13,38.529998779296875
2020-01-14,38.939998626708984
2020-01-15,39.40999984741211
2020-01-16,39.189998626708984
2020-01-17,39.099998474121094
2020-01-21,39.310001373291016
2020-01-22,39.349998474121094
2020-01-23,36.099998474121094
2020-01-24,36.380001068115234
2020-01-27,36.720001220703125
2020-01-28,37.66999816894531
2020-01-29,37.2599983215332
2020-01-30,38.040000915527344
2020-01-31,36.95000076293945
2020-02-03,38.4900016784668
2020-02-04,38.849998474121094
2020-02-05,38.75
2020-02-06,39.349998474121094
2020-02-07,38.970001220703125
2020-02-10,38.310001373291016
2020-02-11,37.630001068115234
2020-02-12,38.08000183105469
2020-02-13,38.869998931884766
2020-02-14,38.18000030517578
2020-02-18,38.060001373291016
2020-02-19,38.29999923706055
2020-02-20,37.790000915527344
2020-02-21,36.31999969482422
2020-02-24,35.869998931884766
2020-02-25,34.34000015258789
2020-02-26,34.79999923706055
2020-02-27,33.20500183105469
2020-02-28,34.79999923706055
2020-03-02,35.13999938964844
2020-03-03,34.31999969482422
2020-03-04,33.29499816894531
2020-03-05,31.299999237060547
2020-03-06,31.010000228881836
2020-03-09,28.209999084472656
2020-03-10,30.149999618530273
2020-03-11,29.209999084472656
2020-03-12,26.299999237060547
2020-03-13,29.219999313354492
2020-03-16,25.110000610351562
2020-03-17,29.670000076293945
2020-03-18,29.270000457763672
2020-03-19,27.940000534057617
2020-03-20,25.719999313354492
2020-03-23,25.15999984741211
2020-03-24,25.200000762939453
2020-03-25,24.489999771118164
2020-03-26,25.6299991607666
2020-03-27,24.959999084472656
2020-03-30,24.8700008392334
2020-03-31,26.5
2020-04-01,23.56999969482422
2020-04-02,23.440000534057617
2020-04-03,23.489999771118164
2020-04-06,25.309999465942383
2020-04-07,25.700000762939453
2020-04-08,27.010000228881836
2020-04-09,28.34000015258789
2020-04-13,28.170000076293945
2020-04-14,28.809999465942383
2020-04-15,28.309999465942383
2020-04-16,29.020000457763672
2020-04-17,30.510000228881836
2020-04-20,30.829999923706055
2020-04-21,29.770000457763672
2020-04-22,30.06999969482422
2020-04-23,30.059999465942383
2020-04-24,30.149999618530273
2020-04-27,31.06999969482422
2020-04-28,30.690000534057617
2020-04-29,33.0
2020-04-30,32.9900016784668
2020-05-01,31.09000015258789
2020-05-04,31.530000686645508
2020-05-05,31.940000534057617
2020-05-06,32.619998931884766
2020-05-07,32.650001525878906
2020-05-08,34.34000015258789
2020-05-11,33.150001525878906
2020-05-12,33.2599983215332
2020-05-13,32.15999984741211
2020-05-14,31.889999389648438
2020-05-15,32.25
2020-05-18,34.540000915527344
2020-05-19,34.54999923706055
2020-05-20,35.849998474121094
2020-05-21,35.900001525878906
2020-05-22,36.290000915527344
2020-05-26,37.689998626708984
2020-05-27,37.689998626708984
2020-05-28,37.599998474121094
2020-05-29,39.09000015258789
2020-06-01,38.939998626708984
2020-06-02,39.81999969482422
2020-06-03,39.88999938964844
2020-06-04,39.25
2020-06-05,40.209999084472656
2020-06-08,38.93000030517578
2020-06-09,39.13999938964844
2020-06-10,39.41999816894531
2020-06-11,36.2400016784668
2020-06-12,37.02000045776367
2020-06-15,37.68000030517578
2020-06-16,38.20000076293945
2020-06-17,38.560001373291016
2020-06-18,39.060001373291016
2020-06-19,37.84000015258789
2020-06-22,39.150001525878906
2020-06-23,39.564998626708984
2020-06-24,39.13999938964844
2020-06-25,39.83000183105469
2020-06-26,38.13999938964844
2020-06-29,38.790000915527344
2020-06-30,39.75
2020-07-01,40.310001373291016
2020-07-02,39.400001525878906
2020-07-06,39.04999923706055
2020-07-07,38.79999923706055
2020-07-08,39.0
2020-07-09,38.689998626708984
2020-07-10,38.55500030517578
2020-07-13,37.02000045776367
2020-07-14,37.4900016784668
2020-07-15,37.95000076293945
2020-07-16,37.310001373291016
2020-07-17,38.04999923706055
2020-07-20,39.40999984741211
2020-07-21,39.20000076293945
2020-07-22,39.119998931884766
2020-07-23,38.95000076293945
2020-07-24,38.189998626708984
2020-07-27,39.709999084472656
2020-07-28,39.16999816894531
2020-07-29,40.459999084472656
2020-07-30,40.5099983215332
2020-07-31,40.29999923706055
2020-08-03,40.290000915527344
2020-08-04,40.66999816894531
2020-08-05,42.09000015258789
2020-08-06,41.13999938964844
2020-08-07,41.029998779296875
2020-08-10,38.79999923706055
2020-08-11,38.68000030517578
2020-08-12,40.150001525878906
2020-08-13,40.88999938964844
2020-08-14,39.959999084472656
2020-08-17,40.349998474121094
2020-08-18,41.349998474121094
2020-08-19,41.470001220703125
2020-08-20,41.75
2020-08-21,40.90999984741211
2020-08-24,41.810001373291016
2020-08-25,42.25
2020-08-26,42.630001068115234
2020-08-27,42.2400016784668
2020-08-28,42.599998474121094
2020-08-31,42.02000045776367
2020-09-01,43.0
2020-09-02,43.310001373291016
2020-09-03,40.4900016784668
2020-09-04,39.93000030517578
2020-09-08,38.90999984741211
2020-09-09,39.75
2020-09-10,38.709999084472656
2020-09-11,37.66999816894531
2020-09-14,39.060001373291016
2020-09-15,39.70000076293945
2020-09-16,40.380001068115234
2020-09-17,40.65999984741211
2020-09-18,41.93000030517578
2020-09-21,41.869998931884766
2020-09-22,42.66999816894531
2020-09-23,40.11000061035156
2020-09-24,39.880001068115234
2020-09-25,41.43000030517578
2020-09-28,41.880001068115234
2020-09-29,41.70000076293945
2020-09-30,41.97999954223633
2020-10-01,43.529998779296875
2020-10-02,43.0
2020-10-05,44.91999816894531
2020-10-06,45.38999938964844
2020-10-07,44.9900016784668
2020-10-08,44.68000030517578
2020-10-09,45.099998474121094
2020-10-12,46.20000076293945
2020-10-13,45.77000045776367
2020-10-14,46.2599983215332
2020-10-15,46.02000045776367
2020-10-16,46.279998779296875
2020-10-19,46.25
2020-10-20,46.4900016784668
2020-10-21,45.400001525878906
2020-10-22,45.93000030517578
2020-10-23,47.38999938964844
2020-10-26,45.540000915527344
2020-10-27,45.779998779296875
2020-10-28,43.68000030517578
2020-10-29,45.08000183105469
2020-10-30,43.029998779296875
2020-11-02,44.09000015258789
2020-11-03,44.720001220703125
2020-11-04,46.43000030517578
2020-11-05,47.58000183105469
2020-11-06,50.04999923706055
2020-11-09,48.88999938964844
2020-11-10,48.709999084472656
2020-11-11,49.83000183105469
2020-11-12,48.88999938964844
2020-11-13,49.0099983215332
2020-11-16,49.06999969482422
2020-11-17,49.45000076293945
2020-11-18,49.25
2020-11-19,50.72999954223633
2020-11-20,51.029998779296875
2020-11-23,51.11000061035156
2020-11-24,50.959999084472656
2020-11-25,51.77000045776367
2020-11-27,53.18000030517578
2020-11-30,53.900001525878906
2020-12-01,53.0
2020-12-02,52.029998779296875
2020-12-03,52.29999923706055
2020-12-04,53.95500183105469
2020-12-07,54.41999816894531
2020-12-08,55.08000183105469
2020-12-09,54.93000030517578
2020-12-10,55.68000030517578
2020-12-11,56.5
2020-12-14,56.880001068115234
2020-12-15,57.040000915527344
2020-12-16,56.97999954223633
2020-12-17,57.959999084472656
2020-12-18,57.91999816894531
2020-12-21,57.720001220703125
2020-12-22,58.43000030517578
2020-12-23,59.189998626708984
2020-12-24,59.209999084472656
2020-12-28,58.5
2020-12-29,58.0
2020-12-30,58.18000030517578
2020-12-31,58.18000030517578
2021-01-04,57.70000076293945
2021-01-05,58.349998474121094
2021-01-06,59.75
2021-01-07,60.81999969482422
2021-01-08,60.5099983215332
2021-01-11,61.630001068115234
2021-01-12,62.9900016784668
2021-01-13,60.20000076293945
2021-01-14,61.72999954223633
2021-01-15,59.900001525878906
2021-01-19,60.5
2021-01-20,61.869998931884766
2021-01-21,61.58000183105469
2021-01-22,59.75
2021-01-25,59.0099983215332
2021-01-26,58.209999084472656
2021-01-27,55.52000045776367
2021-01-28,56.95000076293945
2021-01-29,55.93000030517578
2021-02-01,59.150001525878906
2021-02-02,59.86000061035156
2021-02-03,61.18000030517578
2021-02-04,63.540000915527344
2021-02-05,64.63999938964844
2021-02-08,65.48999786376953
2021-02-09,65.3499984741211
2021-02-10,65.83000183105469
2021-02-11,66.3499984741211
2021-02-12,67.33999633789062
2021-02-16,65.01000213623047
2021-02-17,62.05500030517578
2021-02-18,61.029998779296875
2021-02-19,63.08000183105469
2021-02-22,61.220001220703125
2021-02-23,60.59000015258789
2021-02-24,61.16999816894531
2021-02-25,57.66999816894531
2021-02-26,61.59000015258789
2021-03-01,63.27000045776367
2021-03-02,63.650001525878906
2021-03-03,62.5
2021-03-04,58.66999816894531
2021-03-05,58.439998626708984
2021-03-08,55.66999816894531
2021-03-09,60.52000045776367
2021-03-10,59.7400016784668
2021-03-11,62.900001525878906
2021-03-12,60.630001068115234
2021-03-15,61.93000030517578
2021-03-16,60.63999938964844
2021-03-17,60.380001068115234
2021-03-18,59.13999938964844
2021-03-19,61.400001525878906
2021-03-22,62.75
2021-03-23,61.459999084472656
2021-03-24,60.02000045776367
2021-03-25,60.65999984741211
2021-03-26,63.45000076293945
2021-03-29,61.380001068115234
2021-03-30,60.970001220703125
2021-03-31,62.56999969482422
2021-04-01,63.31999969482422
2021-04-05,65.18000030517578
2021-04-06,64.29000091552734
2021-04-07,64.05000305175781
2021-04-08,65.12999725341797
2021-04-09,65.1500015258789
2021-04-12,63.959999084472656
2021-04-13,63.7599983215332
2021-04-14,63.9900016784668
2021-04-15,61.59000015258789
2021-04-16,63.29999923706055
2021-04-19,63.290000915527344
2021-04-20,63.95000076293945
2021-04-21,66.01000213623047
2021-04-22,65.20999908447266
2021-04-23,67.11000061035156
2021-04-26,67.97000122070312
2021-04-27,67.61000061035156
2021-04-28,68.0
2021-04-29,67.25
2021-04-30,65.0
2021-05-03,65.41999816894531
2021-05-04,64.91000366210938
2021-05-05,65.0
2021-05-06,64.94999694824219
2021-05-07,65.8499984741211
2021-05-10,65.5199966430664
2021-05-11,65.76000213623047
2021-05-12,62.45000076293945
2021-05-13,63.47999954223633
2021-05-14,66.0199966430664
