,CNFR
2016-09-20,7.840000152587891
2016-09-21,8.005000114440918
2016-09-22,7.960000038146973
2016-09-23,7.869999885559082
2016-09-26,8.050000190734863
2016-09-27,8.09000015258789
2016-09-28,8.0
2016-09-29,7.800000190734863
2016-09-30,8.329999923706055
2016-10-03,8.550000190734863
2016-10-04,8.454999923706055
2016-10-05,8.420000076293945
2016-10-06,8.069999694824219
2016-10-07,8.069999694824219
2016-10-10,8.260000228881836
2016-10-11,8.239999771118164
2016-10-12,8.239999771118164
2016-10-13,8.25
2016-10-14,8.399999618530273
2016-10-17,8.399999618530273
2016-10-18,8.390000343322754
2016-10-19,8.300000190734863
2016-10-20,7.9039998054504395
2016-10-21,8.239999771118164
2016-10-24,7.980000019073486
2016-10-25,7.800000190734863
2016-10-26,7.919000148773193
2016-10-27,7.730000019073486
2016-10-28,7.539999961853027
2016-10-31,7.699999809265137
2016-11-01,7.639999866485596
2016-11-02,7.699999809265137
2016-11-03,7.599999904632568
2016-11-04,7.900000095367432
2016-11-07,7.849999904632568
2016-11-08,7.949999809265137
2016-11-09,8.100000381469727
2016-11-10,8.100000381469727
2016-11-11,7.550000190734863
2016-11-14,7.900000095367432
2016-11-15,7.900000095367432
2016-11-16,7.550000190734863
2016-11-17,7.699999809265137
2016-11-18,7.474999904632568
2016-11-21,7.300000190734863
2016-11-22,7.349999904632568
2016-11-23,7.300000190734863
2016-11-25,7.150000095367432
2016-11-28,7.150000095367432
2016-11-29,7.150000095367432
2016-11-30,7.300000190734863
2016-12-01,7.150000095367432
2016-12-02,7.150000095367432
2016-12-05,7.349999904632568
2016-12-06,7.349999904632568
2016-12-07,7.449999809265137
2016-12-08,7.349999904632568
2016-12-09,7.150000095367432
2016-12-12,7.050000190734863
2016-12-13,6.849999904632568
2016-12-14,7.150000095367432
2016-12-15,6.650000095367432
2016-12-16,7.099999904632568
2016-12-19,7.199999809265137
2016-12-20,7.324999809265137
2016-12-21,7.199999809265137
2016-12-22,7.099999904632568
2016-12-23,6.90500020980835
2016-12-27,7.349999904632568
2016-12-28,7.324999809265137
2016-12-29,7.400000095367432
2016-12-30,8.149999618530273
2017-01-03,7.75
2017-01-04,7.449999809265137
2017-01-05,7.050000190734863
2017-01-06,7.099999904632568
2017-01-09,7.150000095367432
2017-01-10,7.0
2017-01-11,7.0
2017-01-12,7.0
2017-01-13,7.0
2017-01-17,7.199999809265137
2017-01-18,6.949999809265137
2017-01-19,6.949999809265137
2017-01-20,7.050000190734863
2017-01-23,7.150000095367432
2017-01-24,7.0
2017-01-25,6.900000095367432
2017-01-26,6.949999809265137
2017-01-27,6.949999809265137
2017-01-30,7.0
2017-01-31,7.550000190734863
2017-02-01,7.199999809265137
2017-02-02,7.199999809265137
2017-02-03,7.0
2017-02-06,7.150000095367432
2017-02-07,7.300000190734863
2017-02-08,7.150000095367432
2017-02-09,7.25
2017-02-10,7.199999809265137
2017-02-13,7.050000190734863
2017-02-14,7.0
2017-02-15,7.300000190734863
2017-02-16,7.349999904632568
2017-02-17,7.349999904632568
2017-02-21,7.349999904632568
2017-02-22,7.25
2017-02-23,7.300000190734863
2017-02-24,7.25
2017-02-27,7.25
2017-02-28,7.050000190734863
2017-03-01,7.050000190734863
2017-03-02,6.900000095367432
2017-03-03,6.699999809265137
2017-03-06,6.550000190734863
2017-03-07,6.800000190734863
2017-03-08,7.0
2017-03-09,7.050000190734863
2017-03-10,6.800000190734863
2017-03-13,6.949999809265137
2017-03-14,7.0
2017-03-15,7.0
2017-03-16,7.5
2017-03-17,7.349999904632568
2017-03-20,7.300000190734863
2017-03-21,7.25
2017-03-22,7.300000190734863
2017-03-23,7.349999904632568
2017-03-24,7.25
2017-03-27,7.25
2017-03-28,7.199999809265137
2017-03-29,7.349999904632568
2017-03-30,7.349999904632568
2017-03-31,7.300000190734863
2017-04-03,7.099999904632568
2017-04-04,7.300000190734863
2017-04-05,7.25
2017-04-06,7.599999904632568
2017-04-07,7.400000095367432
2017-04-10,7.900000095367432
2017-04-11,8.0
2017-04-12,8.0
2017-04-13,8.050000190734863
2017-04-17,8.050000190734863
2017-04-18,7.900000095367432
2017-04-19,7.900000095367432
2017-04-20,7.849999904632568
2017-04-21,7.800000190734863
2017-04-24,7.900000095367432
2017-04-25,7.900000095367432
2017-04-26,7.900000095367432
2017-04-27,7.900000095367432
2017-04-28,7.900000095367432
2017-05-01,7.949999809265137
2017-05-02,7.949999809265137
2017-05-03,7.75
2017-05-04,7.75
2017-05-05,7.849999904632568
2017-05-08,7.900000095367432
2017-05-09,7.900000095367432
2017-05-10,7.900000095367432
2017-05-11,7.849999904632568
2017-05-12,7.849999904632568
2017-05-15,8.0
2017-05-16,7.949999809265137
2017-05-17,7.800000190734863
2017-05-18,7.900000095367432
2017-05-19,7.679999828338623
2017-05-22,7.300000190734863
2017-05-23,7.150000095367432
2017-05-24,6.949999809265137
2017-05-25,7.199999809265137
2017-05-26,7.199999809265137
2017-05-30,7.150000095367432
2017-05-31,7.150000095367432
2017-06-01,7.199999809265137
2017-06-02,6.849999904632568
2017-06-05,6.900000095367432
2017-06-06,6.949999809265137
2017-06-07,6.949999809265137
2017-06-08,6.900000095367432
2017-06-09,6.875
2017-06-12,6.900000095367432
2017-06-13,6.900000095367432
2017-06-14,6.800000190734863
2017-06-15,6.800000190734863
2017-06-16,6.75
2017-06-19,6.854000091552734
2017-06-20,6.854000091552734
2017-06-21,7.0
2017-06-22,6.800000190734863
2017-06-23,6.949999809265137
2017-06-26,6.900000095367432
2017-06-27,7.199999809265137
2017-06-28,7.210000038146973
2017-06-29,6.949999809265137
2017-06-30,6.900000095367432
2017-07-03,6.949999809265137
2017-07-05,7.300000190734863
2017-07-06,7.099999904632568
2017-07-07,7.050000190734863
2017-07-10,7.0
2017-07-11,7.099999904632568
2017-07-12,7.099999904632568
2017-07-13,7.099999904632568
2017-07-14,7.099999904632568
2017-07-17,6.699999809265137
2017-07-18,6.550000190734863
2017-07-19,6.550000190734863
2017-07-20,6.695000171661377
2017-07-21,6.744999885559082
2017-07-24,6.849999904632568
2017-07-25,7.050000190734863
2017-07-26,7.050000190734863
2017-07-27,7.099999904632568
2017-07-28,7.132999897003174
2017-07-31,7.132999897003174
2017-08-01,7.119999885559082
2017-08-02,7.199999809265137
2017-08-03,7.199999809265137
2017-08-04,7.199999809265137
2017-08-07,6.849999904632568
2017-08-08,6.900000095367432
2017-08-09,6.900000095367432
2017-08-10,6.849999904632568
2017-08-11,7.150000095367432
2017-08-14,6.900000095367432
2017-08-15,6.650000095367432
2017-08-16,6.650000095367432
2017-08-17,6.75
2017-08-18,6.599999904632568
2017-08-21,6.5
2017-08-22,6.599999904632568
2017-08-23,6.599999904632568
2017-08-24,6.510000228881836
2017-08-25,6.510000228881836
2017-08-28,6.300000190734863
2017-08-29,6.361999988555908
2017-08-30,6.400000095367432
2017-08-31,6.449999809265137
2017-09-01,6.400000095367432
2017-09-05,6.150000095367432
2017-09-06,6.400000095367432
2017-09-07,6.599999904632568
2017-09-08,6.800000190734863
2017-09-11,6.900000095367432
2017-09-12,6.949999809265137
2017-09-13,7.0
2017-09-14,6.900000095367432
2017-09-15,6.400000095367432
2017-09-18,6.300000190734863
2017-09-19,6.300000190734863
2017-09-20,6.199999809265137
2017-09-21,6.150000095367432
2017-09-22,6.25
2017-09-25,6.050000190734863
2017-09-26,6.156000137329102
2017-09-27,6.156000137329102
2017-09-28,6.054999828338623
2017-09-29,6.054999828338623
2017-10-02,6.0
2017-10-03,6.599999904632568
2017-10-04,6.550000190734863
2017-10-05,7.150000095367432
2017-10-06,7.150000095367432
2017-10-09,7.105000019073486
2017-10-10,7.150000095367432
2017-10-11,7.124000072479248
2017-10-12,7.099999904632568
2017-10-13,7.099999904632568
2017-10-16,6.949999809265137
2017-10-17,6.650000095367432
2017-10-18,6.650000095367432
2017-10-19,6.5
2017-10-20,6.605000019073486
2017-10-23,6.510000228881836
2017-10-24,6.599999904632568
2017-10-25,6.550000190734863
2017-10-26,6.550000190734863
2017-10-27,6.671000003814697
2017-10-30,6.639999866485596
2017-10-31,6.414000034332275
2017-11-01,6.414000034332275
2017-11-02,6.426000118255615
2017-11-03,6.204999923706055
2017-11-06,6.204999923706055
2017-11-07,6.25
2017-11-08,6.449999809265137
2017-11-09,6.25
2017-11-10,6.25
2017-11-13,6.25
2017-11-14,6.050000190734863
2017-11-15,6.199999809265137
2017-11-16,6.099999904632568
2017-11-17,6.099999904632568
2017-11-20,5.900000095367432
2017-11-21,5.900000095367432
2017-11-22,5.900000095367432
2017-11-24,5.800000190734863
2017-11-27,5.650000095367432
2017-11-28,5.550000190734863
2017-11-29,5.550000190734863
2017-11-30,6.0
2017-12-01,6.050000190734863
2017-12-04,6.0
2017-12-05,6.0
2017-12-06,6.0
2017-12-07,5.900000095367432
2017-12-08,5.800000190734863
2017-12-11,5.75
2017-12-12,5.849999904632568
2017-12-13,5.75
2017-12-14,5.800000190734863
2017-12-15,5.650000095367432
2017-12-18,5.650000095367432
2017-12-19,5.550000190734863
2017-12-20,5.699999809265137
2017-12-21,5.65500020980835
2017-12-22,5.800000190734863
2017-12-26,5.75
2017-12-27,5.699999809265137
2017-12-28,5.800000190734863
2017-12-29,5.800000190734863
2018-01-02,5.75
2018-01-03,5.900000095367432
2018-01-04,5.849999904632568
2018-01-05,5.900000095367432
2018-01-08,6.0
2018-01-09,5.949999809265137
2018-01-10,5.927999973297119
2018-01-11,5.800000190734863
2018-01-12,6.050000190734863
2018-01-16,6.050000190734863
2018-01-17,6.199999809265137
2018-01-18,5.949999809265137
2018-01-19,6.150000095367432
2018-01-22,6.300000190734863
2018-01-23,6.449999809265137
2018-01-24,6.400000095367432
2018-01-25,6.150000095367432
2018-01-26,6.050000190734863
2018-01-29,6.150000095367432
2018-01-30,6.199999809265137
2018-01-31,6.300000190734863
2018-02-01,6.0
2018-02-02,6.0
2018-02-05,5.849999904632568
2018-02-06,6.050000190734863
2018-02-07,5.650000095367432
2018-02-08,5.611999988555908
2018-02-09,5.650000095367432
2018-02-12,5.699999809265137
2018-02-13,6.0
2018-02-14,6.050000190734863
2018-02-15,5.900000095367432
2018-02-16,5.849999904632568
2018-02-20,5.539000034332275
2018-02-21,5.449999809265137
2018-02-22,5.175000190734863
2018-02-23,5.150000095367432
2018-02-26,5.224999904632568
2018-02-27,5.199999809265137
2018-02-28,5.160999774932861
2018-03-01,5.400000095367432
2018-03-02,5.75
2018-03-05,5.949999809265137
2018-03-06,6.5
2018-03-07,6.050000190734863
2018-03-08,5.800000190734863
2018-03-09,6.300000190734863
2018-03-12,6.84499979019165
2018-03-13,6.300000190734863
2018-03-14,5.900000095367432
2018-03-15,6.0
2018-03-16,6.0
2018-03-19,5.571000099182129
2018-03-20,5.949999809265137
2018-03-21,6.394999980926514
2018-03-22,6.394999980926514
2018-03-23,6.199999809265137
2018-03-26,5.699999809265137
2018-03-27,5.974999904632568
2018-03-28,5.849999904632568
2018-03-29,5.849999904632568
2018-04-02,5.849999904632568
2018-04-03,5.900000095367432
2018-04-04,6.0
2018-04-05,5.855000019073486
2018-04-06,5.800000190734863
2018-04-09,5.800000190734863
2018-04-10,5.800000190734863
2018-04-11,5.800000190734863
2018-04-12,5.800000190734863
2018-04-13,5.800000190734863
2018-04-16,5.800000190734863
2018-04-17,5.771999835968018
2018-04-18,5.650000095367432
2018-04-19,5.650000095367432
2018-04-20,6.0
2018-04-23,6.0
2018-04-24,5.849999904632568
2018-04-25,5.599999904632568
2018-04-26,5.831999778747559
2018-04-27,5.75
2018-04-30,5.75
2018-05-01,5.650000095367432
2018-05-02,5.75
2018-05-03,5.650000095367432
2018-05-04,5.739999771118164
2018-05-07,5.625
2018-05-08,5.75
2018-05-09,5.75
2018-05-10,5.849999904632568
2018-05-11,6.050000190734863
2018-05-14,6.0
2018-05-15,6.050000190734863
2018-05-16,6.050000190734863
2018-05-17,5.809999942779541
2018-05-18,5.900000095367432
2018-05-21,6.239999771118164
2018-05-22,6.135000228881836
2018-05-23,6.135000228881836
2018-05-24,6.400000095367432
2018-05-25,6.340000152587891
2018-05-29,6.0
2018-05-30,5.849999904632568
2018-05-31,6.2779998779296875
2018-06-01,6.099999904632568
2018-06-04,6.150000095367432
2018-06-05,6.164000034332275
2018-06-06,6.150000095367432
2018-06-07,6.400000095367432
2018-06-08,6.309999942779541
2018-06-11,6.099999904632568
2018-06-12,6.099999904632568
2018-06-13,6.199999809265137
2018-06-14,6.400000095367432
2018-06-15,5.599999904632568
2018-06-18,6.199999809265137
2018-06-19,6.0
2018-06-20,5.900000095367432
2018-06-21,6.099999904632568
2018-06-22,6.349999904632568
2018-06-25,6.150000095367432
2018-06-26,6.150000095367432
2018-06-27,6.150000095367432
2018-06-28,6.150000095367432
2018-06-29,6.300000190734863
2018-07-02,6.255000114440918
2018-07-03,7.199999809265137
2018-07-05,7.199999809265137
2018-07-06,7.139999866485596
2018-07-09,7.139999866485596
2018-07-10,7.050000190734863
2018-07-11,7.050000190734863
2018-07-12,6.5
2018-07-13,6.5
2018-07-16,6.5
2018-07-17,6.5
2018-07-18,6.75
2018-07-19,6.699999809265137
2018-07-20,6.699999809265137
2018-07-23,6.699999809265137
2018-07-24,6.75
2018-07-25,6.400000095367432
2018-07-26,6.150000095367432
2018-07-27,6.150000095367432
2018-07-30,6.380000114440918
2018-07-31,6.25
2018-08-01,6.25
2018-08-02,6.349999904632568
2018-08-03,6.349999904632568
2018-08-06,6.349999904632568
2018-08-07,6.400000095367432
2018-08-08,6.449999809265137
2018-08-09,6.449999809265137
2018-08-10,6.449999809265137
2018-08-13,6.5
2018-08-14,6.5
2018-08-15,6.449999809265137
2018-08-16,6.449999809265137
2018-08-17,6.739999771118164
2018-08-20,6.75
2018-08-21,6.449999809265137
2018-08-22,6.599999904632568
2018-08-23,6.425000190734863
2018-08-24,6.5
2018-08-27,6.0
2018-08-28,6.349999904632568
2018-08-29,6.050000190734863
2018-08-30,6.0
2018-08-31,6.150000095367432
2018-09-04,6.039999961853027
2018-09-05,6.039999961853027
2018-09-06,6.054999828338623
2018-09-07,5.800000190734863
2018-09-10,6.0
2018-09-11,5.800000190734863
2018-09-12,5.900000095367432
2018-09-13,5.699999809265137
2018-09-14,6.050000190734863
2018-09-17,5.699999809265137
2018-09-18,5.849999904632568
2018-09-19,5.75
2018-09-20,5.650000095367432
2018-09-21,6.0
2018-09-24,6.0
2018-09-25,5.849999904632568
2018-09-26,5.599999904632568
2018-09-27,5.61299991607666
2018-09-28,5.650000095367432
2018-10-01,5.650000095367432
2018-10-02,5.550000190734863
2018-10-03,5.616000175476074
2018-10-04,5.579999923706055
2018-10-05,5.675000190734863
2018-10-08,5.510000228881836
2018-10-09,5.510000228881836
2018-10-10,5.550000190734863
2018-10-11,5.550000190734863
2018-10-12,5.550000190734863
2018-10-15,5.829999923706055
2018-10-16,5.900000095367432
2018-10-17,5.75
2018-10-18,5.75
2018-10-19,5.590000152587891
2018-10-22,5.400000095367432
2018-10-23,5.599999904632568
2018-10-24,5.599999904632568
2018-10-25,5.460000038146973
2018-10-26,5.730000019073486
2018-10-29,5.730000019073486
2018-10-30,5.730000019073486
2018-10-31,5.75
2018-11-01,5.7220001220703125
2018-11-02,5.550000190734863
2018-11-05,5.630000114440918
2018-11-06,5.75
2018-11-07,5.630000114440918
2018-11-08,5.679999828338623
2018-11-09,5.610000133514404
2018-11-12,5.599999904632568
2018-11-13,5.539999961853027
2018-11-14,5.309999942779541
2018-11-15,4.940000057220459
2018-11-16,5.0
2018-11-19,5.28000020980835
2018-11-20,4.869999885559082
2018-11-21,4.835999965667725
2018-11-23,4.960000038146973
2018-11-26,4.960000038146973
2018-11-27,5.0
2018-11-28,5.0
2018-11-29,5.0
2018-11-30,4.820000171661377
2018-12-03,4.820000171661377
2018-12-04,4.414999961853027
2018-12-06,4.349999904632568
2018-12-07,4.769999980926514
2018-12-10,4.119999885559082
2018-12-11,4.769999980926514
2018-12-12,4.854000091552734
2018-12-13,5.079999923706055
2018-12-14,5.039999961853027
2018-12-17,5.079999923706055
2018-12-18,4.409999847412109
2018-12-19,4.289999961853027
2018-12-20,3.950000047683716
2018-12-21,4.0
2018-12-24,4.159999847412109
2018-12-26,3.8499999046325684
2018-12-27,3.380000114440918
2018-12-28,3.059999942779541
2018-12-31,3.5
2019-01-02,3.700000047683716
2019-01-03,3.8499999046325684
2019-01-04,4.099999904632568
2019-01-07,4.360000133514404
2019-01-08,4.449999809265137
2019-01-09,4.5
2019-01-10,4.510000228881836
2019-01-11,4.820000171661377
2019-01-14,4.630000114440918
2019-01-15,4.822999954223633
2019-01-16,4.71999979019165
2019-01-17,4.5
2019-01-18,4.860000133514404
2019-01-22,4.75
2019-01-23,4.480000019073486
2019-01-24,4.550000190734863
2019-01-25,4.797999858856201
2019-01-28,4.650000095367432
2019-01-29,4.619999885559082
2019-01-30,4.650000095367432
2019-01-31,4.650000095367432
2019-02-01,4.650000095367432
2019-02-04,4.561999797821045
2019-02-05,4.650000095367432
2019-02-06,4.650000095367432
2019-02-07,4.650000095367432
2019-02-08,4.449999809265137
2019-02-11,4.71999979019165
2019-02-12,4.75
2019-02-13,4.809999942779541
2019-02-14,4.309999942779541
2019-02-15,4.4710001945495605
2019-02-19,4.5
2019-02-20,4.400000095367432
2019-02-21,4.551000118255615
2019-02-22,4.646999835968018
2019-02-25,4.646999835968018
2019-02-26,4.510000228881836
2019-02-27,4.354000091552734
2019-02-28,4.0
2019-03-01,4.199999809265137
2019-03-04,4.199999809265137
2019-03-05,4.166999816894531
2019-03-06,4.166999816894531
2019-03-07,4.099999904632568
2019-03-08,4.099999904632568
2019-03-11,4.099999904632568
2019-03-12,4.099999904632568
2019-03-13,4.099999904632568
2019-03-14,4.449999809265137
2019-03-15,4.099999904632568
2019-03-18,4.329999923706055
2019-03-19,4.184000015258789
2019-03-20,4.190000057220459
2019-03-21,4.190000057220459
2019-03-22,4.201000213623047
2019-03-25,4.201000213623047
2019-03-26,4.201000213623047
2019-03-27,4.201000213623047
2019-03-28,4.201000213623047
2019-03-29,4.519999980926514
2019-04-01,4.519999980926514
2019-04-02,4.550000190734863
2019-04-03,4.716000080108643
2019-04-04,4.630000114440918
2019-04-05,4.728000164031982
2019-04-08,4.75
2019-04-09,4.651000022888184
2019-04-10,4.630000114440918
2019-04-11,4.630000114440918
2019-04-12,4.796999931335449
2019-04-15,4.610000133514404
2019-04-16,4.630000114440918
2019-04-17,4.572000026702881
2019-04-18,4.599999904632568
2019-04-22,4.599999904632568
2019-04-23,4.599999904632568
2019-04-24,4.670000076293945
2019-04-25,4.670000076293945
2019-04-26,4.670000076293945
2019-04-29,4.670000076293945
2019-04-30,4.679999828338623
2019-05-01,4.677999973297119
2019-05-02,4.677999973297119
2019-05-03,4.677999973297119
2019-05-06,4.550000190734863
2019-05-07,4.550000190734863
2019-05-08,4.550000190734863
2019-05-09,4.510000228881836
2019-05-10,4.590000152587891
2019-05-13,4.489999771118164
2019-05-14,4.244999885559082
2019-05-15,4.244999885559082
2019-05-16,4.244999885559082
2019-05-17,4.244999885559082
2019-05-20,4.120999813079834
2019-05-21,4.120999813079834
2019-05-22,4.099999904632568
2019-05-23,4.0
2019-05-24,4.0
2019-05-28,3.799999952316284
2019-05-29,3.9700000286102295
2019-05-30,3.7950000762939453
2019-05-31,3.930000066757202
2019-06-03,3.4200000762939453
2019-06-04,3.802000045776367
2019-06-05,3.75
2019-06-06,3.8499999046325684
2019-06-07,3.8580000400543213
2019-06-10,3.630000114440918
2019-06-11,3.75
2019-06-12,3.8499999046325684
2019-06-13,3.9600000381469727
2019-06-14,3.8499999046325684
2019-06-17,3.884999990463257
