,PG
1970-07-14,1.5546879768371582
1970-07-15,1.613281011581421
1970-07-16,1.671875
1970-07-17,1.71875
1970-07-20,1.6796879768371582
1970-07-21,1.667968988418579
1970-07-22,1.675781011581421
1970-07-23,1.652343988418579
1970-07-24,1.699218988418579
1970-07-27,1.703125
1970-07-28,1.6796879768371582
1970-07-29,1.660156011581421
1970-07-30,1.65625
1970-07-31,1.625
1970-08-03,1.59375
1970-08-04,1.578125
1970-08-05,1.578125
1970-08-06,1.621093988418579
1970-08-07,1.605468988418579
1970-08-10,1.597656011581421
1970-08-11,1.59375
1970-08-12,1.589843988418579
1970-08-13,1.625
1970-08-14,1.59375
1970-08-17,1.574218988418579
1970-08-18,1.605468988418579
1970-08-19,1.597656011581421
1970-08-20,1.6328129768371582
1970-08-21,1.625
1970-08-24,1.640625
1970-08-25,1.628906011581421
1970-08-26,1.6484379768371582
1970-08-27,1.6484379768371582
1970-08-28,1.636718988418579
1970-08-31,1.628906011581421
1970-09-01,1.65625
1970-09-02,1.6796879768371582
1970-09-03,1.671875
1970-09-04,1.667968988418579
1970-09-08,1.65625
1970-09-09,1.6640629768371582
1970-09-10,1.636718988418579
1970-09-11,1.636718988418579
1970-09-14,1.636718988418579
1970-09-15,1.644531011581421
1970-09-16,1.652343988418579
1970-09-17,1.6875
1970-09-18,1.6875
1970-09-21,1.65625
1970-09-22,1.644531011581421
1970-09-23,1.6484379768371582
1970-09-24,1.6484379768371582
1970-09-25,1.65625
1970-09-28,1.65625
1970-09-29,1.640625
1970-09-30,1.652343988418579
1970-10-01,1.652343988418579
1970-10-02,1.714843988418579
1970-10-05,1.714843988418579
1970-10-06,1.703125
1970-10-07,1.671875
1970-10-08,1.6796879768371582
1970-10-09,1.691406011581421
1970-10-12,1.7109379768371582
1970-10-13,1.675781011581421
1970-10-14,1.6640629768371582
1970-10-15,1.683593988418579
1970-10-16,1.703125
1970-10-19,1.683593988418579
1970-10-20,1.6953129768371582
1970-10-21,1.6875
1970-10-22,1.6953129768371582
1970-10-23,1.671875
1970-10-26,1.671875
1970-10-27,1.699218988418579
1970-10-28,1.714843988418579
1970-10-29,1.7109379768371582
1970-10-30,1.707031011581421
1970-11-02,1.730468988418579
1970-11-03,1.734375
1970-11-04,1.769531011581421
1970-11-05,1.8125
1970-11-06,1.800781011581421
1970-11-09,1.8515629768371582
1970-11-10,1.855468988418579
1970-11-11,1.847656011581421
1970-11-12,1.828125
1970-11-13,1.8046879768371582
1970-11-16,1.8046879768371582
1970-11-17,1.796875
1970-11-18,1.769531011581421
1970-11-19,1.78125
1970-11-20,1.78125
1970-11-23,1.7578129768371582
1970-11-24,1.75
1970-11-25,1.769531011581421
1970-11-27,1.78125
1970-11-30,1.855468988418579
1970-12-01,1.8359379768371582
1970-12-02,1.847656011581421
1970-12-03,1.863281011581421
1970-12-04,1.875
1970-12-07,1.8671879768371582
1970-12-08,1.890625
1970-12-09,1.8828129768371582
1970-12-10,1.8828129768371582
1970-12-11,1.875
1970-12-14,1.8828129768371582
1970-12-15,1.8828129768371582
1970-12-16,1.8671879768371582
1970-12-17,1.8671879768371582
1970-12-18,1.828125
1970-12-21,1.808593988418579
1970-12-22,1.792968988418579
1970-12-23,1.8046879768371582
1970-12-24,1.796875
1970-12-28,1.796875
1970-12-29,1.796875
1970-12-30,1.792968988418579
1970-12-31,1.8125
1971-01-04,1.796875
1971-01-05,1.796875
1971-01-06,1.78125
1971-01-07,1.8125
1971-01-08,1.8203129768371582
1971-01-11,1.828125
1971-01-12,1.84375
1971-01-13,1.832031011581421
1971-01-14,1.785156011581421
1971-01-15,1.785156011581421
1971-01-18,1.765625
1971-01-19,1.78125
1971-01-20,1.7890629768371582
1971-01-21,1.777343988418579
1971-01-22,1.761718988418579
1971-01-25,1.769531011581421
1971-01-26,1.761718988418579
1971-01-27,1.78125
1971-01-28,1.808593988418579
1971-01-29,1.828125
1971-02-01,1.828125
1971-02-02,1.824218988418579
1971-02-03,1.8203129768371582
1971-02-04,1.8203129768371582
1971-02-05,1.8203129768371582
1971-02-08,1.839843988418579
1971-02-09,1.824218988418579
1971-02-10,1.8359379768371582
1971-02-11,1.8359379768371582
1971-02-12,1.832031011581421
1971-02-16,1.8515629768371582
1971-02-17,1.824218988418579
1971-02-18,1.828125
1971-02-19,1.800781011581421
1971-02-22,1.7890629768371582
1971-02-23,1.8046879768371582
1971-02-24,1.800781011581421
1971-02-25,1.828125
1971-02-26,1.828125
1971-03-01,1.832031011581421
1971-03-02,1.8515629768371582
1971-03-03,1.8515629768371582
1971-03-04,1.847656011581421
1971-03-05,1.84375
1971-03-08,1.84375
1971-03-09,1.839843988418579
1971-03-10,1.847656011581421
1971-03-11,1.859375
1971-03-12,1.84375
1971-03-15,1.8671879768371582
1971-03-16,1.90625
1971-03-17,1.9140629768371582
1971-03-18,1.953125
1971-03-19,1.9453129768371582
1971-03-22,1.9609379768371582
1971-03-23,1.949218988418579
1971-03-24,1.941406011581421
1971-03-25,1.953125
1971-03-26,1.953125
1971-03-29,1.890625
1971-03-30,1.925781011581421
1971-03-31,1.949218988418579
1971-04-01,1.933593988418579
1971-04-02,1.9296879768371582
1971-04-05,1.941406011581421
1971-04-06,1.9453129768371582
1971-04-07,1.953125
1971-04-08,1.9375
1971-04-12,1.9140629768371582
1971-04-13,1.90625
1971-04-14,1.910156011581421
1971-04-15,1.9140629768371582
1971-04-16,1.941406011581421
1971-04-19,1.953125
1971-04-20,1.9453129768371582
1971-04-21,1.910156011581421
1971-04-22,1.8828129768371582
1971-04-23,1.871093988418579
1971-04-26,1.859375
1971-04-27,1.828125
1971-04-28,1.8359379768371582
1971-04-29,1.8515629768371582
1971-04-30,1.890625
1971-05-03,1.878906011581421
1971-05-04,1.886718988418579
1971-05-05,1.894531011581421
1971-05-06,1.8828129768371582
1971-05-07,1.871093988418579
1971-05-10,1.8671879768371582
1971-05-11,1.8828129768371582
1971-05-12,1.902343988418579
1971-05-13,1.90625
1971-05-14,1.8984379768371582
1971-05-17,1.875
1971-05-18,1.859375
1971-05-19,1.859375
1971-05-20,1.855468988418579
1971-05-21,1.8671879768371582
1971-05-24,1.855468988418579
1971-05-25,1.84375
1971-05-26,1.8515629768371582
1971-05-27,1.8671879768371582
1971-05-28,1.859375
1971-06-01,1.886718988418579
1971-06-02,1.886718988418579
1971-06-03,1.90625
1971-06-04,1.9453129768371582
1971-06-07,1.9453129768371582
1971-06-08,1.957031011581421
1971-06-09,1.964843988418579
1971-06-10,1.988281011581421
1971-06-11,2.027343988418579
1971-06-14,2.027343988418579
1971-06-15,2.027343988418579
1971-06-16,2.007812976837158
1971-06-17,2.007812976837158
1971-06-18,2.007812976837158
1971-06-21,2.019531011581421
1971-06-22,2.011718988418579
1971-06-23,2.003906011581421
1971-06-24,2.027343988418579
1971-06-25,2.015625
1971-06-28,2.019531011581421
1971-06-29,2.015625
1971-06-30,2.023437976837158
1971-07-01,2.027343988418579
1971-07-02,2.039062976837158
1971-07-06,2.058593988418579
1971-07-07,2.101562976837158
1971-07-08,2.152343988418579
1971-07-09,2.125
1971-07-12,2.132812976837158
1971-07-13,2.132812976837158
1971-07-14,2.148437976837158
1971-07-15,2.171875
1971-07-16,2.183593988418579
1971-07-19,2.179687976837158
1971-07-20,2.175781011581421
1971-07-21,2.1875
1971-07-22,2.183593988418579
1971-07-23,2.191406011581421
1971-07-26,2.210937976837158
1971-07-27,2.203125
1971-07-28,2.195312976837158
1971-07-29,2.136718988418579
1971-07-30,2.082031011581421
1971-08-02,2.09375
1971-08-03,2.066406011581421
1971-08-04,2.050781011581421
1971-08-05,2.042968988418579
1971-08-06,2.082031011581421
1971-08-09,2.0625
1971-08-10,2.070312976837158
1971-08-11,2.09375
1971-08-12,2.113281011581421
1971-08-13,2.125
1971-08-16,2.195312976837158
1971-08-17,2.1875
1971-08-18,2.1875
1971-08-19,2.175781011581421
1971-08-20,2.164062976837158
1971-08-23,2.171875
1971-08-24,2.203125
1971-08-25,2.25
1971-08-26,2.246093988418579
1971-08-27,2.257812976837158
1971-08-30,2.246093988418579
1971-08-31,2.25
1971-09-01,2.234375
1971-09-02,2.261718988418579
1971-09-03,2.257812976837158
1971-09-07,2.265625
1971-09-08,2.28125
1971-09-09,2.289062976837158
1971-09-10,2.277343988418579
1971-09-13,2.292968988418579
1971-09-14,2.28125
1971-09-15,2.289062976837158
1971-09-16,2.28125
1971-09-17,2.273437976837158
1971-09-20,2.273437976837158
1971-09-21,2.277343988418579
1971-09-22,2.265625
1971-09-23,2.242187976837158
1971-09-24,2.257812976837158
1971-09-27,2.261718988418579
1971-09-28,2.222656011581421
1971-09-29,2.238281011581421
1971-09-30,2.21875
1971-10-01,2.257812976837158
1971-10-04,2.25
1971-10-05,2.234375
1971-10-06,2.265625
1971-10-07,2.257812976837158
1971-10-08,2.25
1971-10-11,2.257812976837158
1971-10-12,2.25
1971-10-13,2.265625
1971-10-14,2.261718988418579
1971-10-15,2.238281011581421
1971-10-18,2.210937976837158
1971-10-19,2.195312976837158
1971-10-20,2.1875
1971-10-21,2.175781011581421
1971-10-22,2.179687976837158
1971-10-25,2.171875
1971-10-26,2.183593988418579
1971-10-27,2.1875
1971-10-28,2.199218988418579
1971-10-29,2.21875
1971-11-01,2.203125
1971-11-02,2.195312976837158
1971-11-03,2.210937976837158
1971-11-04,2.265625
1971-11-05,2.265625
1971-11-08,2.285156011581421
1971-11-09,2.3125
1971-11-10,2.34375
1971-11-11,2.316406011581421
1971-11-12,2.316406011581421
1971-11-15,2.359375
1971-11-16,2.378906011581421
1971-11-17,2.398437976837158
1971-11-18,2.34375
1971-11-19,2.289062976837158
1971-11-22,2.320312976837158
1971-11-23,2.28125
1971-11-24,2.28125
1971-11-26,2.308593988418579
1971-11-29,2.25
1971-11-30,2.238281011581421
1971-12-01,2.238281011581421
1971-12-02,2.25
1971-12-03,2.335937976837158
1971-12-06,2.351562976837158
1971-12-07,2.371093988418579
1971-12-08,2.367187976837158
1971-12-09,2.386718988418579
1971-12-10,2.421875
1971-12-13,2.414062976837158
1971-12-14,2.398437976837158
1971-12-15,2.414062976837158
1971-12-16,2.433593988418579
1971-12-17,2.464843988418579
1971-12-20,2.472656011581421
1971-12-21,2.53125
1971-12-22,2.480468988418579
1971-12-23,2.445312976837158
1971-12-27,2.398437976837158
1971-12-28,2.394531011581421
1971-12-29,2.398437976837158
1971-12-30,2.445312976837158
1971-12-31,2.453125
1972-01-03,2.4375
1972-01-04,2.410156011581421
1972-01-05,2.402343988418579
1972-01-06,2.398437976837158
1972-01-07,2.386718988418579
1972-01-10,2.40625
1972-01-11,2.421875
1972-01-12,2.433593988418579
1972-01-13,2.402343988418579
1972-01-14,2.4375
1972-01-17,2.476562976837158
1972-01-18,2.453125
1972-01-19,2.464843988418579
1972-01-20,2.464843988418579
1972-01-21,2.484375
1972-01-24,2.441406011581421
1972-01-25,2.4375
1972-01-26,2.421875
1972-01-27,2.457031011581421
1972-01-28,2.492187976837158
1972-01-31,2.5
1972-02-01,2.5
1972-02-02,2.554687976837158
1972-02-03,2.554687976837158
1972-02-04,2.5625
1972-02-07,2.574218988418579
1972-02-08,2.609375
1972-02-09,2.703125
1972-02-10,2.785156011581421
1972-02-11,2.703125
1972-02-14,2.71875
1972-02-15,2.714843988418579
1972-02-16,2.765625
1972-02-17,2.769531011581421
1972-02-18,2.726562976837158
1972-02-22,2.65625
1972-02-23,2.683593988418579
1972-02-24,2.710937976837158
1972-02-25,2.703125
1972-02-28,2.691406011581421
1972-02-29,2.683593988418579
1972-03-01,2.699218988418579
1972-03-02,2.695312976837158
1972-03-03,2.703125
1972-03-06,2.707031011581421
1972-03-07,2.734375
1972-03-08,2.75
1972-03-09,2.71875
1972-03-10,2.734375
1972-03-13,2.617187976837158
1972-03-14,2.667968988418579
1972-03-15,2.671875
1972-03-16,2.652343988418579
1972-03-17,2.609375
1972-03-20,2.652343988418579
1972-03-21,2.648437976837158
1972-03-22,2.664062976837158
1972-03-23,2.738281011581421
1972-03-24,2.742187976837158
1972-03-27,2.757812976837158
1972-03-28,2.757812976837158
1972-03-29,2.753906011581421
1972-03-30,2.769531011581421
1972-04-03,2.765625
1972-04-04,2.789062976837158
1972-04-05,2.8125
1972-04-06,2.863281011581421
1972-04-07,2.867187976837158
1972-04-10,2.84375
1972-04-11,2.84375
1972-04-12,2.839843988418579
1972-04-13,2.84375
1972-04-14,2.859375
1972-04-17,2.835937976837158
1972-04-18,2.839843988418579
1972-04-19,2.828125
1972-04-20,2.855468988418579
1972-04-21,2.820312976837158
1972-04-24,2.777343988418579
1972-04-25,2.734375
1972-04-26,2.757812976837158
1972-04-27,2.816406011581421
1972-04-28,2.859375
1972-05-01,2.851562976837158
1972-05-02,2.859375
1972-05-03,2.90625
1972-05-04,2.929687976837158
1972-05-05,2.988281011581421
1972-05-08,2.957031011581421
1972-05-09,2.925781011581421
1972-05-10,2.921875
1972-05-11,2.925781011581421
1972-05-12,2.9375
1972-05-15,2.96875
1972-05-16,2.949218988418579
1972-05-17,2.945312976837158
1972-05-18,2.976562976837158
1972-05-19,2.976562976837158
1972-05-22,3.03125
1972-05-23,3.03125
1972-05-24,3.039062976837158
1972-05-25,3.082031011581421
1972-05-26,3.066406011581421
1972-05-30,3.109375
1972-05-31,3.078125
1972-06-01,3.0625
1972-06-02,3.054687976837158
1972-06-05,3.058593988418579
1972-06-06,3.109375
1972-06-07,3.125
1972-06-08,3.09375
1972-06-09,3.054687976837158
1972-06-12,3.054687976837158
1972-06-13,3.027343988418579
1972-06-14,3.027343988418579
1972-06-15,3.03125
1972-06-16,3.023437976837158
1972-06-19,3.0
1972-06-20,3.039062976837158
1972-06-21,3.0
1972-06-22,3.007812976837158
1972-06-23,3.023437976837158
1972-06-26,3.023437976837158
1972-06-27,3.007812976837158
1972-06-28,2.964843988418579
1972-06-29,2.953125
1972-06-30,2.914062976837158
1972-07-03,2.945312976837158
1972-07-05,2.984375
1972-07-06,3.019531011581421
1972-07-07,3.0625
1972-07-10,3.046875
1972-07-11,3.050781011581421
1972-07-12,3.070312976837158
1972-07-13,3.054687976837158
1972-07-14,3.046875
1972-07-17,2.941406011581421
1972-07-18,2.9375
1972-07-19,3.0
1972-07-20,2.953125
1972-07-21,2.976562976837158
1972-07-24,2.988281011581421
1972-07-25,3.046875
1972-07-26,3.0625
1972-07-27,3.0625
1972-07-28,3.035156011581421
1972-07-31,3.015625
1972-08-01,3.0
1972-08-02,3.054687976837158
1972-08-03,3.101562976837158
1972-08-04,3.09375
1972-08-07,3.101562976837158
1972-08-08,3.078125
1972-08-09,3.03125
1972-08-10,3.050781011581421
1972-08-11,3.078125
1972-08-14,3.15625
1972-08-15,3.171875
1972-08-16,3.117187976837158
1972-08-17,3.078125
1972-08-18,3.09375
1972-08-21,3.050781011581421
1972-08-22,3.058593988418579
1972-08-23,2.988281011581421
1972-08-24,2.996093988418579
1972-08-25,2.988281011581421
1972-08-28,2.992187976837158
1972-08-29,3.011718988418579
1972-08-30,3.027343988418579
1972-08-31,3.027343988418579
1972-09-01,3.078125
1972-09-05,3.097656011581421
1972-09-06,3.066406011581421
1972-09-07,3.074218988418579
1972-09-08,3.066406011581421
1972-09-11,3.046875
1972-09-12,3.003906011581421
1972-09-13,3.015625
1972-09-14,3.046875
1972-09-15,3.0625
1972-09-18,3.046875
1972-09-19,3.046875
1972-09-20,3.039062976837158
1972-09-21,3.007812976837158
1972-09-22,3.023437976837158
1972-09-25,2.992187976837158
1972-09-26,3.011718988418579
1972-09-27,3.027343988418579
1972-09-28,3.027343988418579
1972-09-29,3.0625
1972-10-02,3.097656011581421
1972-10-03,3.066406011581421
1972-10-04,3.042968988418579
1972-10-05,3.03125
1972-10-06,3.054687976837158
1972-10-09,3.0625
1972-10-10,3.121093988418579
1972-10-11,3.121093988418579
1972-10-12,3.070312976837158
1972-10-13,3.023437976837158
1972-10-16,3.03125
1972-10-17,3.03125
1972-10-18,3.074218988418579
1972-10-19,3.09375
1972-10-20,3.101562976837158
1972-10-23,3.125
1972-10-24,3.078125
1972-10-25,3.070312976837158
1972-10-26,3.109375
1972-10-27,3.144531011581421
1972-10-30,3.191406011581421
1972-10-31,3.28125
1972-11-01,3.390625
1972-11-02,3.367187976837158
1972-11-03,3.453125
1972-11-06,3.476562976837158
1972-11-08,3.414062976837158
1972-11-09,3.484375
1972-11-10,3.476562976837158
1972-11-13,3.4375
1972-11-14,3.429687976837158
1972-11-15,3.394531011581421
1972-11-16,3.40625
1972-11-17,3.367187976837158
1972-11-20,3.355468988418579
1972-11-21,3.363281011581421
1972-11-22,3.4375
1972-11-24,3.433593988418579
1972-11-27,3.40625
1972-11-28,3.390625
1972-11-29,3.34375
1972-11-30,3.378906011581421
1972-12-01,3.398437976837158
1972-12-04,3.421875
1972-12-05,3.382812976837158
1972-12-06,3.421875
1972-12-07,3.429687976837158
1972-12-08,3.382812976837158
1972-12-11,3.398437976837158
1972-12-12,3.421875
1972-12-13,3.390625
1972-12-14,3.382812976837158
1972-12-15,3.421875
1972-12-18,3.402343988418579
1972-12-19,3.40625
1972-12-20,3.351562976837158
1972-12-21,3.367187976837158
1972-12-22,3.398437976837158
1972-12-26,3.445312976837158
1972-12-27,3.421875
1972-12-29,3.484375
1973-01-02,3.476562976837158
1973-01-03,3.640625
1973-01-04,3.5625
1973-01-05,3.554687976837158
1973-01-08,3.570312976837158
1973-01-09,3.5625
1973-01-10,3.554687976837158
1973-01-11,3.585937976837158
1973-01-12,3.617187976837158
1973-01-15,3.632812976837158
1973-01-16,3.625
1973-01-17,3.652343988418579
1973-01-18,3.707031011581421
1973-01-19,3.71875
1973-01-22,3.671875
1973-01-23,3.707031011581421
1973-01-24,3.644531011581421
1973-01-26,3.484375
1973-01-29,3.421875
1973-01-30,3.363281011581421
1973-01-31,3.398437976837158
1973-02-01,3.417968988418579
1973-02-02,3.4375
1973-02-05,3.40625
1973-02-06,3.429687976837158
1973-02-07,3.410156011581421
1973-02-08,3.402343988418579
1973-02-09,3.429687976837158
1973-02-12,3.46875
1973-02-13,3.507812976837158
1973-02-14,3.449218988418579
1973-02-15,3.375
1973-02-16,3.382812976837158
1973-02-20,3.351562976837158
1973-02-21,3.332031011581421
1973-02-22,3.292968988418579
1973-02-23,3.269531011581421
1973-02-26,3.304687976837158
1973-02-27,3.34375
1973-02-28,3.339843988418579
1973-03-01,3.273437976837158
1973-03-02,3.359375
1973-03-05,3.429687976837158
1973-03-06,3.464843988418579
1973-03-07,3.484375
1973-03-08,3.507812976837158
1973-03-09,3.449218988418579
1973-03-12,3.453125
1973-03-13,3.46875
1973-03-14,3.480468988418579
1973-03-15,3.492187976837158
1973-03-16,3.460937976837158
1973-03-19,3.4375
1973-03-20,3.375
1973-03-21,3.304687976837158
1973-03-22,3.25
1973-03-23,3.300781011581421
1973-03-26,3.28125
1973-03-27,3.351562976837158
1973-03-28,3.289062976837158
1973-03-29,3.238281011581421
1973-03-30,3.15625
1973-04-02,2.953125
1973-04-03,2.945312976837158
1973-04-04,3.019531011581421
1973-04-05,3.070312976837158
1973-04-06,3.066406011581421
1973-04-09,3.089843988418579
1973-04-10,3.140625
1973-04-11,3.132812976837158
1973-04-12,3.152343988418579
1973-04-13,3.125
1973-04-16,3.164062976837158
1973-04-17,3.167968988418579
1973-04-18,3.214843988418579
1973-04-19,3.289062976837158
1973-04-23,3.195312976837158
1973-04-24,3.121093988418579
1973-04-25,3.09375
1973-04-26,3.125
1973-04-27,3.109375
1973-04-30,3.113281011581421
1973-05-01,3.117187976837158
1973-05-02,3.175781011581421
1973-05-03,3.199218988418579
1973-05-04,3.195312976837158
1973-05-07,3.175781011581421
1973-05-08,3.167968988418579
1973-05-09,3.195312976837158
1973-05-10,3.171875
1973-05-11,3.140625
1973-05-14,3.136718988418579
1973-05-15,3.140625
1973-05-16,3.140625
1973-05-17,3.121093988418579
1973-05-18,3.113281011581421
1973-05-21,3.039062976837158
1973-05-22,3.0625
1973-05-23,3.089843988418579
1973-05-24,3.125
1973-05-25,3.144531011581421
1973-05-29,3.117187976837158
1973-05-30,3.078125
1973-05-31,3.046875
1973-06-01,3.0625
1973-06-04,3.023437976837158
1973-06-05,3.109375
1973-06-06,3.140625
1973-06-07,3.234375
1973-06-08,3.265625
1973-06-11,3.265625
1973-06-12,3.34375
1973-06-13,3.28125
1973-06-14,3.277343988418579
1973-06-15,3.191406011581421
1973-06-18,3.179687976837158
1973-06-19,3.234375
1973-06-20,3.257812976837158
1973-06-21,3.230468988418579
1973-06-22,3.203125
1973-06-25,3.121093988418579
1973-06-26,3.1875
1973-06-27,3.164062976837158
1973-06-28,3.226562976837158
1973-06-29,3.25
1973-07-02,3.21875
1973-07-03,3.140625
1973-07-05,3.140625
1973-07-06,3.09375
1973-07-09,3.121093988418579
1973-07-10,3.195312976837158
1973-07-11,3.3125
1973-07-12,3.289062976837158
1973-07-13,3.285156011581421
1973-07-16,3.324218988418579
1973-07-17,3.304687976837158
1973-07-18,3.351562976837158
1973-07-19,3.328125
1973-07-20,3.320312976837158
1973-07-23,3.351562976837158
1973-07-24,3.40625
1973-07-25,3.546875
1973-07-26,3.523437976837158
1973-07-27,3.53125
1973-07-30,3.488281011581421
1973-07-31,3.535156011581421
1973-08-01,3.484375
1973-08-02,3.539062976837158
1973-08-03,3.523437976837158
1973-08-06,3.507812976837158
1973-08-07,3.527343988418579
1973-08-08,3.445312976837158
1973-08-09,3.40625
1973-08-10,3.386718988418579
1973-08-13,3.335937976837158
1973-08-14,3.117187976837158
1973-08-15,3.078125
1973-08-16,3.042968988418579
1973-08-17,3.0625
1973-08-20,3.03125
1973-08-21,3.027343988418579
1973-08-22,3.011718988418579
1973-08-23,3.03125
1973-08-24,3.011718988418579
1973-08-27,3.171875
1973-08-28,3.113281011581421
1973-08-29,3.179687976837158
1973-08-30,3.046875
1973-08-31,3.078125
1973-09-04,3.125
1973-09-05,3.117187976837158
1973-09-06,3.09375
1973-09-07,3.054687976837158
1973-09-10,3.0
1973-09-11,2.984375
1973-09-12,2.96875
1973-09-13,2.992187976837158
1973-09-14,3.007812976837158
1973-09-17,3.015625
1973-09-18,3.042968988418579
1973-09-19,3.050781011581421
1973-09-20,3.058593988418579
1973-09-21,3.074218988418579
1973-09-24,3.054687976837158
1973-09-25,3.023437976837158
1973-09-26,3.0625
1973-09-27,3.085937976837158
1973-09-28,3.09375
1973-10-01,3.09375
1973-10-02,3.042968988418579
1973-10-03,2.964843988418579
1973-10-04,2.9375
1973-10-05,2.996093988418579
1973-10-08,3.074218988418579
1973-10-09,3.0
1973-10-10,2.96875
1973-10-11,3.03125
1973-10-12,3.078125
1973-10-15,3.125
1973-10-16,3.144531011581421
1973-10-17,3.1875
1973-10-18,3.15625
1973-10-19,3.117187976837158
1973-10-22,3.132812976837158
1973-10-23,3.210937976837158
1973-10-24,3.195312976837158
1973-10-25,3.242187976837158
1973-10-26,3.296875
1973-10-29,3.261718988418579
1973-10-30,3.226562976837158
1973-10-31,3.222656011581421
1973-11-01,3.21875
1973-11-02,3.203125
1973-11-05,3.164062976837158
1973-11-06,3.125
1973-11-07,3.125
1973-11-08,3.234375
1973-11-09,3.164062976837158
1973-11-12,3.15625
1973-11-13,3.125
1973-11-14,3.074218988418579
1973-11-15,3.117187976837158
1973-11-16,3.195312976837158
1973-11-19,3.113281011581421
1973-11-20,3.0625
1973-11-21,3.035156011581421
1973-11-23,3.015625
1973-11-26,2.976562976837158
1973-11-27,2.996093988418579
1973-11-28,3.007812976837158
1973-11-29,2.984375
1973-11-30,2.96875
1973-12-03,2.992187976837158
1973-12-04,3.015625
1973-12-05,2.941406011581421
1973-12-06,2.992187976837158
1973-12-07,2.984375
1973-12-10,3.015625
1973-12-11,3.015625
1973-12-12,2.949218988418579
1973-12-13,2.851562976837158
1973-12-14,2.851562976837158
1973-12-17,2.796875
1973-12-18,2.902343988418579
1973-12-19,2.890625
1973-12-20,2.863281011581421
1973-12-21,2.835937976837158
1973-12-24,2.789062976837158
1973-12-26,2.859375
1973-12-27,2.875
1973-12-28,2.863281011581421
1973-12-31,2.875
1974-01-02,2.859375
1974-01-03,2.898437976837158
1974-01-04,2.875
1974-01-07,2.8125
1974-01-08,2.742187976837158
1974-01-09,2.640625
1974-01-10,2.636718988418579
1974-01-11,2.675781011581421
1974-01-14,2.6875
1974-01-15,2.695312976837158
1974-01-16,2.75
1974-01-17,2.804687976837158
1974-01-18,2.773437976837158
1974-01-21,2.8125
1974-01-22,2.84375
1974-01-23,2.929687976837158
1974-01-24,2.828125
1974-01-25,2.828125
1974-01-28,2.804687976837158
1974-01-29,2.78125
1974-01-30,2.828125
1974-01-31,2.796875
1974-02-01,2.773437976837158
1974-02-04,2.664062976837158
1974-02-05,2.617187976837158
1974-02-06,2.625
1974-02-07,2.679687976837158
1974-02-08,2.660156011581421
1974-02-11,2.597656011581421
1974-02-12,2.601562976837158
1974-02-13,2.613281011581421
1974-02-14,2.628906011581421
1974-02-15,2.648437976837158
1974-02-19,2.605468988418579
1974-02-20,2.648437976837158
1974-02-21,2.695312976837158
1974-02-22,2.691406011581421
1974-02-25,2.679687976837158
1974-02-26,2.679687976837158
1974-02-27,2.765625
1974-02-28,2.753906011581421
1974-03-01,2.726562976837158
1974-03-04,2.683593988418579
1974-03-05,2.769531011581421
1974-03-06,2.796875
1974-03-07,2.796875
1974-03-08,2.800781011581421
1974-03-11,2.816406011581421
1974-03-12,2.894531011581421
1974-03-13,2.929687976837158
1974-03-14,2.921875
1974-03-15,2.953125
1974-03-18,2.902343988418579
1974-03-19,2.859375
