,BIMI
2007-03-29,3.825000047683716
2007-03-30,3.825000047683716
2007-04-02,3.825000047683716
2007-04-03,3.825000047683716
2007-04-04,3.825000047683716
2007-04-05,3.825000047683716
2007-04-09,3.825000047683716
2007-04-10,3.825000047683716
2007-04-11,3.825000047683716
2007-04-12,5.625
2007-04-13,5.625
2007-04-16,5.625
2007-04-17,5.625
2007-04-18,5.625
2007-04-19,5.625
2007-04-20,5.625
2007-04-23,5.625
2007-04-24,5.625
2007-04-25,5.625
2007-04-26,5.625
2007-04-27,5.625
2007-04-30,5.625
2007-05-01,5.25
2007-05-02,5.25
2007-05-03,5.25
2007-05-04,5.25
2007-05-07,5.25
2007-05-08,5.25
2007-05-09,5.25
2007-05-10,5.25
2007-05-11,5.25
2007-05-14,5.25
2007-05-15,5.25
2007-05-16,5.25
2007-05-17,5.25
2007-05-18,5.25
2007-05-21,5.25
2007-05-22,5.25
2007-05-23,5.25
2007-05-24,5.25
2007-05-25,5.25
2007-05-29,5.25
2007-05-30,5.25
2007-05-31,5.25
2007-06-01,5.25
2007-06-04,5.25
2007-06-05,5.25
2007-06-06,5.25
2007-06-07,5.25
2007-06-08,5.25
2007-06-11,5.25
2007-06-12,5.25
2007-06-13,3.825000047683716
2007-06-14,3.825000047683716
2007-06-15,3.825000047683716
2007-06-18,3.825000047683716
2007-06-19,3.825000047683716
2007-06-20,3.825000047683716
2007-06-21,3.825000047683716
2007-06-22,3.825000047683716
2007-06-25,3.825000047683716
2007-06-26,3.825000047683716
2007-06-27,3.825000047683716
2007-06-28,3.825000047683716
2007-06-29,3.825000047683716
2007-07-02,3.825000047683716
2007-07-03,3.825000047683716
2007-07-05,3.825000047683716
2007-07-06,1.5
2007-07-09,1.5
2007-07-10,1.5
2007-07-11,1.5
2007-07-12,1.5
2007-07-13,1.5
2007-07-16,1.5
2007-07-17,1.5
2007-07-18,1.5
2007-07-19,1.5
2007-07-20,1.5
2007-07-23,1.5
2007-07-24,1.5
2007-07-25,1.5
2007-07-26,3.0
2007-07-27,3.0
2007-07-30,3.0
2007-07-31,3.0
2007-08-01,3.0
2007-08-02,3.0
2007-08-03,3.0
2007-08-06,3.0
2007-08-07,3.0
2007-08-08,3.0
2007-08-09,3.0
2007-08-10,3.0
2007-08-13,3.0
2007-08-14,3.0
2007-08-15,3.0
2007-08-16,3.0
2007-08-17,3.0
2007-08-20,3.0
2007-08-21,3.0
2007-08-22,3.0
2007-08-23,3.0
2007-08-24,3.0
2007-08-27,3.0
2007-08-28,3.0
2007-08-29,3.0
2007-08-30,3.0
2007-08-31,3.0
2007-09-04,3.0
2007-09-05,3.0
2007-09-06,3.0
2007-09-07,3.0
2007-09-10,3.0
2007-09-11,3.0
2007-09-12,3.0
2007-09-13,3.0
2007-09-14,3.0
2007-09-17,3.0
2007-09-18,3.0
2007-09-19,3.0
2007-09-20,3.0
2007-09-21,3.0
2007-09-24,3.0
2007-09-25,3.0
2007-09-26,3.0
2007-09-27,3.0
2007-09-28,3.0
2007-10-01,3.0
2007-10-02,3.0
2007-10-03,3.0
2007-10-04,3.0
2007-10-05,3.0
2007-10-08,3.5250000953674316
2007-10-09,3.5250000953674316
2007-10-10,3.5250000953674316
2007-10-11,3.5250000953674316
2007-10-12,3.5250000953674316
2007-10-15,3.5250000953674316
2007-10-16,3.5250000953674316
2007-10-17,2.8499999046325684
2007-10-18,2.8499999046325684
2007-10-19,2.8499999046325684
2007-10-22,2.8499999046325684
2007-10-23,2.8499999046325684
2007-10-24,4.875
2007-10-25,4.875
2007-10-26,4.875
2007-10-29,4.875
2007-10-30,4.875
2007-10-31,4.875
2007-11-01,4.875
2007-11-02,4.875
2007-11-05,4.875
2007-11-06,4.875
2007-11-07,4.875
2007-11-08,4.875
2007-11-09,4.125
2007-11-12,4.125
2007-11-13,4.125
2007-11-14,4.125
2007-11-15,4.125
2007-11-16,4.125
2007-11-19,4.125
2007-11-20,2.625
2007-11-21,2.625
2007-11-23,2.625
2007-11-26,2.625
2007-11-27,2.625
2007-11-28,2.625
2007-11-29,2.625
2007-11-30,2.625
2007-12-03,2.625
2007-12-04,2.625
2007-12-05,2.625
2007-12-06,2.625
2007-12-07,2.625
2007-12-10,2.625
2007-12-11,2.625
2007-12-12,2.625
2007-12-13,2.625
2007-12-14,2.625
2007-12-17,2.625
2007-12-18,2.625
2007-12-19,2.625
2007-12-20,2.625
2007-12-21,2.625
2007-12-24,2.625
2007-12-26,2.625
2007-12-27,1.875
2007-12-28,1.875
2007-12-31,1.875
2008-01-02,1.875
2008-01-03,1.875
2008-01-04,1.875
2008-01-07,1.875
2008-01-08,1.875
2008-01-09,1.875
2008-01-10,1.875
2008-01-11,1.875
2008-01-14,1.875
2008-01-15,1.875
2008-01-16,1.875
2008-01-17,1.875
2008-01-18,1.875
2008-01-22,1.875
2008-01-23,1.875
2008-01-24,1.875
2008-01-25,1.875
2008-01-28,1.875
2008-01-29,1.875
2008-01-30,1.875
2008-01-31,1.875
2008-02-01,1.875
2008-02-04,1.875
2008-02-05,1.875
2008-02-06,1.875
2008-02-07,4.125
2008-02-08,4.125
2008-02-11,4.125
2008-02-12,4.125
2008-02-13,4.125
2008-02-14,4.125
2008-02-15,4.125
2008-02-19,4.125
2008-02-20,4.125
2008-02-21,2.25
2008-02-22,2.25
2008-02-25,2.25
2008-02-26,2.25
2008-02-27,2.25
2008-02-28,2.25
2008-02-29,3.0
2008-03-03,3.0
2008-03-04,2.25
2008-03-05,2.25
2008-03-06,2.25
2008-03-07,2.25
2008-03-10,2.7750000953674316
2008-03-11,2.0250000953674316
2008-03-12,1.125
2008-03-13,1.274999976158142
2008-03-14,1.125
2008-03-17,1.125
2008-03-18,0.824999988079071
2008-03-19,0.824999988079071
2008-03-20,0.824999988079071
2008-03-24,0.9750000238418579
2008-03-25,1.274999976158142
2008-03-26,1.125
2008-03-27,2.174999952316284
2008-03-28,1.5
2008-03-31,1.5750000476837158
2008-04-01,1.5750000476837158
2008-04-02,2.0250000953674316
2008-04-03,2.0250000953674316
2008-04-04,2.0250000953674316
2008-04-07,2.0250000953674316
2008-04-08,2.25
2008-04-09,2.25
2008-04-10,2.25
2008-04-11,2.25
2008-04-14,2.25
2008-04-15,1.7999999523162842
2008-04-16,1.7999999523162842
2008-04-17,1.7999999523162842
2008-04-18,1.7999999523162842
2008-04-21,1.7999999523162842
2008-04-22,2.25
2008-04-23,2.25
2008-04-24,1.875
2008-04-25,1.875
2008-04-28,1.4249999523162842
2008-04-29,1.4249999523162842
2008-04-30,1.4249999523162842
2008-05-01,1.4249999523162842
2008-05-02,1.5
2008-05-05,1.5
2008-05-06,1.5
2008-05-07,1.5
2008-05-08,1.5
2008-05-09,1.5
2008-05-12,1.5
2008-05-13,2.0250000953674316
2008-05-14,2.0250000953674316
2008-05-15,2.4000000953674316
2008-05-16,2.4749999046325684
2008-05-19,2.325000047683716
2008-05-20,2.325000047683716
2008-05-21,2.325000047683716
2008-05-22,2.325000047683716
2008-05-23,2.325000047683716
2008-05-27,2.325000047683716
2008-05-28,2.325000047683716
2008-05-29,2.325000047683716
2008-05-30,2.325000047683716
2008-06-02,2.325000047683716
2008-06-03,2.325000047683716
2008-06-04,2.325000047683716
2008-06-05,2.325000047683716
2008-06-06,2.325000047683716
2008-06-09,2.325000047683716
2008-06-10,2.625
2008-06-11,2.625
2008-06-12,2.625
2008-06-13,2.625
2008-06-16,2.625
2008-06-17,2.325000047683716
2008-06-18,2.325000047683716
2008-06-19,2.325000047683716
2008-06-20,2.25
2008-06-23,2.0999999046325684
2008-06-24,2.0250000953674316
2008-06-25,2.625
2008-06-26,2.0250000953674316
2008-06-27,2.0250000953674316
2008-06-30,2.4000000953674316
2008-07-01,2.25
2008-07-02,2.25
2008-07-03,2.25
2008-07-07,2.25
2008-07-08,2.25
2008-07-09,2.25
2008-07-10,2.25
2008-07-11,2.25
2008-07-14,2.25
2008-07-15,2.325000047683716
2008-07-16,2.325000047683716
2008-07-17,2.325000047683716
2008-07-18,2.4000000953674316
2008-07-21,2.4000000953674316
2008-07-22,2.4000000953674316
2008-07-23,2.4000000953674316
2008-07-24,2.4000000953674316
2008-07-25,2.325000047683716
2008-07-28,2.325000047683716
2008-07-29,2.4000000953674316
2008-07-30,2.4000000953674316
2008-07-31,2.4000000953674316
2008-08-01,2.4000000953674316
2008-08-04,2.4000000953674316
2008-08-05,2.4000000953674316
2008-08-06,2.4000000953674316
2008-08-07,2.4000000953674316
2008-08-08,2.4000000953674316
2008-08-11,2.4000000953674316
2008-08-12,2.4000000953674316
2008-08-13,2.4000000953674316
2008-08-14,2.4000000953674316
2008-08-15,2.4000000953674316
2008-08-18,2.4000000953674316
2008-08-19,2.4000000953674316
2008-08-20,2.4749999046325684
2008-08-21,2.4749999046325684
2008-08-22,2.4749999046325684
2008-08-25,2.4749999046325684
2008-08-26,2.4749999046325684
2008-08-27,2.4749999046325684
2008-08-28,2.4000000953674316
2008-08-29,2.4000000953674316
2008-09-02,2.625
2008-09-03,2.4749999046325684
2008-09-04,2.4749999046325684
2008-09-05,2.625
2008-09-08,2.8499999046325684
2008-09-09,2.625
2008-09-10,2.549999952316284
2008-09-11,2.4000000953674316
2008-09-12,2.4000000953674316
2008-09-15,2.4749999046325684
2008-09-16,2.4000000953674316
2008-09-17,2.4000000953674316
2008-09-18,2.4000000953674316
2008-09-19,2.4000000953674316
2008-09-22,2.4000000953674316
2008-09-23,2.4000000953674316
2008-09-24,2.4749999046325684
2008-09-25,2.625
2008-09-26,2.625
2008-09-29,2.625
2008-09-30,2.549999952316284
2008-10-01,2.325000047683716
2008-10-02,2.0250000953674316
2008-10-03,2.0999999046325684
2008-10-06,2.325000047683716
2008-10-07,2.0250000953674316
2008-10-08,1.875
2008-10-09,1.875
2008-10-10,1.875
2008-10-13,1.875
2008-10-14,2.25
2008-10-15,2.25
2008-10-16,2.25
2008-10-17,2.25
2008-10-20,2.25
2008-10-21,2.25
2008-10-22,2.25
2008-10-23,2.25
2008-10-24,2.0250000953674316
2008-10-27,2.0250000953674316
2008-10-28,1.875
2008-10-29,1.875
2008-10-30,1.875
2008-10-31,1.875
2008-11-03,2.25
2008-11-04,1.5
2008-11-05,1.5
2008-11-06,1.875
2008-11-07,1.4249999523162842
2008-11-10,1.2000000476837158
2008-11-11,1.5
2008-11-12,1.4249999523162842
2008-11-13,1.2000000476837158
2008-11-14,1.2000000476837158
2008-11-17,1.2000000476837158
2008-11-18,0.8999999761581421
2008-11-19,0.8999999761581421
2008-11-20,0.8999999761581421
2008-11-21,0.8999999761581421
2008-11-24,0.8999999761581421
2008-11-25,0.8999999761581421
2008-11-26,0.8999999761581421
2008-11-28,0.8999999761581421
2008-12-01,0.75
2008-12-02,0.75
2008-12-03,0.75
2008-12-04,0.9750000238418579
2008-12-05,0.9750000238418579
2008-12-08,0.9750000238418579
2008-12-09,0.9750000238418579
2008-12-10,0.9750000238418579
2008-12-11,0.9750000238418579
2008-12-12,0.6000000238418579
2008-12-15,0.6000000238418579
2008-12-16,0.6000000238418579
2008-12-17,0.6000000238418579
2008-12-18,0.44999998807907104
2008-12-19,0.44999998807907104
2008-12-22,0.44999998807907104
2008-12-23,0.44999998807907104
2008-12-24,0.44999998807907104
2008-12-26,0.44999998807907104
2008-12-29,0.44999998807907104
2008-12-30,0.75
2008-12-31,0.75
2009-01-02,0.75
2009-01-05,0.5249999761581421
2009-01-06,0.5249999761581421
2009-01-07,0.75
2009-01-08,0.75
2009-01-09,0.675000011920929
2009-01-12,0.675000011920929
2009-01-13,0.5249999761581421
2009-01-14,0.5249999761581421
2009-01-15,0.5249999761581421
2009-01-16,0.5249999761581421
2009-01-20,0.5249999761581421
2009-01-21,0.44999998807907104
2009-01-22,0.5249999761581421
2009-01-23,0.6000000238418579
2009-01-26,0.5249999761581421
2009-01-27,0.5249999761581421
2009-01-28,0.6000000238418579
2009-01-29,0.6000000238418579
2009-01-30,0.6000000238418579
2009-02-02,0.5249999761581421
2009-02-03,0.6000000238418579
2009-02-04,0.6000000238418579
2009-02-05,0.5249999761581421
2009-02-06,0.30000001192092896
2009-02-09,0.5249999761581421
2009-02-10,0.5249999761581421
2009-02-11,0.5249999761581421
2009-02-12,0.5249999761581421
2009-02-13,0.44999998807907104
2009-02-17,0.5249999761581421
2009-02-18,0.5249999761581421
2009-02-19,0.5249999761581421
2009-02-20,0.5249999761581421
2009-02-23,0.5249999761581421
2009-02-24,0.5249999761581421
2009-02-25,0.5249999761581421
2009-02-26,0.6000000238418579
2009-02-27,0.6000000238418579
2009-03-02,0.5249999761581421
2009-03-03,0.8999999761581421
2009-03-04,0.8999999761581421
2009-03-05,0.6000000238418579
2009-03-06,0.6000000238418579
2009-03-09,0.6000000238418579
2009-03-10,0.6000000238418579
2009-03-11,0.6000000238418579
2009-03-12,0.6000000238418579
2009-03-13,0.6000000238418579
2009-03-16,0.6000000238418579
2009-03-17,0.6000000238418579
2009-03-18,0.6000000238418579
2009-03-19,0.6000000238418579
2009-03-20,0.6000000238418579
2009-03-23,0.6000000238418579
2009-03-24,2.0999999046325684
2009-03-25,1.875
2009-03-26,0.824999988079071
2009-03-27,1.875
2009-03-30,1.725000023841858
2009-03-31,1.649999976158142
2009-04-01,1.649999976158142
2009-04-02,1.649999976158142
2009-04-03,1.649999976158142
2009-04-06,1.649999976158142
2009-04-07,1.5
2009-04-08,0.75
2009-04-09,1.649999976158142
2009-04-13,1.649999976158142
2009-04-14,1.649999976158142
2009-04-15,1.5
2009-04-16,1.725000023841858
2009-04-17,1.5
2009-04-20,1.649999976158142
2009-04-21,1.5
2009-04-22,1.350000023841858
2009-04-23,1.350000023841858
2009-04-24,1.350000023841858
2009-04-27,1.350000023841858
2009-04-28,1.350000023841858
2009-04-29,1.350000023841858
2009-04-30,1.350000023841858
2009-05-01,1.350000023841858
2009-05-04,1.350000023841858
2009-05-05,1.350000023841858
2009-05-06,1.5750000476837158
2009-05-07,1.875
2009-05-08,1.5750000476837158
2009-05-11,1.5750000476837158
2009-05-12,2.0250000953674316
2009-05-13,2.4000000953674316
2009-05-14,2.8499999046325684
2009-05-15,2.8499999046325684
2009-05-18,3.0
2009-05-19,3.0
2009-05-20,3.5999999046325684
2009-05-21,3.75
2009-05-22,6.0
2009-05-26,6.0
2009-05-27,5.925000190734863
2009-05-28,5.25
2009-05-29,6.0
2009-06-01,6.0
2009-06-02,5.625
2009-06-03,5.625
2009-06-04,5.625
2009-06-05,5.625
2009-06-08,4.5
2009-06-09,5.625
2009-06-10,5.175000190734863
2009-06-11,6.449999809265137
2009-06-12,6.75
2009-06-15,6.0
2009-06-16,6.150000095367432
2009-06-17,6.75
2009-06-18,6.824999809265137
2009-06-19,6.375
2009-06-22,6.0
2009-06-23,6.599999904632568
2009-06-24,6.375
2009-06-25,6.150000095367432
2009-06-26,5.625
2009-06-29,6.0
2009-06-30,6.375
2009-07-01,6.375
2009-07-02,6.300000190734863
2009-07-06,6.300000190734863
2009-07-07,6.150000095367432
2009-07-08,6.375
2009-07-09,6.300000190734863
2009-07-10,6.150000095367432
2009-07-13,6.074999809265137
2009-07-14,6.0
2009-07-15,6.375
2009-07-16,6.375
2009-07-17,6.224999904632568
2009-07-20,6.224999904632568
2009-07-21,6.449999809265137
2009-07-22,6.449999809265137
2009-07-23,8.25
2009-07-24,7.650000095367432
2009-07-27,7.5
2009-07-28,8.25
2009-07-29,9.899999618530273
2009-07-30,12.0
2009-07-31,12.300000190734863
2009-08-03,10.649999618530273
2009-08-04,12.0
2009-08-05,12.300000190734863
2009-08-06,11.850000381469727
2009-08-07,11.475000381469727
2009-08-10,11.550000190734863
2009-08-11,11.475000381469727
2009-08-12,12.375
2009-08-13,12.600000381469727
2009-08-14,12.675000190734863
2009-08-17,12.375
2009-08-18,12.600000381469727
2009-08-19,12.449999809265137
2009-08-20,12.75
2009-08-21,12.600000381469727
2009-08-24,12.300000190734863
2009-08-25,13.125
2009-08-26,16.75
2009-08-27,17.0
2009-08-28,14.375
2009-08-31,13.75
2009-09-01,14.574999809265137
2009-09-02,14.5
2009-09-03,14.5
2009-09-04,14.0
2009-09-08,13.75
2009-09-09,13.125
2009-09-10,13.375
2009-09-11,13.725000381469727
2009-09-14,13.324999809265137
2009-09-15,13.0
2009-09-16,12.725000381469727
2009-09-17,12.225000381469727
2009-09-18,11.875
2009-09-21,12.0
2009-09-22,11.375
2009-09-23,12.125
2009-09-24,12.25
2009-09-25,12.0
2009-09-28,11.875
2009-09-29,11.824999809265137
2009-09-30,11.5
2009-10-01,11.25
2009-10-02,11.274999618530273
2009-10-05,10.625
2009-10-06,11.0
2009-10-07,11.125
2009-10-08,11.125
2009-10-09,10.524999618530273
2009-10-12,10.5
2009-10-13,10.375
2009-10-14,10.149999618530273
2009-10-15,10.0
2009-10-16,10.5
2009-10-19,10.625
2009-10-20,10.725000381469727
2009-10-21,10.649999618530273
2009-10-22,10.75
2009-10-23,10.350000381469727
2009-10-26,10.024999618530273
2009-10-27,8.75
2009-10-28,8.725000381469727
2009-10-29,9.800000190734863
2009-10-30,9.449999809265137
2009-11-02,8.75
2009-11-03,8.875
2009-11-04,8.875
2009-11-05,9.175000190734863
2009-11-06,9.225000381469727
2009-11-09,9.600000381469727
2009-11-10,9.475000381469727
2009-11-11,9.350000381469727
2009-11-12,8.5
2009-11-13,10.175000190734863
2009-11-16,11.125
2009-11-17,11.125
2009-11-18,10.975000381469727
2009-11-19,11.100000381469727
2009-11-20,10.375
2009-11-23,10.375
2009-11-24,10.25
2009-11-25,10.25
2009-11-27,10.375
2009-11-30,10.225000381469727
2009-12-01,10.25
2009-12-02,10.125
2009-12-03,10.050000190734863
2009-12-04,10.0
2009-12-07,10.0
2009-12-08,10.0
2009-12-09,10.0
2009-12-10,10.0
2009-12-11,9.524999618530273
2009-12-14,9.125
2009-12-15,9.774999618530273
2009-12-16,10.225000381469727
2009-12-17,10.375
2009-12-18,10.25
2009-12-21,10.225000381469727
2009-12-22,10.0
2009-12-23,10.0
2009-12-24,10.0
2009-12-28,10.225000381469727
2009-12-29,10.25
2009-12-30,10.25
2009-12-31,10.5
2010-01-04,11.25
2010-01-05,11.524999618530273
2010-01-06,11.925000190734863
2010-01-07,11.75
2010-01-08,11.449999809265137
2010-01-11,11.75
2010-01-12,11.25
2010-01-13,10.975000381469727
2010-01-14,11.125
2010-01-15,11.25
2010-01-19,11.75
2010-01-20,11.25
2010-01-21,10.625
2010-01-22,11.100000381469727
2010-01-25,11.100000381469727
2010-01-26,10.975000381469727
2010-01-27,10.625
2010-01-28,10.0
2010-01-29,9.199999809265137
2010-02-01,10.5
2010-02-02,9.875
2010-02-03,9.5
2010-02-04,9.5
2010-02-05,9.125
2010-02-08,9.0
2010-02-09,9.324999809265137
2010-02-10,8.875
2010-02-11,9.100000381469727
2010-02-12,8.75
2010-02-16,8.5
2010-02-17,9.25
2010-02-18,8.75
2010-02-19,8.75
2010-02-22,9.300000190734863
2010-02-23,9.0
2010-02-24,8.875
2010-02-25,8.625
2010-02-26,8.0
2010-03-01,8.074999809265137
2010-03-02,8.125
2010-03-03,8.25
2010-03-04,9.125
2010-03-05,9.5
2010-03-08,9.875
2010-03-09,10.125
2010-03-10,10.0
2010-03-11,10.0
2010-03-12,10.0
2010-03-15,10.0
2010-03-16,10.074999809265137
2010-03-17,10.074999809265137
2010-03-18,10.100000381469727
2010-03-19,10.050000190734863
2010-03-22,10.0
2010-03-23,10.0
2010-03-24,10.0
2010-03-25,10.0
2010-03-26,9.75
2010-03-29,9.425000190734863
2010-03-30,9.899999618530273
2010-03-31,10.0
2010-04-01,9.975000381469727
2010-04-05,10.0
2010-04-06,9.774999618530273
2010-04-07,9.925000190734863
2010-04-08,9.875
2010-04-09,9.774999618530273
2010-04-12,9.75
2010-04-13,9.5
2010-04-14,9.625
2010-04-15,9.375
2010-04-16,9.25
2010-04-19,9.25
2010-04-20,9.574999809265137
2010-04-21,9.5
2010-04-22,9.600000381469727
2010-04-23,9.5
2010-04-26,9.375
2010-04-27,9.574999809265137
2010-04-28,9.574999809265137
2010-04-29,8.949999809265137
2010-04-30,9.0
2010-05-03,9.25
2010-05-04,9.25
2010-05-05,9.0
2010-05-06,8.25
2010-05-07,7.5
2010-05-10,8.0
2010-05-11,8.050000190734863
2010-05-12,7.5
2010-05-13,7.625
2010-05-14,7.650000095367432
2010-05-17,7.300000190734863
2010-05-18,7.375
2010-05-19,7.300000190734863
2010-05-20,7.375
2010-05-21,7.5
2010-05-24,7.25
2010-05-25,7.5
2010-05-26,7.300000190734863
2010-05-27,7.375
2010-05-28,7.25
2010-06-01,7.224999904632568
2010-06-02,7.224999904632568
2010-06-03,6.699999809265137
2010-06-04,6.25
2010-06-07,6.5
2010-06-08,6.625
2010-06-09,6.275000095367432
2010-06-10,6.275000095367432
2010-06-11,6.25
2010-06-14,6.375
2010-06-15,6.25
2010-06-16,6.25
2010-06-17,6.5
2010-06-18,6.625
2010-06-21,6.400000095367432
2010-06-22,6.324999809265137
2010-06-23,6.650000095367432
2010-06-24,6.625
2010-06-25,6.5
2010-06-28,6.5
2010-06-29,6.25
2010-06-30,6.375
2010-07-01,6.375
2010-07-02,6.25
2010-07-06,6.474999904632568
2010-07-07,6.375
2010-07-08,6.300000190734863
2010-07-09,6.5
2010-07-12,6.474999904632568
2010-07-13,6.474999904632568
2010-07-14,6.25
2010-07-15,6.224999904632568
2010-07-16,6.25
2010-07-19,6.599999904632568
2010-07-20,6.25
2010-07-21,6.25
2010-07-22,5.75
2010-07-23,5.875
2010-07-26,6.25
2010-07-27,6.324999809265137
2010-07-28,6.875
2010-07-29,6.875
2010-07-30,6.875
2010-08-02,7.0
2010-08-03,7.125
2010-08-04,7.5
2010-08-05,7.474999904632568
2010-08-06,7.474999904632568
2010-08-09,7.175000190734863
2010-08-10,7.0
2010-08-11,7.125
2010-08-12,6.900000095367432
2010-08-13,6.75
2010-08-16,6.724999904632568
2010-08-17,6.625
2010-08-18,6.625
2010-08-19,6.875
2010-08-20,6.875
2010-08-23,6.625
2010-08-24,6.25
2010-08-25,6.5
2010-08-26,6.75
2010-08-27,6.375
2010-08-30,6.375
2010-08-31,6.25
2010-09-01,5.625
2010-09-02,6.25
2010-09-03,6.25
2010-09-07,6.724999904632568
2010-09-08,6.050000190734863
2010-09-09,6.050000190734863
2010-09-10,6.5
2010-09-13,6.625
2010-09-14,6.625
2010-09-15,6.625
2010-09-16,6.630000114440918
2010-09-17,6.630000114440918
2010-09-20,8.989999771118164
2010-09-21,8.829999923706055
2010-09-22,8.600000381469727
2010-09-23,8.300000190734863
2010-09-24,7.400000095367432
2010-09-27,7.0
2010-09-28,6.309999942779541
2010-09-29,6.849999904632568
2010-09-30,6.5
2010-10-01,6.25
2010-10-04,6.099999904632568
2010-10-05,6.050000190734863
2010-10-06,5.949999809265137
2010-10-07,5.900000095367432
2010-10-08,5.900000095367432
2010-10-11,5.809999942779541
2010-10-12,5.409999847412109
2010-10-13,5.210000038146973
2010-10-14,4.989999771118164
2010-10-15,5.659999847412109
2010-10-18,5.760000228881836
2010-10-19,5.320000171661377
2010-10-20,6.03000020980835
2010-10-21,5.789999961853027
2010-10-22,5.599999904632568
2010-10-25,5.800000190734863
2010-10-26,5.550000190734863
2010-10-27,5.440000057220459
2010-10-28,5.71999979019165
2010-10-29,5.449999809265137
2010-11-01,5.139999866485596
2010-11-02,5.0
2010-11-03,5.0
2010-11-04,4.929999828338623
2010-11-05,4.789999961853027
2010-11-08,5.489999771118164
2010-11-09,5.050000190734863
2010-11-10,5.010000228881836
2010-11-11,5.0
2010-11-12,5.199999809265137
2010-11-15,5.0
2010-11-16,4.840000152587891
2010-11-17,4.78000020980835
2010-11-18,4.550000190734863
2010-11-19,4.5
2010-11-22,4.46999979019165
2010-11-23,4.309999942779541
2010-11-24,4.349999904632568
2010-11-26,4.449999809265137
2010-11-29,4.400000095367432
2010-11-30,4.400000095367432
2010-12-01,4.480000019073486
2010-12-02,4.340000152587891
2010-12-03,4.260000228881836
2010-12-06,4.190000057220459
2010-12-07,4.099999904632568
2010-12-08,4.03000020980835
2010-12-09,4.019999980926514
2010-12-10,4.03000020980835
2010-12-13,4.03000020980835
2010-12-14,4.070000171661377
2010-12-15,4.03000020980835
2010-12-16,4.010000228881836
2010-12-17,4.010000228881836
2010-12-20,4.210000038146973
2010-12-21,4.199999809265137
2010-12-22,4.110000133514404
2010-12-23,4.760000228881836
2010-12-27,4.889999866485596
2010-12-28,4.960000038146973
2010-12-29,4.849999904632568
2010-12-30,4.880000114440918
2010-12-31,5.010000228881836
2011-01-03,5.050000190734863
2011-01-04,4.650000095367432
