,BTAI
2019-02-11,9.899999618530273
2019-02-12,10.470000267028809
2019-02-13,10.300000190734863
2019-02-14,9.880000114440918
2019-02-15,8.680000305175781
2019-02-19,8.829999923706055
2019-02-20,8.239999771118164
2019-02-21,8.0600004196167
2019-02-22,8.130000114440918
2019-02-25,8.25
2019-02-26,8.800000190734863
2019-02-27,8.579999923706055
2019-02-28,8.479999542236328
2019-03-01,8.789999961853027
2019-03-04,8.920000076293945
2019-03-05,8.470000267028809
2019-03-06,8.319999694824219
2019-03-07,7.909999847412109
2019-03-08,7.769999980926514
2019-03-11,8.656000137329102
2019-03-12,9.34000015258789
2019-03-13,9.369999885559082
2019-03-14,9.489999771118164
2019-03-15,9.6899995803833
2019-03-18,10.329999923706055
2019-03-19,10.25
2019-03-20,9.829999923706055
2019-03-21,9.319999694824219
2019-03-22,9.180000305175781
2019-03-25,9.300000190734863
2019-03-26,9.170000076293945
2019-03-27,9.529999732971191
2019-03-28,10.210000038146973
2019-03-29,9.890000343322754
2019-04-01,9.5600004196167
2019-04-02,8.989999771118164
2019-04-03,9.460000038146973
2019-04-04,10.199999809265137
2019-04-05,10.239999771118164
2019-04-08,10.449999809265137
2019-04-09,10.449999809265137
2019-04-10,10.260000228881836
2019-04-11,10.15999984741211
2019-04-12,10.5600004196167
2019-04-15,10.1899995803833
2019-04-16,9.970000267028809
2019-04-17,9.630000114440918
2019-04-18,9.720000267028809
2019-04-22,9.899999618530273
2019-04-23,10.050000190734863
2019-04-24,10.75
2019-04-25,10.430000305175781
2019-04-26,10.9399995803833
2019-04-29,11.5
2019-04-30,10.619999885559082
2019-05-01,10.359999656677246
2019-05-02,10.359999656677246
2019-05-03,10.430000305175781
2019-05-06,10.449999809265137
2019-05-07,10.829999923706055
2019-05-08,11.789999961853027
2019-05-09,10.8100004196167
2019-05-10,11.430000305175781
2019-05-13,9.75
2019-05-14,10.710000038146973
2019-05-15,10.739999771118164
2019-05-16,10.930000305175781
2019-05-17,10.899999618530273
2019-05-20,11.0
2019-05-21,11.0
2019-05-22,10.899999618530273
2019-05-23,10.039999961853027
2019-05-24,10.850000381469727
2019-05-28,10.600000381469727
2019-05-29,10.489999771118164
2019-05-30,10.880000114440918
2019-05-31,10.6899995803833
2019-06-03,10.180000305175781
2019-06-04,10.800000190734863
2019-06-05,10.890000343322754
2019-06-06,11.0
2019-06-07,10.949999809265137
2019-06-10,10.890000343322754
2019-06-11,10.8100004196167
2019-06-12,11.0
2019-06-13,10.925000190734863
2019-06-14,10.899999618530273
2019-06-17,10.890000343322754
2019-06-18,10.90999984741211
2019-06-19,11.09000015258789
2019-06-20,10.920000076293945
2019-06-21,11.020000457763672
2019-06-24,10.9399995803833
2019-06-25,10.489999771118164
2019-06-26,10.489999771118164
2019-06-27,10.960000038146973
2019-06-28,10.960000038146973
2019-07-01,11.279999732971191
2019-07-02,11.369999885559082
2019-07-03,11.399999618530273
2019-07-05,11.380000114440918
2019-07-08,10.609999656677246
2019-07-09,10.720000267028809
2019-07-10,10.9399995803833
2019-07-11,10.869999885559082
2019-07-12,10.4399995803833
2019-07-15,10.34000015258789
2019-07-16,10.359999656677246
2019-07-17,10.529999732971191
2019-07-18,10.319999694824219
2019-07-19,10.539999961853027
2019-07-22,10.600000381469727
2019-07-23,10.770000457763672
2019-07-24,10.899999618530273
2019-07-25,10.6899995803833
2019-07-26,11.0
2019-07-29,10.829999923706055
2019-07-30,11.020000457763672
2019-07-31,10.770000457763672
2019-08-01,10.760000228881836
2019-08-02,10.220000267028809
2019-08-05,9.140000343322754
2019-08-06,8.850000381469727
2019-08-07,7.760000228881836
2019-08-08,8.880000114440918
2019-08-09,8.454999923706055
2019-08-12,8.255000114440918
2019-08-13,8.8100004196167
2019-08-14,8.470000267028809
2019-08-15,8.670000076293945
2019-08-16,9.149999618530273
2019-08-19,8.84000015258789
2019-08-20,8.489999771118164
2019-08-21,8.760000228881836
2019-08-22,9.119999885559082
2019-08-23,9.119999885559082
2019-08-26,9.289999961853027
2019-08-27,9.59000015258789
2019-08-28,9.279999732971191
2019-08-29,9.989999771118164
2019-08-30,9.8100004196167
2019-09-03,9.600000381469727
2019-09-04,9.59000015258789
2019-09-05,9.380000114440918
2019-09-06,9.350000381469727
2019-09-09,9.09000015258789
2019-09-10,8.680000305175781
2019-09-11,10.260000228881836
2019-09-12,10.470000267028809
2019-09-13,10.4399995803833
2019-09-16,10.539999961853027
2019-09-17,10.979999542236328
2019-09-18,11.09000015258789
2019-09-19,11.770000457763672
2019-09-20,10.670000076293945
2019-09-23,10.010000228881836
2019-09-24,9.720000267028809
2019-09-25,9.8100004196167
2019-09-26,7.5
2019-09-27,7.519999980926514
2019-09-30,7.039999961853027
2019-10-01,6.409999847412109
2019-10-02,6.460000038146973
2019-10-03,5.96999979019165
2019-10-04,6.300000190734863
2019-10-07,6.460000038146973
2019-10-08,6.079999923706055
2019-10-09,6.21999979019165
2019-10-10,6.090000152587891
2019-10-11,6.239999771118164
2019-10-14,6.150000095367432
2019-10-15,6.260000228881836
2019-10-16,6.230000019073486
2019-10-17,5.800000190734863
2019-10-18,5.300000190734863
2019-10-21,5.230000019073486
2019-10-22,5.039999961853027
2019-10-23,5.0
2019-10-24,4.800000190734863
2019-10-25,4.579999923706055
2019-10-28,4.320000171661377
2019-10-29,4.400000095367432
2019-10-30,4.199999809265137
2019-10-31,4.159999847412109
2019-11-01,4.260000228881836
2019-11-04,4.239999771118164
2019-11-05,4.320000171661377
2019-11-06,4.139999866485596
2019-11-07,4.050000190734863
2019-11-08,4.079999923706055
2019-11-11,4.110000133514404
2019-11-12,4.449999809265137
2019-11-13,4.579999923706055
2019-11-14,4.360000133514404
2019-11-15,5.150000095367432
2019-11-18,5.860000133514404
2019-11-19,6.440000057220459
2019-11-20,6.25
2019-11-21,6.019999980926514
2019-11-22,6.03000020980835
2019-11-25,6.849999904632568
2019-11-26,6.71999979019165
2019-11-27,6.349999904632568
2019-11-29,6.21999979019165
2019-12-02,6.179999828338623
2019-12-03,6.670000076293945
2019-12-04,6.199999809265137
2019-12-05,6.349999904632568
2019-12-06,6.599999904632568
2019-12-09,6.159999847412109
2019-12-10,6.119999885559082
2019-12-11,5.920000076293945
2019-12-12,6.309999942779541
2019-12-13,6.789999961853027
2019-12-16,8.1899995803833
2019-12-17,8.670000076293945
2019-12-18,8.180000305175781
2019-12-19,8.40999984741211
2019-12-20,8.3100004196167
2019-12-23,9.75
2019-12-24,10.100000381469727
2019-12-26,9.960000038146973
2019-12-27,10.0600004196167
2019-12-30,10.40999984741211
2019-12-31,14.609999656677246
2020-01-02,13.600000381469727
2020-01-03,16.709999084472656
2020-01-06,16.040000915527344
2020-01-07,15.630000114440918
2020-01-08,13.34000015258789
2020-01-09,12.260000228881836
2020-01-10,14.239999771118164
2020-01-13,15.550000190734863
2020-01-14,15.300000190734863
2020-01-15,15.869999885559082
2020-01-16,17.450000762939453
2020-01-17,16.670000076293945
2020-01-21,17.34000015258789
2020-01-22,17.190000534057617
2020-01-23,16.90999984741211
2020-01-24,17.489999771118164
2020-01-27,17.399999618530273
2020-01-28,17.920000076293945
2020-01-29,17.450000762939453
2020-01-30,17.450000762939453
2020-01-31,16.56999969482422
2020-02-03,17.229999542236328
2020-02-04,17.350000381469727
2020-02-05,19.979999542236328
2020-02-06,20.0
2020-02-07,20.0
2020-02-10,21.18000030517578
2020-02-11,21.459999084472656
2020-02-12,18.899999618530273
2020-02-13,23.850000381469727
2020-02-14,36.970001220703125
2020-02-18,39.59000015258789
2020-02-19,41.13999938964844
2020-02-20,34.20000076293945
2020-02-21,34.88999938964844
2020-02-24,32.20000076293945
2020-02-25,29.729999542236328
2020-02-26,32.47999954223633
2020-02-27,32.56999969482422
2020-02-28,37.5
2020-03-02,31.479999542236328
2020-03-03,31.399999618530273
2020-03-04,29.959999084472656
2020-03-05,32.16999816894531
2020-03-06,33.060001373291016
2020-03-09,29.139999389648438
2020-03-10,31.780000686645508
2020-03-11,29.479999542236328
2020-03-12,21.06999969482422
2020-03-13,19.90999984741211
2020-03-16,14.789999961853027
2020-03-17,17.649999618530273
2020-03-18,16.110000610351562
2020-03-19,18.350000381469727
2020-03-20,17.260000228881836
2020-03-23,17.739999771118164
2020-03-24,18.3799991607666
2020-03-25,20.31999969482422
2020-03-26,22.229999542236328
2020-03-27,24.43000030517578
2020-03-30,24.309999465942383
2020-03-31,22.350000381469727
2020-04-01,20.520000457763672
2020-04-02,18.75
2020-04-03,17.6200008392334
2020-04-06,20.1200008392334
2020-04-07,19.670000076293945
2020-04-08,21.309999465942383
2020-04-09,23.219999313354492
2020-04-13,23.799999237060547
2020-04-14,25.020000457763672
2020-04-15,23.920000076293945
2020-04-16,27.5
2020-04-17,29.3700008392334
2020-04-20,28.15999984741211
2020-04-21,27.520000457763672
2020-04-22,28.90999984741211
2020-04-23,30.1299991607666
2020-04-24,30.8700008392334
2020-04-27,32.47999954223633
2020-04-28,33.119998931884766
2020-04-29,36.65999984741211
2020-04-30,37.0
2020-05-01,35.0
2020-05-04,36.619998931884766
2020-05-05,38.43000030517578
2020-05-06,38.63999938964844
2020-05-07,38.06999969482422
2020-05-08,40.40999984741211
2020-05-11,43.0099983215332
2020-05-12,40.68000030517578
2020-05-13,43.06999969482422
2020-05-14,45.849998474121094
2020-05-15,47.15999984741211
2020-05-18,49.880001068115234
2020-05-19,48.04999923706055
2020-05-20,50.29999923706055
2020-05-21,49.7400016784668
2020-05-22,48.90999984741211
2020-05-26,45.9900016784668
2020-05-27,46.04999923706055
2020-05-28,43.0
2020-05-29,46.560001373291016
2020-06-01,47.310001373291016
2020-06-02,46.099998474121094
2020-06-03,45.13999938964844
2020-06-04,49.11000061035156
2020-06-05,47.720001220703125
2020-06-08,49.630001068115234
2020-06-09,50.380001068115234
2020-06-10,50.689998626708984
2020-06-11,45.900001525878906
2020-06-12,47.56999969482422
2020-06-15,52.81999969482422
2020-06-16,52.97999954223633
2020-06-17,53.95000076293945
2020-06-18,54.849998474121094
2020-06-19,52.650001525878906
2020-06-22,56.970001220703125
2020-06-23,58.709999084472656
2020-06-24,56.849998474121094
2020-06-25,57.95000076293945
2020-06-26,55.599998474121094
2020-06-29,50.7599983215332
2020-06-30,53.0099983215332
2020-07-01,53.4900016784668
2020-07-02,52.15999984741211
2020-07-06,48.029998779296875
2020-07-07,49.97999954223633
2020-07-08,53.41999816894531
2020-07-09,51.869998931884766
2020-07-10,52.119998931884766
2020-07-13,49.880001068115234
2020-07-14,51.970001220703125
2020-07-15,50.5
2020-07-16,49.77000045776367
2020-07-17,52.9900016784668
2020-07-20,60.41999816894531
2020-07-21,63.31999969482422
2020-07-22,64.62999725341797
2020-07-23,61.59000015258789
2020-07-24,60.7599983215332
2020-07-27,61.47999954223633
2020-07-28,52.540000915527344
2020-07-29,47.900001525878906
2020-07-30,48.470001220703125
2020-07-31,45.36000061035156
2020-08-03,47.2400016784668
2020-08-04,46.880001068115234
2020-08-05,44.79999923706055
2020-08-06,45.09000015258789
2020-08-07,48.61000061035156
2020-08-10,45.16999816894531
2020-08-11,43.34000015258789
2020-08-12,44.18000030517578
2020-08-13,44.709999084472656
2020-08-14,37.52000045776367
2020-08-17,42.61000061035156
2020-08-18,42.09000015258789
2020-08-19,41.90999984741211
2020-08-20,41.18000030517578
2020-08-21,39.2400016784668
2020-08-24,37.439998626708984
2020-08-25,38.959999084472656
2020-08-26,39.099998474121094
2020-08-27,39.86000061035156
2020-08-28,39.459999084472656
2020-08-31,40.75
2020-09-01,40.75
2020-09-02,46.2400016784668
2020-09-03,42.52000045776367
2020-09-04,41.04999923706055
2020-09-08,42.04999923706055
2020-09-09,44.380001068115234
2020-09-10,43.959999084472656
2020-09-11,44.939998626708984
2020-09-14,48.08000183105469
2020-09-15,48.29999923706055
2020-09-16,48.349998474121094
2020-09-17,48.290000915527344
2020-09-18,48.400001525878906
2020-09-21,43.11000061035156
2020-09-22,44.27000045776367
2020-09-23,42.04999923706055
2020-09-24,41.790000915527344
2020-09-25,43.13999938964844
2020-09-28,42.40999984741211
2020-09-29,43.040000915527344
2020-09-30,43.36000061035156
2020-10-01,44.970001220703125
2020-10-02,45.0
2020-10-05,48.7400016784668
2020-10-06,48.45000076293945
2020-10-07,50.279998779296875
2020-10-08,47.560001373291016
2020-10-09,48.02000045776367
2020-10-12,50.91999816894531
2020-10-13,54.470001220703125
2020-10-14,51.900001525878906
2020-10-15,51.16999816894531
2020-10-16,51.70000076293945
2020-10-19,46.810001373291016
2020-10-20,45.709999084472656
2020-10-21,44.619998931884766
2020-10-22,45.650001525878906
2020-10-23,46.52000045776367
2020-10-26,46.47999954223633
2020-10-27,48.09000015258789
2020-10-28,45.459999084472656
2020-10-29,47.04999923706055
2020-10-30,45.689998626708984
2020-11-02,46.689998626708984
2020-11-03,50.709999084472656
2020-11-04,54.349998474121094
2020-11-05,53.689998626708984
2020-11-06,53.06999969482422
2020-11-09,55.77000045776367
2020-11-10,54.939998626708984
2020-11-11,56.58000183105469
2020-11-12,55.060001373291016
2020-11-13,54.279998779296875
2020-11-16,53.880001068115234
2020-11-17,51.7400016784668
2020-11-18,49.369998931884766
2020-11-19,48.400001525878906
2020-11-20,49.52000045776367
2020-11-23,45.869998931884766
2020-11-24,44.310001373291016
2020-11-25,44.650001525878906
2020-11-27,44.59000015258789
2020-11-30,44.0
2020-12-01,42.61000061035156
2020-12-02,45.15999984741211
2020-12-03,45.43000030517578
2020-12-04,45.70000076293945
2020-12-07,46.400001525878906
2020-12-08,46.04999923706055
2020-12-09,42.459999084472656
2020-12-10,44.2599983215332
2020-12-11,43.11000061035156
2020-12-14,46.36000061035156
2020-12-15,46.31999969482422
2020-12-16,46.290000915527344
2020-12-17,50.59000015258789
2020-12-18,51.2599983215332
2020-12-21,53.45000076293945
2020-12-22,53.68000030517578
2020-12-23,54.0099983215332
2020-12-24,52.83000183105469
2020-12-28,50.540000915527344
2020-12-29,47.20000076293945
2020-12-30,49.220001220703125
2020-12-31,46.20000076293945
2021-01-04,52.25
2021-01-05,47.7400016784668
2021-01-06,48.529998779296875
2021-01-07,54.95000076293945
2021-01-08,52.61000061035156
2021-01-11,50.849998474121094
2021-01-12,52.540000915527344
2021-01-13,50.86000061035156
2021-01-14,54.099998474121094
2021-01-15,51.4900016784668
2021-01-19,48.189998626708984
2021-01-20,48.9900016784668
2021-01-21,48.06999969482422
2021-01-22,47.31999969482422
2021-01-25,49.869998931884766
2021-01-26,51.369998931884766
2021-01-27,50.459999084472656
2021-01-28,46.25
2021-01-29,46.31999969482422
2021-02-01,51.720001220703125
2021-02-02,50.689998626708984
2021-02-03,55.29999923706055
2021-02-04,54.38999938964844
2021-02-05,57.75
2021-02-08,60.0
2021-02-09,59.720001220703125
2021-02-10,61.31999969482422
2021-02-11,64.5999984741211
2021-02-12,60.70000076293945
2021-02-16,56.47999954223633
2021-02-17,56.529998779296875
2021-02-18,53.88999938964844
2021-02-19,54.720001220703125
2021-02-22,54.900001525878906
2021-02-23,54.91999816894531
2021-02-24,56.97999954223633
2021-02-25,55.150001525878906
2021-02-26,53.61000061035156
2021-03-01,55.709999084472656
2021-03-02,52.709999084472656
2021-03-03,47.220001220703125
2021-03-04,42.959999084472656
2021-03-05,45.20000076293945
2021-03-08,44.20000076293945
2021-03-09,47.779998779296875
2021-03-10,45.25
2021-03-11,47.20000076293945
2021-03-12,46.9900016784668
2021-03-15,48.709999084472656
2021-03-16,46.15999984741211
2021-03-17,46.869998931884766
2021-03-18,43.77000045776367
2021-03-19,44.7599983215332
2021-03-22,46.349998474121094
2021-03-23,42.59000015258789
2021-03-24,40.380001068115234
2021-03-25,41.16999816894531
2021-03-26,41.54999923706055
2021-03-29,39.040000915527344
2021-03-30,41.099998474121094
2021-03-31,43.15999984741211
2021-04-01,37.630001068115234
2021-04-05,37.0
2021-04-06,35.20000076293945
2021-04-07,34.689998626708984
2021-04-08,36.02000045776367
2021-04-09,35.869998931884766
2021-04-12,35.06999969482422
2021-04-13,34.40999984741211
2021-04-14,34.95000076293945
2021-04-15,35.0
2021-04-16,34.95000076293945
2021-04-19,33.15999984741211
2021-04-20,34.040000915527344
2021-04-21,34.93000030517578
2021-04-22,34.38999938964844
2021-04-23,34.5
2021-04-26,35.439998626708984
2021-04-27,34.75
2021-04-28,34.630001068115234
2021-04-29,34.5
2021-04-30,33.970001220703125
2021-05-03,32.869998931884766
2021-05-04,31.770000457763672
2021-05-05,31.100000381469727
2021-05-06,30.56999969482422
2021-05-07,30.520000457763672
2021-05-10,30.399999618530273
2021-05-11,33.0
2021-05-12,32.5099983215332
2021-05-13,30.399999618530273
2021-05-14,31.469999313354492
