,CATM
2007-12-13,9.890000343322754
2007-12-14,10.0
2007-12-17,9.75
2007-12-18,10.0
2007-12-19,9.899999618530273
2007-12-20,9.9399995803833
2007-12-21,9.960000038146973
2007-12-24,9.970000267028809
2007-12-26,10.130000114440918
2007-12-27,10.25
2007-12-28,10.0
2007-12-31,10.109999656677246
2008-01-02,9.90999984741211
2008-01-03,9.680000305175781
2008-01-04,9.199999809265137
2008-01-07,9.170000076293945
2008-01-08,9.029999732971191
2008-01-09,8.75
2008-01-10,8.640000343322754
2008-01-11,8.800000190734863
2008-01-14,8.720000267028809
2008-01-15,8.5
2008-01-16,8.369999885559082
2008-01-17,8.1899995803833
2008-01-18,8.420000076293945
2008-01-22,8.260000228881836
2008-01-23,8.369999885559082
2008-01-24,8.289999961853027
2008-01-25,8.199999809265137
2008-01-28,8.210000038146973
2008-01-29,8.239999771118164
2008-01-30,8.0
2008-01-31,7.829999923706055
2008-02-01,8.140000343322754
2008-02-04,7.900000095367432
2008-02-05,7.949999809265137
2008-02-06,8.0
2008-02-07,8.0
2008-02-08,7.96999979019165
2008-02-11,8.069999694824219
2008-02-12,8.010000228881836
2008-02-13,7.949999809265137
2008-02-14,7.880000114440918
2008-02-15,7.849999904632568
2008-02-19,7.800000190734863
2008-02-20,7.690000057220459
2008-02-21,7.619999885559082
2008-02-22,7.340000152587891
2008-02-25,7.03000020980835
2008-02-26,7.099999904632568
2008-02-27,7.050000190734863
2008-02-28,7.460000038146973
2008-02-29,7.21999979019165
2008-03-03,7.5
2008-03-04,7.320000171661377
2008-03-05,6.96999979019165
2008-03-06,7.010000228881836
2008-03-07,6.949999809265137
2008-03-10,7.03000020980835
2008-03-11,7.019999980926514
2008-03-12,7.079999923706055
2008-03-13,6.860000133514404
2008-03-14,7.179999828338623
2008-03-17,6.800000190734863
2008-03-18,7.900000095367432
2008-03-19,7.489999771118164
2008-03-20,7.360000133514404
2008-03-24,7.849999904632568
2008-03-25,7.900000095367432
2008-03-26,7.809999942779541
2008-03-27,7.650000095367432
2008-03-28,7.139999866485596
2008-03-31,6.96999979019165
2008-04-01,7.130000114440918
2008-04-02,6.829999923706055
2008-04-03,7.150000095367432
2008-04-04,7.429999828338623
2008-04-07,7.78000020980835
2008-04-08,7.880000114440918
2008-04-09,7.619999885559082
2008-04-10,7.860000133514404
2008-04-11,7.050000190734863
2008-04-14,7.170000076293945
2008-04-15,7.489999771118164
2008-04-16,7.53000020980835
2008-04-17,7.760000228881836
2008-04-18,8.039999961853027
2008-04-21,8.100000381469727
2008-04-22,8.050000190734863
2008-04-23,8.0
2008-04-24,8.180000305175781
2008-04-25,8.640000343322754
2008-04-28,8.640000343322754
2008-04-29,8.59000015258789
2008-04-30,8.289999961853027
2008-05-01,8.34000015258789
2008-05-02,8.170000076293945
2008-05-05,8.300000190734863
2008-05-06,8.6899995803833
2008-05-07,7.800000190734863
2008-05-08,7.789999961853027
2008-05-09,8.40999984741211
2008-05-12,8.829999923706055
2008-05-13,9.0600004196167
2008-05-14,8.920000076293945
2008-05-15,9.239999771118164
2008-05-16,9.34000015258789
2008-05-19,9.270000457763672
2008-05-20,9.100000381469727
2008-05-21,9.25
2008-05-22,9.899999618530273
2008-05-23,9.9399995803833
2008-05-27,9.989999771118164
2008-05-28,10.0
2008-05-29,10.09000015258789
2008-05-30,9.859999656677246
2008-06-02,8.850000381469727
2008-06-03,8.850000381469727
2008-06-04,8.520000457763672
2008-06-05,9.3100004196167
2008-06-06,9.020000457763672
2008-06-09,8.609999656677246
2008-06-10,8.3100004196167
2008-06-11,7.909999847412109
2008-06-12,7.920000076293945
2008-06-13,8.149999618530273
2008-06-16,8.329999923706055
2008-06-17,8.300000190734863
2008-06-18,8.300000190734863
2008-06-19,8.329999923706055
2008-06-20,8.479999542236328
2008-06-23,8.510000228881836
2008-06-24,8.90999984741211
2008-06-25,9.0600004196167
2008-06-26,8.829999923706055
2008-06-27,9.470000267028809
2008-06-30,8.869999885559082
2008-07-01,8.819999694824219
2008-07-02,8.550000190734863
2008-07-03,8.329999923706055
2008-07-07,8.699999809265137
2008-07-08,8.600000381469727
2008-07-09,7.920000076293945
2008-07-10,7.980000019073486
2008-07-11,8.09000015258789
2008-07-14,7.46999979019165
2008-07-15,7.480000019073486
2008-07-16,7.550000190734863
2008-07-17,7.559999942779541
2008-07-18,7.489999771118164
2008-07-21,7.579999923706055
2008-07-22,7.71999979019165
2008-07-23,7.78000020980835
2008-07-24,7.630000114440918
2008-07-25,8.010000228881836
2008-07-28,7.860000133514404
2008-07-29,8.199999809265137
2008-07-30,8.59000015258789
2008-07-31,8.600000381469727
2008-08-01,8.619999885559082
2008-08-04,8.859999656677246
2008-08-05,8.989999771118164
2008-08-06,9.100000381469727
2008-08-07,8.84000015258789
2008-08-08,8.979999542236328
2008-08-11,9.069999694824219
2008-08-12,8.699999809265137
2008-08-13,8.460000038146973
2008-08-14,8.479999542236328
2008-08-15,7.980000019073486
2008-08-18,7.46999979019165
2008-08-19,7.170000076293945
2008-08-20,7.389999866485596
2008-08-21,7.510000228881836
2008-08-22,7.849999904632568
2008-08-25,7.789999961853027
2008-08-26,7.789999961853027
2008-08-27,7.949999809265137
2008-08-28,8.420000076293945
2008-08-29,7.820000171661377
2008-09-02,8.199999809265137
2008-09-03,7.929999828338623
2008-09-04,7.809999942779541
2008-09-05,8.140000343322754
2008-09-08,8.40999984741211
2008-09-09,7.71999979019165
2008-09-10,7.420000076293945
2008-09-11,7.179999828338623
2008-09-12,6.739999771118164
2008-09-15,6.889999866485596
2008-09-16,7.769999980926514
2008-09-17,7.199999809265137
2008-09-18,7.650000095367432
2008-09-19,7.5
2008-09-22,7.420000076293945
2008-09-23,7.190000057220459
2008-09-24,7.320000171661377
2008-09-25,7.260000228881836
2008-09-26,7.480000019073486
2008-09-29,7.170000076293945
2008-09-30,7.860000133514404
2008-10-01,7.21999979019165
2008-10-02,7.360000133514404
2008-10-03,7.260000228881836
2008-10-06,7.630000114440918
2008-10-07,7.320000171661377
2008-10-08,6.599999904632568
2008-10-09,6.309999942779541
2008-10-10,5.099999904632568
2008-10-13,6.070000171661377
2008-10-14,6.199999809265137
2008-10-15,5.980000019073486
2008-10-16,6.690000057220459
2008-10-17,6.920000076293945
2008-10-20,7.059999942779541
2008-10-21,6.360000133514404
2008-10-22,6.099999904632568
2008-10-23,6.300000190734863
2008-10-24,6.300000190734863
2008-10-27,5.690000057220459
2008-10-28,5.5
2008-10-29,5.059999942779541
2008-10-30,5.539999961853027
2008-10-31,5.579999923706055
2008-11-03,5.460000038146973
2008-11-04,5.489999771118164
2008-11-05,5.059999942779541
2008-11-06,3.380000114440918
2008-11-07,2.490000009536743
2008-11-10,2.369999885559082
2008-11-11,2.059999942779541
2008-11-12,1.9600000381469727
2008-11-13,1.899999976158142
2008-11-14,1.559999942779541
2008-11-17,1.3899999856948853
2008-11-18,1.2599999904632568
2008-11-19,1.0499999523162842
2008-11-20,0.8999999761581421
2008-11-21,0.6499999761581421
2008-11-24,1.0
2008-11-25,0.9700000286102295
2008-11-26,1.1200000047683716
2008-11-28,1.340000033378601
2008-12-01,1.2699999809265137
2008-12-02,1.3300000429153442
2008-12-03,1.4299999475479126
2008-12-04,1.4600000381469727
2008-12-05,1.3799999952316284
2008-12-08,1.6399999856948853
2008-12-09,1.4600000381469727
2008-12-10,1.3700000047683716
2008-12-11,1.25
2008-12-12,1.25
2008-12-15,1.0700000524520874
2008-12-16,1.1200000047683716
2008-12-17,1.1200000047683716
2008-12-18,1.0399999618530273
2008-12-19,0.9200000166893005
2008-12-22,1.1200000047683716
2008-12-23,1.059999942779541
2008-12-24,1.0499999523162842
2008-12-26,0.9800000190734863
2008-12-29,0.9900000095367432
2008-12-30,1.0700000524520874
2008-12-31,1.2899999618530273
2009-01-02,1.3300000429153442
2009-01-05,1.399999976158142
2009-01-06,1.399999976158142
2009-01-07,1.2799999713897705
2009-01-08,1.2000000476837158
2009-01-09,1.1799999475479126
2009-01-12,1.090000033378601
2009-01-13,0.9900000095367432
2009-01-14,0.9200000166893005
2009-01-15,0.949999988079071
2009-01-16,1.0800000429153442
2009-01-20,0.9200000166893005
2009-01-21,1.059999942779541
2009-01-22,0.9300000071525574
2009-01-23,0.949999988079071
2009-01-26,0.9800000190734863
2009-01-27,0.949999988079071
2009-01-28,1.0
2009-01-29,0.8700000047683716
2009-01-30,0.8500000238418579
2009-02-02,0.949999988079071
2009-02-03,0.9399999976158142
2009-02-04,0.8799999952316284
2009-02-05,0.9100000262260437
2009-02-06,0.9200000166893005
2009-02-09,0.949999988079071
2009-02-10,1.1699999570846558
2009-02-11,1.1799999475479126
2009-02-12,1.2699999809265137
2009-02-13,1.409999966621399
2009-02-17,1.3200000524520874
2009-02-18,1.4199999570846558
2009-02-19,1.7000000476837158
2009-02-20,1.5
2009-02-23,1.5399999618530273
2009-02-24,1.5499999523162842
2009-02-25,1.4299999475479126
2009-02-26,1.399999976158142
2009-02-27,1.399999976158142
2009-03-02,1.159999966621399
2009-03-03,1.2300000190734863
2009-03-04,1.1299999952316284
2009-03-05,1.0199999809265137
2009-03-06,1.3799999952316284
2009-03-09,1.0499999523162842
2009-03-10,1.1799999475479126
2009-03-11,1.0099999904632568
2009-03-12,1.0499999523162842
2009-03-13,1.0099999904632568
2009-03-16,1.25
2009-03-17,1.2899999618530273
2009-03-18,1.3799999952316284
2009-03-19,1.350000023841858
2009-03-20,1.3899999856948853
2009-03-23,1.7200000286102295
2009-03-24,1.690000057220459
2009-03-25,1.7999999523162842
2009-03-26,1.9600000381469727
2009-03-27,2.0199999809265137
2009-03-30,1.75
2009-03-31,1.7699999809265137
2009-04-01,1.809999942779541
2009-04-02,2.140000104904175
2009-04-03,2.140000104904175
2009-04-06,1.9600000381469727
2009-04-07,2.049999952316284
2009-04-08,2.440000057220459
2009-04-09,2.5
2009-04-13,2.25
2009-04-14,2.2699999809265137
2009-04-15,2.4700000286102295
2009-04-16,2.5299999713897705
2009-04-17,2.490000009536743
2009-04-20,2.0799999237060547
2009-04-21,2.5199999809265137
2009-04-22,2.4100000858306885
2009-04-23,2.2100000381469727
2009-04-24,2.299999952316284
2009-04-27,2.2300000190734863
2009-04-28,2.2699999809265137
2009-04-29,2.5199999809265137
2009-04-30,2.450000047683716
2009-05-01,2.359999895095825
2009-05-04,2.4600000381469727
2009-05-05,2.3299999237060547
2009-05-06,2.690000057220459
2009-05-07,2.7799999713897705
2009-05-08,2.9600000381469727
2009-05-11,3.0199999809265137
2009-05-12,3.0199999809265137
2009-05-13,2.9600000381469727
2009-05-14,3.0999999046325684
2009-05-15,3.140000104904175
2009-05-18,3.2899999618530273
2009-05-19,3.109999895095825
2009-05-20,3.009999990463257
2009-05-21,2.9100000858306885
2009-05-22,2.930000066757202
2009-05-26,2.9700000286102295
