,CATM
2009-05-27,2.75
2009-05-28,2.950000047683716
2009-05-29,3.200000047683716
2009-06-01,3.4000000953674316
2009-06-02,3.619999885559082
2009-06-03,3.75
2009-06-04,4.03000020980835
2009-06-05,4.050000190734863
2009-06-08,3.950000047683716
2009-06-09,3.9800000190734863
2009-06-10,3.859999895095825
2009-06-11,3.9700000286102295
2009-06-12,3.9100000858306885
2009-06-15,3.3299999237060547
2009-06-16,3.180000066757202
2009-06-17,3.5299999713897705
2009-06-18,3.319999933242798
2009-06-19,3.4700000286102295
2009-06-22,3.240000009536743
2009-06-23,3.049999952316284
2009-06-24,3.490000009536743
2009-06-25,3.630000114440918
2009-06-26,4.0
2009-06-29,3.990000009536743
2009-06-30,3.809999942779541
2009-07-01,4.0
2009-07-02,3.5899999141693115
2009-07-06,3.740000009536743
2009-07-07,3.869999885559082
2009-07-08,3.6500000953674316
2009-07-09,3.4700000286102295
2009-07-10,3.5
2009-07-13,3.7300000190734863
2009-07-14,3.8299999237060547
2009-07-15,3.75
2009-07-16,4.010000228881836
2009-07-17,3.9000000953674316
2009-07-20,4.0
2009-07-21,3.9800000190734863
2009-07-22,4.0
2009-07-23,3.950000047683716
2009-07-24,3.9700000286102295
2009-07-27,4.0
2009-07-28,4.0
2009-07-29,3.9700000286102295
2009-07-30,4.199999809265137
2009-07-31,4.210000038146973
2009-08-03,4.460000038146973
2009-08-04,4.550000190734863
2009-08-05,6.869999885559082
2009-08-06,6.650000095367432
2009-08-07,6.849999904632568
2009-08-10,6.900000095367432
2009-08-11,6.78000020980835
2009-08-12,7.179999828338623
2009-08-13,7.769999980926514
2009-08-14,7.929999828338623
2009-08-17,7.710000038146973
2009-08-18,7.829999923706055
2009-08-19,8.0
2009-08-20,8.029999732971191
2009-08-21,8.029999732971191
2009-08-24,8.0
2009-08-25,7.989999771118164
2009-08-26,8.0600004196167
2009-08-27,8.050000190734863
2009-08-28,7.559999942779541
2009-08-31,7.880000114440918
2009-09-01,7.590000152587891
2009-09-02,7.690000057220459
2009-09-03,7.900000095367432
2009-09-04,7.78000020980835
2009-09-08,7.510000228881836
2009-09-09,7.730000019073486
2009-09-10,7.789999961853027
2009-09-11,7.889999866485596
2009-09-14,7.880000114440918
2009-09-15,7.659999847412109
2009-09-16,7.960000038146973
2009-09-17,7.769999980926514
2009-09-18,7.730000019073486
2009-09-21,7.849999904632568
2009-09-22,7.679999828338623
2009-09-23,7.670000076293945
2009-09-24,7.53000020980835
2009-09-25,7.599999904632568
2009-09-28,7.929999828338623
2009-09-29,7.860000133514404
2009-09-30,7.820000171661377
2009-10-01,7.75
2009-10-02,7.739999771118164
2009-10-05,8.600000381469727
2009-10-06,8.670000076293945
2009-10-07,8.600000381469727
2009-10-08,8.680000305175781
2009-10-09,8.710000038146973
2009-10-12,8.65999984741211
2009-10-13,8.739999771118164
2009-10-14,9.029999732971191
2009-10-15,9.149999618530273
2009-10-16,9.100000381469727
2009-10-19,9.210000038146973
2009-10-20,8.970000267028809
2009-10-21,8.760000228881836
2009-10-22,9.199999809265137
2009-10-23,8.800000190734863
2009-10-26,8.90999984741211
2009-10-27,9.0
2009-10-28,8.119999885559082
2009-10-29,9.899999618530273
2009-10-30,9.949999809265137
2009-11-02,9.829999923706055
2009-11-03,10.199999809265137
2009-11-04,9.800000190734863
2009-11-05,10.40999984741211
2009-11-06,10.579999923706055
2009-11-09,11.020000457763672
2009-11-10,11.140000343322754
2009-11-11,11.149999618530273
2009-11-12,10.800000190734863
2009-11-13,11.100000381469727
2009-11-16,11.260000228881836
2009-11-17,11.489999771118164
2009-11-18,11.270000457763672
2009-11-19,10.779999732971191
2009-11-20,10.850000381469727
2009-11-23,10.970000267028809
2009-11-24,10.979999542236328
2009-11-25,11.149999618530273
2009-11-27,10.739999771118164
2009-11-30,11.050000190734863
2009-12-01,11.229999542236328
2009-12-02,11.850000381469727
2009-12-03,11.539999961853027
2009-12-04,11.979999542236328
2009-12-07,12.0
2009-12-08,12.15999984741211
2009-12-09,12.029999732971191
2009-12-10,12.050000190734863
2009-12-11,11.949999809265137
2009-12-14,12.0
2009-12-15,11.859999656677246
2009-12-16,11.600000381469727
2009-12-17,11.600000381469727
2009-12-18,11.819999694824219
2009-12-21,11.1899995803833
2009-12-22,11.600000381469727
2009-12-23,10.770000457763672
2009-12-24,11.109999656677246
2009-12-28,11.010000228881836
2009-12-29,11.069999694824219
2009-12-30,11.069999694824219
2009-12-31,11.0600004196167
2010-01-04,11.0
2010-01-05,10.40999984741211
2010-01-06,10.479999542236328
2010-01-07,10.40999984741211
2010-01-08,11.149999618530273
2010-01-11,10.829999923706055
2010-01-12,11.34000015258789
2010-01-13,11.029999732971191
2010-01-14,11.279999732971191
2010-01-15,11.149999618530273
2010-01-19,11.210000038146973
2010-01-20,11.0
2010-01-21,10.979999542236328
2010-01-22,10.989999771118164
2010-01-25,11.0
2010-01-26,10.949999809265137
2010-01-27,10.949999809265137
2010-01-28,10.970000267028809
2010-01-29,10.890000343322754
2010-02-01,11.029999732971191
2010-02-02,11.40999984741211
2010-02-03,12.0
2010-02-04,11.819999694824219
2010-02-05,12.020000457763672
2010-02-08,11.770000457763672
2010-02-09,12.0
2010-02-10,12.119999885559082
2010-02-11,10.609999656677246
2010-02-12,10.600000381469727
2010-02-16,10.510000228881836
2010-02-17,10.539999961853027
2010-02-18,10.25
2010-02-19,9.90999984741211
2010-02-22,9.890000343322754
2010-02-23,9.819999694824219
2010-02-24,9.989999771118164
2010-02-25,9.899999618530273
2010-02-26,9.880000114440918
2010-03-01,9.640000343322754
2010-03-02,9.760000228881836
2010-03-03,10.020000457763672
2010-03-04,10.399999618530273
2010-03-05,10.6899995803833
2010-03-08,11.010000228881836
2010-03-09,11.220000267028809
2010-03-10,11.170000076293945
2010-03-11,11.0600004196167
2010-03-12,11.0
2010-03-15,10.630000114440918
2010-03-16,10.520000457763672
2010-03-17,10.5
2010-03-18,10.319999694824219
2010-03-19,10.039999961853027
2010-03-22,10.0
2010-03-23,10.399999618530273
2010-03-24,10.890000343322754
2010-03-25,11.5600004196167
2010-03-26,11.84000015258789
2010-03-29,12.899999618530273
2010-03-30,12.619999885559082
2010-03-31,12.569999694824219
2010-04-01,12.529999732971191
2010-04-05,13.010000228881836
2010-04-06,13.029999732971191
2010-04-07,12.6899995803833
2010-04-08,13.180000305175781
2010-04-09,13.149999618530273
2010-04-12,13.170000076293945
2010-04-13,13.050000190734863
2010-04-14,13.489999771118164
2010-04-15,12.859999656677246
2010-04-16,12.949999809265137
2010-04-19,12.8100004196167
2010-04-20,13.09000015258789
2010-04-21,13.109999656677246
2010-04-22,13.029999732971191
2010-04-23,13.029999732971191
2010-04-26,14.239999771118164
2010-04-27,13.84000015258789
2010-04-28,13.420000076293945
2010-04-29,13.609999656677246
2010-04-30,13.9399995803833
2010-05-03,14.15999984741211
2010-05-04,14.020000457763672
2010-05-05,13.65999984741211
2010-05-06,12.239999771118164
2010-05-07,11.619999885559082
2010-05-10,11.550000190734863
2010-05-11,11.739999771118164
2010-05-12,12.0
2010-05-13,12.220000267028809
2010-05-14,11.020000457763672
2010-05-17,10.930000305175781
2010-05-18,10.710000038146973
2010-05-19,11.960000038146973
2010-05-20,11.75
2010-05-21,12.960000038146973
2010-05-24,13.15999984741211
2010-05-25,12.550000190734863
2010-05-26,12.779999732971191
2010-05-27,13.270000457763672
2010-05-28,12.949999809265137
2010-06-01,12.640000343322754
2010-06-02,12.779999732971191
2010-06-03,12.979999542236328
2010-06-04,12.170000076293945
2010-06-07,11.850000381469727
2010-06-08,11.770000457763672
2010-06-09,12.300000190734863
2010-06-10,12.75
2010-06-11,12.770000457763672
2010-06-14,12.869999885559082
2010-06-15,12.649999618530273
2010-06-16,12.579999923706055
2010-06-17,12.460000038146973
2010-06-18,12.960000038146973
2010-06-21,12.640000343322754
2010-06-22,12.25
2010-06-23,12.029999732971191
2010-06-24,11.779999732971191
2010-06-25,12.649999618530273
2010-06-28,13.170000076293945
2010-06-29,13.0600004196167
2010-06-30,12.960000038146973
2010-07-01,12.489999771118164
2010-07-02,12.010000228881836
2010-07-06,11.859999656677246
2010-07-07,12.430000305175781
2010-07-08,12.5
2010-07-09,12.619999885559082
2010-07-12,12.3100004196167
2010-07-13,12.970000267028809
2010-07-14,12.670000076293945
2010-07-15,12.489999771118164
2010-07-16,11.869999885559082
2010-07-19,11.979999542236328
2010-07-20,12.380000114440918
2010-07-21,11.779999732971191
2010-07-22,12.449999809265137
2010-07-23,12.710000038146973
2010-07-26,13.0
2010-07-27,12.9399995803833
2010-07-28,12.880000114440918
2010-07-29,12.930000305175781
2010-07-30,12.949999809265137
2010-08-02,13.260000228881836
2010-08-03,13.270000457763672
2010-08-04,13.100000381469727
2010-08-05,14.84000015258789
2010-08-06,14.850000381469727
2010-08-09,14.770000457763672
2010-08-10,14.789999961853027
2010-08-11,14.449999809265137
2010-08-12,14.4399995803833
2010-08-13,14.380000114440918
2010-08-16,14.760000228881836
2010-08-17,14.270000457763672
2010-08-18,14.119999885559082
2010-08-19,13.90999984741211
2010-08-20,13.880000114440918
2010-08-23,13.869999885559082
2010-08-24,13.739999771118164
2010-08-25,13.699999809265137
2010-08-26,13.579999923706055
2010-08-27,13.979999542236328
2010-08-30,13.75
2010-08-31,13.859999656677246
2010-09-01,14.380000114440918
2010-09-02,14.600000381469727
2010-09-03,14.670000076293945
2010-09-07,14.770000457763672
2010-09-08,15.0
2010-09-09,14.65999984741211
2010-09-10,14.649999618530273
2010-09-13,14.949999809265137
2010-09-14,15.079999923706055
2010-09-15,15.09000015258789
2010-09-16,14.90999984741211
2010-09-17,14.90999984741211
2010-09-20,15.010000228881836
2010-09-21,14.949999809265137
2010-09-22,14.640000343322754
2010-09-23,14.520000457763672
2010-09-24,14.869999885559082
2010-09-27,14.859999656677246
2010-09-28,15.319999694824219
2010-09-29,15.170000076293945
2010-09-30,15.420000076293945
2010-10-01,15.3100004196167
2010-10-04,14.970000267028809
2010-10-05,15.470000267028809
2010-10-06,15.350000381469727
2010-10-07,15.529999732971191
2010-10-08,15.760000228881836
2010-10-11,15.510000228881836
2010-10-12,15.390000343322754
2010-10-13,15.6899995803833
2010-10-14,16.110000610351562
2010-10-15,16.209999084472656
2010-10-18,16.399999618530273
2010-10-19,16.110000610351562
2010-10-20,16.329999923706055
2010-10-21,16.309999465942383
2010-10-22,16.260000228881836
2010-10-25,16.270000457763672
2010-10-26,16.950000762939453
2010-10-27,17.020000457763672
2010-10-28,16.8799991607666
2010-10-29,16.950000762939453
2010-11-01,16.860000610351562
2010-11-02,16.780000686645508
2010-11-03,18.100000381469727
2010-11-04,17.8700008392334
2010-11-05,17.860000610351562
2010-11-08,17.520000457763672
2010-11-09,17.1299991607666
2010-11-10,16.989999771118164
2010-11-11,17.280000686645508
2010-11-12,17.209999084472656
2010-11-15,17.170000076293945
2010-11-16,17.010000228881836
2010-11-17,16.940000534057617
2010-11-18,17.100000381469727
2010-11-19,17.1200008392334
2010-11-22,17.190000534057617
2010-11-23,16.860000610351562
2010-11-24,17.079999923706055
2010-11-26,16.969999313354492
2010-11-29,17.100000381469727
2010-11-30,16.899999618530273
2010-12-01,17.059999465942383
2010-12-02,17.030000686645508
2010-12-03,16.889999389648438
2010-12-06,17.049999237060547
2010-12-07,17.0
2010-12-08,17.079999923706055
2010-12-09,17.0
2010-12-10,17.200000762939453
2010-12-13,17.110000610351562
2010-12-14,17.1299991607666
2010-12-15,17.450000762939453
2010-12-16,17.989999771118164
2010-12-17,17.81999969482422
2010-12-20,18.010000228881836
2010-12-21,18.299999237060547
2010-12-22,17.989999771118164
2010-12-23,17.8700008392334
2010-12-27,18.049999237060547
2010-12-28,17.8799991607666
2010-12-29,17.799999237060547
2010-12-30,17.799999237060547
2010-12-31,17.700000762939453
2011-01-03,17.610000610351562
2011-01-04,17.549999237060547
2011-01-05,17.770000457763672
2011-01-06,17.3799991607666
2011-01-07,17.200000762939453
2011-01-10,17.09000015258789
2011-01-11,17.020000457763672
2011-01-12,17.540000915527344
2011-01-13,17.3799991607666
2011-01-14,17.90999984741211
2011-01-18,17.670000076293945
2011-01-19,17.15999984741211
2011-01-20,16.989999771118164
2011-01-21,16.889999389648438
2011-01-24,17.100000381469727
2011-01-25,17.15999984741211
2011-01-26,17.299999237060547
2011-01-27,17.020000457763672
2011-01-28,16.530000686645508
2011-01-31,17.09000015258789
2011-02-01,17.540000915527344
2011-02-02,17.809999465942383
2011-02-03,18.040000915527344
2011-02-04,17.43000030517578
2011-02-07,17.709999084472656
2011-02-08,17.940000534057617
2011-02-09,17.93000030517578
2011-02-10,17.719999313354492
2011-02-11,18.899999618530273
2011-02-14,19.030000686645508
2011-02-15,19.299999237060547
2011-02-16,18.709999084472656
2011-02-17,19.270000457763672
2011-02-18,19.190000534057617
2011-02-22,18.84000015258789
2011-02-23,18.59000015258789
2011-02-24,18.760000228881836
2011-02-25,19.15999984741211
2011-02-28,18.950000762939453
2011-03-01,18.799999237060547
2011-03-02,19.270000457763672
2011-03-03,19.469999313354492
2011-03-04,19.510000228881836
2011-03-07,19.15999984741211
2011-03-08,19.020000457763672
2011-03-09,19.100000381469727
2011-03-10,18.75
2011-03-11,18.6299991607666
2011-03-14,18.639999389648438
2011-03-15,18.479999542236328
2011-03-16,18.81999969482422
2011-03-17,18.959999084472656
2011-03-18,19.18000030517578
2011-03-21,19.8700008392334
2011-03-22,19.690000534057617
2011-03-23,19.549999237060547
2011-03-24,19.93000030517578
2011-03-25,19.989999771118164
2011-03-28,19.8700008392334
2011-03-29,19.790000915527344
2011-03-30,20.15999984741211
2011-03-31,20.350000381469727
2011-04-01,20.5
2011-04-04,20.790000915527344
2011-04-05,20.610000610351562
2011-04-06,20.020000457763672
2011-04-07,19.90999984741211
2011-04-08,19.75
2011-04-11,19.489999771118164
2011-04-12,19.110000610351562
2011-04-13,19.420000076293945
2011-04-14,19.559999465942383
2011-04-15,19.43000030517578
2011-04-18,18.93000030517578
2011-04-19,19.1299991607666
2011-04-20,19.56999969482422
2011-04-21,19.850000381469727
2011-04-25,19.610000610351562
2011-04-26,19.68000030517578
2011-04-27,19.799999237060547
2011-04-28,20.149999618530273
2011-04-29,21.25
2011-05-02,20.440000534057617
2011-05-03,20.399999618530273
2011-05-04,20.049999237060547
2011-05-05,20.049999237060547
2011-05-06,20.149999618530273
2011-05-09,20.510000228881836
2011-05-10,21.469999313354492
2011-05-11,21.229999542236328
2011-05-12,21.799999237060547
2011-05-13,21.860000610351562
2011-05-16,21.950000762939453
2011-05-17,22.139999389648438
2011-05-18,22.0
2011-05-19,21.600000381469727
2011-05-20,21.5
2011-05-23,20.989999771118164
2011-05-24,20.8700008392334
2011-05-25,21.139999389648438
2011-05-26,21.260000228881836
2011-05-27,21.6200008392334
2011-05-31,22.139999389648438
2011-06-01,21.170000076293945
2011-06-02,21.329999923706055
2011-06-03,20.969999313354492
2011-06-06,20.6200008392334
2011-06-07,20.510000228881836
2011-06-08,20.56999969482422
2011-06-09,20.81999969482422
2011-06-10,20.43000030517578
2011-06-13,20.549999237060547
2011-06-14,21.059999465942383
2011-06-15,20.780000686645508
2011-06-16,20.610000610351562
2011-06-17,20.709999084472656
2011-06-20,21.0
2011-06-21,21.389999389648438
2011-06-22,22.040000915527344
2011-06-23,22.469999313354492
2011-06-24,21.81999969482422
2011-06-27,22.389999389648438
2011-06-28,23.200000762939453
2011-06-29,23.489999771118164
2011-06-30,23.450000762939453
2011-07-01,23.709999084472656
2011-07-05,23.860000610351562
2011-07-06,24.0
2011-07-07,24.190000534057617
2011-07-08,24.270000457763672
2011-07-11,23.860000610351562
2011-07-12,23.8799991607666
2011-07-13,24.170000076293945
2011-07-14,24.110000610351562
2011-07-15,24.139999389648438
2011-07-18,23.75
2011-07-19,24.540000915527344
2011-07-20,23.8799991607666
2011-07-21,24.0
2011-07-22,24.059999465942383
2011-07-25,23.940000534057617
2011-07-26,23.65999984741211
2011-07-27,22.75
2011-07-28,22.860000610351562
2011-07-29,22.979999542236328
2011-08-01,23.6299991607666
2011-08-02,22.8700008392334
2011-08-03,23.020000457763672
2011-08-04,21.549999237060547
2011-08-05,22.40999984741211
2011-08-08,19.530000686645508
2011-08-09,22.389999389648438
2011-08-10,21.110000610351562
2011-08-11,21.899999618530273
2011-08-12,22.31999969482422
2011-08-15,22.90999984741211
2011-08-16,22.6299991607666
2011-08-17,22.100000381469727
2011-08-18,21.290000915527344
2011-08-19,21.649999618530273
2011-08-22,21.90999984741211
2011-08-23,22.90999984741211
2011-08-24,23.329999923706055
2011-08-25,23.010000228881836
2011-08-26,23.600000381469727
2011-08-29,24.049999237060547
2011-08-30,24.790000915527344
2011-08-31,24.760000228881836
2011-09-01,24.93000030517578
2011-09-02,24.25
2011-09-06,24.239999771118164
2011-09-07,24.260000228881836
2011-09-08,23.940000534057617
2011-09-09,23.1200008392334
2011-09-12,22.799999237060547
2011-09-13,23.75
