,FNY
2011-04-20,20.579999923706055
2011-04-21,20.579999923706055
2011-04-25,20.81999969482422
2011-04-26,21.020000457763672
2011-04-27,21.020000457763672
2011-04-28,21.110000610351562
2011-04-29,21.15999984741211
2011-05-02,21.059999465942383
2011-05-03,21.059999465942383
2011-05-04,20.540000915527344
2011-05-05,20.690000534057617
2011-05-06,20.520000457763672
2011-05-09,20.780000686645508
2011-05-10,20.940000534057617
2011-05-11,20.889999389648438
2011-05-12,20.93000030517578
2011-05-13,20.739999771118164
2011-05-16,20.739999771118164
2011-05-17,20.200000762939453
2011-05-18,20.389999389648438
2011-05-19,20.6200008392334
2011-05-20,20.5
2011-05-23,20.049999237060547
2011-05-24,20.09000015258789
2011-05-25,20.239999771118164
2011-05-26,20.489999771118164
2011-05-27,20.6200008392334
2011-05-31,20.649999618530273
2011-06-01,20.239999771118164
2011-06-02,20.350000381469727
2011-06-03,20.110000610351562
2011-06-06,20.110000610351562
2011-06-07,19.790000915527344
2011-06-08,19.530000686645508
2011-06-09,19.670000076293945
2011-06-10,19.670000076293945
2011-06-13,19.670000076293945
2011-06-14,19.670000076293945
2011-06-15,19.389999389648438
2011-06-16,19.15999984741211
2011-06-17,19.290000915527344
2011-06-20,19.489999771118164
2011-06-21,19.950000762939453
2011-06-22,20.0
2011-06-23,20.010000228881836
2011-06-24,19.90999984741211
2011-06-27,20.040000915527344
2011-06-28,20.350000381469727
2011-06-29,20.56999969482422
2011-06-30,20.770000457763672
2011-07-01,21.049999237060547
2011-07-05,21.15999984741211
2011-07-06,21.329999923706055
2011-07-07,21.56999969482422
2011-07-08,21.43000030517578
2011-07-11,20.899999618530273
2011-07-12,20.81999969482422
2011-07-13,20.950000762939453
2011-07-14,20.729999542236328
2011-07-15,20.770000457763672
2011-07-18,20.530000686645508
2011-07-19,21.030000686645508
2011-07-20,20.8700008392334
2011-07-21,21.010000228881836
2011-07-22,21.110000610351562
2011-07-25,20.920000076293945
2011-07-26,20.799999237060547
2011-07-27,20.200000762939453
2011-07-28,20.1299991607666
2011-07-29,20.0
2011-08-01,19.84000015258789
2011-08-02,19.399999618530273
2011-08-03,19.3799991607666
2011-08-04,18.229999542236328
2011-08-05,17.90999984741211
2011-08-08,16.799999237060547
2011-08-09,16.969999313354492
2011-08-10,17.399999618530273
2011-08-11,17.889999389648438
2011-08-12,18.1200008392334
2011-08-15,18.399999618530273
2011-08-16,17.989999771118164
2011-08-17,17.899999618530273
2011-08-18,16.950000762939453
2011-08-19,16.850000381469727
2011-08-22,16.65999984741211
2011-08-23,17.290000915527344
2011-08-24,17.40999984741211
2011-08-25,17.209999084472656
2011-08-26,17.729999542236328
2011-08-29,17.729999542236328
2011-08-30,18.489999771118164
2011-08-31,18.510000228881836
2011-09-01,18.209999084472656
2011-09-02,17.829999923706055
2011-09-06,17.829999923706055
2011-09-07,18.110000610351562
2011-09-08,17.959999084472656
2011-09-09,17.5
2011-09-12,17.440000534057617
2011-09-13,17.940000534057617
2011-09-14,18.309999465942383
2011-09-15,18.530000686645508
2011-09-16,18.489999771118164
2011-09-19,18.43000030517578
2011-09-20,18.639999389648438
2011-09-21,17.8799991607666
2011-09-22,16.860000610351562
2011-09-23,17.079999923706055
2011-09-26,17.3700008392334
2011-09-27,17.3700008392334
2011-09-28,17.3700008392334
2011-09-29,17.200000762939453
2011-09-30,16.920000076293945
2011-10-03,16.030000686645508
2011-10-04,16.25
2011-10-05,16.25
2011-10-06,17.260000228881836
2011-10-07,17.440000534057617
2011-10-10,17.760000228881836
2011-10-11,17.790000915527344
2011-10-12,18.1200008392334
2011-10-13,18.1200008392334
2011-10-14,18.350000381469727
2011-10-17,18.010000228881836
2011-10-18,18.09000015258789
2011-10-19,18.049999237060547
2011-10-20,18.010000228881836
2011-10-21,18.350000381469727
2011-10-24,18.950000762939453
2011-10-25,18.549999237060547
2011-10-26,18.690000534057617
2011-10-27,19.450000762939453
2011-10-28,19.389999389648438
2011-10-31,19.049999237060547
2011-11-01,18.450000762939453
2011-11-02,18.799999237060547
2011-11-03,19.149999618530273
2011-11-04,19.1299991607666
2011-11-07,19.079999923706055
2011-11-08,19.290000915527344
2011-11-09,18.56999969482422
2011-11-10,18.549999237060547
2011-11-11,18.989999771118164
2011-11-14,18.84000015258789
2011-11-15,19.010000228881836
2011-11-16,18.75
2011-11-17,18.600000381469727
2011-11-18,18.40999984741211
2011-11-21,17.950000762939453
2011-11-22,17.989999771118164
2011-11-23,17.989999771118164
2011-11-25,17.649999618530273
2011-11-28,18.139999389648438
2011-11-29,18.149999618530273
2011-11-30,18.90999984741211
2011-12-01,18.920000076293945
2011-12-02,18.93000030517578
2011-12-05,19.190000534057617
2011-12-06,19.030000686645508
2011-12-07,19.0
2011-12-08,18.610000610351562
2011-12-09,18.920000076293945
2011-12-12,18.709999084472656
2011-12-13,18.299999237060547
2011-12-14,18.139999389648438
2011-12-15,18.260000228881836
2011-12-16,18.440000534057617
2011-12-19,18.56999969482422
2011-12-20,18.729999542236328
2011-12-21,18.81999969482422
2011-12-22,18.899999618530273
2011-12-23,18.90999984741211
2011-12-27,19.110000610351562
2011-12-28,18.719999313354492
2011-12-29,18.81999969482422
2011-12-30,18.81999969482422
2012-01-03,18.90999984741211
2012-01-04,18.8799991607666
2012-01-05,19.0
2012-01-06,18.979999542236328
2012-01-09,19.06999969482422
2012-01-10,19.239999771118164
2012-01-11,19.3799991607666
2012-01-12,19.40999984741211
2012-01-13,19.31999969482422
2012-01-17,19.389999389648438
2012-01-18,19.639999389648438
2012-01-19,19.780000686645508
2012-01-20,19.649999618530273
2012-01-23,19.68000030517578
2012-01-24,19.729999542236328
2012-01-25,19.81999969482422
2012-01-26,19.75
2012-01-27,19.860000610351562
2012-01-30,19.899999618530273
2012-01-31,19.770000457763672
2012-02-01,20.139999389648438
2012-02-02,20.059999465942383
2012-02-03,20.450000762939453
2012-02-06,20.34000015258789
2012-02-07,20.450000762939453
2012-02-08,20.43000030517578
2012-02-09,20.459999084472656
2012-02-10,20.25
2012-02-13,20.43000030517578
2012-02-14,20.420000076293945
2012-02-15,20.3700008392334
2012-02-16,20.6299991607666
2012-02-17,20.600000381469727
2012-02-21,20.5
2012-02-22,20.5
2012-02-23,20.68000030517578
2012-02-24,20.729999542236328
2012-02-27,20.75
2012-02-28,20.6200008392334
2012-02-29,20.450000762939453
2012-03-01,20.56999969482422
2012-03-02,20.450000762939453
2012-03-05,20.350000381469727
2012-03-06,20.059999465942383
2012-03-07,20.1299991607666
2012-03-08,20.549999237060547
2012-03-09,20.709999084472656
2012-03-12,20.6200008392334
2012-03-13,20.8799991607666
2012-03-14,20.829999923706055
2012-03-15,20.979999542236328
2012-03-16,20.979999542236328
2012-03-19,20.989999771118164
2012-03-20,20.850000381469727
2012-03-21,20.850000381469727
2012-03-22,20.639999389648438
2012-03-23,20.770000457763672
2012-03-26,21.06999969482422
2012-03-27,21.040000915527344
2012-03-28,20.8799991607666
2012-03-29,20.84000015258789
2012-03-30,20.899999618530273
2012-04-02,20.969999313354492
2012-04-03,20.989999771118164
2012-04-04,20.780000686645508
2012-04-05,20.729999542236328
2012-04-09,20.479999542236328
2012-04-10,19.93000030517578
2012-04-11,20.200000762939453
2012-04-12,20.540000915527344
2012-04-13,20.3799991607666
2012-04-16,20.3700008392334
2012-04-17,20.739999771118164
2012-04-18,20.81999969482422
2012-04-19,20.579999923706055
2012-04-20,20.770000457763672
2012-04-23,20.309999465942383
2012-04-24,20.399999618530273
2012-04-25,20.809999465942383
2012-04-26,20.989999771118164
2012-04-27,21.190000534057617
2012-04-30,20.989999771118164
2012-05-01,20.979999542236328
2012-05-02,20.959999084472656
2012-05-03,20.719999313354492
2012-05-04,20.40999984741211
2012-05-07,20.3700008392334
2012-05-08,20.049999237060547
2012-05-09,20.100000381469727
2012-05-10,20.1299991607666
2012-05-11,20.229999542236328
2012-05-14,19.979999542236328
2012-05-15,19.799999237060547
2012-05-16,19.739999771118164
2012-05-17,19.09000015258789
2012-05-18,18.84000015258789
2012-05-21,19.329999923706055
2012-05-22,19.329999923706055
2012-05-23,19.579999923706055
2012-05-24,19.670000076293945
2012-05-25,19.56999969482422
2012-05-29,19.81999969482422
2012-05-30,19.549999237060547
2012-05-31,19.530000686645508
2012-06-01,18.719999313354492
2012-06-04,18.56999969482422
2012-06-05,18.809999465942383
2012-06-06,19.260000228881836
2012-06-07,19.229999542236328
2012-06-08,19.299999237060547
2012-06-11,19.059999465942383
2012-06-12,19.1299991607666
2012-06-13,18.8799991607666
2012-06-14,19.040000915527344
2012-06-15,19.31999969482422
2012-06-18,19.5
2012-06-19,19.75
2012-06-20,19.690000534057617
2012-06-21,19.110000610351562
2012-06-22,19.200000762939453
2012-06-25,18.81999969482422
2012-06-26,18.90999984741211
2012-06-27,18.889999389648438
2012-06-28,18.850000381469727
2012-06-29,19.530000686645508
2012-07-02,19.59000015258789
2012-07-03,19.93000030517578
2012-07-05,19.989999771118164
2012-07-06,19.510000228881836
2012-07-09,19.639999389648438
2012-07-10,19.420000076293945
2012-07-11,19.260000228881836
2012-07-12,19.18000030517578
2012-07-13,19.639999389648438
2012-07-16,19.59000015258789
2012-07-17,19.540000915527344
2012-07-18,19.6200008392334
2012-07-19,19.690000534057617
2012-07-20,19.510000228881836
2012-07-23,19.270000457763672
2012-07-24,18.979999542236328
2012-07-25,19.110000610351562
2012-07-26,19.309999465942383
2012-07-27,19.770000457763672
2012-07-30,19.75
2012-07-31,19.59000015258789
2012-08-01,19.3700008392334
2012-08-02,19.190000534057617
2012-08-03,19.6200008392334
2012-08-06,19.65999984741211
2012-08-07,19.850000381469727
2012-08-08,19.709999084472656
2012-08-09,19.75
2012-08-10,19.739999771118164
2012-08-13,19.739999771118164
2012-08-14,19.790000915527344
2012-08-15,19.809999465942383
2012-08-16,20.059999465942383
2012-08-17,20.1200008392334
2012-08-20,20.049999237060547
2012-08-21,20.149999618530273
2012-08-22,20.139999389648438
2012-08-23,20.020000457763672
2012-08-24,20.049999237060547
2012-08-27,20.079999923706055
2012-08-28,20.200000762939453
2012-08-29,20.200000762939453
2012-08-30,20.0
2012-08-31,20.110000610351562
2012-09-04,20.280000686645508
2012-09-05,20.229999542236328
