,CRTO
2014-03-27,39.900001525878906
2014-03-28,39.959999084472656
2014-03-31,40.54999923706055
2014-04-01,41.09000015258789
2014-04-02,37.959999084472656
2014-04-03,38.27000045776367
2014-04-04,39.2400016784668
2014-04-07,36.18000030517578
2014-04-08,37.2599983215332
2014-04-09,38.22999954223633
2014-04-10,36.91999816894531
2014-04-11,35.849998474121094
2014-04-14,33.849998474121094
2014-04-15,33.36000061035156
2014-04-16,35.470001220703125
2014-04-17,37.77000045776367
2014-04-21,36.5
2014-04-22,37.209999084472656
2014-04-23,37.34000015258789
2014-04-24,33.540000915527344
2014-04-25,28.940000534057617
2014-04-28,27.110000610351562
2014-04-29,29.350000381469727
2014-04-30,31.979999542236328
2014-05-01,32.970001220703125
2014-05-02,32.060001373291016
2014-05-05,31.209999084472656
2014-05-06,28.450000762939453
2014-05-07,27.260000228881836
2014-05-08,29.020000457763672
2014-05-09,26.889999389648438
2014-05-12,29.43000030517578
2014-05-13,29.520000457763672
2014-05-14,33.5
2014-05-15,33.61000061035156
2014-05-16,33.59000015258789
2014-05-19,33.650001525878906
2014-05-20,33.88999938964844
2014-05-21,33.939998626708984
2014-05-22,32.099998474121094
2014-05-23,33.0
2014-05-27,32.650001525878906
2014-05-28,31.889999389648438
2014-05-29,31.65999984741211
2014-05-30,28.75
2014-06-02,28.850000381469727
2014-06-03,30.25
2014-06-04,30.0
2014-06-05,30.110000610351562
2014-06-06,31.739999771118164
2014-06-09,32.970001220703125
2014-06-10,33.29999923706055
2014-06-11,34.09000015258789
2014-06-12,35.099998474121094
2014-06-13,36.56999969482422
2014-06-16,35.63999938964844
2014-06-17,35.689998626708984
2014-06-18,34.810001373291016
2014-06-19,34.56999969482422
2014-06-20,34.09000015258789
2014-06-23,34.439998626708984
2014-06-24,33.5099983215332
2014-06-25,33.869998931884766
2014-06-26,33.45000076293945
2014-06-27,33.209999084472656
2014-06-30,33.77000045776367
2014-07-01,34.25
2014-07-02,36.439998626708984
2014-07-03,37.099998474121094
2014-07-07,37.18000030517578
2014-07-08,33.619998931884766
2014-07-09,32.540000915527344
2014-07-10,31.520000457763672
2014-07-11,32.150001525878906
2014-07-14,32.040000915527344
2014-07-15,30.690000534057617
2014-07-16,31.790000915527344
2014-07-17,30.68000030517578
2014-07-18,32.11000061035156
2014-07-21,31.829999923706055
2014-07-22,32.16999816894531
2014-07-23,30.770000457763672
2014-07-24,31.184999465942383
2014-07-25,30.899999618530273
2014-07-28,29.579999923706055
2014-07-29,30.219999313354492
2014-07-30,30.040000915527344
2014-07-31,29.760000228881836
2014-08-01,30.100000381469727
2014-08-04,30.100000381469727
2014-08-05,29.600000381469727
2014-08-06,31.40999984741211
2014-08-07,28.985000610351562
2014-08-08,29.190000534057617
2014-08-11,29.850000381469727
2014-08-12,29.315000534057617
2014-08-13,28.59000015258789
2014-08-14,28.8799991607666
2014-08-15,29.90999984741211
2014-08-18,31.75
2014-08-19,31.100000381469727
2014-08-20,31.100000381469727
2014-08-21,31.5
2014-08-22,31.31999969482422
2014-08-25,30.979999542236328
2014-08-26,30.610000610351562
2014-08-27,30.1299991607666
2014-08-28,30.649999618530273
2014-08-29,37.54999923706055
2014-09-02,36.68000030517578
2014-09-03,38.84000015258789
2014-09-04,36.439998626708984
2014-09-05,35.27000045776367
2014-09-08,35.779998779296875
2014-09-09,35.9900016784668
2014-09-10,33.97999954223633
2014-09-11,35.189998626708984
2014-09-12,37.029998779296875
2014-09-15,34.65999984741211
2014-09-16,34.79999923706055
2014-09-17,34.65999984741211
2014-09-18,33.61000061035156
2014-09-19,34.06999969482422
2014-09-22,34.29999923706055
2014-09-23,34.5
2014-09-24,34.630001068115234
2014-09-25,34.77000045776367
2014-09-26,34.59000015258789
2014-09-29,33.720001220703125
2014-09-30,33.650001525878906
2014-10-01,33.11000061035156
2014-10-02,32.900001525878906
2014-10-03,33.79999923706055
2014-10-06,33.91999816894531
2014-10-07,34.119998931884766
2014-10-08,33.810001373291016
2014-10-09,32.720001220703125
2014-10-10,31.489999771118164
2014-10-13,29.290000915527344
2014-10-14,29.5
2014-10-15,29.520000457763672
2014-10-16,29.610000610351562
2014-10-17,30.739999771118164
2014-10-20,29.790000915527344
2014-10-21,30.209999084472656
2014-10-22,29.229999542236328
2014-10-23,30.959999084472656
2014-10-24,30.110000610351562
2014-10-27,29.59000015258789
2014-10-28,30.950000762939453
2014-10-29,31.860000610351562
2014-10-30,30.959999084472656
2014-10-31,30.690000534057617
2014-11-03,29.8700008392334
2014-11-04,29.549999237060547
2014-11-05,35.9900016784668
2014-11-06,35.33000183105469
2014-11-07,36.189998626708984
2014-11-10,36.45000076293945
2014-11-11,37.0
2014-11-12,37.279998779296875
2014-11-13,38.20000076293945
2014-11-14,39.0
2014-11-17,38.0099983215332
2014-11-18,37.529998779296875
2014-11-19,38.25
2014-11-20,38.869998931884766
2014-11-21,39.5
2014-11-24,40.31999969482422
2014-11-25,40.45000076293945
2014-11-26,40.349998474121094
2014-11-28,40.380001068115234
2014-12-01,39.060001373291016
2014-12-02,38.29999923706055
2014-12-03,38.81999969482422
2014-12-04,37.959999084472656
2014-12-05,38.290000915527344
2014-12-08,37.59000015258789
2014-12-09,38.93000030517578
2014-12-10,38.36000061035156
2014-12-11,38.08000183105469
2014-12-12,38.0
2014-12-15,37.310001373291016
2014-12-16,37.84000015258789
2014-12-17,38.18000030517578
2014-12-18,39.540000915527344
2014-12-19,39.869998931884766
2014-12-22,40.11000061035156
2014-12-23,40.81999969482422
2014-12-24,40.81999969482422
2014-12-26,40.709999084472656
2014-12-29,39.88999938964844
2014-12-30,39.779998779296875
2014-12-31,40.41999816894531
2015-01-02,39.939998626708984
2015-01-05,37.83000183105469
2015-01-06,39.209999084472656
2015-01-07,39.63999938964844
2015-01-08,40.65999984741211
2015-01-09,40.970001220703125
2015-01-12,40.22999954223633
2015-01-13,39.72999954223633
2015-01-14,40.439998626708984
2015-01-15,39.25
2015-01-16,39.90999984741211
2015-01-20,41.650001525878906
2015-01-21,41.470001220703125
2015-01-22,43.0
2015-01-23,41.56999969482422
2015-01-26,41.02000045776367
2015-01-27,41.209999084472656
2015-01-28,39.779998779296875
2015-01-29,39.97999954223633
2015-01-30,38.95000076293945
2015-02-02,38.880001068115234
2015-02-03,39.72999954223633
2015-02-04,39.459999084472656
2015-02-05,40.810001373291016
2015-02-06,38.95000076293945
2015-02-09,38.869998931884766
2015-02-10,40.86000061035156
2015-02-11,40.38999938964844
2015-02-12,40.290000915527344
2015-02-13,40.70000076293945
2015-02-17,42.900001525878906
2015-02-18,43.43000030517578
2015-02-19,44.5
2015-02-20,44.630001068115234
2015-02-23,44.529998779296875
2015-02-24,43.2599983215332
2015-02-25,44.689998626708984
2015-02-26,44.34000015258789
2015-02-27,45.36000061035156
2015-03-02,45.689998626708984
2015-03-03,44.59000015258789
2015-03-04,43.70000076293945
2015-03-05,43.66999816894531
2015-03-06,42.029998779296875
2015-03-09,42.869998931884766
2015-03-10,40.59000015258789
2015-03-11,41.66999816894531
2015-03-12,41.189998626708984
2015-03-13,41.959999084472656
2015-03-16,42.47999954223633
2015-03-17,43.40999984741211
2015-03-18,43.45000076293945
2015-03-19,43.560001373291016
2015-03-20,43.369998931884766
2015-03-23,43.349998474121094
2015-03-24,43.15999984741211
2015-03-25,41.68000030517578
2015-03-26,41.81999969482422
2015-03-27,40.83000183105469
2015-03-30,39.880001068115234
2015-03-31,39.5
2015-04-01,40.040000915527344
2015-04-02,40.9900016784668
2015-04-06,39.869998931884766
2015-04-07,40.779998779296875
2015-04-08,41.849998474121094
2015-04-09,41.93000030517578
2015-04-10,41.56999969482422
2015-04-13,43.029998779296875
2015-04-14,43.58000183105469
2015-04-15,43.529998779296875
2015-04-16,42.70000076293945
2015-04-17,42.04999923706055
2015-04-20,42.380001068115234
2015-04-21,42.9900016784668
2015-04-22,42.93000030517578
2015-04-23,43.220001220703125
2015-04-24,43.52000045776367
2015-04-27,43.70000076293945
2015-04-28,42.869998931884766
2015-04-29,42.45000076293945
2015-04-30,41.459999084472656
2015-05-01,42.29999923706055
2015-05-04,42.75
2015-05-05,43.5
2015-05-06,45.150001525878906
2015-05-07,45.27000045776367
2015-05-08,45.25
2015-05-11,44.529998779296875
2015-05-12,44.88999938964844
2015-05-13,45.529998779296875
2015-05-14,47.5
2015-05-15,48.290000915527344
2015-05-18,49.90999984741211
2015-05-19,48.90999984741211
2015-05-20,47.7599983215332
2015-05-21,49.369998931884766
2015-05-22,49.02000045776367
2015-05-26,47.900001525878906
2015-05-27,48.11000061035156
2015-05-28,47.7599983215332
2015-05-29,48.029998779296875
2015-06-01,46.70000076293945
2015-06-02,47.220001220703125
2015-06-03,49.0099983215332
2015-06-04,49.689998626708984
2015-06-05,50.95000076293945
2015-06-08,49.560001373291016
2015-06-09,49.72999954223633
2015-06-10,50.68000030517578
2015-06-11,47.0
2015-06-12,47.7400016784668
2015-06-15,45.31999969482422
2015-06-16,46.31999969482422
2015-06-17,45.45000076293945
2015-06-18,46.7400016784668
2015-06-19,47.099998474121094
2015-06-22,46.68000030517578
2015-06-23,47.34000015258789
2015-06-24,47.34000015258789
2015-06-25,48.59000015258789
2015-06-26,47.959999084472656
2015-06-29,47.13999938964844
2015-06-30,47.66999816894531
2015-07-01,50.04999923706055
2015-07-02,49.93000030517578
2015-07-06,50.02000045776367
2015-07-07,49.47999954223633
2015-07-08,51.11000061035156
2015-07-09,52.25
2015-07-10,51.34000015258789
2015-07-13,51.97999954223633
2015-07-14,52.040000915527344
2015-07-15,52.34000015258789
2015-07-16,54.18000030517578
2015-07-17,54.810001373291016
2015-07-20,55.0099983215332
2015-07-21,55.599998474121094
2015-07-22,56.72999954223633
2015-07-23,54.95000076293945
2015-07-24,54.08000183105469
2015-07-27,52.439998626708984
2015-07-28,54.09000015258789
2015-07-29,52.36000061035156
2015-07-30,52.95000076293945
2015-07-31,53.22999954223633
2015-08-03,51.72999954223633
2015-08-04,45.40999984741211
2015-08-05,47.810001373291016
2015-08-06,47.16999816894531
2015-08-07,46.7599983215332
2015-08-10,46.369998931884766
2015-08-11,46.939998626708984
2015-08-12,45.84000015258789
2015-08-13,46.0
2015-08-14,46.11000061035156
2015-08-17,46.880001068115234
2015-08-18,47.63999938964844
2015-08-19,47.34000015258789
2015-08-20,43.66999816894531
2015-08-21,43.4900016784668
2015-08-24,42.029998779296875
2015-08-25,41.619998931884766
2015-08-26,42.41999816894531
2015-08-27,43.599998474121094
2015-08-28,43.099998474121094
2015-08-31,39.209999084472656
2015-09-01,37.130001068115234
2015-09-02,38.470001220703125
2015-09-03,37.650001525878906
2015-09-04,36.13999938964844
2015-09-08,35.95000076293945
2015-09-09,36.7400016784668
2015-09-10,37.650001525878906
2015-09-11,37.95000076293945
2015-09-14,38.849998474121094
2015-09-15,40.119998931884766
2015-09-16,42.66999816894531
2015-09-17,42.150001525878906
2015-09-18,41.040000915527344
2015-09-21,40.900001525878906
2015-09-22,39.97999954223633
2015-09-23,40.34000015258789
2015-09-24,40.279998779296875
2015-09-25,39.84000015258789
2015-09-28,37.59000015258789
2015-09-29,36.29999923706055
2015-09-30,37.540000915527344
2015-10-01,36.560001373291016
2015-10-02,38.5
2015-10-05,39.060001373291016
2015-10-06,40.619998931884766
2015-10-07,41.95000076293945
2015-10-08,42.470001220703125
2015-10-09,40.869998931884766
2015-10-12,40.41999816894531
2015-10-13,39.779998779296875
2015-10-14,40.02000045776367
2015-10-15,42.220001220703125
2015-10-16,42.4900016784668
2015-10-19,42.15999984741211
2015-10-20,42.720001220703125
2015-10-21,42.72999954223633
2015-10-22,42.70000076293945
2015-10-23,43.08000183105469
2015-10-26,40.869998931884766
2015-10-27,40.060001373291016
2015-10-28,39.0
2015-10-29,38.560001373291016
2015-10-30,38.060001373291016
2015-11-02,40.13999938964844
2015-11-03,41.86000061035156
2015-11-04,35.04999923706055
2015-11-05,33.939998626708984
2015-11-06,36.79999923706055
2015-11-09,37.529998779296875
2015-11-10,37.40999984741211
2015-11-11,37.4900016784668
2015-11-12,38.59000015258789
2015-11-13,38.9900016784668
2015-11-16,38.59000015258789
2015-11-17,38.83000183105469
2015-11-18,38.5099983215332
2015-11-19,37.619998931884766
2015-11-20,38.900001525878906
2015-11-23,37.84000015258789
2015-11-24,38.439998626708984
2015-11-25,39.56999969482422
2015-11-27,39.7599983215332
2015-11-30,40.7599983215332
2015-12-01,40.93000030517578
2015-12-02,40.93000030517578
2015-12-03,39.4900016784668
2015-12-04,40.560001373291016
2015-12-07,41.29999923706055
2015-12-08,40.54999923706055
2015-12-09,41.09000015258789
2015-12-10,41.650001525878906
2015-12-11,39.27000045776367
2015-12-14,39.06999969482422
2015-12-15,38.91999816894531
2015-12-16,38.900001525878906
2015-12-17,37.939998626708984
2015-12-18,39.0
2015-12-21,39.86000061035156
2015-12-22,39.93000030517578
2015-12-23,40.0099983215332
2015-12-24,40.0
2015-12-28,39.5099983215332
2015-12-29,40.59000015258789
2015-12-30,39.83000183105469
2015-12-31,39.599998474121094
2016-01-04,38.5099983215332
2016-01-05,37.849998474121094
2016-01-06,36.4900016784668
2016-01-07,34.93000030517578
2016-01-08,34.13999938964844
2016-01-11,33.29999923706055
2016-01-12,32.47999954223633
2016-01-13,31.399999618530273
2016-01-14,30.81999969482422
2016-01-15,29.5
2016-01-19,28.5
2016-01-20,28.040000915527344
2016-01-21,28.93000030517578
2016-01-22,30.110000610351562
2016-01-25,29.860000610351562
2016-01-26,28.549999237060547
2016-01-27,28.459999084472656
2016-01-28,28.56999969482422
2016-01-29,29.579999923706055
2016-02-01,29.709999084472656
2016-02-02,29.290000915527344
2016-02-03,29.829999923706055
2016-02-04,30.290000915527344
2016-02-05,27.639999389648438
2016-02-08,25.950000762939453
2016-02-09,26.040000915527344
2016-02-10,33.38999938964844
2016-02-11,33.279998779296875
2016-02-12,34.38999938964844
2016-02-16,36.75
2016-02-17,37.70000076293945
2016-02-18,38.13999938964844
2016-02-19,37.189998626708984
2016-02-22,37.29999923706055
2016-02-23,37.08000183105469
2016-02-24,37.16999816894531
2016-02-25,37.529998779296875
2016-02-26,38.220001220703125
2016-02-29,37.099998474121094
2016-03-01,37.90999984741211
2016-03-02,37.95000076293945
2016-03-03,39.720001220703125
2016-03-04,39.900001525878906
2016-03-07,38.88999938964844
2016-03-08,37.65999984741211
2016-03-09,36.86000061035156
2016-03-10,35.91999816894531
2016-03-11,38.15999984741211
2016-03-14,38.61000061035156
2016-03-15,36.970001220703125
2016-03-16,38.02000045776367
2016-03-17,39.16999816894531
2016-03-18,40.290000915527344
2016-03-21,39.72999954223633
2016-03-22,39.54999923706055
2016-03-23,39.060001373291016
2016-03-24,39.72999954223633
2016-03-28,39.84000015258789
2016-03-29,40.02000045776367
2016-03-30,40.060001373291016
2016-03-31,41.41999816894531
2016-04-01,41.349998474121094
2016-04-04,41.439998626708984
2016-04-05,40.13999938964844
2016-04-06,40.5099983215332
2016-04-07,40.0
2016-04-08,39.70000076293945
2016-04-11,38.25
2016-04-12,39.86000061035156
2016-04-13,40.04999923706055
2016-04-14,38.650001525878906
2016-04-15,38.7599983215332
2016-04-18,39.970001220703125
2016-04-19,40.15999984741211
2016-04-20,41.06999969482422
2016-04-21,42.13999938964844
2016-04-22,41.5
2016-04-25,42.04999923706055
2016-04-26,42.2400016784668
2016-04-27,41.849998474121094
2016-04-28,41.81999969482422
2016-04-29,41.689998626708984
2016-05-02,42.56999969482422
2016-05-03,43.0
2016-05-04,40.849998474121094
2016-05-05,40.150001525878906
2016-05-06,42.33000183105469
2016-05-09,41.88999938964844
2016-05-10,42.400001525878906
2016-05-11,42.279998779296875
2016-05-12,43.0
2016-05-13,43.959999084472656
2016-05-16,44.290000915527344
2016-05-17,45.060001373291016
2016-05-18,44.5
2016-05-19,44.279998779296875
2016-05-20,45.27000045776367
2016-05-23,45.119998931884766
2016-05-24,45.439998626708984
2016-05-25,44.400001525878906
2016-05-26,44.36000061035156
2016-05-27,44.619998931884766
2016-05-31,44.869998931884766
2016-06-01,44.36000061035156
2016-06-02,45.369998931884766
2016-06-03,45.849998474121094
2016-06-06,45.20000076293945
2016-06-07,45.880001068115234
2016-06-08,45.619998931884766
2016-06-09,45.040000915527344
2016-06-10,44.29999923706055
2016-06-13,43.02000045776367
2016-06-14,43.400001525878906
2016-06-15,44.959999084472656
2016-06-16,45.029998779296875
2016-06-17,45.45000076293945
2016-06-20,46.380001068115234
2016-06-21,46.16999816894531
2016-06-22,45.31999969482422
2016-06-23,47.119998931884766
2016-06-24,44.470001220703125
2016-06-27,40.79999923706055
2016-06-28,42.09000015258789
2016-06-29,45.150001525878906
2016-06-30,45.91999816894531
2016-07-01,45.630001068115234
2016-07-05,44.029998779296875
2016-07-06,43.31999969482422
2016-07-07,42.970001220703125
2016-07-08,43.93000030517578
2016-07-11,43.709999084472656
2016-07-12,44.08000183105469
2016-07-13,43.189998626708984
2016-07-14,43.849998474121094
2016-07-15,43.09000015258789
2016-07-18,44.150001525878906
2016-07-19,43.68000030517578
2016-07-20,44.93000030517578
2016-07-21,44.970001220703125
2016-07-22,44.65999984741211
2016-07-25,43.7599983215332
2016-07-26,41.09000015258789
2016-07-27,41.9900016784668
2016-07-28,44.029998779296875
2016-07-29,44.189998626708984
2016-08-01,43.529998779296875
2016-08-02,43.15999984741211
2016-08-03,40.900001525878906
2016-08-04,42.11000061035156
2016-08-05,41.58000183105469
2016-08-08,41.290000915527344
2016-08-09,40.529998779296875
2016-08-10,40.0099983215332
2016-08-11,40.060001373291016
2016-08-12,39.81999969482422
2016-08-15,39.25
2016-08-16,38.20000076293945
2016-08-17,38.119998931884766
2016-08-18,37.34000015258789
2016-08-19,36.09000015258789
2016-08-22,36.380001068115234
2016-08-23,37.150001525878906
2016-08-24,36.4900016784668
2016-08-25,36.04999923706055
2016-08-26,36.119998931884766
2016-08-29,36.709999084472656
2016-08-30,37.16999816894531
2016-08-31,36.880001068115234
2016-09-01,38.06999969482422
2016-09-02,38.599998474121094
2016-09-06,36.540000915527344
2016-09-07,36.83000183105469
2016-09-08,35.619998931884766
2016-09-09,35.029998779296875
2016-09-12,35.45000076293945
2016-09-13,35.52000045776367
2016-09-14,35.79999923706055
2016-09-15,36.33000183105469
2016-09-16,36.68000030517578
2016-09-19,36.11000061035156
2016-09-20,35.810001373291016
2016-09-21,36.439998626708984
2016-09-22,36.790000915527344
2016-09-23,38.400001525878906
2016-09-26,37.0
2016-09-27,36.06999969482422
2016-09-28,36.20000076293945
2016-09-29,35.0099983215332
2016-09-30,35.11000061035156
2016-10-03,35.7599983215332
2016-10-04,36.630001068115234
2016-10-05,35.650001525878906
2016-10-06,34.29999923706055
2016-10-07,33.95000076293945
2016-10-10,34.0
2016-10-11,33.56999969482422
2016-10-12,33.810001373291016
2016-10-13,33.09000015258789
2016-10-14,33.47999954223633
2016-10-17,33.58000183105469
2016-10-18,34.93000030517578
2016-10-19,34.650001525878906
2016-10-20,35.02000045776367
2016-10-21,35.41999816894531
2016-10-24,36.4900016784668
2016-10-25,37.52000045776367
2016-10-26,37.119998931884766
2016-10-27,36.41999816894531
2016-10-28,36.810001373291016
2016-10-31,36.150001525878906
2016-11-01,36.61000061035156
2016-11-02,40.349998474121094
2016-11-03,40.61000061035156
2016-11-04,41.79999923706055
2016-11-07,42.56999969482422
2016-11-08,43.02000045776367
2016-11-09,42.029998779296875
2016-11-10,40.029998779296875
2016-11-11,40.02000045776367
2016-11-14,39.97999954223633
2016-11-15,40.09000015258789
2016-11-16,39.88999938964844
2016-11-17,40.0
2016-11-18,39.75
2016-11-21,41.209999084472656
2016-11-22,42.619998931884766
2016-11-23,42.63999938964844
2016-11-25,42.709999084472656
2016-11-28,42.09000015258789
2016-11-29,42.04999923706055
2016-11-30,41.27000045776367
2016-12-01,39.27000045776367
2016-12-02,38.68000030517578
2016-12-05,39.33000183105469
2016-12-06,40.59000015258789
2016-12-07,41.9900016784668
2016-12-08,41.84000015258789
2016-12-09,41.31999969482422
2016-12-12,41.08000183105469
2016-12-13,42.0
2016-12-14,40.25
2016-12-15,39.4900016784668
2016-12-16,40.68000030517578
2016-12-19,41.349998474121094
2016-12-20,40.380001068115234
2016-12-21,41.060001373291016
2016-12-22,41.189998626708984
2016-12-23,41.130001068115234
2016-12-27,41.5
2016-12-28,41.189998626708984
2016-12-29,41.029998779296875
2016-12-30,41.08000183105469
2017-01-03,41.869998931884766
2017-01-04,41.91999816894531
2017-01-05,42.209999084472656
2017-01-06,42.91999816894531
2017-01-09,42.9900016784668
2017-01-10,43.77000045776367
2017-01-11,44.65999984741211
2017-01-12,44.33000183105469
2017-01-13,45.779998779296875
2017-01-17,44.029998779296875
2017-01-18,44.060001373291016
2017-01-19,44.119998931884766
2017-01-20,44.13999938964844
2017-01-23,43.81999969482422
2017-01-24,43.90999984741211
2017-01-25,45.599998474121094
2017-01-26,45.720001220703125
2017-01-27,44.52000045776367
2017-01-30,44.22999954223633
2017-01-31,45.06999969482422
2017-02-01,45.959999084472656
2017-02-02,45.779998779296875
2017-02-03,45.66999816894531
2017-02-06,44.91999816894531
2017-02-07,44.900001525878906
2017-02-08,45.18000030517578
2017-02-09,45.43000030517578
2017-02-10,45.459999084472656
2017-02-13,45.86000061035156
2017-02-14,46.22999954223633
2017-02-15,46.20000076293945
2017-02-16,46.5
2017-02-17,44.97999954223633
2017-02-21,45.95000076293945
2017-02-22,44.75
2017-02-23,47.0
2017-02-24,48.0
2017-02-27,49.5099983215332
2017-02-28,46.97999954223633
2017-03-01,49.040000915527344
2017-03-02,48.56999969482422
2017-03-03,48.0
2017-03-06,47.7599983215332
2017-03-07,48.959999084472656
2017-03-08,50.220001220703125
2017-03-09,49.59000015258789
2017-03-10,49.25
2017-03-13,48.720001220703125
2017-03-14,48.95000076293945
2017-03-15,48.75
2017-03-16,48.34000015258789
2017-03-17,50.06999969482422
2017-03-20,50.900001525878906
2017-03-21,50.689998626708984
2017-03-22,49.72999954223633
2017-03-23,51.43000030517578
2017-03-24,51.54999923706055
2017-03-27,52.40999984741211
2017-03-28,51.099998474121094
2017-03-29,49.77000045776367
2017-03-30,50.650001525878906
2017-03-31,49.9900016784668
2017-04-03,50.619998931884766
2017-04-04,51.15999984741211
2017-04-05,51.04999923706055
2017-04-06,51.029998779296875
2017-04-07,50.04999923706055
2017-04-10,51.06999969482422
2017-04-11,50.15999984741211
2017-04-12,50.02000045776367
2017-04-13,49.91999816894531
2017-04-17,50.70000076293945
2017-04-18,50.209999084472656
2017-04-19,51.41999816894531
2017-04-20,51.459999084472656
2017-04-21,51.709999084472656
2017-04-24,52.06999969482422
2017-04-25,52.5099983215332
2017-04-26,53.459999084472656
2017-04-27,54.369998931884766
2017-04-28,54.38999938964844
2017-05-01,54.790000915527344
2017-05-02,54.84000015258789
2017-05-03,53.869998931884766
2017-05-04,52.18000030517578
2017-05-05,52.77000045776367
2017-05-08,53.150001525878906
2017-05-09,55.25
2017-05-10,54.9900016784668
2017-05-11,53.56999969482422
2017-05-12,53.61000061035156
2017-05-15,52.7599983215332
2017-05-16,51.189998626708984
2017-05-17,48.939998626708984
2017-05-18,48.77000045776367
2017-05-19,49.20000076293945
2017-05-22,51.310001373291016
2017-05-23,54.599998474121094
2017-05-24,55.04999923706055
2017-05-25,55.38999938964844
2017-05-26,54.900001525878906
2017-05-30,54.939998626708984
2017-05-31,52.43000030517578
2017-06-01,52.619998931884766
2017-06-02,52.68000030517578
2017-06-05,48.79999923706055
2017-06-06,47.5
2017-06-07,46.650001525878906
2017-06-08,46.540000915527344
2017-06-09,45.45000076293945
2017-06-12,44.779998779296875
2017-06-13,46.619998931884766
2017-06-14,47.709999084472656
2017-06-15,46.849998474121094
2017-06-16,46.869998931884766
2017-06-19,47.5
2017-06-20,47.06999969482422
2017-06-21,47.209999084472656
2017-06-22,47.189998626708984
2017-06-23,50.16999816894531
2017-06-26,48.61000061035156
2017-06-27,48.41999816894531
2017-06-28,48.9900016784668
2017-06-29,47.689998626708984
2017-06-30,49.04999923706055
2017-07-03,49.09000015258789
2017-07-05,49.2599983215332
2017-07-06,48.22999954223633
2017-07-07,48.83000183105469
2017-07-10,49.95000076293945
2017-07-11,50.900001525878906
2017-07-12,51.25
2017-07-13,50.72999954223633
2017-07-14,50.7400016784668
2017-07-17,51.36000061035156
2017-07-18,51.619998931884766
2017-07-19,51.619998931884766
2017-07-20,50.25
2017-07-21,50.560001373291016
2017-07-24,51.529998779296875
2017-07-25,51.779998779296875
2017-07-26,51.65999984741211
2017-07-27,51.45000076293945
2017-07-28,51.41999816894531
2017-07-31,50.599998474121094
2017-08-01,52.40999984741211
2017-08-02,51.040000915527344
2017-08-03,49.63999938964844
2017-08-04,49.31999969482422
2017-08-07,49.13999938964844
2017-08-08,49.0
