,PAG
2005-04-20,14.414999961853027
2005-04-21,14.479999542236328
2005-04-22,13.954999923706055
2005-04-25,14.25
2005-04-26,14.305000305175781
2005-04-27,14.25
2005-04-28,14.145000457763672
2005-04-29,14.170000076293945
2005-05-02,14.270000457763672
2005-05-03,15.194999694824219
2005-05-04,15.300000190734863
2005-05-05,15.244999885559082
2005-05-06,15.274999618530273
2005-05-09,15.40999984741211
2005-05-10,15.375
2005-05-11,15.149999618530273
2005-05-12,14.704999923706055
2005-05-13,14.640000343322754
2005-05-16,14.819999694824219
2005-05-17,15.010000228881836
2005-05-18,15.635000228881836
2005-05-19,15.609999656677246
2005-05-20,15.46500015258789
2005-05-23,15.649999618530273
2005-05-24,15.324999809265137
2005-05-25,15.305000305175781
2005-05-26,15.295000076293945
2005-05-27,15.289999961853027
2005-05-31,15.399999618530273
2005-06-01,15.420000076293945
2005-06-02,15.475000381469727
2005-06-03,15.4350004196167
2005-06-06,15.744999885559082
2005-06-07,15.395000457763672
2005-06-08,15.5
2005-06-09,15.694999694824219
2005-06-10,15.5600004196167
2005-06-13,15.885000228881836
2005-06-14,16.075000762939453
2005-06-15,15.675000190734863
2005-06-16,16.094999313354492
2005-06-17,15.899999618530273
2005-06-20,16.010000228881836
2005-06-21,15.824999809265137
2005-06-22,15.96500015258789
2005-06-23,15.59000015258789
2005-06-24,15.399999618530273
2005-06-27,15.649999618530273
2005-06-28,16.25
2005-06-29,15.539999961853027
2005-06-30,14.899999618530273
2005-07-01,14.819999694824219
2005-07-05,15.265000343322754
2005-07-06,15.539999961853027
2005-07-07,15.529999732971191
2005-07-08,15.994999885559082
2005-07-11,16.03499984741211
2005-07-12,16.1200008392334
2005-07-13,16.0
2005-07-14,16.030000686645508
2005-07-15,16.209999084472656
2005-07-18,16.0049991607666
2005-07-19,17.05500030517578
2005-07-20,17.5
2005-07-21,17.225000381469727
2005-07-22,17.440000534057617
2005-07-25,17.395000457763672
2005-07-26,17.514999389648438
2005-07-27,17.475000381469727
2005-07-28,17.725000381469727
2005-07-29,17.674999237060547
2005-08-01,17.69499969482422
2005-08-02,18.165000915527344
2005-08-03,17.825000762939453
2005-08-04,17.40999984741211
2005-08-05,17.184999465942383
2005-08-08,17.354999542236328
2005-08-09,17.579999923706055
2005-08-10,17.5049991607666
2005-08-11,17.665000915527344
2005-08-12,17.350000381469727
2005-08-15,17.510000228881836
2005-08-16,17.049999237060547
2005-08-17,16.875
2005-08-18,17.059999465942383
2005-08-19,16.90999984741211
2005-08-22,16.899999618530273
2005-08-23,16.81999969482422
2005-08-24,16.78499984741211
2005-08-25,16.69499969482422
2005-08-26,16.485000610351562
2005-08-29,16.764999389648438
2005-08-30,16.739999771118164
2005-08-31,16.875
2005-09-01,16.424999237060547
2005-09-02,16.274999618530273
2005-09-06,16.790000915527344
2005-09-07,16.94499969482422
2005-09-08,16.854999542236328
2005-09-09,17.100000381469727
2005-09-12,17.405000686645508
2005-09-13,17.09000015258789
2005-09-14,16.799999237060547
2005-09-15,16.489999771118164
2005-09-16,16.799999237060547
2005-09-19,16.625
2005-09-20,16.25
2005-09-21,16.100000381469727
2005-09-22,16.549999237060547
2005-09-23,16.520000457763672
2005-09-26,16.854999542236328
2005-09-27,16.735000610351562
2005-09-28,16.44499969482422
2005-09-29,16.559999465942383
2005-09-30,16.520000457763672
2005-10-03,16.739999771118164
2005-10-04,16.875
2005-10-05,16.844999313354492
2005-10-06,16.924999237060547
2005-10-07,16.985000610351562
2005-10-10,16.985000610351562
2005-10-11,17.0
2005-10-12,16.729999542236328
2005-10-13,16.635000228881836
2005-10-14,16.825000762939453
2005-10-17,16.739999771118164
2005-10-18,16.639999389648438
2005-10-19,16.415000915527344
2005-10-20,16.155000686645508
2005-10-21,15.625
2005-10-24,16.6299991607666
2005-10-25,16.1299991607666
2005-10-26,16.0049991607666
2005-10-27,15.414999961853027
2005-10-28,16.239999771118164
2005-10-31,16.864999771118164
2005-11-01,16.69499969482422
2005-11-02,17.395000457763672
2005-11-03,17.219999313354492
2005-11-04,17.420000076293945
2005-11-07,17.364999771118164
2005-11-08,17.2450008392334
2005-11-09,17.15999984741211
2005-11-10,17.290000915527344
2005-11-11,17.225000381469727
2005-11-14,17.280000686645508
2005-11-15,16.940000534057617
2005-11-16,16.700000762939453
2005-11-17,17.475000381469727
2005-11-18,17.3700008392334
2005-11-21,17.635000228881836
2005-11-22,17.71500015258789
2005-11-23,17.700000762939453
2005-11-25,17.90999984741211
2005-11-28,17.600000381469727
2005-11-29,17.84000015258789
2005-11-30,17.809999465942383
2005-12-01,18.329999923706055
2005-12-02,18.594999313354492
2005-12-05,18.719999313354492
2005-12-06,19.315000534057617
2005-12-07,19.729999542236328
2005-12-08,19.334999084472656
2005-12-09,19.030000686645508
2005-12-12,19.264999389648438
2005-12-13,19.28499984741211
2005-12-14,19.5
2005-12-15,19.075000762939453
2005-12-16,19.375
2005-12-19,18.924999237060547
2005-12-20,18.75
2005-12-21,19.100000381469727
2005-12-22,18.93000030517578
2005-12-23,19.110000610351562
2005-12-27,18.709999084472656
2005-12-28,18.975000381469727
2005-12-29,19.18000030517578
2005-12-30,19.100000381469727
2006-01-03,19.165000915527344
2006-01-04,19.55500030517578
2006-01-05,19.450000762939453
2006-01-06,19.5049991607666
2006-01-09,20.200000762939453
2006-01-10,20.094999313354492
2006-01-11,20.44499969482422
2006-01-12,20.200000762939453
2006-01-13,20.260000228881836
2006-01-17,19.915000915527344
2006-01-18,19.739999771118164
2006-01-19,19.975000381469727
2006-01-20,19.700000762939453
2006-01-23,19.03499984741211
2006-01-24,19.485000610351562
2006-01-25,18.954999923706055
2006-01-26,18.959999084472656
2006-01-27,19.045000076293945
2006-01-30,19.19499969482422
2006-01-31,19.149999618530273
2006-02-01,19.56999969482422
2006-02-02,19.549999237060547
2006-02-03,19.709999084472656
2006-02-06,19.700000762939453
2006-02-07,19.559999465942383
2006-02-08,19.5
2006-02-09,19.350000381469727
2006-02-10,19.575000762939453
2006-02-13,19.760000228881836
2006-02-14,21.024999618530273
2006-02-15,21.31999969482422
2006-02-16,21.489999771118164
2006-02-17,21.725000381469727
2006-02-21,21.540000915527344
2006-02-22,21.735000610351562
2006-02-23,21.915000915527344
2006-02-24,22.065000534057617
2006-02-27,22.084999084472656
2006-02-28,21.6200008392334
2006-03-01,22.0049991607666
2006-03-02,21.924999237060547
2006-03-03,21.81999969482422
2006-03-06,21.65999984741211
2006-03-07,21.670000076293945
2006-03-08,21.635000228881836
2006-03-09,21.40999984741211
2006-03-10,21.5
2006-03-13,21.71500015258789
2006-03-14,21.985000610351562
2006-03-15,22.34000015258789
2006-03-16,22.299999237060547
2006-03-17,22.3700008392334
2006-03-20,22.5
2006-03-21,22.049999237060547
2006-03-22,22.44499969482422
2006-03-23,21.40999984741211
2006-03-24,21.614999771118164
2006-03-27,21.719999313354492
2006-03-28,21.350000381469727
2006-03-29,21.28499984741211
2006-03-30,21.399999618530273
2006-03-31,21.5
2006-04-03,21.764999389648438
2006-04-04,21.729999542236328
2006-04-05,21.6200008392334
2006-04-06,21.020000457763672
2006-04-07,20.690000534057617
2006-04-10,20.549999237060547
2006-04-11,20.485000610351562
2006-04-12,20.80500030517578
2006-04-13,20.885000228881836
2006-04-17,20.940000534057617
2006-04-18,20.5
2006-04-19,21.325000762939453
2006-04-20,21.549999237060547
2006-04-21,21.424999237060547
2006-04-24,21.165000915527344
2006-04-25,21.25
2006-04-26,21.334999084472656
2006-04-27,20.969999313354492
2006-04-28,21.149999618530273
2006-05-01,20.760000228881836
2006-05-02,21.024999618530273
2006-05-03,21.049999237060547
2006-05-04,21.575000762939453
2006-05-05,21.575000762939453
2006-05-08,21.954999923706055
2006-05-09,22.094999313354492
2006-05-10,22.125
2006-05-11,21.834999084472656
2006-05-12,21.40999984741211
2006-05-15,21.594999313354492
2006-05-16,21.53499984741211
2006-05-17,21.604999542236328
2006-05-18,21.084999084472656
2006-05-19,21.114999771118164
2006-05-22,20.75
2006-05-23,20.844999313354492
2006-05-24,20.940000534057617
2006-05-25,21.34000015258789
2006-05-26,21.270000457763672
2006-05-30,20.885000228881836
2006-05-31,21.06999969482422
2006-06-01,21.46500015258789
2006-06-02,21.450000762939453
2006-06-05,21.049999237060547
2006-06-06,21.059999465942383
2006-06-07,20.6299991607666
2006-06-08,20.829999923706055
2006-06-09,20.68000030517578
2006-06-12,20.280000686645508
2006-06-13,19.93000030517578
2006-06-14,20.09000015258789
2006-06-15,20.700000762939453
2006-06-16,20.559999465942383
2006-06-19,20.3799991607666
2006-06-20,20.110000610351562
2006-06-21,20.3700008392334
2006-06-22,20.149999618530273
2006-06-23,19.950000762939453
2006-06-26,20.1299991607666
2006-06-27,20.030000686645508
2006-06-28,20.149999618530273
2006-06-29,20.350000381469727
2006-06-30,21.350000381469727
2006-07-03,21.170000076293945
2006-07-05,20.649999618530273
2006-07-06,20.790000915527344
2006-07-07,20.530000686645508
2006-07-10,20.540000915527344
2006-07-11,20.489999771118164
2006-07-12,20.299999237060547
2006-07-13,20.110000610351562
2006-07-14,20.030000686645508
2006-07-17,20.1200008392334
2006-07-18,19.90999984741211
2006-07-19,20.190000534057617
2006-07-20,19.81999969482422
2006-07-21,20.100000381469727
2006-07-24,20.639999389648438
2006-07-25,20.780000686645508
2006-07-26,21.280000686645508
2006-07-27,20.760000228881836
2006-07-28,21.34000015258789
2006-07-31,21.389999389648438
2006-08-01,20.899999618530273
2006-08-02,20.920000076293945
2006-08-03,21.5
2006-08-04,21.5
2006-08-07,21.34000015258789
2006-08-08,20.670000076293945
2006-08-09,20.639999389648438
2006-08-10,20.700000762939453
2006-08-11,20.65999984741211
2006-08-14,20.790000915527344
2006-08-15,21.34000015258789
2006-08-16,21.360000610351562
2006-08-17,21.260000228881836
2006-08-18,21.239999771118164
2006-08-21,20.959999084472656
2006-08-22,20.81999969482422
2006-08-23,20.6299991607666
2006-08-24,20.299999237060547
2006-08-25,20.149999618530273
2006-08-28,20.329999923706055
2006-08-29,20.3799991607666
2006-08-30,20.489999771118164
2006-08-31,20.420000076293945
2006-09-01,20.729999542236328
2006-09-05,21.190000534057617
2006-09-06,21.209999084472656
2006-09-07,21.549999237060547
2006-09-08,21.649999618530273
2006-09-11,22.079999923706055
2006-09-12,22.479999542236328
2006-09-13,22.549999237060547
2006-09-14,22.600000381469727
2006-09-15,22.6299991607666
2006-09-18,21.81999969482422
2006-09-19,22.110000610351562
2006-09-20,22.600000381469727
2006-09-21,22.600000381469727
2006-09-22,22.760000228881836
2006-09-25,23.510000228881836
2006-09-26,23.489999771118164
2006-09-27,23.540000915527344
2006-09-28,23.68000030517578
2006-09-29,23.399999618530273
2006-10-02,23.540000915527344
2006-10-03,23.729999542236328
2006-10-04,23.989999771118164
2006-10-05,23.989999771118164
2006-10-06,23.860000610351562
2006-10-09,23.809999465942383
2006-10-10,23.670000076293945
2006-10-11,23.59000015258789
2006-10-12,23.760000228881836
2006-10-13,23.790000915527344
2006-10-16,23.860000610351562
2006-10-17,23.59000015258789
2006-10-18,23.489999771118164
2006-10-19,23.40999984741211
2006-10-20,23.200000762939453
2006-10-23,23.25
2006-10-24,23.190000534057617
2006-10-25,23.06999969482422
2006-10-26,23.25
2006-10-27,23.059999465942383
2006-10-30,23.149999618530273
2006-10-31,22.979999542236328
2006-11-01,22.81999969482422
2006-11-02,22.489999771118164
2006-11-03,22.489999771118164
2006-11-06,22.610000610351562
2006-11-07,22.6299991607666
2006-11-08,22.739999771118164
2006-11-09,22.68000030517578
2006-11-10,22.90999984741211
2006-11-13,23.049999237060547
2006-11-14,23.280000686645508
2006-11-15,23.190000534057617
2006-11-16,23.43000030517578
2006-11-17,23.399999618530273
2006-11-20,23.459999084472656
2006-11-21,23.649999618530273
2006-11-22,23.6200008392334
2006-11-24,23.510000228881836
2006-11-27,23.329999923706055
2006-11-28,23.600000381469727
2006-11-29,23.81999969482422
2006-11-30,23.469999313354492
2006-12-01,23.540000915527344
2006-12-04,24.010000228881836
2006-12-05,23.799999237060547
2006-12-06,23.690000534057617
2006-12-07,23.559999465942383
2006-12-08,23.610000610351562
2006-12-11,24.079999923706055
2006-12-12,23.8799991607666
2006-12-13,24.209999084472656
2006-12-14,24.040000915527344
2006-12-15,23.829999923706055
2006-12-18,23.579999923706055
2006-12-19,23.600000381469727
2006-12-20,23.850000381469727
2006-12-21,23.780000686645508
2006-12-22,23.75
2006-12-26,23.850000381469727
2006-12-27,23.700000762939453
2006-12-28,23.739999771118164
2006-12-29,23.56999969482422
2007-01-03,23.6200008392334
2007-01-04,23.459999084472656
2007-01-05,23.65999984741211
2007-01-08,23.760000228881836
2007-01-09,24.139999389648438
2007-01-10,24.15999984741211
2007-01-11,24.3799991607666
2007-01-12,23.350000381469727
2007-01-16,23.520000457763672
2007-01-17,23.079999923706055
2007-01-18,22.850000381469727
2007-01-19,23.049999237060547
2007-01-22,23.100000381469727
2007-01-23,23.329999923706055
2007-01-24,23.5
2007-01-25,23.34000015258789
2007-01-26,23.260000228881836
2007-01-29,23.510000228881836
2007-01-30,23.739999771118164
2007-01-31,23.969999313354492
2007-02-01,24.170000076293945
2007-02-02,24.420000076293945
2007-02-05,24.329999923706055
2007-02-06,24.420000076293945
2007-02-07,24.40999984741211
2007-02-08,24.399999618530273
2007-02-09,24.31999969482422
2007-02-12,24.040000915527344
2007-02-13,24.100000381469727
2007-02-14,22.950000762939453
2007-02-15,22.75
2007-02-16,22.739999771118164
2007-02-20,22.8700008392334
2007-02-21,22.729999542236328
2007-02-22,22.719999313354492
2007-02-23,22.5
2007-02-26,22.40999984741211
2007-02-27,22.010000228881836
2007-02-28,21.959999084472656
2007-03-01,21.549999237060547
2007-03-02,21.34000015258789
2007-03-05,20.719999313354492
2007-03-06,21.299999237060547
2007-03-07,22.170000076293945
2007-03-08,21.889999389648438
2007-03-09,21.56999969482422
2007-03-12,21.489999771118164
2007-03-13,21.010000228881836
2007-03-14,20.719999313354492
2007-03-15,20.860000610351562
2007-03-16,20.450000762939453
2007-03-19,20.690000534057617
2007-03-20,20.59000015258789
2007-03-21,20.979999542236328
2007-03-22,20.790000915527344
2007-03-23,20.65999984741211
2007-03-26,20.600000381469727
2007-03-27,20.3700008392334
2007-03-28,20.389999389648438
2007-03-29,20.290000915527344
2007-03-30,20.299999237060547
2007-04-02,20.530000686645508
2007-04-03,21.049999237060547
2007-04-04,20.75
2007-04-05,20.6200008392334
2007-04-09,20.719999313354492
2007-04-10,20.84000015258789
2007-04-11,20.649999618530273
2007-04-12,20.700000762939453
2007-04-13,21.149999618530273
2007-04-16,21.360000610351562
2007-04-17,21.459999084472656
2007-04-18,21.440000534057617
2007-04-19,21.68000030517578
2007-04-20,21.479999542236328
2007-04-23,21.5
2007-04-24,20.969999313354492
2007-04-25,21.149999618530273
2007-04-26,20.81999969482422
2007-04-27,20.549999237060547
2007-04-30,20.280000686645508
2007-05-01,20.239999771118164
2007-05-02,20.510000228881836
2007-05-03,20.59000015258789
2007-05-04,20.639999389648438
2007-05-07,20.93000030517578
2007-05-08,20.889999389648438
2007-05-09,20.639999389648438
2007-05-10,20.799999237060547
2007-05-11,20.729999542236328
2007-05-14,20.829999923706055
2007-05-15,20.709999084472656
2007-05-16,20.520000457763672
2007-05-17,20.399999618530273
2007-05-18,20.3700008392334
2007-05-21,20.579999923706055
2007-05-22,22.040000915527344
2007-05-23,22.040000915527344
2007-05-24,21.530000686645508
2007-05-25,21.56999969482422
2007-05-29,21.469999313354492
2007-05-30,22.06999969482422
2007-05-31,22.229999542236328
2007-06-01,22.489999771118164
2007-06-04,22.219999313354492
2007-06-05,21.959999084472656
2007-06-06,21.59000015258789
2007-06-07,21.18000030517578
2007-06-08,21.40999984741211
2007-06-11,21.190000534057617
2007-06-12,20.75
2007-06-13,20.860000610351562
2007-06-14,21.059999465942383
2007-06-15,21.190000534057617
2007-06-18,21.219999313354492
2007-06-19,21.040000915527344
2007-06-20,21.149999618530273
2007-06-21,21.920000076293945
2007-06-22,21.610000610351562
2007-06-25,21.43000030517578
2007-06-26,21.059999465942383
2007-06-27,21.350000381469727
2007-06-28,21.489999771118164
2007-06-29,21.290000915527344
2007-07-02,21.520000457763672
2007-07-03,21.450000762939453
2007-07-05,21.739999771118164
2007-07-06,21.520000457763672
2007-07-09,21.68000030517578
2007-07-10,21.200000762939453
2007-07-11,21.350000381469727
2007-07-12,21.540000915527344
2007-07-13,21.56999969482422
2007-07-16,21.540000915527344
2007-07-17,21.190000534057617
2007-07-18,21.40999984741211
2007-07-19,21.34000015258789
2007-07-20,20.950000762939453
2007-07-23,20.719999313354492
2007-07-24,20.440000534057617
2007-07-25,20.100000381469727
2007-07-26,19.399999618530273
2007-07-27,18.81999969482422
2007-07-30,19.690000534057617
2007-07-31,19.479999542236328
2007-08-01,19.790000915527344
2007-08-02,20.100000381469727
2007-08-03,19.360000610351562
2007-08-06,19.579999923706055
2007-08-07,20.010000228881836
2007-08-08,21.200000762939453
2007-08-09,21.75
2007-08-10,21.239999771118164
2007-08-13,22.1200008392334
2007-08-14,21.670000076293945
2007-08-15,20.920000076293945
2007-08-16,20.459999084472656
2007-08-17,20.3799991607666
2007-08-20,21.170000076293945
2007-08-21,21.100000381469727
2007-08-22,20.790000915527344
2007-08-23,20.649999618530273
2007-08-24,20.5
2007-08-27,20.760000228881836
2007-08-28,20.049999237060547
2007-08-29,19.700000762939453
2007-08-30,19.65999984741211
2007-08-31,19.709999084472656
2007-09-04,20.729999542236328
2007-09-05,20.469999313354492
2007-09-06,20.219999313354492
2007-09-07,19.959999084472656
2007-09-10,19.65999984741211
2007-09-11,20.010000228881836
2007-09-12,19.979999542236328
2007-09-13,20.729999542236328
2007-09-14,20.100000381469727
2007-09-17,20.389999389648438
2007-09-18,21.040000915527344
2007-09-19,20.760000228881836
2007-09-20,21.1200008392334
2007-09-21,20.670000076293945
2007-09-24,20.34000015258789
2007-09-25,19.59000015258789
2007-09-26,19.149999618530273
2007-09-27,20.299999237060547
2007-09-28,20.239999771118164
2007-10-01,20.18000030517578
2007-10-02,20.809999465942383
2007-10-03,20.979999542236328
2007-10-04,20.84000015258789
2007-10-05,21.360000610351562
2007-10-08,21.06999969482422
2007-10-09,20.700000762939453
2007-10-10,20.200000762939453
2007-10-11,20.479999542236328
2007-10-12,20.43000030517578
2007-10-15,20.799999237060547
2007-10-16,20.6200008392334
2007-10-17,20.639999389648438
2007-10-18,20.290000915527344
2007-10-19,19.979999542236328
2007-10-22,20.399999618530273
2007-10-23,20.6299991607666
2007-10-24,20.299999237060547
2007-10-25,21.84000015258789
2007-10-26,21.700000762939453
2007-10-29,21.93000030517578
2007-10-30,21.8700008392334
2007-10-31,22.280000686645508
2007-11-01,21.719999313354492
2007-11-02,21.15999984741211
2007-11-05,21.15999984741211
2007-11-06,21.010000228881836
2007-11-07,20.459999084472656
2007-11-08,21.059999465942383
2007-11-09,20.600000381469727
2007-11-12,20.3700008392334
2007-11-13,21.5
2007-11-14,21.049999237060547
2007-11-15,20.829999923706055
2007-11-16,20.700000762939453
2007-11-19,19.940000534057617
2007-11-20,19.780000686645508
2007-11-21,19.3799991607666
2007-11-23,20.030000686645508
2007-11-26,19.40999984741211
2007-11-27,19.34000015258789
2007-11-28,20.200000762939453
2007-11-29,19.719999313354492
2007-11-30,20.0
2007-12-03,19.700000762939453
2007-12-04,19.469999313354492
2007-12-05,20.239999771118164
2007-12-06,20.579999923706055
2007-12-07,20.700000762939453
2007-12-10,20.8700008392334
2007-12-11,20.399999618530273
2007-12-12,19.8799991607666
2007-12-13,19.5
2007-12-14,18.579999923706055
2007-12-17,18.559999465942383
2007-12-18,18.959999084472656
2007-12-19,18.34000015258789
2007-12-20,17.920000076293945
2007-12-21,18.1299991607666
2007-12-24,18.290000915527344
2007-12-26,18.010000228881836
2007-12-27,17.729999542236328
2007-12-28,17.700000762939453
2007-12-31,17.459999084472656
2008-01-02,17.389999389648438
2008-01-03,16.3700008392334
2008-01-04,15.75
2008-01-07,15.949999809265137
2008-01-08,15.90999984741211
2008-01-09,15.729999542236328
2008-01-10,15.720000267028809
2008-01-11,15.210000038146973
2008-01-14,14.989999771118164
2008-01-15,14.25
2008-01-16,14.550000190734863
2008-01-17,14.520000457763672
2008-01-18,14.140000343322754
2008-01-22,15.149999618530273
2008-01-23,16.579999923706055
2008-01-24,16.510000228881836
2008-01-25,16.559999465942383
2008-01-28,16.84000015258789
2008-01-29,17.190000534057617
2008-01-30,17.059999465942383
2008-01-31,18.190000534057617
2008-02-01,18.540000915527344
2008-02-04,17.530000686645508
2008-02-05,17.31999969482422
2008-02-06,16.950000762939453
2008-02-07,17.489999771118164
2008-02-08,17.510000228881836
2008-02-11,18.09000015258789
2008-02-12,17.969999313354492
2008-02-13,18.760000228881836
2008-02-14,18.0
2008-02-15,17.989999771118164
2008-02-19,18.5
2008-02-20,19.200000762939453
2008-02-21,19.149999618530273
2008-02-22,18.780000686645508
2008-02-25,19.3799991607666
2008-02-26,19.700000762939453
2008-02-27,19.18000030517578
2008-02-28,18.81999969482422
2008-02-29,18.040000915527344
2008-03-03,18.1200008392334
2008-03-04,17.90999984741211
2008-03-05,18.219999313354492
2008-03-06,18.030000686645508
2008-03-07,18.059999465942383
2008-03-10,17.700000762939453
2008-03-11,18.420000076293945
2008-03-12,18.31999969482422
2008-03-13,18.799999237060547
2008-03-14,18.3700008392334
2008-03-17,18.049999237060547
2008-03-18,18.59000015258789
2008-03-19,18.649999618530273
2008-03-20,19.43000030517578
2008-03-24,20.25
2008-03-25,19.65999984741211
2008-03-26,20.260000228881836
2008-03-27,19.65999984741211
2008-03-28,19.1200008392334
2008-03-31,19.459999084472656
2008-04-01,19.75
2008-04-02,20.299999237060547
2008-04-03,20.729999542236328
2008-04-04,20.700000762939453
2008-04-07,20.469999313354492
2008-04-08,20.1299991607666
2008-04-09,19.489999771118164
2008-04-10,20.0
2008-04-11,19.260000228881836
2008-04-14,18.829999923706055
2008-04-15,19.139999389648438
2008-04-16,20.530000686645508
2008-04-17,20.3700008392334
2008-04-18,20.75
2008-04-21,20.479999542236328
2008-04-22,20.209999084472656
2008-04-23,20.040000915527344
2008-04-24,20.729999542236328
2008-04-25,21.200000762939453
2008-04-28,21.280000686645508
2008-04-29,21.940000534057617
2008-04-30,20.93000030517578
2008-05-01,21.149999618530273
2008-05-02,21.43000030517578
2008-05-05,20.899999618530273
2008-05-06,20.90999984741211
2008-05-07,20.479999542236328
2008-05-08,20.1200008392334
2008-05-09,20.079999923706055
2008-05-12,20.540000915527344
2008-05-13,20.440000534057617
2008-05-14,20.799999237060547
2008-05-15,21.239999771118164
2008-05-16,21.040000915527344
2008-05-19,21.200000762939453
2008-05-20,21.010000228881836
2008-05-21,20.43000030517578
2008-05-22,20.450000762939453
2008-05-23,20.579999923706055
2008-05-27,20.8799991607666
2008-05-28,21.09000015258789
2008-05-29,20.899999618530273
2008-05-30,20.889999389648438
2008-06-02,19.899999618530273
2008-06-03,19.690000534057617
2008-06-04,19.399999618530273
2008-06-05,19.559999465942383
2008-06-06,18.43000030517578
2008-06-09,18.010000228881836
2008-06-10,17.799999237060547
2008-06-11,17.18000030517578
2008-06-12,17.510000228881836
2008-06-13,17.290000915527344
2008-06-16,17.440000534057617
2008-06-17,16.690000534057617
2008-06-18,15.779999732971191
2008-06-19,16.1299991607666
2008-06-20,15.949999809265137
2008-06-23,15.550000190734863
2008-06-24,15.119999885559082
2008-06-25,15.770000457763672
2008-06-26,15.199999809265137
2008-06-27,15.0
2008-06-30,14.739999771118164
2008-07-01,14.75
2008-07-02,14.180000305175781
2008-07-03,14.1899995803833
2008-07-07,13.84000015258789
2008-07-08,14.109999656677246
2008-07-09,14.050000190734863
2008-07-10,13.5600004196167
2008-07-11,13.079999923706055
2008-07-14,12.600000381469727
2008-07-15,11.8100004196167
2008-07-16,12.5
2008-07-17,13.170000076293945
2008-07-18,12.869999885559082
2008-07-21,12.550000190734863
2008-07-22,13.399999618530273
2008-07-23,13.640000343322754
2008-07-24,13.989999771118164
2008-07-25,13.680000305175781
2008-07-28,13.210000038146973
2008-07-29,13.8100004196167
2008-07-30,13.140000343322754
2008-07-31,13.300000190734863
2008-08-01,13.529999732971191
2008-08-04,13.470000267028809
2008-08-05,14.260000228881836
2008-08-06,14.010000228881836
2008-08-07,13.760000228881836
2008-08-08,14.739999771118164
2008-08-11,15.329999923706055
2008-08-12,14.819999694824219
2008-08-13,14.350000381469727
2008-08-14,14.800000190734863
2008-08-15,15.050000190734863
2008-08-18,14.649999618530273
2008-08-19,14.010000228881836
2008-08-20,13.859999656677246
2008-08-21,13.640000343322754
2008-08-22,13.760000228881836
2008-08-25,13.270000457763672
2008-08-26,13.25
2008-08-27,13.229999542236328
2008-08-28,13.130000114440918
2008-08-29,13.25
2008-09-02,13.5
2008-09-03,13.380000114440918
2008-09-04,12.8100004196167
2008-09-05,12.710000038146973
2008-09-08,13.09000015258789
2008-09-09,13.079999923706055
2008-09-10,13.039999961853027
2008-09-11,13.020000457763672
2008-09-12,12.890000343322754
2008-09-15,12.470000267028809
2008-09-16,12.130000114440918
2008-09-17,11.010000228881836
2008-09-18,11.260000228881836
2008-09-19,11.770000457763672
2008-09-22,11.779999732971191
2008-09-23,11.760000228881836
2008-09-24,11.75
2008-09-25,11.770000457763672
2008-09-26,12.09000015258789
2008-09-29,11.65999984741211
2008-09-30,11.470000267028809
2008-10-01,11.029999732971191
2008-10-02,10.0600004196167
2008-10-03,9.829999923706055
2008-10-06,9.970000267028809
2008-10-07,9.460000038146973
2008-10-08,8.619999885559082
2008-10-09,7.679999828338623
2008-10-10,7.630000114440918
2008-10-13,8.239999771118164
2008-10-14,7.840000152587891
2008-10-15,7.070000171661377
2008-10-16,7.059999942779541
2008-10-17,6.610000133514404
2008-10-20,6.840000152587891
2008-10-21,7.050000190734863
2008-10-22,6.210000038146973
2008-10-23,6.059999942779541
2008-10-24,5.590000152587891
2008-10-27,5.119999885559082
2008-10-28,5.789999961853027
2008-10-29,6.340000152587891
2008-10-30,7.710000038146973
2008-10-31,8.1899995803833
2008-11-03,8.729999542236328
2008-11-04,8.789999961853027
2008-11-05,8.0
2008-11-06,7.260000228881836
2008-11-07,7.139999866485596
2008-11-10,6.71999979019165
2008-11-11,6.449999809265137
2008-11-12,6.699999809265137
2008-11-13,7.670000076293945
2008-11-14,7.409999847412109
2008-11-17,6.820000171661377
2008-11-18,6.679999828338623
2008-11-19,6.460000038146973
2008-11-20,5.75
2008-11-21,5.369999885559082
2008-11-24,5.449999809265137
2008-11-25,6.570000171661377
2008-11-26,7.949999809265137
2008-11-28,7.579999923706055
2008-12-01,6.630000114440918
2008-12-02,6.510000228881836
2008-12-03,6.789999961853027
2008-12-04,6.789999961853027
2008-12-05,6.849999904632568
2008-12-08,7.800000190734863
2008-12-09,7.199999809265137
2008-12-10,7.619999885559082
2008-12-11,7.039999961853027
2008-12-12,6.880000114440918
2008-12-15,6.670000076293945
2008-12-16,7.230000019073486
2008-12-17,7.5
2008-12-18,7.28000020980835
2008-12-19,7.480000019073486
2008-12-22,7.190000057220459
2008-12-23,6.909999847412109
2008-12-24,6.760000228881836
2008-12-26,6.989999771118164
2008-12-29,6.809999942779541
2008-12-30,7.050000190734863
2008-12-31,7.679999828338623
2009-01-02,8.520000457763672
2009-01-05,8.779999732971191
2009-01-06,9.1899995803833
2009-01-07,9.15999984741211
2009-01-08,9.180000305175781
2009-01-09,8.9399995803833
2009-01-12,8.079999923706055
2009-01-13,8.210000038146973
2009-01-14,7.409999847412109
2009-01-15,7.349999904632568
2009-01-16,7.429999828338623
2009-01-20,6.849999904632568
2009-01-21,7.489999771118164
2009-01-22,7.539999961853027
2009-01-23,7.340000152587891
