,AIRG
2017-05-01,14.890000343322754
2017-05-02,14.5
2017-05-03,14.199999809265137
2017-05-04,14.430000305175781
2017-05-05,13.8100004196167
2017-05-08,13.609999656677246
2017-05-09,13.890000343322754
2017-05-10,14.300000190734863
2017-05-11,14.079999923706055
2017-05-12,14.0
2017-05-15,14.069999694824219
2017-05-16,14.0600004196167
2017-05-17,13.680000305175781
2017-05-18,13.5600004196167
2017-05-19,13.539999961853027
2017-05-22,13.949999809265137
2017-05-23,13.65999984741211
2017-05-24,13.789999961853027
2017-05-25,13.779999732971191
2017-05-26,13.75
2017-05-30,13.479999542236328
2017-05-31,13.329999923706055
2017-06-01,13.859999656677246
2017-06-02,14.359999656677246
2017-06-05,14.5
2017-06-06,14.399999618530273
2017-06-07,14.600000381469727
2017-06-08,14.899999618530273
2017-06-09,14.260000228881836
2017-06-12,14.420000076293945
2017-06-13,14.390000343322754
2017-06-14,14.680000305175781
2017-06-15,14.09000015258789
2017-06-16,14.289999961853027
2017-06-19,14.119999885559082
2017-06-20,14.039999961853027
2017-06-21,13.920000076293945
2017-06-22,14.390000343322754
2017-06-23,14.529999732971191
2017-06-26,14.789999961853027
2017-06-27,14.359999656677246
2017-06-28,14.359999656677246
2017-06-29,13.869999885559082
2017-06-30,14.180000305175781
2017-07-03,13.859999656677246
2017-07-05,13.770000457763672
2017-07-06,13.699999809265137
2017-07-07,13.979999542236328
2017-07-10,13.850000381469727
2017-07-11,13.760000228881836
2017-07-12,13.899999618530273
2017-07-13,13.880000114440918
2017-07-14,13.670000076293945
2017-07-17,13.619999885559082
2017-07-18,13.380000114440918
2017-07-19,13.430000305175781
2017-07-20,13.510000228881836
2017-07-21,13.569999694824219
2017-07-24,13.699999809265137
2017-07-25,13.710000038146973
2017-07-26,13.75
2017-07-27,13.600000381469727
2017-07-28,13.279999732971191
2017-07-31,13.550000190734863
2017-08-01,13.180000305175781
2017-08-02,13.010000228881836
2017-08-03,13.039999961853027
2017-08-04,13.199999809265137
2017-08-07,13.649999618530273
2017-08-08,10.569999694824219
2017-08-09,10.779999732971191
2017-08-10,10.010000228881836
2017-08-11,9.630000114440918
2017-08-14,9.90999984741211
2017-08-15,10.0
2017-08-16,9.8100004196167
2017-08-17,9.680000305175781
2017-08-18,9.600000381469727
2017-08-21,9.399999618530273
2017-08-22,9.779999732971191
2017-08-23,9.670000076293945
2017-08-24,11.100000381469727
2017-08-25,10.270000457763672
2017-08-28,10.319999694824219
2017-08-29,10.430000305175781
2017-08-30,10.649999618530273
2017-08-31,10.979999542236328
2017-09-01,11.079999923706055
2017-09-05,10.899999618530273
2017-09-06,10.770000457763672
2017-09-07,9.09000015258789
2017-09-08,8.890000343322754
2017-09-11,8.819999694824219
2017-09-12,9.050000190734863
2017-09-13,9.210000038146973
2017-09-14,9.399999618530273
2017-09-15,9.329999923706055
2017-09-18,9.079999923706055
2017-09-19,9.09000015258789
2017-09-20,9.0600004196167
2017-09-21,9.0600004196167
2017-09-22,9.300000190734863
2017-09-25,8.9399995803833
2017-09-26,8.859999656677246
2017-09-27,9.050000190734863
2017-09-28,9.100000381469727
2017-09-29,9.09000015258789
2017-10-02,9.119999885559082
2017-10-03,9.3100004196167
2017-10-04,9.359999656677246
2017-10-05,9.430000305175781
2017-10-06,9.3100004196167
2017-10-09,9.539999961853027
2017-10-10,9.34000015258789
2017-10-11,9.289999961853027
2017-10-12,9.180000305175781
2017-10-13,9.050000190734863
2017-10-16,8.989999771118164
2017-10-17,9.100000381469727
2017-10-18,9.0600004196167
2017-10-19,9.1899995803833
2017-10-20,9.050000190734863
2017-10-23,9.050000190734863
2017-10-24,9.09000015258789
2017-10-25,9.130000114440918
2017-10-26,9.079999923706055
2017-10-27,8.449999809265137
2017-10-30,8.539999961853027
2017-10-31,8.720000267028809
2017-11-01,8.5
2017-11-02,7.815000057220459
2017-11-03,7.820000171661377
2017-11-06,7.579999923706055
2017-11-07,7.400000095367432
2017-11-08,7.489999771118164
2017-11-09,7.989999771118164
2017-11-10,8.489999771118164
2017-11-13,8.770000457763672
2017-11-14,9.100000381469727
2017-11-15,8.75
2017-11-16,9.140000343322754
2017-11-17,9.399999618530273
2017-11-20,9.5600004196167
2017-11-21,9.850000381469727
2017-11-22,9.960000038146973
2017-11-24,9.640000343322754
2017-11-27,9.670000076293945
2017-11-28,9.8100004196167
2017-11-29,9.600000381469727
2017-11-30,9.489999771118164
2017-12-01,9.289999961853027
2017-12-04,9.050000190734863
2017-12-05,9.079999923706055
2017-12-06,9.069999694824219
2017-12-07,9.390000343322754
2017-12-08,9.569999694824219
2017-12-11,9.5
2017-12-12,9.680000305175781
2017-12-13,10.119999885559082
2017-12-14,9.960000038146973
2017-12-15,9.720000267028809
2017-12-18,9.510000228881836
2017-12-19,9.489999771118164
2017-12-20,9.520000457763672
2017-12-21,9.4399995803833
2017-12-22,8.960000038146973
2017-12-26,8.6899995803833
2017-12-27,8.529999732971191
2017-12-28,9.369999885559082
2017-12-29,8.989999771118164
2018-01-02,9.239999771118164
2018-01-03,9.449999809265137
2018-01-04,9.380000114440918
2018-01-05,9.489999771118164
2018-01-08,9.260000228881836
2018-01-09,9.380000114440918
2018-01-10,9.350000381469727
2018-01-11,9.199999809265137
2018-01-12,9.270000457763672
2018-01-16,9.25
2018-01-17,9.3100004196167
2018-01-18,9.930000305175781
2018-01-19,10.9399995803833
2018-01-22,10.979999542236328
2018-01-23,10.8100004196167
2018-01-24,10.460000038146973
2018-01-25,10.289999961853027
2018-01-26,10.3100004196167
2018-01-29,10.170000076293945
2018-01-30,10.15999984741211
2018-01-31,9.779999732971191
2018-02-01,9.699999809265137
2018-02-02,9.390000343322754
2018-02-05,9.109999656677246
2018-02-06,9.510000228881836
2018-02-07,9.550000190734863
2018-02-08,9.760000228881836
2018-02-09,9.494999885559082
2018-02-12,9.40999984741211
2018-02-13,9.5
2018-02-14,9.649999618530273
2018-02-15,10.279999732971191
2018-02-16,9.380000114440918
2018-02-20,9.350000381469727
2018-02-21,9.130000114440918
2018-02-22,9.039999961853027
2018-02-23,9.0
2018-02-26,9.34000015258789
2018-02-27,9.010000228881836
2018-02-28,9.130000114440918
2018-03-01,8.75
2018-03-02,9.050000190734863
2018-03-05,9.1899995803833
2018-03-06,9.010000228881836
2018-03-07,9.109999656677246
2018-03-08,9.050000190734863
2018-03-09,9.0
2018-03-12,9.088000297546387
2018-03-13,9.09000015258789
2018-03-14,8.90999984741211
2018-03-15,8.979999542236328
2018-03-16,9.079999923706055
2018-03-19,9.0
2018-03-20,8.90999984741211
2018-03-21,8.949999809265137
2018-03-22,8.739999771118164
2018-03-23,8.369999885559082
2018-03-26,8.239999771118164
2018-03-27,7.829999923706055
2018-03-28,7.889999866485596
2018-03-29,7.739999771118164
2018-04-02,7.5
2018-04-03,7.639999866485596
2018-04-04,7.829999923706055
2018-04-05,7.949999809265137
2018-04-06,7.920000076293945
2018-04-09,7.989999771118164
2018-04-10,8.149999618530273
2018-04-11,8.369999885559082
2018-04-12,8.220000267028809
2018-04-13,8.289999961853027
2018-04-16,8.515000343322754
2018-04-17,8.649999618530273
2018-04-18,8.390000343322754
2018-04-19,8.210000038146973
2018-04-20,8.119999885559082
2018-04-23,8.1899995803833
2018-04-24,8.180000305175781
2018-04-25,8.079999923706055
2018-04-26,8.149999618530273
2018-04-27,8.09000015258789
2018-04-30,7.949999809265137
2018-05-01,8.210000038146973
2018-05-02,8.25
2018-05-03,8.039999961853027
2018-05-04,8.09000015258789
2018-05-07,8.149999618530273
2018-05-08,8.149999618530273
2018-05-09,7.989999771118164
2018-05-10,8.119999885559082
2018-05-11,7.940000057220459
2018-05-14,8.029999732971191
2018-05-15,7.980000019073486
2018-05-16,8.170000076293945
2018-05-17,8.140000343322754
2018-05-18,8.329999923706055
2018-05-21,8.371999740600586
2018-05-22,8.449999809265137
2018-05-23,8.430000305175781
2018-05-24,8.239999771118164
2018-05-25,8.180000305175781
2018-05-29,8.050000190734863
2018-05-30,8.180000305175781
2018-05-31,8.25
2018-06-01,8.350000381469727
2018-06-04,8.489999771118164
2018-06-05,8.420000076293945
2018-06-06,8.369999885559082
2018-06-07,8.449999809265137
2018-06-08,8.40999984741211
2018-06-11,8.380000114440918
2018-06-12,8.369999885559082
2018-06-13,8.029999732971191
2018-06-14,9.010000228881836
2018-06-15,9.350000381469727
2018-06-18,9.279999732971191
2018-06-19,9.119999885559082
2018-06-20,9.0600004196167
2018-06-21,8.800000190734863
2018-06-22,8.770000457763672
2018-06-25,8.6899995803833
2018-06-26,8.970000267028809
2018-06-27,8.859999656677246
2018-06-28,9.010000228881836
2018-06-29,9.1899995803833
2018-07-02,9.199999809265137
2018-07-03,9.65999984741211
2018-07-05,9.75
2018-07-06,10.119999885559082
2018-07-09,10.40999984741211
2018-07-10,10.859999656677246
2018-07-11,10.649999618530273
2018-07-12,10.579999923706055
2018-07-13,10.510000228881836
2018-07-16,10.479999542236328
2018-07-17,10.579999923706055
2018-07-18,10.739999771118164
2018-07-19,10.40999984741211
2018-07-20,10.5
2018-07-23,10.555000305175781
2018-07-24,10.34000015258789
2018-07-25,10.289999961853027
2018-07-26,9.859999656677246
2018-07-27,9.760000228881836
2018-07-30,9.819999694824219
2018-07-31,9.9399995803833
2018-08-01,9.760000228881836
2018-08-02,9.399999618530273
2018-08-03,9.079999923706055
2018-08-06,9.0649995803833
2018-08-07,9.074999809265137
2018-08-08,9.050000190734863
2018-08-09,9.649999618530273
2018-08-10,11.380000114440918
2018-08-13,11.300000190734863
2018-08-14,11.4399995803833
2018-08-15,11.789999961853027
2018-08-16,12.100000381469727
2018-08-17,11.9399995803833
2018-08-20,12.0
2018-08-21,11.960000038146973
2018-08-22,11.989999771118164
2018-08-23,12.130000114440918
2018-08-24,11.34000015258789
2018-08-27,11.779999732971191
2018-08-28,11.949999809265137
2018-08-29,11.930000305175781
2018-08-30,11.880000114440918
2018-08-31,11.899999618530273
2018-09-04,11.899999618530273
2018-09-05,11.329999923706055
2018-09-06,11.680000305175781
2018-09-07,11.760000228881836
2018-09-10,11.699999809265137
2018-09-11,11.90999984741211
2018-09-12,12.149999618530273
2018-09-13,12.65999984741211
2018-09-14,12.890000343322754
2018-09-17,12.539999961853027
2018-09-18,12.729999542236328
2018-09-19,13.210000038146973
2018-09-20,13.569999694824219
2018-09-21,13.119999885559082
2018-09-24,13.0600004196167
2018-09-25,13.380000114440918
2018-09-26,12.989999771118164
2018-09-27,13.020000457763672
2018-09-28,13.140000343322754
2018-10-01,13.680000305175781
2018-10-02,13.479999542236328
2018-10-03,13.369999885559082
2018-10-04,13.390000343322754
2018-10-05,13.229999542236328
2018-10-08,12.649999618530273
2018-10-09,12.779999732971191
2018-10-10,12.109999656677246
2018-10-11,12.520000457763672
2018-10-12,12.619999885559082
2018-10-15,12.829999923706055
2018-10-16,12.960000038146973
2018-10-17,12.960000038146973
2018-10-18,12.899999618530273
2018-10-19,12.550000190734863
2018-10-22,12.369999885559082
2018-10-23,12.0
2018-10-24,11.699999809265137
2018-10-25,11.920000076293945
2018-10-26,11.890000343322754
2018-10-29,11.770000457763672
2018-10-30,12.229999542236328
2018-10-31,12.829999923706055
2018-11-01,13.989999771118164
2018-11-02,13.859999656677246
2018-11-05,13.670000076293945
2018-11-06,13.850000381469727
2018-11-07,13.670000076293945
2018-11-08,13.899999618530273
2018-11-09,13.729999542236328
2018-11-12,12.550000190734863
2018-11-13,13.100000381469727
2018-11-14,13.09000015258789
2018-11-15,12.960000038146973
2018-11-16,12.8100004196167
2018-11-19,12.5
2018-11-20,12.550000190734863
2018-11-21,12.630000114440918
2018-11-23,12.710000038146973
2018-11-26,12.600000381469727
2018-11-27,12.850000381469727
2018-11-28,12.779999732971191
2018-11-29,12.720000267028809
2018-11-30,12.15999984741211
2018-12-03,12.34000015258789
2018-12-04,11.899999618530273
2018-12-06,11.75
2018-12-07,10.989999771118164
2018-12-10,10.9399995803833
2018-12-11,11.270000457763672
2018-12-12,11.479999542236328
2018-12-13,11.505000114440918
2018-12-14,11.220000267028809
2018-12-17,10.609999656677246
2018-12-18,10.390999794006348
2018-12-19,10.220000267028809
2018-12-20,9.819999694824219
2018-12-21,9.380000114440918
2018-12-24,9.369999885559082
2018-12-26,9.699999809265137
2018-12-27,9.609999656677246
2018-12-28,10.045000076293945
2018-12-31,9.90999984741211
2019-01-02,10.220000267028809
2019-01-03,10.229999542236328
2019-01-04,10.170000076293945
2019-01-07,10.260000228881836
2019-01-08,10.359999656677246
2019-01-09,10.529999732971191
2019-01-10,10.729999542236328
2019-01-11,10.670000076293945
2019-01-14,10.739999771118164
2019-01-15,11.359999656677246
2019-01-16,11.460000038146973
2019-01-17,11.5
2019-01-18,11.59000015258789
2019-01-22,11.710000038146973
2019-01-23,10.970000267028809
2019-01-24,10.989999771118164
2019-01-25,11.008999824523926
2019-01-28,11.0
2019-01-29,10.994999885559082
2019-01-30,10.859999656677246
2019-01-31,10.75
2019-02-01,10.75
2019-02-04,10.699999809265137
2019-02-05,10.520000457763672
2019-02-06,10.210000038146973
2019-02-07,10.390000343322754
2019-02-08,10.380000114440918
2019-02-11,10.5
2019-02-12,10.039999961853027
2019-02-13,9.739999771118164
2019-02-14,10.489999771118164
2019-02-15,11.880000114440918
2019-02-19,12.210000038146973
2019-02-20,11.869999885559082
2019-02-21,11.979999542236328
2019-02-22,12.350000381469727
2019-02-25,12.270000457763672
2019-02-26,12.630000114440918
2019-02-27,12.670000076293945
2019-02-28,12.619999885559082
2019-03-01,12.869999885559082
2019-03-04,13.829999923706055
2019-03-05,13.920000076293945
2019-03-06,13.029999732971191
2019-03-07,13.539999961853027
2019-03-08,13.210000038146973
2019-03-11,13.5
2019-03-12,13.25
2019-03-13,13.319999694824219
2019-03-14,13.109999656677246
2019-03-15,12.720000267028809
2019-03-18,12.890000343322754
2019-03-19,12.989999771118164
2019-03-20,12.550000190734863
2019-03-21,12.8100004196167
2019-03-22,12.710000038146973
2019-03-25,12.5600004196167
2019-03-26,12.819999694824219
2019-03-27,12.600000381469727
2019-03-28,12.600000381469727
2019-03-29,12.829999923706055
2019-04-01,12.5
2019-04-02,12.729999542236328
2019-04-03,12.8100004196167
2019-04-04,12.630000114440918
2019-04-05,12.680000305175781
2019-04-08,13.25
2019-04-09,13.869999885559082
2019-04-10,14.6899995803833
2019-04-11,15.739999771118164
2019-04-12,15.989999771118164
2019-04-15,15.949999809265137
2019-04-16,16.790000915527344
2019-04-17,16.479999542236328
2019-04-18,15.449999809265137
2019-04-22,15.779999732971191
2019-04-23,16.260000228881836
2019-04-24,16.219999313354492
2019-04-25,15.34000015258789
2019-04-26,15.989999771118164
2019-04-29,15.4399995803833
2019-04-30,15.970000267028809
2019-05-01,16.110000610351562
2019-05-02,15.680000305175781
2019-05-03,16.25
2019-05-06,15.739999771118164
2019-05-07,16.200000762939453
2019-05-08,16.219999313354492
2019-05-09,15.720000267028809
2019-05-10,15.420000076293945
2019-05-13,14.510000228881836
2019-05-14,15.0
2019-05-15,14.880000114440918
2019-05-16,14.539999961853027
2019-05-17,13.880000114440918
2019-05-20,13.539999961853027
2019-05-21,13.479999542236328
2019-05-22,13.100000381469727
2019-05-23,13.239999771118164
2019-05-24,13.239999771118164
2019-05-28,13.649999618530273
2019-05-29,12.869999885559082
2019-05-30,13.329999923706055
2019-05-31,12.819999694824219
2019-06-03,12.579999923706055
2019-06-04,13.229999542236328
2019-06-05,13.390000343322754
2019-06-06,13.609999656677246
2019-06-07,13.670000076293945
2019-06-10,13.380000114440918
2019-06-11,13.880000114440918
2019-06-12,14.449999809265137
2019-06-13,14.220000267028809
2019-06-14,14.510000228881836
2019-06-17,13.864999771118164
2019-06-18,13.90999984741211
2019-06-19,14.270000457763672
2019-06-20,15.069999694824219
2019-06-21,14.779999732971191
2019-06-24,13.579999923706055
2019-06-25,13.680000305175781
2019-06-26,13.569999694824219
2019-06-27,14.050000190734863
2019-06-28,14.149999618530273
2019-07-01,14.84000015258789
2019-07-02,14.399999618530273
2019-07-03,14.609999656677246
2019-07-05,14.5
2019-07-08,14.199999809265137
2019-07-09,14.319999694824219
2019-07-10,14.640000343322754
2019-07-11,14.529999732971191
2019-07-12,14.390000343322754
2019-07-15,14.430000305175781
2019-07-16,14.199999809265137
2019-07-17,14.270000457763672
2019-07-18,13.619999885559082
2019-07-19,13.289999961853027
2019-07-22,12.90999984741211
2019-07-23,12.5600004196167
2019-07-24,13.109999656677246
2019-07-25,13.260000228881836
2019-07-26,13.239999771118164
2019-07-29,12.9399995803833
2019-07-30,13.260000228881836
2019-07-31,12.979999542236328
2019-08-01,12.6899995803833
2019-08-02,11.970000267028809
2019-08-05,11.399999618530273
2019-08-06,11.300000190734863
2019-08-07,11.600000381469727
2019-08-08,11.15999984741211
2019-08-09,11.720000267028809
2019-08-12,12.069999694824219
2019-08-13,12.40999984741211
2019-08-14,11.850000381469727
2019-08-15,11.59000015258789
2019-08-16,11.800000190734863
2019-08-19,11.789999961853027
2019-08-20,11.800000190734863
2019-08-21,11.630000114440918
2019-08-22,11.369999885559082
2019-08-23,10.979999542236328
2019-08-26,11.1899995803833
2019-08-27,10.789999961853027
2019-08-28,11.0600004196167
2019-08-29,11.1899995803833
2019-08-30,11.229999542236328
2019-09-03,10.649999618530273
2019-09-04,10.770000457763672
2019-09-05,11.010000228881836
2019-09-06,10.979999542236328
2019-09-09,11.170000076293945
2019-09-10,12.180000305175781
2019-09-11,12.569999694824219
2019-09-12,12.260000228881836
2019-09-13,12.569999694824219
2019-09-16,12.5600004196167
2019-09-17,12.529999732971191
2019-09-18,12.180000305175781
2019-09-19,12.130000114440918
2019-09-20,12.0
2019-09-23,12.079999923706055
2019-09-24,11.779999732971191
2019-09-25,12.119999885559082
2019-09-26,12.039999961853027
2019-09-27,11.949999809265137
2019-09-30,11.75
2019-10-01,11.289999961853027
2019-10-02,11.329999923706055
2019-10-03,11.239999771118164
2019-10-04,11.199999809265137
2019-10-07,11.289999961853027
2019-10-08,10.819999694824219
2019-10-09,10.670000076293945
2019-10-10,10.720000267028809
2019-10-11,10.75
2019-10-14,10.619999885559082
2019-10-15,10.489999771118164
2019-10-16,10.430000305175781
2019-10-17,10.829999923706055
2019-10-18,10.739999771118164
2019-10-21,11.039999961853027
2019-10-22,10.899999618530273
2019-10-23,10.829999923706055
2019-10-24,10.600000381469727
2019-10-25,10.600000381469727
2019-10-28,10.760000228881836
2019-10-29,11.229999542236328
2019-10-30,11.359999656677246
2019-10-31,11.369999885559082
2019-11-01,11.050000190734863
2019-11-04,10.9399995803833
2019-11-05,11.100000381469727
2019-11-06,11.180000305175781
2019-11-07,11.220000267028809
2019-11-08,11.399999618530273
2019-11-11,10.020000457763672
2019-11-12,10.260000228881836
2019-11-13,10.350000381469727
2019-11-14,10.5600004196167
2019-11-15,10.4399995803833
2019-11-18,10.1899995803833
2019-11-19,10.399999618530273
2019-11-20,10.420000076293945
2019-11-21,9.869999885559082
2019-11-22,9.8100004196167
2019-11-25,9.979999542236328
2019-11-26,8.65999984741211
2019-11-27,9.0600004196167
2019-11-29,9.4399995803833
2019-12-02,9.84000015258789
2019-12-03,9.890000343322754
2019-12-04,9.890000343322754
2019-12-05,9.859999656677246
2019-12-06,10.239999771118164
2019-12-09,9.850000381469727
2019-12-10,9.920000076293945
2019-12-11,10.09000015258789
2019-12-12,10.34000015258789
2019-12-13,10.15999984741211
2019-12-16,10.069999694824219
2019-12-17,10.289999961853027
2019-12-18,10.319999694824219
2019-12-19,10.199999809265137
2019-12-20,10.170000076293945
2019-12-23,10.479999542236328
2019-12-24,10.6899995803833
2019-12-26,10.640000343322754
2019-12-27,10.479999542236328
2019-12-30,10.489999771118164
2019-12-31,10.6899995803833
2020-01-02,10.6899995803833
2020-01-03,10.420000076293945
2020-01-06,10.4350004196167
2020-01-07,10.34000015258789
2020-01-08,10.279999732971191
2020-01-09,10.300000190734863
2020-01-10,9.880000114440918
2020-01-13,10.15999984741211
2020-01-14,10.210000038146973
2020-01-15,9.970000267028809
2020-01-16,10.300000190734863
2020-01-17,10.34000015258789
2020-01-21,10.1899995803833
2020-01-22,10.020000457763672
2020-01-23,10.25
2020-01-24,10.15999984741211
2020-01-27,9.65999984741211
2020-01-28,9.75
2020-01-29,9.670000076293945
2020-01-30,9.550000190734863
2020-01-31,9.449999809265137
2020-02-03,9.350000381469727
2020-02-04,9.270000457763672
2020-02-05,9.029999732971191
2020-02-06,8.890000343322754
2020-02-07,8.800000190734863
2020-02-10,8.850000381469727
2020-02-11,8.979999542236328
2020-02-12,8.819999694824219
2020-02-13,8.779999732971191
2020-02-14,8.960000038146973
2020-02-18,9.079999923706055
2020-02-19,9.029999732971191
2020-02-20,9.109999656677246
2020-02-21,9.619999885559082
2020-02-24,9.09000015258789
2020-02-25,8.5600004196167
2020-02-26,8.609999656677246
2020-02-27,8.220000267028809
2020-02-28,7.889999866485596
2020-03-02,7.980000019073486
2020-03-03,8.020000457763672
2020-03-04,8.359999656677246
2020-03-05,7.929999828338623
2020-03-06,7.829999923706055
2020-03-09,7.139999866485596
2020-03-10,7.260000228881836
2020-03-11,7.21999979019165
2020-03-12,6.53000020980835
2020-03-13,6.889999866485596
2020-03-16,6.659999847412109
2020-03-17,8.109999656677246
2020-03-18,6.610000133514404
2020-03-19,6.980000019073486
2020-03-20,6.150000095367432
2020-03-23,5.960000038146973
2020-03-24,7.170000076293945
2020-03-25,6.985000133514404
2020-03-26,7.380000114440918
2020-03-27,6.860000133514404
2020-03-30,6.929999828338623
2020-03-31,7.389999866485596
2020-04-01,6.610000133514404
2020-04-02,6.480000019073486
2020-04-03,6.019999980926514
2020-04-06,6.440000057220459
2020-04-07,6.449999809265137
2020-04-08,7.090000152587891
2020-04-09,6.880000114440918
2020-04-13,6.670000076293945
2020-04-14,6.949999809265137
2020-04-15,7.360000133514404
2020-04-16,6.860000133514404
2020-04-17,7.119999885559082
2020-04-20,7.150000095367432
2020-04-21,7.199999809265137
2020-04-22,7.480000019073486
2020-04-23,7.650000095367432
2020-04-24,7.730000019073486
2020-04-27,8.600000381469727
2020-04-28,8.380000114440918
2020-04-29,8.579999923706055
2020-04-30,8.09000015258789
2020-05-01,7.909999847412109
2020-05-04,7.650000095367432
2020-05-05,7.289999961853027
2020-05-06,7.5
2020-05-07,7.840000152587891
2020-05-08,8.680000305175781
2020-05-11,8.84000015258789
2020-05-12,8.1899995803833
2020-05-13,8.260000228881836
2020-05-14,8.350000381469727
2020-05-15,8.140000343322754
