,ESPR
2013-06-26,14.5
2013-06-27,14.0
2013-06-28,14.100000381469727
2013-07-01,14.010000228881836
2013-07-02,14.569999694824219
2013-07-03,14.609999656677246
2013-07-05,14.579999923706055
2013-07-08,14.9399995803833
2013-07-09,15.699999809265137
2013-07-10,16.049999237060547
2013-07-11,16.729999542236328
2013-07-12,17.049999237060547
2013-07-15,17.209999084472656
2013-07-16,17.309999465942383
2013-07-17,17.149999618530273
2013-07-18,17.280000686645508
2013-07-19,16.899999618530273
2013-07-22,17.049999237060547
2013-07-23,17.110000610351562
2013-07-24,16.959999084472656
2013-07-25,16.780000686645508
2013-07-26,17.06999969482422
2013-07-29,17.40999984741211
2013-07-30,17.649999618530273
2013-07-31,17.84000015258789
2013-08-01,17.790000915527344
2013-08-02,18.25
2013-08-05,18.440000534057617
2013-08-06,18.149999618530273
2013-08-07,17.729999542236328
2013-08-08,17.229999542236328
2013-08-09,16.690000534057617
2013-08-12,17.229999542236328
2013-08-13,17.440000534057617
2013-08-14,17.479999542236328
2013-08-15,17.059999465942383
2013-08-16,17.239999771118164
2013-08-19,16.93000030517578
2013-08-20,16.899999618530273
2013-08-21,16.639999389648438
2013-08-22,16.950000762939453
2013-08-23,16.799999237060547
2013-08-26,17.0
2013-08-27,16.760000228881836
2013-08-28,16.809999465942383
2013-08-29,16.8700008392334
2013-08-30,16.1200008392334
2013-09-03,16.399999618530273
2013-09-04,15.4399995803833
2013-09-05,15.270000457763672
2013-09-06,15.399999618530273
2013-09-09,14.989999771118164
2013-09-10,14.970000267028809
2013-09-11,15.470000267028809
2013-09-12,15.600000381469727
2013-09-13,16.59000015258789
2013-09-16,16.719999313354492
2013-09-17,16.81999969482422
2013-09-18,16.979999542236328
2013-09-19,16.81999969482422
2013-09-20,16.709999084472656
2013-09-23,17.649999618530273
2013-09-24,18.15999984741211
2013-09-25,18.229999542236328
2013-09-26,18.8700008392334
2013-09-27,18.700000762939453
2013-09-30,18.860000610351562
2013-10-01,18.8700008392334
2013-10-02,18.889999389648438
2013-10-03,18.760000228881836
2013-10-04,18.610000610351562
2013-10-07,18.170000076293945
2013-10-08,17.489999771118164
2013-10-09,16.459999084472656
2013-10-10,16.5
2013-10-11,16.690000534057617
2013-10-14,16.68000030517578
2013-10-15,16.6299991607666
2013-10-16,17.360000610351562
2013-10-17,17.350000381469727
2013-10-18,17.200000762939453
2013-10-21,16.520000457763672
2013-10-22,16.56999969482422
2013-10-23,15.65999984741211
2013-10-24,15.609999656677246
2013-10-25,15.140000343322754
2013-10-28,15.670000076293945
2013-10-29,15.789999961853027
2013-10-30,15.75
2013-10-31,15.670000076293945
2013-11-01,14.899999618530273
2013-11-04,15.029999732971191
2013-11-05,15.010000228881836
2013-11-06,14.770000457763672
2013-11-07,14.510000228881836
2013-11-08,14.850000381469727
2013-11-11,14.729999542236328
2013-11-12,14.4399995803833
2013-11-13,13.630000114440918
2013-11-14,13.890000343322754
2013-11-15,13.75
2013-11-18,13.489999771118164
2013-11-19,12.760000228881836
2013-11-20,12.8100004196167
2013-11-21,12.1899995803833
2013-11-22,11.739999771118164
2013-11-25,11.510000228881836
2013-11-26,11.100000381469727
2013-11-27,11.289999961853027
2013-11-29,11.930000305175781
2013-12-02,11.930000305175781
2013-12-03,12.109999656677246
2013-12-04,12.260000228881836
2013-12-05,12.600000381469727
2013-12-06,13.319999694824219
2013-12-09,13.640000343322754
2013-12-10,13.09000015258789
2013-12-11,12.680000305175781
2013-12-12,13.020000457763672
2013-12-13,12.90999984741211
2013-12-16,13.609999656677246
2013-12-17,13.510000228881836
2013-12-18,13.979999542236328
2013-12-19,12.770000457763672
2013-12-20,12.920000076293945
2013-12-23,13.920000076293945
2013-12-24,13.829999923706055
2013-12-26,13.300000190734863
2013-12-27,13.069999694824219
2013-12-30,12.789999961853027
2013-12-31,13.739999771118164
2014-01-02,13.880000114440918
2014-01-03,14.140000343322754
2014-01-06,14.34000015258789
2014-01-07,15.9399995803833
2014-01-08,15.350000381469727
2014-01-09,15.789999961853027
2014-01-10,15.460000038146973
2014-01-13,15.390000343322754
2014-01-14,15.119999885559082
2014-01-15,14.920000076293945
2014-01-16,15.0
2014-01-17,16.0
2014-01-21,16.790000915527344
2014-01-22,16.75
2014-01-23,16.350000381469727
2014-01-24,15.779999732971191
2014-01-27,15.079999923706055
2014-01-28,15.09000015258789
2014-01-29,14.880000114440918
2014-01-30,16.280000686645508
2014-01-31,15.260000228881836
2014-02-03,14.5600004196167
2014-02-04,14.4399995803833
2014-02-05,14.0600004196167
2014-02-06,13.550000190734863
2014-02-07,15.09000015258789
2014-02-10,15.5600004196167
2014-02-11,15.539999961853027
2014-02-12,15.25
2014-02-13,16.1299991607666
2014-02-14,15.930000305175781
2014-02-18,15.869999885559082
2014-02-19,15.319999694824219
2014-02-20,15.479999542236328
2014-02-21,15.050000190734863
2014-02-24,15.329999923706055
2014-02-25,15.359999656677246
2014-02-26,15.319999694824219
2014-02-27,15.890000343322754
2014-02-28,15.550000190734863
2014-03-03,15.760000228881836
2014-03-04,16.049999237060547
2014-03-05,16.3799991607666
2014-03-06,16.479999542236328
2014-03-07,17.399999618530273
2014-03-10,17.969999313354492
2014-03-11,18.010000228881836
2014-03-12,17.59000015258789
2014-03-13,16.420000076293945
2014-03-14,16.360000610351562
2014-03-17,15.5
2014-03-18,15.930000305175781
2014-03-19,15.829999923706055
2014-03-20,15.3100004196167
2014-03-21,14.649999618530273
2014-03-24,14.1899995803833
2014-03-25,14.260000228881836
2014-03-26,14.699999809265137
2014-03-27,15.199999809265137
2014-03-28,14.949999809265137
2014-03-31,15.119999885559082
2014-04-01,14.920000076293945
2014-04-02,14.800000190734863
2014-04-03,14.59000015258789
2014-04-04,14.050000190734863
2014-04-07,13.949999809265137
2014-04-08,14.630000114440918
2014-04-09,15.239999771118164
2014-04-10,14.579999923706055
2014-04-11,13.859999656677246
2014-04-14,13.680000305175781
2014-04-15,13.25
2014-04-16,13.819999694824219
2014-04-17,13.760000228881836
2014-04-21,14.199999809265137
2014-04-22,14.859999656677246
2014-04-23,14.680000305175781
2014-04-24,14.609999656677246
2014-04-25,14.119999885559082
2014-04-28,13.949999809265137
2014-04-29,13.720000267028809
2014-04-30,13.789999961853027
2014-05-01,13.510000228881836
2014-05-02,12.890000343322754
2014-05-05,13.039999961853027
2014-05-06,12.920000076293945
2014-05-07,13.170000076293945
2014-05-08,13.109999656677246
2014-05-09,13.680000305175781
2014-05-12,14.229999542236328
2014-05-13,14.239999771118164
2014-05-14,14.930000305175781
2014-05-15,14.420000076293945
2014-05-16,14.59000015258789
2014-05-19,13.779999732971191
2014-05-20,14.220000267028809
2014-05-21,14.199999809265137
2014-05-22,14.380000114440918
2014-05-23,14.569999694824219
2014-05-27,15.210000038146973
2014-05-28,15.010000228881836
2014-05-29,15.390000343322754
2014-05-30,15.260000228881836
2014-06-02,14.4399995803833
2014-06-03,14.0600004196167
2014-06-04,14.699999809265137
2014-06-05,14.850000381469727
2014-06-06,14.90999984741211
2014-06-09,14.960000038146973
2014-06-10,15.130000114440918
2014-06-11,15.470000267028809
2014-06-12,14.6899995803833
2014-06-13,14.850000381469727
2014-06-16,14.619999885559082
2014-06-17,14.609999656677246
2014-06-18,14.869999885559082
2014-06-19,15.210000038146973
2014-06-20,15.329999923706055
2014-06-23,15.09000015258789
2014-06-24,15.029999732971191
2014-06-25,15.170000076293945
2014-06-26,15.15999984741211
2014-06-27,15.449999809265137
2014-06-30,15.84000015258789
2014-07-01,15.859999656677246
2014-07-02,15.90999984741211
2014-07-03,15.819999694824219
2014-07-07,15.180000305175781
2014-07-08,15.350000381469727
2014-07-09,15.470000267028809
2014-07-10,15.489999771118164
2014-07-11,15.329999923706055
2014-07-14,15.550000190734863
2014-07-15,14.65999984741211
2014-07-16,14.029999732971191
2014-07-17,14.010000228881836
2014-07-18,14.609999656677246
2014-07-21,14.430000305175781
2014-07-22,14.489999771118164
2014-07-23,15.119999885559082
2014-07-24,14.34000015258789
2014-07-25,13.920000076293945
2014-07-28,13.970000267028809
2014-07-29,14.25
2014-07-30,14.960000038146973
2014-07-31,14.329999923706055
2014-08-01,15.729999542236328
2014-08-04,16.139999389648438
2014-08-05,15.5600004196167
2014-08-06,15.510000228881836
2014-08-07,15.329999923706055
2014-08-08,15.34000015258789
2014-08-11,16.0
2014-08-12,15.859999656677246
2014-08-13,16.079999923706055
2014-08-14,16.149999618530273
2014-08-15,16.15999984741211
2014-08-18,16.190000534057617
2014-08-19,15.979999542236328
2014-08-20,15.949999809265137
2014-08-21,15.4399995803833
2014-08-22,15.40999984741211
2014-08-25,15.890000343322754
2014-08-26,15.6899995803833
2014-08-27,15.649999618530273
2014-08-28,15.539999961853027
2014-08-29,15.59000015258789
2014-09-02,15.710000038146973
2014-09-03,15.489999771118164
2014-09-04,15.449999809265137
2014-09-05,15.100000381469727
2014-09-08,15.5600004196167
2014-09-09,15.010000228881836
2014-09-10,16.31999969482422
2014-09-11,15.9399995803833
2014-09-12,15.449999809265137
2014-09-15,15.859999656677246
2014-09-16,15.800000190734863
2014-09-17,16.020000457763672
2014-09-18,16.219999313354492
2014-09-19,16.34000015258789
2014-09-22,16.170000076293945
