,WBA
1980-03-17,0.20898400247097015
1980-03-18,0.20800800621509552
1980-03-19,0.21386699378490448
1980-03-20,0.21289099752902985
1980-03-21,0.21386699378490448
1980-03-24,0.21289099752902985
1980-03-25,0.2109380066394806
1980-03-26,0.2148440033197403
1980-03-27,0.21289099752902985
1980-03-28,0.21386699378490448
1980-03-31,0.22070300579071045
1980-04-01,0.22070300579071045
1980-04-02,0.21581999957561493
1980-04-03,0.2148440033197403
1980-04-07,0.2109380066394806
1980-04-08,0.2109380066394806
1980-04-09,0.20996099710464478
1980-04-10,0.21289099752902985
1980-04-11,0.2109380066394806
1980-04-14,0.21289099752902985
1980-04-15,0.2109380066394806
1980-04-16,0.21191400289535522
1980-04-17,0.21191400289535522
1980-04-18,0.21289099752902985
1980-04-21,0.20996099710464478
1980-04-22,0.21191400289535522
1980-04-23,0.2148440033197403
1980-04-24,0.21581999957561493
1980-04-25,0.21875
1980-04-28,0.21581999957561493
1980-04-29,0.21581999957561493
1980-04-30,0.21972699463367462
1980-05-01,0.2226559966802597
1980-05-02,0.22363300621509552
1980-05-05,0.2226559966802597
1980-05-06,0.22460900247097015
1980-05-07,0.234375
1980-05-08,0.234375
1980-05-09,0.23535199463367462
1980-05-12,0.23144499957561493
1980-05-13,0.24023400247097015
1980-05-14,0.24706999957561493
1980-05-15,0.2509770095348358
1980-05-16,0.25
1980-05-19,0.25
1980-05-20,0.25
1980-05-21,0.24902300536632538
1980-05-22,0.24511699378490448
1980-05-23,0.24511699378490448
1980-05-27,0.24511699378490448
1980-05-28,0.2460940033197403
1980-05-29,0.23925800621509552
1980-05-30,0.23632800579071045
1980-06-02,0.23632800579071045
1980-06-03,0.23925800621509552
1980-06-04,0.24414099752902985
1980-06-05,0.24804699420928955
1980-06-06,0.24804699420928955
1980-06-09,0.2460940033197403
1980-06-10,0.24414099752902985
1980-06-11,0.24414099752902985
1980-06-12,0.2421880066394806
1980-06-13,0.24121099710464478
1980-06-16,0.2421880066394806
1980-06-17,0.24316400289535522
1980-06-18,0.24023400247097015
1980-06-19,0.24316400289535522
1980-06-20,0.24121099710464478
1980-06-23,0.23632800579071045
1980-06-24,0.2382809966802597
1980-06-25,0.23925800621509552
1980-06-26,0.24316400289535522
1980-06-27,0.24121099710464478
1980-06-30,0.2421880066394806
1980-07-01,0.25
1980-07-02,0.25195300579071045
1980-07-03,0.2607420086860657
1980-07-07,0.26367199420928955
1980-07-08,0.265625
1980-07-09,0.2587890028953552
1980-07-10,0.26367199420928955
1980-07-11,0.2607420086860657
1980-07-14,0.2617189884185791
1980-07-15,0.2734380066394806
1980-07-16,0.27148398756980896
1980-07-17,0.2705079913139343
1980-07-18,0.2724609971046448
1980-07-21,0.2744140028953552
1980-07-22,0.2802729904651642
1980-07-23,0.27929699420928955
1980-07-24,0.28125
1980-07-25,0.2802729904651642
1980-07-28,0.28125
1980-07-29,0.2890630066394806
1980-07-30,0.28710898756980896
1980-07-31,0.2861329913139343
1980-08-01,0.2822270095348358
1980-08-04,0.2783200144767761
1980-08-05,0.2802729904651642
1980-08-06,0.2763670086860657
1980-08-07,0.2822270095348358
1980-08-08,0.2939450144767761
1980-08-11,0.2958979904651642
1980-08-12,0.3046880066394806
1980-08-13,0.3046880066394806
1980-08-14,0.2978520095348358
1980-08-15,0.3007810115814209
1980-08-18,0.2978520095348358
1980-08-19,0.2890630066394806
1980-08-20,0.2929689884185791
1980-08-21,0.296875
1980-08-22,0.2958979904651642
1980-08-25,0.296875
1980-08-26,0.3007810115814209
1980-08-27,0.3007810115814209
1980-08-28,0.29882800579071045
1980-08-29,0.2958979904651642
1980-09-02,0.29492199420928955
1980-09-03,0.2880859971046448
1980-09-04,0.29101601243019104
1980-09-05,0.2900390028953552
1980-09-08,0.2900390028953552
1980-09-09,0.29101601243019104
1980-09-10,0.2919920086860657
1980-09-11,0.2958979904651642
1980-09-12,0.2958979904651642
1980-09-15,0.2929689884185791
1980-09-16,0.2978520095348358
1980-09-17,0.3037109971046448
1980-09-18,0.3056640028953552
1980-09-19,0.3125
1980-09-22,0.3212890028953552
1980-09-23,0.3203130066394806
1980-09-24,0.31835898756980896
1980-09-25,0.3193359971046448
1980-09-26,0.3193359971046448
1980-09-29,0.31445300579071045
1980-09-30,0.3134770095348358
1980-10-01,0.3076170086860657
1980-10-02,0.3046880066394806
1980-10-03,0.3056640028953552
1980-10-06,0.30273398756980896
1980-10-07,0.30273398756980896
1980-10-08,0.3046880066394806
1980-10-09,0.2998049855232239
1980-10-10,0.2929689884185791
1980-10-13,0.2880859971046448
1980-10-14,0.2890630066394806
1980-10-15,0.2890630066394806
1980-10-16,0.29101601243019104
1980-10-17,0.2900390028953552
1980-10-20,0.2890630066394806
1980-10-21,0.29101601243019104
1980-10-22,0.28710898756980896
1980-10-23,0.2861329913139343
1980-10-24,0.2880859971046448
1980-10-27,0.2880859971046448
1980-10-28,0.2880859971046448
1980-10-29,0.2861329913139343
1980-10-30,0.2851560115814209
1980-10-31,0.2890630066394806
1980-11-03,0.2919920086860657
1980-11-05,0.2958979904651642
1980-11-06,0.2929689884185791
1980-11-07,0.296875
1980-11-10,0.2998049855232239
1980-11-11,0.30273398756980896
1980-11-12,0.31054699420928955
1980-11-13,0.31445300579071045
1980-11-14,0.3125
1980-11-17,0.3095700144767761
1980-11-18,0.31054699420928955
1980-11-19,0.3125
1980-11-20,0.31445300579071045
1980-11-21,0.3193359971046448
1980-11-24,0.3125
1980-11-25,0.3125
1980-11-26,0.3164060115814209
1980-11-28,0.3125
1980-12-01,0.31445300579071045
1980-12-02,0.3134770095348358
1980-12-03,0.31445300579071045
1980-12-04,0.32226601243019104
1980-12-05,0.3164060115814209
1980-12-08,0.3076170086860657
1980-12-09,0.3046880066394806
1980-12-10,0.3056640028953552
1980-12-11,0.30273398756980896
1980-12-12,0.2998049855232239
1980-12-15,0.29882800579071045
1980-12-16,0.2958979904651642
1980-12-17,0.3007810115814209
1980-12-18,0.29492199420928955
1980-12-19,0.2929689884185791
1980-12-22,0.2958979904651642
1980-12-23,0.296875
1980-12-24,0.3017579913139343
1980-12-26,0.3037109971046448
1980-12-29,0.30273398756980896
1980-12-30,0.3007810115814209
1980-12-31,0.3007810115814209
1981-01-02,0.30273398756980896
1981-01-05,0.30664101243019104
1981-01-06,0.3173829913139343
1981-01-07,0.3164060115814209
1981-01-08,0.3251950144767761
1981-01-09,0.3349609971046448
1981-01-12,0.34179699420928955
1981-01-13,0.3320310115814209
1981-01-14,0.3330079913139343
1981-01-15,0.3398439884185791
1981-01-16,0.3476560115814209
1981-01-19,0.34960898756980896
1981-01-20,0.3466799855232239
1981-01-21,0.3330079913139343
1981-01-22,0.33007800579071045
1981-01-23,0.33007800579071045
1981-01-26,0.3251950144767761
1981-01-27,0.3291020095348358
1981-01-28,0.3310549855232239
1981-01-29,0.33007800579071045
1981-01-30,0.3330079913139343
1981-02-02,0.3359380066394806
1981-02-03,0.3388670086860657
1981-02-04,0.3466799855232239
1981-02-05,0.3525390028953552
1981-02-06,0.3632810115814209
1981-02-09,0.3603520095348358
1981-02-10,0.3642579913139343
1981-02-11,0.36523398756980896
1981-02-12,0.36914101243019104
1981-02-13,0.3662109971046448
1981-02-17,0.3505859971046448
1981-02-18,0.3447270095348358
1981-02-19,0.3398439884185791
1981-02-20,0.33007800579071045
1981-02-23,0.3369140028953552
1981-02-24,0.34179699420928955
1981-02-25,0.3408200144767761
1981-02-26,0.3486329913139343
1981-02-27,0.359375
1981-03-02,0.3544920086860657
1981-03-03,0.3525390028953552
1981-03-04,0.3505859971046448
1981-03-05,0.34960898756980896
1981-03-06,0.3515630066394806
1981-03-09,0.35351601243019104
1981-03-10,0.3544920086860657
1981-03-11,0.3603520095348358
1981-03-12,0.375
1981-03-13,0.3828130066394806
1981-03-16,0.3828130066394806
1981-03-17,0.38476601243019104
1981-03-18,0.3876950144767761
1981-03-19,0.390625
1981-03-20,0.390625
1981-03-23,0.390625
1981-03-24,0.3896479904651642
1981-03-25,0.390625
1981-03-26,0.39257800579071045
1981-03-27,0.39257800579071045
1981-03-30,0.38867199420928955
1981-03-31,0.38867199420928955
1981-04-01,0.39648398756980896
1981-04-02,0.40429699420928955
1981-04-03,0.4072270095348358
1981-04-06,0.40429699420928955
1981-04-07,0.4033200144767761
1981-04-08,0.4072270095348358
1981-04-09,0.4033200144767761
1981-04-10,0.40429699420928955
1981-04-13,0.4023439884185791
1981-04-14,0.4052729904651642
1981-04-15,0.4111329913139343
1981-04-16,0.4228520095348358
1981-04-20,0.4189450144767761
1981-04-21,0.4179689884185791
1981-04-22,0.4189450144767761
1981-04-23,0.4189450144767761
1981-04-24,0.4228520095348358
1981-04-27,0.42382800579071045
1981-04-28,0.4257810115814209
1981-04-29,0.4257810115814209
1981-04-30,0.4248049855232239
1981-05-01,0.4179689884185791
1981-05-04,0.40039101243019104
1981-05-05,0.39648398756980896
1981-05-06,0.3955079913139343
1981-05-07,0.39648398756980896
1981-05-08,0.39648398756980896
1981-05-11,0.390625
1981-05-12,0.390625
1981-05-13,0.390625
1981-05-14,0.390625
1981-05-15,0.3945310115814209
1981-05-18,0.3945310115814209
1981-05-19,0.3945310115814209
1981-05-20,0.3974609971046448
1981-05-21,0.40429699420928955
1981-05-22,0.4052729904651642
1981-05-26,0.40820300579071045
1981-05-27,0.41992199420928955
1981-05-28,0.4189450144767761
1981-05-29,0.4267579913139343
1981-06-01,0.4228520095348358
1981-06-02,0.4248049855232239
1981-06-03,0.421875
1981-06-04,0.4248049855232239
1981-06-05,0.4179689884185791
1981-06-08,0.4140630066394806
1981-06-09,0.4101560115814209
1981-06-10,0.4101560115814209
1981-06-11,0.4130859971046448
1981-06-12,0.4189450144767761
1981-06-15,0.4189450144767761
1981-06-16,0.4208979904651642
1981-06-17,0.4140630066394806
1981-06-18,0.4052729904651642
1981-06-19,0.4013670086860657
1981-06-22,0.3984380066394806
1981-06-23,0.3994140028953552
1981-06-24,0.3984380066394806
1981-06-25,0.4023439884185791
1981-06-26,0.3994140028953552
1981-06-29,0.39648398756980896
1981-06-30,0.38867199420928955
1981-07-01,0.3828130066394806
1981-07-02,0.3789060115814209
1981-07-06,0.3798829913139343
1981-07-07,0.3837890028953552
1981-07-08,0.3857420086860657
1981-07-09,0.3876950144767761
1981-07-10,0.390625
1981-07-13,0.3955079913139343
1981-07-14,0.40039101243019104
1981-07-15,0.3984380066394806
1981-07-16,0.3984380066394806
1981-07-17,0.40039101243019104
1981-07-20,0.40039101243019104
1981-07-21,0.3974609971046448
1981-07-22,0.3974609971046448
1981-07-23,0.3984380066394806
1981-07-24,0.3984380066394806
1981-07-27,0.3974609971046448
1981-07-28,0.39648398756980896
1981-07-29,0.3955079913139343
1981-07-30,0.3896479904651642
1981-07-31,0.3935549855232239
1981-08-03,0.39257800579071045
1981-08-04,0.3916020095348358
1981-08-05,0.4023439884185791
1981-08-06,0.4013670086860657
1981-08-07,0.3974609971046448
1981-08-10,0.3945310115814209
1981-08-11,0.3935549855232239
1981-08-12,0.39257800579071045
1981-08-13,0.3867189884185791
1981-08-14,0.3828130066394806
1981-08-17,0.3828130066394806
1981-08-18,0.3798829913139343
1981-08-19,0.38476601243019104
1981-08-20,0.3828130066394806
1981-08-21,0.3828130066394806
1981-08-24,0.3828130066394806
1981-08-25,0.37304699420928955
1981-08-26,0.3681640028953552
1981-08-27,0.3554689884185791
1981-08-28,0.3554689884185791
1981-08-31,0.3466799855232239
1981-09-01,0.3515630066394806
1981-09-02,0.3515630066394806
1981-09-03,0.34570300579071045
1981-09-04,0.34375
1981-09-08,0.3359380066394806
1981-09-09,0.3359380066394806
1981-09-10,0.3359380066394806
1981-09-11,0.3359380066394806
1981-09-14,0.3349609971046448
1981-09-15,0.3369140028953552
1981-09-16,0.3388670086860657
1981-09-17,0.3369140028953552
1981-09-18,0.3369140028953552
1981-09-21,0.34570300579071045
1981-09-22,0.3447270095348358
1981-09-23,0.3515630066394806
1981-09-24,0.3486329913139343
1981-09-25,0.3427729904651642
1981-09-28,0.3408200144767761
1981-09-29,0.3466799855232239
1981-09-30,0.3505859971046448
1981-10-01,0.3525390028953552
1981-10-02,0.36523398756980896
1981-10-05,0.36914101243019104
1981-10-06,0.3701170086860657
1981-10-07,0.3710939884185791
1981-10-08,0.3818359971046448
1981-10-09,0.3818359971046448
1981-10-12,0.3828130066394806
1981-10-13,0.3818359971046448
1981-10-14,0.37695300579071045
1981-10-15,0.375
1981-10-16,0.375
1981-10-19,0.3662109971046448
1981-10-20,0.3671880066394806
1981-10-21,0.3671880066394806
1981-10-22,0.3662109971046448
1981-10-23,0.3642579913139343
1981-10-26,0.3671880066394806
1981-10-27,0.3701170086860657
1981-10-28,0.3701170086860657
1981-10-29,0.37304699420928955
1981-10-30,0.3710939884185791
1981-11-02,0.3710939884185791
1981-11-03,0.37695300579071045
1981-11-04,0.3740229904651642
1981-11-05,0.375
1981-11-06,0.3759770095348358
1981-11-09,0.3740229904651642
1981-11-10,0.3818359971046448
1981-11-11,0.38476601243019104
1981-11-12,0.3896479904651642
1981-11-13,0.38867199420928955
1981-11-16,0.3828130066394806
1981-11-17,0.3818359971046448
1981-11-18,0.3828130066394806
1981-11-19,0.3828130066394806
1981-11-20,0.3828130066394806
1981-11-23,0.37695300579071045
1981-11-24,0.3710939884185791
1981-11-25,0.3710939884185791
1981-11-27,0.36914101243019104
1981-11-30,0.3671880066394806
1981-12-01,0.3662109971046448
1981-12-02,0.3671880066394806
1981-12-03,0.37304699420928955
1981-12-04,0.3759770095348358
1981-12-07,0.3759770095348358
1981-12-08,0.37695300579071045
1981-12-09,0.3779299855232239
1981-12-10,0.3798829913139343
1981-12-11,0.3828130066394806
1981-12-14,0.38476601243019104
1981-12-15,0.3867189884185791
1981-12-16,0.3867189884185791
1981-12-17,0.3896479904651642
1981-12-18,0.3867189884185791
1981-12-21,0.38867199420928955
1981-12-22,0.3867189884185791
1981-12-23,0.38476601243019104
1981-12-24,0.3857420086860657
1981-12-28,0.3837890028953552
1981-12-29,0.38476601243019104
1981-12-30,0.3818359971046448
1981-12-31,0.3798829913139343
1982-01-04,0.3798829913139343
1982-01-05,0.3789060115814209
1982-01-06,0.3759770095348358
1982-01-07,0.3759770095348358
1982-01-08,0.3759770095348358
1982-01-11,0.375
1982-01-12,0.3710939884185791
1982-01-13,0.3710939884185791
1982-01-14,0.3740229904651642
1982-01-15,0.375
1982-01-18,0.3740229904651642
1982-01-19,0.37304699420928955
1982-01-20,0.37304699420928955
1982-01-21,0.36523398756980896
1982-01-22,0.3671880066394806
1982-01-25,0.3662109971046448
1982-01-26,0.3642579913139343
1982-01-27,0.36523398756980896
1982-01-28,0.3662109971046448
1982-01-29,0.3662109971046448
1982-02-01,0.3632810115814209
1982-02-02,0.3623049855232239
1982-02-03,0.359375
1982-02-04,0.359375
1982-02-05,0.359375
1982-02-08,0.3564450144767761
1982-02-09,0.3554689884185791
1982-02-10,0.3564450144767761
1982-02-11,0.3525390028953552
1982-02-12,0.3544920086860657
1982-02-16,0.359375
1982-02-17,0.36523398756980896
1982-02-18,0.36914101243019104
1982-02-19,0.3671880066394806
1982-02-22,0.35351601243019104
1982-02-23,0.35351601243019104
1982-02-24,0.35742199420928955
1982-02-25,0.3554689884185791
1982-02-26,0.35351601243019104
1982-03-01,0.359375
1982-03-02,0.3632810115814209
1982-03-03,0.3710939884185791
1982-03-04,0.3671880066394806
1982-03-05,0.36914101243019104
1982-03-08,0.3710939884185791
1982-03-09,0.37304699420928955
1982-03-10,0.38476601243019104
1982-03-11,0.3828130066394806
1982-03-12,0.3867189884185791
1982-03-15,0.3867189884185791
1982-03-16,0.38085898756980896
1982-03-17,0.38476601243019104
1982-03-18,0.390625
1982-03-19,0.40429699420928955
1982-03-22,0.4023439884185791
1982-03-23,0.4023439884185791
