,COWN
2006-12-22,79.04000091552734
2006-12-26,79.83999633789062
2006-12-27,82.12000274658203
2006-12-28,85.5999984741211
2006-12-29,84.5999984741211
2007-01-03,82.4000015258789
2007-01-04,79.5199966430664
2007-01-05,74.44000244140625
2007-01-08,76.44000244140625
2007-01-09,75.16000366210938
2007-01-10,73.91999816894531
2007-01-11,76.63999938964844
2007-01-12,80.36000061035156
2007-01-16,82.68000030517578
2007-01-17,82.4000015258789
2007-01-18,78.55999755859375
2007-01-19,76.63999938964844
2007-01-22,76.0
2007-01-23,80.0
2007-01-24,78.95999908447266
2007-01-25,81.12000274658203
2007-01-26,82.80000305175781
2007-01-29,80.0
2007-01-30,80.87999725341797
2007-01-31,83.12000274658203
2007-02-01,84.95999908447266
2007-02-02,84.08000183105469
2007-02-05,83.55999755859375
2007-02-06,80.04000091552734
2007-02-07,80.12000274658203
2007-02-08,82.31999969482422
2007-02-09,82.4800033569336
2007-02-12,80.95999908447266
2007-02-13,80.83999633789062
2007-02-14,82.16000366210938
2007-02-15,81.83999633789062
2007-02-16,81.95999908447266
2007-02-20,82.91999816894531
2007-02-21,83.19999694824219
2007-02-22,83.5999984741211
2007-02-23,83.5999984741211
2007-02-26,82.80000305175781
2007-02-27,79.63999938964844
2007-02-28,79.36000061035156
2007-03-01,76.63999938964844
2007-03-02,76.0
2007-03-05,76.4000015258789
2007-03-06,77.4000015258789
2007-03-07,77.31999969482422
2007-03-08,78.04000091552734
2007-03-09,78.16000366210938
2007-03-12,78.08000183105469
2007-03-13,72.5999984741211
2007-03-14,72.12000274658203
2007-03-15,72.91999816894531
2007-03-16,73.4800033569336
2007-03-19,73.23999786376953
2007-03-20,71.63999938964844
2007-03-21,72.68000030517578
2007-03-22,72.36000061035156
2007-03-23,72.95999908447266
2007-03-26,70.23999786376953
2007-03-27,70.72000122070312
2007-03-28,70.0
2007-03-29,69.4000015258789
2007-03-30,66.55999755859375
2007-04-02,68.31999969482422
2007-04-03,70.19999694824219
2007-04-04,70.23999786376953
2007-04-05,68.91999816894531
2007-04-09,66.04000091552734
2007-04-10,64.44000244140625
2007-04-11,65.63999938964844
2007-04-12,66.5999984741211
2007-04-13,65.80000305175781
2007-04-16,69.4800033569336
2007-04-17,70.36000061035156
2007-04-18,71.27999877929688
2007-04-19,72.4000015258789
2007-04-20,70.95999908447266
2007-04-23,69.4000015258789
2007-04-24,69.68000030517578
2007-04-25,68.44000244140625
2007-04-26,68.0
2007-04-27,68.04000091552734
2007-04-30,67.12000274658203
2007-05-01,69.95999908447266
2007-05-02,74.23999786376953
2007-05-03,72.44000244140625
2007-05-04,73.27999877929688
2007-05-07,74.23999786376953
2007-05-08,75.4000015258789
2007-05-09,75.87999725341797
2007-05-10,73.31999969482422
2007-05-11,78.5999984741211
2007-05-14,76.68000030517578
2007-05-15,73.91999816894531
2007-05-16,72.4800033569336
2007-05-17,72.5199966430664
2007-05-18,72.19999694824219
2007-05-21,72.72000122070312
2007-05-22,72.4000015258789
2007-05-23,71.95999908447266
2007-05-24,69.63999938964844
2007-05-25,70.0
2007-05-29,70.55999755859375
2007-05-30,71.36000061035156
2007-05-31,71.31999969482422
2007-06-01,72.23999786376953
2007-06-04,71.87999725341797
2007-06-05,70.12000274658203
2007-06-06,68.63999938964844
2007-06-07,67.80000305175781
2007-06-08,67.4000015258789
2007-06-11,65.91999816894531
2007-06-12,63.79999923706055
2007-06-13,68.16000366210938
2007-06-14,68.5199966430664
2007-06-15,70.16000366210938
2007-06-18,69.83999633789062
2007-06-19,72.0
2007-06-20,72.68000030517578
2007-06-21,74.0
2007-06-22,73.12000274658203
2007-06-25,72.5199966430664
2007-06-26,72.87999725341797
2007-06-27,72.36000061035156
2007-06-28,74.76000213623047
2007-06-29,71.63999938964844
2007-07-02,71.68000030517578
2007-07-03,71.0
2007-07-05,71.36000061035156
2007-07-06,74.72000122070312
2007-07-09,71.72000122070312
2007-07-10,69.68000030517578
2007-07-11,66.5999984741211
2007-07-12,68.68000030517578
2007-07-13,72.0
2007-07-16,72.12000274658203
2007-07-17,72.44000244140625
2007-07-18,71.19999694824219
2007-07-19,70.72000122070312
2007-07-20,70.04000091552734
2007-07-23,71.5199966430664
2007-07-24,67.31999969482422
2007-07-25,66.87999725341797
2007-07-26,63.2400016784668
2007-07-27,63.040000915527344
2007-07-30,65.08000183105469
2007-07-31,57.439998626708984
2007-08-01,54.91999816894531
2007-08-02,54.0
2007-08-03,50.720001220703125
2007-08-06,51.599998474121094
2007-08-07,50.08000183105469
2007-08-08,54.0
2007-08-09,50.720001220703125
2007-08-10,50.599998474121094
2007-08-13,49.439998626708984
2007-08-14,47.119998931884766
2007-08-15,45.880001068115234
2007-08-16,49.599998474121094
2007-08-17,53.68000030517578
2007-08-20,55.47999954223633
2007-08-21,54.439998626708984
2007-08-22,55.040000915527344
2007-08-23,52.15999984741211
2007-08-24,52.79999923706055
2007-08-27,50.040000915527344
2007-08-28,47.560001373291016
2007-08-29,49.0
2007-08-30,48.7599983215332
2007-08-31,51.119998931884766
2007-09-04,51.2400016784668
2007-09-05,49.36000061035156
2007-09-06,51.31999969482422
2007-09-07,51.599998474121094
2007-09-10,52.68000030517578
2007-09-11,52.63999938964844
2007-09-12,52.2400016784668
2007-09-13,53.400001525878906
2007-09-14,52.84000015258789
2007-09-17,53.720001220703125
2007-09-18,57.47999954223633
2007-09-19,59.400001525878906
2007-09-20,57.84000015258789
2007-09-21,59.91999816894531
2007-09-24,59.20000076293945
2007-09-25,55.959999084472656
2007-09-26,55.599998474121094
2007-09-27,55.279998779296875
2007-09-28,55.279998779296875
2007-10-01,55.599998474121094
2007-10-02,59.439998626708984
2007-10-03,56.0
2007-10-04,56.560001373291016
2007-10-05,56.119998931884766
2007-10-08,57.84000015258789
2007-10-09,57.68000030517578
2007-10-10,57.47999954223633
2007-10-11,56.0
2007-10-12,53.040000915527344
2007-10-15,52.560001373291016
2007-10-16,50.79999923706055
2007-10-17,51.2400016784668
2007-10-18,49.79999923706055
2007-10-19,47.959999084472656
2007-10-22,48.63999938964844
2007-10-23,47.560001373291016
2007-10-24,48.31999969482422
2007-10-25,47.79999923706055
2007-10-26,50.52000045776367
2007-10-29,48.599998474121094
2007-10-30,47.52000045776367
2007-10-31,48.560001373291016
2007-11-01,44.20000076293945
2007-11-02,42.68000030517578
2007-11-05,44.880001068115234
2007-11-06,42.720001220703125
2007-11-07,40.47999954223633
2007-11-08,38.84000015258789
2007-11-09,41.400001525878906
2007-11-12,42.0
2007-11-13,43.599998474121094
2007-11-14,42.720001220703125
2007-11-15,42.20000076293945
2007-11-16,40.52000045776367
2007-11-19,39.84000015258789
2007-11-20,39.599998474121094
2007-11-21,40.20000076293945
2007-11-23,41.2400016784668
2007-11-26,40.040000915527344
2007-11-27,39.91999816894531
2007-11-28,42.47999954223633
2007-11-29,43.279998779296875
2007-11-30,42.91999816894531
2007-12-03,41.560001373291016
2007-12-04,40.400001525878906
2007-12-05,41.0
2007-12-06,42.0
2007-12-07,42.279998779296875
2007-12-10,45.0
2007-12-11,39.08000183105469
2007-12-12,38.720001220703125
2007-12-13,39.720001220703125
2007-12-14,38.560001373291016
2007-12-17,38.959999084472656
2007-12-18,41.279998779296875
2007-12-19,40.560001373291016
2007-12-20,40.2400016784668
2007-12-21,41.0
2007-12-24,42.63999938964844
2007-12-26,42.439998626708984
2007-12-27,41.84000015258789
2007-12-28,40.08000183105469
2007-12-31,38.040000915527344
2008-01-02,37.2400016784668
2008-01-03,39.439998626708984
2008-01-04,36.08000183105469
2008-01-07,36.279998779296875
2008-01-08,33.68000030517578
2008-01-09,34.79999923706055
2008-01-10,34.0
2008-01-11,35.79999923706055
2008-01-14,35.560001373291016
2008-01-15,35.2400016784668
2008-01-16,37.0
2008-01-17,36.08000183105469
2008-01-18,36.0
2008-01-22,37.279998779296875
2008-01-23,43.2400016784668
2008-01-24,39.91999816894531
2008-01-25,38.439998626708984
2008-01-28,38.84000015258789
2008-01-29,39.68000030517578
2008-01-30,38.880001068115234
2008-01-31,39.959999084472656
2008-02-01,40.599998474121094
2008-02-04,40.400001525878906
2008-02-05,38.52000045776367
2008-02-06,38.599998474121094
2008-02-07,39.36000061035156
2008-02-08,37.20000076293945
2008-02-11,36.599998474121094
2008-02-12,36.68000030517578
2008-02-13,37.20000076293945
2008-02-14,36.68000030517578
2008-02-15,32.880001068115234
2008-02-19,32.599998474121094
2008-02-20,34.880001068115234
2008-02-21,33.0
2008-02-22,33.7599983215332
2008-02-25,34.560001373291016
2008-02-26,35.439998626708984
2008-02-27,35.7599983215332
2008-02-28,31.1200008392334
2008-02-29,30.0
2008-03-03,28.280000686645508
2008-03-04,28.0
2008-03-05,30.31999969482422
2008-03-06,27.84000015258789
2008-03-07,28.239999771118164
2008-03-10,27.799999237060547
2008-03-11,29.0
2008-03-12,28.479999542236328
2008-03-13,28.559999465942383
2008-03-14,27.239999771118164
2008-03-17,25.920000076293945
2008-03-18,27.959999084472656
2008-03-19,26.559999465942383
2008-03-20,29.559999465942383
2008-03-24,30.799999237060547
2008-03-25,31.1200008392334
2008-03-26,30.639999389648438
2008-03-27,28.68000030517578
2008-03-28,27.559999465942383
2008-03-31,28.360000610351562
2008-04-01,29.639999389648438
2008-04-02,28.280000686645508
2008-04-03,28.959999084472656
2008-04-04,29.239999771118164
2008-04-07,29.799999237060547
2008-04-08,30.479999542236328
2008-04-09,28.280000686645508
2008-04-10,27.799999237060547
2008-04-11,27.0
2008-04-14,26.760000228881836
2008-04-15,27.440000534057617
2008-04-16,28.200000762939453
2008-04-17,27.559999465942383
2008-04-18,28.079999923706055
2008-04-21,27.84000015258789
2008-04-22,26.639999389648438
2008-04-23,26.639999389648438
2008-04-24,27.479999542236328
2008-04-25,27.760000228881836
2008-04-28,26.760000228881836
2008-04-29,26.8799991607666
2008-04-30,26.600000381469727
2008-05-01,28.0
2008-05-02,27.280000686645508
2008-05-05,28.520000457763672
2008-05-06,29.0
2008-05-07,27.479999542236328
2008-05-08,28.8799991607666
2008-05-09,27.719999313354492
2008-05-12,27.799999237060547
2008-05-13,27.8799991607666
2008-05-14,28.479999542236328
2008-05-15,30.239999771118164
2008-05-16,33.0
2008-05-19,32.400001525878906
2008-05-20,33.52000045776367
2008-05-21,33.47999954223633
2008-05-22,32.2400016784668
2008-05-23,31.399999618530273
2008-05-27,32.599998474121094
2008-05-28,31.719999313354492
2008-05-29,31.959999084472656
2008-05-30,31.760000228881836
2008-06-02,31.200000762939453
2008-06-03,31.239999771118164
2008-06-04,33.0
2008-06-05,33.439998626708984
2008-06-06,31.440000534057617
2008-06-09,32.68000030517578
2008-06-10,33.15999984741211
2008-06-11,31.959999084472656
2008-06-12,31.31999969482422
2008-06-13,32.0
2008-06-16,32.560001373291016
2008-06-17,31.600000381469727
2008-06-18,32.400001525878906
2008-06-19,31.799999237060547
2008-06-20,30.920000076293945
2008-06-23,31.1200008392334
2008-06-24,31.8799991607666
2008-06-25,33.0
2008-06-26,32.119998931884766
2008-06-27,31.760000228881836
2008-06-30,30.8799991607666
2008-07-01,30.600000381469727
2008-07-02,30.559999465942383
2008-07-03,30.399999618530273
2008-07-07,30.280000686645508
2008-07-08,30.799999237060547
2008-07-09,30.0
2008-07-10,30.040000915527344
2008-07-11,29.959999084472656
2008-07-14,28.84000015258789
2008-07-15,28.600000381469727
2008-07-16,30.719999313354492
2008-07-17,32.36000061035156
2008-07-18,31.360000610351562
2008-07-21,30.1200008392334
2008-07-22,31.68000030517578
2008-07-23,32.36000061035156
2008-07-24,30.959999084472656
2008-07-25,32.20000076293945
2008-07-28,29.600000381469727
2008-07-29,33.040000915527344
2008-07-30,33.560001373291016
2008-07-31,32.880001068115234
2008-08-01,34.08000183105469
2008-08-04,34.7599983215332
2008-08-05,33.36000061035156
2008-08-06,32.720001220703125
2008-08-07,32.720001220703125
2008-08-08,34.15999984741211
2008-08-11,33.560001373291016
2008-08-12,33.599998474121094
2008-08-13,34.040000915527344
2008-08-14,35.0
2008-08-15,35.959999084472656
2008-08-18,35.880001068115234
2008-08-19,35.959999084472656
2008-08-20,35.599998474121094
2008-08-21,35.79999923706055
2008-08-22,35.880001068115234
2008-08-25,35.959999084472656
2008-08-26,36.7599983215332
2008-08-27,36.279998779296875
2008-08-28,36.79999923706055
2008-08-29,36.720001220703125
2008-09-02,36.31999969482422
2008-09-03,36.36000061035156
2008-09-04,35.91999816894531
2008-09-05,34.47999954223633
2008-09-08,34.040000915527344
2008-09-09,32.36000061035156
2008-09-10,32.47999954223633
2008-09-11,32.84000015258789
2008-09-12,32.119998931884766
2008-09-15,29.399999618530273
2008-09-16,28.639999389648438
2008-09-17,26.200000762939453
2008-09-18,30.0
2008-09-19,31.280000686645508
2008-09-22,32.0
2008-09-23,32.880001068115234
2008-09-24,32.040000915527344
2008-09-25,32.15999984741211
2008-09-26,36.0
2008-09-29,30.8799991607666
2008-09-30,34.20000076293945
2008-10-01,32.15999984741211
2008-10-02,33.7599983215332
2008-10-03,32.560001373291016
2008-10-06,28.0
2008-10-07,24.479999542236328
2008-10-08,23.639999389648438
2008-10-09,22.200000762939453
2008-10-10,20.719999313354492
2008-10-13,22.079999923706055
2008-10-14,23.600000381469727
2008-10-15,20.040000915527344
2008-10-16,19.920000076293945
2008-10-17,20.68000030517578
2008-10-20,21.760000228881836
2008-10-21,21.0
2008-10-22,21.200000762939453
2008-10-23,21.079999923706055
2008-10-24,21.200000762939453
2008-10-27,21.600000381469727
2008-10-28,22.559999465942383
2008-10-29,24.8799991607666
2008-10-30,24.84000015258789
2008-10-31,28.280000686645508
2008-11-03,27.200000762939453
2008-11-04,26.31999969482422
2008-11-05,22.440000534057617
2008-11-06,20.84000015258789
2008-11-07,22.479999542236328
2008-11-10,22.200000762939453
2008-11-11,22.280000686645508
2008-11-12,21.600000381469727
2008-11-13,22.360000610351562
2008-11-14,22.0
2008-11-17,22.280000686645508
2008-11-18,22.0
2008-11-19,20.68000030517578
2008-11-20,20.239999771118164
2008-11-21,19.639999389648438
2008-11-24,22.0
2008-11-25,21.200000762939453
2008-11-26,22.399999618530273
2008-11-28,23.239999771118164
2008-12-01,22.399999618530273
2008-12-02,25.280000686645508
2008-12-03,24.959999084472656
2008-12-04,24.0
2008-12-05,24.0
2008-12-08,27.079999923706055
2008-12-09,27.719999313354492
2008-12-10,27.0
2008-12-11,28.0
2008-12-12,27.68000030517578
2008-12-15,27.559999465942383
2008-12-16,27.520000457763672
2008-12-17,28.1200008392334
2008-12-18,28.040000915527344
2008-12-19,26.799999237060547
2008-12-22,27.68000030517578
2008-12-23,27.0
2008-12-24,27.0
2008-12-26,24.520000457763672
2008-12-29,24.799999237060547
2008-12-30,25.399999618530273
2008-12-31,25.440000534057617
2009-01-02,27.200000762939453
2009-01-05,26.799999237060547
2009-01-06,26.399999618530273
2009-01-07,25.079999923706055
2009-01-08,25.8799991607666
2009-01-09,25.600000381469727
2009-01-12,23.0
2009-01-13,24.280000686645508
2009-01-14,24.0
2009-01-15,25.0
2009-01-16,24.920000076293945
2009-01-20,22.959999084472656
2009-01-21,22.799999237060547
2009-01-22,22.280000686645508
2009-01-23,21.799999237060547
2009-01-26,21.399999618530273
2009-01-27,21.760000228881836
2009-01-28,24.0
2009-01-29,23.639999389648438
2009-01-30,23.0
2009-02-02,23.280000686645508
2009-02-03,22.600000381469727
2009-02-04,24.0
2009-02-05,25.0
2009-02-06,25.0
2009-02-09,23.959999084472656
2009-02-10,23.239999771118164
2009-02-11,22.600000381469727
2009-02-12,22.559999465942383
2009-02-13,21.68000030517578
2009-02-17,21.799999237060547
2009-02-18,20.600000381469727
2009-02-19,18.760000228881836
2009-02-20,17.799999237060547
2009-02-23,17.399999618530273
2009-02-24,17.239999771118164
2009-02-25,17.719999313354492
2009-02-26,17.239999771118164
2009-02-27,16.079999923706055
2009-03-02,15.880000114440918
2009-03-03,14.680000305175781
2009-03-04,15.479999542236328
2009-03-05,15.0
2009-03-06,14.960000038146973
2009-03-09,14.359999656677246
2009-03-10,17.040000915527344
2009-03-11,17.31999969482422
2009-03-12,19.639999389648438
2009-03-13,19.719999313354492
2009-03-16,19.920000076293945
2009-03-17,20.0
2009-03-18,20.799999237060547
2009-03-19,19.799999237060547
2009-03-20,20.200000762939453
2009-03-23,22.440000534057617
2009-03-24,22.399999618530273
2009-03-25,22.479999542236328
2009-03-26,22.239999771118164
2009-03-27,22.399999618530273
2009-03-30,20.280000686645508
2009-03-31,19.479999542236328
2009-04-01,18.760000228881836
2009-04-02,19.479999542236328
2009-04-03,19.520000457763672
2009-04-06,19.0
2009-04-07,19.600000381469727
2009-04-08,18.200000762939453
2009-04-09,19.31999969482422
2009-04-13,19.600000381469727
2009-04-14,22.399999618530273
2009-04-15,22.31999969482422
2009-04-16,22.440000534057617
2009-04-17,22.719999313354492
2009-04-20,21.280000686645508
2009-04-21,21.520000457763672
2009-04-22,21.68000030517578
2009-04-23,22.1200008392334
2009-04-24,20.799999237060547
2009-04-27,20.8799991607666
2009-04-28,20.639999389648438
2009-04-29,22.84000015258789
2009-04-30,23.079999923706055
2009-05-01,23.1200008392334
2009-05-04,24.68000030517578
2009-05-05,24.0
2009-05-06,24.479999542236328
2009-05-07,23.719999313354492
2009-05-08,23.479999542236328
2009-05-11,21.959999084472656
2009-05-12,21.239999771118164
2009-05-13,20.68000030517578
2009-05-14,20.799999237060547
2009-05-15,21.0
2009-05-18,20.559999465942383
2009-05-19,19.8799991607666
2009-05-20,20.1200008392334
2009-05-21,19.8799991607666
2009-05-22,19.15999984741211
2009-05-26,19.0
2009-05-27,18.440000534057617
2009-05-28,18.68000030517578
2009-05-29,20.799999237060547
2009-06-01,19.200000762939453
2009-06-02,19.200000762939453
2009-06-03,19.360000610351562
2009-06-04,26.360000610351562
2009-06-05,29.31999969482422
2009-06-08,28.8799991607666
2009-06-09,28.479999542236328
2009-06-10,29.0
2009-06-11,31.559999465942383
2009-06-12,33.599998474121094
2009-06-15,32.20000076293945
2009-06-16,32.20000076293945
2009-06-17,31.719999313354492
2009-06-18,32.63999938964844
2009-06-19,33.08000183105469
2009-06-22,31.559999465942383
2009-06-23,31.280000686645508
2009-06-24,32.79999923706055
2009-06-25,33.20000076293945
2009-06-26,33.68000030517578
2009-06-29,34.08000183105469
2009-06-30,33.400001525878906
2009-07-01,34.7599983215332
2009-07-02,32.7599983215332
2009-07-06,32.279998779296875
2009-07-07,31.84000015258789
2009-07-08,30.479999542236328
2009-07-09,30.719999313354492
2009-07-10,30.600000381469727
2009-07-13,30.8799991607666
2009-07-14,29.399999618530273
2009-07-15,30.079999923706055
2009-07-16,29.520000457763672
2009-07-17,30.31999969482422
2009-07-20,30.31999969482422
2009-07-21,29.760000228881836
2009-07-22,29.360000610351562
2009-07-23,29.600000381469727
2009-07-24,29.799999237060547
2009-07-27,29.399999618530273
2009-07-28,29.200000762939453
2009-07-29,28.719999313354492
2009-07-30,28.760000228881836
2009-07-31,29.440000534057617
2009-08-03,29.200000762939453
2009-08-04,29.479999542236328
2009-08-05,32.040000915527344
2009-08-06,28.600000381469727
2009-08-07,28.639999389648438
2009-08-10,27.799999237060547
2009-08-11,26.600000381469727
2009-08-12,26.719999313354492
2009-08-13,26.440000534057617
2009-08-14,26.239999771118164
2009-08-17,25.760000228881836
2009-08-18,25.68000030517578
2009-08-19,25.68000030517578
2009-08-20,26.1200008392334
2009-08-21,25.84000015258789
2009-08-24,26.399999618530273
2009-08-25,26.559999465942383
2009-08-26,26.799999237060547
2009-08-27,26.399999618530273
2009-08-28,26.360000610351562
2009-08-31,26.0
2009-09-01,25.200000762939453
2009-09-02,24.760000228881836
2009-09-03,25.8799991607666
2009-09-04,25.959999084472656
2009-09-08,26.15999984741211
2009-09-09,26.040000915527344
2009-09-10,26.15999984741211
2009-09-11,25.959999084472656
2009-09-14,26.600000381469727
2009-09-15,26.719999313354492
2009-09-16,27.68000030517578
2009-09-17,27.200000762939453
2009-09-18,27.0
2009-09-21,26.360000610351562
2009-09-22,26.920000076293945
2009-09-23,28.200000762939453
2009-09-24,27.920000076293945
2009-09-25,29.079999923706055
2009-09-28,29.399999618530273
2009-09-29,30.0
2009-09-30,28.479999542236328
2009-10-01,28.0
2009-10-02,28.520000457763672
2009-10-05,28.040000915527344
2009-10-06,28.0
2009-10-07,28.079999923706055
2009-10-08,27.959999084472656
2009-10-09,28.399999618530273
2009-10-12,28.31999969482422
2009-10-13,28.360000610351562
2009-10-14,28.959999084472656
2009-10-15,30.200000762939453
2009-10-16,30.959999084472656
2009-10-19,31.440000534057617
2009-10-20,31.079999923706055
2009-10-21,31.200000762939453
2009-10-22,30.200000762939453
2009-10-23,29.68000030517578
2009-10-26,29.760000228881836
2009-10-27,29.959999084472656
2009-10-28,29.600000381469727
2009-10-29,30.440000534057617
2009-10-30,30.200000762939453
2009-11-02,29.200000762939453
2009-11-03,31.600000381469727
2009-11-04,29.360000610351562
2009-11-05,29.520000457763672
2009-11-06,27.200000762939453
2009-11-09,27.600000381469727
2009-11-10,27.200000762939453
2009-11-11,27.239999771118164
2009-11-12,27.0
2009-11-13,26.719999313354492
2009-11-16,27.239999771118164
2009-11-17,27.15999984741211
2009-11-18,26.760000228881836
2009-11-19,26.440000534057617
2009-11-20,26.399999618530273
2009-11-23,27.479999542236328
2009-11-24,26.8799991607666
2009-11-25,26.68000030517578
2009-11-27,25.479999542236328
2009-11-30,26.360000610351562
2009-12-01,25.84000015258789
2009-12-02,25.559999465942383
2009-12-03,25.200000762939453
2009-12-04,25.280000686645508
2009-12-07,25.31999969482422
2009-12-08,25.15999984741211
2009-12-09,23.360000610351562
2009-12-10,22.959999084472656
2009-12-11,22.600000381469727
2009-12-14,20.8799991607666
2009-12-15,20.0
2009-12-16,21.399999618530273
2009-12-17,21.31999969482422
2009-12-18,22.079999923706055
2009-12-21,22.15999984741211
2009-12-22,22.079999923706055
2009-12-23,22.479999542236328
2009-12-24,23.200000762939453
2009-12-28,23.520000457763672
2009-12-29,23.68000030517578
2009-12-30,23.639999389648438
2009-12-31,23.68000030517578
2010-01-04,23.8799991607666
2010-01-05,23.719999313354492
2010-01-06,23.760000228881836
2010-01-07,23.520000457763672
2010-01-08,23.239999771118164
2010-01-11,22.760000228881836
2010-01-12,22.239999771118164
2010-01-13,22.15999984741211
2010-01-14,22.200000762939453
2010-01-15,21.639999389648438
2010-01-19,21.920000076293945
2010-01-20,21.600000381469727
2010-01-21,21.200000762939453
2010-01-22,20.68000030517578
2010-01-25,20.600000381469727
2010-01-26,20.479999542236328
2010-01-27,20.920000076293945
2010-01-28,20.559999465942383
2010-01-29,19.799999237060547
2010-02-01,20.8799991607666
2010-02-02,20.600000381469727
2010-02-03,20.0
2010-02-04,19.559999465942383
2010-02-05,19.68000030517578
2010-02-08,19.639999389648438
2010-02-09,19.559999465942383
2010-02-10,20.559999465942383
2010-02-11,19.959999084472656
2010-02-12,20.280000686645508
2010-02-16,20.200000762939453
2010-02-17,20.200000762939453
2010-02-18,20.600000381469727
2010-02-19,20.360000610351562
2010-02-22,20.600000381469727
2010-02-23,20.239999771118164
2010-02-24,20.040000915527344
2010-02-25,20.920000076293945
2010-02-26,21.760000228881836
2010-03-01,22.0
2010-03-02,20.8799991607666
2010-03-03,20.399999618530273
2010-03-04,20.799999237060547
2010-03-05,21.600000381469727
2010-03-08,22.760000228881836
2010-03-09,23.0
2010-03-10,22.639999389648438
2010-03-11,22.799999237060547
2010-03-12,22.559999465942383
2010-03-15,22.079999923706055
2010-03-16,22.040000915527344
2010-03-17,22.1200008392334
2010-03-18,21.920000076293945
2010-03-19,21.639999389648438
2010-03-22,21.31999969482422
2010-03-23,21.440000534057617
2010-03-24,21.15999984741211
2010-03-25,21.84000015258789
2010-03-26,22.68000030517578
2010-03-29,22.920000076293945
2010-03-30,22.959999084472656
2010-03-31,22.639999389648438
2010-04-01,22.1200008392334
2010-04-05,22.639999389648438
2010-04-06,23.0
2010-04-07,22.600000381469727
2010-04-08,23.719999313354492
2010-04-09,23.399999618530273
2010-04-12,22.799999237060547
2010-04-13,21.760000228881836
2010-04-14,22.719999313354492
2010-04-15,23.0
2010-04-16,22.719999313354492
2010-04-19,22.479999542236328
2010-04-20,22.719999313354492
2010-04-21,22.360000610351562
2010-04-22,22.0
2010-04-23,22.559999465942383
2010-04-26,22.760000228881836
2010-04-27,21.68000030517578
2010-04-28,21.559999465942383
2010-04-29,21.639999389648438
