,ELM
2010-06-10,1.8600000143051147
2010-06-11,1.8799999952316284
2010-06-14,1.850000023841858
2010-06-15,1.8600000143051147
2010-06-16,1.8600000143051147
2010-06-17,1.8600000143051147
2010-06-18,1.7100000381469727
2010-06-21,1.7100000381469727
2010-06-22,1.600000023841858
2010-06-23,1.75
2010-06-24,1.5700000524520874
2010-06-25,1.590000033378601
2010-06-28,
2010-06-29,1.6200000047683716
2010-06-30,1.6100000143051147
2010-07-01,1.6100000143051147
2010-07-02,1.6100000143051147
2010-07-06,1.659999966621399
2010-07-07,1.659999966621399
2010-07-08,1.6399999856948853
2010-07-09,1.6299999952316284
2010-07-12,1.6399999856948853
2010-07-13,1.6399999856948853
2010-07-14,1.75
2010-07-15,1.5700000524520874
2010-07-16,1.7200000286102295
2010-07-19,1.7200000286102295
2010-07-20,1.7599999904632568
2010-07-21,1.809999942779541
2010-07-22,1.7999999523162842
2010-07-23,1.7799999713897705
2010-07-26,
2010-07-27,1.649999976158142
2010-07-28,1.7400000095367432
2010-07-29,1.7200000286102295
2010-07-30,1.809999942779541
2010-08-02,
2010-08-03,1.8300000429153442
2010-08-04,1.8300000429153442
2010-08-05,1.8300000429153442
2010-08-06,1.7899999618530273
2010-08-09,1.7200000286102295
2010-08-10,1.649999976158142
2010-08-11,1.6399999856948853
2010-08-12,1.649999976158142
2010-08-13,1.649999976158142
2010-08-16,
2010-08-17,1.590000033378601
2010-08-18,1.4500000476837158
2010-08-19,1.5099999904632568
2010-08-20,1.5299999713897705
2010-08-23,1.5700000524520874
2010-08-24,1.4199999570846558
2010-08-25,1.5199999809265137
2010-08-26,1.5700000524520874
2010-08-27,1.440000057220459
2010-08-30,1.409999966621399
2010-08-31,1.5499999523162842
2010-09-01,1.4299999475479126
2010-09-02,1.4299999475479126
2010-09-03,
2010-09-07,1.4600000381469727
2010-09-08,1.4600000381469727
2010-09-09,1.5199999809265137
2010-09-10,1.5199999809265137
2010-09-13,1.4600000381469727
2010-09-14,1.4700000286102295
2010-09-15,1.4600000381469727
2010-09-16,1.5099999904632568
2010-09-17,1.6100000143051147
2010-09-20,1.6200000047683716
2010-09-21,1.6299999952316284
2010-09-22,1.6299999952316284
2010-09-23,1.4900000095367432
2010-09-24,1.4900000095367432
2010-09-27,1.6399999856948853
2010-09-28,1.6399999856948853
2010-09-29,1.6399999856948853
2010-09-30,1.5299999713897705
2010-10-01,1.6100000143051147
2010-10-04,1.6100000143051147
2010-10-05,1.6399999856948853
2010-10-06,1.6399999856948853
2010-10-07,1.6299999952316284
2010-10-08,1.6299999952316284
2010-10-11,1.6200000047683716
2010-10-12,1.6299999952316284
2010-10-13,1.6299999952316284
2010-10-14,1.6299999952316284
2010-10-15,1.5199999809265137
2010-10-18,1.5099999904632568
2010-10-19,1.4800000190734863
2010-10-20,1.5399999618530273
2010-10-21,1.5499999523162842
2010-10-22,1.5399999618530273
2010-10-25,1.5499999523162842
2010-10-26,1.5700000524520874
2010-10-27,1.559999942779541
2010-10-28,1.5399999618530273
2010-10-29,1.5399999618530273
2010-11-01,
2010-11-02,1.5700000524520874
2010-11-03,1.4900000095367432
2010-11-04,1.559999942779541
2010-11-05,1.5700000524520874
2010-11-08,1.5700000524520874
2010-11-09,1.5700000524520874
2010-11-10,1.5700000524520874
2010-11-11,
2010-11-12,1.4900000095367432
2010-11-15,1.5700000524520874
2010-11-16,1.6100000143051147
2010-11-17,1.590000033378601
2010-11-18,1.5700000524520874
2010-11-19,1.5499999523162842
2010-11-22,1.5700000524520874
2010-11-23,1.5700000524520874
2010-11-24,1.5700000524520874
2010-11-26,1.5
2010-11-29,1.4900000095367432
2010-11-30,1.5700000524520874
2010-12-01,1.559999942779541
2010-12-02,1.559999942779541
2010-12-03,1.5399999618530273
2010-12-06,1.559999942779541
2010-12-07,1.5
2010-12-08,1.5
2010-12-09,1.5
2010-12-10,1.5
2010-12-13,1.5
2010-12-14,1.5
2010-12-15,1.5
2010-12-16,1.5
2010-12-17,1.5
2010-12-20,1.5
2010-12-21,1.4500000476837158
2010-12-22,1.5299999713897705
2010-12-23,1.440000057220459
2010-12-27,1.5299999713897705
2010-12-28,1.5099999904632568
2010-12-29,1.5399999618530273
2010-12-30,1.5499999523162842
2010-12-31,1.5099999904632568
2011-01-03,1.559999942779541
2011-01-04,1.5199999809265137
2011-01-05,1.5
2011-01-06,
2011-01-07,1.5399999618530273
2011-01-10,1.5399999618530273
2011-01-11,1.5399999618530273
2011-01-12,1.5
2011-01-13,1.5399999618530273
2011-01-14,1.5
2011-01-18,1.5399999618530273
2011-01-19,1.5399999618530273
2011-01-20,1.5299999713897705
2011-01-21,1.5299999713897705
2011-01-24,1.5299999713897705
2011-01-25,1.4299999475479126
2011-01-26,1.4299999475479126
2011-01-27,1.5199999809265137
2011-01-28,1.4199999570846558
2011-01-31,1.4299999475479126
2011-02-01,1.440000057220459
2011-02-02,1.5
2011-02-03,1.5
2011-02-04,1.5
2011-02-07,1.5
2011-02-08,1.4299999475479126
2011-02-09,1.409999966621399
2011-02-10,1.409999966621399
2011-02-11,1.4700000286102295
2011-02-14,1.4500000476837158
2011-02-15,1.4700000286102295
2011-02-16,1.4700000286102295
2011-02-17,1.4700000286102295
2011-02-18,1.4700000286102295
2011-02-22,1.4800000190734863
2011-02-23,1.4700000286102295
2011-02-24,1.4700000286102295
2011-02-25,1.4600000381469727
2011-02-28,1.4600000381469727
2011-03-01,1.5
2011-03-02,1.440000057220459
2011-03-03,1.440000057220459
2011-03-04,1.440000057220459
2011-03-07,1.440000057220459
2011-03-08,1.440000057220459
2011-03-09,1.399999976158142
2011-03-10,1.2999999523162842
2011-03-11,1.3600000143051147
2011-03-14,1.3600000143051147
2011-03-15,1.2599999904632568
2011-03-16,1.3600000143051147
2011-03-17,1.4199999570846558
2011-03-18,1.3300000429153442
2011-03-21,1.2699999809265137
2011-03-22,1.2699999809265137
2011-03-23,1.309999942779541
2011-03-24,1.3300000429153442
2011-03-25,1.2699999809265137
2011-03-28,1.2699999809265137
2011-03-29,1.309999942779541
2011-03-30,1.309999942779541
2011-03-31,
2011-04-01,
2011-04-04,
2011-04-05,
2011-04-06,1.309999942779541
2011-04-07,1.309999942779541
2011-04-08,1.309999942779541
2011-04-11,1.2100000381469727
2011-04-12,1.2699999809265137
2011-04-13,1.2000000476837158
2011-04-14,1.2599999904632568
2011-04-15,1.2599999904632568
2011-04-18,1.190000057220459
2011-04-19,1.2699999809265137
2011-04-20,1.2100000381469727
2011-04-21,1.2799999713897705
2011-04-25,
2011-04-26,1.2200000286102295
2011-04-27,1.2200000286102295
2011-04-28,1.2200000286102295
2011-04-29,1.2200000286102295
2011-05-02,1.2200000286102295
2011-05-03,
2011-05-04,1.2100000381469727
2011-05-05,1.2000000476837158
2011-05-06,1.2000000476837158
2011-05-09,1.25
2011-05-10,1.2699999809265137
2011-05-11,1.2100000381469727
2011-05-12,1.190000057220459
2011-05-13,1.2599999904632568
2011-05-16,1.2799999713897705
2011-05-17,1.2000000476837158
2011-05-18,1.1699999570846558
2011-05-19,1.2400000095367432
2011-05-20,
2011-05-23,1.190000057220459
2011-05-24,
2011-05-25,
2011-05-26,
2011-05-27,
2011-05-31,1.2200000286102295
2011-06-01,1.2000000476837158
2011-06-02,1.2100000381469727
2011-06-03,
2011-06-06,
2011-06-07,1.149999976158142
2011-06-08,1.149999976158142
2011-06-09,1.149999976158142
2011-06-10,1.149999976158142
2011-06-13,1.1399999856948853
2011-06-14,1.149999976158142
2011-06-15,1.1399999856948853
2011-06-16,1.190000057220459
2011-06-17,1.1200000047683716
2011-06-20,1.1200000047683716
2011-06-21,1.1200000047683716
2011-06-22,1.1200000047683716
2011-06-23,
2011-06-24,1.0800000429153442
2011-06-27,1.0199999809265137
2011-06-28,1.1100000143051147
2011-06-29,1.1100000143051147
2011-06-30,1.0099999904632568
2011-07-01,1.0399999618530273
2011-07-05,1.1100000143051147
2011-07-06,1.100000023841858
2011-07-07,1.090000033378601
2011-07-08,1.100000023841858
2011-07-11,1.100000023841858
2011-07-12,1.100000023841858
2011-07-13,1.100000023841858
2011-07-14,1.100000023841858
2011-07-15,1.100000023841858
2011-07-18,1.059999942779541
2011-07-19,1.059999942779541
2011-07-20,1.090000033378601
2011-07-21,1.090000033378601
2011-07-22,1.090000033378601
2011-07-25,1.0700000524520874
2011-07-26,1.0700000524520874
2011-07-27,1.0700000524520874
2011-07-28,0.9900000095367432
2011-07-29,1.0700000524520874
2011-08-01,1.0700000524520874
2011-08-02,1.0700000524520874
2011-08-03,0.9800000190734863
2011-08-04,0.8799999952316284
2011-08-05,0.8799999952316284
2011-08-08,0.8799999952316284
2011-08-09,0.8799999952316284
2011-08-10,0.9599999785423279
2011-08-11,
2011-08-12,0.9599999785423279
2011-08-15,
2011-08-16,0.9900000095367432
2011-08-17,0.9900000095367432
2011-08-18,1.0099999904632568
2011-08-19,0.9700000286102295
2011-08-22,1.0099999904632568
2011-08-23,1.0099999904632568
2011-08-24,1.0
2011-08-25,1.0
2011-08-26,1.0
2011-08-29,0.8799999952316284
2011-08-30,
2011-08-31,
2011-09-01,0.9399999976158142
2011-09-02,0.9200000166893005
2011-09-06,0.8700000047683716
2011-09-07,0.8500000238418579
2011-09-08,
2011-09-09,
2011-09-12,0.8899999856948853
2011-09-13,
2011-09-14,
2011-09-15,
2011-09-16,
2011-09-19,0.800000011920929
2011-09-20,
2011-09-21,0.8299999833106995
2011-09-22,
2011-09-23,
2011-09-26,
2011-09-27,
2011-09-28,
2011-09-29,0.7699999809265137
2011-09-30,
2011-10-03,
2011-10-04,0.8299999833106995
2011-10-05,
2011-10-06,
2011-10-07,0.8299999833106995
2011-10-10,0.8299999833106995
2011-10-11,
2011-10-12,
2011-10-13,0.800000011920929
2011-10-14,0.7400000095367432
2011-10-17,0.7799999713897705
2011-10-18,0.7599999904632568
2011-10-19,0.75
2011-10-20,0.699999988079071
2011-10-21,0.699999988079071
2011-10-24,0.7200000286102295
2011-10-25,0.6800000071525574
2011-10-26,0.6899999976158142
2011-10-27,0.6399999856948853
2011-10-28,
2011-10-31,0.6299999952316284
2011-11-01,
2011-11-02,0.6600000262260437
2011-11-03,0.6399999856948853
2011-11-04,0.6200000047683716
2011-11-07,0.6399999856948853
2011-11-08,0.6499999761581421
2011-11-09,0.6499999761581421
2011-11-10,0.6499999761581421
2011-11-11,
2011-11-14,0.6499999761581421
2011-11-15,0.6499999761581421
2011-11-16,0.6499999761581421
2011-11-17,0.6499999761581421
2011-11-18,0.6499999761581421
2011-11-21,0.6299999952316284
2011-11-22,0.6299999952316284
2011-11-23,0.6299999952316284
2011-11-25,0.6299999952316284
2011-11-28,0.6299999952316284
2011-11-29,0.6299999952316284
2011-11-30,0.6299999952316284
2011-12-01,0.6299999952316284
2011-12-02,0.6299999952316284
2011-12-05,0.6299999952316284
2011-12-06,0.5899999737739563
2011-12-07,0.5899999737739563
2011-12-08,
2011-12-09,0.5899999737739563
2011-12-12,0.5899999737739563
2011-12-13,0.5899999737739563
2011-12-14,0.5600000023841858
2011-12-15,0.5600000023841858
2011-12-16,0.5600000023841858
2011-12-19,0.5600000023841858
2011-12-20,0.5600000023841858
2011-12-21,0.5600000023841858
2011-12-22,0.5600000023841858
2011-12-23,0.5600000023841858
2011-12-27,0.5099999904632568
2011-12-28,0.5600000023841858
2011-12-29,0.5899999737739563
2011-12-30,0.6299999952316284
2012-01-03,0.6499999761581421
2012-01-04,0.6499999761581421
2012-01-05,0.6499999761581421
2012-01-06,0.6499999761581421
2012-01-09,0.6499999761581421
2012-01-10,0.6499999761581421
2012-01-11,0.6499999761581421
2012-01-12,0.6499999761581421
2012-01-13,0.6499999761581421
2012-01-17,1.2799999713897705
2012-01-18,0.6000000238418579
2012-01-19,0.6000000238418579
2012-01-20,0.6000000238418579
2012-01-23,0.6499999761581421
2012-01-24,0.6499999761581421
2012-01-25,0.6499999761581421
2012-01-26,0.6499999761581421
2012-01-27,0.6499999761581421
2012-01-30,0.6499999761581421
2012-01-31,0.5699999928474426
2012-02-01,0.5699999928474426
2012-02-02,0.5699999928474426
2012-02-03,0.5699999928474426
2012-02-06,0.5699999928474426
2012-02-07,0.5699999928474426
2012-02-08,0.5699999928474426
2012-02-09,0.5699999928474426
2012-02-10,0.5699999928474426
2012-02-13,0.5699999928474426
2012-02-14,0.6200000047683716
2012-02-15,0.6200000047683716
2012-02-16,0.6000000238418579
2012-02-17,0.6000000238418579
2012-02-21,0.6000000238418579
2012-02-22,0.6000000238418579
2012-02-23,0.8399999737739563
2012-02-24,0.5899999737739563
2012-02-27,0.5899999737739563
2012-02-28,0.5899999737739563
2012-02-29,0.5600000023841858
2012-03-01,0.5299999713897705
2012-03-02,0.5299999713897705
2012-03-05,0.8399999737739563
2012-03-06,0.5099999904632568
2012-03-07,0.5299999713897705
2012-03-08,0.5299999713897705
2012-03-09,0.5299999713897705
2012-03-12,0.5299999713897705
2012-03-13,0.800000011920929
2012-03-14,0.6800000071525574
2012-03-15,0.4099999964237213
2012-03-16,0.4099999964237213
2012-03-19,0.41999998688697815
2012-03-20,0.44999998807907104
2012-03-21,0.44999998807907104
2012-03-22,0.4300000071525574
2012-03-23,0.4300000071525574
2012-03-26,0.4300000071525574
2012-03-27,0.4300000071525574
2012-03-28,0.4300000071525574
2012-03-29,0.4300000071525574
2012-03-30,0.4300000071525574
2012-04-02,0.4300000071525574
2012-04-03,0.44999998807907104
2012-04-04,0.44999998807907104
2012-04-05,0.7200000286102295
2012-04-09,0.44999998807907104
2012-04-10,0.44999998807907104
2012-04-11,0.6800000071525574
2012-04-12,0.44999998807907104
2012-04-13,0.44999998807907104
2012-04-16,0.49000000953674316
2012-04-17,0.46000000834465027
2012-04-18,0.4399999976158142
2012-04-19,0.4399999976158142
2012-04-20,0.4399999976158142
2012-04-23,0.4099999964237213
2012-04-24,0.4099999964237213
2012-04-25,0.4000000059604645
2012-04-26,0.4000000059604645
2012-04-27,0.4000000059604645
2012-04-30,0.4000000059604645
2012-05-01,0.7200000286102295
2012-05-02,0.4000000059604645
2012-05-03,0.4300000071525574
2012-05-04,0.4300000071525574
2012-05-07,0.800000011920929
2012-05-08,0.44999998807907104
2012-05-09,0.4099999964237213
2012-05-10,0.4099999964237213
2012-05-11,0.7599999904632568
2012-05-14,0.4099999964237213
2012-05-15,0.4000000059604645
2012-05-16,0.4000000059604645
2012-05-17,0.4000000059604645
2012-05-18,0.4000000059604645
2012-05-21,0.41999998688697815
2012-05-22,0.41999998688697815
2012-05-23,0.41999998688697815
2012-05-24,0.41999998688697815
2012-05-25,0.4000000059604645
2012-05-29,0.5600000023841858
2012-05-30,0.4000000059604645
2012-05-31,0.5
2012-06-01,0.4300000071525574
2012-06-04,0.4300000071525574
2012-06-05,0.4300000071525574
2012-06-06,0.4300000071525574
2012-06-07,0.4300000071525574
2012-06-08,0.4300000071525574
2012-06-11,0.4300000071525574
2012-06-12,0.4300000071525574
2012-06-13,0.4300000071525574
2012-06-14,0.4300000071525574
2012-06-15,0.4300000071525574
2012-06-18,0.4300000071525574
2012-06-19,0.4300000071525574
2012-06-20,0.5600000023841858
2012-06-21,0.4300000071525574
2012-06-22,0.4300000071525574
2012-06-25,0.41999998688697815
2012-06-26,0.4099999964237213
2012-06-27,0.4000000059604645
2012-06-28,0.4000000059604645
2012-06-29,0.4399999976158142
2012-07-02,0.4399999976158142
2012-07-03,0.4399999976158142
2012-07-05,0.4000000059604645
2012-07-06,0.4399999976158142
2012-07-09,0.4399999976158142
2012-07-10,0.4399999976158142
2012-07-11,0.4399999976158142
2012-07-12,0.4399999976158142
2012-07-13,0.4399999976158142
2012-07-16,0.4399999976158142
2012-07-17,0.4399999976158142
2012-07-18,0.4399999976158142
2012-07-19,0.4399999976158142
2012-07-20,0.4399999976158142
2012-07-23,0.4399999976158142
2012-07-24,0.4399999976158142
2012-07-25,0.4399999976158142
2012-07-26,0.4399999976158142
2012-07-27,0.4399999976158142
2012-07-30,0.4399999976158142
2012-07-31,0.4399999976158142
2012-08-01,0.4399999976158142
2012-08-02,0.4399999976158142
2012-08-03,0.4399999976158142
2012-08-06,0.4399999976158142
2012-08-07,0.4399999976158142
2012-08-08,0.4399999976158142
2012-08-09,0.4399999976158142
2012-08-10,0.2800000011920929
2012-08-13,0.2800000011920929
2012-08-14,0.4399999976158142
2012-08-15,0.4399999976158142
2012-08-16,0.4399999976158142
2012-08-17,0.4399999976158142
2012-08-20,0.4399999976158142
2012-08-21,0.4000000059604645
2012-08-22,0.4000000059604645
2012-08-23,0.4000000059604645
2012-08-24,0.4000000059604645
2012-08-27,0.4300000071525574
2012-08-28,0.4399999976158142
2012-08-29,0.4399999976158142
2012-08-30,0.4399999976158142
2012-08-31,0.4399999976158142
2012-09-04,0.4300000071525574
2012-09-05,0.4300000071525574
2012-09-06,0.3199999928474426
2012-09-07,0.3199999928474426
2012-09-10,0.3799999952316284
2012-09-11,0.3799999952316284
2012-09-12,0.3799999952316284
2012-09-13,0.23999999463558197
2012-09-14,0.23999999463558197
2012-09-17,0.5
2012-09-18,0.4000000059604645
2012-09-19,0.38999998569488525
2012-09-20,0.38999998569488525
2012-09-21,0.38999998569488525
2012-09-24,0.38999998569488525
2012-09-25,0.38999998569488525
2012-09-26,0.38999998569488525
2012-09-27,0.38999998569488525
2012-09-28,0.38999998569488525
2012-10-01,0.4000000059604645
2012-10-02,0.4000000059604645
2012-10-03,0.4000000059604645
2012-10-04,0.4000000059604645
2012-10-05,0.4000000059604645
2012-10-08,0.4000000059604645
2012-10-09,0.36000001430511475
2012-10-10,0.36000001430511475
2012-10-11,0.38999998569488525
2012-10-12,0.38999998569488525
2012-10-15,0.38999998569488525
2012-10-16,0.3700000047683716
2012-10-17,0.4300000071525574
2012-10-18,0.4099999964237213
2012-10-19,0.23999999463558197
2012-10-22,0.20000000298023224
2012-10-23,0.47999998927116394
2012-10-24,0.47999998927116394
2012-10-25,0.47999998927116394
2012-10-26,0.4000000059604645
2012-10-31,0.23999999463558197
2012-11-01,0.4000000059604645
2012-11-02,0.4399999976158142
2012-11-05,0.4399999976158142
2012-11-06,0.4399999976158142
2012-11-07,0.4399999976158142
2012-11-08,0.4399999976158142
2012-11-09,0.4399999976158142
2012-11-12,0.4399999976158142
2012-11-13,0.41999998688697815
2012-11-14,0.4399999976158142
2012-11-15,0.4399999976158142
2012-11-16,0.4399999976158142
2012-11-19,0.4399999976158142
2012-11-20,0.44999998807907104
2012-11-21,0.44999998807907104
2012-11-23,0.44999998807907104
2012-11-26,0.4099999964237213
2012-11-27,0.4099999964237213
2012-11-28,0.4099999964237213
2012-11-29,0.4099999964237213
2012-11-30,0.4099999964237213
2012-12-03,0.20000000298023224
2012-12-04,0.5400000214576721
2012-12-05,0.550000011920929
2012-12-06,0.5199999809265137
2012-12-07,0.5
2012-12-10,0.20000000298023224
2012-12-11,0.20000000298023224
2012-12-12,0.49000000953674316
2012-12-13,0.5099999904632568
2012-12-14,0.5099999904632568
2012-12-17,0.47999998927116394
2012-12-18,0.4699999988079071
2012-12-19,0.47999998927116394
2012-12-20,0.47999998927116394
2012-12-21,0.20000000298023224
2012-12-24,0.4699999988079071
2012-12-26,0.4699999988079071
2012-12-27,0.4699999988079071
2012-12-28,0.4699999988079071
2012-12-31,0.4699999988079071
2013-01-02,0.4699999988079071
2013-01-03,0.4699999988079071
2013-01-04,0.1599999964237213
2013-01-07,0.46000000834465027
2013-01-08,0.46000000834465027
2013-01-09,0.47999998927116394
2013-01-10,0.4699999988079071
2013-01-11,0.4699999988079071
2013-01-14,0.46000000834465027
2013-01-15,0.46000000834465027
2013-01-16,0.46000000834465027
2013-01-17,0.46000000834465027
2013-01-18,0.46000000834465027
2013-01-22,0.11999999731779099
2013-01-23,0.5
2013-01-24,0.47999998927116394
2013-01-25,0.5
2013-01-28,0.5
2013-01-29,0.5
2013-01-30,0.47999998927116394
2013-01-31,0.47999998927116394
2013-02-01,0.47999998927116394
2013-02-04,0.47999998927116394
2013-02-05,0.47999998927116394
2013-02-06,0.1599999964237213
2013-02-07,0.47999998927116394
2013-02-08,0.47999998927116394
2013-02-11,0.5199999809265137
2013-02-12,0.5199999809265137
2013-02-13,0.5199999809265137
2013-02-14,0.5199999809265137
2013-02-15,0.5
2013-02-19,0.11999999731779099
2013-02-20,0.5600000023841858
2013-02-21,0.550000011920929
2013-02-22,0.5299999713897705
2013-02-25,0.5299999713897705
2013-02-26,0.5299999713897705
2013-02-27,0.550000011920929
2013-02-28,0.5400000214576721
2013-03-01,0.5400000214576721
2013-03-04,0.5299999713897705
2013-03-05,0.49000000953674316
2013-03-06,0.49000000953674316
2013-03-07,0.49000000953674316
2013-03-08,0.5099999904632568
2013-03-11,0.5099999904632568
2013-03-12,0.5099999904632568
2013-03-13,0.5099999904632568
2013-03-14,0.5099999904632568
2013-03-15,0.5099999904632568
2013-03-18,0.5099999904632568
2013-03-19,0.5099999904632568
2013-03-20,0.5099999904632568
2013-03-21,0.5099999904632568
2013-03-22,0.5099999904632568
2013-03-25,0.5099999904632568
2013-03-26,0.5099999904632568
2013-03-27,0.5099999904632568
2013-03-28,0.5099999904632568
2013-04-01,0.5099999904632568
2013-04-02,0.5099999904632568
2013-04-03,0.5099999904632568
2013-04-04,0.5099999904632568
2013-04-05,0.5099999904632568
2013-04-08,0.11999999731779099
2013-04-09,0.5099999904632568
2013-04-10,0.5099999904632568
2013-04-11,0.5099999904632568
2013-04-12,0.5099999904632568
2013-04-15,0.5099999904632568
2013-04-16,0.5099999904632568
2013-04-17,0.5099999904632568
2013-04-18,0.5099999904632568
2013-04-19,0.07999999821186066
2013-04-22,0.5099999904632568
2013-04-23,0.5099999904632568
2013-04-24,0.5099999904632568
2013-04-25,0.5099999904632568
2013-04-26,0.5099999904632568
2013-04-29,0.07999999821186066
2013-04-30,0.5099999904632568
2013-05-01,0.5099999904632568
2013-05-02,0.5099999904632568
2013-05-03,0.5099999904632568
2013-05-06,0.07999999821186066
2013-05-07,0.5099999904632568
2013-05-08,0.5099999904632568
2013-05-09,0.5099999904632568
2013-05-10,0.5099999904632568
2013-05-13,0.5099999904632568
2013-05-14,0.5099999904632568
2013-05-15,0.5099999904632568
2013-05-16,0.5099999904632568
2013-05-17,0.5099999904632568
2013-05-20,0.5099999904632568
2013-05-21,0.5099999904632568
2013-05-22,0.5099999904632568
2013-05-23,0.5099999904632568
2013-05-24,0.5099999904632568
2013-05-28,0.5099999904632568
2013-05-29,0.5099999904632568
2013-05-30,0.5099999904632568
2013-05-31,0.5099999904632568
2013-06-03,0.07999999821186066
2013-06-04,0.5099999904632568
2013-06-05,0.5099999904632568
2013-06-06,0.07999999821186066
2013-06-07,0.07999999821186066
2013-06-10,0.5099999904632568
2013-06-11,0.5099999904632568
2013-06-12,0.5099999904632568
2013-06-13,0.5099999904632568
2013-06-14,0.5099999904632568
2013-06-17,0.5099999904632568
2013-06-18,0.5099999904632568
2013-06-19,0.5099999904632568
2013-06-20,0.07999999821186066
2013-06-21,0.5
2013-06-24,0.5
2013-06-25,0.5
2013-06-26,0.5
2013-06-27,0.5
2013-06-28,0.5
2013-07-01,0.5
2013-07-02,0.03999999910593033
2013-07-03,0.5
2013-07-05,0.5
2013-07-08,0.5
2013-07-09,0.5
2013-07-10,0.5
2013-07-11,0.5
2013-07-12,0.5
2013-07-15,0.5
2013-07-16,0.5
2013-07-17,0.5
2013-07-18,0.5
2013-07-19,0.5
2013-07-22,0.5
2013-07-23,0.5
2013-07-24,0.5
2013-07-25,0.5
2013-07-26,0.5
2013-07-29,0.5
2013-07-30,0.5
2013-07-31,0.5
2013-08-01,0.5
2013-08-02,0.5
2013-08-05,0.5
2013-08-06,0.03999999910593033
2013-08-07,0.5
2013-08-08,0.5
2013-08-09,0.5
2013-08-12,0.5
2013-08-13,0.5
2013-08-14,0.5
2013-08-15,0.5
2013-08-16,0.5
2013-08-19,0.5
2013-08-20,0.5
2013-08-21,0.5
2013-08-22,0.5
2013-08-23,0.03999999910593033
2013-08-26,0.5
2013-08-27,0.5
2013-08-28,0.5
2013-08-29,0.004999999888241291
2013-08-30,0.5
2013-09-03,0.5
2013-09-04,0.5
2013-09-05,0.07000000029802322
2013-09-06,0.07000000029802322
2013-09-09,0.5
2013-09-10,0.07000000029802322
2013-09-11,0.07000000029802322
2013-09-12,0.07000000029802322
2013-09-13,0.5
2013-09-16,0.5
2013-09-17,0.08500000089406967
2013-09-18,0.5
2013-09-19,0.5
2013-09-20,0.5
2013-09-23,0.5
2013-09-24,0.5
2013-09-25,0.5
2013-09-26,0.5
2013-09-27,0.5
2013-09-30,0.5
2013-10-01,0.5
2013-10-02,0.5
2013-10-03,0.5
2013-10-04,0.5
2013-10-07,0.5
2013-10-08,0.5
2013-10-09,0.07999999821186066
2013-10-10,0.07999999821186066
2013-10-11,0.07999999821186066
2013-10-14,0.5
2013-10-15,0.5
2013-10-16,0.07999999821186066
2013-10-17,0.07999999821186066
2013-10-18,0.0949999988079071
2013-10-21,0.5
2013-10-22,0.5
2013-10-23,0.5
2013-10-24,0.5
2013-10-25,0.5
2013-10-28,0.5
2013-10-29,0.5
2013-10-30,0.5
2013-10-31,0.5
2013-11-01,0.5
2013-11-04,0.0949999988079071
2013-11-05,0.0949999988079071
2013-11-06,0.5
2013-11-07,0.5
2013-11-08,0.07999999821186066
2013-11-11,0.5
2013-11-12,0.07999999821186066
2013-11-13,0.5
2013-11-14,0.5
2013-11-15,0.5
2013-11-18,0.5
2013-11-19,0.05999999865889549
2013-11-20,0.5
2013-11-21,0.05999999865889549
