,EVR
2006-12-21,35.599998474121094
2006-12-22,34.7599983215332
2006-12-26,34.70000076293945
2006-12-27,35.619998931884766
2006-12-28,35.650001525878906
2006-12-29,36.849998474121094
2007-01-03,36.5099983215332
2007-01-04,37.849998474121094
2007-01-05,37.0
2007-01-08,35.97999954223633
2007-01-09,36.0
2007-01-10,36.72999954223633
2007-01-11,37.400001525878906
2007-01-12,36.849998474121094
2007-01-16,35.95000076293945
2007-01-17,35.900001525878906
2007-01-18,35.34000015258789
2007-01-19,35.0
2007-01-22,33.63999938964844
2007-01-23,33.27000045776367
2007-01-24,32.959999084472656
2007-01-25,32.810001373291016
2007-01-26,33.31999969482422
2007-01-29,33.09000015258789
2007-01-30,33.90999984741211
2007-01-31,33.88999938964844
2007-02-01,32.369998931884766
2007-02-02,33.720001220703125
2007-02-05,33.220001220703125
2007-02-06,33.95000076293945
2007-02-07,34.119998931884766
2007-02-08,34.11000061035156
2007-02-09,34.90999984741211
2007-02-12,34.0
2007-02-13,33.20000076293945
2007-02-14,33.79999923706055
2007-02-15,32.939998626708984
2007-02-16,32.66999816894531
2007-02-20,32.58000183105469
2007-02-21,32.70000076293945
2007-02-22,33.04999923706055
2007-02-23,33.400001525878906
2007-02-26,32.900001525878906
2007-02-27,31.799999237060547
2007-02-28,32.09000015258789
2007-03-01,31.969999313354492
2007-03-02,31.899999618530273
2007-03-05,30.850000381469727
2007-03-06,31.84000015258789
2007-03-07,31.459999084472656
2007-03-08,31.65999984741211
2007-03-09,31.600000381469727
2007-03-12,31.799999237060547
2007-03-13,31.280000686645508
2007-03-14,32.209999084472656
2007-03-15,32.25
2007-03-16,32.70000076293945
2007-03-19,32.790000915527344
2007-03-20,32.88999938964844
2007-03-21,32.349998474121094
2007-03-22,31.989999771118164
2007-03-23,31.989999771118164
2007-03-26,31.399999618530273
2007-03-27,31.389999389648438
2007-03-28,30.559999465942383
2007-03-29,31.190000534057617
2007-03-30,31.190000534057617
2007-04-02,30.950000762939453
2007-04-03,31.520000457763672
2007-04-04,31.5
2007-04-05,31.610000610351562
2007-04-09,31.950000762939453
2007-04-10,31.200000762939453
2007-04-11,30.139999389648438
2007-04-12,30.31999969482422
2007-04-13,30.399999618530273
2007-04-16,31.809999465942383
2007-04-17,31.559999465942383
2007-04-18,31.75
2007-04-19,31.84000015258789
2007-04-20,33.02000045776367
2007-04-23,33.119998931884766
2007-04-24,32.130001068115234
2007-04-25,31.260000228881836
2007-04-26,31.0
2007-04-27,30.3700008392334
2007-04-30,28.940000534057617
2007-05-01,29.010000228881836
2007-05-02,28.899999618530273
2007-05-03,28.989999771118164
2007-05-04,29.299999237060547
2007-05-07,29.90999984741211
2007-05-08,29.84000015258789
2007-05-09,30.0
2007-05-10,29.200000762939453
2007-05-11,29.299999237060547
2007-05-14,30.34000015258789
2007-05-15,30.360000610351562
2007-05-16,30.309999465942383
2007-05-17,30.350000381469727
2007-05-18,29.549999237060547
2007-05-21,30.329999923706055
2007-05-22,30.100000381469727
2007-05-23,29.520000457763672
2007-05-24,29.739999771118164
2007-05-25,29.81999969482422
2007-05-29,30.959999084472656
2007-05-30,31.68000030517578
2007-05-31,31.709999084472656
2007-06-01,32.52000045776367
2007-06-04,32.65999984741211
2007-06-05,33.0
2007-06-06,31.729999542236328
2007-06-07,30.979999542236328
2007-06-08,31.0
2007-06-11,31.010000228881836
2007-06-12,30.709999084472656
2007-06-13,31.049999237060547
2007-06-14,30.739999771118164
2007-06-15,30.510000228881836
2007-06-18,29.309999465942383
2007-06-19,29.860000610351562
2007-06-20,29.440000534057617
2007-06-21,29.170000076293945
2007-06-22,27.780000686645508
2007-06-25,28.18000030517578
2007-06-26,28.399999618530273
2007-06-27,28.299999237060547
2007-06-28,28.8799991607666
2007-06-29,29.770000457763672
2007-07-02,29.850000381469727
2007-07-03,30.079999923706055
2007-07-05,30.010000228881836
2007-07-06,29.90999984741211
2007-07-09,29.299999237060547
2007-07-10,29.350000381469727
2007-07-11,29.5
2007-07-12,30.0
2007-07-13,29.760000228881836
2007-07-16,29.350000381469727
2007-07-17,29.020000457763672
2007-07-18,28.040000915527344
2007-07-19,28.510000228881836
2007-07-20,26.739999771118164
2007-07-23,26.010000228881836
2007-07-24,25.3799991607666
2007-07-25,25.8700008392334
2007-07-26,24.15999984741211
2007-07-27,24.459999084472656
2007-07-30,25.030000686645508
2007-07-31,24.040000915527344
2007-08-01,23.450000762939453
2007-08-02,22.1299991607666
2007-08-03,20.049999237060547
2007-08-06,20.0
2007-08-07,20.549999237060547
2007-08-08,20.600000381469727
2007-08-09,21.139999389648438
2007-08-10,21.649999618530273
2007-08-13,21.760000228881836
2007-08-14,20.950000762939453
2007-08-15,20.149999618530273
2007-08-16,21.559999465942383
2007-08-17,23.059999465942383
2007-08-20,22.0
2007-08-21,23.18000030517578
2007-08-22,22.979999542236328
2007-08-23,22.799999237060547
2007-08-24,22.0
2007-08-27,21.239999771118164
2007-08-28,20.56999969482422
2007-08-29,21.15999984741211
2007-08-30,21.219999313354492
2007-08-31,20.950000762939453
2007-09-04,21.139999389648438
2007-09-05,21.049999237060547
2007-09-06,21.229999542236328
2007-09-07,20.860000610351562
2007-09-10,20.959999084472656
2007-09-11,21.40999984741211
2007-09-12,22.030000686645508
2007-09-13,21.979999542236328
2007-09-14,21.469999313354492
2007-09-17,21.049999237060547
2007-09-18,23.15999984741211
2007-09-19,23.860000610351562
2007-09-20,23.299999237060547
2007-09-21,23.81999969482422
2007-09-24,23.540000915527344
2007-09-25,24.329999923706055
2007-09-26,24.84000015258789
2007-09-27,25.469999313354492
2007-09-28,26.290000915527344
2007-10-01,25.979999542236328
2007-10-02,25.540000915527344
2007-10-03,25.770000457763672
2007-10-04,26.110000610351562
2007-10-05,26.799999237060547
2007-10-08,26.670000076293945
2007-10-09,27.889999389648438
2007-10-10,26.90999984741211
2007-10-11,26.56999969482422
2007-10-12,26.81999969482422
2007-10-15,25.8799991607666
2007-10-16,26.270000457763672
2007-10-17,25.6299991607666
2007-10-18,24.5
2007-10-19,23.25
2007-10-22,24.09000015258789
2007-10-23,23.780000686645508
2007-10-24,23.040000915527344
2007-10-25,23.639999389648438
2007-10-26,25.0
2007-10-29,25.049999237060547
2007-10-30,25.200000762939453
2007-10-31,25.93000030517578
2007-11-01,25.520000457763672
2007-11-02,24.239999771118164
2007-11-05,25.219999313354492
2007-11-06,25.84000015258789
2007-11-07,25.520000457763672
2007-11-08,25.56999969482422
2007-11-09,25.700000762939453
2007-11-12,25.690000534057617
2007-11-13,26.020000457763672
2007-11-14,25.850000381469727
2007-11-15,24.809999465942383
2007-11-16,24.690000534057617
2007-11-19,22.90999984741211
2007-11-20,21.989999771118164
2007-11-21,20.059999465942383
2007-11-23,20.3700008392334
2007-11-26,18.559999465942383
2007-11-27,20.520000457763672
2007-11-28,22.110000610351562
2007-11-29,21.049999237060547
2007-11-30,20.969999313354492
2007-12-03,20.25
2007-12-04,20.850000381469727
2007-12-05,21.510000228881836
2007-12-06,22.06999969482422
2007-12-07,22.389999389648438
2007-12-10,23.079999923706055
2007-12-11,22.399999618530273
2007-12-12,21.760000228881836
2007-12-13,21.059999465942383
2007-12-14,20.100000381469727
2007-12-17,19.950000762939453
2007-12-18,20.110000610351562
2007-12-19,20.34000015258789
2007-12-20,19.989999771118164
2007-12-21,20.81999969482422
2007-12-24,21.399999618530273
2007-12-26,21.65999984741211
2007-12-27,21.09000015258789
2007-12-28,21.399999618530273
2007-12-31,21.549999237060547
2008-01-02,20.3799991607666
2008-01-03,20.200000762939453
2008-01-04,19.440000534057617
2008-01-07,19.90999984741211
2008-01-08,19.06999969482422
2008-01-09,18.329999923706055
2008-01-10,18.719999313354492
2008-01-11,18.139999389648438
2008-01-14,18.190000534057617
2008-01-15,17.8700008392334
2008-01-16,17.979999542236328
2008-01-17,18.139999389648438
2008-01-18,18.290000915527344
2008-01-22,18.3700008392334
2008-01-23,19.459999084472656
2008-01-24,19.56999969482422
2008-01-25,18.6299991607666
2008-01-28,18.110000610351562
2008-01-29,19.5
2008-01-30,19.15999984741211
2008-01-31,18.200000762939453
2008-02-01,19.350000381469727
2008-02-04,20.5
2008-02-05,19.25
2008-02-06,18.5
2008-02-07,18.969999313354492
2008-02-08,17.649999618530273
2008-02-11,17.6200008392334
2008-02-12,19.219999313354492
2008-02-13,20.5
2008-02-14,19.889999389648438
2008-02-15,19.799999237060547
2008-02-19,19.75
2008-02-20,20.540000915527344
2008-02-21,20.399999618530273
2008-02-22,20.010000228881836
2008-02-25,20.969999313354492
2008-02-26,20.899999618530273
2008-02-27,21.25
2008-02-28,20.280000686645508
2008-02-29,19.639999389648438
2008-03-03,19.65999984741211
2008-03-04,19.18000030517578
2008-03-05,19.020000457763672
2008-03-06,17.700000762939453
2008-03-07,17.579999923706055
2008-03-10,16.81999969482422
2008-03-11,18.3799991607666
2008-03-12,17.360000610351562
2008-03-13,17.440000534057617
2008-03-14,17.1299991607666
2008-03-17,16.43000030517578
2008-03-18,16.8700008392334
2008-03-19,16.75
2008-03-20,17.790000915527344
2008-03-24,18.43000030517578
2008-03-25,18.299999237060547
2008-03-26,18.440000534057617
2008-03-27,17.40999984741211
2008-03-28,17.309999465942383
2008-03-31,17.75
2008-04-01,18.440000534057617
2008-04-02,18.100000381469727
2008-04-03,19.010000228881836
2008-04-04,18.469999313354492
2008-04-07,18.030000686645508
2008-04-08,17.579999923706055
2008-04-09,16.760000228881836
2008-04-10,16.639999389648438
2008-04-11,15.989999771118164
2008-04-14,15.609999656677246
2008-04-15,15.34000015258789
2008-04-16,16.299999237060547
2008-04-17,15.960000038146973
2008-04-18,16.649999618530273
2008-04-21,15.960000038146973
2008-04-22,15.149999618530273
2008-04-23,14.9399995803833
2008-04-24,15.359999656677246
2008-04-25,15.710000038146973
2008-04-28,16.670000076293945
2008-04-29,16.850000381469727
2008-04-30,16.860000610351562
2008-05-01,17.75
2008-05-02,17.389999389648438
2008-05-05,17.969999313354492
2008-05-06,17.190000534057617
2008-05-07,16.020000457763672
2008-05-08,15.65999984741211
2008-05-09,14.899999618530273
2008-05-12,13.369999885559082
2008-05-13,13.270000457763672
2008-05-14,13.020000457763672
2008-05-15,13.34000015258789
2008-05-16,14.020000457763672
2008-05-19,14.279999732971191
2008-05-20,14.3100004196167
2008-05-21,14.220000267028809
2008-05-22,14.25
2008-05-23,14.1899995803833
2008-05-27,14.0600004196167
2008-05-28,14.15999984741211
2008-05-29,14.149999618530273
2008-05-30,14.5600004196167
2008-06-02,14.0
2008-06-03,13.59000015258789
2008-06-04,13.489999771118164
2008-06-05,13.6899995803833
2008-06-06,13.4399995803833
2008-06-09,13.239999771118164
2008-06-10,12.819999694824219
2008-06-11,12.210000038146973
2008-06-12,12.15999984741211
2008-06-13,12.1899995803833
2008-06-16,12.220000267028809
2008-06-17,11.869999885559082
2008-06-18,11.220000267028809
2008-06-19,11.149999618530273
2008-06-20,10.829999923706055
2008-06-23,10.029999732971191
2008-06-24,10.210000038146973
2008-06-25,10.59000015258789
2008-06-26,10.0600004196167
2008-06-27,9.850000381469727
2008-06-30,9.5
2008-07-01,9.319999694824219
2008-07-02,8.569999694824219
2008-07-03,9.350000381469727
2008-07-07,9.010000228881836
2008-07-08,9.010000228881836
2008-07-09,8.800000190734863
2008-07-10,8.510000228881836
2008-07-11,7.949999809265137
2008-07-14,7.739999771118164
2008-07-15,7.699999809265137
2008-07-16,8.199999809265137
2008-07-17,8.460000038146973
2008-07-18,8.720000267028809
2008-07-21,9.3100004196167
2008-07-22,10.5
2008-07-23,11.15999984741211
2008-07-24,11.489999771118164
2008-07-25,11.819999694824219
2008-07-28,11.569999694824219
2008-07-29,12.470000267028809
2008-07-30,13.15999984741211
2008-07-31,13.0600004196167
2008-08-01,12.920000076293945
2008-08-04,13.180000305175781
2008-08-05,13.130000114440918
2008-08-06,13.0600004196167
2008-08-07,12.729999542236328
2008-08-08,13.260000228881836
2008-08-11,14.329999923706055
2008-08-12,14.1899995803833
2008-08-13,13.960000038146973
2008-08-14,14.359999656677246
2008-08-15,14.5
2008-08-18,14.029999732971191
2008-08-19,13.34000015258789
2008-08-20,12.84000015258789
2008-08-21,13.369999885559082
2008-08-22,13.649999618530273
2008-08-25,13.09000015258789
2008-08-26,12.850000381469727
2008-08-27,13.0
2008-08-28,13.149999618530273
2008-08-29,13.260000228881836
2008-09-02,13.199999809265137
2008-09-03,13.829999923706055
2008-09-04,13.239999771118164
2008-09-05,13.3100004196167
2008-09-08,12.90999984741211
2008-09-09,12.239999771118164
2008-09-10,12.699999809265137
2008-09-11,12.84000015258789
2008-09-12,13.220000267028809
2008-09-15,13.5
2008-09-16,13.539999961853027
2008-09-17,13.170000076293945
2008-09-18,14.0
2008-09-19,15.899999618530273
2008-09-22,16.06999969482422
2008-09-23,16.989999771118164
2008-09-24,17.420000076293945
2008-09-25,17.420000076293945
2008-09-26,17.469999313354492
2008-09-29,16.299999237060547
2008-09-30,17.979999542236328
2008-10-01,18.0
2008-10-02,17.989999771118164
2008-10-03,17.610000610351562
2008-10-06,14.979999542236328
2008-10-07,13.050000190734863
2008-10-08,12.510000228881836
2008-10-09,12.289999961853027
2008-10-10,12.4399995803833
2008-10-13,12.5
2008-10-14,13.229999542236328
2008-10-15,11.4399995803833
2008-10-16,12.90999984741211
2008-10-17,12.020000457763672
2008-10-20,12.220000267028809
2008-10-21,12.770000457763672
2008-10-22,12.649999618530273
2008-10-23,12.460000038146973
2008-10-24,12.1899995803833
2008-10-27,11.739999771118164
2008-10-28,12.130000114440918
2008-10-29,11.619999885559082
2008-10-30,11.800000190734863
2008-10-31,12.170000076293945
2008-11-03,11.479999542236328
2008-11-04,10.800000190734863
2008-11-05,9.989999771118164
2008-11-06,9.210000038146973
2008-11-07,9.170000076293945
2008-11-10,8.989999771118164
2008-11-11,8.520000457763672
2008-11-12,8.020000457763672
2008-11-13,8.119999885559082
2008-11-14,7.71999979019165
2008-11-17,7.570000171661377
2008-11-18,7.71999979019165
2008-11-19,7.550000190734863
2008-11-20,7.0
2008-11-21,7.110000133514404
2008-11-24,7.690000057220459
2008-11-25,8.40999984741211
2008-11-26,10.329999923706055
2008-11-28,10.010000228881836
2008-12-01,9.960000038146973
2008-12-02,10.84000015258789
2008-12-03,10.84000015258789
2008-12-04,11.3100004196167
2008-12-05,12.0
2008-12-08,12.899999618530273
2008-12-09,13.079999923706055
2008-12-10,13.229999542236328
2008-12-11,11.869999885559082
2008-12-12,12.34000015258789
2008-12-15,12.460000038146973
2008-12-16,13.34000015258789
2008-12-17,13.390000343322754
2008-12-18,13.229999542236328
2008-12-19,14.0
2008-12-22,13.369999885559082
2008-12-23,13.84000015258789
2008-12-24,13.579999923706055
2008-12-26,13.3100004196167
2008-12-29,13.199999809265137
2008-12-30,12.430000305175781
2008-12-31,12.489999771118164
2009-01-02,12.220000267028809
2009-01-05,12.34000015258789
2009-01-06,12.479999542236328
2009-01-07,12.5
2009-01-08,13.289999961853027
2009-01-09,11.949999809265137
2009-01-12,11.4399995803833
2009-01-13,12.199999809265137
2009-01-14,11.010000228881836
2009-01-15,11.710000038146973
2009-01-16,11.789999961853027
2009-01-20,10.3100004196167
2009-01-21,11.460000038146973
2009-01-22,11.4399995803833
2009-01-23,11.539999961853027
2009-01-26,11.979999542236328
2009-01-27,11.40999984741211
2009-01-28,12.050000190734863
2009-01-29,10.84000015258789
2009-01-30,11.229999542236328
2009-02-02,12.210000038146973
2009-02-03,11.5
2009-02-04,12.010000228881836
2009-02-05,12.020000457763672
2009-02-06,12.710000038146973
2009-02-09,12.6899995803833
2009-02-10,12.010000228881836
2009-02-11,11.979999542236328
2009-02-12,12.279999732971191
2009-02-13,11.869999885559082
2009-02-17,11.760000228881836
2009-02-18,12.529999732971191
2009-02-19,12.3100004196167
2009-02-20,12.5
2009-02-23,12.029999732971191
2009-02-24,12.539999961853027
2009-02-25,11.720000267028809
2009-02-26,12.0
2009-02-27,12.210000038146973
2009-03-02,11.5600004196167
2009-03-03,10.899999618530273
2009-03-04,10.539999961853027
2009-03-05,10.710000038146973
2009-03-06,10.710000038146973
2009-03-09,10.5
2009-03-10,11.09000015258789
2009-03-11,11.569999694824219
2009-03-12,12.270000457763672
2009-03-13,13.069999694824219
2009-03-16,12.680000305175781
2009-03-17,13.800000190734863
2009-03-18,14.0
2009-03-19,13.789999961853027
2009-03-20,13.460000038146973
2009-03-23,15.239999771118164
2009-03-24,15.239999771118164
2009-03-25,16.020000457763672
2009-03-26,16.1299991607666
2009-03-27,15.25
2009-03-30,15.069999694824219
2009-03-31,15.449999809265137
2009-04-01,15.819999694824219
2009-04-02,16.399999618530273
2009-04-03,16.75
2009-04-06,16.639999389648438
2009-04-07,16.020000457763672
2009-04-08,15.300000190734863
2009-04-09,15.600000381469727
2009-04-13,15.949999809265137
2009-04-14,15.84000015258789
2009-04-15,15.899999618530273
2009-04-16,15.890000343322754
2009-04-17,16.030000686645508
2009-04-20,14.3100004196167
2009-04-21,15.239999771118164
2009-04-22,16.149999618530273
2009-04-23,16.15999984741211
2009-04-24,17.479999542236328
2009-04-27,16.739999771118164
2009-04-28,17.0
2009-04-29,17.530000686645508
2009-04-30,18.8799991607666
2009-05-01,16.950000762939453
2009-05-04,18.700000762939453
2009-05-05,18.979999542236328
2009-05-06,19.0
2009-05-07,19.0
2009-05-08,18.729999542236328
2009-05-11,17.399999618530273
2009-05-12,17.079999923706055
2009-05-13,15.75
2009-05-14,15.9399995803833
2009-05-15,16.559999465942383
2009-05-18,17.040000915527344
2009-05-19,16.969999313354492
2009-05-20,16.719999313354492
2009-05-21,16.850000381469727
2009-05-22,16.670000076293945
2009-05-26,17.139999389648438
2009-05-27,17.200000762939453
2009-05-28,18.06999969482422
2009-05-29,19.31999969482422
2009-06-01,19.239999771118164
2009-06-02,19.520000457763672
2009-06-03,19.520000457763672
2009-06-04,19.68000030517578
2009-06-05,20.510000228881836
2009-06-08,19.34000015258789
2009-06-09,19.639999389648438
2009-06-10,19.25
2009-06-11,19.420000076293945
2009-06-12,19.59000015258789
2009-06-15,19.6299991607666
2009-06-16,19.079999923706055
2009-06-17,19.440000534057617
2009-06-18,19.399999618530273
2009-06-19,19.719999313354492
2009-06-22,18.709999084472656
2009-06-23,18.940000534057617
2009-06-24,19.40999984741211
2009-06-25,19.59000015258789
2009-06-26,20.190000534057617
2009-06-29,20.420000076293945
2009-06-30,19.639999389648438
2009-07-01,19.940000534057617
2009-07-02,19.700000762939453
2009-07-06,19.270000457763672
2009-07-07,19.420000076293945
2009-07-08,18.729999542236328
2009-07-09,18.520000457763672
2009-07-10,18.200000762939453
2009-07-13,18.469999313354492
2009-07-14,18.469999313354492
2009-07-15,18.59000015258789
2009-07-16,18.68000030517578
2009-07-17,18.8700008392334
2009-07-20,19.0
2009-07-21,19.010000228881836
2009-07-22,19.149999618530273
2009-07-23,19.760000228881836
2009-07-24,19.600000381469727
2009-07-27,19.579999923706055
2009-07-28,19.479999542236328
2009-07-29,18.979999542236328
2009-07-30,19.809999465942383
2009-07-31,19.670000076293945
2009-08-03,21.25
2009-08-04,20.260000228881836
2009-08-05,22.450000762939453
2009-08-06,23.170000076293945
2009-08-07,22.850000381469727
2009-08-10,23.06999969482422
2009-08-11,23.25
2009-08-12,23.389999389648438
2009-08-13,23.440000534057617
2009-08-14,22.899999618530273
2009-08-17,22.350000381469727
2009-08-18,22.31999969482422
2009-08-19,22.270000457763672
2009-08-20,22.510000228881836
2009-08-21,23.309999465942383
2009-08-24,23.84000015258789
2009-08-25,24.93000030517578
2009-08-26,25.290000915527344
2009-08-27,25.299999237060547
2009-08-28,25.34000015258789
2009-08-31,25.18000030517578
2009-09-01,24.799999237060547
2009-09-02,24.399999618530273
2009-09-03,23.0
2009-09-04,23.18000030517578
2009-09-08,23.920000076293945
2009-09-09,25.100000381469727
2009-09-10,25.440000534057617
2009-09-11,26.15999984741211
2009-09-14,25.5
2009-09-15,26.030000686645508
2009-09-16,28.829999923706055
2009-09-17,29.079999923706055
2009-09-18,28.920000076293945
2009-09-21,27.770000457763672
2009-09-22,28.469999313354492
2009-09-23,29.020000457763672
2009-09-24,28.350000381469727
2009-09-25,28.3799991607666
2009-09-28,29.889999389648438
2009-09-29,28.5
2009-09-30,29.219999313354492
2009-10-01,28.809999465942383
2009-10-02,28.850000381469727
2009-10-05,29.229999542236328
2009-10-06,29.079999923706055
2009-10-07,29.139999389648438
2009-10-08,28.479999542236328
2009-10-09,30.0
2009-10-12,30.360000610351562
2009-10-13,30.299999237060547
2009-10-14,32.5
2009-10-15,32.9900016784668
2009-10-16,32.869998931884766
2009-10-19,32.81999969482422
2009-10-20,32.119998931884766
2009-10-21,30.899999618530273
2009-10-22,30.799999237060547
2009-10-23,30.700000762939453
2009-10-26,31.149999618530273
2009-10-27,31.350000381469727
2009-10-28,31.149999618530273
2009-10-29,32.7400016784668
2009-10-30,32.63999938964844
2009-11-02,32.47999954223633
2009-11-03,33.0
2009-11-04,32.5
2009-11-05,32.58000183105469
2009-11-06,32.06999969482422
2009-11-09,33.599998474121094
2009-11-10,33.959999084472656
2009-11-11,34.15999984741211
2009-11-12,33.939998626708984
2009-11-13,35.0
2009-11-16,34.709999084472656
2009-11-17,34.689998626708984
2009-11-18,32.66999816894531
2009-11-19,31.649999618530273
2009-11-20,31.3700008392334
2009-11-23,32.81999969482422
2009-11-24,32.849998474121094
2009-11-25,31.920000076293945
2009-11-27,31.219999313354492
2009-11-30,31.010000228881836
2009-12-01,31.239999771118164
2009-12-02,31.540000915527344
2009-12-03,31.139999389648438
2009-12-04,31.020000457763672
2009-12-07,29.40999984741211
2009-12-08,29.3799991607666
2009-12-09,29.0
2009-12-10,29.020000457763672
2009-12-11,28.559999465942383
2009-12-14,29.079999923706055
2009-12-15,29.549999237060547
2009-12-16,31.549999237060547
2009-12-17,31.6200008392334
2009-12-18,32.77000045776367
2009-12-21,32.06999969482422
2009-12-22,31.520000457763672
2009-12-23,30.920000076293945
2009-12-24,30.600000381469727
2009-12-28,30.260000228881836
2009-12-29,29.389999389648438
2009-12-30,29.829999923706055
2009-12-31,30.399999618530273
2010-01-04,31.549999237060547
2010-01-05,31.209999084472656
2010-01-06,31.280000686645508
2010-01-07,31.690000534057617
2010-01-08,31.579999923706055
2010-01-11,31.420000076293945
2010-01-12,31.170000076293945
2010-01-13,32.33000183105469
2010-01-14,32.54999923706055
2010-01-15,32.88999938964844
2010-01-19,33.88999938964844
2010-01-20,33.099998474121094
2010-01-21,32.689998626708984
2010-01-22,32.709999084472656
2010-01-25,32.040000915527344
2010-01-26,30.270000457763672
2010-01-27,30.489999771118164
2010-01-28,30.079999923706055
2010-01-29,29.8700008392334
2010-02-01,30.209999084472656
2010-02-02,29.0
2010-02-03,29.059999465942383
2010-02-04,27.790000915527344
2010-02-05,28.600000381469727
2010-02-08,28.780000686645508
2010-02-09,29.260000228881836
2010-02-10,29.739999771118164
2010-02-11,30.09000015258789
2010-02-12,30.739999771118164
2010-02-16,31.809999465942383
2010-02-17,31.209999084472656
2010-02-18,31.5
2010-02-19,30.549999237060547
2010-02-22,31.18000030517578
2010-02-23,30.0
2010-02-24,30.360000610351562
2010-02-25,30.360000610351562
2010-02-26,30.110000610351562
2010-03-01,30.690000534057617
2010-03-02,31.020000457763672
2010-03-03,31.049999237060547
2010-03-04,31.290000915527344
2010-03-05,32.0
2010-03-08,31.940000534057617
2010-03-09,32.31999969482422
2010-03-10,33.099998474121094
2010-03-11,32.70000076293945
2010-03-12,32.45000076293945
2010-03-15,32.11000061035156
2010-03-16,33.040000915527344
2010-03-17,33.880001068115234
2010-03-18,33.5
2010-03-19,32.70000076293945
2010-03-22,32.40999984741211
2010-03-23,32.119998931884766
2010-03-24,31.850000381469727
2010-03-25,31.5
2010-03-26,31.389999389648438
2010-03-29,30.649999618530273
2010-03-30,30.75
2010-03-31,30.0
2010-04-01,29.440000534057617
2010-04-05,30.34000015258789
2010-04-06,30.290000915527344
2010-04-07,30.68000030517578
2010-04-08,30.280000686645508
2010-04-09,32.369998931884766
2010-04-12,32.54999923706055
2010-04-13,32.7400016784668
2010-04-14,33.83000183105469
2010-04-15,34.849998474121094
2010-04-16,34.38999938964844
2010-04-19,33.470001220703125
2010-04-20,32.150001525878906
2010-04-21,34.02000045776367
2010-04-22,35.5099983215332
2010-04-23,37.08000183105469
2010-04-26,36.540000915527344
2010-04-27,36.36000061035156
2010-04-28,36.459999084472656
2010-04-29,36.33000183105469
2010-04-30,35.84000015258789
2010-05-03,38.22999954223633
2010-05-04,36.599998474121094
2010-05-05,36.810001373291016
2010-05-06,35.47999954223633
2010-05-07,34.11000061035156
2010-05-10,35.459999084472656
2010-05-11,36.459999084472656
2010-05-12,37.7400016784668
2010-05-13,37.5099983215332
2010-05-14,36.880001068115234
2010-05-17,34.540000915527344
2010-05-18,33.849998474121094
2010-05-19,33.290000915527344
2010-05-20,31.1200008392334
2010-05-21,31.719999313354492
2010-05-24,29.959999084472656
2010-05-25,29.979999542236328
2010-05-26,31.0
2010-05-27,32.58000183105469
2010-05-28,32.599998474121094
2010-06-01,31.829999923706055
