,CLOU
2019-04-16,15.03499984741211
2019-04-17,14.800000190734863
2019-04-18,14.779999732971191
2019-04-22,15.039999961853027
2019-04-23,15.248000144958496
2019-04-24,15.25
2019-04-25,15.380000114440918
2019-04-26,15.59000015258789
2019-04-29,15.649999618530273
2019-04-30,15.630000114440918
2019-05-01,15.4399995803833
2019-05-02,15.510000228881836
2019-05-03,15.770000457763672
2019-05-06,15.758999824523926
2019-05-07,15.399999618530273
2019-05-08,15.260000228881836
2019-05-09,15.24899959564209
2019-05-10,15.460000038146973
2019-05-13,14.699999809265137
2019-05-14,15.010000228881836
2019-05-15,15.3100004196167
2019-05-16,15.739999771118164
2019-05-17,15.5600004196167
2019-05-20,15.279999732971191
2019-05-21,15.479999542236328
2019-05-22,15.510000228881836
2019-05-23,15.199999809265137
2019-05-24,15.319999694824219
2019-05-28,15.460000038146973
2019-05-29,15.170000076293945
2019-05-30,15.270000457763672
2019-05-31,15.100000381469727
2019-06-03,14.4399995803833
2019-06-04,14.930000305175781
2019-06-05,15.210000038146973
2019-06-06,15.34000015258789
2019-06-07,15.619999885559082
2019-06-10,15.649999618530273
2019-06-11,15.449999809265137
2019-06-12,15.5
2019-06-13,15.5600004196167
2019-06-14,15.420000076293945
2019-06-17,15.649999618530273
2019-06-18,15.850000381469727
2019-06-19,16.1200008392334
2019-06-20,16.280000686645508
2019-06-21,16.100000381469727
2019-06-24,15.850000381469727
2019-06-25,15.4399995803833
2019-06-26,15.49899959564209
2019-06-27,15.800000190734863
2019-06-28,15.829999923706055
2019-07-01,16.010000228881836
2019-07-02,16.21500015258789
2019-07-03,16.3799991607666
2019-07-05,16.43000030517578
2019-07-08,16.40999984741211
2019-07-09,16.56999969482422
2019-07-10,16.700000762939453
2019-07-11,16.690000534057617
2019-07-12,16.709999084472656
2019-07-15,16.780000686645508
2019-07-16,16.579999923706055
2019-07-17,16.670000076293945
2019-07-18,16.610000610351562
2019-07-19,16.450000762939453
2019-07-22,16.56999969482422
2019-07-23,16.440000534057617
2019-07-24,16.649999618530273
2019-07-25,16.649999618530273
2019-07-26,16.8799991607666
2019-07-29,16.489999771118164
2019-07-30,16.530000686645508
2019-07-31,16.149999618530273
2019-08-01,16.170000076293945
2019-08-02,15.920000076293945
2019-08-05,15.220000267028809
2019-08-06,15.300000190734863
2019-08-07,15.369999885559082
2019-08-08,15.899999618530273
2019-08-09,15.880000114440918
2019-08-12,15.569999694824219
2019-08-13,15.789999961853027
2019-08-14,15.180000305175781
2019-08-15,15.15999984741211
2019-08-16,15.539999961853027
2019-08-19,15.550000190734863
2019-08-20,15.550000190734863
2019-08-21,15.779999732971191
2019-08-22,15.8100004196167
2019-08-23,15.550000190734863
2019-08-26,15.779999732971191
2019-08-27,15.699999809265137
2019-08-28,15.4399995803833
2019-08-29,15.699999809265137
2019-08-30,15.59000015258789
2019-09-03,15.369999885559082
2019-09-04,15.640000343322754
2019-09-05,15.920000076293945
2019-09-06,15.670000076293945
2019-09-09,15.199999809265137
2019-09-10,15.039999961853027
2019-09-11,14.979999542236328
2019-09-12,15.109999656677246
2019-09-13,14.859999656677246
2019-09-16,14.970000267028809
2019-09-17,15.130000114440918
2019-09-18,15.09000015258789
2019-09-19,15.130000114440918
2019-09-20,15.149999618530273
2019-09-23,15.119999885559082
2019-09-24,14.739999771118164
2019-09-25,14.869999885559082
2019-09-26,14.829999923706055
2019-09-27,14.489999771118164
2019-09-30,14.649999618530273
2019-10-01,14.609999656677246
2019-10-02,14.420000076293945
2019-10-03,14.75
2019-10-04,14.9399995803833
2019-10-07,15.0
2019-10-08,14.600000381469727
2019-10-09,14.819999694824219
2019-10-10,14.84000015258789
2019-10-11,15.140000343322754
2019-10-14,15.25
2019-10-15,15.260000228881836
2019-10-16,14.880000114440918
2019-10-17,14.800000190734863
2019-10-18,14.489999771118164
2019-10-21,14.539999961853027
2019-10-22,14.260000228881836
2019-10-23,14.329999923706055
2019-10-24,14.767000198364258
2019-10-25,14.760000228881836
2019-10-28,14.899999618530273
2019-10-29,14.880000114440918
2019-10-30,15.0600004196167
2019-10-31,14.84000015258789
2019-11-01,15.010000228881836
2019-11-04,14.859999656677246
2019-11-05,14.800000190734863
2019-11-06,14.75
2019-11-07,14.6899995803833
2019-11-08,14.819999694824219
2019-11-11,14.895000457763672
2019-11-12,14.960000038146973
2019-11-13,15.0649995803833
2019-11-14,15.010000228881836
2019-11-15,15.229999542236328
2019-11-18,15.260000228881836
2019-11-19,15.40999984741211
2019-11-20,15.460000038146973
2019-11-21,15.5
2019-11-22,15.550000190734863
2019-11-25,15.75
2019-11-26,15.890000343322754
2019-11-27,16.014999389648438
2019-11-29,15.960000038146973
2019-12-02,15.619999885559082
2019-12-03,15.75
2019-12-04,15.718000411987305
2019-12-05,15.59000015258789
2019-12-06,15.63599967956543
2019-12-09,15.572999954223633
2019-12-10,15.411999702453613
2019-12-11,15.340999603271484
2019-12-12,15.199999809265137
2019-12-13,15.375
2019-12-16,15.539999961853027
2019-12-17,15.527000427246094
2019-12-18,15.699999809265137
2019-12-19,15.809000015258789
2019-12-20,15.895999908447266
2019-12-23,15.8100004196167
2019-12-24,15.819999694824219
2019-12-26,15.9399995803833
2019-12-27,15.869999885559082
2019-12-30,15.680000305175781
2019-12-31,15.746999740600586
2020-01-02,16.03499984741211
2020-01-03,16.04599952697754
2020-01-06,16.347999572753906
2020-01-07,16.3799991607666
2020-01-08,16.549999237060547
2020-01-09,16.719999313354492
2020-01-10,16.760000228881836
2020-01-13,17.014999389648438
2020-01-14,16.950000762939453
2020-01-15,17.04599952697754
2020-01-16,17.229000091552734
2020-01-17,17.202999114990234
2020-01-21,17.170000076293945
2020-01-22,17.176000595092773
2020-01-23,17.270000457763672
2020-01-24,17.219999313354492
2020-01-27,16.94300079345703
2020-01-28,17.209999084472656
2020-01-29,17.190000534057617
2020-01-30,17.274999618530273
2020-01-31,17.049999237060547
2020-02-03,17.309999465942383
2020-02-04,17.760000228881836
2020-02-05,17.43000030517578
2020-02-06,17.389999389648438
2020-02-07,17.479999542236328
2020-02-10,17.700000762939453
2020-02-11,17.65999984741211
2020-02-12,17.829999923706055
2020-02-13,17.90999984741211
2020-02-14,18.049999237060547
2020-02-18,18.200000762939453
2020-02-19,18.329999923706055
2020-02-20,18.149999618530273
2020-02-21,17.81999969482422
2020-02-24,17.28499984741211
2020-02-25,16.75
2020-02-26,16.777999877929688
2020-02-27,16.010000228881836
2020-02-28,16.139999389648438
2020-03-02,16.549999237060547
2020-03-03,16.209999084472656
2020-03-04,16.739999771118164
2020-03-05,16.3799991607666
2020-03-06,15.850000381469727
2020-03-09,14.65999984741211
2020-03-10,15.220000267028809
2020-03-11,14.5600004196167
2020-03-12,13.322999954223633
2020-03-13,14.164999961853027
2020-03-16,12.6899995803833
2020-03-17,13.550000190734863
2020-03-18,13.029999732971191
2020-03-19,13.279999732971191
2020-03-20,13.20300006866455
2020-03-23,13.4399995803833
2020-03-24,14.350000381469727
2020-03-25,14.319999694824219
2020-03-26,15.039999961853027
2020-03-27,14.685999870300293
2020-03-30,14.960000038146973
2020-03-31,14.600000381469727
2020-04-01,14.029999732971191
2020-04-02,14.140000343322754
2020-04-03,13.890000343322754
2020-04-06,14.75
2020-04-07,14.600000381469727
2020-04-08,15.199999809265137
2020-04-09,15.460000038146973
2020-04-13,15.420000076293945
2020-04-14,16.200000762939453
2020-04-15,16.15999984741211
2020-04-16,16.260000228881836
2020-04-17,16.639999389648438
2020-04-20,16.809999465942383
2020-04-21,16.18000030517578
2020-04-22,16.559999465942383
2020-04-23,16.520000457763672
2020-04-24,16.739999771118164
2020-04-27,17.06999969482422
2020-04-28,16.850000381469727
2020-04-29,17.280000686645508
2020-04-30,17.290000915527344
2020-05-01,16.65999984741211
2020-05-04,17.030000686645508
2020-05-05,17.43000030517578
2020-05-06,17.860000610351562
2020-05-07,18.709999084472656
2020-05-08,18.709999084472656
2020-05-11,19.1299991607666
2020-05-12,18.739999771118164
2020-05-13,18.360000610351562
2020-05-14,18.459999084472656
2020-05-15,18.739999771118164
2020-05-18,18.75
2020-05-19,18.75
2020-05-20,19.09000015258789
2020-05-21,19.030000686645508
2020-05-22,19.350000381469727
2020-05-26,19.239999771118164
2020-05-27,19.1299991607666
2020-05-28,19.309999465942383
2020-05-29,19.950000762939453
2020-06-01,20.450000762939453
2020-06-02,20.399999618530273
2020-06-03,20.510000228881836
2020-06-04,19.899999618530273
2020-06-05,19.84000015258789
2020-06-08,20.1200008392334
2020-06-09,20.030000686645508
2020-06-10,20.360000610351562
2020-06-11,19.389999389648438
2020-06-12,19.610000610351562
2020-06-15,20.200000762939453
2020-06-16,20.520000457763672
2020-06-17,20.670000076293945
2020-06-18,21.020000457763672
2020-06-19,20.950000762939453
2020-06-22,21.420000076293945
2020-06-23,21.489999771118164
2020-06-24,21.06999969482422
2020-06-25,21.420000076293945
2020-06-26,21.260000228881836
2020-06-29,21.059999465942383
2020-06-30,21.420000076293945
2020-07-01,22.079999923706055
2020-07-02,22.190000534057617
2020-07-06,22.3700008392334
2020-07-07,22.290000915527344
2020-07-08,22.899999618530273
2020-07-09,23.075000762939453
2020-07-10,22.920000076293945
2020-07-13,21.739999771118164
2020-07-14,21.90999984741211
2020-07-15,21.93000030517578
2020-07-16,21.559999465942383
2020-07-17,21.760000228881836
2020-07-20,22.84000015258789
2020-07-21,22.520000457763672
2020-07-22,22.479999542236328
2020-07-23,22.0
2020-07-24,21.770000457763672
2020-07-27,22.18000030517578
2020-07-28,22.049999237060547
2020-07-29,22.579999923706055
2020-07-30,22.559999465942383
2020-07-31,22.65999984741211
2020-08-03,23.139999389648438
2020-08-04,23.139999389648438
2020-08-05,23.350000381469727
2020-08-06,22.959999084472656
2020-08-07,22.190000534057617
2020-08-10,21.770000457763672
2020-08-11,21.260000228881836
2020-08-12,21.3799991607666
2020-08-13,21.809999465942383
2020-08-14,21.700000762939453
2020-08-17,22.059999465942383
2020-08-18,22.459999084472656
2020-08-19,22.360000610351562
2020-08-20,22.790000915527344
2020-08-21,22.56999969482422
2020-08-24,22.479999542236328
2020-08-25,22.75
2020-08-26,24.010000228881836
2020-08-27,23.950000762939453
2020-08-28,24.239999771118164
2020-08-31,24.399999618530273
2020-09-01,25.889999389648438
2020-09-02,25.479999542236328
2020-09-03,23.860000610351562
2020-09-04,23.030000686645508
2020-09-08,22.3799991607666
2020-09-09,22.940000534057617
2020-09-10,22.559999465942383
2020-09-11,22.170000076293945
2020-09-14,22.579999923706055
2020-09-15,22.799999237060547
2020-09-16,22.68000030517578
2020-09-17,22.389999389648438
2020-09-18,22.59000015258789
2020-09-21,23.059999465942383
2020-09-22,23.549999237060547
2020-09-23,23.110000610351562
2020-09-24,22.860000610351562
2020-09-25,23.559999465942383
2020-09-28,23.81999969482422
2020-09-29,23.829999923706055
2020-09-30,23.889999389648438
2020-10-01,24.360000610351562
2020-10-02,24.31999969482422
2020-10-05,24.649999618530273
2020-10-06,24.549999237060547
2020-10-07,25.059999465942383
2020-10-08,25.139999389648438
