,EBSB
2008-07-30,4.048202991485596
2008-07-31,4.064541816711426
2008-08-01,4.0441179275512695
2008-08-04,3.9624180793762207
2008-08-05,4.076797008514404
2008-08-06,4.0155229568481445
2008-08-07,3.9215691089630127
2008-08-08,3.9542479515075684
2008-08-11,3.9828429222106934
2008-08-12,3.9583330154418945
2008-08-13,3.9787580966949463
2008-08-14,3.97467303276062
2008-08-15,3.933824062347412
2008-08-18,3.941992998123169
2008-08-19,3.876633882522583
2008-08-20,3.901144027709961
2008-08-21,3.901144027709961
2008-08-22,3.950162887573242
2008-08-25,3.8929738998413086
2008-08-26,3.9379079341888428
2008-08-27,3.941992998123169
2008-08-28,3.9624180793762207
2008-08-29,3.9379079341888428
2008-09-02,3.9583330154418945
2008-09-03,4.011437892913818
2008-09-04,3.9379079341888428
2008-09-05,3.941992998123169
2008-09-08,4.003267765045166
2008-09-09,3.9787580966949463
2008-09-10,4.040032863616943
2008-09-11,4.040032863616943
2008-09-12,4.072711944580078
2008-09-15,3.9174840450286865
2008-09-16,3.9828429222106934
2008-09-17,3.97467303276062
2008-09-18,4.0441179275512695
2008-09-19,4.060458183288574
2008-09-22,4.023693084716797
2008-09-23,4.0808820724487305
2008-09-24,4.048202991485596
2008-09-25,4.129901885986328
2008-09-26,4.142157077789307
2008-09-29,4.023693084716797
2008-09-30,4.170752048492432
2008-10-01,4.133986949920654
2008-10-02,4.093136787414551
2008-10-03,4.0808820724487305
2008-10-06,4.011437892913818
2008-10-07,3.901144027709961
2008-10-08,3.8276140689849854
2008-10-09,3.7132349014282227
2008-10-10,3.7581698894500732
2008-10-13,3.880718946456909
2008-10-14,3.9665029048919678
2008-10-15,3.69281005859375
2008-10-16,4.040032863616943
2008-10-17,3.815359115600586
2008-10-20,3.970587968826294
2008-10-21,3.7949349880218506
2008-10-22,3.717319965362549
2008-10-23,3.782680034637451
2008-10-24,3.7581698894500732
2008-10-27,3.590686082839966
2008-10-28,3.8357839584350586
2008-10-29,3.717319965362549
2008-10-30,3.7908499240875244
2008-10-31,3.9624180793762207
2008-11-03,3.8888890743255615
2008-11-04,4.003267765045166
2008-11-05,3.9215691089630127
2008-11-06,3.8562090396881104
2008-11-07,3.9133989810943604
2008-11-10,3.811275005340576
2008-11-11,3.8398690223693848
2008-11-12,3.803105115890503
2008-11-13,3.9624180793762207
2008-11-14,3.811275005340576
2008-11-17,3.9828429222106934
2008-11-18,3.905229091644287
2008-11-19,3.8398690223693848
2008-11-20,3.6437909603118896
2008-11-21,3.676470994949341
2008-11-24,3.8562090396881104
2008-11-25,3.2393789291381836
2008-11-26,3.6642160415649414
2008-11-28,3.75
2008-12-01,3.5743460655212402
2008-12-02,3.7622549533843994
2008-12-03,3.75
2008-12-04,3.6029410362243652
2008-12-05,3.696894884109497
2008-12-08,3.880718946456909
2008-12-09,3.7091500759124756
2008-12-10,3.676470994949341
2008-12-11,3.6397058963775635
2008-12-12,3.75
2008-12-15,3.725490093231201
2008-12-16,3.7663400173187256
2008-12-17,3.754085063934326
2008-12-18,3.696894884109497
2008-12-19,3.619281053543091
2008-12-22,3.6070261001586914
2008-12-23,3.651961088180542
2008-12-24,3.680556058883667
2008-12-26,3.6601309776306152
2008-12-29,3.590686082839966
2008-12-30,3.656045913696289
2008-12-31,3.778594970703125
2009-01-02,3.852123975753784
2009-01-05,3.9174840450286865
2009-01-06,3.929738998413086
2009-01-07,3.8398690223693848
2009-01-08,3.8929738998413086
2009-01-09,3.8684639930725098
2009-01-12,3.6642160415649414
2009-01-13,3.815359115600586
2009-01-14,3.6151959896087646
2009-01-15,3.721405029296875
2009-01-16,3.774509906768799
2009-01-20,3.5171570777893066
2009-01-21,3.6315360069274902
2009-01-22,3.5171570777893066
2009-01-23,3.504901885986328
2009-01-26,3.549837112426758
2009-01-27,3.6356210708618164
2009-01-28,3.75
2009-01-29,3.6723859310150146
2009-01-30,3.5743460655212402
2009-02-02,3.6437909603118896
2009-02-03,3.7009799480438232
2009-02-04,3.6151959896087646
2009-02-05,3.6397058963775635
2009-02-06,3.651961088180542
2009-02-09,3.684640884399414
2009-02-10,3.7050650119781494
2009-02-11,3.717319965362549
2009-02-12,3.549837112426758
2009-02-13,3.46813702583313
2009-02-17,3.308824062347412
2009-02-18,3.308824062347412
2009-02-19,3.2312090396881104
2009-02-20,3.1372549533843994
2009-02-23,3.0433011054992676
2009-02-24,3.0392160415649414
2009-02-25,2.941175937652588
2009-02-26,2.924837112426758
2009-02-27,3.0351309776306152
2009-03-02,2.924837112426758
2009-03-03,2.9207520484924316
2009-03-04,2.924837112426758
2009-03-05,2.777777910232544
2009-03-06,2.753268003463745
2009-03-09,2.5898690223693848
2009-03-10,2.777777910232544
2009-03-11,2.8267970085144043
2009-03-12,3.055556058883667
2009-03-13,3.1740200519561768
2009-03-16,3.051470994949341
2009-03-17,3.223038911819458
2009-03-18,3.120914936065674
2009-03-19,3.284313917160034
2009-03-20,3.304738998413086
2009-03-23,3.431372880935669
2009-03-24,3.3006539344787598
2009-03-25,3.5866010189056396
2009-03-26,3.6111109256744385
2009-03-27,3.500817060470581
2009-03-30,3.4517970085144043
2009-03-31,3.439542055130005
2009-04-01,3.553921937942505
2009-04-02,3.6397058963775635
2009-04-03,3.651961088180542
2009-04-06,3.5089869499206543
2009-04-07,3.4599668979644775
2009-04-08,3.3333330154418945
2009-04-09,3.378268003463745
2009-04-13,3.398693084716797
2009-04-14,3.345587968826294
2009-04-15,3.308824062347412
2009-04-16,3.2638890743255615
2009-04-17,3.2638890743255615
2009-04-20,3.0473859310150146
2009-04-21,3.059640884399414
2009-04-22,3.0392160415649414
2009-04-23,2.9779410362243652
2009-04-24,3.051470994949341
2009-04-27,2.9534308910369873
2009-04-28,3.031045913696289
2009-04-29,3.3578429222106934
2009-04-30,3.2598040103912354
2009-05-01,3.3537580966949463
2009-05-04,3.370098114013672
2009-05-05,3.3292479515075684
2009-05-06,3.40686297416687
2009-05-07,3.427288055419922
2009-05-08,3.566175937652588
2009-05-11,3.3864378929138184
2009-05-12,3.4109480381011963
2009-05-13,3.3333330154418945
2009-05-14,3.374182939529419
2009-05-15,3.427288055419922
2009-05-18,3.5866010189056396
2009-05-19,3.5212419033050537
2009-05-20,3.5130720138549805
2009-05-21,3.325162887573242
2009-05-22,3.374182939529419
2009-05-26,3.5171570777893066
2009-05-27,3.3333330154418945
2009-05-28,3.370098114013672
2009-05-29,3.4517970085144043
2009-06-01,3.4640519618988037
2009-06-02,3.5457520484924316
2009-06-03,3.5089869499206543
2009-06-04,3.4926469326019287
2009-06-05,3.431372880935669
2009-06-08,3.398693084716797
2009-06-09,3.4150331020355225
2009-06-10,3.276144027709961
2009-06-11,3.325162887573242
2009-06-12,3.34967303276062
2009-06-15,3.2598040103912354
2009-06-16,3.247549057006836
2009-06-17,3.2352941036224365
2009-06-18,3.2679738998413086
2009-06-19,3.251633882522583
2009-06-22,3.1699349880218506
2009-06-23,3.149509906768799
2009-06-24,3.129085063934326
2009-06-25,3.1045749187469482
2009-06-26,3.1045749187469482
2009-06-29,3.1413400173187256
2009-06-30,3.0433011054992676
2009-07-01,3.129085063934326
2009-07-02,3.1168301105499268
2009-07-06,3.096405029296875
2009-07-07,3.0759799480438232
2009-07-08,3.031045913696289
2009-07-09,3.071894884109497
2009-07-10,3.149509906768799
2009-07-13,3.2148690223693848
2009-07-14,3.316992998123169
2009-07-15,3.3946080207824707
2009-07-16,3.374182939529419
2009-07-17,3.3864378929138184
2009-07-20,3.549837112426758
2009-07-21,3.5784308910369873
2009-07-22,3.594770908355713
2009-07-23,3.754085063934326
2009-07-24,3.754085063934326
2009-07-27,3.774509906768799
2009-07-28,3.717319965362549
2009-07-29,3.7581698894500732
2009-07-30,3.774509906768799
2009-07-31,3.7663400173187256
2009-08-03,3.778594970703125
2009-08-04,3.7581698894500732
2009-08-05,3.717319965362549
2009-08-06,3.6642160415649414
2009-08-07,3.7377450466156006
2009-08-10,3.7704250812530518
2009-08-11,3.754085063934326
2009-08-12,3.7704250812530518
2009-08-13,3.778594970703125
2009-08-14,3.684640884399414
2009-08-17,3.7132349014282227
2009-08-18,3.7377450466156006
2009-08-19,3.778594970703125
2009-08-20,3.778594970703125
2009-08-21,3.843954086303711
2009-08-24,3.8602941036224365
2009-08-25,3.8276140689849854
2009-08-26,3.9379079341888428
2009-08-27,3.9256539344787598
2009-08-28,3.8848040103912354
2009-08-31,3.7867650985717773
2009-09-01,3.815359115600586
2009-09-02,3.848038911819458
2009-09-03,3.8357839584350586
2009-09-04,3.7581698894500732
2009-09-08,3.69281005859375
2009-09-09,3.7908499240875244
2009-09-10,3.7867650985717773
2009-09-11,3.8643789291381836
2009-09-14,3.9215691089630127
2009-09-15,3.8357839584350586
2009-09-16,3.8316988945007324
2009-09-17,3.815359115600586
2009-09-18,3.647876024246216
2009-09-21,3.745914936065674
2009-09-22,3.8398690223693848
2009-09-23,3.7704250812530518
2009-09-24,3.7418301105499268
2009-09-25,3.684640884399414
2009-09-28,3.7295749187469482
2009-09-29,3.619281053543091
2009-09-30,3.472222089767456
2009-10-01,3.5334970951080322
2009-10-02,3.6601309776306152
2009-10-05,3.8602941036224365
2009-10-06,3.7704250812530518
2009-10-07,3.6723859310150146
2009-10-08,3.6437909603118896
2009-10-09,3.684640884399414
2009-10-12,3.5825159549713135
2009-10-13,3.553921937942505
2009-10-14,3.553921937942505
2009-10-15,3.5171570777893066
2009-10-16,3.504901885986328
2009-10-19,3.5416669845581055
2009-10-20,3.500817060470581
2009-10-21,3.4803919792175293
2009-10-22,3.5171570777893066
2009-10-23,3.6642160415649414
2009-10-26,3.570261001586914
2009-10-27,3.6723859310150146
2009-10-28,3.6356210708618164
2009-10-29,3.6111109256744385
2009-10-30,3.5130720138549805
2009-11-02,3.566175937652588
2009-11-03,3.6151959896087646
2009-11-04,3.496731996536255
2009-11-05,3.46813702583313
2009-11-06,3.504901885986328
2009-11-09,3.558007001876831
2009-11-10,3.549837112426758
2009-11-11,3.5416669845581055
2009-11-12,3.5620920658111572
2009-11-13,3.553921937942505
2009-11-16,3.6070261001586914
2009-11-17,3.619281053543091
2009-11-18,3.5825159549713135
2009-11-19,3.472222089767456
2009-11-20,3.4640519618988037
2009-11-23,3.5866010189056396
2009-11-24,3.4885621070861816
2009-11-25,3.4517970085144043
2009-11-27,3.3864378929138184
2009-11-30,3.40686297416687
2009-12-01,3.6315360069274902
2009-12-02,3.5743460655212402
2009-12-03,3.4803919792175293
2009-12-04,3.5784308910369873
2009-12-07,3.5743460655212402
2009-12-08,3.5334970951080322
2009-12-09,3.570261001586914
2009-12-10,3.5825159549713135
2009-12-11,3.4926469326019287
2009-12-14,3.5743460655212402
2009-12-15,3.5089869499206543
2009-12-16,3.570261001586914
2009-12-17,3.558007001876831
2009-12-18,3.5743460655212402
2009-12-21,3.553921937942505
2009-12-22,3.5416669845581055
2009-12-23,3.6356210708618164
2009-12-24,3.69281005859375
2009-12-28,3.696894884109497
2009-12-29,3.6397058963775635
2009-12-30,3.5784308910369873
2009-12-31,3.553921937942505
2010-01-04,3.6356210708618164
2010-01-05,3.5743460655212402
2010-01-06,3.6151959896087646
2010-01-07,3.6151959896087646
2010-01-08,3.6356210708618164
2010-01-11,3.598855972290039
2010-01-12,3.6029410362243652
2010-01-13,3.6151959896087646
2010-01-14,3.6315360069274902
2010-01-15,3.6151959896087646
2010-01-19,3.627450942993164
2010-01-20,3.696894884109497
2010-01-21,3.6723859310150146
2010-01-22,3.778594970703125
2010-01-25,3.7949349880218506
2010-01-26,3.7949349880218506
2010-01-27,3.782680034637451
2010-01-28,3.8562090396881104
2010-01-29,3.8888890743255615
2010-02-01,3.8357839584350586
2010-02-02,3.811275005340576
2010-02-03,3.7949349880218506
2010-02-04,3.803105115890503
2010-02-05,3.872549057006836
2010-02-08,3.8357839584350586
2010-02-09,3.8276140689849854
2010-02-10,3.8684639930725098
2010-02-11,3.946078062057495
2010-02-12,4.023693084716797
2010-02-16,4.035947799682617
2010-02-17,4.068626880645752
2010-02-18,4.084967136383057
2010-02-19,4.023693084716797
2010-02-22,4.093136787414551
2010-02-23,4.105391979217529
2010-02-24,4.064541816711426
2010-02-25,4.1094770431518555
2010-02-26,4.084967136383057
2010-03-01,4.101306915283203
2010-03-02,4.097221851348877
2010-03-03,4.093136787414551
2010-03-04,4.105391979217529
2010-03-05,4.1380720138549805
2010-03-08,4.105391979217529
2010-03-09,4.154411792755127
2010-03-10,4.150327205657959
2010-03-11,4.1666669845581055
2010-03-12,4.162581920623779
2010-03-15,4.244280815124512
2010-03-16,4.293301105499268
2010-03-17,4.289216041564941
2010-03-18,4.276960849761963
2010-03-19,4.305555820465088
2010-03-22,4.350490093231201
2010-03-23,4.3627448081970215
2010-03-24,4.260621070861816
2010-03-25,4.309640884399414
2010-03-26,4.293301105499268
2010-03-29,4.264706134796143
2010-03-30,4.223855972290039
2010-03-31,4.248365879058838
2010-04-01,4.154411792755127
2010-04-05,4.232026100158691
2010-04-06,4.252450942993164
2010-04-07,4.321895122528076
2010-04-08,4.366829872131348
2010-04-09,4.49346399307251
2010-04-12,4.554738998413086
2010-04-13,4.558824062347412
2010-04-14,4.620098114013672
2010-04-15,4.620098114013672
2010-04-16,4.497549057006836
2010-04-19,4.530229091644287
2010-04-20,4.616013050079346
2010-04-21,4.660947799682617
2010-04-22,4.718136787414551
2010-04-23,4.7058820724487305
2010-04-26,4.689541816711426
2010-04-27,4.595588207244873
2010-04-28,4.562908172607422
2010-04-29,4.648693084716797
2010-04-30,4.7058820724487305
2010-05-03,4.709967136383057
2010-05-04,4.656863212585449
2010-05-05,4.620098114013672
2010-05-06,4.656863212585449
2010-05-07,4.636437892913818
2010-05-10,4.722221851348877
2010-05-11,4.812091827392578
2010-05-12,4.963234901428223
2010-05-13,4.9836602210998535
2010-05-14,4.938724994659424
2010-05-17,4.8366007804870605
2010-05-18,4.844770908355713
2010-05-19,4.652778148651123
2010-05-20,4.497549057006836
2010-05-21,4.665032863616943
2010-05-24,4.673202991485596
2010-05-25,4.579247951507568
2010-05-26,4.693626880645752
2010-05-27,4.6691179275512695
2010-05-28,4.681373119354248
2010-06-01,4.542483806610107
2010-06-02,4.677288055419922
2010-06-03,4.693626880645752
2010-06-04,4.5383992195129395
2010-06-07,4.542483806610107
2010-06-08,4.509803771972656
2010-06-09,4.603757858276367
2010-06-10,4.616013050079346
2010-06-11,4.616013050079346
2010-06-14,4.6119279861450195
2010-06-15,4.644608020782471
2010-06-16,4.616013050079346
2010-06-17,4.644608020782471
2010-06-18,4.624183177947998
2010-06-21,4.554738998413086
2010-06-22,4.546568870544434
2010-06-23,4.517973899841309
2010-06-24,4.49346399307251
2010-06-25,4.587418079376221
2010-06-28,4.571077823638916
2010-06-29,4.468954086303711
2010-06-30,4.452613830566406
2010-07-01,4.436275005340576
2010-07-02,4.375
2010-07-06,4.289216041564941
2010-07-07,4.195261001586914
2010-07-08,4.174837112426758
2010-07-09,4.281045913696289
2010-07-12,4.252450942993164
2010-07-13,4.338234901428223
2010-07-14,4.338234901428223
2010-07-15,4.346405029296875
2010-07-16,4.219770908355713
2010-07-19,4.248365879058838
2010-07-20,4.268791198730469
2010-07-21,4.133986949920654
2010-07-22,4.203431129455566
2010-07-23,4.248365879058838
2010-07-26,4.3913397789001465
2010-07-27,4.3586602210998535
2010-07-28,4.4158501625061035
2010-07-29,4.366829872131348
2010-07-30,4.41993522644043
2010-08-02,4.497549057006836
2010-08-03,4.534314155578613
2010-08-04,4.534314155578613
2010-08-05,4.509803771972656
2010-08-06,4.509803771972656
2010-08-09,4.5383992195129395
2010-08-10,4.49346399307251
2010-08-11,4.3872551918029785
2010-08-12,4.3627448081970215
2010-08-13,4.272875785827637
2010-08-16,4.30147123336792
2010-08-17,4.3872551918029785
2010-08-18,4.444444179534912
2010-08-19,4.452613830566406
2010-08-20,4.473039150238037
2010-08-23,4.342319965362549
2010-08-24,4.289216041564941
2010-08-25,4.428104877471924
2010-08-26,4.3913397789001465
2010-08-27,4.485293865203857
2010-08-30,4.321895122528076
2010-08-31,4.3341498374938965
2010-09-01,4.43218994140625
2010-09-02,4.399509906768799
2010-09-03,4.49346399307251
2010-09-07,4.297386169433594
2010-09-08,4.375
2010-09-09,4.477124214172363
2010-09-10,4.477124214172363
2010-09-13,4.485293865203857
2010-09-14,4.407680034637451
2010-09-15,4.41993522644043
2010-09-16,4.346405029296875
2010-09-17,4.395424842834473
2010-09-20,4.485293865203857
2010-09-21,4.342319965362549
2010-09-22,4.313724994659424
2010-09-23,4.244280815124512
2010-09-24,4.452613830566406
2010-09-27,4.305555820465088
2010-09-28,4.3913397789001465
2010-09-29,4.289216041564941
2010-09-30,4.305555820465088
2010-10-01,4.31781005859375
2010-10-04,4.272875785827637
2010-10-05,4.411765098571777
2010-10-06,4.379085063934326
2010-10-07,4.305555820465088
2010-10-08,4.3913397789001465
2010-10-11,4.293301105499268
2010-10-12,4.293301105499268
2010-10-13,4.3872551918029785
2010-10-14,4.33006477355957
2010-10-15,4.3872551918029785
2010-10-18,4.436275005340576
2010-10-19,4.313724994659424
2010-10-20,4.440359115600586
2010-10-21,4.370914936065674
2010-10-22,4.3627448081970215
2010-10-25,4.3872551918029785
2010-10-26,4.370914936065674
2010-10-27,4.350490093231201
2010-10-28,4.309640884399414
2010-10-29,4.3341498374938965
2010-11-01,4.25653600692749
2010-11-02,4.309640884399414
2010-11-03,4.350490093231201
2010-11-04,4.440359115600586
2010-11-05,4.4158501625061035
2010-11-08,4.354575157165527
2010-11-09,4.305555820465088
2010-11-10,4.293301105499268
2010-11-11,4.25653600692749
2010-11-12,4.244280815124512
2010-11-15,4.293301105499268
2010-11-16,4.240196228027344
2010-11-17,4.227941036224365
2010-11-18,4.293301105499268
2010-11-19,4.342319965362549
2010-11-22,4.3586602210998535
2010-11-23,4.366829872131348
2010-11-24,4.428104877471924
2010-11-26,4.383170127868652
2010-11-29,4.424019813537598
2010-11-30,4.473039150238037
2010-12-01,4.424019813537598
2010-12-02,4.428104877471924
2010-12-03,4.354575157165527
2010-12-06,4.354575157165527
2010-12-07,4.41993522644043
2010-12-08,4.444444179534912
2010-12-09,4.464869022369385
2010-12-10,4.489378929138184
2010-12-13,4.428104877471924
2010-12-14,4.468954086303711
2010-12-15,4.477124214172363
2010-12-16,4.591503143310547
2010-12-17,4.575162887573242
2010-12-20,4.579247951507568
2010-12-21,4.616013050079346
2010-12-22,4.616013050079346
2010-12-23,4.624183177947998
2010-12-27,4.689541816711426
2010-12-28,4.677288055419922
2010-12-29,4.726306915283203
2010-12-30,4.730391979217529
2010-12-31,4.816175937652588
2011-01-03,4.975490093231201
2011-01-04,5.008170127868652
2011-01-05,5.0408501625061035
2011-01-06,5.04493522644043
2011-01-07,5.004085063934326
2011-01-10,5.020424842834473
2011-01-11,5.028594970703125
2011-01-12,5.0408501625061035
2011-01-13,5.008170127868652
2011-01-14,5.0163397789001465
2011-01-18,4.9877448081970215
2011-01-19,4.897875785827637
2011-01-20,4.901960849761963
2011-01-21,5.106208801269531
2011-01-24,5.05718994140625
2011-01-25,5.126634120941162
2011-01-26,5.167483806610107
2011-01-27,5.159314155578613
2011-01-28,5.008170127868652
2011-01-31,4.9836602210998535
2011-02-01,5.167483806610107
2011-02-02,5.151144027709961
2011-02-03,5.159314155578613
2011-02-04,5.1633992195129395
2011-02-07,5.253267765045166
2011-02-08,5.2083330154418945
2011-02-09,5.232842922210693
2011-02-10,5.277778148651123
2011-02-11,5.367647171020508
2011-02-14,5.302288055419922
2011-02-15,5.306373119354248
2011-02-16,5.310458183288574
2011-02-17,5.334967136383057
2011-02-18,5.404411792755127
2011-02-22,5.290032863616943
2011-02-23,5.285947799682617
2011-02-24,5.355391979217529
2011-02-25,5.322711944580078
2011-02-28,5.310458183288574
2011-03-01,5.290032863616943
2011-03-02,5.310458183288574
2011-03-03,5.334967136383057
2011-03-04,5.318626880645752
2011-03-07,5.310458183288574
2011-03-08,5.363562107086182
2011-03-09,5.404411792755127
2011-03-10,5.318626880645752
2011-03-11,5.314541816711426
2011-03-14,5.326797008514404
2011-03-15,5.290032863616943
2011-03-16,5.249183177947998
2011-03-17,5.290032863616943
2011-03-18,5.3880720138549805
2011-03-21,5.50653600692749
2011-03-22,5.473855972290039
2011-03-23,5.498365879058838
2011-03-24,5.596405029296875
2011-03-25,5.68218994140625
2011-03-28,5.6413397789001465
2011-03-29,5.649509906768799
2011-03-30,5.731208801269531
2011-03-31,5.739378929138184
2011-04-01,5.804738998413086
2011-04-04,5.812908172607422
2011-04-05,5.796568870544434
2011-04-06,5.690359115600586
2011-04-07,5.723039150238037
2011-04-08,5.678104877471924
2011-04-11,5.600490093231201
2011-04-12,5.490196228027344
2011-04-13,5.351306915283203
2011-04-14,5.3308820724487305
2011-04-15,5.433006763458252
2011-04-18,5.322711944580078
2011-04-19,5.322711944580078
2011-04-20,5.453431129455566
2011-04-21,5.494280815124512
2011-04-25,5.408496856689453
2011-04-26,5.514706134796143
2011-04-27,5.531045913696289
2011-04-28,5.559640884399414
2011-04-29,5.702613830566406
2011-05-02,5.555555820465088
2011-05-03,5.498365879058838
2011-05-04,5.363562107086182
2011-05-05,5.408496856689453
2011-05-06,5.437091827392578
2011-05-09,5.441175937652588
2011-05-10,5.6372551918029785
2011-05-11,5.469770908355713
2011-05-12,5.588234901428223
2011-05-13,5.543301105499268
2011-05-16,5.531045913696289
2011-05-17,5.510621070861816
2011-05-18,5.543301105499268
2011-05-19,5.563724994659424
2011-05-20,5.477941036224365
2011-05-23,5.50653600692749
2011-05-24,5.473855972290039
2011-05-25,5.437091827392578
2011-05-26,5.453431129455566
2011-05-27,5.453431129455566
2011-05-31,5.428922176361084
2011-06-01,5.383986949920654
2011-06-02,5.318626880645752
2011-06-03,5.310458183288574
2011-06-06,5.2941179275512695
2011-06-07,5.269608020782471
2011-06-08,5.2941179275512695
2011-06-09,5.318626880645752
2011-06-10,5.220588207244873
2011-06-13,5.220588207244873
2011-06-14,5.277778148651123
2011-06-15,5.151144027709961
2011-06-16,5.17565393447876
2011-06-17,5.147058963775635
2011-06-20,5.081698894500732
2011-06-21,5.114378929138184
2011-06-22,5.07352876663208
2011-06-23,5.081698894500732
2011-06-24,5.200162887573242
2011-06-27,5.216503143310547
2011-06-28,5.482026100158691
2011-06-29,5.555555820465088
2011-06-30,5.592319965362549
2011-07-01,5.596405029296875
2011-07-05,5.657680034637451
2011-07-06,5.588234901428223
2011-07-07,5.6086602210998535
2011-07-08,5.6127448081970215
2011-07-11,5.575980186462402
2011-07-12,5.616829872131348
2011-07-13,5.633170127868652
2011-07-14,5.596405029296875
2011-07-15,5.625
2011-07-18,5.5841498374938965
2011-07-19,5.645424842834473
2011-07-20,5.649509906768799
2011-07-21,5.657680034637451
2011-07-22,5.66993522644043
2011-07-25,5.56781005859375
2011-07-26,5.55147123336792
2011-07-27,5.445261001586914
2011-07-28,5.55147123336792
2011-07-29,5.465685844421387
2011-08-01,5.543301105499268
2011-08-02,5.457516193389893
2011-08-03,5.600490093231201
2011-08-04,5.428922176361084
2011-08-05,5.4166669845581055
2011-08-08,4.967319965362549
2011-08-09,5.56781005859375
2011-08-10,4.9836602210998535
2011-08-11,5.212418079376221
2011-08-12,5.106208801269531
2011-08-15,5.200162887573242
2011-08-16,5.167483806610107
2011-08-17,5.147058963775635
2011-08-18,4.848855972290039
2011-08-19,4.873365879058838
2011-08-22,4.918301105499268
2011-08-23,5.130719184875488
2011-08-24,5.232842922210693
2011-08-25,5.138888835906982
2011-08-26,5.212418079376221
2011-08-29,5.2655229568481445
2011-08-30,5.220588207244873
2011-08-31,5.204247951507568
2011-09-01,4.967319965362549
2011-09-02,4.852941036224365
2011-09-06,4.7630720138549805
