,EWJV
2020-04-01,19.690000534057617
2020-04-02,19.878000259399414
2020-04-03,19.420000076293945
2020-04-06,20.385000228881836
2020-04-07,20.85099983215332
2020-04-08,20.542999267578125
2020-04-09,20.886999130249023
2020-04-13,20.84000015258789
2020-04-14,21.204999923706055
2020-04-15,20.790000915527344
2020-04-16,20.790000915527344
2020-04-17,20.863000869750977
2020-04-20,20.674999237060547
2020-04-21,20.674999237060547
2020-04-22,20.670000076293945
2020-04-23,20.670000076293945
2020-04-24,20.670000076293945
2020-04-27,21.479999542236328
2020-04-28,21.670000076293945
2020-04-29,22.1299991607666
2020-04-30,21.469999313354492
2020-05-01,21.030000686645508
2020-05-04,20.790000915527344
2020-05-05,21.15399932861328
2020-05-06,21.15399932861328
2020-05-07,21.110000610351562
2020-05-08,21.562000274658203
2020-05-11,21.893999099731445
2020-05-12,21.481000900268555
2020-05-13,21.481000900268555
2020-05-14,21.030000686645508
2020-05-15,21.049999237060547
2020-05-18,21.6299991607666
2020-05-19,21.461000442504883
2020-05-20,21.461000442504883
2020-05-21,21.59000015258789
2020-05-22,21.59000015258789
2020-05-26,22.219999313354492
2020-05-27,22.700000762939453
2020-05-28,23.04599952697754
2020-05-29,22.709999084472656
2020-06-01,22.905000686645508
2020-06-02,23.05500030517578
2020-06-03,23.31100082397461
2020-06-04,23.065000534057617
2020-06-05,23.475000381469727
2020-06-08,24.06100082397461
2020-06-09,23.93000030517578
2020-06-10,23.76799964904785
2020-06-11,22.530000686645508
2020-06-12,22.8799991607666
2020-06-15,22.378000259399414
2020-06-16,23.030000686645508
2020-06-17,23.030000686645508
2020-06-18,22.7450008392334
2020-06-19,22.59000015258789
2020-06-22,22.604999542236328
2020-06-23,22.899999618530273
2020-06-24,22.329999923706055
2020-06-25,22.329999923706055
2020-06-26,22.176000595092773
2020-06-29,22.141000747680664
2020-06-30,22.006000518798828
2020-07-01,21.878000259399414
2020-07-02,22.131999969482422
2020-07-06,22.33300018310547
2020-07-07,22.149999618530273
2020-07-08,22.040000915527344
2020-07-09,21.773000717163086
2020-07-10,22.139999389648438
2020-07-13,22.34000015258789
2020-07-14,22.3799991607666
2020-07-15,22.649999618530273
2020-07-16,22.649999618530273
2020-07-17,22.5
2020-07-20,22.540000915527344
2020-07-21,22.309999465942383
2020-07-22,22.327999114990234
2020-07-23,22.18000030517578
2020-07-24,22.219999313354492
2020-07-27,22.639999389648438
2020-07-28,22.457000732421875
2020-07-29,22.34000015258789
2020-07-30,22.06999969482422
2020-07-31,21.260000228881836
2020-08-03,21.655000686645508
2020-08-04,22.010000228881836
2020-08-05,22.079999923706055
2020-08-06,22.079999923706055
2020-08-07,22.1299991607666
2020-08-10,22.1299991607666
2020-08-11,22.799999237060547
2020-08-12,23.270000457763672
2020-08-13,23.030000686645508
2020-08-14,23.030000686645508
2020-08-17,23.110000610351562
2020-08-18,23.110000610351562
2020-08-19,23.084999084472656
2020-08-20,23.010000228881836
2020-08-21,22.844999313354492
2020-08-24,23.079999923706055
2020-08-25,23.209999084472656
2020-08-26,23.209999084472656
2020-08-27,23.0049991607666
2020-08-28,23.219999313354492
2020-08-31,23.239999771118164
2020-09-01,23.166000366210938
2020-09-02,23.290000915527344
2020-09-03,23.014999389648438
2020-09-04,23.219999313354492
2020-09-08,23.079999923706055
2020-09-09,23.1200008392334
2020-09-10,23.2450008392334
2020-09-11,23.3700008392334
2020-09-14,23.610000610351562
2020-09-15,23.6299991607666
2020-09-16,23.56999969482422
2020-09-17,23.489999771118164
2020-09-18,23.34000015258789
2020-09-21,23.139999389648438
2020-09-22,22.992000579833984
2020-09-23,23.101999282836914
2020-09-24,22.95400047302246
2020-09-25,22.988000869750977
2020-09-28,23.350000381469727
2020-09-29,23.315000534057617
2020-09-30,23.100000381469727
2020-10-01,23.010000228881836
2020-10-02,23.06999969482422
2020-10-05,23.25
2020-10-06,23.34000015258789
2020-10-07,23.489999771118164
2020-10-08,23.420000076293945
2020-10-09,23.360000610351562
2020-10-12,23.354000091552734
2020-10-13,23.354000091552734
2020-10-14,23.207000732421875
2020-10-15,23.079999923706055
2020-10-16,23.075000762939453
2020-10-19,23.045000076293945
2020-10-20,23.016000747680664
2020-10-21,23.33799934387207
2020-10-22,23.28499984741211
2020-10-23,23.384000778198242
2020-10-26,23.229999542236328
2020-10-27,23.18000030517578
2020-10-28,22.579999923706055
2020-10-29,22.833999633789062
2020-10-30,22.764999389648438
2020-11-02,23.04199981689453
2020-11-03,23.645000457763672
2020-11-04,23.40999984741211
2020-11-05,23.485000610351562
2020-11-06,23.770000457763672
2020-11-09,24.684999465942383
2020-11-10,24.8700008392334
2020-11-11,24.92099952697754
2020-11-12,24.361000061035156
2020-11-13,24.736000061035156
2020-11-16,25.170000076293945
2020-11-17,25.198999404907227
2020-11-18,25.100000381469727
2020-11-19,25.030000686645508
2020-11-20,25.424999237060547
2020-11-23,25.56999969482422
2020-11-24,25.770000457763672
2020-11-25,25.479999542236328
2020-11-27,25.559999465942383
2020-11-30,24.676000595092773
2020-12-01,25.219999313354492
2020-12-02,25.309999465942383
2020-12-03,25.5
2020-12-04,25.584999084472656
2020-12-07,25.31999969482422
2020-12-08,25.299999237060547
2020-12-09,25.514999389648438
2020-12-10,25.69499969482422
2020-12-11,25.719999313354492
2020-12-14,25.660999298095703
2020-12-15,25.81999969482422
2020-12-16,25.829999923706055
2020-12-17,25.815000534057617
2020-12-18,25.795000076293945
2020-12-21,25.43000030517578
2020-12-22,25.45400047302246
2020-12-23,25.364999771118164
2020-12-24,25.31999969482422
2020-12-28,25.56999969482422
2020-12-29,25.809999465942383
2020-12-30,25.874000549316406
2020-12-31,25.93000030517578
2021-01-04,25.520000457763672
2021-01-05,25.584999084472656
2021-01-06,26.368000030517578
2021-01-07,26.312000274658203
2021-01-08,26.524999618530273
2021-01-11,26.466999053955078
2021-01-12,26.4950008392334
2021-01-13,26.690000534057617
2021-01-14,27.020000457763672
2021-01-15,26.604000091552734
2021-01-19,26.672000885009766
2021-01-20,26.7450008392334
2021-01-21,26.649999618530273
2021-01-22,26.709999084472656
2021-01-25,26.59000015258789
2021-01-26,26.829999923706055
2021-01-27,26.209999084472656
2021-01-28,26.549999237060547
2021-01-29,25.959999084472656
2021-02-01,26.18400001525879
2021-02-02,26.399999618530273
2021-02-03,26.790000915527344
2021-02-04,27.0
2021-02-05,27.263999938964844
2021-02-08,27.867000579833984
2021-02-09,28.040000915527344
2021-02-10,27.992000579833984
2021-02-11,28.055999755859375
2021-02-12,28.219999313354492
2021-02-16,28.31399917602539
2021-02-17,28.309999465942383
2021-02-18,27.860000610351562
2021-02-19,28.06999969482422
2021-02-22,28.149999618530273
2021-02-23,27.96500015258789
2021-02-24,28.208999633789062
2021-02-25,27.674999237060547
2021-02-26,27.565000534057617
2021-03-01,27.774999618530273
2021-03-02,27.57200050354004
2021-03-03,27.639999389648438
2021-03-04,27.381000518798828
2021-03-05,27.690000534057617
2021-03-08,27.649999618530273
2021-03-09,28.149999618530273
2021-03-10,28.270000457763672
2021-03-11,28.045000076293945
2021-03-12,28.290000915527344
2021-03-15,28.520000457763672
2021-03-16,28.540000915527344
2021-03-17,28.649999618530273
2021-03-18,28.905000686645508
2021-03-19,29.167999267578125
2021-03-22,29.170000076293945
2021-03-23,28.719999313354492
2021-03-24,28.149999618530273
2021-03-25,28.520000457763672
2021-03-26,28.8700008392334
2021-03-29,28.600000381469727
2021-03-30,28.389999389648438
2021-03-31,28.0
2021-04-01,28.065000534057617
2021-04-05,28.34000015258789
2021-04-06,27.86199951171875
2021-04-07,28.0
2021-04-08,27.8799991607666
2021-04-09,28.149999618530273
2021-04-12,28.041000366210938
2021-04-13,28.20400047302246
2021-04-14,28.16200065612793
2021-04-15,28.354999542236328
2021-04-16,28.363000869750977
2021-04-19,28.09000015258789
2021-04-20,27.389999389648438
2021-04-21,27.71500015258789
2021-04-22,27.725000381469727
2021-04-23,28.0049991607666
2021-04-26,27.885000228881836
2021-04-27,27.649999618530273
2021-04-28,27.63800048828125
2021-04-29,27.565000534057617
2021-04-30,27.489999771118164
2021-05-03,27.825000762939453
2021-05-04,27.520999908447266
2021-05-05,27.81599998474121
2021-05-06,28.190000534057617
2021-05-07,28.440000534057617
2021-05-10,28.459999084472656
2021-05-11,28.139999389648438
2021-05-12,27.110000610351562
2021-05-13,27.700000762939453
2021-05-14,27.850000381469727
