,EWJV
2019-03-07,24.459999084472656
2019-03-08,24.25
2019-03-11,24.25
2019-03-12,24.59000015258789
2019-03-13,24.59000015258789
2019-03-14,24.59000015258789
2019-03-15,24.59000015258789
2019-03-18,24.729999542236328
2019-03-19,24.729999542236328
2019-03-20,24.729999542236328
2019-03-21,24.729999542236328
2019-03-22,24.83799934387207
2019-03-25,24.760000228881836
2019-03-26,25.040000915527344
2019-03-27,25.040000915527344
2019-03-28,24.979999542236328
2019-03-29,24.979999542236328
2019-04-01,25.139999389648438
2019-04-02,25.139999389648438
2019-04-03,25.139999389648438
2019-04-04,25.139999389648438
2019-04-05,25.139999389648438
2019-04-08,25.139999389648438
2019-04-09,25.139999389648438
2019-04-10,24.96500015258789
2019-04-11,24.8799991607666
2019-04-12,24.8799991607666
2019-04-15,24.8799991607666
2019-04-16,24.8799991607666
2019-04-17,24.8799991607666
2019-04-18,24.8799991607666
2019-04-22,24.889999389648438
2019-04-23,25.049999237060547
2019-04-24,25.049999237060547
2019-04-25,24.709999084472656
2019-04-26,24.709999084472656
2019-04-29,24.709999084472656
2019-04-30,24.709999084472656
2019-05-01,24.709999084472656
2019-05-02,24.709999084472656
2019-05-03,24.709999084472656
2019-05-06,24.75
2019-05-07,24.75
2019-05-08,24.75
2019-05-09,24.75
2019-05-10,24.27199935913086
2019-05-13,24.27199935913086
2019-05-14,24.27199935913086
2019-05-15,24.27199935913086
2019-05-16,24.27199935913086
2019-05-17,24.27199935913086
2019-05-20,23.989999771118164
2019-05-21,23.989999771118164
2019-05-22,23.989999771118164
2019-05-23,23.78499984741211
2019-05-24,23.78499984741211
2019-05-28,24.040000915527344
2019-05-29,24.040000915527344
2019-05-30,24.040000915527344
2019-05-31,24.040000915527344
2019-06-03,24.040000915527344
2019-06-04,24.040000915527344
2019-06-05,24.040000915527344
2019-06-06,24.040000915527344
2019-06-07,24.040000915527344
2019-06-10,24.040000915527344
2019-06-11,24.040000915527344
2019-06-12,24.040000915527344
2019-06-13,24.040000915527344
2019-06-14,24.040000915527344
2019-06-17,24.040000915527344
2019-06-18,24.040000915527344
2019-06-19,24.040000915527344
2019-06-20,24.040000915527344
2019-06-21,24.040000915527344
2019-06-24,24.270000457763672
2019-06-25,24.270000457763672
2019-06-26,24.19499969482422
2019-06-27,24.19499969482422
2019-06-28,24.31999969482422
2019-07-01,24.31999969482422
2019-07-02,24.31999969482422
2019-07-03,24.31999969482422
2019-07-05,24.624000549316406
2019-07-08,24.624000549316406
2019-07-09,24.624000549316406
2019-07-10,24.624000549316406
2019-07-11,24.624000549316406
2019-07-12,24.624000549316406
2019-07-15,24.649999618530273
2019-07-16,24.649999618530273
2019-07-17,24.649999618530273
2019-07-18,24.190000534057617
2019-07-19,24.190000534057617
2019-07-22,24.190000534057617
2019-07-23,24.190000534057617
2019-07-24,24.190000534057617
2019-07-25,24.420000076293945
2019-07-26,24.420000076293945
2019-07-29,24.190000534057617
2019-07-30,24.190000534057617
2019-07-31,24.190000534057617
2019-08-01,24.190000534057617
2019-08-02,24.190000534057617
2019-08-05,24.190000534057617
2019-08-06,24.190000534057617
2019-08-07,23.43000030517578
2019-08-08,23.43000030517578
2019-08-09,23.43000030517578
2019-08-12,23.350000381469727
2019-08-13,23.350000381469727
2019-08-14,22.98200035095215
2019-08-15,22.98200035095215
2019-08-16,22.98200035095215
2019-08-19,22.98200035095215
2019-08-20,22.98200035095215
2019-08-21,22.98200035095215
2019-08-22,22.98200035095215
2019-08-23,23.309999465942383
2019-08-26,23.309999465942383
2019-08-27,23.43000030517578
2019-08-28,23.43000030517578
2019-08-29,23.510000228881836
2019-08-30,23.700000762939453
2019-09-03,23.700000762939453
2019-09-04,23.700000762939453
2019-09-05,23.937000274658203
2019-09-06,24.010000228881836
2019-09-09,24.010000228881836
2019-09-10,24.3700008392334
2019-09-11,24.860000610351562
2019-09-12,25.09000015258789
2019-09-13,25.295000076293945
2019-09-16,25.295000076293945
2019-09-17,25.222000122070312
2019-09-18,25.09000015258789
2019-09-19,25.34000015258789
2019-09-20,25.34000015258789
2019-09-23,25.270000457763672
2019-09-24,25.371999740600586
2019-09-25,25.371999740600586
2019-09-26,25.371999740600586
2019-09-27,25.190000534057617
2019-09-30,25.09000015258789
2019-10-01,25.049999237060547
2019-10-02,24.84000015258789
2019-10-03,24.84000015258789
2019-10-04,24.84000015258789
2019-10-07,24.84000015258789
2019-10-08,24.84000015258789
2019-10-09,24.934999465942383
2019-10-10,24.934999465942383
2019-10-11,24.934999465942383
2019-10-14,25.219999313354492
2019-10-15,25.59000015258789
2019-10-16,25.52199935913086
2019-10-17,25.52199935913086
2019-10-18,25.52199935913086
2019-10-21,25.649999618530273
2019-10-22,25.649999618530273
2019-10-23,25.649999618530273
2019-10-24,25.84000015258789
2019-10-25,25.84000015258789
2019-10-28,25.84000015258789
2019-10-29,26.020000457763672
2019-10-30,26.020000457763672
2019-10-31,25.917999267578125
2019-11-01,26.219999313354492
2019-11-04,26.270000457763672
2019-11-05,26.270000457763672
2019-11-06,26.270000457763672
2019-11-07,26.270000457763672
2019-11-08,26.270000457763672
2019-11-11,26.667999267578125
2019-11-12,26.667999267578125
2019-11-13,26.610000610351562
2019-11-14,26.399999618530273
2019-11-15,26.579999923706055
2019-11-18,26.520000457763672
2019-11-19,26.600000381469727
2019-11-20,26.30500030517578
2019-11-21,26.30500030517578
2019-11-22,26.30500030517578
2019-11-25,26.579999923706055
2019-11-26,26.479999542236328
2019-11-27,26.479999542236328
2019-11-29,26.270999908447266
2019-12-02,26.246000289916992
2019-12-03,26.350000381469727
2019-12-04,26.621999740600586
2019-12-05,26.621999740600586
2019-12-06,26.913000106811523
2019-12-09,26.913000106811523
2019-12-10,26.795000076293945
2019-12-11,26.795000076293945
2019-12-12,26.8700008392334
2019-12-13,26.8700008392334
2019-12-16,26.374000549316406
2019-12-17,25.959999084472656
2019-12-18,26.239999771118164
2019-12-19,26.239999771118164
2019-12-20,26.270000457763672
2019-12-23,26.118000030517578
2019-12-24,26.0049991607666
2019-12-26,26.03499984741211
2019-12-27,26.05500030517578
2019-12-30,25.934999465942383
2019-12-31,25.864999771118164
2020-01-02,26.170000076293945
2020-01-03,26.075000762939453
2020-01-06,25.985000610351562
2020-01-07,25.964000701904297
2020-01-08,26.09000015258789
2020-01-09,26.09000015258789
2020-01-10,25.836999893188477
2020-01-13,25.989999771118164
2020-01-14,25.97800064086914
2020-01-15,25.8799991607666
2020-01-16,25.87700080871582
2020-01-17,25.954999923706055
2020-01-21,25.985000610351562
2020-01-22,25.908000946044922
2020-01-23,25.95400047302246
2020-01-24,25.801000595092773
2020-01-27,25.354999542236328
2020-01-28,25.54199981689453
2020-01-29,25.496999740600586
2020-01-30,25.520000457763672
2020-01-31,25.125
2020-02-03,25.260000228881836
2020-02-04,25.260000228881836
2020-02-05,25.875
2020-02-06,26.03499984741211
2020-02-07,25.81999969482422
2020-02-10,25.7549991607666
2020-02-11,26.079999923706055
2020-02-12,25.889999389648438
2020-02-13,25.676000595092773
2020-02-14,25.424999237060547
2020-02-18,25.424999237060547
2020-02-19,25.014999389648438
2020-02-20,24.81999969482422
2020-02-21,24.66200065612793
2020-02-24,23.902999877929688
2020-02-25,23.759000778198242
2020-02-26,23.990999221801758
2020-02-27,23.261999130249023
2020-02-28,22.97100067138672
2020-03-02,23.243000030517578
2020-03-03,22.97100067138672
2020-03-04,23.47800064086914
2020-03-05,22.889999389648438
2020-03-06,22.617000579833984
2020-03-09,21.545000076293945
2020-03-10,21.950000762939453
2020-03-11,21.229000091552734
2020-03-12,19.2549991607666
2020-03-13,19.469999313354492
2020-03-16,18.448999404907227
2020-03-17,19.19499969482422
2020-03-18,18.631999969482422
2020-03-19,18.94499969482422
2020-03-20,18.982999801635742
2020-03-23,18.823999404907227
2020-03-24,20.07200050354004
2020-03-25,20.75
2020-03-26,21.058000564575195
2020-03-27,21.14699935913086
2020-03-30,21.14699935913086
2020-03-31,20.40999984741211
