,ADXN
2020-12-24,24.190000534057617
2020-12-28,14.020000457763672
2020-12-29,14.550000190734863
2020-12-30,14.300000190734863
2020-12-31,13.399999618530273
2021-01-04,14.109999656677246
2021-01-05,13.779999732971191
2021-01-06,13.399999618530273
2021-01-07,10.510000228881836
2021-01-08,10.699999809265137
2021-01-11,10.550000190734863
2021-01-12,10.380000114440918
2021-01-13,10.380000114440918
2021-01-14,10.739999771118164
2021-01-15,10.699999809265137
2021-01-19,10.510000228881836
2021-01-20,10.625
2021-01-21,12.9399995803833
2021-01-22,12.119999885559082
2021-01-25,11.600000381469727
2021-01-26,11.210000038146973
2021-01-27,11.100000381469727
2021-01-28,11.050000190734863
2021-01-29,10.755000114440918
2021-02-01,11.15999984741211
2021-02-02,11.5600004196167
2021-02-03,11.34000015258789
2021-02-04,11.40999984741211
2021-02-05,11.40999984741211
2021-02-08,11.770000457763672
2021-02-09,11.729999542236328
2021-02-10,11.520000457763672
2021-02-11,11.399999618530273
2021-02-12,11.520000457763672
2021-02-16,12.09000015258789
2021-02-17,12.109999656677246
2021-02-18,12.279999732971191
2021-02-19,12.289999961853027
2021-02-22,12.010000228881836
2021-02-23,11.34000015258789
2021-02-24,11.760000228881836
2021-02-25,11.303999900817871
2021-02-26,10.649999618530273
2021-03-01,11.199999809265137
2021-03-02,11.595999717712402
2021-03-03,10.949999809265137
2021-03-04,10.369999885559082
2021-03-05,10.539999961853027
2021-03-08,10.579999923706055
2021-03-09,10.729999542236328
2021-03-10,11.069999694824219
2021-03-11,11.109999656677246
2021-03-12,10.789999961853027
2021-03-15,10.90999984741211
2021-03-16,10.699999809265137
2021-03-17,10.600000381469727
2021-03-18,10.369999885559082
2021-03-19,11.0
2021-03-22,10.859999656677246
2021-03-23,9.819999694824219
2021-03-24,10.289999961853027
2021-03-25,10.130000114440918
2021-03-26,10.5
2021-03-29,10.6899995803833
2021-03-30,10.399999618530273
2021-03-31,10.5
2021-04-01,10.5600004196167
2021-04-05,10.550000190734863
2021-04-06,10.5
2021-04-07,10.649999618530273
2021-04-08,10.489999771118164
2021-04-09,10.109999656677246
2021-04-12,10.5
2021-04-13,10.489999771118164
2021-04-14,10.470000267028809
2021-04-15,10.25
2021-04-16,10.25
2021-04-19,10.279999732971191
2021-04-20,10.149999618530273
2021-04-21,10.539999961853027
2021-04-22,10.600000381469727
2021-04-23,10.609999656677246
2021-04-26,10.25
2021-04-27,10.470000267028809
2021-04-28,10.649999618530273
2021-04-29,9.989999771118164
2021-04-30,9.779999732971191
2021-05-03,10.3100004196167
2021-05-04,9.734999656677246
2021-05-05,9.770000457763672
2021-05-06,9.569999694824219
2021-05-07,9.899999618530273
2021-05-10,9.90999984741211
2021-05-11,9.670000076293945
2021-05-12,9.09000015258789
2021-05-13,8.90999984741211
2021-05-14,9.649999618530273
