,CMLS
2019-02-08,14.350000381469727
2019-02-11,14.720000267028809
2019-02-12,14.600000381469727
2019-02-13,14.75
2019-02-14,15.600000381469727
2019-02-15,16.0
2019-02-19,16.350000381469727
2019-02-20,16.399999618530273
2019-02-21,16.600000381469727
2019-02-22,16.709999084472656
2019-02-25,16.639999389648438
2019-02-26,17.5
2019-02-27,17.510000228881836
2019-02-28,17.809999465942383
2019-03-01,18.200000762939453
2019-03-04,18.219999313354492
2019-03-05,18.079999923706055
2019-03-06,17.959999084472656
2019-03-07,18.19499969482422
2019-03-08,18.59000015258789
2019-03-11,18.809999465942383
2019-03-12,18.90999984741211
2019-03-13,18.959999084472656
2019-03-14,19.09000015258789
2019-03-15,19.040000915527344
2019-03-18,19.25
2019-03-19,19.5
2019-03-20,19.719999313354492
2019-03-21,19.40999984741211
2019-03-22,19.100000381469727
2019-03-25,18.700000762939453
2019-03-26,17.860000610351562
2019-03-27,17.75
2019-03-28,17.81999969482422
2019-03-29,18.010000228881836
2019-04-01,18.06999969482422
2019-04-02,18.389999389648438
2019-04-03,18.100000381469727
2019-04-04,17.8799991607666
2019-04-05,18.190000534057617
2019-04-08,18.40999984741211
2019-04-09,18.700000762939453
2019-04-10,18.479999542236328
2019-04-11,18.43000030517578
2019-04-12,18.639999389648438
2019-04-15,18.56999969482422
2019-04-16,18.469999313354492
2019-04-17,17.75
2019-04-18,18.25
2019-04-22,17.989999771118164
2019-04-23,16.979999542236328
2019-04-24,17.520000457763672
2019-04-25,17.639999389648438
2019-04-26,18.0
2019-04-29,18.299999237060547
2019-04-30,18.1200008392334
2019-05-01,17.729999542236328
2019-05-02,17.440000534057617
2019-05-03,17.6200008392334
2019-05-06,17.899999618530273
2019-05-07,17.450000762939453
2019-05-08,17.170000076293945
2019-05-09,17.0
2019-05-10,17.0
2019-05-13,16.950000762939453
2019-05-14,17.469999313354492
2019-05-15,17.790000915527344
2019-05-16,18.389999389648438
2019-05-17,18.3799991607666
2019-05-20,18.489999771118164
2019-05-21,18.600000381469727
2019-05-22,17.709999084472656
2019-05-23,17.239999771118164
2019-05-24,17.25
2019-05-28,16.75
2019-05-29,16.15999984741211
2019-05-30,16.459999084472656
2019-05-31,16.0
2019-06-03,15.800000190734863
2019-06-04,15.800000190734863
2019-06-05,15.449999809265137
2019-06-06,16.3700008392334
2019-06-07,16.309999465942383
2019-06-10,16.420000076293945
2019-06-11,16.700000762939453
2019-06-12,17.5
2019-06-13,17.110000610351562
2019-06-14,17.3799991607666
2019-06-17,17.280000686645508
2019-06-18,17.09000015258789
2019-06-19,17.6299991607666
2019-06-20,17.450000762939453
2019-06-21,17.209999084472656
2019-06-24,17.030000686645508
2019-06-25,16.920000076293945
2019-06-26,17.170000076293945
2019-06-27,17.600000381469727
2019-06-28,18.549999237060547
2019-07-01,18.56999969482422
2019-07-02,18.479999542236328
2019-07-03,18.3799991607666
2019-07-05,17.90999984741211
2019-07-08,17.989999771118164
2019-07-09,17.579999923706055
2019-07-10,17.510000228881836
2019-07-11,17.81999969482422
2019-07-12,17.920000076293945
2019-07-15,17.790000915527344
2019-07-16,17.559999465942383
2019-07-17,17.450000762939453
2019-07-18,17.06999969482422
2019-07-19,17.15999984741211
2019-07-22,16.420000076293945
2019-07-23,15.890000343322754
2019-07-24,16.18000030517578
2019-07-25,15.3100004196167
2019-07-26,15.520000457763672
2019-07-29,14.920000076293945
2019-07-30,15.270000457763672
2019-07-31,15.109999656677246
2019-08-01,14.15999984741211
2019-08-02,14.0600004196167
2019-08-05,13.5
2019-08-06,13.729999542236328
2019-08-07,12.600000381469727
2019-08-08,14.619999885559082
2019-08-09,14.510000228881836
2019-08-12,14.34000015258789
2019-08-13,14.8100004196167
2019-08-14,14.1899995803833
2019-08-15,15.109999656677246
2019-08-16,15.210000038146973
2019-08-19,15.699999809265137
2019-08-20,15.399999618530273
2019-08-21,15.010000228881836
2019-08-22,14.619999885559082
2019-08-23,13.789999961853027
2019-08-26,13.880000114440918
2019-08-27,13.550000190734863
2019-08-28,13.539999961853027
2019-08-29,13.550000190734863
2019-08-30,13.600000381469727
2019-09-03,13.140000343322754
2019-09-04,13.220000267028809
2019-09-05,13.069999694824219
2019-09-06,13.079999923706055
2019-09-09,13.680000305175781
2019-09-10,14.350000381469727
2019-09-11,14.760000228881836
2019-09-12,14.59000015258789
2019-09-13,14.380000114440918
2019-09-16,13.609999656677246
2019-09-17,14.390000343322754
2019-09-18,14.140000343322754
2019-09-19,13.579999923706055
2019-09-20,13.210000038146973
2019-09-23,13.479999542236328
2019-09-24,13.15999984741211
2019-09-25,13.420000076293945
2019-09-26,13.420000076293945
2019-09-27,13.329999923706055
2019-09-30,14.539999961853027
2019-10-01,14.9399995803833
2019-10-02,15.350000381469727
2019-10-03,14.789999961853027
2019-10-04,14.529999732971191
2019-10-07,14.109999656677246
2019-10-08,13.300000190734863
2019-10-09,13.449999809265137
2019-10-10,13.539999961853027
2019-10-11,13.729999542236328
2019-10-14,13.079999923706055
2019-10-15,13.069999694824219
2019-10-16,13.15999984741211
2019-10-17,13.239999771118164
2019-10-18,13.069999694824219
2019-10-21,13.270000457763672
2019-10-22,13.59000015258789
2019-10-23,13.609999656677246
2019-10-24,13.640000343322754
2019-10-25,13.710000038146973
2019-10-28,13.850000381469727
2019-10-29,13.960000038146973
2019-10-30,13.65999984741211
2019-10-31,13.6899995803833
2019-11-01,13.890000343322754
2019-11-04,13.770000457763672
2019-11-05,13.850000381469727
2019-11-06,13.680000305175781
2019-11-07,13.609999656677246
2019-11-08,13.479999542236328
2019-11-11,13.600000381469727
2019-11-12,14.510000228881836
2019-11-13,14.760000228881836
2019-11-14,14.520000457763672
2019-11-15,14.539999961853027
2019-11-18,14.899999618530273
2019-11-19,14.949999809265137
2019-11-20,15.1899995803833
2019-11-21,15.899999618530273
2019-11-22,16.19499969482422
2019-11-25,16.540000915527344
2019-11-26,16.690000534057617
2019-11-27,16.850000381469727
2019-11-29,17.34000015258789
2019-12-02,17.56999969482422
2019-12-03,17.34000015258789
2019-12-04,17.200000762939453
2019-12-05,17.010000228881836
2019-12-06,17.770000457763672
2019-12-09,17.239999771118164
2019-12-10,17.15999984741211
2019-12-11,17.170000076293945
2019-12-12,17.350000381469727
2019-12-13,17.3700008392334
2019-12-16,17.5
2019-12-17,17.18000030517578
2019-12-18,17.079999923706055
2019-12-19,16.979999542236328
2019-12-20,16.9950008392334
2019-12-23,17.920000076293945
2019-12-24,17.940000534057617
2019-12-26,17.899999618530273
2019-12-27,17.600000381469727
2019-12-30,17.450000762939453
2019-12-31,17.56999969482422
2020-01-02,16.950000762939453
2020-01-03,16.469999313354492
2020-01-06,16.459999084472656
2020-01-07,16.299999237060547
2020-01-08,16.459999084472656
2020-01-09,16.420000076293945
2020-01-10,15.84000015258789
2020-01-13,16.18000030517578
2020-01-14,15.899999618530273
2020-01-15,15.8100004196167
2020-01-16,15.84000015258789
2020-01-17,15.40999984741211
2020-01-21,15.40999984741211
2020-01-22,15.140000343322754
2020-01-23,15.029999732971191
2020-01-24,14.420000076293945
2020-01-27,14.149999618530273
2020-01-28,14.479999542236328
2020-01-29,14.1899995803833
2020-01-30,13.899999618530273
2020-01-31,14.0
2020-02-03,14.149999618530273
2020-02-04,14.229999542236328
2020-02-05,14.460000038146973
2020-02-06,14.40999984741211
2020-02-07,13.989999771118164
2020-02-10,14.100000381469727
2020-02-11,14.380000114440918
2020-02-12,14.619999885559082
2020-02-13,14.640000343322754
2020-02-14,14.529999732971191
2020-02-18,14.430000305175781
2020-02-19,14.220000267028809
2020-02-20,14.149999618530273
2020-02-21,14.239999771118164
2020-02-24,14.010000228881836
2020-02-25,13.319999694824219
2020-02-26,13.069999694824219
2020-02-27,12.09000015258789
2020-02-28,12.050000190734863
2020-03-02,11.979999542236328
2020-03-03,11.414999961853027
2020-03-04,11.460000038146973
2020-03-05,10.600000381469727
2020-03-06,9.760000228881836
2020-03-09,8.149999618530273
2020-03-10,8.010000228881836
2020-03-11,6.849999904632568
2020-03-12,4.960000038146973
2020-03-13,6.389999866485596
2020-03-16,5.949999809265137
2020-03-17,6.590000152587891
2020-03-18,4.650000095367432
2020-03-19,5.21999979019165
2020-03-20,5.269999980926514
2020-03-23,4.5
2020-03-24,4.730000019073486
2020-03-25,5.980000019073486
2020-03-26,5.46999979019165
2020-03-27,4.619999885559082
2020-03-30,5.130000114440918
2020-03-31,5.420000076293945
2020-04-01,4.75
2020-04-02,4.440000057220459
2020-04-03,3.3499999046325684
2020-04-06,3.930000066757202
2020-04-07,4.159999847412109
2020-04-08,3.950000047683716
2020-04-09,3.8499999046325684
2020-04-13,3.8299999237060547
2020-04-14,3.9200000762939453
2020-04-15,3.5899999141693115
2020-04-16,3.690000057220459
2020-04-17,3.690000057220459
2020-04-20,3.680000066757202
2020-04-21,3.5399999618530273
2020-04-22,3.5
2020-04-23,3.5299999713897705
2020-04-24,3.9200000762939453
2020-04-27,4.510000228881836
2020-04-28,4.420000076293945
2020-04-29,4.380000114440918
2020-04-30,4.429999828338623
2020-05-01,4.099999904632568
2020-05-04,3.9600000381469727
2020-05-05,3.990000009536743
2020-05-06,3.75
2020-05-07,3.75
2020-05-08,4.050000190734863
2020-05-11,3.930000066757202
2020-05-12,3.140000104904175
2020-05-13,3.369999885559082
2020-05-14,3.369999885559082
2020-05-15,3.3299999237060547
2020-05-18,3.430000066757202
2020-05-19,3.2300000190734863
2020-05-20,3.9200000762939453
2020-05-21,3.9100000858306885
2020-05-22,4.239999771118164
2020-05-26,5.309999942779541
2020-05-27,6.010000228881836
2020-05-28,5.909999847412109
2020-05-29,5.170000076293945
2020-06-01,5.175000190734863
2020-06-02,5.230000019073486
2020-06-03,5.639999866485596
2020-06-04,5.75
2020-06-05,7.429999828338623
2020-06-08,8.539999961853027
2020-06-09,7.510000228881836
2020-06-10,6.610000133514404
2020-06-11,5.360000133514404
2020-06-12,5.760000228881836
2020-06-15,5.989999771118164
2020-06-16,5.809999942779541
2020-06-17,5.610000133514404
2020-06-18,5.679999828338623
2020-06-19,5.340000152587891
2020-06-22,4.869999885559082
2020-06-23,4.75
2020-06-24,4.289999961853027
2020-06-25,4.630000114440918
2020-06-26,4.289999961853027
2020-06-29,4.260000228881836
2020-06-30,3.950000047683716
2020-07-01,4.449999809265137
2020-07-02,4.079999923706055
2020-07-06,3.9700000286102295
2020-07-07,3.7699999809265137
2020-07-08,3.809999942779541
2020-07-09,3.6600000858306885
2020-07-10,4.0
2020-07-13,3.9000000953674316
2020-07-14,4.119999885559082
2020-07-15,4.130000114440918
2020-07-16,4.099999904632568
2020-07-17,4.0
2020-07-20,3.859999895095825
2020-07-21,4.059999942779541
2020-07-22,3.990000009536743
2020-07-23,3.940000057220459
2020-07-24,3.9800000190734863
2020-07-27,3.890000104904175
2020-07-28,3.9600000381469727
2020-07-29,3.990000009536743
2020-07-30,3.930000066757202
2020-07-31,3.930000066757202
2020-08-03,3.880000114440918
2020-08-04,3.9200000762939453
2020-08-05,3.880000114440918
2020-08-06,3.8499999046325684
2020-08-07,3.940000057220459
2020-08-10,4.949999809265137
2020-08-11,5.199999809265137
2020-08-12,5.71999979019165
2020-08-13,5.539999961853027
2020-08-14,5.590000152587891
2020-08-17,5.610000133514404
2020-08-18,5.539999961853027
2020-08-19,5.5
2020-08-20,5.539999961853027
2020-08-21,5.309999942779541
2020-08-24,5.289999961853027
2020-08-25,5.360000133514404
2020-08-26,5.090000152587891
2020-08-27,5.119999885559082
2020-08-28,5.380000114440918
2020-08-31,4.96999979019165
2020-09-01,4.960000038146973
2020-09-02,5.230000019073486
2020-09-03,5.239999771118164
2020-09-04,5.46999979019165
2020-09-08,5.309999942779541
2020-09-09,5.230000019073486
2020-09-10,5.159999847412109
2020-09-11,5.210000038146973
2020-09-14,5.400000095367432
2020-09-15,5.199999809265137
2020-09-16,5.159999847412109
2020-09-17,5.099999904632568
2020-09-18,4.960000038146973
2020-09-21,4.829999923706055
2020-09-22,4.75
2020-09-23,4.659999847412109
2020-09-24,4.760000228881836
2020-09-25,4.849999904632568
2020-09-28,5.050000190734863
2020-09-29,5.309999942779541
2020-09-30,5.369999885559082
2020-10-01,5.400000095367432
2020-10-02,5.400000095367432
2020-10-05,5.369999885559082
2020-10-06,5.199999809265137
2020-10-07,5.21999979019165
2020-10-08,5.329999923706055
2020-10-09,5.329999923706055
2020-10-12,5.139999866485596
2020-10-13,5.019999980926514
2020-10-14,5.059999942779541
2020-10-15,5.21999979019165
2020-10-16,5.110000133514404
2020-10-19,5.099999904632568
2020-10-20,5.179999828338623
2020-10-21,5.480000019073486
2020-10-22,5.409999847412109
2020-10-23,5.590000152587891
2020-10-26,5.579999923706055
2020-10-27,5.380000114440918
2020-10-28,5.070000171661377
2020-10-29,5.380000114440918
2020-10-30,5.059999942779541
2020-11-02,5.019999980926514
2020-11-03,5.139999866485596
2020-11-04,5.170000076293945
2020-11-05,5.690000057220459
2020-11-06,5.829999923706055
2020-11-09,6.5
2020-11-10,6.349999904632568
2020-11-11,6.630000114440918
2020-11-12,6.5
2020-11-13,6.460000038146973
2020-11-16,6.46999979019165
2020-11-17,6.340000152587891
2020-11-18,6.139999866485596
2020-11-19,6.429999828338623
2020-11-20,7.130000114440918
2020-11-23,8.09000015258789
2020-11-24,8.170000076293945
2020-11-25,8.25
2020-11-27,8.460000038146973
2020-11-30,8.770000457763672
2020-12-01,9.199999809265137
2020-12-02,8.569999694824219
2020-12-03,9.100000381469727
2020-12-04,9.399999618530273
2020-12-07,9.5
2020-12-08,10.0
2020-12-09,9.449999809265137
2020-12-10,9.539999961853027
2020-12-11,9.079999923706055
2020-12-14,8.850000381469727
2020-12-15,9.140000343322754
2020-12-16,9.210000038146973
2020-12-17,8.869999885559082
2020-12-18,8.579999923706055
2020-12-21,8.640000343322754
2020-12-22,8.75
2020-12-23,9.039999961853027
2020-12-24,9.180000305175781
2020-12-28,9.119999885559082
2020-12-29,8.75
2020-12-30,8.710000038146973
2020-12-31,8.720000267028809
2021-01-04,8.770000457763672
2021-01-05,8.739999771118164
2021-01-06,9.0600004196167
2021-01-07,8.880000114440918
2021-01-08,8.630000114440918
2021-01-11,8.260000228881836
2021-01-12,8.8100004196167
2021-01-13,9.020000457763672
2021-01-14,9.529999732971191
2021-01-15,9.819999694824219
2021-01-19,9.420000076293945
2021-01-20,9.260000228881836
2021-01-21,9.359999656677246
2021-01-22,9.369999885559082
2021-01-25,9.8100004196167
2021-01-26,9.380000114440918
2021-01-27,9.020000457763672
2021-01-28,8.850000381469727
2021-01-29,8.680000305175781
2021-02-01,8.600000381469727
2021-02-02,8.739999771118164
2021-02-03,9.5
2021-02-04,9.789999961853027
2021-02-05,9.729999542236328
2021-02-08,10.0600004196167
2021-02-09,10.34000015258789
2021-02-10,10.279999732971191
2021-02-11,10.350000381469727
2021-02-12,10.399999618530273
2021-02-16,10.270000457763672
2021-02-17,10.109999656677246
2021-02-18,9.670000076293945
2021-02-19,9.430000305175781
2021-02-22,9.829999923706055
2021-02-23,9.949999809265137
2021-02-24,10.149999618530273
2021-02-25,9.920000076293945
2021-02-26,9.6899995803833
2021-03-01,10.0
2021-03-02,9.9399995803833
2021-03-03,9.979999542236328
2021-03-04,9.779999732971191
2021-03-05,10.119999885559082
2021-03-08,10.350000381469727
2021-03-09,10.1899995803833
2021-03-10,10.479999542236328
2021-03-11,10.670000076293945
2021-03-12,10.970000267028809
2021-03-15,11.149999618530273
2021-03-16,11.579999923706055
2021-03-17,11.420000076293945
2021-03-18,11.300000190734863
2021-03-19,10.569999694824219
2021-03-22,11.0
2021-03-23,10.670000076293945
2021-03-24,10.350000381469727
2021-03-25,10.460000038146973
2021-03-26,10.270000457763672
2021-03-29,9.5600004196167
2021-03-30,9.40999984741211
2021-03-31,9.109999656677246
2021-04-01,9.430000305175781
2021-04-05,9.359999656677246
2021-04-06,9.489999771118164
2021-04-07,9.479999542236328
2021-04-08,9.399999618530273
2021-04-09,9.380000114440918
2021-04-12,9.079999923706055
2021-04-13,9.100000381469727
2021-04-14,9.1899995803833
2021-04-15,9.479999542236328
2021-04-16,9.65999984741211
2021-04-19,9.510000228881836
2021-04-20,9.229999542236328
2021-04-21,9.59000015258789
2021-04-22,9.630000114440918
2021-04-23,9.489999771118164
2021-04-26,9.8100004196167
2021-04-27,9.720000267028809
2021-04-28,9.59000015258789
2021-04-29,9.609999656677246
2021-04-30,9.609999656677246
2021-05-03,9.630000114440918
2021-05-04,9.109999656677246
2021-05-05,9.0
2021-05-06,9.949999809265137
2021-05-07,10.699999809265137
2021-05-10,10.65999984741211
2021-05-11,10.180000305175781
2021-05-12,9.9399995803833
2021-05-13,9.84000015258789
2021-05-14,9.869999885559082
