,ALF
2021-05-04,2.9000000953674316
2021-05-05,3.5799999237060547
2021-05-06,3.609999895095825
2021-05-07,3.700000047683716
2021-05-10,4.570000171661377
2021-05-11,4.179999828338623
2021-05-12,4.139999866485596
2021-05-13,3.799999952316284
2021-05-14,3.430000066757202
