,EBMT
2001-01-17,3.026315927505493
2001-01-18,3.026315927505493
2001-01-19,3.026315927505493
2001-01-22,3.026315927505493
2001-01-23,3.026315927505493
2001-01-24,3.026315927505493
2001-01-25,3.092104911804199
2001-01-26,3.026315927505493
2001-01-29,3.092104911804199
2001-01-30,3.092104911804199
2001-01-31,3.092104911804199
2001-02-01,3.092104911804199
2001-02-02,3.092104911804199
2001-02-05,3.092104911804199
2001-02-06,3.092104911804199
2001-02-07,3.092104911804199
2001-02-08,3.092104911804199
2001-02-09,3.092104911804199
2001-02-12,3.092104911804199
2001-02-13,3.092104911804199
2001-02-14,3.0427629947662354
2001-02-15,3.0427629947662354
2001-02-16,3.2894740104675293
2001-02-20,3.2894740104675293
2001-02-21,3.2894740104675293
2001-02-22,3.2894740104675293
2001-02-23,3.2894740104675293
2001-02-26,3.190788984298706
2001-02-27,3.190788984298706
2001-02-28,3.190788984298706
2001-03-01,3.059211015701294
2001-03-02,3.059211015701294
2001-03-05,3.059211015701294
2001-03-06,3.059211015701294
2001-03-07,3.059211015701294
2001-03-08,3.059211015701294
2001-03-09,3.059211015701294
2001-03-12,3.059211015701294
2001-03-13,3.092104911804199
2001-03-14,3.092104911804199
2001-03-15,3.092104911804199
2001-03-16,3.092104911804199
2001-03-19,3.092104911804199
2001-03-20,3.092104911804199
2001-03-21,3.486841917037964
2001-03-22,3.486841917037964
2001-03-23,3.486841917037964
2001-03-26,3.359375
2001-03-27,3.359375
2001-03-28,3.359375
2001-03-29,3.359375
2001-03-30,3.3552629947662354
2001-04-02,3.3552629947662354
2001-04-03,3.3552629947662354
2001-04-04,3.3552629947662354
2001-04-05,3.3552629947662354
2001-04-06,3.3552629947662354
2001-04-09,3.3552629947662354
2001-04-10,3.3552629947662354
2001-04-11,3.3552629947662354
2001-04-12,3.3552629947662354
2001-04-16,3.223684072494507
2001-04-17,3.223684072494507
2001-04-18,3.223684072494507
2001-04-19,3.223684072494507
2001-04-20,2.907895088195801
2001-04-23,2.907895088195801
2001-04-24,2.934211015701294
2001-04-25,2.8947370052337646
2001-04-26,2.8947370052337646
2001-04-27,2.8947370052337646
2001-04-30,2.8947370052337646
2001-05-01,2.8947370052337646
2001-05-02,2.8947370052337646
2001-05-03,2.8947370052337646
2001-05-04,2.8947370052337646
2001-05-07,3.5526320934295654
2001-05-08,3.5526320934295654
2001-05-09,3.5526320934295654
2001-05-10,3.0526320934295654
2001-05-11,3.0526320934295654
2001-05-14,3.0526320934295654
2001-05-15,3.421052932739258
2001-05-16,3.421052932739258
2001-05-17,3.421052932739258
2001-05-18,3.421052932739258
2001-05-21,3.421052932739258
2001-05-22,3.421052932739258
2001-05-23,3.421052932739258
2001-05-24,3.421052932739258
2001-05-25,3.2894740104675293
2001-05-29,3.2894740104675293
2001-05-30,3.2894740104675293
2001-05-31,3.2894740104675293
2001-06-01,3.026315927505493
2001-06-04,3.026315927505493
2001-06-05,3.026315927505493
2001-06-06,3.026315927505493
2001-06-07,3.421052932739258
2001-06-08,3.421052932739258
2001-06-11,3.421052932739258
2001-06-12,3.421052932739258
2001-06-13,3.421052932739258
2001-06-14,3.421052932739258
2001-06-15,3.421052932739258
2001-06-18,3.0394740104675293
2001-06-19,3.0394740104675293
2001-06-20,3.0394740104675293
2001-06-21,3.0394740104675293
2001-06-22,3.549999952316284
2001-06-25,3.549999952316284
2001-06-26,3.549999952316284
2001-06-27,3.549999952316284
2001-06-28,3.0526320934295654
2001-06-29,3.0526320934295654
2001-07-02,3.0526320934295654
2001-07-03,3.0526320934295654
2001-07-05,3.0526320934295654
2001-07-06,3.0526320934295654
2001-07-09,3.0526320934295654
2001-07-10,3.0526320934295654
2001-07-11,3.0526320934295654
2001-07-12,3.0526320934295654
2001-07-13,3.421052932739258
2001-07-16,3.421052932739258
2001-07-17,3.421052932739258
2001-07-18,3.421052932739258
2001-07-19,3.5526320934295654
2001-07-20,4.210525989532471
2001-07-23,3.684211015701294
2001-07-24,3.684211015701294
2001-07-25,3.684211015701294
2001-07-26,3.684211015701294
2001-07-27,3.9473679065704346
2001-07-30,3.9473679065704346
2001-07-31,3.9473679065704346
2001-08-01,3.9473679065704346
2001-08-02,3.9473679065704346
2001-08-03,3.9473679065704346
2001-08-06,3.684211015701294
2001-08-07,3.684211015701294
2001-08-08,3.684211015701294
2001-08-09,3.684211015701294
2001-08-10,3.842104911804199
2001-08-13,3.9473679065704346
2001-08-14,3.8815789222717285
2001-08-15,3.815788984298706
2001-08-16,3.815788984298706
2001-08-17,3.8815789222717285
2001-08-20,4.078947067260742
2001-08-21,4.078947067260742
2001-08-22,4.078947067260742
2001-08-23,4.078947067260742
2001-08-24,4.078947067260742
2001-08-27,4.078947067260742
2001-08-28,4.078947067260742
2001-08-29,4.078947067260742
2001-08-30,4.078947067260742
2001-08-31,4.078947067260742
2001-09-04,4.078947067260742
2001-09-05,4.078947067260742
2001-09-06,4.078947067260742
2001-09-07,4.078947067260742
2001-09-10,4.078947067260742
2001-09-17,4.078947067260742
2001-09-18,4.078947067260742
2001-09-19,4.078947067260742
2001-09-20,4.078947067260742
2001-09-21,4.013157844543457
2001-09-24,4.013157844543457
2001-09-25,4.013157844543457
2001-09-26,4.013157844543457
2001-09-27,4.210525989532471
2001-09-28,4.210525989532471
2001-10-01,4.210525989532471
2001-10-02,4.210525989532471
2001-10-03,4.210525989532471
2001-10-04,4.210525989532471
2001-10-05,4.210525989532471
2001-10-08,4.210525989532471
2001-10-09,4.210525989532471
2001-10-10,4.210525989532471
2001-10-11,4.210525989532471
2001-10-12,4.210525989532471
2001-10-15,4.210525989532471
2001-10-16,4.210525989532471
2001-10-17,4.210525989532471
2001-10-18,4.210525989532471
2001-10-19,4.1447367668151855
2001-10-22,4.1447367668151855
2001-10-23,4.1447367668151855
2001-10-24,4.1447367668151855
2001-10-25,4.1447367668151855
2001-10-26,4.1447367668151855
2001-10-29,4.1447367668151855
2001-10-30,4.1447367668151855
2001-10-31,4.210525989532471
2001-11-01,4.210525989532471
2001-11-02,4.210525989532471
2001-11-05,4.210525989532471
2001-11-06,4.210525989532471
2001-11-07,4.210525989532471
2001-11-08,4.210525989532471
2001-11-09,4.210525989532471
2001-11-12,4.210525989532471
2001-11-13,4.210525989532471
2001-11-14,4.210525989532471
2001-11-15,4.210525989532471
2001-11-16,4.210525989532471
2001-11-19,4.210525989532471
2001-11-20,4.210525989532471
2001-11-21,4.210525989532471
2001-11-23,4.210525989532471
2001-11-26,4.210525989532471
2001-11-27,4.210525989532471
2001-11-28,4.210525989532471
2001-11-29,4.210525989532471
2001-11-30,4.210525989532471
2001-12-03,4.210525989532471
2001-12-04,4.210525989532471
2001-12-05,4.210525989532471
2001-12-06,4.210525989532471
2001-12-07,4.210525989532471
2001-12-10,4.210525989532471
2001-12-11,4.039474010467529
2001-12-12,4.039474010467529
2001-12-13,4.039474010467529
2001-12-14,4.039474010467529
2001-12-17,4.039474010467529
2001-12-18,4.039474010467529
2001-12-19,4.276316165924072
2001-12-20,4.276316165924072
2001-12-21,4.078947067260742
2001-12-24,4.078947067260742
2001-12-26,4.078947067260742
2001-12-27,4.078947067260742
2001-12-28,4.078947067260742
2001-12-31,4.078947067260742
2002-01-02,4.078947067260742
2002-01-03,4.210525989532471
2002-01-04,4.210525989532471
2002-01-07,4.210525989532471
2002-01-08,4.210525989532471
2002-01-09,4.210525989532471
2002-01-10,4.210525989532471
2002-01-11,4.210525989532471
2002-01-14,4.210525989532471
2002-01-15,4.210525989532471
2002-01-16,4.210525989532471
2002-01-17,4.210525989532471
2002-01-18,4.407895088195801
2002-01-22,4.407895088195801
2002-01-23,4.407895088195801
2002-01-24,4.671052932739258
2002-01-25,4.447368144989014
2002-01-28,4.736842155456543
2002-01-29,4.736842155456543
2002-01-30,4.736842155456543
2002-01-31,4.736842155456543
2002-02-01,4.736842155456543
2002-02-04,4.736842155456543
2002-02-05,4.736842155456543
2002-02-06,5.0
2002-02-07,5.0
2002-02-08,5.0
2002-02-11,5.0
2002-02-12,5.0
2002-02-13,5.0
2002-02-14,5.0
2002-02-15,5.0
2002-02-19,5.0
2002-02-20,5.0
2002-02-21,5.0
2002-02-22,5.0
2002-02-25,5.197368144989014
2002-02-26,5.0
2002-02-27,5.0
2002-02-28,5.0
2002-03-01,5.0
2002-03-04,5.0
2002-03-05,5.0
2002-03-06,5.0
2002-03-07,5.0
2002-03-08,5.0
2002-03-11,5.0
2002-03-12,5.0
2002-03-13,5.0
2002-03-14,4.8684210777282715
2002-03-15,4.8684210777282715
2002-03-18,4.8684210777282715
2002-03-19,5.0
2002-03-20,4.8684210777282715
2002-03-21,4.8947367668151855
2002-03-22,4.8947367668151855
2002-03-25,4.736842155456543
2002-03-26,4.736842155456543
2002-03-27,4.736842155456543
2002-03-28,4.736842155456543
2002-04-01,4.671052932739258
2002-04-02,4.671052932739258
2002-04-03,4.671052932739258
2002-04-04,4.8684210777282715
2002-04-05,4.934210777282715
2002-04-08,4.934210777282715
2002-04-09,4.934210777282715
2002-04-10,4.934210777282715
2002-04-11,4.934210777282715
2002-04-12,4.934210777282715
2002-04-15,4.934210777282715
2002-04-16,4.736842155456543
2002-04-17,4.736842155456543
2002-04-18,4.736842155456543
2002-04-19,5.0
2002-04-22,5.0
2002-04-23,5.0
2002-04-24,5.0
2002-04-25,5.1315789222717285
2002-04-26,5.1315789222717285
2002-04-29,5.1315789222717285
2002-04-30,5.1315789222717285
2002-05-01,5.1315789222717285
2002-05-02,5.1315789222717285
2002-05-03,5.1315789222717285
2002-05-06,5.1315789222717285
2002-05-07,5.1315789222717285
2002-05-08,5.386841773986816
2002-05-09,5.386841773986816
2002-05-10,5.1052632331848145
2002-05-13,5.1052632331848145
2002-05-14,5.1052632331848145
2002-05-15,5.1052632331848145
2002-05-16,5.1315789222717285
2002-05-17,5.1315789222717285
2002-05-20,5.1315789222717285
2002-05-21,5.1315789222717285
2002-05-22,5.1315789222717285
2002-05-23,5.1315789222717285
2002-05-24,5.1315789222717285
2002-05-28,5.1315789222717285
2002-05-29,5.1315789222717285
2002-05-30,5.1315789222717285
2002-05-31,5.1315789222717285
2002-06-03,5.1315789222717285
2002-06-04,5.1315789222717285
2002-06-05,5.1315789222717285
2002-06-06,5.1315789222717285
2002-06-07,5.1315789222717285
2002-06-10,5.157895088195801
2002-06-11,5.157895088195801
2002-06-12,5.302631855010986
2002-06-13,5.302631855010986
2002-06-14,5.302631855010986
2002-06-17,5.302631855010986
2002-06-18,5.302631855010986
2002-06-19,5.302631855010986
2002-06-20,5.302631855010986
2002-06-21,5.302631855010986
2002-06-24,5.302631855010986
2002-06-25,5.302631855010986
2002-06-26,5.197368144989014
2002-06-27,5.263157844543457
2002-06-28,5.263157844543457
2002-07-01,5.263157844543457
2002-07-02,5.171052932739258
2002-07-03,5.171052932739258
2002-07-05,5.171052932739258
2002-07-08,5.171052932739258
2002-07-09,5.171052932739258
2002-07-10,5.171052932739258
2002-07-11,5.171052932739258
2002-07-12,5.171052932739258
2002-07-15,5.171052932739258
2002-07-16,5.223683834075928
2002-07-17,5.223683834075928
2002-07-18,5.223683834075928
2002-07-19,5.223683834075928
2002-07-22,5.223683834075928
2002-07-23,5.1052632331848145
2002-07-24,4.8684210777282715
2002-07-25,4.947368144989014
2002-07-26,4.947368144989014
2002-07-29,4.8684210777282715
2002-07-30,4.8684210777282715
2002-07-31,4.973683834075928
2002-08-01,5.1315789222717285
2002-08-02,5.1315789222717285
2002-08-05,5.197368144989014
2002-08-06,5.460525989532471
2002-08-07,5.460525989532471
2002-08-08,5.460525989532471
2002-08-09,5.3947367668151855
2002-08-12,5.3947367668151855
2002-08-13,5.3947367668151855
2002-08-14,5.3947367668151855
2002-08-15,5.3947367668151855
2002-08-16,5.3947367668151855
2002-08-19,5.3947367668151855
2002-08-20,5.3947367668151855
2002-08-21,5.552631855010986
2002-08-22,5.552631855010986
2002-08-23,5.552631855010986
2002-08-26,5.552631855010986
2002-08-27,5.552631855010986
2002-08-28,5.3947367668151855
2002-08-29,5.3947367668151855
2002-08-30,5.3947367668151855
2002-09-03,5.3947367668151855
2002-09-04,5.3947367668151855
2002-09-05,5.3947367668151855
2002-09-06,5.3947367668151855
2002-09-09,5.3947367668151855
2002-09-10,5.3947367668151855
2002-09-11,5.3947367668151855
2002-09-12,5.3947367668151855
2002-09-13,5.3947367668151855
2002-09-16,5.3947367668151855
2002-09-17,5.3947367668151855
2002-09-18,5.3947367668151855
2002-09-19,5.3947367668151855
2002-09-20,5.3947367668151855
2002-09-23,5.3947367668151855
2002-09-24,5.3947367668151855
2002-09-25,5.3947367668151855
2002-09-26,5.3947367668151855
2002-09-27,5.3947367668151855
2002-09-30,5.328947067260742
2002-10-01,5.328947067260742
2002-10-02,5.328947067260742
2002-10-03,5.328947067260742
2002-10-04,5.328947067260742
2002-10-07,5.328947067260742
2002-10-08,5.328947067260742
2002-10-09,5.328947067260742
2002-10-10,5.328947067260742
2002-10-11,5.328947067260742
2002-10-14,5.328947067260742
2002-10-15,5.328947067260742
2002-10-16,5.328947067260742
2002-10-17,5.328947067260742
2002-10-18,5.065789222717285
2002-10-21,5.526316165924072
2002-10-22,5.789474010467529
2002-10-23,5.789474010467529
2002-10-24,5.789474010467529
2002-10-25,5.789474010467529
2002-10-28,5.723683834075928
2002-10-29,5.723683834075928
2002-10-30,5.723683834075928
2002-10-31,5.723683834075928
2002-11-01,5.723683834075928
2002-11-04,5.723683834075928
2002-11-05,5.723683834075928
2002-11-06,5.723683834075928
2002-11-07,5.723683834075928
2002-11-08,6.3947367668151855
2002-11-11,6.3947367668151855
2002-11-12,6.3947367668151855
2002-11-13,6.3947367668151855
2002-11-14,6.3947367668151855
2002-11-15,6.3947367668151855
2002-11-18,6.3947367668151855
2002-11-19,6.3947367668151855
2002-11-20,6.3947367668151855
2002-11-21,6.3947367668151855
2002-11-22,6.3947367668151855
2002-11-25,6.3947367668151855
2002-11-26,6.3947367668151855
2002-11-27,6.3947367668151855
2002-11-29,6.3947367668151855
2002-12-02,6.3947367668151855
2002-12-03,6.3947367668151855
2002-12-04,6.3947367668151855
2002-12-05,6.3947367668151855
2002-12-06,6.3947367668151855
2002-12-09,6.3947367668151855
2002-12-10,6.3947367668151855
2002-12-11,6.3947367668151855
2002-12-12,6.3947367668151855
2002-12-13,6.3947367668151855
2002-12-16,6.3947367668151855
2002-12-17,6.3947367668151855
2002-12-18,6.3947367668151855
2002-12-19,6.3947367668151855
2002-12-20,6.315789222717285
2002-12-23,5.8552632331848145
2002-12-24,5.8552632331848145
2002-12-26,5.8552632331848145
2002-12-27,6.1184210777282715
2002-12-30,6.1184210777282715
2002-12-31,6.21842098236084
2003-01-02,6.21842098236084
2003-01-03,6.21842098236084
2003-01-06,6.21842098236084
2003-01-07,6.21842098236084
2003-01-08,6.21842098236084
2003-01-09,6.1184210777282715
2003-01-10,6.1184210777282715
2003-01-13,6.3947367668151855
2003-01-14,6.3947367668151855
2003-01-15,6.3947367668151855
2003-01-16,6.3947367668151855
2003-01-17,6.407895088195801
2003-01-21,6.4052629470825195
2003-01-22,6.4052629470825195
2003-01-23,6.4052629470825195
2003-01-24,6.4052629470825195
2003-01-27,6.1315789222717285
2003-01-28,6.1315789222717285
2003-01-29,6.157895088195801
2003-01-30,6.157895088195801
2003-01-31,6.263157844543457
2003-02-03,6.263157844543457
2003-02-04,6.263157844543457
2003-02-05,6.263157844543457
2003-02-06,6.263157844543457
2003-02-07,6.263157844543457
2003-02-10,6.263157844543457
2003-02-11,6.263157844543457
2003-02-12,6.263157844543457
2003-02-13,6.263157844543457
2003-02-14,6.263157844543457
2003-02-18,6.263157844543457
2003-02-19,6.1315789222717285
2003-02-20,6.1315789222717285
2003-02-21,6.1315789222717285
2003-02-24,5.789474010467529
2003-02-25,5.789474010467529
2003-02-26,5.789474010467529
2003-02-27,5.789474010467529
2003-02-28,5.789474010467529
2003-03-03,6.052631855010986
2003-03-04,6.052631855010986
2003-03-05,6.052631855010986
2003-03-06,6.052631855010986
2003-03-07,6.184210777282715
2003-03-10,6.184210777282715
2003-03-11,6.184210777282715
2003-03-12,6.184210777282715
2003-03-13,5.8552632331848145
2003-03-14,5.8552632331848145
2003-03-17,5.8552632331848145
2003-03-18,5.8552632331848145
2003-03-19,5.8552632331848145
2003-03-20,5.8552632331848145
2003-03-21,5.8552632331848145
2003-03-24,5.8552632331848145
2003-03-25,5.8552632331848145
2003-03-26,5.8552632331848145
2003-03-27,5.8552632331848145
2003-03-28,6.576315879821777
2003-03-31,6.576315879821777
2003-04-01,6.576315879821777
2003-04-02,5.8552632331848145
2003-04-03,5.8552632331848145
2003-04-04,5.8552632331848145
2003-04-07,5.8552632331848145
2003-04-08,5.8552632331848145
2003-04-09,5.8552632331848145
2003-04-10,5.8552632331848145
2003-04-11,5.8552632331848145
2003-04-14,5.8552632331848145
2003-04-15,5.8552632331848145
2003-04-16,6.052631855010986
2003-04-17,6.052631855010986
2003-04-21,6.184210777282715
2003-04-22,6.184210777282715
2003-04-23,6.184210777282715
2003-04-24,6.578947067260742
2003-04-25,6.578947067260742
2003-04-28,6.578947067260742
2003-04-29,6.578947067260742
2003-04-30,6.578947067260742
2003-05-01,6.578947067260742
2003-05-02,6.578947067260742
2003-05-05,6.578947067260742
2003-05-06,6.578947067260742
2003-05-07,6.578947067260742
2003-05-08,6.578947067260742
2003-05-09,6.842104911804199
2003-05-12,6.842104911804199
2003-05-13,6.842104911804199
2003-05-14,6.842104911804199
2003-05-15,7.0
2003-05-16,7.0
2003-05-19,7.0
2003-05-20,7.0
2003-05-21,8.026315689086914
2003-05-22,8.026315689086914
2003-05-23,8.026315689086914
2003-05-27,8.026315689086914
2003-05-28,7.3684210777282715
2003-05-29,7.1052632331848145
2003-05-30,7.1052632331848145
2003-06-02,7.6315789222717285
2003-06-03,7.1315789222717285
2003-06-04,7.1315789222717285
2003-06-05,7.3684210777282715
2003-06-06,7.3684210777282715
2003-06-09,7.3684210777282715
2003-06-10,7.3684210777282715
2003-06-11,7.3684210777282715
2003-06-12,7.3684210777282715
2003-06-13,7.763157844543457
2003-06-16,7.763157844543457
2003-06-17,7.763157844543457
2003-06-18,7.763157844543457
2003-06-19,7.763157844543457
2003-06-20,7.763157844543457
2003-06-23,7.763157844543457
2003-06-24,7.763157844543457
2003-06-25,7.763157844543457
2003-06-26,7.6315789222717285
2003-06-27,7.3684210777282715
2003-06-30,7.3684210777282715
2003-07-01,7.3684210777282715
2003-07-02,7.3684210777282715
2003-07-03,7.3684210777282715
2003-07-07,7.3684210777282715
2003-07-08,7.3684210777282715
2003-07-09,7.3684210777282715
2003-07-10,7.3684210777282715
2003-07-11,7.3684210777282715
2003-07-14,7.3684210777282715
2003-07-15,7.3684210777282715
2003-07-16,7.3684210777282715
2003-07-17,7.3684210777282715
2003-07-18,7.3684210777282715
2003-07-21,7.3684210777282715
2003-07-22,7.3684210777282715
2003-07-23,7.3684210777282715
2003-07-24,7.3684210777282715
2003-07-25,7.236842155456543
2003-07-28,7.236842155456543
2003-07-29,7.236842155456543
2003-07-30,7.236842155456543
2003-07-31,6.973683834075928
2003-08-01,7.171052932739258
2003-08-04,7.171052932739258
2003-08-05,7.236842155456543
2003-08-06,7.236842155456543
2003-08-07,7.342104911804199
2003-08-08,6.684210777282715
2003-08-11,6.684210777282715
2003-08-12,6.684210777282715
2003-08-13,6.684210777282715
2003-08-14,6.842104911804199
2003-08-15,6.842104911804199
2003-08-18,6.842104911804199
2003-08-19,6.842104911804199
2003-08-20,6.842104911804199
2003-08-21,6.842104911804199
2003-08-22,6.842104911804199
2003-08-25,6.842104911804199
2003-08-26,7.8947367668151855
2003-08-27,7.1184210777282715
2003-08-28,7.1184210777282715
2003-08-29,7.8947367668151855
2003-09-02,7.8947367668151855
2003-09-03,7.1315789222717285
2003-09-04,7.1315789222717285
2003-09-05,7.1315789222717285
2003-09-08,7.1315789222717285
2003-09-09,7.1315789222717285
2003-09-10,7.1315789222717285
2003-09-11,7.6315789222717285
2003-09-12,7.6315789222717285
2003-09-15,7.6315789222717285
2003-09-16,7.6315789222717285
2003-09-17,7.6315789222717285
2003-09-18,7.3684210777282715
2003-09-19,7.3684210777282715
2003-09-22,7.3684210777282715
2003-09-23,7.3684210777282715
2003-09-24,7.3684210777282715
2003-09-25,7.3684210777282715
2003-09-26,7.3684210777282715
2003-09-29,7.3684210777282715
2003-09-30,7.3684210777282715
2003-10-01,7.3684210777282715
2003-10-02,7.565789222717285
2003-10-03,8.1578950881958
2003-10-06,10.0
2003-10-07,10.0
2003-10-08,10.0
2003-10-09,10.0
2003-10-10,10.0
2003-10-13,10.0
2003-10-14,10.0
2003-10-15,10.0
2003-10-16,10.0
2003-10-17,10.0
2003-10-20,10.0
2003-10-21,10.0
2003-10-22,10.0
2003-10-23,8.947367668151855
2003-10-24,8.947367668151855
2003-10-27,8.947367668151855
2003-10-28,8.947367668151855
2003-10-29,8.947367668151855
2003-10-30,8.947367668151855
2003-10-31,8.947367668151855
2003-11-03,8.947367668151855
2003-11-04,8.947367668151855
2003-11-05,8.684210777282715
2003-11-06,8.684210777282715
2003-11-07,8.684210777282715
2003-11-10,9.473684310913086
2003-11-11,9.473684310913086
2003-11-12,9.473684310913086
2003-11-13,9.473684310913086
2003-11-14,9.473684310913086
2003-11-17,8.684210777282715
2003-11-18,8.684210777282715
2003-11-19,9.210526466369629
2003-11-20,9.210526466369629
2003-11-21,9.210526466369629
2003-11-24,9.210526466369629
2003-11-25,9.210526466369629
2003-11-26,9.210526466369629
2003-11-28,9.210526466369629
2003-12-01,9.210526466369629
2003-12-02,9.210526466369629
2003-12-03,9.210526466369629
2003-12-04,9.210526466369629
2003-12-05,9.210526466369629
2003-12-08,8.684210777282715
2003-12-09,9.210526466369629
2003-12-10,9.210526466369629
