,DAKT
2003-01-07,7.03000020980835
2003-01-08,7.15500020980835
2003-01-09,7.775000095367432
2003-01-10,7.525000095367432
2003-01-13,7.485000133514404
2003-01-14,7.545000076293945
2003-01-15,7.5
2003-01-16,7.570000171661377
2003-01-17,7.505000114440918
2003-01-21,7.130000114440918
2003-01-22,7.295000076293945
2003-01-23,7.619999885559082
2003-01-24,7.574999809265137
2003-01-27,7.610000133514404
2003-01-28,7.614999771118164
2003-01-29,7.59499979019165
2003-01-30,7.385000228881836
2003-01-31,7.619999885559082
2003-02-03,7.704999923706055
2003-02-04,7.675000190734863
2003-02-05,7.715000152587891
2003-02-06,8.109999656677246
2003-02-07,8.109999656677246
2003-02-10,8.0
2003-02-11,7.800000190734863
2003-02-12,7.340000152587891
2003-02-13,6.994999885559082
2003-02-14,6.985000133514404
2003-02-18,7.510000228881836
2003-02-19,7.755000114440918
2003-02-20,8.199999809265137
2003-02-21,8.180000305175781
2003-02-24,8.0
2003-02-25,8.170000076293945
2003-02-26,8.005000114440918
2003-02-27,8.3149995803833
2003-02-28,8.119999885559082
2003-03-03,8.100000381469727
2003-03-04,8.149999618530273
2003-03-05,8.25
2003-03-06,8.204999923706055
2003-03-07,8.09000015258789
2003-03-10,8.354999542236328
2003-03-11,8.414999961853027
2003-03-12,8.114999771118164
2003-03-13,7.949999809265137
2003-03-14,7.59499979019165
2003-03-17,7.5
2003-03-18,7.820000171661377
2003-03-19,7.565000057220459
2003-03-20,7.704999923706055
2003-03-21,8.03499984741211
2003-03-24,7.800000190734863
2003-03-25,7.824999809265137
2003-03-26,7.795000076293945
2003-03-27,7.880000114440918
2003-03-28,7.980000019073486
2003-03-31,7.775000095367432
2003-04-01,7.869999885559082
2003-04-02,7.875
2003-04-03,7.820000171661377
2003-04-04,7.809999942779541
2003-04-07,7.769999980926514
2003-04-08,7.400000095367432
2003-04-09,7.375
2003-04-10,7.25
2003-04-11,7.230000019073486
2003-04-14,7.559999942779541
2003-04-15,7.429999828338623
2003-04-16,7.460000038146973
2003-04-17,7.400000095367432
2003-04-21,7.40500020980835
2003-04-22,7.130000114440918
2003-04-23,6.625
2003-04-24,6.630000114440918
2003-04-25,6.800000190734863
2003-04-28,6.949999809265137
2003-04-29,6.875
2003-04-30,7.025000095367432
2003-05-01,6.960000038146973
2003-05-02,7.340000152587891
2003-05-05,7.329999923706055
2003-05-06,7.315000057220459
2003-05-07,7.309999942779541
2003-05-08,7.25
2003-05-09,7.335000038146973
2003-05-12,7.179999828338623
2003-05-13,7.255000114440918
2003-05-14,7.099999904632568
2003-05-15,7.369999885559082
2003-05-16,7.400000095367432
2003-05-19,7.230000019073486
2003-05-20,7.224999904632568
2003-05-21,7.264999866485596
2003-05-22,7.375
2003-05-23,7.485000133514404
2003-05-27,7.764999866485596
2003-05-28,7.815000057220459
2003-05-29,7.635000228881836
2003-05-30,7.869999885559082
2003-06-02,7.985000133514404
2003-06-03,8.335000038146973
2003-06-04,9.354999542236328
2003-06-05,9.354999542236328
2003-06-06,8.925000190734863
2003-06-09,8.5
2003-06-10,8.789999961853027
2003-06-11,8.614999771118164
2003-06-12,8.664999961853027
2003-06-13,8.545000076293945
2003-06-16,8.40999984741211
2003-06-17,8.199999809265137
2003-06-18,8.614999771118164
2003-06-19,8.489999771118164
2003-06-20,8.119999885559082
2003-06-23,7.800000190734863
2003-06-24,8.114999771118164
2003-06-25,8.279999732971191
2003-06-26,8.180000305175781
2003-06-27,8.364999771118164
2003-06-30,8.130000114440918
2003-07-01,8.1899995803833
2003-07-02,8.1850004196167
2003-07-03,8.369999885559082
2003-07-07,8.475000381469727
2003-07-08,8.994999885559082
2003-07-09,8.6899995803833
2003-07-10,8.670000076293945
2003-07-11,8.770000457763672
2003-07-14,8.694999694824219
2003-07-15,8.875
2003-07-16,9.010000228881836
2003-07-17,8.640000343322754
2003-07-18,8.53499984741211
2003-07-21,8.550000190734863
2003-07-22,8.505000114440918
2003-07-23,8.305000305175781
2003-07-24,8.260000228881836
2003-07-25,8.4350004196167
2003-07-28,8.279999732971191
2003-07-29,8.364999771118164
2003-07-30,8.404999732971191
2003-07-31,8.390000343322754
2003-08-01,8.225000381469727
2003-08-04,7.75
2003-08-05,7.900000095367432
2003-08-06,7.875
2003-08-07,7.735000133514404
2003-08-08,7.75
2003-08-11,7.894999980926514
2003-08-12,7.784999847412109
2003-08-13,7.824999809265137
2003-08-14,7.974999904632568
2003-08-15,8.125
2003-08-18,8.454999923706055
2003-08-19,8.925000190734863
2003-08-20,8.479999542236328
2003-08-21,8.0600004196167
2003-08-22,7.994999885559082
2003-08-25,8.0600004196167
2003-08-26,8.055000305175781
2003-08-27,8.074999809265137
2003-08-28,7.889999866485596
2003-08-29,8.104999542236328
2003-09-02,8.255000114440918
2003-09-03,8.164999961853027
2003-09-04,8.444999694824219
2003-09-05,8.34000015258789
2003-09-08,8.475000381469727
2003-09-09,8.25
2003-09-10,8.265000343322754
2003-09-11,8.399999618530273
2003-09-12,8.390000343322754
2003-09-15,8.3100004196167
2003-09-16,8.444999694824219
2003-09-17,8.489999771118164
2003-09-18,8.489999771118164
2003-09-19,8.399999618530273
2003-09-22,8.21500015258789
2003-09-23,8.270000457763672
2003-09-24,8.175000190734863
2003-09-25,8.125
2003-09-26,7.875
2003-09-29,8.104999542236328
2003-09-30,8.0
2003-10-01,8.234999656677246
2003-10-02,8.104999542236328
2003-10-03,8.270000457763672
2003-10-06,8.350000381469727
2003-10-07,8.595000267028809
2003-10-08,8.460000038146973
2003-10-09,8.34000015258789
2003-10-10,8.100000381469727
2003-10-13,8.109999656677246
2003-10-14,8.239999771118164
2003-10-15,8.055000305175781
2003-10-16,8.145000457763672
2003-10-17,8.0
2003-10-20,8.024999618530273
2003-10-21,7.954999923706055
2003-10-22,7.574999809265137
2003-10-23,7.414999961853027
2003-10-24,7.269999980926514
2003-10-27,7.485000133514404
2003-10-28,7.775000095367432
2003-10-29,7.820000171661377
2003-10-30,7.775000095367432
2003-10-31,7.744999885559082
2003-11-03,7.684999942779541
2003-11-04,7.570000171661377
2003-11-05,7.574999809265137
2003-11-06,7.735000133514404
2003-11-07,7.925000190734863
2003-11-10,7.795000076293945
2003-11-11,7.454999923706055
2003-11-12,7.514999866485596
2003-11-13,7.675000190734863
2003-11-14,7.514999866485596
2003-11-17,7.764999866485596
2003-11-18,7.815000057220459
2003-11-19,8.869999885559082
2003-11-20,8.864999771118164
2003-11-21,8.975000381469727
2003-11-24,9.170000076293945
2003-11-25,9.234999656677246
2003-11-26,9.199999809265137
2003-11-28,9.279999732971191
2003-12-01,9.704999923706055
2003-12-02,9.470000267028809
2003-12-03,9.734999656677246
2003-12-04,9.875
2003-12-05,10.180000305175781
2003-12-08,10.1850004196167
2003-12-09,10.055000305175781
2003-12-10,9.875
2003-12-11,10.210000038146973
2003-12-12,10.319999694824219
2003-12-15,11.595000267028809
2003-12-16,12.449999809265137
2003-12-17,12.460000038146973
2003-12-18,12.324999809265137
2003-12-19,12.130000114440918
2003-12-22,12.46500015258789
2003-12-23,12.350000381469727
2003-12-24,12.460000038146973
2003-12-26,12.90999984741211
2003-12-29,13.244999885559082
2003-12-30,12.744999885559082
2003-12-31,12.574999809265137
2004-01-02,12.920000076293945
2004-01-05,13.295000076293945
2004-01-06,13.149999618530273
2004-01-07,13.21500015258789
2004-01-08,13.319999694824219
2004-01-09,13.345000267028809
2004-01-12,13.604999542236328
2004-01-13,13.234999656677246
2004-01-14,13.220000267028809
2004-01-15,13.225000381469727
2004-01-16,13.539999961853027
2004-01-20,13.734999656677246
2004-01-21,13.460000038146973
2004-01-22,13.300000190734863
2004-01-23,12.890000343322754
2004-01-26,12.475000381469727
2004-01-27,12.109999656677246
2004-01-28,11.5649995803833
2004-01-29,11.875
2004-01-30,11.4350004196167
2004-02-02,11.350000381469727
2004-02-03,11.484999656677246
2004-02-04,11.520000457763672
2004-02-05,12.359999656677246
2004-02-06,12.460000038146973
2004-02-09,12.805000305175781
2004-02-10,13.220000267028809
2004-02-11,13.470000267028809
2004-02-12,13.539999961853027
2004-02-13,13.329999923706055
2004-02-17,13.46500015258789
2004-02-18,12.649999618530273
2004-02-19,11.890000343322754
2004-02-20,12.085000038146973
2004-02-23,11.970000267028809
2004-02-24,11.835000038146973
2004-02-25,12.024999618530273
2004-02-26,11.800000190734863
2004-02-27,11.774999618530273
2004-03-01,12.420000076293945
2004-03-02,12.055000305175781
2004-03-03,12.104999542236328
2004-03-04,11.899999618530273
2004-03-05,11.890000343322754
2004-03-08,11.779999732971191
2004-03-09,11.755000114440918
2004-03-10,11.75
2004-03-11,11.460000038146973
2004-03-12,11.699999809265137
2004-03-15,11.140000343322754
2004-03-16,11.260000228881836
2004-03-17,11.494999885559082
2004-03-18,11.4350004196167
2004-03-19,11.239999771118164
2004-03-22,10.835000038146973
2004-03-23,10.949999809265137
2004-03-24,11.039999961853027
2004-03-25,11.279999732971191
2004-03-26,11.135000228881836
2004-03-29,11.225000381469727
2004-03-30,11.345000267028809
2004-03-31,11.28499984741211
2004-04-01,11.449999809265137
2004-04-02,11.694999694824219
2004-04-05,11.930000305175781
2004-04-06,11.8149995803833
2004-04-07,11.875
2004-04-08,11.8149995803833
2004-04-12,11.875
2004-04-13,11.854999542236328
2004-04-14,11.75
2004-04-15,11.675000190734863
2004-04-16,11.600000381469727
2004-04-19,11.779999732971191
2004-04-20,11.704999923706055
2004-04-21,11.59000015258789
2004-04-22,11.71500015258789
2004-04-23,11.539999961853027
2004-04-26,11.279999732971191
2004-04-27,11.319999694824219
2004-04-28,10.930000305175781
2004-04-29,10.774999618530273
2004-04-30,10.614999771118164
2004-05-03,10.630000114440918
2004-05-04,10.770000457763672
2004-05-05,10.819999694824219
2004-05-06,10.699999809265137
2004-05-07,10.515000343322754
2004-05-10,10.475000381469727
2004-05-11,10.585000038146973
2004-05-12,10.649999618530273
2004-05-13,10.680000305175781
2004-05-14,10.550000190734863
2004-05-17,10.555000305175781
2004-05-18,10.75
2004-05-19,11.050000190734863
2004-05-20,11.0
2004-05-21,11.079999923706055
2004-05-24,11.130000114440918
2004-05-25,11.949999809265137
2004-05-26,11.300000190734863
2004-05-27,11.845000267028809
2004-05-28,11.694999694824219
2004-06-01,11.835000038146973
2004-06-02,11.805000305175781
2004-06-03,11.78499984741211
2004-06-04,11.600000381469727
2004-06-07,11.694999694824219
2004-06-08,11.994999885559082
2004-06-09,11.729999542236328
2004-06-10,11.829999923706055
2004-06-14,11.614999771118164
2004-06-15,11.675000190734863
2004-06-16,12.03499984741211
2004-06-17,11.930000305175781
2004-06-18,11.53499984741211
2004-06-21,11.789999961853027
2004-06-22,11.729999542236328
2004-06-23,11.774999618530273
2004-06-24,11.875
2004-06-25,11.994999885559082
2004-06-28,11.854999542236328
2004-06-29,12.255000114440918
2004-06-30,12.475000381469727
2004-07-01,12.225000381469727
2004-07-02,12.289999961853027
2004-07-06,12.444999694824219
2004-07-07,12.385000228881836
2004-07-08,12.335000038146973
2004-07-09,12.404999732971191
2004-07-12,12.375
2004-07-13,12.329999923706055
2004-07-14,12.024999618530273
2004-07-15,12.085000038146973
2004-07-16,12.164999961853027
2004-07-19,12.09000015258789
2004-07-20,12.239999771118164
2004-07-21,12.145000457763672
2004-07-22,12.0600004196167
2004-07-23,12.029999732971191
2004-07-26,12.079999923706055
2004-07-27,12.414999961853027
2004-07-28,12.635000228881836
2004-07-29,12.760000228881836
2004-07-30,12.949999809265137
2004-08-02,13.154999732971191
2004-08-03,13.074999809265137
2004-08-04,12.904999732971191
2004-08-05,12.78499984741211
2004-08-06,11.845000267028809
2004-08-09,11.649999618530273
2004-08-10,11.824999809265137
2004-08-11,12.220000267028809
2004-08-12,11.595000267028809
2004-08-13,11.359999656677246
2004-08-16,11.255000114440918
2004-08-17,11.225000381469727
2004-08-18,11.670000076293945
2004-08-19,11.569999694824219
2004-08-20,11.720000267028809
2004-08-23,11.720000267028809
2004-08-24,11.760000228881836
2004-08-25,11.649999618530273
2004-08-26,11.8149995803833
2004-08-27,11.829999923706055
2004-08-30,11.670000076293945
2004-08-31,11.670000076293945
2004-09-01,11.914999961853027
2004-09-02,12.085000038146973
2004-09-03,12.09000015258789
2004-09-07,12.385000228881836
2004-09-08,12.199999809265137
2004-09-09,12.4399995803833
2004-09-10,12.395000457763672
2004-09-13,12.4350004196167
2004-09-14,12.484999656677246
2004-09-15,12.15999984741211
2004-09-16,12.199999809265137
2004-09-17,12.210000038146973
2004-09-20,12.130000114440918
2004-09-21,12.404999732971191
2004-09-22,12.085000038146973
2004-09-23,12.3100004196167
2004-09-24,12.100000381469727
2004-09-27,11.984999656677246
2004-09-28,12.114999771118164
2004-09-29,12.300000190734863
2004-09-30,12.225000381469727
2004-10-01,12.944999694824219
2004-10-04,13.050000190734863
2004-10-05,12.925000190734863
2004-10-06,12.970000267028809
2004-10-07,12.765000343322754
2004-10-08,12.319999694824219
2004-10-11,12.335000038146973
2004-10-12,12.210000038146973
2004-10-13,12.145000457763672
2004-10-14,12.135000228881836
2004-10-15,12.220000267028809
2004-10-18,12.3149995803833
2004-10-19,12.524999618530273
2004-10-20,12.354999542236328
2004-10-21,12.494999885559082
2004-10-22,12.175000190734863
2004-10-25,12.180000305175781
2004-10-26,12.180000305175781
2004-10-27,12.3100004196167
2004-10-28,12.274999618530273
2004-10-29,12.34000015258789
2004-11-01,12.649999618530273
2004-11-02,12.380000114440918
2004-11-03,12.805000305175781
2004-11-04,13.020000457763672
2004-11-05,13.4350004196167
2004-11-08,13.475000381469727
2004-11-09,13.494999885559082
2004-11-10,13.744999885559082
2004-11-11,14.329999923706055
2004-11-12,14.539999961853027
2004-11-15,14.774999618530273
2004-11-16,14.904999732971191
2004-11-17,14.3100004196167
2004-11-18,13.375
2004-11-19,12.625
2004-11-22,12.984999656677246
2004-11-23,12.880000114440918
2004-11-24,13.045000076293945
2004-11-26,12.654999732971191
2004-11-29,13.005000114440918
2004-11-30,12.960000038146973
2004-12-01,13.130000114440918
2004-12-02,13.170000076293945
2004-12-03,13.039999961853027
2004-12-06,12.970000267028809
2004-12-07,12.5
2004-12-08,12.6850004196167
2004-12-09,12.595000267028809
2004-12-10,12.600000381469727
2004-12-13,12.675000190734863
2004-12-14,12.699999809265137
2004-12-15,12.609999656677246
2004-12-16,12.524999618530273
2004-12-17,12.6899995803833
2004-12-20,12.454999923706055
2004-12-21,12.630000114440918
2004-12-22,12.619999885559082
2004-12-23,12.569999694824219
2004-12-27,12.399999618530273
2004-12-28,12.470000267028809
2004-12-29,12.640000343322754
2004-12-30,12.614999771118164
2004-12-31,12.444999694824219
2005-01-03,12.154999732971191
2005-01-04,11.854999542236328
2005-01-05,11.619999885559082
2005-01-06,11.529999732971191
2005-01-07,11.670000076293945
2005-01-10,11.649999618530273
2005-01-11,11.6899995803833
2005-01-12,11.6850004196167
2005-01-13,11.524999618530273
2005-01-14,11.489999771118164
2005-01-18,11.694999694824219
2005-01-19,11.3100004196167
2005-01-20,11.274999618530273
2005-01-21,11.574999809265137
2005-01-24,11.574999809265137
2005-01-25,11.664999961853027
2005-01-26,11.949999809265137
2005-01-27,11.84000015258789
2005-01-28,12.125
2005-01-31,12.460000038146973
2005-02-01,12.375
2005-02-02,12.75
2005-02-03,12.779999732971191
2005-02-04,12.800000190734863
2005-02-07,12.71500015258789
2005-02-08,12.845000267028809
2005-02-09,12.289999961853027
2005-02-10,11.510000228881836
2005-02-11,11.135000228881836
2005-02-14,10.824999809265137
2005-02-15,10.8100004196167
2005-02-16,10.84000015258789
2005-02-17,10.585000038146973
2005-02-18,10.899999618530273
2005-02-22,10.5
2005-02-23,10.854999542236328
2005-02-24,11.0600004196167
2005-02-25,11.289999961853027
2005-02-28,10.925000190734863
2005-03-01,11.114999771118164
2005-03-02,11.34000015258789
2005-03-03,11.359999656677246
2005-03-04,11.524999618530273
2005-03-07,11.039999961853027
2005-03-08,10.859999656677246
2005-03-09,10.875
2005-03-10,10.8100004196167
2005-03-11,10.729999542236328
2005-03-14,10.994999885559082
2005-03-15,10.675000190734863
2005-03-16,10.850000381469727
2005-03-17,10.555000305175781
2005-03-18,10.770000457763672
2005-03-21,10.720000267028809
2005-03-22,10.84000015258789
2005-03-23,10.670000076293945
2005-03-24,10.770000457763672
2005-03-28,10.795000076293945
2005-03-29,10.850000381469727
2005-03-30,11.130000114440918
2005-03-31,10.824999809265137
2005-04-01,10.59000015258789
2005-04-04,10.539999961853027
2005-04-05,10.454999923706055
2005-04-06,10.350000381469727
2005-04-07,10.75
2005-04-08,10.6899995803833
2005-04-11,10.6899995803833
2005-04-12,11.114999771118164
2005-04-13,10.75
2005-04-14,10.739999771118164
2005-04-15,10.364999771118164
2005-04-18,10.289999961853027
2005-04-19,10.5
2005-04-20,10.020000457763672
2005-04-21,10.670000076293945
2005-04-22,10.395000457763672
2005-04-25,10.4350004196167
2005-04-26,10.050000190734863
2005-04-27,10.170000076293945
2005-04-28,9.984999656677246
2005-04-29,10.180000305175781
2005-05-02,10.75
2005-05-03,10.845000267028809
2005-05-04,11.135000228881836
2005-05-05,11.194999694824219
2005-05-06,11.125
2005-05-09,11.279999732971191
2005-05-10,11.175000190734863
2005-05-11,11.345000267028809
2005-05-12,11.475000381469727
2005-05-13,11.375
2005-05-16,11.484999656677246
2005-05-17,11.380000114440918
2005-05-18,11.734999656677246
2005-05-19,11.779999732971191
2005-05-20,11.625
2005-05-23,11.600000381469727
2005-05-24,11.619999885559082
2005-05-25,11.414999961853027
2005-05-26,11.34000015258789
2005-05-27,11.484999656677246
2005-05-31,11.645000457763672
2005-06-01,10.899999618530273
2005-06-02,11.0649995803833
2005-06-03,10.40999984741211
2005-06-06,10.550000190734863
2005-06-07,10.53499984741211
2005-06-08,10.3149995803833
2005-06-09,10.329999923706055
2005-06-10,10.104999542236328
2005-06-13,9.875
2005-06-14,10.145000457763672
2005-06-15,10.1899995803833
2005-06-16,10.21500015258789
2005-06-17,10.194999694824219
2005-06-20,10.055000305175781
2005-06-21,10.109999656677246
2005-06-22,10.145000457763672
2005-06-23,10.149999618530273
2005-06-24,10.045000076293945
2005-06-27,10.069999694824219
2005-06-28,10.095000267028809
2005-06-29,10.125
2005-06-30,10.005000114440918
2005-07-01,10.104999542236328
2005-07-05,10.699999809265137
2005-07-06,10.494999885559082
2005-07-07,10.630000114440918
2005-07-08,10.6899995803833
2005-07-11,10.680000305175781
2005-07-12,10.4399995803833
2005-07-13,10.385000228881836
2005-07-14,10.895000457763672
2005-07-15,10.760000228881836
2005-07-18,10.734999656677246
2005-07-19,10.96500015258789
2005-07-20,10.984999656677246
2005-07-21,10.949999809265137
2005-07-22,10.989999771118164
2005-07-25,10.625
2005-07-26,10.9350004196167
2005-07-27,10.239999771118164
2005-07-28,10.25
2005-07-29,10.234999656677246
2005-08-01,10.229999542236328
2005-08-02,10.289999961853027
2005-08-03,10.279999732971191
2005-08-04,10.0
2005-08-05,9.930000305175781
2005-08-08,9.899999618530273
2005-08-09,10.03499984741211
2005-08-10,9.970000267028809
2005-08-11,10.25
2005-08-12,10.029999732971191
2005-08-15,10.194999694824219
2005-08-16,10.194999694824219
2005-08-17,10.585000038146973
2005-08-18,10.350000381469727
2005-08-19,10.484999656677246
2005-08-22,10.550000190734863
2005-08-23,10.619999885559082
2005-08-24,10.760000228881836
2005-08-25,10.664999961853027
2005-08-26,10.675000190734863
2005-08-29,10.970000267028809
2005-08-30,10.8100004196167
2005-08-31,10.9350004196167
2005-09-01,11.09000015258789
2005-09-02,10.795000076293945
2005-09-06,11.170000076293945
2005-09-07,11.354999542236328
2005-09-08,11.28499984741211
2005-09-09,11.494999885559082
2005-09-12,11.420000076293945
2005-09-13,11.345000267028809
2005-09-14,11.354999542236328
2005-09-15,11.4399995803833
2005-09-16,11.550000190734863
2005-09-19,11.444999694824219
2005-09-20,11.279999732971191
2005-09-21,11.0649995803833
2005-09-22,11.125
2005-09-23,11.104999542236328
2005-09-26,11.199999809265137
2005-09-27,11.744999885559082
2005-09-28,11.880000114440918
2005-09-29,12.045000076293945
2005-09-30,11.989999771118164
2005-10-03,11.829999923706055
2005-10-04,11.614999771118164
2005-10-05,11.364999771118164
2005-10-06,11.109999656677246
2005-10-07,11.34000015258789
2005-10-10,11.119999885559082
2005-10-11,10.699999809265137
2005-10-12,11.15999984741211
2005-10-13,11.210000038146973
2005-10-14,11.104999542236328
2005-10-17,11.154999732971191
2005-10-18,10.835000038146973
2005-10-19,11.270000457763672
2005-10-20,10.90999984741211
2005-10-21,10.869999885559082
2005-10-24,11.0649995803833
2005-10-25,11.039999961853027
2005-10-26,10.805000305175781
2005-10-27,10.319999694824219
2005-10-28,10.664999961853027
2005-10-31,10.805000305175781
2005-11-01,10.805000305175781
2005-11-02,11.0
2005-11-03,11.03499984741211
2005-11-04,11.09000015258789
2005-11-07,11.295000076293945
2005-11-08,11.395000457763672
2005-11-09,11.520000457763672
2005-11-10,11.59000015258789
2005-11-11,11.670000076293945
2005-11-14,11.869999885559082
2005-11-15,11.779999732971191
2005-11-16,13.255000114440918
2005-11-17,13.720000267028809
2005-11-18,13.5
2005-11-21,13.6850004196167
2005-11-22,13.494999885559082
2005-11-23,13.295000076293945
2005-11-25,13.295000076293945
2005-11-28,13.210000038146973
2005-11-29,13.390000343322754
2005-11-30,13.550000190734863
2005-12-01,14.140000343322754
2005-12-02,14.0
2005-12-05,13.510000228881836
2005-12-06,13.5600004196167
2005-12-07,13.479999542236328
2005-12-08,13.90999984741211
2005-12-09,14.055000305175781
2005-12-12,13.90999984741211
2005-12-13,14.460000038146973
2005-12-14,14.539999961853027
2005-12-15,14.135000228881836
2005-12-16,14.470000267028809
2005-12-19,14.180000305175781
2005-12-20,14.25
2005-12-21,14.109999656677246
2005-12-22,14.680000305175781
2005-12-23,15.234999656677246
2005-12-27,14.649999618530273
2005-12-28,15.005000114440918
2005-12-29,14.78499984741211
2005-12-30,14.78499984741211
2006-01-03,14.354999542236328
2006-01-04,15.0649995803833
2006-01-05,15.4399995803833
2006-01-06,15.84000015258789
2006-01-09,15.925000190734863
2006-01-10,15.699999809265137
2006-01-11,15.75
2006-01-12,15.625
2006-01-13,15.529999732971191
2006-01-17,15.454999923706055
2006-01-18,15.460000038146973
2006-01-19,16.020000457763672
2006-01-20,15.645000457763672
2006-01-23,15.420000076293945
2006-01-24,16.21500015258789
2006-01-25,15.704999923706055
2006-01-26,15.75
2006-01-27,15.760000228881836
2006-01-30,15.529999732971191
2006-01-31,15.194999694824219
2006-02-01,15.095000267028809
2006-02-02,15.154999732971191
2006-02-03,15.319999694824219
2006-02-06,15.255000114440918
2006-02-07,15.46500015258789
2006-02-08,15.475000381469727
2006-02-09,15.34000015258789
2006-02-10,15.28499984741211
2006-02-13,14.045000076293945
2006-02-14,14.664999961853027
2006-02-15,16.5
2006-02-16,16.950000762939453
2006-02-17,16.549999237060547
2006-02-21,17.815000534057617
2006-02-22,17.934999465942383
2006-02-23,17.834999084472656
2006-02-24,18.110000610351562
2006-02-27,18.010000228881836
2006-02-28,17.719999313354492
2006-03-01,17.625
2006-03-02,17.854999542236328
2006-03-03,17.5
2006-03-06,17.540000915527344
2006-03-07,17.545000076293945
2006-03-08,17.864999771118164
2006-03-09,18.510000228881836
2006-03-10,18.8700008392334
2006-03-13,19.125
2006-03-14,19.200000762939453
2006-03-15,19.30500030517578
2006-03-16,19.420000076293945
2006-03-17,19.479999542236328
2006-03-20,19.729999542236328
2006-03-21,18.80500030517578
2006-03-22,19.2450008392334
2006-03-23,19.209999084472656
2006-03-24,19.674999237060547
2006-03-27,18.959999084472656
2006-03-28,18.344999313354492
2006-03-29,18.625
2006-03-30,18.309999465942383
2006-03-31,18.25
2006-04-03,18.600000381469727
2006-04-04,19.440000534057617
2006-04-05,19.19499969482422
2006-04-06,19.530000686645508
2006-04-07,19.395000457763672
2006-04-10,19.405000686645508
2006-04-11,18.895000457763672
2006-04-12,18.934999465942383
2006-04-13,19.149999618530273
2006-04-17,18.829999923706055
2006-04-18,19.30500030517578
2006-04-19,19.1299991607666
2006-04-20,19.174999237060547
2006-04-21,19.454999923706055
2006-04-24,19.010000228881836
2006-04-25,19.299999237060547
2006-04-26,20.229999542236328
2006-04-27,19.649999618530273
2006-04-28,19.610000610351562
2006-05-01,19.684999465942383
2006-05-02,20.020000457763672
2006-05-03,19.985000610351562
2006-05-04,20.8799991607666
2006-05-05,20.729999542236328
2006-05-08,20.975000381469727
2006-05-09,21.524999618530273
2006-05-10,21.075000762939453
2006-05-11,20.725000381469727
2006-05-12,20.5049991607666
2006-05-15,20.520000457763672
2006-05-16,20.80500030517578
2006-05-17,20.0
2006-05-18,19.610000610351562
2006-05-19,19.739999771118164
2006-05-22,19.219999313354492
2006-05-23,20.25
2006-05-24,22.18000030517578
2006-05-25,22.59000015258789
2006-05-26,23.905000686645508
2006-05-30,23.364999771118164
2006-05-31,23.815000534057617
2006-06-01,24.385000228881836
2006-06-02,24.875
2006-06-05,24.235000610351562
2006-06-06,24.225000381469727
2006-06-07,25.040000915527344
2006-06-08,24.985000610351562
2006-06-09,25.010000228881836
2006-06-12,23.530000686645508
2006-06-13,22.920000076293945
2006-06-14,23.450000762939453
2006-06-15,24.364999771118164
2006-06-16,24.854999542236328
2006-06-19,24.739999771118164
2006-06-20,24.704999923706055
2006-06-21,26.75
2006-06-22,26.415000915527344
2006-06-23,26.329999923706055
2006-06-26,26.809999465942383
2006-06-27,27.020000457763672
2006-06-28,27.690000534057617
2006-06-29,28.149999618530273
2006-06-30,28.8700008392334
2006-07-03,30.040000915527344
2006-07-05,29.030000686645508
2006-07-06,28.940000534057617
2006-07-07,28.299999237060547
2006-07-10,27.920000076293945
2006-07-11,27.969999313354492
2006-07-12,27.81999969482422
2006-07-13,25.459999084472656
2006-07-14,26.049999237060547
2006-07-17,25.719999313354492
2006-07-18,26.90999984741211
2006-07-19,29.040000915527344
2006-07-20,28.309999465942383
2006-07-21,27.530000686645508
2006-07-24,29.1200008392334
2006-07-25,29.899999618530273
2006-07-26,28.65999984741211
2006-07-27,27.1200008392334
2006-07-28,27.799999237060547
2006-07-31,28.139999389648438
2006-08-01,27.469999313354492
2006-08-02,27.799999237060547
2006-08-03,28.34000015258789
2006-08-04,28.170000076293945
2006-08-07,28.0
2006-08-08,27.579999923706055
2006-08-09,28.139999389648438
2006-08-10,29.43000030517578
2006-08-11,28.3799991607666
2006-08-14,29.360000610351562
2006-08-15,30.969999313354492
2006-08-16,22.399999618530273
2006-08-17,22.75
2006-08-18,22.8700008392334
2006-08-21,22.260000228881836
2006-08-22,22.34000015258789
2006-08-23,22.15999984741211
2006-08-24,21.8799991607666
2006-08-25,20.729999542236328
2006-08-28,21.0
2006-08-29,21.399999618530273
2006-08-30,21.309999465942383
2006-08-31,20.8700008392334
2006-09-01,20.940000534057617
2006-09-05,20.639999389648438
2006-09-06,21.309999465942383
2006-09-07,20.899999618530273
2006-09-08,20.780000686645508
2006-09-11,20.190000534057617
2006-09-12,20.670000076293945
2006-09-13,20.510000228881836
2006-09-14,20.09000015258789
2006-09-15,20.510000228881836
2006-09-18,21.010000228881836
2006-09-19,20.229999542236328
2006-09-20,20.239999771118164
2006-09-21,19.700000762939453
2006-09-22,18.719999313354492
2006-09-25,19.329999923706055
2006-09-26,19.639999389648438
2006-09-27,20.3799991607666
2006-09-28,21.520000457763672
2006-09-29,20.690000534057617
2006-10-02,20.260000228881836
2006-10-03,20.09000015258789
2006-10-04,20.979999542236328
2006-10-05,21.75
2006-10-06,22.5
2006-10-09,22.209999084472656
2006-10-10,22.0
2006-10-11,21.969999313354492
2006-10-12,21.850000381469727
2006-10-13,21.760000228881836
2006-10-16,22.020000457763672
2006-10-17,21.65999984741211
2006-10-18,21.450000762939453
