,AGBAU
2020-05-27,10.220000267028809
2020-05-28,10.220000267028809
2020-05-29,10.220000267028809
2020-06-01,10.220000267028809
2020-06-02,10.220000267028809
2020-06-03,10.220000267028809
2020-06-04,10.220000267028809
2020-06-05,10.220000267028809
2020-06-08,10.220000267028809
2020-06-09,10.220000267028809
2020-06-10,10.220000267028809
2020-06-11,10.220000267028809
2020-06-12,10.220000267028809
2020-06-15,10.220000267028809
2020-06-16,10.220000267028809
2020-06-17,10.220000267028809
2020-06-18,10.220000267028809
2020-06-19,10.220000267028809
2020-06-22,10.220000267028809
2020-06-23,10.220000267028809
2020-06-24,10.220000267028809
2020-06-25,10.220000267028809
2020-06-26,10.220000267028809
2020-06-29,10.220000267028809
2020-06-30,10.220000267028809
2020-07-01,10.220000267028809
2020-07-02,10.220000267028809
2020-07-06,10.220000267028809
2020-07-07,10.220000267028809
2020-07-08,10.220000267028809
2020-07-09,10.399999618530273
2020-07-10,10.399999618530273
2020-07-13,10.800000190734863
2020-07-14,11.050000190734863
2020-07-15,11.050000190734863
2020-07-16,11.050000190734863
2020-07-17,11.050000190734863
2020-07-20,11.050000190734863
2020-07-21,11.050000190734863
2020-07-22,11.050000190734863
2020-07-23,10.899999618530273
2020-07-24,10.515000343322754
2020-07-27,10.515000343322754
2020-07-28,10.515000343322754
2020-07-29,10.515000343322754
2020-07-30,10.515000343322754
2020-07-31,10.515000343322754
2020-08-03,10.515000343322754
2020-08-04,10.699999809265137
2020-08-05,10.699999809265137
2020-08-06,10.699999809265137
2020-08-07,10.699999809265137
2020-08-10,10.699999809265137
2020-08-11,10.699999809265137
2020-08-12,10.699999809265137
2020-08-13,10.699999809265137
2020-08-14,10.699999809265137
2020-08-17,10.699999809265137
2020-08-18,10.699999809265137
2020-08-19,10.699999809265137
2020-08-20,10.699999809265137
2020-08-21,10.699999809265137
2020-08-24,10.699999809265137
2020-08-25,10.699999809265137
2020-08-26,10.699999809265137
2020-08-27,10.699999809265137
2020-08-28,10.699999809265137
2020-08-31,10.699999809265137
2020-09-01,10.699999809265137
2020-09-02,10.699999809265137
2020-09-03,10.699999809265137
2020-09-04,10.699999809265137
2020-09-08,10.699999809265137
2020-09-09,10.699999809265137
2020-09-10,10.699999809265137
2020-09-11,10.699999809265137
2020-09-14,10.699999809265137
2020-09-15,10.699999809265137
2020-09-16,10.699999809265137
2020-09-17,10.699999809265137
2020-09-18,10.699999809265137
2020-09-21,10.800000190734863
2020-09-22,10.800000190734863
2020-09-23,10.800000190734863
2020-09-24,10.800000190734863
2020-09-25,10.800000190734863
2020-09-28,10.800000190734863
2020-09-29,10.84000015258789
2020-09-30,10.699999809265137
2020-10-01,10.699999809265137
2020-10-02,10.699999809265137
2020-10-05,10.699999809265137
2020-10-06,10.699999809265137
2020-10-07,10.699999809265137
2020-10-08,10.699999809265137
2020-10-09,10.699999809265137
2020-10-12,10.699999809265137
2020-10-13,10.699999809265137
2020-10-14,10.699999809265137
2020-10-15,10.699999809265137
2020-10-16,10.699999809265137
2020-10-19,10.699999809265137
2020-10-20,10.699999809265137
2020-10-21,10.699999809265137
2020-10-22,10.699999809265137
2020-10-23,10.699999809265137
2020-10-26,10.699999809265137
2020-10-27,10.699999809265137
2020-10-28,10.699999809265137
2020-10-29,10.699999809265137
2020-10-30,10.699999809265137
2020-11-02,10.699999809265137
2020-11-03,10.699999809265137
2020-11-04,10.549500465393066
2020-11-05,10.549500465393066
2020-11-06,10.549500465393066
2020-11-09,10.549500465393066
2020-11-10,10.549500465393066
2020-11-11,10.549500465393066
2020-11-12,10.549500465393066
2020-11-13,10.549500465393066
2020-11-16,10.549500465393066
2020-11-17,10.549500465393066
2020-11-18,10.549500465393066
2020-11-19,10.549500465393066
2020-11-20,10.549500465393066
2020-11-23,10.549500465393066
2020-11-24,10.549500465393066
2020-11-25,10.549500465393066
2020-11-27,11.9399995803833
2020-11-30,11.399999618530273
2020-12-01,11.399999618530273
2020-12-02,11.399999618530273
2020-12-03,11.399999618530273
2020-12-04,11.399999618530273
2020-12-07,11.399999618530273
2020-12-08,11.399999618530273
2020-12-09,11.399999618530273
2020-12-10,11.399999618530273
2020-12-11,11.399999618530273
2020-12-14,11.399999618530273
2020-12-15,11.399999618530273
2020-12-16,11.399999618530273
2020-12-17,11.399999618530273
2020-12-18,10.229999542236328
2020-12-21,10.229999542236328
2020-12-22,10.229999542236328
2020-12-23,10.229999542236328
2020-12-24,10.229999542236328
2020-12-28,10.229999542236328
2020-12-29,11.199999809265137
2020-12-30,11.199999809265137
2020-12-31,11.0
2021-01-04,11.0
2021-01-05,11.0
2021-01-06,11.0
2021-01-07,11.0
2021-01-08,11.0
2021-01-11,10.539999961853027
2021-01-12,10.539999961853027
2021-01-13,10.539999961853027
2021-01-14,11.399999618530273
2021-01-15,11.399999618530273
2021-01-19,11.399999618530273
2021-01-20,11.399999618530273
2021-01-21,11.399999618530273
2021-01-22,11.399999618530273
2021-01-25,11.399999618530273
2021-01-26,11.399999618530273
2021-01-27,11.399999618530273
2021-01-28,11.399999618530273
2021-01-29,11.399999618530273
2021-02-01,11.399999618530273
2021-02-02,11.399999618530273
2021-02-03,11.399999618530273
2021-02-04,11.399999618530273
2021-02-05,11.399999618530273
2021-02-08,11.399999618530273
2021-02-09,11.399999618530273
2021-02-10,11.399999618530273
2021-02-11,11.399999618530273
2021-02-12,11.399999618530273
2021-02-16,11.399999618530273
2021-02-17,11.399999618530273
2021-02-18,11.399999618530273
2021-02-19,11.399999618530273
2021-02-22,11.399999618530273
2021-02-23,11.399999618530273
2021-02-24,11.399999618530273
2021-02-25,11.399999618530273
2021-02-26,11.399999618530273
2021-03-01,11.399999618530273
2021-03-02,11.399999618530273
2021-03-03,11.399999618530273
2021-03-04,11.399999618530273
2021-03-05,11.399999618530273
2021-03-08,11.399999618530273
2021-03-09,11.399999618530273
2021-03-10,11.399999618530273
2021-03-11,11.399999618530273
2021-03-12,11.399999618530273
2021-03-15,11.399999618530273
2021-03-16,11.399999618530273
2021-03-17,11.399999618530273
2021-03-18,11.399999618530273
2021-03-19,11.399999618530273
2021-03-22,11.399999618530273
2021-03-23,11.399999618530273
2021-03-24,12.199999809265137
2021-03-25,12.199999809265137
2021-03-26,12.199999809265137
2021-03-29,12.199999809265137
2021-03-30,12.199999809265137
2021-03-31,12.199999809265137
2021-04-01,12.199999809265137
2021-04-05,12.199999809265137
2021-04-06,12.199999809265137
2021-04-07,10.75
2021-04-08,10.75
2021-04-09,10.75
2021-04-12,10.75
2021-04-13,10.75
2021-04-14,10.75
2021-04-15,10.75
2021-04-16,10.75
2021-04-19,10.75
2021-04-20,10.75
2021-04-21,9.989999771118164
2021-04-22,9.989999771118164
2021-04-23,9.989999771118164
2021-04-26,9.989999771118164
2021-04-27,9.989999771118164
2021-04-28,9.989999771118164
2021-04-29,9.989999771118164
2021-04-30,9.989999771118164
2021-05-03,9.989999771118164
2021-05-04,9.989999771118164
2021-05-05,9.989999771118164
2021-05-06,9.989999771118164
2021-05-07,9.989999771118164
2021-05-10,9.989999771118164
2021-05-11,9.989999771118164
2021-05-12,9.989999771118164
2021-05-13,9.989999771118164
2021-05-14,9.989999771118164
