,CCB
2019-01-07,15.489999771118164
2019-01-08,15.4399995803833
2019-01-09,15.420000076293945
2019-01-10,15.170000076293945
2019-01-11,15.130000114440918
2019-01-14,14.760000228881836
2019-01-15,15.220000267028809
2019-01-16,15.010000228881836
2019-01-17,15.220000267028809
2019-01-18,14.9399995803833
2019-01-22,14.90999984741211
2019-01-23,15.279999732971191
2019-01-24,15.210000038146973
2019-01-25,15.010000228881836
2019-01-28,15.34000015258789
2019-01-29,15.350000381469727
2019-01-30,14.829999923706055
2019-01-31,14.869999885559082
2019-02-01,15.069999694824219
2019-02-04,15.270000457763672
2019-02-05,15.5
2019-02-06,15.5
2019-02-07,15.100000381469727
2019-02-08,15.399999618530273
2019-02-11,15.479999542236328
2019-02-12,15.649999618530273
2019-02-13,15.84000015258789
2019-02-14,15.579999923706055
2019-02-15,16.229999542236328
2019-02-19,16.690000534057617
2019-02-20,16.260000228881836
2019-02-21,16.440000534057617
2019-02-22,16.75
2019-02-25,16.65999984741211
2019-02-26,16.489999771118164
2019-02-27,16.299999237060547
2019-02-28,16.350000381469727
2019-03-01,17.0
2019-03-04,16.860000610351562
2019-03-05,16.950000762939453
2019-03-06,16.989999771118164
2019-03-07,16.75
2019-03-08,16.8700008392334
2019-03-11,17.049999237060547
2019-03-12,16.700000762939453
2019-03-13,16.440000534057617
2019-03-14,15.609999656677246
2019-03-15,15.59000015258789
2019-03-18,15.5
2019-03-19,16.09000015258789
2019-03-20,16.3799991607666
2019-03-21,16.360000610351562
2019-03-22,15.40999984741211
2019-03-25,15.279999732971191
2019-03-26,16.100000381469727
2019-03-27,15.90999984741211
2019-03-28,16.270000457763672
2019-03-29,16.989999771118164
2019-04-01,17.030000686645508
2019-04-02,17.040000915527344
2019-04-03,17.0
2019-04-04,16.889999389648438
2019-04-05,17.0
2019-04-08,17.0
2019-04-09,16.770000457763672
2019-04-10,16.979999542236328
2019-04-11,16.649999618530273
2019-04-12,16.389999389648438
2019-04-15,16.100000381469727
2019-04-16,16.010000228881836
2019-04-17,16.100000381469727
2019-04-18,16.190000534057617
2019-04-22,15.920000076293945
2019-04-23,15.949999809265137
2019-04-24,15.760000228881836
2019-04-25,16.260000228881836
2019-04-26,16.280000686645508
2019-04-29,16.5
2019-04-30,15.949999809265137
2019-05-01,16.1299991607666
2019-05-02,16.360000610351562
2019-05-03,16.489999771118164
2019-05-06,16.700000762939453
2019-05-07,16.729999542236328
2019-05-08,16.600000381469727
2019-05-09,16.940000534057617
2019-05-10,16.979999542236328
2019-05-13,16.6200008392334
2019-05-14,16.969999313354492
2019-05-15,16.8700008392334
2019-05-16,16.829999923706055
2019-05-17,16.56999969482422
2019-05-20,16.450000762939453
2019-05-21,16.389999389648438
2019-05-22,15.84000015258789
2019-05-23,15.65999984741211
2019-05-24,16.0
2019-05-28,16.020000457763672
2019-05-29,16.049999237060547
2019-05-30,16.09000015258789
2019-05-31,16.059999465942383
2019-06-03,16.579999923706055
2019-06-04,16.59000015258789
2019-06-05,16.09000015258789
2019-06-06,16.139999389648438
2019-06-07,16.1299991607666
2019-06-10,16.600000381469727
2019-06-11,16.989999771118164
2019-06-12,16.549999237060547
2019-06-13,15.890000343322754
2019-06-14,15.539999961853027
2019-06-17,15.600000381469727
2019-06-18,15.369999885559082
2019-06-19,15.869999885559082
2019-06-20,15.890000343322754
2019-06-21,15.399999618530273
2019-06-24,15.3100004196167
2019-06-25,15.270000457763672
2019-06-26,15.350000381469727
2019-06-27,15.279999732971191
2019-06-28,15.470000267028809
2019-07-01,15.170000076293945
2019-07-02,15.020000457763672
2019-07-03,15.350000381469727
2019-07-05,15.350000381469727
2019-07-08,15.220000267028809
2019-07-09,15.260000228881836
2019-07-10,15.130000114440918
2019-07-11,15.079999923706055
2019-07-12,15.859999656677246
2019-07-15,15.140000343322754
2019-07-16,15.300000190734863
2019-07-17,15.029999732971191
2019-07-18,15.0
2019-07-19,15.109999656677246
2019-07-22,15.350000381469727
2019-07-23,15.210000038146973
2019-07-24,15.350000381469727
2019-07-25,15.350000381469727
2019-07-26,15.869999885559082
2019-07-29,15.989999771118164
2019-07-30,15.989999771118164
2019-07-31,15.890000343322754
2019-08-01,15.609999656677246
2019-08-02,15.600000381469727
2019-08-05,15.170000076293945
2019-08-06,15.149999618530273
2019-08-07,14.899999618530273
2019-08-08,14.850000381469727
2019-08-09,15.199999809265137
2019-08-12,15.039999961853027
2019-08-13,14.979999542236328
2019-08-14,14.710000038146973
2019-08-15,14.640000343322754
2019-08-16,14.899999618530273
2019-08-19,14.8100004196167
2019-08-20,14.760000228881836
2019-08-21,14.670000076293945
2019-08-22,15.0
2019-08-23,14.829999923706055
2019-08-26,14.800000190734863
2019-08-27,14.729999542236328
2019-08-28,14.6899995803833
2019-08-29,14.649999618530273
2019-08-30,14.770000457763672
2019-09-03,14.5
2019-09-04,14.640000343322754
2019-09-05,14.699999809265137
2019-09-06,14.670000076293945
2019-09-09,14.699999809265137
2019-09-10,14.670000076293945
2019-09-11,14.710000038146973
2019-09-12,16.059999465942383
2019-09-13,16.0
2019-09-16,15.960000038146973
2019-09-17,16.020000457763672
2019-09-18,15.800000190734863
2019-09-19,15.979999542236328
2019-09-20,15.699999809265137
2019-09-23,15.9399995803833
2019-09-24,15.479999542236328
2019-09-25,15.899999618530273
2019-09-26,15.0600004196167
2019-09-27,15.34000015258789
2019-09-30,15.109999656677246
2019-10-01,14.890000343322754
2019-10-02,15.020000457763672
2019-10-03,15.170000076293945
2019-10-04,15.170000076293945
2019-10-07,15.100000381469727
2019-10-08,15.100000381469727
2019-10-09,15.300000190734863
2019-10-10,15.569999694824219
2019-10-11,15.779999732971191
2019-10-14,16.0
2019-10-15,16.1299991607666
2019-10-16,16.0
2019-10-17,15.960000038146973
2019-10-18,15.899999618530273
2019-10-21,16.0
2019-10-22,15.800000190734863
2019-10-23,15.729999542236328
2019-10-24,15.399999618530273
2019-10-25,15.079999923706055
2019-10-28,15.1899995803833
2019-10-29,15.130000114440918
2019-10-30,15.25
2019-10-31,15.050000190734863
2019-11-01,15.069999694824219
2019-11-04,15.289999961853027
2019-11-05,15.489999771118164
2019-11-06,15.229999542236328
2019-11-07,15.899999618530273
2019-11-08,15.859999656677246
2019-11-11,16.280000686645508
2019-11-12,16.229999542236328
2019-11-13,16.200000762939453
2019-11-14,16.565000534057617
2019-11-15,16.600000381469727
2019-11-18,17.5
2019-11-19,17.299999237060547
2019-11-20,17.1299991607666
2019-11-21,16.899999618530273
2019-11-22,16.809999465942383
2019-11-25,17.010000228881836
2019-11-26,16.65999984741211
2019-11-27,16.889999389648438
2019-11-29,16.989999771118164
2019-12-02,16.700000762939453
2019-12-03,16.600000381469727
2019-12-04,16.600000381469727
2019-12-05,16.709999084472656
2019-12-06,16.90999984741211
2019-12-09,16.829999923706055
2019-12-10,17.06999969482422
2019-12-11,16.790000915527344
2019-12-12,16.8700008392334
2019-12-13,16.8700008392334
2019-12-16,16.700000762939453
2019-12-17,16.6200008392334
2019-12-18,16.610000610351562
2019-12-19,16.6200008392334
2019-12-20,16.700000762939453
2019-12-23,16.6299991607666
2019-12-24,16.8799991607666
2019-12-26,16.540000915527344
2019-12-27,16.700000762939453
2019-12-30,16.600000381469727
2019-12-31,16.469999313354492
2020-01-02,16.25
2020-01-03,16.209999084472656
2020-01-06,16.170000076293945
2020-01-07,16.110000610351562
2020-01-08,16.139999389648438
2020-01-09,16.299999237060547
2020-01-10,16.709999084472656
2020-01-13,17.299999237060547
2020-01-14,17.15999984741211
2020-01-15,17.200000762939453
2020-01-16,17.290000915527344
2020-01-17,17.329999923706055
2020-01-21,17.149999618530273
2020-01-22,17.299999237060547
2020-01-23,17.280000686645508
2020-01-24,17.399999618530273
2020-01-27,17.0
2020-01-28,17.68000030517578
2020-01-29,17.690000534057617
2020-01-30,18.100000381469727
2020-01-31,17.799999237060547
2020-02-03,17.809999465942383
2020-02-04,17.600000381469727
2020-02-05,18.030000686645508
2020-02-06,17.75
2020-02-07,17.5
2020-02-10,17.5
2020-02-11,17.190000534057617
2020-02-12,16.56999969482422
2020-02-13,16.389999389648438
2020-02-14,16.649999618530273
2020-02-18,16.829999923706055
2020-02-19,16.90999984741211
2020-02-20,17.190000534057617
2020-02-21,17.149999618530273
2020-02-24,16.790000915527344
2020-02-25,16.700000762939453
2020-02-26,16.670000076293945
2020-02-27,16.649999618530273
2020-02-28,16.389999389648438
2020-03-02,16.440000534057617
2020-03-03,16.0
2020-03-04,16.469999313354492
2020-03-05,16.020000457763672
2020-03-06,15.75
2020-03-09,15.539999961853027
2020-03-10,14.979999542236328
2020-03-11,14.619999885559082
2020-03-12,12.520000457763672
2020-03-13,13.899999618530273
2020-03-16,10.609999656677246
2020-03-17,12.5
2020-03-18,9.010000228881836
2020-03-19,9.779999732971191
2020-03-20,9.510000228881836
2020-03-23,9.140000343322754
2020-03-24,11.449999809265137
2020-03-25,13.979999542236328
2020-03-26,14.0
2020-03-27,12.520000457763672
2020-03-30,11.930000305175781
2020-03-31,10.510000228881836
2020-04-01,10.0
2020-04-02,10.0
2020-04-03,9.319999694824219
2020-04-06,11.020000457763672
2020-04-07,10.949999809265137
2020-04-08,12.34000015258789
2020-04-09,13.25
2020-04-13,13.470000267028809
2020-04-14,13.100000381469727
2020-04-15,11.100000381469727
2020-04-16,11.65999984741211
2020-04-17,13.989999771118164
2020-04-20,12.3100004196167
2020-04-21,12.100000381469727
2020-04-22,13.970000267028809
2020-04-23,13.1899995803833
2020-04-24,12.489999771118164
2020-04-27,13.430000305175781
2020-04-28,13.569999694824219
2020-04-29,15.550000190734863
2020-04-30,13.130000114440918
2020-05-01,12.079999923706055
2020-05-04,12.25
2020-05-05,12.25
2020-05-06,12.600000381469727
2020-05-07,12.600000381469727
2020-05-08,14.029999732971191
2020-05-11,13.34000015258789
2020-05-12,12.210000038146973
2020-05-13,11.5
2020-05-14,12.079999923706055
2020-05-15,12.489999771118164
2020-05-18,14.010000228881836
2020-05-19,12.210000038146973
2020-05-20,13.210000038146973
2020-05-21,12.880000114440918
2020-05-22,13.0600004196167
2020-05-26,13.869999885559082
2020-05-27,14.710000038146973
2020-05-28,13.3100004196167
2020-05-29,12.699999809265137
2020-06-01,12.489999771118164
2020-06-02,12.850000381469727
2020-06-03,13.449999809265137
2020-06-04,13.850000381469727
2020-06-05,14.100000381469727
2020-06-08,14.329999923706055
2020-06-09,14.800000190734863
2020-06-10,14.6899995803833
2020-06-11,13.390000343322754
2020-06-12,13.699999809265137
2020-06-15,13.880000114440918
2020-06-16,13.819999694824219
2020-06-17,15.09000015258789
2020-06-18,14.399999618530273
2020-06-19,15.430000305175781
2020-06-22,15.25
2020-06-23,15.100000381469727
2020-06-24,14.550000190734863
2020-06-25,14.800000190734863
2020-06-26,13.859999656677246
2020-06-29,14.319999694824219
2020-06-30,14.520000457763672
2020-07-01,14.489999771118164
2020-07-02,13.899999618530273
2020-07-06,13.510000228881836
2020-07-07,12.75
2020-07-08,13.0
2020-07-09,12.539999961853027
2020-07-10,13.100000381469727
2020-07-13,13.100000381469727
2020-07-14,13.300000190734863
2020-07-15,13.800000190734863
2020-07-16,13.890000343322754
2020-07-17,14.760000228881836
2020-07-20,14.880000114440918
2020-07-21,14.9399995803833
2020-07-22,13.899999618530273
2020-07-23,13.630000114440918
2020-07-24,13.649999618530273
2020-07-27,13.699999809265137
2020-07-28,13.270000457763672
2020-07-29,13.34000015258789
2020-07-30,13.399999618530273
2020-07-31,13.369999885559082
2020-08-03,13.970000267028809
2020-08-04,13.979999542236328
2020-08-05,13.989999771118164
2020-08-06,13.899999618530273
2020-08-07,13.890000343322754
2020-08-10,13.829999923706055
2020-08-11,14.029999732971191
2020-08-12,14.5
2020-08-13,14.350000381469727
2020-08-14,14.40999984741211
2020-08-17,14.220000267028809
2020-08-18,13.979999542236328
2020-08-19,13.920000076293945
2020-08-20,14.039999961853027
2020-08-21,13.119999885559082
2020-08-24,13.40999984741211
2020-08-25,13.819999694824219
2020-08-26,13.75
2020-08-27,13.8100004196167
2020-08-28,14.079999923706055
2020-08-31,13.75
2020-09-01,13.9399995803833
2020-09-02,13.920000076293945
2020-09-03,14.039999961853027
2020-09-04,14.079999923706055
2020-09-08,13.850000381469727
2020-09-09,14.270000457763672
2020-09-10,14.779999732971191
2020-09-11,14.609999656677246
2020-09-14,15.1899995803833
2020-09-15,15.350000381469727
2020-09-16,15.760000228881836
2020-09-17,15.970000267028809
2020-09-18,14.59000015258789
2020-09-21,13.3100004196167
2020-09-22,13.289999961853027
2020-09-23,12.260000228881836
2020-09-24,12.270000457763672
2020-09-25,12.350000381469727
2020-09-28,12.579999923706055
2020-09-29,12.600000381469727
2020-09-30,12.25
2020-10-01,12.399999618530273
2020-10-02,12.630000114440918
2020-10-05,13.220000267028809
2020-10-06,13.180000305175781
2020-10-07,13.670000076293945
2020-10-08,13.819999694824219
2020-10-09,13.859999656677246
2020-10-12,13.989999771118164
2020-10-13,13.329999923706055
2020-10-14,13.109999656677246
2020-10-15,13.430000305175781
2020-10-16,13.600000381469727
2020-10-19,13.670000076293945
2020-10-20,13.970000267028809
2020-10-21,14.029999732971191
2020-10-22,15.319999694824219
2020-10-23,15.430000305175781
2020-10-26,14.850000381469727
2020-10-27,14.699999809265137
2020-10-28,14.789999961853027
2020-10-29,14.949999809265137
2020-10-30,14.859999656677246
2020-11-02,15.989999771118164
2020-11-03,17.18000030517578
2020-11-04,17.299999237060547
2020-11-05,17.850000381469727
2020-11-06,17.770000457763672
2020-11-09,18.280000686645508
2020-11-10,18.3799991607666
2020-11-11,17.979999542236328
2020-11-12,18.100000381469727
2020-11-13,18.139999389648438
2020-11-16,18.850000381469727
2020-11-17,18.889999389648438
2020-11-18,18.979999542236328
2020-11-19,19.520000457763672
2020-11-20,19.709999084472656
2020-11-23,19.790000915527344
2020-11-24,19.899999618530273
2020-11-25,19.860000610351562
2020-11-27,19.75
2020-11-30,19.719999313354492
2020-12-01,19.649999618530273
2020-12-02,19.735000610351562
2020-12-03,19.31999969482422
2020-12-04,19.729999542236328
2020-12-07,19.889999389648438
2020-12-08,20.760000228881836
2020-12-09,21.360000610351562
2020-12-10,21.6200008392334
2020-12-11,22.190000534057617
2020-12-14,22.010000228881836
2020-12-15,22.299999237060547
2020-12-16,22.0
2020-12-17,21.170000076293945
2020-12-18,21.479999542236328
2020-12-21,20.600000381469727
2020-12-22,21.170000076293945
2020-12-23,21.700000762939453
2020-12-24,21.350000381469727
2020-12-28,21.610000610351562
2020-12-29,21.309999465942383
2020-12-30,20.950000762939453
2020-12-31,21.0
2021-01-04,20.030000686645508
2021-01-05,20.110000610351562
2021-01-06,21.81999969482422
2021-01-07,22.100000381469727
2021-01-08,21.959999084472656
2021-01-11,21.760000228881836
2021-01-12,21.809999465942383
2021-01-13,20.719999313354492
2021-01-14,21.690000534057617
2021-01-15,21.479999542236328
2021-01-19,21.600000381469727
2021-01-20,21.049999237060547
2021-01-21,21.329999923706055
2021-01-22,21.530000686645508
2021-01-25,20.90999984741211
2021-01-26,21.239999771118164
2021-01-27,20.239999771118164
2021-01-28,20.8700008392334
2021-01-29,19.799999237060547
2021-02-01,20.459999084472656
2021-02-02,21.1200008392334
2021-02-03,21.479999542236328
2021-02-04,22.270000457763672
2021-02-05,22.010000228881836
2021-02-08,22.09000015258789
2021-02-09,21.81999969482422
2021-02-10,22.25
2021-02-11,22.5
2021-02-12,23.06999969482422
2021-02-16,23.5
2021-02-17,23.510000228881836
2021-02-18,23.600000381469727
2021-02-19,24.5
2021-02-22,24.5
2021-02-23,25.0
2021-02-24,26.5
2021-02-25,26.5
2021-02-26,28.0
2021-03-01,30.280000686645508
2021-03-02,29.309999465942383
2021-03-03,30.979999542236328
2021-03-04,30.56999969482422
2021-03-05,30.0
2021-03-08,30.0
2021-03-09,30.75
2021-03-10,30.670000076293945
2021-03-11,30.770000457763672
2021-03-12,31.489999771118164
2021-03-15,30.420000076293945
2021-03-16,29.0
2021-03-17,27.040000915527344
2021-03-18,27.06999969482422
2021-03-19,29.3799991607666
2021-03-22,27.799999237060547
2021-03-23,26.549999237060547
2021-03-24,26.260000228881836
2021-03-25,26.700000762939453
2021-03-26,26.850000381469727
2021-03-29,26.100000381469727
2021-03-30,26.610000610351562
2021-03-31,26.219999313354492
2021-04-01,26.65999984741211
2021-04-05,26.90999984741211
2021-04-06,26.399999618530273
2021-04-07,26.389999389648438
2021-04-08,26.600000381469727
2021-04-09,27.290000915527344
2021-04-12,27.530000686645508
2021-04-13,27.299999237060547
2021-04-14,27.520000457763672
2021-04-15,26.43000030517578
2021-04-16,26.18000030517578
2021-04-19,26.229999542236328
2021-04-20,25.6200008392334
2021-04-21,26.09000015258789
2021-04-22,26.229999542236328
2021-04-23,28.0
2021-04-26,27.760000228881836
2021-04-27,28.25
2021-04-28,29.329999923706055
2021-04-29,29.540000915527344
2021-04-30,29.770000457763672
2021-05-03,30.239999771118164
2021-05-04,29.0
2021-05-05,29.489999771118164
2021-05-06,29.209999084472656
2021-05-07,29.549999237060547
2021-05-10,31.969999313354492
2021-05-11,31.209999084472656
2021-05-12,29.56999969482422
2021-05-13,30.219999313354492
2021-05-14,30.899999618530273
