,DWMC
2018-11-01,22.030000686645508
2018-11-02,22.030000686645508
2018-11-05,22.350000381469727
2018-11-06,22.350000381469727
2018-11-07,22.600000381469727
2018-11-08,22.520000457763672
2018-11-09,21.96299934387207
2018-11-12,21.600000381469727
2018-11-13,21.319000244140625
2018-11-14,21.040000915527344
2018-11-15,21.34000015258789
2018-11-16,21.350000381469727
2018-11-19,21.0
2018-11-20,20.5
2018-11-21,20.579999923706055
2018-11-23,21.0
2018-11-26,21.0
2018-11-27,21.0
2018-11-28,21.0
2018-11-29,21.0
2018-11-30,21.299999237060547
2018-12-03,21.299999237060547
2018-12-04,21.290000915527344
2018-12-06,20.3799991607666
2018-12-07,20.209999084472656
2018-12-10,19.989999771118164
2018-12-11,20.270000457763672
2018-12-12,20.48200035095215
2018-12-13,20.48200035095215
2018-12-14,19.81399917602539
2018-12-17,19.81399917602539
2018-12-18,18.979999542236328
2018-12-19,19.091999053955078
2018-12-20,18.110000610351562
2018-12-21,18.040000915527344
2018-12-24,18.040000915527344
2018-12-26,18.18000030517578
2018-12-27,18.18000030517578
2018-12-28,18.52899932861328
2018-12-31,18.52899932861328
2019-01-02,18.899999618530273
2019-01-03,18.520000457763672
2019-01-04,19.200000762939453
2019-01-07,19.200000762939453
2019-01-08,19.8799991607666
2019-01-09,19.770000457763672
2019-01-10,20.31999969482422
2019-01-11,20.329999923706055
2019-01-14,20.179000854492188
2019-01-15,20.100000381469727
2019-01-16,20.299999237060547
2019-01-17,20.299999237060547
2019-01-18,20.299999237060547
2019-01-22,20.299999237060547
2019-01-23,20.299999237060547
2019-01-24,20.41900062561035
2019-01-25,20.41900062561035
2019-01-28,20.41900062561035
2019-01-29,20.650999069213867
2019-01-30,20.650999069213867
2019-01-31,21.1200008392334
2019-02-01,21.049999237060547
2019-02-04,21.149999618530273
2019-02-05,21.288999557495117
2019-02-06,21.290000915527344
2019-02-07,20.95599937438965
2019-02-08,20.95599937438965
2019-02-11,21.077999114990234
2019-02-12,21.34000015258789
2019-02-13,21.34000015258789
2019-02-14,21.34000015258789
2019-02-15,21.586999893188477
2019-02-19,21.586999893188477
2019-02-20,21.899999618530273
2019-02-21,21.893999099731445
2019-02-22,22.149999618530273
2019-02-25,22.25
2019-02-26,22.299999237060547
2019-02-27,22.367000579833984
2019-02-28,22.367000579833984
2019-03-01,22.399999618530273
2019-03-04,22.200000762939453
2019-03-05,22.200000762939453
2019-03-06,21.90999984741211
2019-03-07,21.90999984741211
2019-03-08,21.65999984741211
2019-03-11,21.989999771118164
2019-03-12,22.0
2019-03-13,22.0
2019-03-14,22.0
2019-03-15,22.0
2019-03-18,22.208999633789062
2019-03-19,22.139999389648438
2019-03-20,22.280000686645508
2019-03-21,22.25
2019-03-22,22.25
2019-03-25,21.773000717163086
2019-03-26,21.773000717163086
2019-03-27,21.68199920654297
2019-03-28,21.68199920654297
2019-03-29,21.93400001525879
2019-04-01,21.926000595092773
2019-04-02,21.926000595092773
2019-04-03,21.926000595092773
2019-04-04,22.0
2019-04-05,22.0
2019-04-08,22.0
2019-04-09,22.1200008392334
2019-04-10,22.280000686645508
2019-04-11,22.329999923706055
2019-04-12,22.18899917602539
2019-04-15,22.18899917602539
2019-04-16,22.18899917602539
2019-04-17,21.74799919128418
2019-04-18,21.74799919128418
2019-04-22,21.75
2019-04-23,21.75
2019-04-24,22.0
2019-04-25,22.0
2019-04-26,22.195999145507812
2019-04-29,22.195999145507812
2019-04-30,22.200000762939453
2019-05-01,22.200000762939453
2019-05-02,22.200000762939453
2019-05-03,22.299999237060547
2019-05-06,22.299999237060547
2019-05-07,22.469999313354492
2019-05-08,22.440000534057617
2019-05-09,22.07900047302246
2019-05-10,22.53499984741211
2019-05-13,21.899999618530273
2019-05-14,21.899999618530273
2019-05-15,22.316999435424805
2019-05-16,22.316999435424805
2019-05-17,22.316999435424805
2019-05-20,22.246000289916992
2019-05-21,22.246000289916992
2019-05-22,22.246000289916992
2019-05-23,21.90999984741211
2019-05-24,22.100000381469727
2019-05-28,22.139999389648438
2019-05-29,21.969999313354492
2019-05-30,21.93000030517578
2019-05-31,21.610000610351562
2019-06-03,21.290000915527344
2019-06-04,21.290000915527344
2019-06-05,21.878000259399414
2019-06-06,21.735000610351562
2019-06-07,21.735000610351562
2019-06-10,21.735000610351562
2019-06-11,21.760000228881836
2019-06-12,21.910999298095703
2019-06-13,21.910999298095703
2019-06-14,22.1299991607666
2019-06-17,22.31999969482422
2019-06-18,22.540000915527344
2019-06-19,22.540000915527344
2019-06-20,22.920000076293945
2019-06-21,22.65999984741211
2019-06-24,22.399999618530273
2019-06-25,22.399999618530273
2019-06-26,22.399999618530273
2019-06-27,22.43899917602539
2019-06-28,22.43899917602539
2019-07-01,23.152999877929688
2019-07-02,23.152999877929688
2019-07-03,23.299999237060547
2019-07-05,23.299999237060547
2019-07-08,23.299999237060547
2019-07-09,23.299999237060547
2019-07-10,23.520000457763672
2019-07-11,23.450000762939453
2019-07-12,23.450000762939453
2019-07-15,23.420000076293945
2019-07-16,23.420000076293945
2019-07-17,23.440000534057617
2019-07-18,23.34000015258789
2019-07-19,23.3799991607666
2019-07-22,23.3799991607666
2019-07-23,23.3799991607666
2019-07-24,23.3799991607666
2019-07-25,23.26300048828125
2019-07-26,23.459999084472656
2019-07-29,23.239999771118164
2019-07-30,23.459999084472656
2019-07-31,23.739999771118164
2019-08-01,23.360000610351562
2019-08-02,22.780000686645508
2019-08-05,22.13800048828125
2019-08-06,22.238000869750977
2019-08-07,22.2189998626709
2019-08-08,22.2189998626709
2019-08-09,22.541000366210938
2019-08-12,22.27899932861328
2019-08-13,22.618000030517578
2019-08-14,22.25
2019-08-15,22.104000091552734
2019-08-16,22.42099952697754
2019-08-19,22.42099952697754
2019-08-20,22.7450008392334
2019-08-21,22.850000381469727
2019-08-22,23.1299991607666
2019-08-23,22.628000259399414
2019-08-26,22.440000534057617
2019-08-27,22.663999557495117
2019-08-28,22.663999557495117
2019-08-29,22.40999984741211
2019-08-30,22.1299991607666
2019-09-03,21.979999542236328
2019-09-04,21.858999252319336
2019-09-05,21.937000274658203
2019-09-06,21.937000274658203
2019-09-09,21.937000274658203
2019-09-10,21.25
2019-09-11,21.90999984741211
2019-09-12,22.06999969482422
2019-09-13,21.979999542236328
2019-09-16,21.979999542236328
2019-09-17,22.010000228881836
2019-09-18,22.01099967956543
2019-09-19,22.5
2019-09-20,21.988000869750977
2019-09-23,21.988000869750977
2019-09-24,22.030000686645508
2019-09-25,21.67799949645996
2019-09-26,21.70599937438965
2019-09-27,21.395999908447266
2019-09-30,21.540000915527344
2019-10-01,20.920000076293945
2019-10-02,20.579999923706055
2019-10-03,20.540000915527344
2019-10-04,21.007999420166016
2019-10-07,21.180999755859375
2019-10-08,20.950000762939453
2019-10-09,20.950000762939453
2019-10-10,20.714000701904297
2019-10-11,21.34000015258789
2019-10-14,21.34000015258789
2019-10-15,21.30699920654297
2019-10-16,21.308000564575195
2019-10-17,21.308000564575195
2019-10-18,21.43899917602539
2019-10-21,21.549999237060547
2019-10-22,21.520000457763672
2019-10-23,21.466999053955078
2019-10-24,21.533000946044922
2019-10-25,21.517000198364258
2019-10-28,21.5
2019-10-29,21.719999313354492
2019-10-30,21.6200008392334
2019-10-31,21.6200008392334
2019-11-01,21.716999053955078
2019-11-04,21.90999984741211
2019-11-05,21.98699951171875
2019-11-06,22.0
2019-11-07,22.079999923706055
2019-11-08,22.06999969482422
2019-11-11,22.06999969482422
2019-11-12,22.319000244140625
2019-11-13,22.275999069213867
2019-11-14,22.410999298095703
2019-11-15,22.350000381469727
2019-11-18,22.510000228881836
2019-11-19,22.44499969482422
2019-11-20,22.454999923706055
2019-11-21,22.697999954223633
2019-11-22,22.485000610351562
2019-11-25,22.7450008392334
2019-11-26,23.059999465942383
2019-11-27,23.184999465942383
2019-11-29,23.184999465942383
2019-12-02,23.020000457763672
2019-12-03,22.989999771118164
2019-12-04,23.329999923706055
2019-12-05,23.329999923706055
2019-12-06,23.485000610351562
2019-12-09,23.4950008392334
2019-12-10,23.479999542236328
2019-12-11,23.364999771118164
2019-12-12,23.594999313354492
2019-12-13,23.475000381469727
2019-12-16,23.584999084472656
2019-12-17,23.665000915527344
2019-12-18,23.764999389648438
2019-12-19,23.7450008392334
2019-12-20,23.774999618530273
2019-12-23,23.81999969482422
2019-12-24,23.924999237060547
2019-12-26,24.09600067138672
2019-12-27,23.9950008392334
2019-12-30,23.825000762939453
2019-12-31,23.94499969482422
2020-01-02,23.729999542236328
2020-01-03,23.760000228881836
2020-01-06,23.81999969482422
2020-01-07,23.805999755859375
2020-01-08,24.024999618530273
2020-01-09,23.899999618530273
2020-01-10,24.106000900268555
2020-01-13,24.110000610351562
2020-01-14,24.024999618530273
2020-01-15,24.020000457763672
2020-01-16,24.020000457763672
2020-01-17,24.399999618530273
2020-01-21,24.3700008392334
2020-01-22,24.34000015258789
2020-01-23,24.34000015258789
2020-01-24,24.25
2020-01-27,23.940000534057617
2020-01-28,24.014999389648438
2020-01-29,24.014999389648438
2020-01-30,23.832000732421875
2020-01-31,23.832000732421875
2020-02-03,23.545000076293945
2020-02-04,23.895000457763672
2020-02-05,23.989999771118164
2020-02-06,24.020000457763672
2020-02-07,23.815000534057617
2020-02-10,23.860000610351562
2020-02-11,23.760000228881836
2020-02-12,24.040000915527344
2020-02-13,24.165000915527344
2020-02-14,24.059999465942383
2020-02-18,24.049999237060547
2020-02-19,24.25
2020-02-20,24.565000534057617
2020-02-21,24.475000381469727
2020-02-24,23.790000915527344
2020-02-25,23.1299991607666
2020-02-26,23.114999771118164
2020-02-27,22.530000686645508
2020-02-28,21.643999099731445
2020-03-02,21.770000457763672
2020-03-03,22.014999389648438
2020-03-04,22.014999389648438
2020-03-05,21.725000381469727
2020-03-06,21.184999465942383
2020-03-09,19.138999938964844
2020-03-10,19.413999557495117
2020-03-11,18.165000915527344
2020-03-12,17.1299991607666
2020-03-13,16.39699935913086
2020-03-16,14.8100004196167
2020-03-17,15.170000076293945
2020-03-18,13.460000038146973
2020-03-19,14.265000343322754
2020-03-20,14.09000015258789
2020-03-23,13.614999771118164
2020-03-24,14.8100004196167
2020-03-25,14.960000038146973
2020-03-26,16.075000762939453
2020-03-27,15.90999984741211
2020-03-30,15.86400032043457
2020-03-31,15.982999801635742
2020-04-01,16.21500015258789
2020-04-02,15.045000076293945
2020-04-03,14.744999885559082
2020-04-06,15.489999771118164
2020-04-07,15.675000190734863
2020-04-08,16.594999313354492
2020-04-09,17.1200008392334
2020-04-13,17.114999771118164
2020-04-14,17.141000747680664
2020-04-15,17.141000747680664
2020-04-16,16.937000274658203
2020-04-17,17.114999771118164
2020-04-20,17.1299991607666
2020-04-21,17.02199935913086
2020-04-22,17.117000579833984
2020-04-23,17.117000579833984
2020-04-24,17.135000228881836
2020-04-27,18.059999465942383
2020-04-28,18.059999465942383
2020-04-29,18.65999984741211
2020-04-30,18.354000091552734
2020-05-01,17.672000885009766
2020-05-04,17.8700008392334
2020-05-05,17.8700008392334
2020-05-06,18.697999954223633
2020-05-07,18.867000579833984
2020-05-08,19.336000442504883
2020-05-11,19.589000701904297
2020-05-12,19.09000015258789
2020-05-13,18.392000198364258
2020-05-14,18.391000747680664
2020-05-15,18.660999298095703
2020-05-18,19.441999435424805
2020-05-19,19.30299949645996
2020-05-20,19.790000915527344
2020-05-21,19.790000915527344
2020-05-22,19.934999465942383
2020-05-26,20.165000915527344
2020-05-27,20.472999572753906
2020-05-28,20.472999572753906
2020-05-29,20.389999389648438
2020-06-01,20.30699920654297
2020-06-02,20.719999313354492
2020-06-03,20.8799991607666
2020-06-04,20.594999313354492
2020-06-05,20.85099983215332
2020-06-08,21.138999938964844
2020-06-09,21.027000427246094
2020-06-10,21.027000427246094
2020-06-11,19.57200050354004
2020-06-12,19.57200050354004
2020-06-15,20.469999313354492
2020-06-16,20.469999313354492
2020-06-17,20.788999557495117
2020-06-18,20.788999557495117
2020-06-19,21.016000747680664
2020-06-22,21.104999542236328
2020-06-23,21.399999618530273
2020-06-24,20.850000381469727
2020-06-25,21.027999877929688
2020-06-26,20.4060001373291
2020-06-29,20.4060001373291
2020-06-30,20.889999389648438
2020-07-01,21.003999710083008
2020-07-02,20.910999298095703
2020-07-06,20.910999298095703
2020-07-07,21.06800079345703
2020-07-08,21.26099967956543
2020-07-09,21.26099967956543
2020-07-10,21.23900032043457
2020-07-13,21.440000534057617
2020-07-14,20.825000762939453
2020-07-15,21.3799991607666
2020-07-16,21.020000457763672
2020-07-17,21.0
2020-07-20,21.0
2020-07-21,21.780000686645508
2020-07-22,21.815000534057617
2020-07-23,21.815000534057617
2020-07-24,21.815000534057617
2020-07-27,21.59000015258789
2020-07-28,21.357999801635742
2020-07-29,21.479999542236328
2020-07-30,21.520000457763672
2020-07-31,21.520000457763672
2020-08-03,21.520000457763672
2020-08-04,21.520000457763672
2020-08-05,21.520000457763672
2020-08-06,22.559999465942383
2020-08-07,22.559999465942383
2020-08-10,22.709999084472656
2020-08-11,22.709999084472656
2020-08-12,22.780000686645508
2020-08-13,22.780000686645508
2020-08-14,22.676000595092773
2020-08-17,23.051000595092773
2020-08-18,22.7549991607666
2020-08-19,23.03499984741211
2020-08-20,23.03499984741211
2020-08-21,23.03499984741211
2020-08-24,23.03499984741211
2020-08-25,22.635000228881836
2020-08-26,22.635000228881836
2020-08-27,22.635000228881836
2020-08-28,22.635000228881836
2020-08-31,22.334999084472656
2020-09-01,22.334999084472656
2020-09-02,22.334999084472656
2020-09-03,21.93000030517578
2020-09-04,21.93000030517578
2020-09-08,21.93000030517578
2020-09-09,21.440000534057617
2020-09-10,21.440000534057617
2020-09-11,21.440000534057617
2020-09-14,21.440000534057617
2020-09-15,21.440000534057617
2020-09-16,21.440000534057617
2020-09-17,21.829999923706055
2020-09-18,21.829999923706055
2020-09-21,21.829999923706055
2020-09-22,21.829999923706055
2020-09-23,20.989999771118164
2020-09-24,20.78700065612793
2020-09-25,20.78700065612793
2020-09-28,20.78700065612793
2020-09-29,20.78700065612793
2020-09-30,20.78700065612793
2020-10-01,20.78700065612793
2020-10-02,20.78700065612793
2020-10-05,20.78700065612793
2020-10-06,22.840999603271484
2020-10-07,23.395000457763672
2020-10-08,23.395000457763672
2020-10-09,23.81100082397461
2020-10-12,23.81100082397461
2020-10-13,23.81100082397461
2020-10-14,23.81100082397461
2020-10-15,23.81100082397461
2020-10-16,23.719999313354492
2020-10-19,23.381000518798828
2020-10-20,23.381000518798828
2020-10-21,23.3799991607666
2020-10-22,23.3799991607666
2020-10-23,23.34000015258789
2020-10-26,23.34000015258789
2020-10-27,22.959999084472656
2020-10-28,22.959999084472656
2020-10-29,22.959999084472656
2020-10-30,22.0
2020-11-02,22.0
2020-11-03,22.0
2020-11-04,23.253999710083008
2020-11-05,24.086999893188477
2020-11-06,24.0
2020-11-09,24.0
2020-11-10,24.0
2020-11-11,23.979000091552734
2020-11-12,23.979000091552734
2020-11-13,24.229999542236328
2020-11-16,24.459999084472656
2020-11-17,24.459999084472656
2020-11-18,24.440000534057617
2020-11-19,24.440000534057617
2020-11-20,24.75
2020-11-23,25.413000106811523
2020-11-24,25.84000015258789
2020-11-25,25.84000015258789
2020-11-27,25.670000076293945
2020-11-30,25.670000076293945
2020-12-01,26.06999969482422
2020-12-02,25.799999237060547
2020-12-03,25.81999969482422
2020-12-04,25.81999969482422
2020-12-07,26.3799991607666
2020-12-08,26.3799991607666
2020-12-09,26.3439998626709
2020-12-10,26.69499969482422
2020-12-11,26.69499969482422
2020-12-14,26.69499969482422
2020-12-15,27.2450008392334
2020-12-16,27.440000534057617
2020-12-17,28.030000686645508
2020-12-18,28.030000686645508
2020-12-21,28.59600067138672
2020-12-22,29.475000381469727
2020-12-23,29.350000381469727
2020-12-24,29.350000381469727
2020-12-28,29.350000381469727
2020-12-29,28.259000778198242
2020-12-30,28.259000778198242
2020-12-31,28.259000778198242
2021-01-04,28.344999313354492
2021-01-05,28.344999313354492
2021-01-06,29.91900062561035
2021-01-07,29.91900062561035
2021-01-08,31.594999313354492
2021-01-11,31.18000030517578
2021-01-12,32.03300094604492
2021-01-13,32.16999816894531
2021-01-14,32.82099914550781
2021-01-15,32.051998138427734
2021-01-19,33.060001373291016
2021-01-20,33.439998626708984
2021-01-21,33.29999923706055
2021-01-22,33.941001892089844
2021-01-25,33.957000732421875
2021-01-26,33.62300109863281
2021-01-27,32.09000015258789
2021-01-28,32.61000061035156
2021-01-29,32.0
2021-02-01,33.19300079345703
2021-02-02,33.95000076293945
2021-02-03,34.43000030517578
2021-02-04,35.733001708984375
2021-02-05,36.52000045776367
2021-02-08,37.900001525878906
2021-02-09,38.69499969482422
2021-02-10,38.220001220703125
2021-02-11,37.529998779296875
2021-02-12,39.720001220703125
2021-02-16,38.869998931884766
2021-02-17,38.349998474121094
2021-02-18,37.5
2021-02-19,38.36000061035156
2021-02-22,37.58000183105469
2021-02-23,36.08700180053711
2021-02-24,37.28499984741211
2021-02-25,35.33000183105469
2021-02-26,35.38999938964844
2021-03-01,37.25
2021-03-02,36.733001708984375
2021-03-03,35.790000915527344
2021-03-04,32.47999954223633
2021-03-05,32.46699905395508
2021-03-08,32.63999938964844
2021-03-09,34.540000915527344
2021-03-10,35.130001068115234
2021-03-11,36.2599983215332
2021-03-12,36.63999938964844
2021-03-15,37.018001556396484
2021-03-16,35.814998626708984
2021-03-17,36.64500045776367
2021-03-18,36.279998779296875
2021-03-19,35.56100082397461
2021-03-22,35.96500015258789
2021-03-23,33.79999923706055
2021-03-24,33.61000061035156
2021-03-25,33.137001037597656
2021-03-26,33.59000015258789
2021-03-29,32.349998474121094
2021-03-30,32.994998931884766
2021-03-31,34.150001525878906
2021-04-01,34.95000076293945
2021-04-05,35.79199981689453
2021-04-06,35.584999084472656
2021-04-07,34.86000061035156
2021-04-08,35.819000244140625
2021-04-09,35.75
2021-04-12,35.45899963378906
2021-04-13,35.369998931884766
2021-04-14,35.63999938964844
2021-04-15,35.095001220703125
2021-04-16,34.66999816894531
2021-04-19,34.18000030517578
2021-04-20,32.95500183105469
2021-04-21,33.91999816894531
2021-04-22,34.29999923706055
2021-04-23,35.013999938964844
2021-04-26,35.709999084472656
2021-04-27,36.025001525878906
2021-04-28,36.03499984741211
2021-04-29,35.90999984741211
2021-04-30,35.83000183105469
2021-05-03,35.97999954223633
2021-05-04,35.446998596191406
2021-05-05,35.70000076293945
2021-05-06,35.68000030517578
2021-05-07,36.244998931884766
2021-05-10,36.290000915527344
2021-05-11,34.84000015258789
2021-05-12,34.099998474121094
2021-05-13,34.0880012512207
2021-05-14,34.999000549316406
