,BIS
2014-03-10,300.3999938964844
2014-03-11,303.3999938964844
2014-03-12,296.79998779296875
2014-03-13,313.20001220703125
2014-03-14,316.0
2014-03-17,311.20001220703125
2014-03-18,293.6000061035156
2014-03-19,299.79998779296875
2014-03-20,304.79998779296875
2014-03-21,331.79998779296875
2014-03-24,351.3999938964844
2014-03-25,350.3999938964844
2014-03-26,362.79998779296875
2014-03-27,360.0
2014-03-28,379.6000061035156
2014-03-31,356.3999938964844
2014-04-01,339.6000061035156
2014-04-02,341.20001220703125
2014-04-03,359.3999938964844
2014-04-04,388.0
2014-04-07,383.0
2014-04-08,386.3999938964844
2014-04-09,356.0
2014-04-10,396.3999938964844
2014-04-11,416.79998779296875
2014-04-14,418.79998779296875
2014-04-15,410.0
2014-04-16,391.0
2014-04-17,391.0
2014-04-21,375.0
2014-04-22,349.3999938964844
2014-04-23,361.20001220703125
2014-04-24,365.79998779296875
2014-04-25,382.6000061035156
2014-04-28,385.79998779296875
2014-04-29,364.3999938964844
2014-04-30,362.20001220703125
2014-05-01,355.3999938964844
2014-05-02,364.6000061035156
2014-05-05,352.20001220703125
2014-05-06,363.3999938964844
2014-05-07,368.6000061035156
2014-05-08,382.20001220703125
2014-05-09,372.0
2014-05-12,353.20001220703125
2014-05-13,357.79998779296875
2014-05-14,355.0
2014-05-15,362.3999938964844
2014-05-16,364.6000061035156
2014-05-19,353.6000061035156
2014-05-20,363.6000061035156
2014-05-21,359.79998779296875
2014-05-22,346.6000061035156
2014-05-23,345.0
2014-05-27,326.20001220703125
2014-05-28,329.3999938964844
2014-05-29,329.0
2014-05-30,328.6000061035156
2014-06-02,328.6000061035156
2014-06-03,326.0
2014-06-04,318.3999938964844
2014-06-05,314.3999938964844
2014-06-06,311.6000061035156
2014-06-09,306.0
2014-06-10,303.6000061035156
2014-06-11,304.79998779296875
2014-06-12,307.0
2014-06-13,308.20001220703125
2014-06-16,306.0
2014-06-17,307.20001220703125
2014-06-18,302.3999938964844
2014-06-19,300.6000061035156
2014-06-20,288.3999938964844
2014-06-23,295.0
2014-06-24,289.0
2014-06-25,272.0
2014-06-26,286.0
2014-06-27,285.20001220703125
2014-06-30,284.79998779296875
2014-07-01,269.20001220703125
2014-07-02,267.79998779296875
2014-07-03,265.6000061035156
2014-07-07,278.6000061035156
2014-07-08,289.3999938964844
2014-07-09,284.6000061035156
2014-07-10,286.3999938964844
2014-07-11,283.0
2014-07-14,280.0
2014-07-15,293.3999938964844
2014-07-16,300.6000061035156
2014-07-17,314.6000061035156
2014-07-18,295.6000061035156
2014-07-21,294.3999938964844
2014-07-22,287.79998779296875
2014-07-23,275.3999938964844
2014-07-24,283.20001220703125
2014-07-25,285.0
2014-07-28,291.0
2014-07-29,284.20001220703125
2014-07-30,278.79998779296875
2014-07-31,293.0
2014-08-01,293.79998779296875
2014-08-04,289.3999938964844
2014-08-05,290.79998779296875
2014-08-06,290.0
2014-08-07,298.3999938964844
2014-08-08,290.6000061035156
2014-08-11,286.79998779296875
2014-08-12,289.0
2014-08-13,277.20001220703125
2014-08-14,269.0
2014-08-15,264.6000061035156
2014-08-18,259.20001220703125
2014-08-19,256.0
2014-08-20,257.79998779296875
2014-08-21,262.20001220703125
2014-08-22,259.0
2014-08-25,246.0
2014-08-26,239.60000610351562
2014-08-27,241.8000030517578
2014-08-28,243.60000610351562
2014-08-29,239.39999389648438
2014-09-02,239.39999389648438
2014-09-03,240.1999969482422
2014-09-04,248.39999389648438
2014-09-05,249.0
2014-09-08,244.39999389648438
2014-09-09,250.60000610351562
2014-09-10,241.0
2014-09-11,243.0
2014-09-12,250.0
2014-09-15,257.0
2014-09-16,247.60000610351562
2014-09-17,243.1999969482422
2014-09-18,239.39999389648438
2014-09-19,239.60000610351562
2014-09-22,244.1999969482422
2014-09-23,245.1999969482422
2014-09-24,231.8000030517578
2014-09-25,240.8000030517578
2014-09-26,235.8000030517578
2014-09-29,236.8000030517578
2014-09-30,240.8000030517578
2014-10-01,247.8000030517578
2014-10-02,249.39999389648438
2014-10-03,237.60000610351562
2014-10-06,242.8000030517578
2014-10-07,252.39999389648438
2014-10-08,237.8000030517578
2014-10-09,249.0
2014-10-10,259.3999938964844
2014-10-13,270.0
2014-10-14,273.3999938964844
2014-10-15,271.20001220703125
2014-10-16,261.3999938964844
2014-10-17,253.1999969482422
2014-10-20,244.8000030517578
2014-10-21,229.1999969482422
2014-10-22,232.1999969482422
2014-10-23,220.1999969482422
2014-10-24,212.0
2014-10-27,209.39999389648438
2014-10-28,204.0
2014-10-29,208.8000030517578
2014-10-30,200.1999969482422
2014-10-31,200.0
2014-11-03,200.1999969482422
2014-11-04,204.1999969482422
2014-11-05,210.60000610351562
2014-11-06,204.0
2014-11-07,208.67999267578125
2014-11-10,201.39999389648438
2014-11-11,200.0800018310547
2014-11-12,199.9600067138672
2014-11-13,202.55999755859375
2014-11-14,211.0
2014-11-17,209.55999755859375
2014-11-18,200.9600067138672
2014-11-19,201.44000244140625
2014-11-20,202.16000366210938
2014-11-21,201.1999969482422
2014-11-24,193.9600067138672
2014-11-25,194.55999755859375
2014-11-26,189.1199951171875
2014-11-28,188.47999572753906
2014-12-01,193.0
2014-12-02,185.0399932861328
2014-12-03,183.0399932861328
2014-12-04,185.60000610351562
2014-12-05,182.83999633789062
2014-12-08,176.60000610351562
2014-12-09,175.52000427246094
2014-12-10,182.44000244140625
2014-12-11,180.47999572753906
2014-12-12,184.44000244140625
2014-12-15,195.39999389648438
2014-12-16,200.1999969482422
2014-12-17,186.83999633789062
2014-12-18,174.27999877929688
2014-12-19,170.24000549316406
2014-12-22,179.44000244140625
2014-12-23,196.0
2014-12-24,189.0399932861328
2014-12-26,180.8000030517578
2014-12-29,178.75999450683594
2014-12-30,183.32000732421875
2014-12-31,184.0
2015-01-02,180.75999450683594
2015-01-05,181.36000061035156
2015-01-06,187.75999450683594
2015-01-07,173.8800048828125
2015-01-08,170.60000610351562
2015-01-09,171.9199981689453
2015-01-12,170.0
2015-01-13,169.8800048828125
2015-01-14,169.47999572753906
2015-01-15,178.0800018310547
2015-01-16,166.55999755859375
2015-01-20,160.9600067138672
2015-01-21,164.83999633789062
2015-01-22,162.55999755859375
2015-01-23,160.8800048828125
2015-01-26,155.9600067138672
2015-01-27,157.72000122070312
2015-01-28,164.0800018310547
2015-01-29,160.63999938964844
2015-01-30,161.47999572753906
2015-02-02,163.75999450683594
2015-02-03,164.9199981689453
2015-02-04,171.0399932861328
2015-02-05,162.75999450683594
2015-02-06,166.8800048828125
2015-02-09,169.44000244140625
2015-02-10,164.36000061035156
2015-02-11,165.1999969482422
2015-02-12,161.67999267578125
2015-02-13,158.67999267578125
2015-02-17,155.47999572753906
2015-02-18,153.0399932861328
2015-02-19,150.47999572753906
2015-02-20,146.9600067138672
2015-02-23,145.39999389648438
2015-02-24,147.55999755859375
2015-02-25,143.8800048828125
2015-02-26,142.9199981689453
2015-02-27,145.55999755859375
2015-03-02,143.47999572753906
2015-03-03,144.72000122070312
2015-03-04,143.0399932861328
2015-03-05,136.52000427246094
2015-03-06,140.67999267578125
2015-03-09,140.1999969482422
2015-03-10,141.32000732421875
2015-03-11,140.63999938964844
2015-03-12,138.67999267578125
2015-03-13,138.1999969482422
2015-03-16,131.63999938964844
2015-03-17,129.67999267578125
2015-03-18,128.32000732421875
2015-03-19,123.23999786376953
2015-03-20,122.55999755859375
2015-03-23,127.76000213623047
2015-03-24,129.55999755859375
2015-03-25,138.9600067138672
2015-03-26,140.63999938964844
2015-03-27,135.16000366210938
2015-03-30,131.9600067138672
2015-03-31,138.0
2015-04-01,140.27999877929688
2015-04-02,140.8800048828125
2015-04-06,141.63999938964844
2015-04-07,138.9600067138672
2015-04-08,130.8000030517578
2015-04-09,129.75999450683594
2015-04-10,126.5999984741211
2015-04-13,126.27999877929688
2015-04-14,126.91999816894531
2015-04-15,124.36000061035156
2015-04-16,124.0
2015-04-17,127.4800033569336
2015-04-20,126.44000244140625
2015-04-21,121.55999755859375
2015-04-22,122.16000366210938
2015-04-23,119.4000015258789
2015-04-24,122.0
2015-04-27,132.1199951171875
2015-04-28,135.24000549316406
2015-04-29,135.1199951171875
2015-04-30,143.63999938964844
2015-05-01,135.24000549316406
2015-05-04,134.0800018310547
2015-05-05,139.55999755859375
2015-05-06,136.9199981689453
2015-05-07,134.55999755859375
2015-05-08,128.47999572753906
2015-05-11,128.24000549316406
2015-05-12,128.55999755859375
2015-05-13,129.0
2015-05-14,125.68000030517578
2015-05-15,125.4000015258789
2015-05-18,122.4800033569336
2015-05-19,122.12000274658203
2015-05-20,120.0
2015-05-21,120.27999877929688
2015-05-22,119.5999984741211
2015-05-26,121.91999816894531
2015-05-27,117.5999984741211
2015-05-28,118.80000305175781
2015-05-29,118.91999816894531
2015-06-01,119.0
2015-06-02,119.80000305175781
2015-06-03,118.87999725341797
2015-06-04,120.19999694824219
2015-06-05,117.4800033569336
2015-06-08,119.0
2015-06-09,121.5199966430664
2015-06-10,118.31999969482422
2015-06-11,116.5199966430664
2015-06-12,119.4000015258789
2015-06-15,119.5199966430664
2015-06-16,119.08000183105469
2015-06-17,117.63999938964844
2015-06-18,110.4800033569336
2015-06-19,110.63999938964844
2015-06-22,107.23999786376953
2015-06-23,107.08000183105469
2015-06-24,110.44000244140625
2015-06-25,111.31999969482422
2015-06-26,113.0
2015-06-29,120.31999969482422
2015-06-30,114.87999725341797
2015-07-01,114.31999969482422
2015-07-02,114.19999694824219
2015-07-06,112.72000122070312
2015-07-07,112.36000061035156
2015-07-08,118.4800033569336
2015-07-09,115.76000213623047
2015-07-10,112.27999877929688
2015-07-13,108.4000015258789
2015-07-14,103.36000061035156
2015-07-15,101.68000030517578
2015-07-16,99.27999877929688
2015-07-17,98.19999694824219
2015-07-20,97.91999816894531
2015-07-21,99.16000366210938
2015-07-22,99.72000122070312
2015-07-23,100.19999694824219
2015-07-24,108.23999786376953
2015-07-27,110.4000015258789
2015-07-28,105.23999786376953
2015-07-29,107.87999725341797
2015-07-30,107.5199966430664
2015-07-31,105.12000274658203
2015-08-03,105.19999694824219
2015-08-04,104.36000061035156
2015-08-05,103.08000183105469
2015-08-06,111.68000030517578
2015-08-07,112.76000213623047
2015-08-10,111.08000183105469
2015-08-11,113.5199966430664
2015-08-12,111.80000305175781
2015-08-13,114.19999694824219
2015-08-14,115.31999969482422
2015-08-17,110.31999969482422
2015-08-18,112.36000061035156
2015-08-19,114.0
2015-08-20,123.4000015258789
2015-08-21,131.0
2015-08-24,143.1999969482422
2015-08-25,142.27999877929688
2015-08-26,127.87999725341797
2015-08-27,121.91999816894531
2015-08-28,119.4000015258789
2015-08-31,126.95999908447266
2015-09-01,132.8800048828125
2015-09-02,123.44000244140625
2015-09-03,128.55999755859375
2015-09-04,129.0399932861328
2015-09-08,118.63999938964844
2015-09-09,123.4800033569336
2015-09-10,118.76000213623047
2015-09-11,116.0
2015-09-14,116.72000122070312
2015-09-15,114.80000305175781
2015-09-16,115.55999755859375
2015-09-17,110.91999816894531
2015-09-18,114.27999877929688
2015-09-21,124.76000213623047
2015-09-22,128.52000427246094
2015-09-23,130.0399932861328
2015-09-24,135.39999389648438
2015-09-25,149.0800018310547
2015-09-28,167.9199981689453
2015-09-29,168.8800048828125
2015-09-30,154.1999969482422
2015-10-01,150.75999450683594
2015-10-02,141.44000244140625
2015-10-05,143.0
2015-10-06,153.75999450683594
2015-10-07,147.44000244140625
2015-10-08,148.32000732421875
2015-10-09,146.39999389648438
2015-10-12,146.52000427246094
2015-10-13,155.72000122070312
2015-10-14,153.24000549316406
2015-10-15,139.60000610351562
2015-10-16,139.8000030517578
2015-10-19,138.0800018310547
2015-10-20,146.9199981689453
2015-10-21,148.72000122070312
2015-10-22,146.9600067138672
2015-10-23,137.0800018310547
2015-10-26,136.1999969482422
2015-10-27,127.76000213623047
2015-10-28,124.5199966430664
2015-10-29,126.4800033569336
2015-10-30,128.8800048828125
2015-11-02,119.0
2015-11-03,118.76000213623047
2015-11-04,119.4800033569336
2015-11-05,123.68000030517578
2015-11-06,124.5199966430664
2015-11-09,124.5199966430664
2015-11-10,123.36000061035156
2015-11-11,126.95999908447266
2015-11-12,132.39999389648438
2015-11-13,129.52000427246094
2015-11-16,128.67999267578125
2015-11-17,125.04000091552734
2015-11-18,117.80000305175781
2015-11-19,121.27999877929688
2015-11-20,121.4000015258789
2015-11-23,119.5999984741211
2015-11-24,119.68000030517578
2015-11-25,117.4000015258789
2015-11-27,116.16000366210938
2015-11-30,120.23999786376953
2015-12-01,119.0
2015-12-02,120.76000213623047
2015-12-03,129.32000732421875
2015-12-04,121.4000015258789
2015-12-07,126.83999633789062
2015-12-08,122.04000091552734
2015-12-09,125.76000213623047
2015-12-10,122.72000122070312
2015-12-11,129.8000030517578
2015-12-14,129.16000366210938
2015-12-15,121.76000213623047
2015-12-16,116.19999694824219
2015-12-17,119.63999938964844
2015-12-18,121.23999786376953
2015-12-21,119.76000213623047
2015-12-22,119.5999984741211
2015-12-23,115.19999694824219
2015-12-24,114.31999969482422
2015-12-28,116.16000366210938
2015-12-29,111.95999908447266
2015-12-30,113.36000061035156
2015-12-31,114.83999633789062
2016-01-04,122.19999694824219
2016-01-05,122.68000030517578
2016-01-06,127.19999694824219
2016-01-07,137.75999450683594
2016-01-08,142.9199981689453
2016-01-11,152.44000244140625
2016-01-12,147.83999633789062
2016-01-13,163.60000610351562
2016-01-14,151.0
2016-01-15,158.16000366210938
2016-01-19,165.39999389648438
2016-01-20,156.55999755859375
2016-01-21,163.36000061035156
2016-01-22,153.1199951171875
2016-01-25,157.75999450683594
2016-01-26,159.1999969482422
2016-01-27,168.9600067138672
2016-01-28,181.0399932861328
2016-01-29,176.47999572753906
2016-02-01,174.27999877929688
2016-02-02,184.44000244140625
2016-02-03,180.0399932861328
2016-02-04,179.0800018310547
2016-02-05,190.0399932861328
2016-02-08,202.67999267578125
2016-02-09,202.36000061035156
2016-02-10,199.36000061035156
2016-02-11,210.9199981689453
2016-02-12,196.47999572753906
2016-02-16,184.9600067138672
2016-02-17,173.63999938964844
2016-02-18,182.52000427246094
2016-02-19,179.47999572753906
2016-02-22,176.67999267578125
2016-02-23,184.9600067138672
2016-02-24,183.24000549316406
2016-02-25,182.52000427246094
2016-02-26,179.52000427246094
2016-02-29,189.1199951171875
2016-03-01,173.39999389648438
2016-03-02,169.44000244140625
2016-03-03,173.63999938964844
2016-03-04,175.60000610351562
2016-03-07,166.83999633789062
2016-03-08,178.60000610351562
2016-03-09,182.52000427246094
2016-03-10,185.75999450683594
2016-03-11,175.9600067138672
2016-03-14,176.0
2016-03-15,189.8000030517578
2016-03-16,191.32000732421875
2016-03-17,196.1999969482422
2016-03-18,189.47999572753906
2016-03-21,182.1199951171875
2016-03-22,172.75999450683594
2016-03-23,183.9199981689453
2016-03-24,182.0
2016-03-28,186.8800048828125
2016-03-29,179.75999450683594
2016-03-30,182.27999877929688
2016-03-31,174.24000549316406
2016-04-01,164.52000427246094
2016-04-04,161.44000244140625
2016-04-05,162.39999389648438
2016-04-06,143.32000732421875
2016-04-07,147.8000030517578
2016-04-08,151.27999877929688
2016-04-11,156.16000366210938
2016-04-12,152.8000030517578
2016-04-13,146.9600067138672
2016-04-14,146.9199981689453
2016-04-15,147.60000610351562
2016-04-18,142.8000030517578
2016-04-19,148.47999572753906
2016-04-20,148.44000244140625
2016-04-21,139.75999450683594
2016-04-22,139.44000244140625
2016-04-25,141.47999572753906
2016-04-26,145.63999938964844
2016-04-27,150.0
2016-04-28,152.24000549316406
2016-04-29,160.44000244140625
2016-05-02,156.83999633789062
2016-05-03,162.72000122070312
2016-05-04,172.44000244140625
2016-05-05,170.8800048828125
2016-05-06,176.0399932861328
2016-05-09,167.24000549316406
2016-05-10,164.0399932861328
2016-05-11,174.16000366210938
2016-05-12,180.0
2016-05-13,177.0399932861328
2016-05-16,166.1999969482422
2016-05-17,169.27999877929688
2016-05-18,164.47999572753906
2016-05-19,169.0
2016-05-20,162.32000732421875
2016-05-23,160.27999877929688
2016-05-24,153.16000366210938
2016-05-25,149.67999267578125
2016-05-26,151.1999969482422
2016-05-27,148.0399932861328
2016-05-31,144.1999969482422
2016-06-01,142.9600067138672
2016-06-02,137.44000244140625
2016-06-03,141.9199981689453
2016-06-06,137.67999267578125
2016-06-07,144.55999755859375
2016-06-08,144.75999450683594
2016-06-09,150.16000366210938
2016-06-10,156.55999755859375
2016-06-13,160.60000610351562
2016-06-14,162.75999450683594
2016-06-15,162.52000427246094
2016-06-16,163.1199951171875
2016-06-17,170.0399932861328
2016-06-20,166.9199981689453
2016-06-21,171.83999633789062
2016-06-22,169.8000030517578
2016-06-23,162.52000427246094
2016-06-24,178.72000122070312
2016-06-27,189.55999755859375
2016-06-28,175.0800018310547
2016-06-29,167.47999572753906
2016-06-30,166.44000244140625
2016-07-01,159.1199951171875
2016-07-05,161.9600067138672
2016-07-06,154.83999633789062
2016-07-07,152.44000244140625
2016-07-08,148.75999450683594
2016-07-11,149.27999877929688
2016-07-12,147.27999877929688
2016-07-13,152.36000061035156
2016-07-14,151.16000366210938
2016-07-15,147.0800018310547
2016-07-18,145.52000427246094
2016-07-19,149.39999389648438
2016-07-20,141.9199981689453
2016-07-21,138.24000549316406
2016-07-22,137.8800048828125
2016-07-25,136.39999389648438
2016-07-26,138.47999572753906
2016-07-27,131.60000610351562
2016-07-28,131.0399932861328
2016-07-29,129.24000549316406
2016-08-01,124.95999908447266
2016-08-02,124.5999984741211
2016-08-03,121.87999725341797
2016-08-04,123.4800033569336
2016-08-05,122.27999877929688
2016-08-08,124.83999633789062
2016-08-09,124.4800033569336
2016-08-10,129.44000244140625
2016-08-11,126.4800033569336
2016-08-12,126.19999694824219
2016-08-15,123.5999984741211
2016-08-16,127.19999694824219
2016-08-17,127.19999694824219
2016-08-18,126.4000015258789
2016-08-19,127.80000305175781
2016-08-22,122.80000305175781
2016-08-23,122.5999984741211
2016-08-24,130.8000030517578
2016-08-25,133.75999450683594
2016-08-26,131.67999267578125
2016-08-29,132.8800048828125
2016-08-30,133.52000427246094
2016-08-31,135.72000122070312
2016-09-01,135.32000732421875
2016-09-02,136.0800018310547
2016-09-06,132.55999755859375
2016-09-07,130.8000030517578
2016-09-08,128.9600067138672
2016-09-09,137.1199951171875
2016-09-12,128.75999450683594
2016-09-13,133.0
2016-09-14,129.8800048828125
2016-09-15,126.08000183105469
2016-09-16,124.72000122070312
2016-09-19,124.72000122070312
2016-09-20,121.31999969482422
2016-09-21,119.68000030517578
2016-09-22,117.72000122070312
2016-09-23,119.27999877929688
2016-09-26,122.16000366210938
2016-09-27,119.4800033569336
2016-09-28,121.68000030517578
2016-09-29,128.9600067138672
2016-09-30,126.4800033569336
2016-10-03,125.80000305175781
2016-10-04,126.87999725341797
2016-10-05,124.4800033569336
2016-10-06,130.0399932861328
2016-10-07,130.27999877929688
2016-10-10,126.80000305175781
2016-10-11,136.24000549316406
2016-10-12,143.1199951171875
2016-10-13,142.1199951171875
2016-10-14,147.47999572753906
2016-10-17,147.47999572753906
2016-10-18,143.75999450683594
2016-10-19,145.8800048828125
2016-10-20,142.9199981689453
2016-10-21,145.44000244140625
2016-10-24,146.55999755859375
2016-10-25,148.0399932861328
2016-10-26,147.83999633789062
2016-10-27,147.60000610351562
2016-10-28,153.1199951171875
2016-10-31,157.9600067138672
2016-11-01,154.63999938964844
2016-11-02,160.32000732421875
2016-11-03,169.47999572753906
2016-11-04,163.0800018310547
2016-11-07,151.1199951171875
2016-11-08,150.55999755859375
2016-11-09,123.44000244140625
2016-11-10,119.5999984741211
2016-11-11,120.80000305175781
2016-11-14,116.5199966430664
2016-11-15,117.95999908447266
2016-11-16,121.87999725341797
2016-11-17,120.16000366210938
2016-11-18,123.16000366210938
2016-11-21,121.36000061035156
2016-11-22,125.80000305175781
2016-11-23,123.87999725341797
2016-11-25,123.08000183105469
2016-11-28,127.19999694824219
2016-11-29,126.87999725341797
2016-11-30,132.63999938964844
2016-12-01,137.0399932861328
2016-12-02,135.8000030517578
2016-12-05,134.47999572753906
2016-12-06,131.83999633789062
2016-12-07,139.47999572753906
2016-12-08,137.39999389648438
2016-12-09,136.24000549316406
2016-12-12,138.16000366210938
2016-12-13,136.75999450683594
2016-12-14,136.55999755859375
2016-12-15,133.83999633789062
2016-12-16,133.75999450683594
2016-12-19,137.1999969482422
2016-12-20,134.9600067138672
2016-12-21,138.27999877929688
2016-12-22,139.0399932861328
2016-12-23,132.9199981689453
2016-12-27,134.0
2016-12-28,137.1999969482422
2016-12-29,138.0800018310547
2016-12-30,139.9600067138672
2017-01-03,134.44000244140625
2017-01-04,127.5999984741211
2017-01-05,126.87999725341797
2017-01-06,125.12000274658203
2017-01-09,121.55999755859375
2017-01-10,119.55999755859375
2017-01-11,126.91999816894531
2017-01-12,125.68000030517578
2017-01-13,124.91999816894531
2017-01-17,129.75999450683594
2017-01-18,127.23999786376953
2017-01-19,129.44000244140625
2017-01-20,130.60000610351562
2017-01-23,133.16000366210938
2017-01-24,133.67999267578125
2017-01-25,131.24000549316406
2017-01-26,132.0
2017-01-27,129.83999633789062
2017-01-30,133.39999389648438
2017-01-31,125.68000030517578
2017-02-01,123.68000030517578
2017-02-02,123.91999816894531
2017-02-03,121.4000015258789
2017-02-06,120.95999908447266
2017-02-07,122.04000091552734
2017-02-08,122.4800033569336
2017-02-09,119.83999633789062
2017-02-10,120.04000091552734
2017-02-13,118.5199966430664
2017-02-14,115.72000122070312
2017-02-15,111.36000061035156
2017-02-16,113.04000091552734
2017-02-17,111.95999908447266
2017-02-21,113.19999694824219
2017-02-22,115.19999694824219
2017-02-23,115.68000030517578
2017-02-24,115.19999694824219
2017-02-27,108.76000213623047
2017-02-28,109.68000030517578
2017-03-01,106.72000122070312
2017-03-02,107.68000030517578
2017-03-03,105.72000122070312
2017-03-06,107.4800033569336
2017-03-07,110.76000213623047
2017-03-08,108.83999633789062
2017-03-09,108.04000091552734
2017-03-10,106.68000030517578
2017-03-13,106.68000030517578
2017-03-14,108.5199966430664
2017-03-15,105.23999786376953
2017-03-16,108.08000183105469
2017-03-17,110.4800033569336
2017-03-20,109.31999969482422
2017-03-21,115.5199966430664
2017-03-22,113.91999816894531
2017-03-23,114.87999725341797
2017-03-24,113.68000030517578
2017-03-27,111.36000061035156
2017-03-28,112.16000366210938
2017-03-29,110.31999969482422
2017-03-30,111.12000274658203
2017-03-31,111.23999786376953
2017-04-03,112.80000305175781
2017-04-04,112.5199966430664
2017-04-05,115.4800033569336
2017-04-06,114.91999816894531
2017-04-07,113.27999877929688
2017-04-10,114.04000091552734
2017-04-11,114.87999725341797
2017-04-12,114.83999633789062
2017-04-13,113.16000366210938
2017-04-17,113.19999694824219
2017-04-18,115.44000244140625
2017-04-19,114.4800033569336
2017-04-20,113.31999969482422
2017-04-21,115.5199966430664
2017-04-24,112.08000183105469
2017-04-25,109.19999694824219
2017-04-26,108.76000213623047
2017-04-27,108.5199966430664
2017-04-28,107.83999633789062
2017-05-01,106.31999969482422
2017-05-02,107.04000091552734
2017-05-03,108.80000305175781
2017-05-04,106.87999725341797
2017-05-05,108.87999725341797
2017-05-08,113.5199966430664
2017-05-09,110.80000305175781
2017-05-10,111.63999938964844
2017-05-11,111.95999908447266
2017-05-12,111.12000274658203
2017-05-15,109.95999908447266
2017-05-16,109.04000091552734
2017-05-17,114.16000366210938
2017-05-18,111.0
2017-05-19,112.4800033569336
2017-05-22,111.83999633789062
2017-05-23,112.19999694824219
2017-05-24,111.95999908447266
2017-05-25,112.31999969482422
2017-05-26,114.23999786376953
2017-05-30,117.55999755859375
2017-05-31,115.91999816894531
2017-06-01,111.87999725341797
2017-06-02,108.12000274658203
2017-06-05,109.5999984741211
2017-06-06,110.44000244140625
2017-06-07,110.27999877929688
2017-06-08,108.95999908447266
2017-06-09,109.72000122070312
2017-06-12,110.23999786376953
2017-06-13,109.0
2017-06-14,107.87999725341797
2017-06-15,109.63999938964844
2017-06-16,110.4000015258789
2017-06-19,105.08000183105469
2017-06-20,102.44000244140625
2017-06-21,93.91999816894531
2017-06-22,91.55999755859375
2017-06-23,91.19999694824219
2017-06-26,91.72000122070312
2017-06-27,97.04000091552734
2017-06-28,92.95999908447266
2017-06-29,95.5999984741211
2017-06-30,97.04000091552734
2017-07-03,96.27999877929688
2017-07-05,93.63999938964844
2017-07-06,96.72000122070312
2017-07-07,95.5199966430664
2017-07-10,96.83999633789062
2017-07-11,95.72000122070312
2017-07-12,94.31999969482422
2017-07-13,93.08000183105469
2017-07-14,93.04000091552734
2017-07-17,93.76000213623047
2017-07-18,93.63999938964844
2017-07-19,91.0
2017-07-20,89.16000366210938
2017-07-21,88.23999786376953
2017-07-24,86.80000305175781
2017-07-25,88.72000122070312
2017-07-26,87.5199966430664
2017-07-27,90.87999725341797
2017-07-28,89.72000122070312
2017-07-31,91.19999694824219
2017-08-01,93.12000274658203
2017-08-02,92.31999969482422
2017-08-03,93.83999633789062
2017-08-04,93.12000274658203
2017-08-07,92.12000274658203
2017-08-08,93.80000305175781
2017-08-09,94.4000015258789
2017-08-10,99.95999908447266
2017-08-11,98.44000244140625
2017-08-14,96.55999755859375
2017-08-15,96.63999938964844
2017-08-16,96.16000366210938
2017-08-17,99.44000244140625
2017-08-18,100.04000091552734
2017-08-21,99.68000030517578
2017-08-22,95.72000122070312
2017-08-23,96.55999755859375
2017-08-24,94.31999969482422
2017-08-25,95.4800033569336
2017-08-28,91.83999633789062
2017-08-29,91.36000061035156
2017-08-30,87.44000244140625
2017-08-31,82.55999755859375
2017-09-01,81.4000015258789
2017-09-05,82.80000305175781
2017-09-06,82.16000366210938
2017-09-07,81.72000122070312
2017-09-08,82.27999877929688
2017-09-11,82.16000366210938
2017-09-12,81.68000030517578
2017-09-13,82.31999969482422
2017-09-14,83.27999877929688
2017-09-15,83.31999969482422
2017-09-18,83.31999969482422
2017-09-19,84.31999969482422
2017-09-20,82.91999816894531
2017-09-21,83.63999938964844
2017-09-22,84.27999877929688
2017-09-25,83.5999984741211
2017-09-26,85.12000274658203
2017-09-27,84.04000091552734
2017-09-28,83.91999816894531
2017-09-29,82.31999969482422
2017-10-02,79.80000305175781
2017-10-03,80.16000366210938
2017-10-04,78.95999908447266
2017-10-05,78.76000213623047
2017-10-06,79.04000091552734
2017-10-09,79.4800033569336
2017-10-10,79.31999969482422
2017-10-11,79.76000213623047
2017-10-12,80.5999984741211
2017-10-13,80.95999908447266
2017-10-16,80.72000122070312
2017-10-17,80.04000091552734
2017-10-18,81.08000183105469
2017-10-19,81.44000244140625
2017-10-20,83.23999786376953
2017-10-23,85.08000183105469
2017-10-24,86.4000015258789
2017-10-25,88.36000061035156
2017-10-26,92.23999786376953
2017-10-27,91.19999694824219
2017-10-30,91.0
2017-10-31,92.36000061035156
2017-11-01,93.5199966430664
2017-11-02,93.5999984741211
2017-11-03,90.68000030517578
2017-11-06,91.44000244140625
2017-11-07,92.31999969482422
2017-11-08,93.04000091552734
2017-11-09,94.04000091552734
2017-11-10,93.44000244140625
2017-11-13,94.83999633789062
2017-11-14,97.76000213623047
2017-11-15,97.12000274658203
2017-11-16,94.04000091552734
2017-11-17,93.95999908447266
2017-11-20,95.68000030517578
2017-11-21,94.08000183105469
2017-11-22,93.08000183105469
2017-11-24,92.91999816894531
2017-11-27,94.16000366210938
2017-11-28,93.83999633789062
2017-11-29,93.83999633789062
2017-11-30,91.08000183105469
2017-12-01,90.4800033569336
2017-12-04,93.4000015258789
2017-12-05,94.4800033569336
2017-12-06,95.80000305175781
2017-12-07,93.12000274658203
2017-12-08,89.19999694824219
2017-12-11,89.23999786376953
2017-12-12,90.04000091552734
2017-12-13,88.4000015258789
2017-12-14,91.0
2017-12-15,88.55999755859375
