,DWPP
2017-01-04,24.06100082397461
2017-01-05,24.06100082397461
2017-01-06,24.06100082397461
2017-01-09,24.06100082397461
2017-01-10,24.06100082397461
2017-01-11,24.06100082397461
2017-01-12,24.06100082397461
2017-01-13,24.06599998474121
2017-01-17,24.290000915527344
2017-01-18,24.290000915527344
2017-01-19,24.0
2017-01-20,24.0
2017-01-23,24.0
2017-01-24,24.149999618530273
2017-01-25,24.149999618530273
2017-01-26,24.149999618530273
2017-01-27,24.149999618530273
2017-01-30,24.239999771118164
2017-01-31,24.239999771118164
2017-02-01,24.190000534057617
2017-02-02,24.190000534057617
2017-02-03,24.298999786376953
2017-02-06,24.298999786376953
2017-02-07,24.239999771118164
2017-02-08,24.239999771118164
2017-02-09,24.299999237060547
2017-02-10,24.299999237060547
2017-02-13,24.299999237060547
2017-02-14,24.850000381469727
2017-02-15,24.8700008392334
2017-02-16,24.8700008392334
2017-02-17,24.857999801635742
2017-02-21,25.14900016784668
2017-02-22,25.14900016784668
2017-02-23,25.14900016784668
2017-02-24,25.231000900268555
2017-02-27,25.208999633789062
2017-02-28,25.208999633789062
2017-03-01,25.208999633789062
2017-03-02,25.30900001525879
2017-03-03,25.30900001525879
2017-03-06,25.31100082397461
2017-03-07,25.149999618530273
2017-03-08,25.229999542236328
2017-03-09,25.229999542236328
2017-03-10,25.229999542236328
2017-03-13,25.40999984741211
2017-03-14,25.40999984741211
2017-03-15,25.118000030517578
2017-03-16,25.260000228881836
2017-03-17,25.260000228881836
2017-03-20,25.356000900268555
2017-03-21,25.356000900268555
2017-03-22,25.1299991607666
2017-03-23,25.024999618530273
2017-03-24,25.024999618530273
2017-03-27,24.66900062561035
2017-03-28,24.97599983215332
2017-03-29,24.97599983215332
2017-03-30,24.97599983215332
2017-03-31,24.97599983215332
2017-04-03,25.239999771118164
2017-04-04,25.239999771118164
2017-04-05,25.28499984741211
2017-04-06,25.28499984741211
2017-04-07,25.06100082397461
2017-04-10,25.18000030517578
2017-04-11,25.18000030517578
2017-04-12,25.18000030517578
2017-04-13,25.06999969482422
2017-04-17,24.90999984741211
2017-04-18,24.90999984741211
2017-04-19,24.90999984741211
2017-04-20,24.829999923706055
2017-04-21,25.0
2017-04-24,25.125
2017-04-25,25.40399932861328
2017-04-26,25.40399932861328
2017-04-27,25.39699935913086
2017-04-28,25.39699935913086
2017-05-01,25.464000701904297
2017-05-02,25.3439998626709
2017-05-03,25.3439998626709
2017-05-04,25.40999984741211
2017-05-05,25.40999984741211
2017-05-08,25.40999984741211
2017-05-09,25.420000076293945
2017-05-10,25.420000076293945
2017-05-11,25.2810001373291
2017-05-12,25.2810001373291
2017-05-15,25.2810001373291
2017-05-16,25.420000076293945
2017-05-17,25.295000076293945
2017-05-18,25.204999923706055
2017-05-19,25.204999923706055
2017-05-22,25.360000610351562
2017-05-23,25.533000946044922
2017-05-24,25.533000946044922
2017-05-25,25.878999710083008
2017-05-26,25.677000045776367
2017-05-30,25.785999298095703
2017-05-31,25.785999298095703
2017-06-01,25.785999298095703
2017-06-02,25.785999298095703
2017-06-05,25.899999618530273
2017-06-06,25.865999221801758
2017-06-07,25.865999221801758
2017-06-08,25.865999221801758
2017-06-09,25.8700008392334
2017-06-12,25.8700008392334
2017-06-13,25.8700008392334
2017-06-14,25.8700008392334
2017-06-15,25.8700008392334
2017-06-16,25.780000686645508
2017-06-19,25.780000686645508
2017-06-20,25.780000686645508
2017-06-21,25.8700008392334
2017-06-22,25.8700008392334
2017-06-23,26.000999450683594
2017-06-26,25.889999389648438
2017-06-27,25.809999465942383
2017-06-28,25.809999465942383
2017-06-29,25.809999465942383
2017-06-30,25.882999420166016
2017-07-03,25.882999420166016
2017-07-05,25.979999542236328
2017-07-06,25.979999542236328
2017-07-07,25.979999542236328
2017-07-10,25.910999298095703
2017-07-11,25.910999298095703
2017-07-12,26.06999969482422
2017-07-13,26.070999145507812
2017-07-14,26.209999084472656
2017-07-17,26.209999084472656
2017-07-18,26.209999084472656
2017-07-19,26.209999084472656
2017-07-20,26.395000457763672
2017-07-21,26.395000457763672
2017-07-24,26.339000701904297
2017-07-25,26.469999313354492
2017-07-26,26.469999313354492
2017-07-27,26.334999084472656
2017-07-28,26.334999084472656
2017-07-31,26.420000076293945
2017-08-01,26.270000457763672
2017-08-02,26.375
2017-08-03,26.385000228881836
2017-08-04,26.385000228881836
2017-08-07,26.385000228881836
2017-08-08,26.420000076293945
2017-08-09,26.3700008392334
2017-08-10,26.139999389648438
2017-08-11,25.98900032043457
2017-08-14,26.350000381469727
2017-08-15,26.365999221801758
2017-08-16,26.440000534057617
2017-08-17,26.059999465942383
2017-08-18,25.922000885009766
2017-08-21,25.860000610351562
2017-08-22,26.117000579833984
2017-08-23,26.079999923706055
2017-08-24,26.049999237060547
2017-08-25,26.1200008392334
2017-08-28,26.079999923706055
2017-08-29,26.035999298095703
2017-08-30,26.20199966430664
2017-08-31,26.299999237060547
2017-09-01,26.427000045776367
2017-09-05,26.209999084472656
2017-09-06,26.34000015258789
2017-09-07,26.34000015258789
2017-09-08,26.309999465942383
2017-09-11,26.59000015258789
2017-09-12,26.65999984741211
2017-09-13,26.636999130249023
2017-09-14,26.649999618530273
2017-09-15,26.65999984741211
2017-09-18,26.739999771118164
2017-09-19,26.729999542236328
2017-09-20,26.739999771118164
2017-09-21,26.75
2017-09-22,26.714000701904297
2017-09-25,26.714000701904297
2017-09-26,26.809999465942383
2017-09-27,26.90999984741211
2017-09-28,26.920000076293945
2017-09-29,27.010000228881836
2017-10-02,27.110000610351562
2017-10-03,27.1200008392334
2017-10-04,27.1200008392334
2017-10-05,27.3799991607666
2017-10-06,27.290000915527344
2017-10-09,27.239999771118164
2017-10-10,27.26300048828125
2017-10-11,27.312000274658203
2017-10-12,27.329999923706055
2017-10-13,27.375999450683594
2017-10-16,27.350000381469727
2017-10-17,27.350000381469727
2017-10-18,27.3799991607666
2017-10-19,27.297000885009766
2017-10-20,27.5
2017-10-23,27.489999771118164
2017-10-24,27.510000228881836
2017-10-25,27.327999114990234
2017-10-26,27.40999984741211
2017-10-27,27.459999084472656
2017-10-30,27.448999404907227
2017-10-31,27.489999771118164
2017-11-01,27.459999084472656
2017-11-02,27.399999618530273
2017-11-03,27.607999801635742
2017-11-06,27.6299991607666
2017-11-07,27.628999710083008
2017-11-08,27.631000518798828
2017-11-09,27.549999237060547
2017-11-10,27.600000381469727
2017-11-13,27.610000610351562
2017-11-14,27.562999725341797
2017-11-15,27.485000610351562
2017-11-16,27.69499969482422
2017-11-17,27.700000762939453
2017-11-20,27.75
2017-11-21,27.882999420166016
2017-11-22,27.889999389648438
2017-11-24,27.940000534057617
2017-11-27,27.889999389648438
2017-11-28,28.138999938964844
2017-11-29,28.25
2017-11-30,28.398000717163086
2017-12-01,28.420000076293945
2017-12-04,28.549999237060547
2017-12-05,28.280000686645508
2017-12-06,28.235000610351562
2017-12-07,28.34000015258789
2017-12-08,28.5
2017-12-11,28.56999969482422
2017-12-12,28.575000762939453
2017-12-13,28.59000015258789
2017-12-14,28.43000030517578
2017-12-15,28.631000518798828
2017-12-18,28.8700008392334
2017-12-19,28.709999084472656
2017-12-20,28.749000549316406
2017-12-21,28.729999542236328
2017-12-22,28.639999389648438
2017-12-26,28.729999542236328
2017-12-27,28.739999771118164
2017-12-28,28.760000228881836
2017-12-29,28.760000228881836
2018-01-02,28.841999053955078
2018-01-03,29.0
2018-01-04,29.18000030517578
2018-01-05,29.260000228881836
2018-01-08,29.40999984741211
2018-01-09,29.420000076293945
2018-01-10,29.315000534057617
2018-01-11,29.584999084472656
2018-01-12,29.73900032043457
2018-01-16,29.75
2018-01-17,29.854999542236328
2018-01-18,29.809999465942383
2018-01-19,29.969999313354492
2018-01-22,30.209999084472656
2018-01-23,30.280000686645508
2018-01-24,30.30900001525879
2018-01-25,30.170000076293945
2018-01-26,30.559999465942383
