,EDRY
2019-02-22,7.888999938964844
2019-02-25,7.460000038146973
2019-02-26,7.309999942779541
2019-02-27,7.478000164031982
2019-02-28,7.449999809265137
2019-03-01,7.199999809265137
2019-03-04,7.104000091552734
2019-03-05,7.050000190734863
2019-03-06,7.150000095367432
2019-03-07,7.5
2019-03-08,7.199999809265137
2019-03-11,7.940000057220459
2019-03-12,7.510000228881836
2019-03-13,7.300000190734863
2019-03-14,7.150000095367432
2019-03-15,7.75
2019-03-18,7.849999904632568
2019-03-19,7.909999847412109
2019-03-20,7.699999809265137
2019-03-21,7.913000106811523
2019-03-22,7.96999979019165
2019-03-25,8.010000228881836
2019-03-26,9.0
2019-03-27,9.25
2019-03-28,8.720000267028809
2019-03-29,8.670000076293945
2019-04-01,8.300000190734863
2019-04-02,8.399999618530273
2019-04-03,8.399999618530273
2019-04-04,8.692999839782715
2019-04-05,8.350000381469727
2019-04-08,8.060999870300293
2019-04-09,8.170000076293945
2019-04-10,8.029999732971191
2019-04-11,8.083999633789062
2019-04-12,7.900000095367432
2019-04-15,7.989999771118164
2019-04-16,8.020000457763672
2019-04-17,7.940000057220459
2019-04-18,7.929999828338623
2019-04-22,7.880000114440918
2019-04-23,8.0
2019-04-24,8.0
2019-04-25,7.570000171661377
2019-04-26,7.840000152587891
2019-04-29,7.900000095367432
2019-04-30,7.90500020980835
2019-05-01,7.824999809265137
2019-05-02,7.704999923706055
2019-05-03,7.699999809265137
2019-05-06,7.699999809265137
2019-05-07,7.697999954223633
2019-05-08,7.697999954223633
2019-05-09,7.739999771118164
2019-05-10,7.739999771118164
2019-05-13,7.716000080108643
2019-05-14,7.716000080108643
2019-05-15,7.538000106811523
2019-05-16,7.538000106811523
2019-05-17,7.538000106811523
2019-05-20,7.538000106811523
2019-05-21,7.525000095367432
2019-05-22,7.6539998054504395
2019-05-23,7.5
2019-05-24,7.519999980926514
2019-05-28,7.699999809265137
2019-05-29,7.5
2019-05-30,7.538000106811523
2019-05-31,7.5229997634887695
2019-06-03,7.460000038146973
2019-06-04,6.960000038146973
2019-06-05,7.0
2019-06-06,6.519999980926514
2019-06-07,7.125
2019-06-10,7.136000156402588
2019-06-11,7.179999828338623
2019-06-12,6.764999866485596
2019-06-13,7.099999904632568
2019-06-14,7.150000095367432
2019-06-17,7.02400016784668
2019-06-18,7.199999809265137
2019-06-19,7.21999979019165
2019-06-20,7.21999979019165
2019-06-21,7.21999979019165
2019-06-24,7.122000217437744
2019-06-25,7.151000022888184
2019-06-26,7.260000228881836
2019-06-27,7.300000190734863
2019-06-28,7.050000190734863
2019-07-01,7.070000171661377
2019-07-02,7.119999885559082
2019-07-03,7.685999870300293
2019-07-05,8.079999923706055
2019-07-08,7.539999961853027
2019-07-09,8.052000045776367
2019-07-10,8.052000045776367
2019-07-11,7.576000213623047
2019-07-12,8.142999649047852
2019-07-15,8.069999694824219
2019-07-16,8.144000053405762
2019-07-17,7.920000076293945
2019-07-18,7.723999977111816
2019-07-19,7.723999977111816
2019-07-22,8.239999771118164
2019-07-23,8.369999885559082
2019-07-24,8.305000305175781
2019-07-25,8.199999809265137
2019-07-26,8.215999603271484
2019-07-29,8.5
2019-07-30,8.399999618530273
2019-07-31,7.8520002365112305
2019-08-01,7.710000038146973
2019-08-02,8.085000038146973
2019-08-05,7.755000114440918
2019-08-06,7.889999866485596
2019-08-07,7.800000190734863
2019-08-08,7.486000061035156
2019-08-09,7.099999904632568
2019-08-12,7.610000133514404
2019-08-13,6.900000095367432
2019-08-14,7.019999980926514
2019-08-15,7.159999847412109
2019-08-16,7.159999847412109
2019-08-19,7.460000038146973
2019-08-20,7.460000038146973
2019-08-21,7.460000038146973
2019-08-22,7.449999809265137
2019-08-23,7.5
2019-08-26,7.460000038146973
2019-08-27,7.550000190734863
2019-08-28,7.550000190734863
2019-08-29,7.572999954223633
2019-08-30,7.738999843597412
2019-09-03,7.839000225067139
2019-09-04,8.279999732971191
2019-09-05,7.900000095367432
2019-09-06,7.867000102996826
2019-09-09,7.820000171661377
2019-09-10,7.690000057220459
2019-09-11,7.619999885559082
2019-09-12,7.900000095367432
2019-09-13,7.400000095367432
2019-09-16,7.699999809265137
2019-09-17,7.699999809265137
2019-09-18,7.699999809265137
2019-09-19,7.699999809265137
2019-09-20,7.699999809265137
2019-09-23,7.599999904632568
2019-09-24,7.599999904632568
2019-09-25,7.599999904632568
2019-09-26,7.599999904632568
2019-09-27,8.0
2019-09-30,8.0
2019-10-01,7.989999771118164
2019-10-02,7.989999771118164
2019-10-03,7.989999771118164
2019-10-04,8.0
2019-10-07,8.0
2019-10-08,8.199999809265137
2019-10-09,8.354999542236328
2019-10-10,8.5
2019-10-11,8.199999809265137
2019-10-14,7.739999771118164
2019-10-15,7.739999771118164
2019-10-16,8.262999534606934
2019-10-17,8.262999534606934
2019-10-18,8.130000114440918
2019-10-21,8.079000473022461
2019-10-22,7.736000061035156
2019-10-23,8.149999618530273
2019-10-24,8.6899995803833
2019-10-25,8.314000129699707
2019-10-28,8.347999572753906
2019-10-29,8.347999572753906
2019-10-30,8.347999572753906
2019-10-31,8.347999572753906
2019-11-01,8.130000114440918
2019-11-04,8.130000114440918
2019-11-05,8.111000061035156
2019-11-06,8.119999885559082
2019-11-07,7.5
2019-11-08,8.199999809265137
2019-11-11,8.199999809265137
2019-11-12,8.1899995803833
2019-11-13,8.199999809265137
2019-11-14,7.96999979019165
2019-11-15,7.989999771118164
2019-11-18,7.97599983215332
2019-11-19,7.989999771118164
2019-11-20,8.199999809265137
2019-11-21,8.199999809265137
2019-11-22,8.199999809265137
2019-11-25,8.1899995803833
2019-11-26,8.0
2019-11-27,8.1899995803833
2019-11-29,8.180000305175781
2019-12-02,8.100000381469727
2019-12-03,8.050000190734863
2019-12-04,8.100000381469727
2019-12-05,7.940000057220459
2019-12-06,8.100000381469727
2019-12-09,7.949999809265137
2019-12-10,7.96999979019165
2019-12-11,7.96999979019165
2019-12-12,7.769999980926514
2019-12-13,7.940000057220459
2019-12-16,8.0
2019-12-17,7.980000019073486
2019-12-18,8.0
2019-12-19,7.809999942779541
2019-12-20,7.929999828338623
2019-12-23,7.619999885559082
2019-12-24,7.900000095367432
2019-12-26,7.800000190734863
2019-12-27,7.789999961853027
2019-12-30,7.789999961853027
2019-12-31,7.800000190734863
2020-01-02,7.630000114440918
2020-01-03,7.480000019073486
2020-01-06,7.46999979019165
2020-01-07,7.386000156402588
2020-01-08,7.590000152587891
2020-01-09,7.849999904632568
2020-01-10,7.900000095367432
2020-01-13,7.6479997634887695
2020-01-14,7.550000190734863
2020-01-15,7.550000190734863
2020-01-16,6.9629998207092285
2020-01-17,6.9629998207092285
2020-01-21,6.9629998207092285
2020-01-22,6.9629998207092285
2020-01-23,6.670000076293945
2020-01-24,6.510000228881836
2020-01-27,6.489999771118164
2020-01-28,6.489999771118164
2020-01-29,6.300000190734863
2020-01-30,6.300000190734863
2020-01-31,5.85099983215332
2020-02-03,6.059999942779541
2020-02-04,5.179999828338623
2020-02-05,5.179999828338623
2020-02-06,5.699999809265137
2020-02-07,5.563000202178955
2020-02-10,5.650000095367432
2020-02-11,5.650000095367432
2020-02-12,5.760000228881836
2020-02-13,6.300000190734863
2020-02-14,6.494999885559082
2020-02-18,6.300000190734863
2020-02-19,5.789999961853027
2020-02-20,5.618000030517578
2020-02-21,5.75
2020-02-24,5.550000190734863
2020-02-25,5.550000190734863
2020-02-26,5.550000190734863
2020-02-27,5.070000171661377
2020-02-28,4.849999904632568
2020-03-02,5.489999771118164
2020-03-03,5.900000095367432
2020-03-04,6.181000232696533
2020-03-05,6.181000232696533
2020-03-06,5.989999771118164
2020-03-09,5.949999809265137
2020-03-10,6.0
2020-03-11,6.047999858856201
2020-03-12,5.2779998779296875
2020-03-13,4.900000095367432
2020-03-16,5.307000160217285
2020-03-17,5.0980000495910645
2020-03-18,4.329999923706055
2020-03-19,4.5
2020-03-20,4.400000095367432
2020-03-23,4.400000095367432
2020-03-24,4.609000205993652
2020-03-25,4.609000205993652
2020-03-26,4.900000095367432
2020-03-27,4.900000095367432
2020-03-30,4.900000095367432
2020-03-31,4.809999942779541
2020-04-01,4.099999904632568
2020-04-02,5.579999923706055
2020-04-03,5.599999904632568
2020-04-06,5.599999904632568
2020-04-07,5.599999904632568
2020-04-08,4.519999980926514
2020-04-09,4.920000076293945
2020-04-13,4.74399995803833
2020-04-14,4.75
2020-04-15,4.75
2020-04-16,4.510000228881836
2020-04-17,4.349999904632568
2020-04-20,4.409999847412109
2020-04-21,4.409999847412109
2020-04-22,4.409999847412109
2020-04-23,4.409999847412109
2020-04-24,4.800000190734863
2020-04-27,4.199999809265137
2020-04-28,4.745999813079834
2020-04-29,4.745999813079834
2020-04-30,4.745999813079834
2020-05-01,4.745999813079834
2020-05-04,4.199999809265137
2020-05-05,4.199999809265137
2020-05-06,4.199999809265137
2020-05-07,4.400000095367432
2020-05-08,4.658999919891357
2020-05-11,4.658999919891357
2020-05-12,4.658999919891357
2020-05-13,4.480000019073486
2020-05-14,4.480000019073486
2020-05-15,4.480000019073486
2020-05-18,4.050000190734863
2020-05-19,4.0
2020-05-20,3.809999942779541
2020-05-21,3.759999990463257
2020-05-22,3.430000066757202
2020-05-26,3.5999999046325684
2020-05-27,3.5
2020-05-28,3.546999931335449
2020-05-29,3.5
2020-06-01,3.6549999713897705
2020-06-02,3.6500000953674316
2020-06-03,3.572000026702881
2020-06-04,3.490000009536743
2020-06-05,3.2799999713897705
2020-06-08,3.7699999809265137
2020-06-09,3.492000102996826
2020-06-10,3.490000009536743
2020-06-11,3.799999952316284
2020-06-12,3.630000114440918
2020-06-15,3.688999891281128
2020-06-16,3.5899999141693115
2020-06-17,3.5299999713897705
2020-06-18,4.849999904632568
2020-06-19,4.25
2020-06-22,3.859999895095825
2020-06-23,3.9100000858306885
2020-06-24,3.7100000381469727
2020-06-25,3.7269999980926514
2020-06-26,3.5299999713897705
2020-06-29,3.5
2020-06-30,3.5
2020-07-01,3.509999990463257
2020-07-02,3.640000104904175
2020-07-06,3.799999952316284
2020-07-07,3.700000047683716
2020-07-08,3.75600004196167
2020-07-09,3.75
2020-07-10,3.9700000286102295
2020-07-13,3.559999942779541
2020-07-14,3.5450000762939453
2020-07-15,3.5260000228881836
2020-07-16,3.5399999618530273
2020-07-17,3.63100004196167
2020-07-20,3.5399999618530273
2020-07-21,3.690000057220459
2020-07-22,3.859999895095825
2020-07-23,3.690000057220459
2020-07-24,3.609999895095825
2020-07-27,3.5399999618530273
2020-07-28,3.880000114440918
2020-07-29,3.700000047683716
2020-07-30,3.5999999046325684
2020-07-31,3.6549999713897705
2020-08-03,5.829999923706055
2020-08-04,5.0
2020-08-05,5.0
2020-08-06,3.869999885559082
2020-08-07,4.050000190734863
2020-08-10,4.190000057220459
2020-08-11,4.039000034332275
2020-08-12,4.050000190734863
2020-08-13,4.300000190734863
2020-08-14,4.130000114440918
2020-08-17,4.230000019073486
2020-08-18,4.197999954223633
2020-08-19,3.996000051498413
2020-08-20,4.179999828338623
2020-08-21,4.074999809265137
2020-08-24,3.9000000953674316
2020-08-25,3.759999990463257
2020-08-26,3.819000005722046
2020-08-27,3.630000114440918
2020-08-28,3.75
2020-08-31,3.75
2020-09-01,3.700000047683716
2020-09-02,3.6600000858306885
2020-09-03,3.7200000286102295
2020-09-04,3.630000114440918
2020-09-08,3.5350000858306885
2020-09-09,3.7049999237060547
2020-09-10,3.6610000133514404
2020-09-11,3.509999990463257
2020-09-14,3.5899999141693115
2020-09-15,3.609999895095825
2020-09-16,3.759999990463257
2020-09-17,3.680000066757202
2020-09-18,3.6600000858306885
2020-09-21,3.5910000801086426
2020-09-22,3.549999952316284
2020-09-23,3.5299999713897705
2020-09-24,3.4700000286102295
2020-09-25,3.609999895095825
2020-09-28,3.7699999809265137
2020-09-29,3.7899999618530273
2020-09-30,3.799999952316284
2020-10-01,4.21999979019165
2020-10-02,4.171000003814697
2020-10-05,4.243000030517578
2020-10-06,4.460000038146973
2020-10-07,4.400000095367432
2020-10-08,4.309999942779541
2020-10-09,4.539999961853027
2020-10-12,4.309999942779541
2020-10-13,4.050000190734863
2020-10-14,4.070000171661377
2020-10-15,4.179999828338623
2020-10-16,3.9790000915527344
2020-10-19,3.9700000286102295
2020-10-20,4.099999904632568
2020-10-21,4.050000190734863
2020-10-22,4.300000190734863
2020-10-23,4.119999885559082
2020-10-26,3.8399999141693115
2020-10-27,3.759999990463257
2020-10-28,3.9800000190734863
2020-10-29,3.8499999046325684
2020-10-30,3.7100000381469727
2020-11-02,3.700000047683716
2020-11-03,3.8499999046325684
2020-11-04,3.9600000381469727
2020-11-05,4.300000190734863
2020-11-06,4.275000095367432
2020-11-09,4.429999828338623
2020-11-10,4.559999942779541
2020-11-11,4.489999771118164
2020-11-12,7.099999904632568
2020-11-13,5.300000190734863
2020-11-16,5.170000076293945
2020-11-17,4.710000038146973
2020-11-18,5.159999847412109
2020-11-19,5.0
2020-11-20,4.820000171661377
2020-11-23,5.599999904632568
2020-11-24,5.349999904632568
2020-11-25,5.179999828338623
2020-11-27,5.150000095367432
2020-11-30,5.0
2020-12-01,5.21999979019165
2020-12-02,5.340000152587891
2020-12-03,5.699999809265137
2020-12-04,6.059999942779541
2020-12-07,5.480000019073486
2020-12-08,5.510000228881836
2020-12-09,5.409999847412109
2020-12-10,5.5
2020-12-11,5.460000038146973
2020-12-14,5.519999980926514
2020-12-15,5.71999979019165
2020-12-16,5.840000152587891
2020-12-17,5.619999885559082
2020-12-18,5.71999979019165
2020-12-21,5.550000190734863
2020-12-22,5.489999771118164
2020-12-23,5.570000171661377
2020-12-24,5.550000190734863
2020-12-28,5.849999904632568
2020-12-29,5.75
2020-12-30,5.849999904632568
2020-12-31,5.480000019073486
2021-01-04,5.550000190734863
2021-01-05,6.119999885559082
2021-01-06,6.210000038146973
2021-01-07,6.389999866485596
2021-01-08,6.599999904632568
2021-01-11,6.579999923706055
2021-01-12,6.590000152587891
2021-01-13,6.269999980926514
2021-01-14,6.119999885559082
2021-01-15,6.760000228881836
2021-01-19,6.550000190734863
2021-01-20,6.110000133514404
2021-01-21,6.440000057220459
2021-01-22,6.400000095367432
2021-01-25,6.699999809265137
2021-01-26,6.619999885559082
2021-01-27,6.320000171661377
2021-01-28,7.570000171661377
2021-01-29,8.9399995803833
2021-02-01,7.909999847412109
2021-02-02,7.179999828338623
2021-02-03,7.150000095367432
2021-02-04,7.650000095367432
2021-02-05,7.679999828338623
2021-02-08,8.350000381469727
2021-02-09,8.119999885559082
2021-02-10,7.699999809265137
2021-02-11,8.180000305175781
2021-02-12,10.0600004196167
2021-02-16,10.529999732971191
2021-02-17,9.25
2021-02-18,8.619999885559082
2021-02-19,9.829999923706055
2021-02-22,9.399999618530273
2021-02-23,7.760000228881836
2021-02-24,7.909999847412109
2021-02-25,7.619999885559082
2021-02-26,7.53000020980835
2021-03-01,7.449999809265137
2021-03-02,7.480000019073486
2021-03-03,7.099999904632568
2021-03-04,6.619999885559082
2021-03-05,6.940000057220459
2021-03-08,7.193999767303467
2021-03-09,7.519999980926514
2021-03-10,7.909999847412109
2021-03-11,7.71999979019165
2021-03-12,7.869999885559082
2021-03-15,9.25
2021-03-16,9.300000190734863
2021-03-17,9.520000457763672
2021-03-18,9.420000076293945
2021-03-19,9.770000457763672
2021-03-22,9.859999656677246
2021-03-23,8.84000015258789
2021-03-24,8.329999923706055
2021-03-25,8.739999771118164
2021-03-26,8.510000228881836
2021-03-29,8.100000381469727
2021-03-30,8.350000381469727
2021-03-31,8.75
2021-04-01,8.670000076293945
2021-04-05,8.380000114440918
2021-04-06,8.5
2021-04-07,8.449999809265137
2021-04-08,9.029999732971191
2021-04-09,9.300000190734863
2021-04-12,8.430000305175781
2021-04-13,8.399999618530273
2021-04-14,8.760000228881836
2021-04-15,7.739999771118164
2021-04-16,8.260000228881836
2021-04-19,9.09000015258789
2021-04-20,8.5
2021-04-21,9.789999961853027
2021-04-22,9.779999732971191
2021-04-23,10.3100004196167
2021-04-26,10.350000381469727
2021-04-27,11.3100004196167
2021-04-28,12.09000015258789
2021-04-29,12.329999923706055
2021-04-30,12.850000381469727
2021-05-03,14.699999809265137
2021-05-04,15.350000381469727
2021-05-05,15.0
2021-05-06,14.539999961853027
2021-05-07,15.119999885559082
2021-05-10,15.279999732971191
2021-05-11,14.170000076293945
2021-05-12,13.3100004196167
2021-05-13,12.770000457763672
2021-05-14,13.4399995803833
