,CLGN
2019-05-29,4.599999904632568
2019-05-30,4.949999809265137
2019-05-31,5.11899995803833
2019-06-03,5.119999885559082
2019-06-04,5.349999904632568
2019-06-05,5.71999979019165
2019-06-06,5.699999809265137
2019-06-07,5.699999809265137
2019-06-10,5.71999979019165
2019-06-11,5.71999979019165
2019-06-12,5.71999979019165
2019-06-13,5.730000019073486
2019-06-14,5.730000019073486
2019-06-17,5.71999979019165
2019-06-18,5.610000133514404
2019-06-19,4.869999885559082
2019-06-20,5.0
2019-06-21,5.0
2019-06-24,5.0
2019-06-25,5.0
2019-06-26,4.630000114440918
2019-06-27,4.130000114440918
2019-06-28,4.130000114440918
2019-07-01,4.619999885559082
2019-07-02,4.433000087738037
2019-07-03,4.460000038146973
2019-07-05,4.460000038146973
2019-07-08,4.5
2019-07-09,4.699999809265137
2019-07-10,4.578000068664551
2019-07-11,4.445000171661377
2019-07-12,4.400000095367432
2019-07-15,4.369999885559082
2019-07-16,4.369999885559082
2019-07-17,4.400000095367432
2019-07-18,4.400000095367432
2019-07-19,4.400000095367432
2019-07-22,4.150000095367432
2019-07-23,4.289999961853027
2019-07-24,4.0
2019-07-25,3.869999885559082
2019-07-26,3.859999895095825
2019-07-29,3.859999895095825
2019-07-30,3.859999895095825
2019-07-31,3.5
2019-08-01,3.3499999046325684
2019-08-02,3.3499999046325684
2019-08-05,3.5
2019-08-06,3.484999895095825
2019-08-07,3.450000047683716
2019-08-08,3.450000047683716
2019-08-09,3.3499999046325684
2019-08-12,3.700000047683716
2019-08-13,3.700000047683716
2019-08-14,3.700000047683716
2019-08-15,3.4000000953674316
2019-08-16,3.549999952316284
2019-08-19,3.5999999046325684
2019-08-20,4.0
2019-08-21,4.53000020980835
2019-08-22,4.619999885559082
2019-08-23,4.441999912261963
2019-08-26,4.150000095367432
2019-08-27,3.869999885559082
2019-08-28,3.869999885559082
2019-08-29,3.869999885559082
2019-08-30,4.150000095367432
2019-09-03,4.199999809265137
2019-09-04,4.0
2019-09-05,4.0
2019-09-06,4.010000228881836
2019-09-09,3.9100000858306885
2019-09-10,4.050000190734863
2019-09-11,4.0
2019-09-12,3.9790000915527344
2019-09-13,4.0
2019-09-16,4.059999942779541
2019-09-17,4.1519999504089355
2019-09-18,4.0
2019-09-19,4.010000228881836
2019-09-20,4.010000228881836
2019-09-23,4.010000228881836
2019-09-24,4.060999870300293
2019-09-25,4.060999870300293
2019-09-26,4.010000228881836
2019-09-27,4.010000228881836
2019-09-30,4.03000020980835
2019-10-01,4.03000020980835
2019-10-02,4.119999885559082
2019-10-03,4.309999942779541
2019-10-04,4.309999942779541
2019-10-07,4.050000190734863
2019-10-08,4.050000190734863
2019-10-09,4.050000190734863
2019-10-10,4.050000190734863
2019-10-11,4.139999866485596
2019-10-14,4.199999809265137
2019-10-15,4.210000038146973
2019-10-16,4.199999809265137
2019-10-17,4.480000019073486
2019-10-18,4.480000019073486
2019-10-21,4.59499979019165
2019-10-22,4.59499979019165
2019-10-23,4.5
2019-10-24,4.5
2019-10-25,4.550000190734863
2019-10-28,4.5
2019-10-29,4.63700008392334
2019-10-30,4.574999809265137
2019-10-31,4.574999809265137
2019-11-01,4.670000076293945
2019-11-04,4.579999923706055
2019-11-05,4.079999923706055
2019-11-06,4.210000038146973
2019-11-07,4.079999923706055
2019-11-08,4.050000190734863
2019-11-11,4.25
2019-11-12,4.25
2019-11-13,4.599999904632568
2019-11-14,4.5
2019-11-15,4.849999904632568
2019-11-18,4.949999809265137
2019-11-19,4.900000095367432
2019-11-20,4.949999809265137
2019-11-21,4.800000190734863
2019-11-22,4.849999904632568
2019-11-25,4.980000019073486
2019-11-26,4.900000095367432
2019-11-27,5.0
2019-11-29,4.869999885559082
2019-12-02,4.949999809265137
2019-12-03,5.139999866485596
2019-12-04,5.0
2019-12-05,4.949999809265137
2019-12-06,4.96999979019165
2019-12-09,5.269000053405762
2019-12-10,4.96999979019165
2019-12-11,4.934999942779541
2019-12-12,5.190000057220459
2019-12-13,5.550000190734863
2019-12-16,5.5
2019-12-17,5.340000152587891
2019-12-18,5.349999904632568
2019-12-19,5.38700008392334
2019-12-20,5.580999851226807
2019-12-23,5.659999847412109
2019-12-24,5.800000190734863
2019-12-26,5.78000020980835
2019-12-27,5.800000190734863
2019-12-30,5.72599983215332
2019-12-31,5.699999809265137
2020-01-02,5.729000091552734
2020-01-03,6.099999904632568
2020-01-06,6.869999885559082
2020-01-07,7.624000072479248
2020-01-08,8.239999771118164
2020-01-09,8.48900032043457
2020-01-10,8.319999694824219
2020-01-13,9.420000076293945
2020-01-14,10.5
2020-01-15,10.100000381469727
2020-01-16,10.479999542236328
2020-01-17,11.619999885559082
2020-01-21,11.0
2020-01-22,11.170000076293945
2020-01-23,10.739999771118164
2020-01-24,10.850000381469727
2020-01-27,10.270999908447266
2020-01-28,11.0
2020-01-29,10.993000030517578
2020-01-30,10.34000015258789
2020-01-31,10.510000228881836
2020-02-03,10.710000038146973
2020-02-04,11.020000457763672
2020-02-05,11.0600004196167
2020-02-06,11.199999809265137
2020-02-07,11.050000190734863
2020-02-10,11.050000190734863
2020-02-11,11.050000190734863
2020-02-12,11.0600004196167
2020-02-13,11.050000190734863
2020-02-14,10.75
2020-02-18,11.050000190734863
2020-02-19,11.100000381469727
2020-02-20,11.989999771118164
2020-02-21,13.699999809265137
2020-02-24,13.807999610900879
2020-02-25,11.571999549865723
2020-02-26,11.699999809265137
2020-02-27,10.670000076293945
2020-02-28,11.0
2020-03-02,11.5
2020-03-03,12.619999885559082
2020-03-04,12.420999526977539
2020-03-05,12.932999610900879
2020-03-06,12.100000381469727
2020-03-09,10.329999923706055
2020-03-10,10.645000457763672
2020-03-11,10.199999809265137
2020-03-12,9.550000190734863
2020-03-13,10.380000114440918
2020-03-16,9.800000190734863
2020-03-17,9.25
2020-03-18,9.300000190734863
2020-03-19,8.78499984741211
2020-03-20,8.869999885559082
2020-03-23,8.300000190734863
2020-03-24,8.119999885559082
2020-03-25,8.300000190734863
2020-03-26,8.850000381469727
2020-03-27,8.800000190734863
2020-03-30,9.0
2020-03-31,9.199999809265137
2020-04-01,8.668000221252441
2020-04-02,8.380000114440918
2020-04-03,8.300000190734863
2020-04-06,8.65999984741211
2020-04-07,9.050000190734863
2020-04-08,9.739999771118164
2020-04-09,10.050000190734863
2020-04-13,10.15999984741211
2020-04-14,11.6899995803833
2020-04-15,11.25
2020-04-16,10.569999694824219
2020-04-17,10.649999618530273
2020-04-20,11.140000343322754
2020-04-21,10.75
2020-04-22,11.489999771118164
2020-04-23,11.335000038146973
2020-04-24,11.229999542236328
2020-04-27,12.050000190734863
2020-04-28,11.399999618530273
2020-04-29,10.859999656677246
2020-04-30,11.1899995803833
2020-05-01,11.095000267028809
2020-05-04,10.772000312805176
2020-05-05,10.390000343322754
2020-05-06,10.34000015258789
2020-05-07,10.010000228881836
2020-05-08,10.545000076293945
2020-05-11,10.350000381469727
2020-05-12,10.550000190734863
2020-05-13,10.0
2020-05-14,10.5
2020-05-15,10.079999923706055
2020-05-18,10.3100004196167
2020-05-19,10.798999786376953
2020-05-20,10.79699993133545
2020-05-21,10.1899995803833
2020-05-22,10.09000015258789
2020-05-26,10.369999885559082
2020-05-27,10.069999694824219
2020-05-28,9.819999694824219
2020-05-29,10.300000190734863
2020-06-01,10.100000381469727
2020-06-02,10.25
2020-06-03,10.350000381469727
2020-06-04,10.210000038146973
2020-06-05,10.375
2020-06-08,10.260000228881836
2020-06-09,10.399999618530273
2020-06-10,10.199999809265137
2020-06-11,10.0600004196167
2020-06-12,10.050000190734863
2020-06-15,10.0
2020-06-16,10.199999809265137
2020-06-17,10.199999809265137
2020-06-18,10.199999809265137
2020-06-19,10.020000457763672
2020-06-22,10.020000457763672
2020-06-23,10.020000457763672
2020-06-24,10.020000457763672
2020-06-25,10.0
2020-06-26,10.0
2020-06-29,9.710000038146973
2020-06-30,9.989999771118164
2020-07-01,9.970000267028809
2020-07-02,10.03499984741211
2020-07-06,9.3100004196167
2020-07-07,9.460000038146973
2020-07-08,9.553000450134277
2020-07-09,9.399999618530273
2020-07-10,9.010000228881836
2020-07-13,9.100000381469727
2020-07-14,9.010000228881836
2020-07-15,9.399999618530273
2020-07-16,9.199999809265137
2020-07-17,9.109999656677246
2020-07-20,9.09000015258789
2020-07-21,9.0
2020-07-22,8.90999984741211
2020-07-23,8.859999656677246
2020-07-24,9.180000305175781
2020-07-27,8.944999694824219
2020-07-28,9.010000228881836
2020-07-29,9.010000228881836
2020-07-30,9.010000228881836
2020-07-31,9.067000389099121
2020-08-03,8.994999885559082
2020-08-04,9.460000038146973
2020-08-05,9.350000381469727
2020-08-06,9.512999534606934
2020-08-07,9.489999771118164
2020-08-10,9.194999694824219
2020-08-11,9.09000015258789
2020-08-12,9.15999984741211
2020-08-13,9.220000267028809
2020-08-14,9.125
2020-08-17,9.0
2020-08-18,9.0
2020-08-19,8.859999656677246
2020-08-20,8.949999809265137
2020-08-21,8.949999809265137
2020-08-24,9.354999542236328
2020-08-25,9.199999809265137
2020-08-26,9.199999809265137
2020-08-27,9.067000389099121
2020-08-28,9.0
2020-08-31,9.055000305175781
2020-09-01,8.949999809265137
2020-09-02,9.149999618530273
2020-09-03,9.010000228881836
2020-09-04,9.149999618530273
2020-09-08,9.100000381469727
2020-09-09,9.010000228881836
2020-09-10,8.75
2020-09-11,9.100000381469727
2020-09-14,9.079999923706055
2020-09-15,8.930000305175781
2020-09-16,8.75
2020-09-17,8.069999694824219
2020-09-18,8.210000038146973
2020-09-21,8.58899974822998
2020-09-22,8.225000381469727
2020-09-23,7.980000019073486
2020-09-24,7.820000171661377
2020-09-25,7.769999980926514
2020-09-28,8.291000366210938
2020-09-29,8.5
2020-09-30,8.34000015258789
2020-10-01,7.954999923706055
2020-10-02,7.929999828338623
2020-10-05,7.940000057220459
2020-10-06,7.954999923706055
2020-10-07,8.0
2020-10-08,7.949999809265137
2020-10-09,7.965000152587891
2020-10-12,7.860000133514404
2020-10-13,7.860000133514404
2020-10-14,7.539999961853027
2020-10-15,7.21999979019165
2020-10-16,7.21999979019165
2020-10-19,6.760000228881836
2020-10-20,6.860000133514404
2020-10-21,6.75
2020-10-22,6.809999942779541
2020-10-23,6.980000019073486
2020-10-26,7.139999866485596
2020-10-27,7.0
2020-10-28,7.034999847412109
2020-10-29,7.0
2020-10-30,6.974999904632568
2020-11-02,6.894999980926514
2020-11-03,6.75
2020-11-04,6.610000133514404
2020-11-05,6.360000133514404
2020-11-06,7.25
2020-11-09,6.239999771118164
2020-11-10,6.760000228881836
2020-11-11,6.940000057220459
2020-11-12,6.75
2020-11-13,6.949999809265137
2020-11-16,7.75
2020-11-17,7.809999942779541
2020-11-18,7.739999771118164
2020-11-19,7.704999923706055
2020-11-20,7.550000190734863
2020-11-23,7.579999923706055
2020-11-24,7.78000020980835
2020-11-25,7.980000019073486
2020-11-27,7.853000164031982
2020-11-30,7.929999828338623
2020-12-01,10.229999542236328
2020-12-02,9.329999923706055
2020-12-03,9.199999809265137
2020-12-04,8.600000381469727
2020-12-07,8.625
2020-12-08,8.600000381469727
2020-12-09,8.375
2020-12-10,9.0
2020-12-11,9.420000076293945
2020-12-14,9.1899995803833
2020-12-15,9.140000343322754
2020-12-16,8.944999694824219
2020-12-17,9.199999809265137
2020-12-18,8.65999984741211
2020-12-21,9.819999694824219
2020-12-22,10.399999618530273
2020-12-23,10.420000076293945
2020-12-24,10.050000190734863
2020-12-28,10.5600004196167
2020-12-29,10.199999809265137
2020-12-30,10.385000228881836
2020-12-31,10.770000457763672
2021-01-04,10.819999694824219
2021-01-05,11.979999542236328
2021-01-06,13.1899995803833
2021-01-07,13.34000015258789
2021-01-08,13.329999923706055
2021-01-11,13.239999771118164
2021-01-12,13.079999923706055
2021-01-13,13.930000305175781
2021-01-14,14.489999771118164
2021-01-15,15.760000228881836
2021-01-19,13.5
2021-01-20,14.25
2021-01-21,14.470000267028809
2021-01-22,14.59000015258789
2021-01-25,14.899999618530273
2021-01-26,14.800000190734863
2021-01-27,17.0
2021-01-28,17.489999771118164
2021-01-29,18.219999313354492
2021-02-01,18.0
2021-02-02,18.5
2021-02-03,18.18000030517578
2021-02-04,18.149999618530273
2021-02-05,17.969999313354492
2021-02-08,21.579999923706055
2021-02-09,19.809999465942383
2021-02-10,22.920000076293945
2021-02-11,24.25
2021-02-12,16.450000762939453
2021-02-16,16.600000381469727
2021-02-17,17.5
2021-02-18,17.260000228881836
2021-02-19,19.040000915527344
2021-02-22,19.049999237060547
2021-02-23,18.8700008392334
2021-02-24,18.920000076293945
2021-02-25,13.229999542236328
2021-02-26,14.399999618530273
2021-03-01,13.890000343322754
2021-03-02,13.710000038146973
2021-03-03,12.9399995803833
2021-03-04,12.289999961853027
2021-03-05,13.069999694824219
2021-03-08,12.8100004196167
2021-03-09,12.710000038146973
2021-03-10,12.850000381469727
2021-03-11,14.199999809265137
2021-03-12,14.15999984741211
2021-03-15,14.170000076293945
2021-03-16,13.100000381469727
2021-03-17,13.329999923706055
2021-03-18,13.319999694824219
2021-03-19,12.720000267028809
2021-03-22,12.489999771118164
2021-03-23,12.260000228881836
2021-03-24,12.779999732971191
2021-03-25,11.899999618530273
2021-03-26,11.5
2021-03-29,11.0
2021-03-30,12.489999771118164
2021-03-31,13.4399995803833
2021-04-01,13.550000190734863
2021-04-05,13.75
2021-04-06,13.899999618530273
2021-04-07,13.75
2021-04-08,13.75
2021-04-09,13.800000190734863
2021-04-12,14.170000076293945
2021-04-13,14.699999809265137
2021-04-14,14.520000457763672
2021-04-15,14.3100004196167
2021-04-16,14.449999809265137
2021-04-19,14.489999771118164
2021-04-20,14.020000457763672
2021-04-21,14.510000228881836
2021-04-22,14.494999885559082
2021-04-23,14.579999923706055
2021-04-26,14.78499984741211
2021-04-27,14.539999961853027
2021-04-28,14.970000267028809
2021-04-29,14.710000038146973
2021-04-30,14.6899995803833
2021-05-03,13.75
2021-05-04,13.75
2021-05-05,13.649999618530273
2021-05-06,13.899999618530273
2021-05-07,13.75
2021-05-10,13.800000190734863
2021-05-11,13.770000457763672
2021-05-12,14.0
2021-05-13,13.979999542236328
2021-05-14,14.0
