,SNN
2000-03-02,6.177471160888672
2000-03-03,6.152461051940918
2000-03-06,6.127450942993164
2000-03-07,6.164966106414795
2000-03-08,6.127450942993164
2000-03-09,5.864846229553223
2000-03-10,5.877350807189941
2000-03-13,5.927371025085449
2000-03-14,5.514706134796143
2000-03-15,5.552220821380615
2000-03-16,5.977390766143799
2000-03-17,5.764805793762207
2000-03-20,5.802320957183838
2000-03-21,5.927371025085449
2000-03-22,5.939876079559326
2000-03-23,5.952381134033203
2000-03-24,5.939876079559326
2000-03-27,5.939876079559326
2000-03-28,5.96488618850708
2000-03-29,5.96488618850708
2000-03-30,5.902360916137695
2000-03-31,5.927371025085449
2000-04-03,5.927371025085449
2000-04-04,6.0524210929870605
2000-04-05,6.114945888519287
2000-04-06,6.252501010894775
2000-04-07,6.202480792999268
2000-04-10,6.252501010894775
2000-04-11,6.302521228790283
2000-04-12,6.277511119842529
2000-04-13,6.277511119842529
2000-04-14,6.002400875091553
2000-04-17,5.902360916137695
2000-04-18,5.764805793762207
2000-04-19,5.752301216125488
2000-04-20,5.764805793762207
2000-04-24,5.739796161651611
2000-04-25,5.864846229553223
2000-04-26,6.039916038513184
2000-04-27,6.002400875091553
2000-04-28,5.939876079559326
2000-05-01,5.939876079559326
2000-05-02,5.927371025085449
2000-05-03,6.0649261474609375
2000-05-04,5.827331066131592
2000-05-05,5.852341175079346
2000-05-08,5.777310848236084
2000-05-09,5.739796161651611
2000-05-10,5.727291107177734
2000-05-11,5.652260780334473
2000-05-12,5.66476583480835
2000-05-15,5.5272111892700195
2000-05-16,5.539715766906738
2000-05-17,5.539715766906738
2000-05-18,5.452180862426758
2000-05-19,5.027010917663574
2000-05-22,5.3521409034729
2000-05-23,5.333383083343506
2000-05-24,5.314626216888428
2000-05-25,5.314626216888428
2000-05-26,5.3271307945251465
2000-05-30,5.3271307945251465
2000-05-31,5.5272111892700195
2000-06-01,5.514706134796143
2000-06-02,5.677270889282227
2000-06-05,5.752301216125488
2000-06-06,5.952381134033203
2000-06-07,5.977390766143799
2000-06-08,5.977390766143799
2000-06-09,6.039916038513184
2000-06-12,6.027410984039307
2000-06-13,6.027410984039307
2000-06-14,5.952381134033203
2000-06-15,6.127450942993164
2000-06-16,6.002400875091553
2000-06-19,5.977390766143799
2000-06-20,6.002400875091553
2000-06-21,6.0524210929870605
2000-06-22,6.6026411056518555
2000-06-23,6.2149858474731445
2000-06-26,6.152461051940918
2000-06-27,6.152461051940918
2000-06-28,6.640155792236328
2000-06-29,7.1278510093688965
2000-06-30,7.227890968322754
2000-07-03,7.415465831756592
2000-07-05,7.252901077270508
2000-07-06,7.402960777282715
2000-07-07,7.340435981750488
2000-07-10,7.315425872802734
2000-07-11,7.377951145172119
2000-07-12,7.402960777282715
2000-07-13,6.965285778045654
2000-07-14,6.977790832519531
2000-07-17,6.940276145935059
2000-07-18,6.9527812004089355
2000-07-19,6.9527812004089355
2000-07-20,6.940276145935059
2000-07-21,7.215385913848877
2000-07-24,7.177871227264404
2000-07-25,7.227890968322754
2000-07-26,7.302920818328857
2000-07-27,7.2904157638549805
2000-07-28,7.277911186218262
2000-07-31,7.5030012130737305
2000-08-01,7.528010845184326
2000-08-02,7.2904157638549805
2000-08-03,7.402960777282715
2000-08-04,7.4904961585998535
2000-08-07,7.753100872039795
2000-08-08,8.228290557861328
2000-08-09,8.228290557861328
2000-08-10,7.90316104888916
2000-08-11,8.20328140258789
2000-08-14,8.153261184692383
2000-08-15,8.353341102600098
2000-08-16,8.328330993652344
2000-08-17,8.065726280212402
2000-08-18,8.20328140258789
2000-08-21,8.078230857849121
2000-08-22,8.228290557861328
2000-08-23,8.228290557861328
2000-08-24,8.503400802612305
2000-08-25,8.39085578918457
2000-08-28,8.39085578918457
2000-08-29,8.39085578918457
2000-08-30,8.340835571289062
2000-08-31,8.240796089172363
2000-09-01,8.153261184692383
2000-09-05,7.90316104888916
2000-09-06,7.940676212310791
2000-09-07,7.715586185455322
2000-09-08,7.753100872039795
2000-09-11,7.940676212310791
2000-09-12,7.940676212310791
2000-09-13,7.940676212310791
2000-09-14,7.95318078994751
2000-09-15,7.853140830993652
2000-09-18,7.853140830993652
2000-09-19,7.703081130981445
2000-09-20,7.803121089935303
2000-09-21,7.740595817565918
2000-09-22,7.728090763092041
2000-09-25,7.728090763092041
2000-09-26,8.053220748901367
2000-09-27,8.00320053100586
2000-09-28,8.090736389160156
2000-09-29,8.090736389160156
2000-10-02,8.403361320495605
2000-10-03,8.340835571289062
2000-10-04,8.553421020507812
2000-10-05,8.715986251831055
2000-10-06,8.565925598144531
2000-10-09,8.403361320495605
2000-10-10,8.503400802612305
2000-10-11,8.328330993652344
2000-10-12,8.278310775756836
2000-10-13,8.103240966796875
2000-10-16,8.103240966796875
2000-10-17,7.90316104888916
2000-10-18,8.228290557861328
2000-10-19,7.878150939941406
2000-10-20,7.878150939941406
2000-10-23,7.90316104888916
2000-10-24,8.153261184692383
2000-10-25,8.128251075744629
2000-10-26,8.228290557861328
2000-10-27,8.178271293640137
2000-10-30,8.228290557861328
2000-10-31,8.228290557861328
2000-11-01,8.453380584716797
2000-11-02,8.6909761428833
2000-11-03,9.178670883178711
2000-11-06,9.141156196594238
2000-11-07,9.028611183166504
2000-11-08,8.753500938415527
2000-11-09,8.60344123840332
2000-11-10,8.528410911560059
2000-11-13,8.678470611572266
2000-11-14,8.565925598144531
2000-11-15,8.528410911560059
2000-11-16,8.415865898132324
2000-11-17,8.453380584716797
2000-11-20,8.578431129455566
2000-11-21,8.87855052947998
2000-11-22,8.87855052947998
2000-11-24,9.10364055633545
2000-11-27,9.00360107421875
2000-11-28,9.028611183166504
2000-11-29,9.053621292114258
2000-11-30,9.028611183166504
2000-12-01,9.028611183166504
2000-12-04,9.028611183166504
2000-12-05,9.028611183166504
2000-12-06,8.60344123840332
2000-12-07,8.728490829467773
2000-12-08,8.753500938415527
2000-12-11,8.753500938415527
2000-12-12,8.70348072052002
2000-12-13,8.553421020507812
2000-12-14,8.828531265258789
2000-12-15,8.928570747375488
2000-12-18,9.00360107421875
2000-12-19,9.00360107421875
2000-12-20,9.078631401062012
2000-12-21,9.078631401062012
2000-12-22,9.078631401062012
2000-12-26,9.078631401062012
2000-12-27,9.053621292114258
2000-12-28,9.203680992126465
2000-12-29,9.228691101074219
2001-01-02,9.203680992126465
2001-01-03,9.253701210021973
2001-01-04,9.066125869750977
2001-01-05,9.203680992126465
2001-01-08,9.453782081604004
2001-01-09,9.478792190551758
2001-01-10,9.366246223449707
2001-01-11,9.391257286071777
2001-01-12,9.203680992126465
2001-01-16,9.203680992126465
2001-01-17,8.953580856323242
2001-01-18,9.053621292114258
2001-01-19,8.91606616973877
2001-01-22,8.866045951843262
2001-01-23,8.841035842895508
2001-01-24,8.853541374206543
2001-01-25,8.928570747375488
2001-01-26,8.978590965270996
2001-01-29,9.00360107421875
2001-01-30,8.993597030639648
2001-01-31,9.033613204956055
2001-02-01,9.383753776550293
2001-02-02,9.253701210021973
2001-02-05,9.193676948547363
2001-02-06,9.023609161376953
2001-02-07,9.073629379272461
2001-02-08,8.873549461364746
2001-02-09,8.983592987060547
2001-02-12,9.11364459991455
2001-02-13,9.283713340759277
2001-02-14,9.34373664855957
2001-02-15,9.533814430236816
2001-02-16,9.563825607299805
2001-02-20,9.563825607299805
2001-02-21,9.4237699508667
2001-02-22,9.453782081604004
2001-02-23,9.703882217407227
2001-02-26,9.583833694458008
2001-02-27,9.533814430236816
2001-02-28,9.4237699508667
2001-03-01,9.425769805908203
2001-03-02,9.653861999511719
2001-03-05,9.563825607299805
2001-03-06,9.673870086669922
2001-03-07,9.633853912353516
2001-03-08,9.49379825592041
2001-03-09,9.583833694458008
2001-03-12,9.473790168762207
2001-03-13,9.203680992126465
2001-03-14,8.855542182922363
2001-03-15,8.70348072052002
2001-03-16,8.753500938415527
2001-03-19,8.763504981994629
2001-03-20,8.763504981994629
2001-03-21,8.743496894836426
2001-03-22,8.743496894836426
2001-03-23,8.3733491897583
2001-03-26,8.403361320495605
2001-03-27,8.743496894836426
2001-03-28,8.823529243469238
2001-03-29,8.883552551269531
2001-03-30,8.823529243469238
2001-04-02,9.293717384338379
2001-04-03,9.287714958190918
2001-04-04,9.443778038024902
2001-04-05,9.503802299499512
2001-04-06,9.603841781616211
2001-04-09,9.553821563720703
2001-04-10,9.563825607299805
2001-04-11,9.483794212341309
2001-04-12,9.463786125183105
2001-04-16,9.463786125183105
2001-04-17,9.353740692138672
2001-04-18,9.23369312286377
2001-04-19,9.107643127441406
2001-04-20,9.107643127441406
2001-04-23,9.283713340759277
2001-04-24,9.283713340759277
2001-04-25,9.333732604980469
2001-04-26,9.383753776550293
2001-04-27,9.363744735717773
2001-04-30,9.363744735717773
2001-05-01,9.363744735717773
2001-05-02,9.06362533569336
2001-05-03,9.115646362304688
2001-05-04,9.283713340759277
2001-05-07,9.253701210021973
2001-05-08,9.383753776550293
2001-05-09,9.403761863708496
2001-05-10,9.483794212341309
2001-05-11,9.413765907287598
2001-05-14,9.243697166442871
2001-05-15,9.203680992126465
2001-05-16,9.243697166442871
2001-05-17,9.23369312286377
2001-05-18,9.34373664855957
2001-05-21,9.503802299499512
2001-05-22,9.503802299499512
2001-05-23,9.453782081604004
2001-05-24,9.263705253601074
2001-05-25,9.23369312286377
2001-05-29,9.23369312286377
2001-05-30,9.325730323791504
2001-05-31,9.363744735717773
2001-06-01,9.365745544433594
2001-06-04,9.30372142791748
2001-06-05,9.393757820129395
2001-06-06,9.203680992126465
2001-06-07,9.203680992126465
2001-06-08,9.203680992126465
2001-06-11,9.243697166442871
2001-06-12,9.30372142791748
2001-06-13,9.533814430236816
2001-06-14,9.533814430236816
2001-06-15,9.613845825195312
2001-06-18,9.773909568786621
2001-06-19,9.743898391723633
2001-06-20,9.753902435302734
2001-06-21,9.873950004577637
2001-06-22,9.96398639678955
2001-06-25,10.334134101867676
2001-06-26,10.008003234863281
2001-06-27,9.943978309631348
2001-06-28,10.414166450500488
2001-06-29,10.50620174407959
2001-07-02,10.454181671142578
2001-07-03,10.244097709655762
2001-07-05,10.138054847717285
2001-07-06,10.214085578918457
2001-07-09,10.244097709655762
2001-07-10,10.59423828125
2001-07-11,10.404162406921387
2001-07-12,10.426170349121094
2001-07-13,10.324130058288574
2001-07-16,10.184074401855469
2001-07-17,10.154062271118164
2001-07-18,10.16606616973877
2001-07-19,10.334134101867676
2001-07-20,10.374150276184082
2001-07-23,10.244097709655762
2001-07-24,10.284113883972168
2001-07-25,10.23409366607666
2001-07-26,10.334134101867676
2001-07-27,10.304121971130371
2001-07-30,10.164066314697266
2001-07-31,10.284113883972168
2001-08-01,10.604242324829102
2001-08-02,10.524209976196289
2001-08-03,10.504201889038086
2001-08-06,10.36414623260498
2001-08-07,10.344138145446777
2001-08-08,10.374150276184082
2001-08-09,10.344138145446777
2001-08-10,10.556221961975098
2001-08-13,10.624250411987305
2001-08-14,10.554222106933594
2001-08-15,10.654261589050293
2001-08-16,10.504201889038086
2001-08-17,10.564226150512695
2001-08-20,10.684273719787598
2001-08-21,10.7042818069458
2001-08-22,10.688275337219238
2001-08-23,10.604242324829102
2001-08-24,10.574230194091797
2001-08-27,10.604242324829102
2001-08-28,10.634254455566406
2001-08-29,10.7042818069458
2001-08-30,10.564226150512695
2001-08-31,10.554222106933594
2001-09-04,10.424169540405273
2001-09-05,10.414166450500488
2001-09-06,10.394158363342285
2001-09-07,10.394158363342285
2001-09-10,10.344138145446777
2001-09-17,10.094038009643555
2001-09-18,10.074029922485352
2001-09-19,9.883954048156738
2001-09-20,9.623849868774414
2001-09-21,9.10364055633545
2001-09-24,9.89195728302002
2001-09-25,10.29411792755127
2001-09-26,10.224089622497559
2001-09-27,9.983993530273438
2001-09-28,10.144058227539062
2001-10-01,10.564226150512695
2001-10-02,10.604242324829102
2001-10-03,10.754302024841309
2001-10-04,11.06442642211914
2001-10-05,11.074430465698242
2001-10-08,11.094437599182129
2001-10-09,10.744297981262207
2001-10-10,10.714285850524902
2001-10-11,10.536213874816895
2001-10-12,10.344138145446777
2001-10-15,10.318126678466797
2001-10-16,10.784314155578613
2001-10-17,10.794318199157715
2001-10-18,11.136454582214355
2001-10-19,10.964385986328125
2001-10-22,10.99439811706543
2001-10-23,10.884353637695312
2001-10-24,10.874349594116211
2001-10-25,10.914365768432617
2001-10-26,10.920368194580078
2001-10-29,10.814326286315918
2001-10-30,11.054422378540039
2001-10-31,11.212485313415527
2001-11-01,11.384553909301758
2001-11-02,11.504602432250977
2001-11-05,11.80272102355957
2001-11-06,11.454582214355469
2001-11-07,11.352540969848633
2001-11-08,11.280511856079102
2001-11-09,11.33453369140625
2001-11-12,11.304521560668945
2001-11-13,10.944377899169922
2001-11-14,10.734293937683105
2001-11-15,10.434173583984375
2001-11-16,10.784314155578613
2001-11-19,10.074029922485352
2001-11-20,9.76390552520752
2001-11-21,10.504201889038086
2001-11-23,10.460184097290039
2001-11-26,10.50620174407959
2001-11-27,10.484193801879883
2001-11-28,10.584234237670898
2001-11-29,10.834334373474121
2001-11-30,10.654261589050293
2001-12-03,10.604242324829102
2001-12-04,10.664265632629395
2001-12-05,10.53221321105957
2001-12-06,10.654261589050293
2001-12-07,10.584234237670898
2001-12-10,10.614246368408203
2001-12-11,10.7042818069458
2001-12-12,10.494197845458984
2001-12-13,10.324130058288574
2001-12-14,10.624250411987305
2001-12-17,10.784314155578613
2001-12-18,11.004402160644531
2001-12-19,11.174469947814941
2001-12-20,11.414566040039062
2001-12-21,11.764705657958984
2001-12-24,12.084834098815918
2001-12-26,12.16686725616455
2001-12-27,12.174869537353516
2001-12-28,12.184873580932617
2001-12-31,12.16486644744873
2002-01-02,12.064826011657715
2002-01-03,12.26890754699707
2002-01-04,12.26290512084961
2002-01-07,12.276910781860352
2002-01-08,12.060824394226074
2002-01-09,11.744697570800781
2002-01-10,11.5086030960083
2002-01-11,11.604641914367676
2002-01-14,11.524609565734863
2002-01-15,11.254502296447754
2002-01-16,11.412565231323242
2002-01-17,11.684674263000488
2002-01-18,11.678670883178711
2002-01-22,11.574629783630371
2002-01-23,11.474590301513672
2002-01-24,11.434574127197266
2002-01-25,11.292516708374023
2002-01-28,11.206482887268066
2002-01-29,11.084433555603027
2002-01-30,11.114445686340332
2002-01-31,11.116447448730469
2002-02-01,11.56462574005127
2002-02-04,11.584633827209473
2002-02-05,11.384553909301758
2002-02-06,11.478590965270996
2002-02-07,11.654662132263184
2002-02-08,12.070828437805176
2002-02-11,12.014805793762207
2002-02-12,12.054821968078613
2002-02-13,12.026810646057129
2002-02-14,11.80472183227539
2002-02-15,11.784713745117188
2002-02-19,11.484594345092773
2002-02-20,11.544617652893066
2002-02-21,11.528611183166504
2002-02-22,11.834733963012695
2002-02-25,11.868746757507324
2002-02-26,11.86474609375
2002-02-27,12.194877624511719
2002-02-28,12.14085578918457
2002-03-01,12.20488166809082
2002-03-04,11.854742050170898
2002-03-05,11.822729110717773
2002-03-06,11.834733963012695
2002-03-07,11.724690437316895
2002-03-08,11.830732345581055
2002-03-11,11.92477035522461
2002-03-12,11.784713745117188
2002-03-13,11.754701614379883
2002-03-14,11.794717788696289
2002-03-15,11.948780059814453
2002-03-18,11.978792190551758
2002-03-19,12.188876152038574
2002-03-20,12.222888946533203
2002-03-21,11.984793663024902
2002-03-22,11.80472183227539
2002-03-25,11.770708084106445
2002-03-26,11.742696762084961
2002-03-27,11.684674263000488
2002-03-28,11.754701614379883
2002-04-01,11.754701614379883
2002-04-02,11.744697570800781
2002-04-03,11.904762268066406
2002-04-04,11.898759841918945
2002-04-05,11.884754180908203
2002-04-08,11.710683822631836
2002-04-09,11.778711318969727
2002-04-10,11.884754180908203
2002-04-11,11.754701614379883
2002-04-12,11.744697570800781
2002-04-15,11.754701614379883
2002-04-16,11.63465404510498
2002-04-17,11.390556335449219
2002-04-18,11.23449420928955
2002-04-19,11.136454582214355
2002-04-22,11.284514427185059
2002-04-23,11.404561996459961
2002-04-24,11.424570083618164
2002-04-25,11.56462574005127
2002-04-26,11.844738006591797
2002-04-29,11.772708892822266
2002-04-30,11.478590965270996
2002-05-01,11.57062816619873
2002-05-02,11.63265323638916
2002-05-03,11.824729919433594
2002-05-06,11.822729110717773
2002-05-07,12.004801750183105
2002-05-08,11.92477035522461
2002-05-09,11.9747896194458
2002-05-10,11.9647855758667
2002-05-13,12.024809837341309
2002-05-14,11.784713745117188
2002-05-15,11.844738006591797
2002-05-16,11.610644340515137
2002-05-17,11.744697570800781
2002-05-20,11.814725875854492
2002-05-21,11.544617652893066
2002-05-22,11.616646766662598
2002-05-23,11.678670883178711
2002-05-24,11.644658088684082
2002-05-28,11.532612800598145
2002-05-29,11.310523986816406
2002-05-30,11.514606475830078
2002-05-31,11.50260066986084
2002-06-03,11.5086030960083
2002-06-04,11.474590301513672
2002-06-05,11.29651927947998
2002-06-06,11.044418334960938
2002-06-07,10.758302688598633
2002-06-10,10.884353637695312
2002-06-11,10.942377090454102
2002-06-12,10.490196228027344
2002-06-13,10.572229385375977
2002-06-14,10.612244606018066
2002-06-17,10.894357681274414
2002-06-18,10.806323051452637
2002-06-19,10.494197845458984
2002-06-20,10.19407844543457
2002-06-21,10.784314155578613
2002-06-24,10.732293128967285
2002-06-25,10.644257545471191
2002-06-26,11.10444164276123
2002-06-27,11.204482078552246
2002-06-28,11.304521560668945
2002-07-01,11.420568466186523
2002-07-02,11.010403633117676
2002-07-03,10.604242324829102
2002-07-05,10.604242324829102
2002-07-08,10.59423828125
2002-07-09,10.828330993652344
2002-07-10,10.320128440856934
2002-07-11,9.803921699523926
2002-07-12,10.23409366607666
2002-07-15,9.96398639678955
2002-07-16,9.733894348144531
2002-07-17,10.06002426147461
2002-07-18,10.36414623260498
2002-07-19,10.356142044067383
2002-07-22,10.384154319763184
2002-07-23,10.092037200927734
2002-07-24,9.683874130249023
2002-07-25,10.17006778717041
2002-07-26,10.280112266540527
2002-07-29,10.680272102355957
2002-07-30,10.564226150512695
2002-07-31,10.5762300491333
2002-08-01,10.404162406921387
2002-08-02,10.804322242736816
2002-08-05,11.360544204711914
2002-08-06,11.094437599182129
2002-08-07,11.034414291381836
2002-08-08,11.424570083618164
2002-08-09,11.46458625793457
2002-08-12,11.468586921691895
2002-08-13,11.434574127197266
2002-08-14,11.86474609375
2002-08-15,11.834733963012695
2002-08-16,11.730691909790039
2002-08-19,11.814725875854492
2002-08-20,11.836734771728516
2002-08-21,11.534613609313965
2002-08-22,11.264506340026855
2002-08-23,11.654662132263184
2002-08-26,11.664666175842285
2002-08-27,11.80472183227539
2002-08-28,11.46458625793457
2002-08-29,11.254502296447754
2002-08-30,11.698678970336914
2002-09-03,11.33453369140625
2002-09-04,11.584633827209473
2002-09-05,11.304521560668945
2002-09-06,11.712684631347656
2002-09-09,11.418566703796387
2002-09-10,11.704682350158691
2002-09-11,11.92477035522461
2002-09-12,11.80472183227539
2002-09-13,11.744697570800781
2002-09-16,11.63465404510498
2002-09-17,11.86474609375
2002-09-18,11.824729919433594
2002-09-19,11.904762268066406
2002-09-20,11.9647855758667
2002-09-23,11.816726684570312
2002-09-24,11.586634635925293
2002-09-25,11.384553909301758
2002-09-26,11.604641914367676
2002-09-27,12.03481388092041
2002-09-30,12.076830863952637
2002-10-01,12.024809837341309
2002-10-02,12.31092357635498
2002-10-03,12.787115097045898
2002-10-04,12.424969673156738
2002-10-07,11.984793663024902
2002-10-08,11.744697570800781
2002-10-09,12.050820350646973
2002-10-10,12.16486644744873
2002-10-11,12.62705135345459
2002-10-14,12.294918060302734
2002-10-15,12.294918060302734
2002-10-16,12.20488166809082
2002-10-17,12.414965629577637
2002-10-18,12.354942321777344
2002-10-21,12.054821968078613
2002-10-22,12.374950408935547
2002-10-23,12.254901885986328
2002-10-24,12.124850273132324
2002-10-25,12.176871299743652
2002-10-28,12.525010108947754
2002-10-29,12.378952026367188
2002-10-30,12.232892990112305
2002-10-31,12.16486644744873
2002-11-01,11.92477035522461
2002-11-04,11.794717788696289
2002-11-05,11.664666175842285
2002-11-06,11.56262493133545
2002-11-07,11.494598388671875
2002-11-08,11.46458625793457
2002-11-11,11.374549865722656
2002-11-12,11.474590301513672
2002-11-13,11.67066764831543
2002-11-14,11.86274528503418
2002-11-15,11.844738006591797
2002-11-18,11.544617652893066
2002-11-19,11.9647855758667
2002-11-20,11.794717788696289
2002-11-21,12.20488166809082
2002-11-22,12.210884094238281
2002-11-25,11.6366548538208
2002-11-26,11.664666175842285
2002-11-27,11.594637870788574
2002-11-29,11.784713745117188
2002-12-02,11.984793663024902
2002-12-03,11.650659561157227
2002-12-04,11.818726539611816
2002-12-05,11.824729919433594
2002-12-06,11.954781532287598
2002-12-09,11.984793663024902
2002-12-10,11.894758224487305
2002-12-11,12.060824394226074
2002-12-12,12.282913208007812
2002-12-13,12.284914016723633
2002-12-16,12.693077087402344
2002-12-17,12.320927619934082
2002-12-18,12.651060104370117
2002-12-19,12.254901885986328
2002-12-20,12.214885711669922
2002-12-23,12.26690673828125
2002-12-24,12.192876815795898
2002-12-26,12.234893798828125
2002-12-27,12.100839614868164
2002-12-30,12.114846229553223
2002-12-31,12.284914016723633
2003-01-02,12.376951217651367
2003-01-03,12.410964012145996
2003-01-06,12.394957542419434
2003-01-07,12.316926956176758
2003-01-08,12.320927619934082
2003-01-09,12.284914016723633
2003-01-10,12.400959968566895
2003-01-13,12.304922103881836
2003-01-14,12.300919532775879
2003-01-15,12.180871963500977
2003-01-16,11.898759841918945
2003-01-17,12.116847038269043
2003-01-21,11.968788146972656
2003-01-22,11.844738006591797
2003-01-23,11.962784767150879
2003-01-24,11.654662132263184
2003-01-27,10.724289894104004
2003-01-28,11.214486122131348
2003-01-29,11.140456199645996
2003-01-30,11.424570083618164
2003-01-31,11.546619415283203
2003-02-03,11.652661323547363
2003-02-04,11.29651927947998
2003-02-05,11.304521560668945
2003-02-06,11.154461860656738
2003-02-07,11.348539352416992
2003-02-10,11.218486785888672
2003-02-11,11.490595817565918
2003-02-12,11.364545822143555
2003-02-13,11.260503768920898
2003-02-14,11.324529647827148
2003-02-18,11.304521560668945
2003-02-19,11.128451347351074
2003-02-20,11.174469947814941
2003-02-21,11.258502960205078
2003-02-24,11.090435981750488
2003-02-25,11.04041576385498
2003-02-26,11.128451347351074
2003-02-27,11.33453369140625
2003-02-28,11.554621696472168
2003-03-03,11.604641914367676
2003-03-04,11.324529647827148
2003-03-05,11.188474655151367
2003-03-06,11.536615371704102
2003-03-07,11.594637870788574
2003-03-10,11.190476417541504
2003-03-11,11.236495018005371
2003-03-12,11.174469947814941
2003-03-13,11.16446590423584
2003-03-14,11.810724258422852
2003-03-17,12.404961585998535
2003-03-18,12.044817924499512
2003-03-19,11.9747896194458
2003-03-20,11.542616844177246
2003-03-21,11.764705657958984
2003-03-24,11.56262493133545
2003-03-25,11.73469352722168
2003-03-26,12.172868728637695
2003-03-27,12.304922103881836
2003-03-28,12.535014152526855
2003-03-31,12.474989891052246
2003-04-01,12.49499797821045
2003-04-02,12.466986656188965
2003-04-03,12.50500202178955
2003-04-04,12.653060913085938
2003-04-07,12.90316104888916
2003-04-08,13.055221557617188
2003-04-09,13.059224128723145
2003-04-10,12.953181266784668
2003-04-11,13.005202293395996
2003-04-14,13.193277359008789
2003-04-15,13.275309562683105
2003-04-16,13.175270080566406
2003-04-17,13.33133316040039
2003-04-21,13.275309562683105
2003-04-22,13.459383964538574
2003-04-23,13.635454177856445
2003-04-24,13.593437194824219
2003-04-25,13.493396759033203
2003-04-28,13.685474395751953
2003-04-29,13.405362129211426
2003-04-30,13.505401611328125
2003-05-01,13.713484764099121
2003-05-02,13.693476676940918
2003-05-05,13.625450134277344
2003-05-06,13.645458221435547
2003-05-07,13.385354042053223
2003-05-08,13.26530647277832
2003-05-09,13.381353378295898
2003-05-12,13.155261993408203
2003-05-13,13.185274124145508
2003-05-14,13.083232879638672
2003-05-15,13.225290298461914
2003-05-16,13.873549461364746
2003-05-19,13.569428443908691
2003-05-20,12.595038414001465
2003-05-21,12.404961585998535
2003-05-22,12.43497371673584
2003-05-23,12.454981803894043
2003-05-27,12.444977760314941
2003-05-28,12.537014961242676
2003-05-29,12.43497371673584
2003-05-30,12.33293342590332
2003-06-02,12.176871299743652
2003-06-03,11.984793663024902
2003-06-04,12.064826011657715
2003-06-05,11.936775207519531
2003-06-06,12.444977760314941
2003-06-09,12.194877624511719
2003-06-10,12.27090835571289
2003-06-11,12.306922912597656
2003-06-12,12.575030326843262
2003-06-13,12.625049591064453
2003-06-16,12.747098922729492
2003-06-17,13.097238540649414
2003-06-18,12.923169136047363
2003-06-19,12.747098922729492
2003-06-20,12.33493423461914
2003-06-23,12.132852554321289
2003-06-24,12.044817924499512
2003-06-25,12.082833290100098
2003-06-26,12.244897842407227
2003-06-27,11.894758224487305
2003-06-30,11.604641914367676
2003-07-01,11.814725875854492
2003-07-02,11.904762268066406
2003-07-03,11.9647855758667
2003-07-07,11.700679779052734
2003-07-08,11.504602432250977
2003-07-09,11.702680587768555
2003-07-10,11.994797706604004
2003-07-11,12.09483814239502
2003-07-14,12.040816307067871
2003-07-15,11.80472183227539
2003-07-16,11.684674263000488
2003-07-17,11.598638534545898
2003-07-18,11.824729919433594
2003-07-21,11.684674263000488
2003-07-22,11.644658088684082
2003-07-23,11.774709701538086
2003-07-24,11.824729919433594
2003-07-25,11.954781532287598
2003-07-28,11.91076374053955
2003-07-29,11.834733963012695
2003-07-30,12.260904312133789
2003-07-31,12.402960777282715
2003-08-01,12.324930191040039
