,ACST
2015-02-12,4.400000095367432
2015-02-13,4.400000095367432
2015-02-17,4.5
2015-02-18,4.800000190734863
2015-02-19,5.400000095367432
2015-02-20,5.599999904632568
2015-02-23,5.199999809265137
2015-02-24,5.199999809265137
2015-02-25,5.300000190734863
2015-02-26,5.599999904632568
2015-02-27,5.5
2015-03-02,5.199999809265137
2015-03-03,5.099999904632568
2015-03-04,5.0
2015-03-05,5.099999904632568
2015-03-06,5.099999904632568
2015-03-09,5.0
2015-03-10,4.699999809265137
2015-03-11,5.199999809265137
2015-03-12,4.900000095367432
2015-03-13,5.099999904632568
2015-03-16,5.099999904632568
2015-03-17,5.099999904632568
2015-03-18,5.0
2015-03-19,5.0
2015-03-20,4.900000095367432
2015-03-23,4.900000095367432
2015-03-24,4.900000095367432
2015-03-25,4.800000190734863
2015-03-26,4.900000095367432
2015-03-27,4.699999809265137
2015-03-30,4.800000190734863
2015-03-31,4.800000190734863
2015-04-01,4.699999809265137
2015-04-02,4.599999904632568
2015-04-06,4.599999904632568
2015-04-07,4.800000190734863
2015-04-08,5.099999904632568
2015-04-09,4.900000095367432
2015-04-10,4.900000095367432
2015-04-13,4.599999904632568
2015-04-14,4.599999904632568
2015-04-15,5.0
2015-04-16,4.800000190734863
2015-04-17,4.800000190734863
2015-04-20,4.800000190734863
2015-04-21,4.599999904632568
2015-04-22,4.900000095367432
2015-04-23,4.900000095367432
2015-04-24,4.5
2015-04-27,4.5
2015-04-28,4.599999904632568
2015-04-29,4.199999809265137
2015-04-30,4.0
2015-05-01,3.9000000953674316
2015-05-04,4.199999809265137
2015-05-05,4.099999904632568
2015-05-06,4.099999904632568
2015-05-07,4.199999809265137
2015-05-08,4.099999904632568
2015-05-11,3.9000000953674316
2015-05-12,4.0
2015-05-13,3.9000000953674316
2015-05-14,3.799999952316284
2015-05-15,3.799999952316284
2015-05-18,4.099999904632568
2015-05-19,3.5999999046325684
2015-05-20,3.700000047683716
2015-05-21,3.5
2015-05-22,3.5
2015-05-26,3.5
2015-05-27,3.4000000953674316
2015-05-28,3.299999952316284
2015-05-29,3.299999952316284
2015-06-01,3.299999952316284
2015-06-02,3.299999952316284
2015-06-03,3.200000047683716
2015-06-04,3.200000047683716
2015-06-05,3.200000047683716
2015-06-08,3.200000047683716
2015-06-09,3.0999999046325684
2015-06-10,3.0999999046325684
2015-06-11,3.0
2015-06-12,2.9000000953674316
2015-06-15,3.0999999046325684
2015-06-16,3.0
2015-06-17,3.0
2015-06-18,3.0999999046325684
2015-06-19,3.5
2015-06-22,3.299999952316284
2015-06-23,3.200000047683716
2015-06-24,3.299999952316284
2015-06-25,3.299999952316284
2015-06-26,3.299999952316284
2015-06-29,3.200000047683716
2015-06-30,3.200000047683716
2015-07-01,3.5
2015-07-02,3.299999952316284
2015-07-06,3.200000047683716
2015-07-07,3.200000047683716
2015-07-08,3.200000047683716
2015-07-09,3.299999952316284
2015-07-10,3.299999952316284
2015-07-13,3.5999999046325684
2015-07-14,3.4000000953674316
2015-07-15,3.4000000953674316
2015-07-16,3.5
2015-07-17,3.5
2015-07-20,3.700000047683716
2015-07-21,3.5999999046325684
2015-07-22,3.5999999046325684
2015-07-23,3.5999999046325684
2015-07-24,3.799999952316284
2015-07-27,3.700000047683716
2015-07-28,3.799999952316284
2015-07-29,3.700000047683716
2015-07-30,3.700000047683716
2015-07-31,3.5999999046325684
2015-08-03,3.799999952316284
2015-08-04,3.700000047683716
2015-08-05,3.700000047683716
2015-08-06,3.9000000953674316
2015-08-07,4.0
2015-08-10,3.5999999046325684
2015-08-11,3.700000047683716
2015-08-12,3.9000000953674316
2015-08-13,4.199999809265137
2015-08-14,4.199999809265137
2015-08-17,3.9000000953674316
2015-08-18,3.700000047683716
2015-08-19,3.5999999046325684
2015-08-20,3.5999999046325684
2015-08-21,3.700000047683716
2015-08-24,3.5999999046325684
2015-08-25,3.5
2015-08-26,3.4000000953674316
2015-08-27,3.4000000953674316
2015-08-28,3.700000047683716
2015-08-31,3.5999999046325684
2015-09-01,3.5
2015-09-02,3.4000000953674316
2015-09-03,3.200000047683716
2015-09-04,3.0999999046325684
2015-09-08,3.0999999046325684
2015-09-09,3.200000047683716
2015-09-10,3.200000047683716
2015-09-11,3.200000047683716
2015-09-14,3.299999952316284
2015-09-15,3.299999952316284
2015-09-16,3.200000047683716
2015-09-17,3.4000000953674316
2015-09-18,3.5
2015-09-21,3.200000047683716
2015-09-22,3.5999999046325684
2015-09-23,3.5
2015-09-24,3.5
2015-09-25,3.4000000953674316
2015-09-28,3.200000047683716
2015-09-29,2.5
2015-09-30,2.700000047683716
2015-10-01,2.5999999046325684
2015-10-02,2.799999952316284
2015-10-05,2.9000000953674316
2015-10-06,2.9000000953674316
2015-10-07,2.9000000953674316
2015-10-08,2.9000000953674316
2015-10-09,3.0
2015-10-12,3.200000047683716
2015-10-13,3.0999999046325684
2015-10-14,3.299999952316284
2015-10-15,2.799999952316284
2015-10-16,3.0
2015-10-19,2.700000047683716
2015-10-20,2.6500000953674316
2015-10-21,2.4100000858306885
2015-10-22,2.190000057220459
2015-10-23,2.180000066757202
2015-10-26,2.359999895095825
2015-10-27,2.2100000381469727
2015-10-28,2.25
2015-10-29,2.240000009536743
2015-10-30,2.259999990463257
2015-11-02,2.3499999046325684
2015-11-03,2.369999885559082
2015-11-04,2.490000009536743
2015-11-05,2.509999990463257
2015-11-06,2.4800000190734863
2015-11-09,2.680000066757202
2015-11-10,2.640000104904175
2015-11-11,2.4600000381469727
2015-11-12,2.450000047683716
2015-11-13,2.4200000762939453
2015-11-16,2.309999942779541
2015-11-17,2.299999952316284
2015-11-18,2.259999990463257
2015-11-19,2.309999942779541
2015-11-20,2.299999952316284
2015-11-23,2.25
2015-11-24,2.450000047683716
2015-11-25,2.2799999713897705
2015-11-27,2.450000047683716
2015-11-30,2.299999952316284
2015-12-01,2.3299999237060547
2015-12-02,2.109999895095825
2015-12-03,2.109999895095825
2015-12-04,2.109999895095825
2015-12-07,2.140000104904175
2015-12-08,1.850000023841858
2015-12-09,1.659999966621399
2015-12-10,1.600000023841858
2015-12-11,1.6299999952316284
2015-12-14,1.649999976158142
2015-12-15,1.6100000143051147
2015-12-16,2.5199999809265137
2015-12-17,2.75
2015-12-18,2.9100000858306885
2015-12-21,2.8399999141693115
2015-12-22,2.7699999809265137
2015-12-23,2.690000057220459
2015-12-24,2.6700000762939453
2015-12-28,2.630000114440918
2015-12-29,2.5799999237060547
2015-12-30,2.5799999237060547
2015-12-31,2.549999952316284
2016-01-04,2.4800000190734863
2016-01-05,2.4100000858306885
2016-01-06,2.2300000190734863
2016-01-07,2.049999952316284
2016-01-08,1.8700000047683716
2016-01-11,1.7400000095367432
2016-01-12,1.7599999904632568
2016-01-13,1.5399999618530273
2016-01-14,1.6699999570846558
2016-01-15,1.6299999952316284
2016-01-19,1.649999976158142
2016-01-20,1.5700000524520874
2016-01-21,1.6200000047683716
2016-01-22,1.7000000476837158
2016-01-25,1.6799999475479126
2016-01-26,1.7000000476837158
2016-01-27,1.659999966621399
2016-01-28,1.6699999570846558
2016-01-29,1.559999942779541
2016-02-01,1.5499999523162842
