,ACST
2012-02-07,12.100000381469727
2012-02-08,12.100000381469727
2012-02-09,12.100000381469727
2012-02-10,12.100000381469727
2012-02-13,12.100000381469727
2012-02-14,16.5
2012-02-15,16.5
2012-02-16,16.5
2012-02-17,16.5
2012-02-21,16.5
2012-02-22,16.5
2012-02-23,16.5
2012-02-24,16.5
2012-02-27,16.5
2012-02-28,16.5
2012-02-29,16.5
2012-03-01,16.5
2012-03-02,16.5
2012-03-05,16.5
2012-03-06,16.5
2012-03-07,16.5
2012-03-08,16.5
2012-03-09,16.5
2012-03-12,16.5
2012-03-13,16.5
2012-03-14,16.5
2012-03-15,16.5
2012-03-16,16.5
2012-03-19,21.799999237060547
2012-03-20,21.799999237060547
2012-03-21,21.799999237060547
2012-03-22,21.0
2012-03-23,21.0
2012-03-26,21.0
2012-03-27,21.0
2012-03-28,21.0
2012-03-29,21.0
2012-03-30,21.0
2012-04-02,21.0
2012-04-03,21.0
2012-04-04,21.0
2012-04-05,21.100000381469727
2012-04-09,21.100000381469727
2012-04-10,21.100000381469727
2012-04-11,21.100000381469727
2012-04-12,21.100000381469727
2012-04-13,21.600000381469727
2012-04-16,21.600000381469727
2012-04-17,21.600000381469727
2012-04-18,21.600000381469727
2012-04-19,21.600000381469727
2012-04-20,21.600000381469727
2012-04-23,21.600000381469727
2012-04-24,21.600000381469727
2012-04-25,21.600000381469727
2012-04-26,22.5
2012-04-27,22.799999237060547
2012-04-30,22.799999237060547
2012-05-01,22.799999237060547
2012-05-02,24.0
2012-05-03,24.0
2012-05-04,24.0
2012-05-07,24.0
2012-05-08,24.0
2012-05-09,24.0
2012-05-10,24.0
2012-05-11,24.0
2012-05-14,24.0
2012-05-15,24.0
2012-05-16,24.0
2012-05-17,24.0
2012-05-18,21.200000762939453
2012-05-21,21.200000762939453
2012-05-22,21.200000762939453
2012-05-23,21.200000762939453
2012-05-24,22.899999618530273
2012-05-25,22.899999618530273
2012-05-29,23.5
2012-05-30,23.5
2012-05-31,23.5
2012-06-01,20.399999618530273
2012-06-04,20.399999618530273
2012-06-05,20.399999618530273
2012-06-06,20.0
2012-06-07,20.0
2012-06-08,20.0
2012-06-11,20.5
2012-06-12,20.5
2012-06-13,20.5
2012-06-14,20.5
2012-06-15,20.5
2012-06-18,20.5
2012-06-19,20.5
2012-06-20,20.5
2012-06-21,20.5
2012-06-22,20.5
2012-06-25,20.5
2012-06-26,20.5
2012-06-27,20.5
2012-06-28,20.5
2012-06-29,20.5
2012-07-02,20.5
2012-07-03,20.5
2012-07-05,20.5
2012-07-06,20.5
2012-07-09,20.600000381469727
2012-07-10,20.899999618530273
2012-07-11,20.899999618530273
2012-07-12,20.899999618530273
2012-07-13,20.899999618530273
2012-07-16,20.899999618530273
2012-07-17,20.899999618530273
2012-07-18,20.899999618530273
2012-07-19,20.899999618530273
2012-07-20,20.899999618530273
2012-07-23,20.299999237060547
2012-07-24,20.299999237060547
2012-07-25,20.700000762939453
2012-07-26,20.700000762939453
2012-07-27,21.600000381469727
2012-07-30,21.600000381469727
2012-07-31,23.0
2012-08-01,22.700000762939453
2012-08-02,22.0
2012-08-03,22.0
2012-08-06,22.0
2012-08-07,22.0
2012-08-08,22.0
2012-08-09,22.0
2012-08-10,21.5
2012-08-13,21.5
2012-08-14,21.5
2012-08-15,21.5
2012-08-16,21.5
2012-08-17,21.0
2012-08-20,21.0
2012-08-21,21.600000381469727
2012-08-22,21.600000381469727
2012-08-23,21.600000381469727
2012-08-24,21.600000381469727
2012-08-27,21.600000381469727
2012-08-28,22.399999618530273
2012-08-29,22.399999618530273
2012-08-30,22.5
2012-08-31,20.700000762939453
2012-09-04,21.600000381469727
2012-09-05,21.600000381469727
2012-09-06,22.399999618530273
2012-09-07,22.399999618530273
2012-09-10,22.399999618530273
2012-09-11,21.200000762939453
2012-09-12,21.200000762939453
2012-09-13,21.200000762939453
2012-09-14,21.399999618530273
2012-09-17,21.399999618530273
2012-09-18,21.399999618530273
2012-09-19,21.399999618530273
2012-09-20,21.399999618530273
2012-09-21,20.899999618530273
2012-09-24,20.899999618530273
2012-09-25,20.899999618530273
2012-09-26,20.899999618530273
2012-09-27,20.100000381469727
2012-09-28,20.100000381469727
2012-10-01,20.100000381469727
2012-10-02,20.100000381469727
2012-10-03,20.100000381469727
2012-10-04,22.799999237060547
2012-10-05,22.799999237060547
2012-10-08,22.799999237060547
2012-10-09,22.100000381469727
2012-10-10,21.700000762939453
2012-10-11,21.700000762939453
2012-10-12,21.700000762939453
2012-10-15,21.700000762939453
2012-10-16,21.700000762939453
2012-10-17,21.700000762939453
2012-10-18,20.899999618530273
2012-10-19,20.899999618530273
2012-10-22,21.200000762939453
2012-10-23,21.200000762939453
2012-10-24,21.200000762939453
2012-10-25,22.100000381469727
2012-10-26,22.100000381469727
2012-10-31,23.700000762939453
2012-11-01,23.5
2012-11-02,23.5
2012-11-05,23.600000381469727
2012-11-06,23.600000381469727
2012-11-07,22.0
2012-11-08,19.600000381469727
2012-11-09,19.600000381469727
2012-11-12,20.0
2012-11-13,19.899999618530273
2012-11-14,19.899999618530273
2012-11-15,19.899999618530273
2012-11-16,19.899999618530273
2012-11-19,20.0
2012-11-20,20.0
2012-11-21,20.0
2012-11-23,20.0
2012-11-26,20.0
2012-11-27,20.0
2012-11-28,22.100000381469727
2012-11-29,22.100000381469727
2012-11-30,26.399999618530273
2012-12-03,26.399999618530273
2012-12-04,27.0
2012-12-05,27.0
2012-12-06,27.200000762939453
2012-12-07,25.0
2012-12-10,25.0
2012-12-11,24.399999618530273
2012-12-12,23.899999618530273
2012-12-13,25.399999618530273
2012-12-14,26.399999618530273
2012-12-17,22.5
2012-12-18,22.5
2012-12-19,22.200000762939453
2012-12-20,22.200000762939453
2012-12-21,22.899999618530273
2012-12-24,22.899999618530273
2012-12-26,22.899999618530273
2012-12-27,21.5
2012-12-28,21.5
2012-12-31,21.5
2013-01-02,21.5
2013-01-03,21.5
2013-01-04,21.5
2013-01-07,27.0
2013-01-08,27.0
2013-01-09,27.0
2013-01-10,25.0
2013-01-11,27.0
2013-01-14,26.299999237060547
2013-01-15,26.600000381469727
2013-01-16,25.200000762939453
2013-01-17,25.0
2013-01-18,24.5
2013-01-22,24.5
2013-01-23,24.600000381469727
2013-01-24,26.0
2013-01-25,24.799999237060547
2013-01-28,26.5
2013-01-29,25.0
2013-01-30,26.0
2013-01-31,26.0
2013-02-01,25.899999618530273
2013-02-04,26.5
2013-02-05,25.600000381469727
2013-02-06,25.100000381469727
2013-02-07,25.0
2013-02-08,25.299999237060547
2013-02-11,25.100000381469727
2013-02-12,25.0
2013-02-13,24.600000381469727
2013-02-14,25.0
2013-02-15,25.200000762939453
2013-02-19,25.0
2013-02-20,22.200000762939453
2013-02-21,23.0
2013-02-22,23.299999237060547
2013-02-25,22.600000381469727
2013-02-26,22.799999237060547
2013-02-27,23.600000381469727
2013-02-28,22.799999237060547
2013-03-01,22.700000762939453
2013-03-04,22.700000762939453
2013-03-05,22.799999237060547
2013-03-06,22.799999237060547
2013-03-07,23.399999618530273
2013-03-08,23.200000762939453
2013-03-11,23.799999237060547
2013-03-12,22.600000381469727
2013-03-13,22.700000762939453
2013-03-14,24.0
2013-03-15,24.399999618530273
2013-03-18,24.0
2013-03-19,21.200000762939453
2013-03-20,21.5
2013-03-21,21.0
2013-03-22,21.200000762939453
2013-03-25,21.5
2013-03-26,21.299999237060547
2013-03-27,21.299999237060547
2013-03-28,21.299999237060547
2013-04-01,22.200000762939453
2013-04-02,21.5
2013-04-03,21.799999237060547
2013-04-04,21.799999237060547
2013-04-05,22.0
2013-04-08,22.0
2013-04-09,22.5
2013-04-10,22.899999618530273
2013-04-11,24.0
2013-04-12,23.600000381469727
2013-04-15,23.899999618530273
2013-04-16,22.100000381469727
2013-04-17,22.5
2013-04-18,22.200000762939453
2013-04-19,22.200000762939453
2013-04-22,23.200000762939453
2013-04-23,23.200000762939453
2013-04-24,22.5
2013-04-25,22.5
2013-04-26,23.600000381469727
2013-04-29,23.899999618530273
2013-04-30,23.600000381469727
2013-05-01,23.700000762939453
2013-05-02,24.399999618530273
2013-05-03,24.799999237060547
2013-05-06,25.100000381469727
2013-05-07,25.100000381469727
2013-05-08,25.200000762939453
2013-05-09,25.100000381469727
2013-05-10,25.200000762939453
2013-05-13,25.200000762939453
2013-05-14,25.600000381469727
2013-05-15,26.799999237060547
2013-05-16,26.0
2013-05-17,26.0
2013-05-20,26.100000381469727
2013-05-21,26.700000762939453
2013-05-22,25.0
2013-05-23,25.600000381469727
2013-05-24,25.600000381469727
2013-05-28,26.399999618530273
2013-05-29,26.600000381469727
2013-05-30,27.0
2013-05-31,25.399999618530273
2013-06-03,26.5
2013-06-04,27.0
2013-06-05,26.600000381469727
2013-06-06,27.100000381469727
2013-06-07,26.200000762939453
2013-06-10,26.700000762939453
2013-06-11,27.5
2013-06-12,27.5
2013-06-13,26.899999618530273
2013-06-14,26.5
2013-06-17,27.0
2013-06-18,27.100000381469727
2013-06-19,27.299999237060547
2013-06-20,27.600000381469727
2013-06-21,27.200000762939453
2013-06-24,27.200000762939453
2013-06-25,27.5
2013-06-26,27.200000762939453
2013-06-27,27.600000381469727
2013-06-28,28.299999237060547
2013-07-01,29.899999618530273
2013-07-02,29.100000381469727
2013-07-03,28.899999618530273
2013-07-05,29.100000381469727
2013-07-08,30.0
2013-07-09,30.799999237060547
2013-07-10,30.899999618530273
2013-07-11,31.200000762939453
2013-07-12,30.600000381469727
2013-07-15,31.700000762939453
2013-07-16,32.099998474121094
2013-07-17,32.70000076293945
2013-07-18,33.79999923706055
2013-07-19,34.0
2013-07-22,36.599998474121094
2013-07-23,37.099998474121094
2013-07-24,40.0
2013-07-25,39.900001525878906
2013-07-26,39.900001525878906
2013-07-29,40.20000076293945
2013-07-30,40.29999923706055
2013-07-31,40.29999923706055
2013-08-01,38.5
2013-08-02,40.0
2013-08-05,40.70000076293945
2013-08-06,39.5
2013-08-07,38.20000076293945
2013-08-08,40.099998474121094
2013-08-09,39.70000076293945
2013-08-12,38.599998474121094
2013-08-13,38.400001525878906
2013-08-14,34.70000076293945
2013-08-15,31.799999237060547
2013-08-16,32.20000076293945
2013-08-19,30.299999237060547
2013-08-20,30.399999618530273
2013-08-21,28.600000381469727
2013-08-22,28.799999237060547
2013-08-23,27.0
2013-08-26,26.5
2013-08-27,25.5
2013-08-28,24.600000381469727
2013-08-29,28.399999618530273
2013-08-30,25.0
2013-09-03,24.0
2013-09-04,23.0
2013-09-05,23.600000381469727
2013-09-06,25.5
2013-09-09,26.799999237060547
2013-09-10,27.5
2013-09-11,29.0
2013-09-12,28.200000762939453
2013-09-13,26.799999237060547
2013-09-16,27.0
2013-09-17,25.799999237060547
2013-09-18,24.600000381469727
2013-09-19,25.799999237060547
2013-09-20,25.0
2013-09-23,24.399999618530273
2013-09-24,24.100000381469727
2013-09-25,24.0
2013-09-26,24.399999618530273
2013-09-27,23.5
2013-09-30,23.700000762939453
2013-10-01,23.5
2013-10-02,24.899999618530273
2013-10-03,23.899999618530273
2013-10-04,24.0
2013-10-07,23.799999237060547
2013-10-08,22.700000762939453
2013-10-09,21.399999618530273
2013-10-10,21.399999618530273
2013-10-11,21.100000381469727
2013-10-14,22.0
2013-10-15,22.700000762939453
2013-10-16,20.700000762939453
2013-10-17,20.600000381469727
2013-10-18,19.299999237060547
2013-10-21,20.0
2013-10-22,19.399999618530273
2013-10-23,22.399999618530273
2013-10-24,20.899999618530273
2013-10-25,21.700000762939453
2013-10-28,20.5
2013-10-29,20.799999237060547
2013-10-30,19.0
2013-10-31,19.100000381469727
2013-11-01,19.5
2013-11-04,19.5
2013-11-05,19.600000381469727
2013-11-06,19.0
2013-11-07,18.899999618530273
2013-11-08,19.100000381469727
2013-11-11,20.100000381469727
2013-11-12,19.799999237060547
2013-11-13,18.399999618530273
2013-11-14,19.0
2013-11-15,17.899999618530273
2013-11-18,15.300000190734863
2013-11-19,16.299999237060547
2013-11-20,15.5
2013-11-21,16.200000762939453
2013-11-22,14.0
2013-11-25,14.199999809265137
2013-11-26,13.899999618530273
2013-11-27,12.0
2013-11-29,12.399999618530273
2013-12-02,12.300000190734863
2013-12-03,12.300000190734863
2013-12-04,12.0
2013-12-05,11.699999809265137
2013-12-06,11.600000381469727
2013-12-09,11.800000190734863
2013-12-10,11.699999809265137
2013-12-11,11.899999618530273
2013-12-12,12.399999618530273
2013-12-13,13.800000190734863
2013-12-16,12.600000381469727
2013-12-17,12.5
2013-12-18,12.0
2013-12-19,12.300000190734863
2013-12-20,12.399999618530273
2013-12-23,12.100000381469727
2013-12-24,12.199999809265137
2013-12-26,13.0
2013-12-27,12.800000190734863
2013-12-30,12.399999618530273
2013-12-31,12.5
2014-01-02,12.399999618530273
2014-01-03,12.5
2014-01-06,12.5
2014-01-07,12.800000190734863
2014-01-08,14.0
2014-01-09,13.600000381469727
2014-01-10,13.800000190734863
2014-01-13,13.699999809265137
2014-01-14,13.199999809265137
2014-01-15,14.100000381469727
2014-01-16,14.0
2014-01-17,14.100000381469727
2014-01-21,13.5
2014-01-22,13.399999618530273
2014-01-23,12.800000190734863
2014-01-24,12.600000381469727
2014-01-27,12.399999618530273
2014-01-28,12.699999809265137
2014-01-29,12.0
2014-01-30,12.5
2014-01-31,12.699999809265137
2014-02-03,12.300000190734863
2014-02-04,12.300000190734863
2014-02-05,12.199999809265137
2014-02-06,12.800000190734863
2014-02-07,12.699999809265137
2014-02-10,12.699999809265137
2014-02-11,12.600000381469727
2014-02-12,12.5
2014-02-13,12.300000190734863
2014-02-14,12.399999618530273
2014-02-18,12.399999618530273
2014-02-19,12.300000190734863
2014-02-20,12.399999618530273
2014-02-21,12.899999618530273
2014-02-24,13.300000190734863
2014-02-25,13.300000190734863
2014-02-26,13.699999809265137
2014-02-27,13.600000381469727
2014-02-28,12.699999809265137
2014-03-03,12.600000381469727
2014-03-04,12.300000190734863
2014-03-05,12.5
2014-03-06,12.5
2014-03-07,12.399999618530273
2014-03-10,12.300000190734863
2014-03-11,12.300000190734863
2014-03-12,12.5
2014-03-13,12.5
2014-03-14,12.300000190734863
2014-03-17,12.300000190734863
2014-03-18,12.5
2014-03-19,13.0
2014-03-20,12.399999618530273
2014-03-21,12.399999618530273
2014-03-24,12.300000190734863
2014-03-25,12.199999809265137
2014-03-26,11.800000190734863
2014-03-27,11.399999618530273
2014-03-28,11.5
2014-03-31,11.5
2014-04-01,11.899999618530273
2014-04-02,11.699999809265137
2014-04-03,11.5
2014-04-04,11.300000190734863
2014-04-07,11.100000381469727
2014-04-08,11.399999618530273
2014-04-09,11.399999618530273
2014-04-10,11.100000381469727
2014-04-11,11.100000381469727
2014-04-14,11.100000381469727
2014-04-15,10.199999809265137
2014-04-16,10.399999618530273
2014-04-17,10.5
2014-04-21,10.5
2014-04-22,10.100000381469727
2014-04-23,10.199999809265137
2014-04-24,9.899999618530273
2014-04-25,9.699999809265137
2014-04-28,10.300000190734863
2014-04-29,10.0
2014-04-30,10.100000381469727
2014-05-01,10.0
2014-05-02,10.300000190734863
2014-05-05,9.899999618530273
2014-05-06,10.0
2014-05-07,9.899999618530273
2014-05-08,9.899999618530273
2014-05-09,9.5
2014-05-12,9.5
2014-05-13,9.300000190734863
2014-05-14,8.899999618530273
2014-05-15,9.0
2014-05-16,9.399999618530273
2014-05-19,9.199999809265137
2014-05-20,9.600000381469727
2014-05-21,9.0
2014-05-22,9.0
2014-05-23,8.699999809265137
2014-05-27,8.5
2014-05-28,8.699999809265137
2014-05-29,8.399999618530273
2014-05-30,8.600000381469727
2014-06-02,8.300000190734863
2014-06-03,8.300000190734863
2014-06-04,8.199999809265137
2014-06-05,8.5
2014-06-06,9.0
2014-06-09,9.300000190734863
2014-06-10,9.0
2014-06-11,9.199999809265137
2014-06-12,9.0
2014-06-13,9.899999618530273
2014-06-16,9.600000381469727
2014-06-17,10.0
2014-06-18,10.300000190734863
2014-06-19,11.100000381469727
2014-06-20,11.899999618530273
2014-06-23,11.300000190734863
2014-06-24,10.5
2014-06-25,10.800000190734863
2014-06-26,10.899999618530273
2014-06-27,10.899999618530273
2014-06-30,10.199999809265137
2014-07-01,10.199999809265137
2014-07-02,10.699999809265137
2014-07-03,10.300000190734863
2014-07-07,10.100000381469727
2014-07-08,10.0
2014-07-09,10.800000190734863
2014-07-10,10.600000381469727
2014-07-11,10.600000381469727
2014-07-14,10.199999809265137
2014-07-15,10.300000190734863
2014-07-16,9.699999809265137
2014-07-17,9.399999618530273
2014-07-18,9.699999809265137
2014-07-21,9.5
2014-07-22,9.399999618530273
2014-07-23,10.100000381469727
2014-07-24,10.300000190734863
2014-07-25,10.399999618530273
2014-07-28,9.899999618530273
2014-07-29,10.0
2014-07-30,9.699999809265137
2014-07-31,10.0
2014-08-01,9.300000190734863
2014-08-04,9.699999809265137
2014-08-05,9.399999618530273
2014-08-06,9.699999809265137
2014-08-07,9.5
2014-08-08,9.399999618530273
2014-08-11,9.300000190734863
2014-08-12,9.199999809265137
2014-08-13,9.100000381469727
2014-08-14,9.399999618530273
2014-08-15,9.199999809265137
2014-08-18,9.199999809265137
2014-08-19,9.199999809265137
2014-08-20,9.600000381469727
2014-08-21,9.699999809265137
2014-08-22,9.399999618530273
2014-08-25,9.199999809265137
2014-08-26,9.399999618530273
2014-08-27,9.5
2014-08-28,9.600000381469727
2014-08-29,9.399999618530273
2014-09-02,9.600000381469727
2014-09-03,9.600000381469727
2014-09-04,9.800000190734863
2014-09-05,10.300000190734863
2014-09-08,10.199999809265137
2014-09-09,10.100000381469727
2014-09-10,9.800000190734863
2014-09-11,10.100000381469727
2014-09-12,10.399999618530273
2014-09-15,10.899999618530273
2014-09-16,10.399999618530273
2014-09-17,10.100000381469727
2014-09-18,10.0
2014-09-19,10.300000190734863
2014-09-22,10.199999809265137
2014-09-23,10.199999809265137
2014-09-24,10.199999809265137
2014-09-25,10.100000381469727
2014-09-26,9.800000190734863
2014-09-29,7.800000190734863
2014-09-30,7.699999809265137
2014-10-01,6.599999904632568
2014-10-02,6.199999809265137
2014-10-03,6.599999904632568
2014-10-06,5.900000095367432
2014-10-07,6.699999809265137
2014-10-08,6.199999809265137
2014-10-09,6.0
2014-10-10,6.0
2014-10-13,6.300000190734863
2014-10-14,4.900000095367432
2014-10-15,4.699999809265137
2014-10-16,5.300000190734863
2014-10-17,5.5
2014-10-20,5.599999904632568
2014-10-21,5.599999904632568
2014-10-22,5.400000095367432
2014-10-23,5.199999809265137
2014-10-24,5.300000190734863
2014-10-27,5.5
2014-10-28,5.099999904632568
2014-10-29,5.300000190734863
2014-10-30,5.300000190734863
2014-10-31,5.400000095367432
2014-11-03,5.199999809265137
2014-11-04,5.0
2014-11-05,5.0
2014-11-06,4.900000095367432
2014-11-07,5.0
2014-11-10,4.900000095367432
2014-11-11,4.900000095367432
2014-11-12,5.0
2014-11-13,4.699999809265137
2014-11-14,4.900000095367432
2014-11-17,4.599999904632568
2014-11-18,4.099999904632568
2014-11-19,4.300000190734863
2014-11-20,4.400000095367432
2014-11-21,4.400000095367432
2014-11-24,4.300000190734863
2014-11-25,4.400000095367432
2014-11-26,4.199999809265137
2014-11-28,4.199999809265137
2014-12-01,4.0
2014-12-02,4.099999904632568
2014-12-03,4.300000190734863
2014-12-04,4.599999904632568
2014-12-05,4.699999809265137
2014-12-08,4.5
2014-12-09,4.400000095367432
2014-12-10,4.099999904632568
2014-12-11,4.800000190734863
2014-12-12,5.5
2014-12-15,5.599999904632568
2014-12-16,5.400000095367432
2014-12-17,4.900000095367432
2014-12-18,5.699999809265137
2014-12-19,5.599999904632568
2014-12-22,5.599999904632568
2014-12-23,5.599999904632568
2014-12-24,5.599999904632568
2014-12-26,5.400000095367432
2014-12-29,5.099999904632568
2014-12-30,5.0
2014-12-31,5.0
2015-01-02,5.099999904632568
2015-01-05,5.099999904632568
2015-01-06,5.300000190734863
2015-01-07,5.400000095367432
2015-01-08,5.699999809265137
2015-01-09,5.5
2015-01-12,5.599999904632568
2015-01-13,5.199999809265137
2015-01-14,4.800000190734863
2015-01-15,4.699999809265137
2015-01-16,4.599999904632568
2015-01-20,4.5
2015-01-21,4.699999809265137
2015-01-22,4.599999904632568
2015-01-23,4.900000095367432
2015-01-26,4.900000095367432
2015-01-27,4.900000095367432
2015-01-28,4.599999904632568
2015-01-29,4.599999904632568
2015-01-30,4.599999904632568
2015-02-02,4.5
2015-02-03,4.5
2015-02-04,4.5
2015-02-05,4.300000190734863
2015-02-06,4.300000190734863
2015-02-09,4.199999809265137
2015-02-10,4.199999809265137
2015-02-11,4.400000095367432
