,FLIR
2008-09-26,38.150001525878906
2008-09-29,35.5099983215332
2008-09-30,38.41999816894531
2008-10-01,39.209999084472656
2008-10-02,36.900001525878906
2008-10-03,34.7400016784668
2008-10-06,30.860000610351562
2008-10-07,31.280000686645508
2008-10-08,30.8700008392334
2008-10-09,29.639999389648438
2008-10-10,27.899999618530273
2008-10-13,32.4900016784668
2008-10-14,31.799999237060547
2008-10-15,28.450000762939453
2008-10-16,30.25
2008-10-17,29.81999969482422
2008-10-20,32.220001220703125
2008-10-21,29.3700008392334
2008-10-22,27.469999313354492
2008-10-23,28.729999542236328
2008-10-24,27.479999542236328
2008-10-27,27.139999389648438
2008-10-28,29.489999771118164
2008-10-29,30.0
2008-10-30,31.84000015258789
2008-10-31,32.099998474121094
2008-11-03,32.7400016784668
2008-11-04,33.15999984741211
2008-11-05,32.900001525878906
2008-11-06,29.790000915527344
2008-11-07,30.229999542236328
2008-11-10,29.920000076293945
2008-11-11,29.469999313354492
2008-11-12,28.790000915527344
2008-11-13,31.809999465942383
2008-11-14,29.700000762939453
2008-11-17,30.34000015258789
2008-11-18,30.75
2008-11-19,29.549999237060547
2008-11-20,27.809999465942383
2008-11-21,28.5
2008-11-24,28.799999237060547
2008-11-25,28.6299991607666
2008-11-26,30.739999771118164
2008-11-28,31.0
2008-12-01,28.600000381469727
2008-12-02,30.600000381469727
2008-12-03,28.469999313354492
2008-12-04,26.549999237060547
2008-12-05,28.719999313354492
2008-12-08,28.709999084472656
2008-12-09,27.559999465942383
2008-12-10,25.559999465942383
2008-12-11,24.6299991607666
2008-12-12,25.100000381469727
2008-12-15,25.399999618530273
2008-12-16,26.8799991607666
2008-12-17,26.299999237060547
2008-12-18,26.440000534057617
2008-12-19,26.950000762939453
2008-12-22,27.1299991607666
2008-12-23,26.770000457763672
2008-12-24,28.270000457763672
2008-12-26,28.1299991607666
2008-12-29,28.18000030517578
2008-12-30,29.790000915527344
2008-12-31,30.68000030517578
2009-01-02,31.760000228881836
2009-01-05,31.610000610351562
2009-01-06,31.59000015258789
2009-01-07,31.729999542236328
2009-01-08,31.420000076293945
2009-01-09,30.530000686645508
2009-01-12,29.989999771118164
2009-01-13,29.59000015258789
2009-01-14,28.6200008392334
2009-01-15,29.229999542236328
2009-01-16,29.399999618530273
2009-01-20,28.219999313354492
2009-01-21,29.1299991607666
2009-01-22,28.15999984741211
2009-01-23,28.030000686645508
2009-01-26,28.510000228881836
2009-01-27,26.850000381469727
2009-01-28,26.399999618530273
2009-01-29,26.1200008392334
2009-01-30,24.969999313354492
2009-02-02,24.600000381469727
2009-02-03,23.959999084472656
2009-02-04,24.350000381469727
2009-02-05,22.6200008392334
2009-02-06,23.1299991607666
2009-02-09,23.600000381469727
2009-02-10,22.360000610351562
2009-02-11,22.399999618530273
2009-02-12,22.469999313354492
2009-02-13,22.190000534057617
2009-02-17,20.8799991607666
2009-02-18,20.93000030517578
2009-02-19,20.399999618530273
2009-02-20,20.600000381469727
2009-02-23,20.030000686645508
2009-02-24,21.18000030517578
2009-02-25,21.899999618530273
2009-02-26,21.190000534057617
2009-02-27,20.40999984741211
2009-03-02,19.56999969482422
2009-03-03,19.68000030517578
2009-03-04,20.440000534057617
2009-03-05,19.440000534057617
2009-03-06,19.59000015258789
2009-03-09,18.8700008392334
2009-03-10,20.219999313354492
2009-03-11,19.8799991607666
2009-03-12,20.3799991607666
2009-03-13,20.459999084472656
2009-03-16,20.649999618530273
2009-03-17,21.989999771118164
2009-03-18,21.639999389648438
2009-03-19,21.18000030517578
2009-03-20,20.610000610351562
2009-03-23,21.459999084472656
2009-03-24,20.799999237060547
2009-03-25,21.170000076293945
2009-03-26,21.5
2009-03-27,20.979999542236328
2009-03-30,20.420000076293945
2009-03-31,20.479999542236328
2009-04-01,20.760000228881836
2009-04-02,22.15999984741211
2009-04-03,21.8799991607666
2009-04-06,21.600000381469727
2009-04-07,20.700000762939453
2009-04-08,20.940000534057617
2009-04-09,22.030000686645508
2009-04-13,21.81999969482422
2009-04-14,21.59000015258789
2009-04-15,21.09000015258789
2009-04-16,21.270000457763672
2009-04-17,21.84000015258789
2009-04-20,21.110000610351562
2009-04-21,21.700000762939453
2009-04-22,21.56999969482422
2009-04-23,21.5
2009-04-24,22.0
2009-04-27,22.280000686645508
2009-04-28,21.739999771118164
2009-04-29,22.350000381469727
2009-04-30,22.18000030517578
2009-05-01,25.209999084472656
2009-05-04,26.100000381469727
2009-05-05,25.639999389648438
2009-05-06,25.3700008392334
2009-05-07,25.31999969482422
2009-05-08,26.549999237060547
2009-05-11,25.75
2009-05-12,25.739999771118164
2009-05-13,24.709999084472656
2009-05-14,24.81999969482422
2009-05-15,24.649999618530273
2009-05-18,25.079999923706055
2009-05-19,25.5
2009-05-20,25.3700008392334
2009-05-21,24.1200008392334
2009-05-22,23.770000457763672
2009-05-26,24.25
2009-05-27,23.360000610351562
2009-05-28,23.170000076293945
2009-05-29,22.459999084472656
2009-06-01,22.860000610351562
2009-06-02,22.56999969482422
2009-06-03,22.510000228881836
2009-06-04,23.1200008392334
2009-06-05,24.5
2009-06-08,24.010000228881836
2009-06-09,24.420000076293945
2009-06-10,24.219999313354492
2009-06-11,24.31999969482422
2009-06-12,24.639999389648438
2009-06-15,24.299999237060547
2009-06-16,22.889999389648438
2009-06-17,22.889999389648438
2009-06-18,22.829999923706055
2009-06-19,22.93000030517578
2009-06-22,22.290000915527344
2009-06-23,22.020000457763672
2009-06-24,22.239999771118164
2009-06-25,22.81999969482422
2009-06-26,22.790000915527344
2009-06-29,22.729999542236328
2009-06-30,22.559999465942383
2009-07-01,22.540000915527344
2009-07-02,21.670000076293945
2009-07-06,21.700000762939453
2009-07-07,21.020000457763672
2009-07-08,20.709999084472656
2009-07-09,21.219999313354492
2009-07-10,20.84000015258789
2009-07-13,21.850000381469727
2009-07-14,21.829999923706055
2009-07-15,22.709999084472656
2009-07-16,22.889999389648438
2009-07-17,23.170000076293945
2009-07-20,23.06999969482422
2009-07-21,23.010000228881836
2009-07-22,23.559999465942383
2009-07-23,21.209999084472656
2009-07-24,22.030000686645508
2009-07-27,21.489999771118164
2009-07-28,21.260000228881836
2009-07-29,21.540000915527344
2009-07-30,21.809999465942383
2009-07-31,21.489999771118164
2009-08-03,21.469999313354492
2009-08-04,21.639999389648438
2009-08-05,21.290000915527344
2009-08-06,21.549999237060547
2009-08-07,21.65999984741211
2009-08-10,21.559999465942383
2009-08-11,21.729999542236328
2009-08-12,22.850000381469727
2009-08-13,23.280000686645508
2009-08-14,22.610000610351562
2009-08-17,22.040000915527344
2009-08-18,22.260000228881836
2009-08-19,22.260000228881836
2009-08-20,22.489999771118164
2009-08-21,23.049999237060547
2009-08-24,22.950000762939453
2009-08-25,22.8799991607666
2009-08-26,22.969999313354492
2009-08-27,23.209999084472656
2009-08-28,23.100000381469727
2009-08-31,23.020000457763672
2009-09-01,22.579999923706055
2009-09-02,22.739999771118164
2009-09-03,22.959999084472656
2009-09-04,23.200000762939453
2009-09-08,23.709999084472656
2009-09-09,23.989999771118164
2009-09-10,24.729999542236328
2009-09-11,25.850000381469727
2009-09-14,27.309999465942383
2009-09-15,27.079999923706055
2009-09-16,28.639999389648438
2009-09-17,28.079999923706055
2009-09-18,27.969999313354492
2009-09-21,28.309999465942383
2009-09-22,28.100000381469727
2009-09-23,27.799999237060547
2009-09-24,27.5
2009-09-25,27.610000610351562
2009-09-28,28.260000228881836
2009-09-29,28.059999465942383
2009-09-30,27.969999313354492
2009-10-01,26.729999542236328
2009-10-02,26.959999084472656
2009-10-05,27.110000610351562
2009-10-06,27.40999984741211
2009-10-07,27.309999465942383
2009-10-08,27.6200008392334
2009-10-09,27.799999237060547
2009-10-12,27.969999313354492
2009-10-13,27.889999389648438
2009-10-14,28.15999984741211
2009-10-15,28.520000457763672
2009-10-16,28.6200008392334
2009-10-19,29.299999237060547
2009-10-20,28.950000762939453
2009-10-21,29.770000457763672
2009-10-22,29.15999984741211
2009-10-23,29.329999923706055
2009-10-26,29.15999984741211
2009-10-27,29.219999313354492
2009-10-28,28.06999969482422
2009-10-29,28.6200008392334
2009-10-30,27.809999465942383
2009-11-02,28.110000610351562
2009-11-03,27.600000381469727
2009-11-04,27.989999771118164
2009-11-05,28.690000534057617
2009-11-06,28.760000228881836
2009-11-09,29.020000457763672
2009-11-10,28.84000015258789
2009-11-11,28.889999389648438
2009-11-12,28.719999313354492
2009-11-13,28.969999313354492
2009-11-16,29.719999313354492
2009-11-17,30.450000762939453
2009-11-18,30.34000015258789
2009-11-19,29.6200008392334
2009-11-20,29.56999969482422
2009-11-23,29.799999237060547
2009-11-24,29.270000457763672
2009-11-25,29.31999969482422
2009-11-27,28.790000915527344
2009-11-30,28.700000762939453
2009-12-01,29.09000015258789
2009-12-02,29.610000610351562
2009-12-03,29.350000381469727
2009-12-04,29.799999237060547
2009-12-07,29.809999465942383
2009-12-08,29.989999771118164
2009-12-09,30.079999923706055
2009-12-10,30.209999084472656
2009-12-11,29.940000534057617
2009-12-14,30.25
2009-12-15,30.219999313354492
2009-12-16,30.25
2009-12-17,29.920000076293945
2009-12-18,30.34000015258789
2009-12-21,30.709999084472656
2009-12-22,31.799999237060547
2009-12-23,31.920000076293945
2009-12-24,32.2400016784668
2009-12-28,32.529998779296875
2009-12-29,33.18000030517578
2009-12-30,33.189998626708984
2009-12-31,32.72999954223633
2010-01-04,32.63999938964844
2010-01-05,32.720001220703125
2010-01-06,32.79999923706055
2010-01-07,32.84000015258789
2010-01-08,32.93000030517578
2010-01-11,32.56999969482422
2010-01-12,31.920000076293945
2010-01-13,31.81999969482422
2010-01-14,31.799999237060547
2010-01-15,30.809999465942383
2010-01-19,31.290000915527344
2010-01-20,31.059999465942383
2010-01-21,31.100000381469727
2010-01-22,30.520000457763672
2010-01-25,30.690000534057617
2010-01-26,30.579999923706055
2010-01-27,30.56999969482422
2010-01-28,30.0
2010-01-29,29.579999923706055
2010-02-01,29.899999618530273
2010-02-02,30.079999923706055
2010-02-03,30.110000610351562
2010-02-04,29.56999969482422
2010-02-05,29.510000228881836
2010-02-08,29.420000076293945
2010-02-09,29.780000686645508
2010-02-10,29.670000076293945
2010-02-11,27.420000076293945
2010-02-12,26.6200008392334
2010-02-16,26.639999389648438
2010-02-17,26.93000030517578
2010-02-18,26.959999084472656
2010-02-19,27.149999618530273
2010-02-22,26.959999084472656
2010-02-23,26.68000030517578
2010-02-24,26.790000915527344
2010-02-25,26.5
2010-02-26,26.809999465942383
2010-03-01,26.90999984741211
2010-03-02,26.600000381469727
2010-03-03,26.549999237060547
2010-03-04,26.489999771118164
2010-03-05,26.639999389648438
2010-03-08,26.489999771118164
2010-03-09,26.549999237060547
2010-03-10,26.6299991607666
2010-03-11,26.639999389648438
2010-03-12,26.68000030517578
2010-03-15,26.65999984741211
2010-03-16,26.799999237060547
2010-03-17,26.700000762939453
2010-03-18,26.90999984741211
2010-03-19,27.31999969482422
2010-03-22,27.459999084472656
2010-03-23,27.84000015258789
2010-03-24,27.739999771118164
2010-03-25,27.899999618530273
2010-03-26,27.90999984741211
2010-03-29,27.969999313354492
2010-03-30,28.030000686645508
2010-03-31,28.18000030517578
2010-04-01,28.09000015258789
2010-04-05,28.270000457763672
2010-04-06,28.65999984741211
2010-04-07,28.93000030517578
2010-04-08,28.809999465942383
2010-04-09,28.90999984741211
2010-04-12,28.600000381469727
2010-04-13,28.219999313354492
2010-04-14,28.850000381469727
2010-04-15,28.790000915527344
2010-04-16,29.290000915527344
2010-04-19,29.100000381469727
2010-04-20,29.389999389648438
2010-04-21,29.719999313354492
2010-04-22,30.030000686645508
2010-04-23,31.420000076293945
2010-04-26,30.31999969482422
2010-04-27,30.270000457763672
2010-04-28,30.610000610351562
2010-04-29,31.040000915527344
2010-04-30,30.59000015258789
2010-05-03,31.290000915527344
2010-05-04,30.100000381469727
2010-05-05,29.760000228881836
2010-05-06,29.059999465942383
2010-05-07,28.440000534057617
2010-05-10,29.979999542236328
2010-05-11,29.729999542236328
2010-05-12,30.40999984741211
2010-05-13,30.239999771118164
2010-05-14,29.149999618530273
2010-05-17,29.780000686645508
2010-05-18,29.549999237060547
2010-05-19,29.329999923706055
2010-05-20,27.90999984741211
2010-05-21,28.079999923706055
2010-05-24,27.649999618530273
2010-05-25,27.809999465942383
2010-05-26,27.8700008392334
2010-05-27,28.84000015258789
2010-05-28,28.489999771118164
2010-06-01,28.020000457763672
2010-06-02,28.799999237060547
2010-06-03,28.770000457763672
2010-06-04,27.700000762939453
2010-06-07,27.09000015258789
2010-06-08,27.020000457763672
2010-06-09,26.729999542236328
2010-06-10,27.450000762939453
2010-06-11,27.649999618530273
2010-06-14,27.719999313354492
2010-06-15,28.399999618530273
2010-06-16,28.520000457763672
2010-06-17,28.639999389648438
2010-06-18,28.84000015258789
2010-06-21,28.860000610351562
2010-06-22,28.59000015258789
2010-06-23,29.0
2010-06-24,29.110000610351562
2010-06-25,29.149999618530273
2010-06-28,29.860000610351562
2010-06-29,29.3799991607666
2010-06-30,29.09000015258789
2010-07-01,29.209999084472656
2010-07-02,29.43000030517578
2010-07-06,29.84000015258789
2010-07-07,30.309999465942383
2010-07-08,30.440000534057617
2010-07-09,30.510000228881836
2010-07-12,29.920000076293945
2010-07-13,30.420000076293945
2010-07-14,30.5
2010-07-15,30.610000610351562
2010-07-16,30.040000915527344
2010-07-19,30.31999969482422
2010-07-20,30.399999618530273
2010-07-21,30.25
2010-07-22,30.020000457763672
2010-07-23,30.15999984741211
2010-07-26,30.309999465942383
2010-07-27,29.75
2010-07-28,29.959999084472656
2010-07-29,29.639999389648438
2010-07-30,29.760000228881836
2010-08-02,30.6299991607666
2010-08-03,30.420000076293945
2010-08-04,30.65999984741211
2010-08-05,30.110000610351562
2010-08-06,29.760000228881836
2010-08-09,29.729999542236328
2010-08-10,28.90999984741211
2010-08-11,27.770000457763672
2010-08-12,27.170000076293945
2010-08-13,26.959999084472656
2010-08-16,27.020000457763672
2010-08-17,27.739999771118164
2010-08-18,27.520000457763672
2010-08-19,26.670000076293945
2010-08-20,26.360000610351562
2010-08-23,25.239999771118164
2010-08-24,24.3799991607666
2010-08-25,24.450000762939453
2010-08-26,24.450000762939453
2010-08-27,25.200000762939453
2010-08-30,24.959999084472656
2010-08-31,25.100000381469727
2010-09-01,26.15999984741211
2010-09-02,26.280000686645508
2010-09-03,26.760000228881836
2010-09-07,26.559999465942383
2010-09-08,26.360000610351562
2010-09-09,26.190000534057617
2010-09-10,26.829999923706055
2010-09-13,27.239999771118164
2010-09-14,27.34000015258789
2010-09-15,27.43000030517578
2010-09-16,27.200000762939453
2010-09-17,27.239999771118164
2010-09-20,27.760000228881836
2010-09-21,27.65999984741211
2010-09-22,27.34000015258789
2010-09-23,26.809999465942383
2010-09-24,27.110000610351562
2010-09-27,27.0
2010-09-28,25.989999771118164
2010-09-29,26.0
2010-09-30,25.700000762939453
2010-10-01,25.739999771118164
2010-10-04,25.059999465942383
2010-10-05,25.280000686645508
2010-10-06,24.989999771118164
2010-10-07,24.639999389648438
2010-10-08,24.610000610351562
2010-10-11,24.690000534057617
2010-10-12,25.15999984741211
2010-10-13,25.559999465942383
2010-10-14,25.540000915527344
2010-10-15,25.790000915527344
2010-10-18,25.770000457763672
2010-10-19,25.059999465942383
2010-10-20,25.420000076293945
2010-10-21,27.040000915527344
2010-10-22,26.40999984741211
2010-10-25,26.850000381469727
2010-10-26,27.06999969482422
2010-10-27,27.59000015258789
2010-10-28,27.649999618530273
2010-10-29,27.84000015258789
2010-11-01,27.65999984741211
2010-11-02,27.860000610351562
2010-11-03,28.209999084472656
2010-11-04,28.459999084472656
2010-11-05,28.610000610351562
2010-11-08,28.639999389648438
2010-11-09,28.350000381469727
2010-11-10,28.81999969482422
2010-11-11,28.18000030517578
2010-11-12,27.739999771118164
2010-11-15,28.1200008392334
2010-11-16,27.299999237060547
2010-11-17,26.989999771118164
2010-11-18,27.3799991607666
2010-11-19,27.34000015258789
2010-11-22,27.350000381469727
2010-11-23,26.6200008392334
2010-11-24,27.6200008392334
2010-11-26,27.399999618530273
2010-11-29,27.18000030517578
2010-11-30,26.809999465942383
2010-12-01,27.690000534057617
2010-12-02,28.360000610351562
2010-12-03,28.389999389648438
2010-12-06,28.049999237060547
2010-12-07,27.75
2010-12-08,27.809999465942383
2010-12-09,27.760000228881836
2010-12-10,27.969999313354492
2010-12-13,27.81999969482422
2010-12-14,27.389999389648438
2010-12-15,27.219999313354492
2010-12-16,28.040000915527344
2010-12-17,28.450000762939453
2010-12-20,28.81999969482422
2010-12-21,29.0
2010-12-22,29.690000534057617
2010-12-23,29.6299991607666
2010-12-27,29.829999923706055
2010-12-28,29.799999237060547
2010-12-29,29.84000015258789
2010-12-30,29.969999313354492
2010-12-31,29.75
2011-01-03,29.649999618530273
2011-01-04,29.079999923706055
2011-01-05,29.43000030517578
2011-01-06,29.18000030517578
2011-01-07,29.110000610351562
2011-01-10,28.8799991607666
2011-01-11,28.8700008392334
2011-01-12,29.030000686645508
2011-01-13,29.1299991607666
2011-01-14,29.489999771118164
2011-01-18,29.719999313354492
2011-01-19,29.360000610351562
2011-01-20,29.270000457763672
2011-01-21,29.3700008392334
2011-01-24,29.690000534057617
2011-01-25,29.940000534057617
2011-01-26,30.5
2011-01-27,30.639999389648438
2011-01-28,30.6299991607666
2011-01-31,31.040000915527344
2011-02-01,32.150001525878906
2011-02-02,32.15999984741211
2011-02-03,32.36000061035156
2011-02-04,32.130001068115234
2011-02-07,31.979999542236328
2011-02-08,32.38999938964844
2011-02-09,32.459999084472656
2011-02-10,33.27000045776367
2011-02-11,32.18000030517578
2011-02-14,31.920000076293945
2011-02-15,31.93000030517578
2011-02-16,32.220001220703125
2011-02-17,32.16999816894531
2011-02-18,32.290000915527344
2011-02-22,31.719999313354492
2011-02-23,31.469999313354492
2011-02-24,31.739999771118164
2011-02-25,31.989999771118164
2011-02-28,32.29999923706055
2011-03-01,31.59000015258789
2011-03-02,31.850000381469727
2011-03-03,32.72999954223633
2011-03-04,32.189998626708984
2011-03-07,32.16999816894531
2011-03-08,32.33000183105469
2011-03-09,32.0099983215332
2011-03-10,31.889999389648438
2011-03-11,31.940000534057617
2011-03-14,32.099998474121094
2011-03-15,31.670000076293945
2011-03-16,31.190000534057617
2011-03-17,31.850000381469727
2011-03-18,31.989999771118164
2011-03-21,33.060001373291016
2011-03-22,33.529998779296875
2011-03-23,33.220001220703125
2011-03-24,33.709999084472656
2011-03-25,33.939998626708984
2011-03-28,33.7599983215332
2011-03-29,34.11000061035156
2011-03-30,34.45000076293945
2011-03-31,34.61000061035156
2011-04-01,34.93000030517578
2011-04-04,34.130001068115234
2011-04-05,34.18000030517578
2011-04-06,34.29999923706055
2011-04-07,33.869998931884766
2011-04-08,33.68000030517578
2011-04-11,33.54999923706055
2011-04-12,33.2400016784668
2011-04-13,33.349998474121094
2011-04-14,33.130001068115234
2011-04-15,33.52000045776367
2011-04-18,33.09000015258789
2011-04-19,33.15999984741211
2011-04-20,34.150001525878906
2011-04-21,34.189998626708984
2011-04-25,34.189998626708984
2011-04-26,34.849998474121094
2011-04-27,35.43000030517578
2011-04-28,35.130001068115234
2011-04-29,35.220001220703125
2011-05-02,35.25
2011-05-03,35.220001220703125
2011-05-04,34.47999954223633
2011-05-05,34.36000061035156
2011-05-06,34.630001068115234
2011-05-09,34.79999923706055
2011-05-10,35.529998779296875
2011-05-11,35.54999923706055
2011-05-12,36.380001068115234
2011-05-13,36.11000061035156
2011-05-16,36.02000045776367
2011-05-17,36.06999969482422
2011-05-18,36.470001220703125
2011-05-19,37.040000915527344
2011-05-20,36.630001068115234
2011-05-23,35.709999084472656
2011-05-24,35.02000045776367
2011-05-25,35.06999969482422
2011-05-26,35.2400016784668
2011-05-27,35.52000045776367
2011-05-31,36.150001525878906
2011-06-01,35.099998474121094
2011-06-02,35.13999938964844
2011-06-03,34.41999816894531
2011-06-06,34.11000061035156
2011-06-07,33.630001068115234
2011-06-08,33.619998931884766
2011-06-09,33.65999984741211
2011-06-10,33.25
2011-06-13,33.189998626708984
2011-06-14,33.720001220703125
2011-06-15,33.099998474121094
2011-06-16,33.220001220703125
2011-06-17,33.150001525878906
2011-06-20,32.959999084472656
2011-06-21,32.880001068115234
2011-06-22,32.79999923706055
2011-06-23,32.56999969482422
2011-06-24,32.029998779296875
2011-06-27,32.13999938964844
2011-06-28,32.61000061035156
2011-06-29,32.83000183105469
2011-06-30,33.709999084472656
2011-07-01,34.20000076293945
2011-07-05,34.040000915527344
2011-07-06,34.0
2011-07-07,34.68000030517578
2011-07-08,34.220001220703125
2011-07-11,33.20000076293945
2011-07-12,32.66999816894531
2011-07-13,32.65999984741211
2011-07-14,32.11000061035156
2011-07-15,28.920000076293945
2011-07-18,28.780000686645508
2011-07-19,28.829999923706055
2011-07-20,28.299999237060547
2011-07-21,28.729999542236328
2011-07-22,28.809999465942383
2011-07-25,28.420000076293945
2011-07-26,28.149999618530273
2011-07-27,27.68000030517578
2011-07-28,27.549999237060547
2011-07-29,27.459999084472656
2011-08-01,27.030000686645508
2011-08-02,25.889999389648438
2011-08-03,25.81999969482422
2011-08-04,24.3700008392334
2011-08-05,24.719999313354492
2011-08-08,22.719999313354492
2011-08-09,23.920000076293945
2011-08-10,22.68000030517578
2011-08-11,23.350000381469727
2011-08-12,23.65999984741211
2011-08-15,24.020000457763672
2011-08-16,23.920000076293945
2011-08-17,23.84000015258789
2011-08-18,22.309999465942383
2011-08-19,22.149999618530273
2011-08-22,22.3700008392334
2011-08-23,23.450000762939453
2011-08-24,23.969999313354492
2011-08-25,23.520000457763672
2011-08-26,24.56999969482422
2011-08-29,25.559999465942383
2011-08-30,25.34000015258789
2011-08-31,25.8700008392334
2011-09-01,25.100000381469727
2011-09-02,24.760000228881836
2011-09-06,24.809999465942383
2011-09-07,25.469999313354492
2011-09-08,24.959999084472656
2011-09-09,24.860000610351562
2011-09-12,25.309999465942383
2011-09-13,26.0
2011-09-14,27.399999618530273
2011-09-15,28.040000915527344
2011-09-16,27.809999465942383
2011-09-19,27.43000030517578
2011-09-20,27.1299991607666
2011-09-21,26.309999465942383
2011-09-22,25.309999465942383
2011-09-23,25.479999542236328
2011-09-26,26.100000381469727
2011-09-27,26.799999237060547
2011-09-28,25.690000534057617
2011-09-29,26.170000076293945
2011-09-30,25.049999237060547
2011-10-03,24.459999084472656
2011-10-04,25.15999984741211
2011-10-05,26.049999237060547
2011-10-06,26.489999771118164
2011-10-07,25.920000076293945
2011-10-10,26.84000015258789
2011-10-11,26.809999465942383
2011-10-12,26.969999313354492
2011-10-13,26.809999465942383
2011-10-14,27.3700008392334
2011-10-17,26.469999313354492
2011-10-18,27.559999465942383
2011-10-19,26.920000076293945
2011-10-20,27.229999542236328
2011-10-21,26.549999237060547
2011-10-24,27.280000686645508
2011-10-25,26.3700008392334
2011-10-26,26.59000015258789
2011-10-27,27.68000030517578
2011-10-28,27.219999313354492
2011-10-31,26.299999237060547
2011-11-01,25.280000686645508
2011-11-02,25.709999084472656
2011-11-03,26.649999618530273
2011-11-04,27.1200008392334
2011-11-07,27.200000762939453
2011-11-08,27.610000610351562
2011-11-09,25.459999084472656
2011-11-10,25.809999465942383
2011-11-11,26.649999618530273
2011-11-14,26.079999923706055
2011-11-15,26.360000610351562
2011-11-16,25.84000015258789
2011-11-17,25.510000228881836
2011-11-18,25.3700008392334
2011-11-21,25.040000915527344
2011-11-22,24.610000610351562
2011-11-23,24.15999984741211
2011-11-25,24.200000762939453
2011-11-28,25.020000457763672
2011-11-29,25.399999618530273
2011-11-30,26.860000610351562
2011-12-01,26.649999618530273
2011-12-02,25.739999771118164
2011-12-05,26.459999084472656
2011-12-06,26.360000610351562
2011-12-07,26.209999084472656
2011-12-08,25.329999923706055
2011-12-09,25.670000076293945
2011-12-12,25.020000457763672
2011-12-13,25.020000457763672
2011-12-14,25.100000381469727
2011-12-15,25.020000457763672
2011-12-16,25.18000030517578
2011-12-19,24.729999542236328
2011-12-20,25.610000610351562
2011-12-21,25.399999618530273
2011-12-22,25.579999923706055
2011-12-23,25.719999313354492
2011-12-27,25.75
2011-12-28,25.25
2011-12-29,25.5
2011-12-30,25.06999969482422
2012-01-03,25.489999771118164
2012-01-04,25.469999313354492
2012-01-05,25.5
2012-01-06,25.110000610351562
2012-01-09,25.360000610351562
2012-01-10,25.610000610351562
2012-01-11,25.270000457763672
2012-01-12,25.790000915527344
2012-01-13,25.540000915527344
2012-01-17,25.649999618530273
2012-01-18,26.43000030517578
2012-01-19,26.65999984741211
2012-01-20,26.809999465942383
2012-01-23,26.690000534057617
2012-01-24,26.56999969482422
2012-01-25,26.489999771118164
2012-01-26,26.100000381469727
2012-01-27,25.969999313354492
2012-01-30,25.6299991607666
2012-01-31,25.75
2012-02-01,26.010000228881836
2012-02-02,25.780000686645508
2012-02-03,26.559999465942383
2012-02-06,26.049999237060547
2012-02-07,25.790000915527344
2012-02-08,25.5
2012-02-09,25.739999771118164
2012-02-10,24.899999618530273
2012-02-13,24.559999465942383
2012-02-14,24.739999771118164
2012-02-15,24.940000534057617
2012-02-16,25.489999771118164
2012-02-17,25.600000381469727
2012-02-21,25.65999984741211
2012-02-22,25.56999969482422
2012-02-23,25.84000015258789
2012-02-24,26.06999969482422
2012-02-27,26.3799991607666
2012-02-28,26.5
2012-02-29,26.170000076293945
2012-03-01,26.440000534057617
2012-03-02,26.520000457763672
2012-03-05,26.34000015258789
2012-03-06,25.8700008392334
2012-03-07,25.920000076293945
2012-03-08,26.079999923706055
2012-03-09,26.34000015258789
2012-03-12,25.860000610351562
2012-03-13,26.280000686645508
2012-03-14,26.110000610351562
2012-03-15,26.25
2012-03-16,26.239999771118164
2012-03-19,26.0
2012-03-20,25.649999618530273
2012-03-21,25.649999618530273
2012-03-22,25.530000686645508
2012-03-23,25.5
2012-03-26,25.860000610351562
2012-03-27,25.75
2012-03-28,25.360000610351562
2012-03-29,25.34000015258789
2012-03-30,25.309999465942383
2012-04-02,25.06999969482422
2012-04-03,24.979999542236328
2012-04-04,24.670000076293945
2012-04-05,24.510000228881836
2012-04-09,23.93000030517578
2012-04-10,23.600000381469727
2012-04-11,23.829999923706055
2012-04-12,24.139999389648438
2012-04-13,23.649999618530273
2012-04-16,23.670000076293945
2012-04-17,24.18000030517578
2012-04-18,23.8700008392334
2012-04-19,23.420000076293945
2012-04-20,23.549999237060547
2012-04-23,23.25
2012-04-24,23.270000457763672
2012-04-25,23.290000915527344
2012-04-26,23.520000457763672
2012-04-27,22.8700008392334
2012-04-30,22.459999084472656
2012-05-01,22.299999237060547
2012-05-02,22.06999969482422
2012-05-03,22.170000076293945
2012-05-04,21.729999542236328
2012-05-07,21.709999084472656
2012-05-08,21.700000762939453
2012-05-09,21.549999237060547
2012-05-10,21.549999237060547
2012-05-11,21.389999389648438
2012-05-14,21.079999923706055
2012-05-15,21.110000610351562
2012-05-16,21.059999465942383
2012-05-17,20.549999237060547
2012-05-18,20.3799991607666
2012-05-21,20.969999313354492
2012-05-22,20.950000762939453
2012-05-23,21.280000686645508
2012-05-24,21.31999969482422
2012-05-25,21.309999465942383
2012-05-29,21.760000228881836
2012-05-30,21.579999923706055
2012-05-31,21.329999923706055
2012-06-01,21.219999313354492
2012-06-04,21.110000610351562
2012-06-05,21.3799991607666
2012-06-06,21.610000610351562
2012-06-07,21.34000015258789
2012-06-08,21.149999618530273
2012-06-11,20.639999389648438
2012-06-12,20.510000228881836
2012-06-13,20.149999618530273
2012-06-14,19.950000762939453
2012-06-15,19.979999542236328
2012-06-18,19.950000762939453
2012-06-19,20.040000915527344
2012-06-20,20.049999237060547
2012-06-21,19.479999542236328
2012-06-22,19.579999923706055
2012-06-25,19.239999771118164
