,BJK
2009-03-16,15.0
2009-03-17,14.800000190734863
2009-03-18,14.989999771118164
2009-03-19,15.680000305175781
2009-03-20,15.970000267028809
2009-03-23,15.449999809265137
2009-03-24,16.0
2009-03-25,16.020000457763672
2009-03-26,16.3700008392334
2009-03-27,15.069999694824219
2009-03-30,14.59000015258789
2009-03-31,15.430000305175781
2009-04-01,15.460000038146973
2009-04-02,16.200000762939453
2009-04-03,17.1200008392334
2009-04-06,17.739999771118164
2009-04-07,16.559999465942383
2009-04-08,16.219999313354492
2009-04-09,17.40999984741211
2009-04-13,17.579999923706055
2009-04-14,18.020000457763672
2009-04-15,17.799999237060547
2009-04-16,18.350000381469727
2009-04-17,18.309999465942383
2009-04-20,17.43000030517578
2009-04-21,17.510000228881836
2009-04-22,18.100000381469727
2009-04-23,18.760000228881836
2009-04-24,19.15999984741211
2009-04-27,19.100000381469727
2009-04-28,18.899999618530273
2009-04-29,19.350000381469727
2009-04-30,20.31999969482422
2009-05-01,20.399999618530273
2009-05-04,21.350000381469727
2009-05-05,22.170000076293945
2009-05-06,22.5
2009-05-07,21.489999771118164
2009-05-08,22.09000015258789
2009-05-11,21.5
2009-05-12,21.68000030517578
2009-05-13,20.5
2009-05-14,20.469999313354492
2009-05-15,19.809999465942383
2009-05-18,20.889999389648438
2009-05-19,21.510000228881836
2009-05-20,21.459999084472656
2009-05-21,21.299999237060547
2009-05-22,22.0
2009-05-26,21.639999389648438
2009-05-27,20.940000534057617
2009-05-28,21.469999313354492
2009-05-29,21.700000762939453
2009-06-01,22.190000534057617
2009-06-02,22.31999969482422
2009-06-03,21.059999465942383
2009-06-04,22.15999984741211
2009-06-05,22.040000915527344
2009-06-08,22.0
2009-06-09,21.690000534057617
2009-06-10,22.040000915527344
2009-06-11,22.290000915527344
2009-06-12,21.790000915527344
2009-06-15,20.709999084472656
2009-06-16,21.200000762939453
2009-06-17,20.959999084472656
2009-06-18,20.56999969482422
2009-06-19,20.950000762939453
2009-06-22,20.200000762939453
2009-06-23,20.040000915527344
2009-06-24,20.40999984741211
2009-06-25,20.739999771118164
2009-06-26,21.209999084472656
2009-06-29,21.1299991607666
2009-06-30,20.559999465942383
2009-07-01,20.979999542236328
2009-07-02,20.170000076293945
2009-07-06,19.860000610351562
2009-07-07,19.770000457763672
2009-07-08,19.3700008392334
2009-07-09,19.940000534057617
2009-07-10,19.579999923706055
2009-07-13,19.690000534057617
2009-07-14,20.100000381469727
2009-07-15,20.84000015258789
2009-07-16,21.219999313354492
2009-07-17,21.260000228881836
2009-07-20,21.920000076293945
2009-07-21,21.299999237060547
2009-07-22,21.700000762939453
2009-07-23,22.360000610351562
2009-07-24,22.360000610351562
2009-07-27,22.31999969482422
2009-07-28,22.270000457763672
2009-07-29,21.81999969482422
2009-07-30,22.90999984741211
2009-07-31,22.860000610351562
2009-08-03,23.549999237060547
2009-08-04,23.959999084472656
2009-08-05,23.65999984741211
2009-08-06,23.149999618530273
2009-08-07,23.889999389648438
2009-08-10,23.31999969482422
2009-08-11,23.25
2009-08-12,23.420000076293945
2009-08-13,23.43000030517578
2009-08-14,23.200000762939453
2009-08-17,22.420000076293945
2009-08-18,22.8799991607666
2009-08-19,22.829999923706055
2009-08-20,23.139999389648438
2009-08-21,23.709999084472656
2009-08-24,23.469999313354492
2009-08-25,23.8700008392334
2009-08-26,23.610000610351562
2009-08-27,23.899999618530273
2009-08-28,24.219999313354492
2009-08-31,23.969999313354492
2009-09-01,23.0
2009-09-02,23.18000030517578
2009-09-03,23.670000076293945
2009-09-04,24.329999923706055
2009-09-08,24.899999618530273
2009-09-09,25.18000030517578
2009-09-10,25.729999542236328
2009-09-11,25.579999923706055
2009-09-14,25.799999237060547
2009-09-15,26.290000915527344
2009-09-16,26.3799991607666
2009-09-17,26.25
2009-09-18,26.280000686645508
2009-09-21,25.75
2009-09-22,26.31999969482422
2009-09-23,26.31999969482422
2009-09-24,25.6299991607666
2009-09-25,25.81999969482422
2009-09-28,25.760000228881836
2009-09-29,25.75
2009-09-30,25.8799991607666
2009-10-01,24.899999618530273
2009-10-02,25.110000610351562
2009-10-05,25.889999389648438
2009-10-06,25.899999618530273
2009-10-07,25.799999237060547
2009-10-08,26.450000762939453
2009-10-09,26.15999984741211
2009-10-12,26.139999389648438
2009-10-13,26.329999923706055
2009-10-14,26.65999984741211
2009-10-15,26.40999984741211
2009-10-16,26.260000228881836
2009-10-19,26.690000534057617
2009-10-20,26.200000762939453
2009-10-21,26.3700008392334
2009-10-22,26.59000015258789
2009-10-23,25.809999465942383
2009-10-26,25.559999465942383
2009-10-27,24.56999969482422
2009-10-28,23.3700008392334
2009-10-29,24.170000076293945
2009-10-30,23.399999618530273
2009-11-02,23.540000915527344
2009-11-03,23.760000228881836
2009-11-04,24.5
2009-11-05,24.299999237060547
2009-11-06,24.549999237060547
2009-11-09,25.329999923706055
2009-11-10,25.290000915527344
2009-11-11,25.3700008392334
2009-11-12,25.010000228881836
2009-11-13,25.510000228881836
2009-11-16,25.8700008392334
2009-11-17,25.729999542236328
2009-11-18,25.6200008392334
2009-11-19,25.100000381469727
2009-11-20,24.770000457763672
2009-11-23,24.93000030517578
2009-11-24,24.8700008392334
2009-11-25,25.18000030517578
2009-11-27,24.729999542236328
2009-11-30,24.3799991607666
2009-12-01,25.190000534057617
2009-12-02,25.18000030517578
2009-12-03,25.049999237060547
2009-12-04,24.81999969482422
2009-12-07,24.459999084472656
2009-12-08,24.059999465942383
2009-12-09,24.049999237060547
2009-12-10,23.989999771118164
2009-12-11,24.25
2009-12-14,24.639999389648438
2009-12-15,24.31999969482422
2009-12-16,24.219999313354492
2009-12-17,23.770000457763672
2009-12-18,23.969999313354492
2009-12-21,23.719999313354492
2009-12-22,23.700000762939453
2009-12-23,23.5
2009-12-24,23.5
2009-12-28,23.559999465942383
2009-12-29,23.729999542236328
2009-12-30,23.559999465942383
2009-12-31,23.450000762939453
2010-01-04,24.360000610351562
2010-01-05,24.81999969482422
2010-01-06,25.06999969482422
2010-01-07,25.110000610351562
2010-01-08,25.059999465942383
2010-01-11,25.15999984741211
2010-01-12,25.040000915527344
2010-01-13,25.31999969482422
2010-01-14,25.579999923706055
2010-01-15,25.280000686645508
2010-01-19,25.639999389648438
2010-01-20,24.950000762939453
2010-01-21,24.6299991607666
2010-01-22,24.260000228881836
2010-01-25,24.5
2010-01-26,24.399999618530273
2010-01-27,24.100000381469727
2010-01-28,23.920000076293945
2010-01-29,23.75
2010-02-01,24.309999465942383
2010-02-02,24.350000381469727
2010-02-03,24.1299991607666
2010-02-04,22.81999969482422
2010-02-05,22.829999923706055
2010-02-08,22.739999771118164
2010-02-09,23.09000015258789
2010-02-10,23.020000457763672
2010-02-11,23.530000686645508
2010-02-12,23.360000610351562
2010-02-16,23.889999389648438
2010-02-17,23.850000381469727
2010-02-18,23.399999618530273
2010-02-19,23.3700008392334
2010-02-22,23.540000915527344
2010-02-23,23.229999542236328
2010-02-24,23.40999984741211
2010-02-25,23.15999984741211
2010-02-26,23.530000686645508
2010-03-01,23.6299991607666
2010-03-02,23.600000381469727
2010-03-03,23.93000030517578
2010-03-04,23.639999389648438
2010-03-05,24.420000076293945
2010-03-08,24.510000228881836
2010-03-09,24.43000030517578
2010-03-10,24.670000076293945
2010-03-11,24.600000381469727
2010-03-12,24.690000534057617
2010-03-15,24.520000457763672
2010-03-16,24.899999618530273
2010-03-17,25.040000915527344
2010-03-18,24.8700008392334
2010-03-19,24.75
2010-03-22,25.25
2010-03-23,25.579999923706055
2010-03-24,25.34000015258789
2010-03-25,25.309999465942383
2010-03-26,25.440000534057617
2010-03-29,25.760000228881836
2010-03-30,25.65999984741211
2010-03-31,25.889999389648438
2010-04-01,25.899999618530273
2010-04-05,26.700000762939453
2010-04-06,26.809999465942383
2010-04-07,26.5
2010-04-08,26.809999465942383
2010-04-09,27.239999771118164
2010-04-12,27.329999923706055
2010-04-13,27.260000228881836
2010-04-14,27.3799991607666
2010-04-15,27.09000015258789
2010-04-16,26.43000030517578
2010-04-19,26.3700008392334
2010-04-20,26.920000076293945
2010-04-21,26.829999923706055
2010-04-22,27.18000030517578
2010-04-23,27.40999984741211
2010-04-26,27.65999984741211
2010-04-27,26.520000457763672
2010-04-28,26.639999389648438
2010-04-29,27.420000076293945
2010-04-30,26.940000534057617
2010-05-03,27.510000228881836
2010-05-04,26.200000762939453
2010-05-05,25.59000015258789
2010-05-06,24.399999618530273
2010-05-07,23.8700008392334
2010-05-10,25.3799991607666
2010-05-11,25.399999618530273
2010-05-12,25.729999542236328
2010-05-13,25.579999923706055
2010-05-14,25.020000457763672
2010-05-17,24.760000228881836
2010-05-18,24.3700008392334
2010-05-19,24.139999389648438
2010-05-20,22.969999313354492
2010-05-21,23.489999771118164
2010-05-24,23.40999984741211
2010-05-25,23.0
2010-05-26,22.979999542236328
2010-05-27,24.3700008392334
2010-05-28,24.020000457763672
2010-06-01,23.690000534057617
2010-06-02,24.270000457763672
2010-06-03,24.510000228881836
2010-06-04,23.389999389648438
2010-06-07,22.780000686645508
2010-06-08,23.459999084472656
2010-06-09,23.229999542236328
2010-06-10,24.09000015258789
2010-06-11,24.290000915527344
2010-06-14,24.549999237060547
2010-06-15,25.219999313354492
2010-06-16,24.899999618530273
2010-06-17,24.84000015258789
2010-06-18,25.020000457763672
2010-06-21,25.059999465942383
2010-06-22,24.610000610351562
2010-06-23,24.829999923706055
2010-06-24,24.290000915527344
2010-06-25,24.6299991607666
2010-06-28,24.190000534057617
2010-06-29,23.100000381469727
2010-06-30,22.719999313354492
2010-07-01,22.8700008392334
2010-07-02,22.6200008392334
2010-07-06,22.760000228881836
2010-07-07,23.610000610351562
2010-07-08,23.670000076293945
2010-07-09,23.829999923706055
2010-07-12,23.59000015258789
2010-07-13,24.209999084472656
2010-07-14,24.190000534057617
2010-07-15,24.100000381469727
2010-07-16,23.520000457763672
2010-07-19,23.610000610351562
2010-07-20,24.059999465942383
2010-07-21,23.739999771118164
2010-07-22,24.440000534057617
2010-07-23,24.780000686645508
2010-07-26,25.049999237060547
2010-07-27,25.110000610351562
2010-07-28,24.84000015258789
2010-07-29,25.25
2010-07-30,25.43000030517578
2010-08-02,26.010000228881836
2010-08-03,25.950000762939453
2010-08-04,26.0
2010-08-05,25.850000381469727
2010-08-06,26.0
2010-08-09,26.1200008392334
2010-08-10,25.809999465942383
2010-08-11,24.940000534057617
2010-08-12,24.93000030517578
2010-08-13,25.209999084472656
2010-08-16,25.31999969482422
2010-08-17,25.940000534057617
2010-08-18,25.940000534057617
2010-08-19,25.780000686645508
2010-08-20,25.610000610351562
2010-08-23,25.530000686645508
2010-08-24,24.979999542236328
2010-08-25,25.229999542236328
2010-08-26,25.1200008392334
2010-08-27,25.770000457763672
2010-08-30,25.389999389648438
2010-08-31,25.309999465942383
2010-09-01,26.1200008392334
2010-09-02,26.309999465942383
2010-09-03,26.549999237060547
2010-09-07,26.170000076293945
2010-09-08,26.6299991607666
2010-09-09,26.799999237060547
2010-09-10,26.850000381469727
2010-09-13,27.31999969482422
2010-09-14,27.40999984741211
2010-09-15,27.399999618530273
2010-09-16,27.360000610351562
2010-09-17,27.31999969482422
2010-09-20,27.809999465942383
2010-09-21,27.6299991607666
2010-09-22,27.6299991607666
2010-09-23,27.049999237060547
2010-09-24,27.639999389648438
2010-09-27,27.81999969482422
2010-09-28,28.079999923706055
2010-09-29,28.1200008392334
2010-09-30,27.920000076293945
2010-10-01,28.079999923706055
2010-10-04,28.399999618530273
2010-10-05,29.100000381469727
2010-10-06,28.760000228881836
2010-10-07,28.8700008392334
2010-10-08,29.549999237060547
2010-10-11,29.979999542236328
2010-10-12,30.010000228881836
2010-10-13,30.049999237060547
2010-10-14,29.829999923706055
2010-10-15,29.850000381469727
2010-10-18,29.850000381469727
2010-10-19,28.93000030517578
2010-10-20,29.579999923706055
2010-10-21,29.729999542236328
2010-10-22,30.06999969482422
2010-10-25,30.440000534057617
2010-10-26,30.450000762939453
2010-10-27,30.149999618530273
2010-10-28,30.8700008392334
2010-10-29,31.219999313354492
2010-11-01,31.389999389648438
2010-11-02,32.0099983215332
2010-11-03,32.290000915527344
2010-11-04,32.84000015258789
2010-11-05,32.70000076293945
2010-11-08,32.75
2010-11-09,32.33000183105469
2010-11-10,32.20000076293945
2010-11-11,31.989999771118164
2010-11-12,31.09000015258789
2010-11-15,31.489999771118164
2010-11-16,30.639999389648438
2010-11-17,30.450000762939453
2010-11-18,31.18000030517578
2010-11-19,31.440000534057617
2010-11-22,31.579999923706055
2010-11-23,30.579999923706055
2010-11-24,31.139999389648438
2010-11-26,30.670000076293945
2010-11-29,30.8799991607666
2010-11-30,30.670000076293945
2010-12-01,31.540000915527344
2010-12-02,31.68000030517578
2010-12-03,31.950000762939453
2010-12-06,31.950000762939453
2010-12-07,31.850000381469727
2010-12-08,31.780000686645508
2010-12-09,31.81999969482422
2010-12-10,31.670000076293945
2010-12-13,31.600000381469727
2010-12-14,31.290000915527344
2010-12-15,30.93000030517578
2010-12-16,31.399999618530273
2010-12-17,31.510000228881836
2010-12-20,31.610000610351562
2010-12-21,31.8799991607666
2010-12-22,31.8700008392334
2010-12-23,30.989999771118164
2010-12-27,30.959999084472656
2010-12-28,30.920000076293945
2010-12-29,31.18000030517578
2010-12-30,31.15999984741211
2010-12-31,31.489999771118164
2011-01-03,31.979999542236328
2011-01-04,32.099998474121094
2011-01-05,32.41999816894531
2011-01-06,32.16999816894531
2011-01-07,32.52000045776367
2011-01-10,32.810001373291016
2011-01-11,33.0
2011-01-12,33.16999816894531
2011-01-13,33.11000061035156
2011-01-14,33.15999984741211
2011-01-18,33.119998931884766
2011-01-19,32.939998626708984
2011-01-20,32.779998779296875
2011-01-21,32.380001068115234
2011-01-24,32.41999816894531
2011-01-25,32.06999969482422
2011-01-26,32.43000030517578
2011-01-27,32.439998626708984
2011-01-28,31.850000381469727
2011-01-31,32.130001068115234
2011-02-01,32.83000183105469
2011-02-02,32.75
2011-02-03,33.0
2011-02-04,32.779998779296875
2011-02-07,32.529998779296875
2011-02-08,32.560001373291016
2011-02-09,32.380001068115234
2011-02-10,32.220001220703125
2011-02-11,32.29999923706055
2011-02-14,32.40999984741211
2011-02-15,32.33000183105469
2011-02-16,32.540000915527344
2011-02-17,32.83000183105469
2011-02-18,32.619998931884766
2011-02-22,31.549999237060547
2011-02-23,31.260000228881836
2011-02-24,31.059999465942383
2011-02-25,31.59000015258789
2011-02-28,31.829999923706055
2011-03-01,31.540000915527344
2011-03-02,31.729999542236328
2011-03-03,32.130001068115234
2011-03-04,32.029998779296875
2011-03-07,31.219999313354492
2011-03-08,31.6299991607666
2011-03-09,31.639999389648438
2011-03-10,30.81999969482422
2011-03-11,31.139999389648438
2011-03-14,30.68000030517578
2011-03-15,30.09000015258789
2011-03-16,29.65999984741211
2011-03-17,29.889999389648438
2011-03-18,30.270000457763672
2011-03-21,31.1200008392334
2011-03-22,30.860000610351562
2011-03-23,31.040000915527344
2011-03-24,31.729999542236328
2011-03-25,32.02000045776367
2011-03-28,31.93000030517578
2011-03-29,32.06999969482422
2011-03-30,32.380001068115234
2011-03-31,32.209999084472656
2011-04-01,32.68000030517578
2011-04-04,32.9900016784668
2011-04-05,33.119998931884766
2011-04-06,33.349998474121094
2011-04-07,33.27000045776367
2011-04-08,32.9900016784668
2011-04-11,32.650001525878906
2011-04-12,32.18000030517578
2011-04-13,32.91999816894531
2011-04-14,33.09000015258789
2011-04-15,33.36000061035156
2011-04-18,33.63999938964844
2011-04-19,33.68000030517578
2011-04-20,34.34000015258789
2011-04-21,34.7400016784668
2011-04-25,34.77000045776367
2011-04-26,34.869998931884766
2011-04-27,35.09000015258789
2011-04-28,34.84000015258789
2011-04-29,35.310001373291016
2011-05-02,35.22999954223633
2011-05-03,34.86000061035156
2011-05-04,34.27000045776367
2011-05-05,34.040000915527344
2011-05-06,34.279998779296875
2011-05-09,34.459999084472656
2011-05-10,34.83000183105469
2011-05-11,34.779998779296875
2011-05-12,34.619998931884766
2011-05-13,34.310001373291016
2011-05-16,33.630001068115234
2011-05-17,33.560001373291016
2011-05-18,34.34000015258789
2011-05-19,34.36000061035156
2011-05-20,34.18000030517578
2011-05-23,33.40999984741211
2011-05-24,33.58000183105469
2011-05-25,33.849998474121094
2011-05-26,34.380001068115234
2011-05-27,34.36000061035156
2011-05-31,34.400001525878906
2011-06-01,34.25
2011-06-02,34.33000183105469
2011-06-03,34.0099983215332
2011-06-06,33.41999816894531
2011-06-07,33.2599983215332
2011-06-08,32.88999938964844
2011-06-09,33.04999923706055
2011-06-10,32.38999938964844
2011-06-13,32.15999984741211
2011-06-14,32.7400016784668
2011-06-15,32.2400016784668
2011-06-16,31.940000534057617
2011-06-17,32.18000030517578
2011-06-20,32.18000030517578
2011-06-21,32.83000183105469
2011-06-22,32.86000061035156
2011-06-23,32.61000061035156
2011-06-24,32.349998474121094
2011-06-27,32.720001220703125
2011-06-28,33.400001525878906
2011-06-29,34.130001068115234
2011-06-30,34.72999954223633
2011-07-01,35.2400016784668
2011-07-05,35.45000076293945
2011-07-06,35.2400016784668
2011-07-07,35.849998474121094
2011-07-08,35.959999084472656
2011-07-11,34.880001068115234
2011-07-12,34.75
2011-07-13,35.2599983215332
2011-07-14,34.9900016784668
2011-07-15,35.0
2011-07-18,34.77000045776367
2011-07-19,35.400001525878906
2011-07-20,35.47999954223633
2011-07-21,36.36000061035156
2011-07-22,36.7400016784668
2011-07-25,36.45000076293945
2011-07-26,36.529998779296875
2011-07-27,36.34000015258789
2011-07-28,36.439998626708984
2011-07-29,36.31999969482422
2011-08-01,36.650001525878906
2011-08-02,35.38999938964844
2011-08-03,35.7599983215332
2011-08-04,33.310001373291016
2011-08-05,32.880001068115234
2011-08-08,30.229999542236328
2011-08-09,31.829999923706055
2011-08-10,30.8700008392334
2011-08-11,32.68000030517578
2011-08-12,32.619998931884766
2011-08-15,33.70000076293945
2011-08-16,33.380001068115234
2011-08-17,33.689998626708984
2011-08-18,31.780000686645508
2011-08-19,31.110000610351562
2011-08-22,30.389999389648438
2011-08-23,31.65999984741211
2011-08-24,31.559999465942383
2011-08-25,30.760000228881836
2011-08-26,31.469999313354492
2011-08-29,32.79999923706055
2011-08-30,33.20000076293945
2011-08-31,33.529998779296875
2011-09-01,33.09000015258789
2011-09-02,32.380001068115234
2011-09-06,32.459999084472656
2011-09-07,33.439998626708984
2011-09-08,32.869998931884766
2011-09-09,31.889999389648438
2011-09-12,31.8700008392334
2011-09-13,32.16999816894531
2011-09-14,32.150001525878906
2011-09-15,31.959999084472656
2011-09-16,32.189998626708984
2011-09-19,32.29999923706055
2011-09-20,31.719999313354492
2011-09-21,30.989999771118164
2011-09-22,29.399999618530273
2011-09-23,29.549999237060547
2011-09-26,29.719999313354492
2011-09-27,30.5
2011-09-28,29.850000381469727
2011-09-29,29.40999984741211
2011-09-30,27.780000686645508
2011-10-03,26.469999313354492
2011-10-04,26.809999465942383
2011-10-05,27.450000762939453
2011-10-06,29.09000015258789
2011-10-07,29.010000228881836
2011-10-10,30.350000381469727
2011-10-11,30.479999542236328
2011-10-12,31.440000534057617
2011-10-13,31.030000686645508
2011-10-14,31.34000015258789
2011-10-17,30.889999389648438
2011-10-18,31.25
2011-10-19,30.31999969482422
2011-10-20,29.770000457763672
2011-10-21,30.190000534057617
2011-10-24,31.690000534057617
2011-10-25,30.84000015258789
2011-10-26,31.329999923706055
2011-10-27,33.2599983215332
2011-10-28,33.540000915527344
2011-10-31,32.63999938964844
2011-11-01,31.8799991607666
2011-11-02,32.54999923706055
