,ALAC
2019-11-12,10.300000190734863
2019-11-13,10.25
2019-11-14,10.270000457763672
2019-11-15,10.279999732971191
2019-11-18,10.279999732971191
2019-11-19,10.289999961853027
2019-11-20,10.300000190734863
2019-11-21,10.289999961853027
2019-11-22,10.3100004196167
2019-11-25,10.3100004196167
2019-11-26,10.3100004196167
2019-11-27,10.3100004196167
2019-11-29,10.319999694824219
2019-12-02,10.319999694824219
2019-12-03,10.319999694824219
2019-12-04,10.319999694824219
2019-12-05,10.34000015258789
2019-12-06,10.350000381469727
2019-12-09,10.329999923706055
2019-12-10,10.329999923706055
2019-12-11,10.34000015258789
2019-12-12,10.350000381469727
2019-12-13,10.359999656677246
2019-12-16,10.359999656677246
2019-12-17,10.359999656677246
2019-12-18,10.329999923706055
2019-12-19,10.329999923706055
2019-12-20,10.329999923706055
2019-12-23,10.329999923706055
2019-12-24,10.329999923706055
2019-12-26,10.329999923706055
2019-12-27,10.329999923706055
2019-12-30,10.34000015258789
2019-12-31,10.350000381469727
2020-01-02,10.350000381469727
2020-01-03,10.350000381469727
2020-01-06,10.359999656677246
2020-01-07,10.359999656677246
2020-01-08,10.369999885559082
2020-01-09,10.369999885559082
2020-01-10,10.369999885559082
2020-01-13,10.369999885559082
2020-01-14,10.369999885559082
2020-01-15,10.369999885559082
2020-01-16,10.359999656677246
2020-01-17,10.359999656677246
2020-01-21,10.359999656677246
2020-01-22,10.399999618530273
2020-01-23,10.399999618530273
2020-01-24,10.390000343322754
2020-01-27,10.390000343322754
2020-01-28,10.390000343322754
2020-01-29,10.390000343322754
2020-01-30,10.390000343322754
2020-01-31,10.420000076293945
2020-02-03,10.40999984741211
2020-02-04,10.5
2020-02-05,10.5
2020-02-06,10.5
2020-02-07,10.5
2020-02-10,10.489999771118164
2020-02-11,10.5
2020-02-12,10.5
2020-02-13,10.460000038146973
2020-02-14,10.460000038146973
2020-02-18,10.460000038146973
2020-02-19,10.460000038146973
2020-02-20,10.460000038146973
2020-02-21,10.460000038146973
2020-02-24,10.460000038146973
2020-02-25,10.460000038146973
2020-02-26,10.460000038146973
2020-02-27,10.460000038146973
2020-02-28,10.460000038146973
2020-03-02,10.460000038146973
2020-03-03,10.460000038146973
2020-03-04,10.460000038146973
2020-03-05,10.460000038146973
2020-03-06,10.449999809265137
2020-03-09,10.449999809265137
2020-03-10,10.449999809265137
2020-03-11,10.449999809265137
2020-03-12,10.4399995803833
2020-03-13,10.399999618530273
2020-03-16,10.380000114440918
2020-03-17,10.3100004196167
2020-03-18,10.279999732971191
2020-03-19,10.279999732971191
2020-03-20,10.3100004196167
2020-03-23,10.350000381469727
2020-03-24,10.380000114440918
2020-03-25,10.449999809265137
2020-03-26,10.4399995803833
2020-03-27,10.399999618530273
2020-03-30,10.460000038146973
2020-03-31,10.5
2020-04-01,10.5
2020-04-02,10.5
2020-04-03,10.479999542236328
2020-04-06,10.489999771118164
2020-04-07,10.5
2020-04-08,10.520000457763672
2020-04-09,10.489999771118164
2020-04-13,10.5
2020-04-14,10.550000190734863
2020-04-15,10.550000190734863
2020-04-16,10.550000190734863
2020-04-17,10.550000190734863
2020-04-20,10.470000267028809
2020-04-21,10.5
2020-04-22,10.5
2020-04-23,10.5
2020-04-24,10.5
2020-04-27,10.649999618530273
2020-04-28,10.630000114440918
2020-04-29,10.609999656677246
2020-04-30,10.699999809265137
2020-05-01,10.609999656677246
2020-05-04,10.649999618530273
2020-05-05,10.649999618530273
2020-05-06,10.579999923706055
2020-05-07,10.600000381469727
2020-05-08,10.600000381469727
2020-05-11,10.600000381469727
2020-05-12,10.600000381469727
2020-05-13,10.600000381469727
2020-05-14,10.600000381469727
2020-05-15,10.600000381469727
2020-05-18,10.600000381469727
2020-05-19,10.600000381469727
2020-05-20,10.600000381469727
2020-05-21,10.600000381469727
2020-05-22,10.600000381469727
2020-05-26,10.600000381469727
2020-05-27,10.600000381469727
2020-05-28,11.0
2020-05-29,10.760000228881836
2020-06-01,10.770000457763672
2020-06-02,10.770000457763672
2020-06-03,10.770000457763672
2020-06-04,10.84000015258789
2020-06-05,10.729999542236328
2020-06-08,10.850000381469727
2020-06-09,10.850000381469727
2020-06-10,10.710000038146973
2020-06-11,10.729999542236328
2020-06-12,10.729999542236328
2020-06-15,10.729999542236328
2020-06-16,10.729999542236328
2020-06-17,10.75
2020-06-18,10.75
2020-06-19,10.649999618530273
2020-06-22,10.699999809265137
2020-06-23,10.699999809265137
2020-06-24,10.699999809265137
2020-06-25,10.770000457763672
2020-06-26,10.800000190734863
2020-06-29,10.600000381469727
2020-06-30,10.699999809265137
2020-07-01,10.75
2020-07-02,10.710000038146973
2020-07-06,10.75
2020-07-07,10.800000190734863
2020-07-08,10.649999618530273
2020-07-09,10.720000267028809
2020-07-10,10.770000457763672
2020-07-13,10.770000457763672
2020-07-14,10.720000267028809
2020-07-15,10.789999961853027
2020-07-16,10.800000190734863
2020-07-17,10.800000190734863
2020-07-20,10.75
2020-07-21,10.789999961853027
2020-07-22,10.789999961853027
2020-07-23,10.729999542236328
2020-07-24,10.770000457763672
2020-07-27,10.800000190734863
2020-07-28,10.789999961853027
2020-07-29,10.699999809265137
2020-07-30,10.649999618530273
2020-07-31,10.720000267028809
2020-08-03,10.720000267028809
2020-08-04,10.720000267028809
2020-08-05,10.720000267028809
2020-08-06,10.779999732971191
2020-08-07,10.779999732971191
2020-08-10,10.779999732971191
2020-08-11,10.649999618530273
2020-08-12,10.649999618530273
2020-08-13,10.649999618530273
2020-08-14,10.649999618530273
2020-08-17,10.649999618530273
2020-08-18,10.649999618530273
2020-08-19,10.649999618530273
2020-08-20,10.649999618530273
2020-08-21,10.649999618530273
2020-08-24,10.649999618530273
2020-08-25,10.649999618530273
2020-08-26,10.649999618530273
2020-08-27,10.649999618530273
2020-08-28,10.729999542236328
2020-08-31,10.729999542236328
2020-09-01,10.680000305175781
2020-09-02,10.680000305175781
2020-09-03,10.680000305175781
2020-09-04,10.75
2020-09-08,10.760000228881836
2020-09-09,10.760000228881836
2020-09-10,10.710000038146973
2020-09-11,10.65999984741211
2020-09-14,10.779999732971191
2020-09-15,10.779999732971191
2020-09-16,10.779999732971191
2020-09-17,10.729999542236328
2020-09-18,10.729999542236328
2020-09-21,10.670000076293945
2020-09-22,10.670000076293945
2020-09-23,10.670000076293945
2020-09-24,10.670000076293945
2020-09-25,10.680000305175781
2020-09-28,10.720000267028809
2020-09-29,10.699999809265137
2020-09-30,10.75
2020-10-01,10.75
2020-10-02,10.75
2020-10-05,10.75
2020-10-06,10.75
2020-10-07,10.710000038146973
2020-10-08,10.710000038146973
2020-10-09,10.800000190734863
2020-10-12,10.800000190734863
2020-10-13,10.8100004196167
2020-10-14,10.819999694824219
2020-10-15,10.869999885559082
2020-10-16,10.829999923706055
2020-10-19,11.350000381469727
2020-10-20,10.800000190734863
2020-10-21,10.800000190734863
2020-10-22,11.0
2020-10-23,10.829999923706055
2020-10-26,10.75
2020-10-27,10.760000228881836
2020-10-28,10.699999809265137
2020-10-29,10.829999923706055
2020-10-30,10.8100004196167
2020-11-02,10.75
2020-11-03,10.869999885559082
2020-11-04,10.850000381469727
2020-11-05,10.869999885559082
2020-11-06,10.869999885559082
2020-11-09,10.760000228881836
2020-11-10,10.729999542236328
2020-11-11,10.729999542236328
2020-11-12,10.829999923706055
2020-11-13,10.829999923706055
2020-11-16,10.720000267028809
2020-11-17,10.710000038146973
2020-11-18,10.760000228881836
2020-11-19,10.760000228881836
2020-11-20,10.760000228881836
2020-11-23,10.890000343322754
2020-11-24,10.949999809265137
2020-11-25,11.149999618530273
2020-11-27,11.449999809265137
2020-11-30,11.069999694824219
2020-12-01,11.020000457763672
2020-12-02,10.8100004196167
2020-12-03,10.899999618530273
2020-12-04,10.989999771118164
2020-12-07,11.300000190734863
2020-12-08,11.079999923706055
2020-12-09,11.100000381469727
2020-12-10,10.970000267028809
2020-12-11,10.899999618530273
2020-12-14,10.880000114440918
2020-12-15,10.819999694824219
2020-12-16,10.920000076293945
2020-12-17,10.9399995803833
2020-12-18,10.960000038146973
2020-12-21,11.0600004196167
2020-12-22,11.100000381469727
2020-12-23,11.319999694824219
2020-12-24,11.25
2020-12-28,11.640000343322754
2020-12-29,11.199999809265137
2020-12-30,11.210000038146973
2020-12-31,11.40999984741211
2021-01-04,13.550000190734863
2021-01-05,14.5
2021-01-06,13.329999923706055
2021-01-07,13.65999984741211
2021-01-08,13.229999542236328
2021-01-11,13.210000038146973
2021-01-12,14.899999618530273
2021-01-13,14.140000343322754
2021-01-14,15.979999542236328
2021-01-15,14.420000076293945
2021-01-19,14.430000305175781
2021-01-20,14.390000343322754
2021-01-21,15.170000076293945
2021-01-22,14.399999618530273
2021-01-25,14.329999923706055
2021-01-26,14.109999656677246
2021-01-27,12.90999984741211
2021-01-28,13.470000267028809
2021-01-29,12.829999923706055
2021-02-01,13.399999618530273
2021-02-02,13.34000015258789
2021-02-03,13.949999809265137
2021-02-04,13.600000381469727
2021-02-05,13.640000343322754
2021-02-08,14.149999618530273
2021-02-09,13.420000076293945
2021-02-10,13.25
2021-02-11,13.15999984741211
2021-02-12,12.949999809265137
2021-02-16,13.329999923706055
2021-02-17,12.789999961853027
2021-02-18,11.829999923706055
2021-02-19,11.729999542236328
2021-02-22,12.069999694824219
2021-02-23,11.539999961853027
2021-02-24,11.15999984741211
2021-02-25,11.100000381469727
2021-02-26,11.289999961853027
2021-03-01,11.619999885559082
2021-03-02,11.289999961853027
2021-03-03,10.760000228881836
2021-03-04,10.619999885559082
2021-03-05,10.800000190734863
2021-03-08,10.819999694824219
2021-03-09,10.84000015258789
2021-03-10,10.800000190734863
2021-03-11,11.0
2021-03-12,11.0
2021-03-15,10.899999618530273
2021-03-16,10.899999618530273
2021-03-17,10.869999885559082
2021-03-18,10.859999656677246
2021-03-19,10.9399995803833
2021-03-22,10.90999984741211
2021-03-23,10.970000267028809
2021-03-24,10.880000114440918
2021-03-25,10.899999618530273
2021-03-26,10.899999618530273
2021-03-29,10.899999618530273
2021-03-30,10.9399995803833
2021-03-31,10.930000305175781
2021-04-01,10.960000038146973
2021-04-05,10.930000305175781
2021-04-06,10.9399995803833
2021-04-07,10.949999809265137
2021-04-08,11.050000190734863
2021-04-09,10.949999809265137
2021-04-12,10.949999809265137
2021-04-13,10.970000267028809
2021-04-14,10.949999809265137
2021-04-15,10.979999542236328
2021-04-16,10.970000267028809
2021-04-19,11.020000457763672
2021-04-20,11.100000381469727
2021-04-21,11.0
2021-04-22,11.0
2021-04-23,11.079999923706055
2021-04-26,11.069999694824219
2021-04-27,11.069999694824219
2021-04-28,11.0600004196167
2021-04-29,11.09000015258789
2021-04-30,11.140000343322754
2021-05-03,11.100000381469727
2021-05-04,11.149999618530273
2021-05-05,11.09000015258789
2021-05-06,11.109999656677246
2021-05-07,11.0600004196167
2021-05-10,11.079999923706055
2021-05-11,11.09000015258789
2021-05-12,11.069999694824219
2021-05-13,11.09000015258789
2021-05-14,11.069999694824219
