,ALAC
2018-11-21,9.670000076293945
2018-11-23,9.680000305175781
2018-11-26,9.779999732971191
2018-11-27,9.729999542236328
2018-11-28,9.729999542236328
2018-11-29,9.729999542236328
2018-11-30,9.720000267028809
2018-12-03,9.739999771118164
2018-12-04,9.739999771118164
2018-12-06,9.739999771118164
2018-12-07,9.760000228881836
2018-12-10,9.760000228881836
2018-12-11,9.75
2018-12-12,9.75
2018-12-13,9.770000457763672
2018-12-14,9.770000457763672
2018-12-17,9.770000457763672
2018-12-18,9.770000457763672
2018-12-19,9.770000457763672
2018-12-20,9.770000457763672
2018-12-21,9.770000457763672
2018-12-24,9.770000457763672
2018-12-26,9.770000457763672
2018-12-27,9.800000190734863
2018-12-28,9.800000190734863
2018-12-31,9.800000190734863
2019-01-02,9.75
2019-01-03,9.75
2019-01-04,9.75
2019-01-07,9.75
2019-01-08,9.819999694824219
2019-01-09,9.819999694824219
2019-01-10,9.850000381469727
2019-01-11,9.850000381469727
2019-01-14,9.850000381469727
2019-01-15,9.84000015258789
2019-01-16,9.859999656677246
2019-01-17,9.859999656677246
2019-01-18,9.859999656677246
2019-01-22,9.869999885559082
2019-01-23,9.869999885559082
2019-01-24,9.819999694824219
2019-01-25,9.84000015258789
2019-01-28,9.84000015258789
2019-01-29,9.84000015258789
2019-01-30,9.84000015258789
2019-01-31,9.84000015258789
2019-02-01,9.850000381469727
2019-02-04,9.869999885559082
2019-02-05,9.869999885559082
2019-02-06,9.869999885559082
2019-02-07,9.869999885559082
2019-02-08,9.899999618530273
2019-02-11,9.920000076293945
2019-02-12,9.930000305175781
2019-02-13,9.930000305175781
2019-02-14,9.930000305175781
2019-02-15,9.930000305175781
2019-02-19,9.930000305175781
2019-02-20,9.930000305175781
2019-02-21,9.930000305175781
2019-02-22,9.930000305175781
2019-02-25,9.930000305175781
2019-02-26,9.930000305175781
2019-02-27,9.930000305175781
2019-02-28,9.930000305175781
2019-03-01,9.930000305175781
2019-03-04,9.930000305175781
2019-03-05,9.930000305175781
2019-03-06,9.930000305175781
2019-03-07,9.930000305175781
2019-03-08,9.899999618530273
2019-03-11,9.970000267028809
2019-03-12,9.970000267028809
2019-03-13,9.970000267028809
2019-03-14,9.949999809265137
2019-03-15,9.970000267028809
2019-03-18,9.949999809265137
2019-03-19,9.949999809265137
2019-03-20,9.949999809265137
2019-03-21,9.90999984741211
2019-03-22,9.90999984741211
2019-03-25,9.920000076293945
2019-03-26,9.930000305175781
2019-03-27,9.9399995803833
2019-03-28,9.949999809265137
2019-03-29,9.949999809265137
2019-04-01,10.0
2019-04-02,9.970000267028809
2019-04-03,9.979999542236328
2019-04-04,9.979999542236328
2019-04-05,10.0
2019-04-08,10.0
2019-04-09,9.989999771118164
2019-04-10,9.989999771118164
2019-04-11,10.0
2019-04-12,10.0
2019-04-15,10.0
2019-04-16,10.0
2019-04-17,10.0
2019-04-18,10.0
2019-04-22,10.010000228881836
2019-04-23,10.010000228881836
2019-04-24,10.020000457763672
2019-04-25,10.020000457763672
2019-04-26,10.020000457763672
2019-04-29,10.020000457763672
2019-04-30,10.029999732971191
2019-05-01,10.0
2019-05-02,10.050000190734863
2019-05-03,10.010000228881836
2019-05-06,10.029999732971191
2019-05-07,10.029999732971191
2019-05-08,10.0
2019-05-09,10.029999732971191
2019-05-10,10.039999961853027
2019-05-13,10.0
2019-05-14,10.050000190734863
2019-05-15,10.050000190734863
2019-05-16,10.069999694824219
2019-05-17,10.069999694824219
2019-05-20,10.069999694824219
2019-05-21,10.020000457763672
2019-05-22,10.029999732971191
2019-05-23,10.039999961853027
2019-05-24,10.039999961853027
2019-05-28,10.039999961853027
2019-05-29,10.039999961853027
2019-05-30,10.039999961853027
2019-05-31,10.0600004196167
2019-06-03,10.0600004196167
2019-06-04,10.029999732971191
2019-06-05,10.039999961853027
2019-06-06,10.0600004196167
2019-06-07,10.050000190734863
2019-06-10,10.0600004196167
2019-06-11,10.029999732971191
2019-06-12,10.029999732971191
2019-06-13,10.079999923706055
2019-06-14,10.09000015258789
2019-06-17,10.09000015258789
2019-06-18,10.140000343322754
2019-06-19,10.140000343322754
2019-06-20,10.119999885559082
2019-06-21,10.119999885559082
2019-06-24,10.0600004196167
2019-06-25,10.0600004196167
2019-06-26,10.140000343322754
2019-06-27,10.069999694824219
2019-06-28,10.140000343322754
2019-07-01,10.140000343322754
2019-07-02,10.100000381469727
2019-07-03,10.100000381469727
2019-07-05,10.100000381469727
2019-07-08,10.100000381469727
2019-07-09,10.100000381469727
2019-07-10,10.109999656677246
2019-07-11,10.109999656677246
2019-07-12,10.119999885559082
2019-07-15,10.119999885559082
2019-07-16,10.109999656677246
2019-07-17,10.149999618530273
2019-07-18,10.149999618530273
2019-07-19,10.119999885559082
2019-07-22,10.119999885559082
2019-07-23,10.119999885559082
2019-07-24,10.109999656677246
2019-07-25,10.119999885559082
2019-07-26,10.119999885559082
2019-07-29,10.149999618530273
2019-07-30,10.149999618530273
2019-07-31,10.140000343322754
2019-08-01,10.140000343322754
2019-08-02,10.140000343322754
2019-08-05,10.140000343322754
2019-08-06,10.140000343322754
2019-08-07,10.140000343322754
2019-08-08,10.140000343322754
2019-08-09,10.140000343322754
2019-08-12,10.140000343322754
2019-08-13,10.140000343322754
2019-08-14,10.140000343322754
2019-08-15,10.119999885559082
2019-08-16,10.149999618530273
2019-08-19,10.149999618530273
2019-08-20,10.149999618530273
2019-08-21,10.149999618530273
2019-08-22,10.149999618530273
2019-08-23,10.149999618530273
2019-08-26,10.199999809265137
2019-08-27,10.15999984741211
2019-08-28,10.15999984741211
2019-08-29,10.15999984741211
2019-08-30,10.1899995803833
2019-09-03,10.1899995803833
2019-09-04,10.1899995803833
2019-09-05,10.1899995803833
2019-09-06,10.1899995803833
2019-09-09,10.1899995803833
2019-09-10,10.1899995803833
2019-09-11,10.1899995803833
2019-09-12,10.1899995803833
2019-09-13,10.1899995803833
2019-09-16,10.1899995803833
2019-09-17,10.1899995803833
2019-09-18,10.1899995803833
2019-09-19,10.1899995803833
2019-09-20,10.1899995803833
2019-09-23,10.1899995803833
2019-09-24,10.1899995803833
2019-09-25,10.229999542236328
2019-09-26,10.229999542236328
2019-09-27,10.239999771118164
2019-09-30,10.25
2019-10-01,10.25
2019-10-02,10.239999771118164
2019-10-03,10.239999771118164
2019-10-04,10.239999771118164
2019-10-07,10.239999771118164
2019-10-08,10.239999771118164
2019-10-09,10.239999771118164
2019-10-10,10.25
2019-10-11,10.229999542236328
2019-10-14,10.229999542236328
2019-10-15,10.229999542236328
2019-10-16,10.229999542236328
2019-10-17,10.229999542236328
2019-10-18,10.229999542236328
2019-10-21,10.229999542236328
2019-10-22,10.270000457763672
2019-10-23,10.279999732971191
2019-10-24,10.270000457763672
2019-10-25,10.260000228881836
2019-10-28,10.270000457763672
2019-10-29,10.289999961853027
2019-10-30,10.289999961853027
2019-10-31,10.279999732971191
2019-11-01,10.279999732971191
2019-11-04,10.289999961853027
2019-11-05,10.279999732971191
2019-11-06,10.279999732971191
2019-11-07,10.279999732971191
2019-11-08,10.300000190734863
2019-11-11,10.300000190734863
