,BOY
2000-01-03,13.436300277709961
2000-01-04,13.532299995422363
2000-01-05,13.244400024414062
2000-01-06,12.956500053405762
2000-01-07,13.14840030670166
2000-01-10,13.14840030670166
2000-01-11,12.956500053405762
2000-01-12,12.47659969329834
2000-01-13,12.47659969329834
2000-01-14,12.284700393676758
2000-01-18,12.284700393676758
2000-01-19,11.996700286865234
2000-01-20,11.996700286865234
2000-01-21,11.996700286865234
2000-01-24,11.900799751281738
2000-01-25,11.900799751281738
2000-01-26,11.900799751281738
2000-01-27,12.47659969329834
2000-01-28,12.956500053405762
2000-01-31,12.572600364685059
2000-02-01,12.86050033569336
2000-02-02,12.572600364685059
2000-02-03,12.47659969329834
2000-02-04,12.668499946594238
2000-02-07,12.668499946594238
2000-02-08,12.380599975585938
2000-02-09,12.668499946594238
2000-02-10,12.572600364685059
2000-02-11,12.3326997756958
2000-02-14,15.25979995727539
2000-02-15,14.97189998626709
2000-02-16,14.588000297546387
2000-02-17,14.49209976196289
2000-02-18,14.875900268554688
2000-02-22,14.396100044250488
2000-02-23,14.779999732971191
2000-02-24,14.875900268554688
2000-02-25,15.163900375366211
2000-02-28,14.588000297546387
2000-02-29,14.588000297546387
2000-03-01,14.49209976196289
2000-03-02,14.684000015258789
2000-03-03,14.49209976196289
2000-03-06,14.49209976196289
2000-03-07,14.49209976196289
2000-03-08,14.396100044250488
2000-03-09,14.396100044250488
2000-03-10,14.539999961853027
2000-03-13,14.539999961853027
2000-03-14,14.108200073242188
2000-03-15,14.108200073242188
2000-03-16,14.396100044250488
2000-03-17,14.684000015258789
2000-03-20,14.779999732971191
2000-03-21,14.396100044250488
2000-03-22,14.588000297546387
2000-03-23,14.779999732971191
2000-03-24,14.684000015258789
2000-03-27,14.396100044250488
2000-03-28,14.97189998626709
2000-03-29,14.684000015258789
2000-03-30,14.396100044250488
2000-03-31,14.396100044250488
2000-04-03,14.779999732971191
2000-04-04,14.97189998626709
2000-04-05,14.875900268554688
2000-04-06,14.684000015258789
2000-04-07,14.875900268554688
2000-04-10,14.875900268554688
2000-04-11,15.163900375366211
2000-04-12,15.067899703979492
2000-04-13,15.163900375366211
2000-04-14,14.875900268554688
2000-04-17,14.396100044250488
2000-04-18,14.300100326538086
2000-04-19,14.396100044250488
2000-04-20,14.396100044250488
2000-04-24,14.396100044250488
2000-04-25,14.396100044250488
2000-04-26,14.300100326538086
2000-04-27,14.300100326538086
2000-04-28,14.204099655151367
2000-05-01,14.204099655151367
2000-05-02,14.444100379943848
2000-05-03,14.300100326538086
2000-05-04,14.108200073242188
2000-05-05,14.012200355529785
2000-05-08,13.724300384521484
2000-05-09,13.724300384521484
2000-05-10,13.916199684143066
2000-05-11,13.724300384521484
2000-05-12,13.628299713134766
2000-05-15,13.436300277709961
2000-05-16,13.532299995422363
2000-05-17,13.532299995422363
2000-05-18,14.012200355529785
2000-05-19,13.724300384521484
2000-05-22,13.724300384521484
2000-05-23,13.340399742126465
2000-05-24,13.244400024414062
2000-05-25,13.436300277709961
2000-05-26,13.820199966430664
2000-05-30,14.012200355529785
2000-05-31,14.156100273132324
2000-06-01,14.300100326538086
2000-06-02,14.539999961853027
2000-06-05,14.779999732971191
2000-06-06,15.067899703979492
2000-06-07,14.875900268554688
2000-06-08,14.732000350952148
2000-06-09,14.875900268554688
2000-06-12,14.684000015258789
2000-06-13,14.684000015258789
2000-06-14,14.875900268554688
2000-06-15,15.067899703979492
2000-06-16,15.067899703979492
2000-06-19,15.067899703979492
2000-06-20,14.875900268554688
2000-06-21,14.779999732971191
2000-06-22,14.588000297546387
2000-06-23,14.684000015258789
2000-06-26,14.396100044250488
2000-06-27,14.684000015258789
2000-06-28,14.588000297546387
2000-06-29,14.588000297546387
2000-06-30,14.732000350952148
2000-07-03,14.684000015258789
2000-07-05,14.97189998626709
2000-07-06,14.875900268554688
2000-07-07,14.875900268554688
2000-07-10,15.01990032196045
2000-07-11,14.779999732971191
2000-07-12,14.684000015258789
2000-07-13,14.588000297546387
2000-07-14,14.63599967956543
2000-07-17,14.875900268554688
2000-07-18,14.875900268554688
2000-07-19,14.684000015258789
2000-07-20,14.588000297546387
2000-07-21,14.779999732971191
2000-07-24,14.779999732971191
2000-07-25,14.684000015258789
2000-07-26,15.115900039672852
2000-07-27,15.115900039672852
2000-07-28,14.875900268554688
2000-07-31,14.684000015258789
2000-08-01,14.779999732971191
2000-08-02,14.875900268554688
2000-08-03,15.163900375366211
2000-08-04,15.01990032196045
2000-08-07,14.875900268554688
2000-08-08,15.067899703979492
2000-08-09,15.067899703979492
2000-08-10,15.643699645996094
2000-08-11,15.691699981689453
2000-08-14,15.883700370788574
2000-08-15,16.027599334716797
2000-08-16,16.50749969482422
2000-08-17,16.219600677490234
2000-08-18,16.31559944152832
2000-08-21,16.31559944152832
2000-08-22,16.45949935913086
2000-08-23,16.31559944152832
2000-08-24,16.027599334716797
2000-08-25,15.835700035095215
2000-08-28,16.219600677490234
2000-08-29,16.075599670410156
2000-08-30,16.123600006103516
2000-08-31,16.123600006103516
2000-09-01,16.123600006103516
2000-09-05,16.123600006103516
2000-09-06,16.027599334716797
2000-09-07,16.123600006103516
2000-09-08,16.36359977722168
2000-09-11,16.219600677490234
2000-09-12,16.50749969482422
2000-09-13,16.31559944152832
2000-09-14,16.31559944152832
2000-09-15,16.411500930786133
2000-09-18,16.603500366210938
2000-09-19,16.171600341796875
2000-09-20,16.123600006103516
2000-09-21,16.027599334716797
2000-09-22,15.739700317382812
2000-09-25,16.219600677490234
2000-09-26,16.123600006103516
2000-09-27,16.219600677490234
2000-09-28,16.027599334716797
2000-09-29,16.45949935913086
2000-10-02,16.603500366210938
2000-10-03,16.603500366210938
2000-10-04,16.50749969482422
2000-10-05,16.603500366210938
2000-10-06,16.31559944152832
2000-10-09,16.075599670410156
2000-10-10,16.027599334716797
2000-10-11,15.643699645996094
2000-10-12,15.499799728393555
2000-10-13,14.875900268554688
2000-10-16,15.163900375366211
2000-10-17,15.355799674987793
2000-10-18,15.25979995727539
2000-10-19,15.547800064086914
2000-10-20,15.451800346374512
2000-10-23,15.787699699401855
2000-10-24,16.075599670410156
2000-10-25,16.123600006103516
2000-10-26,15.643699645996094
2000-10-27,14.875900268554688
2000-10-30,14.779999732971191
2000-10-31,14.779999732971191
