,FGM
2012-02-17,30.780000686645508
2012-02-21,30.950000762939453
2012-02-22,30.950000762939453
2012-02-23,30.399999618530273
2012-02-24,30.399999618530273
2012-02-27,30.399999618530273
2012-02-28,31.030000686645508
2012-02-29,30.790000915527344
2012-03-01,31.110000610351562
2012-03-02,30.90999984741211
2012-03-05,30.90999984741211
2012-03-06,30.90999984741211
2012-03-07,30.90999984741211
2012-03-08,30.90999984741211
2012-03-09,30.350000381469727
2012-03-12,30.350000381469727
2012-03-13,30.350000381469727
2012-03-14,30.829999923706055
2012-03-15,30.829999923706055
2012-03-16,31.25
2012-03-19,31.25
2012-03-20,31.25
2012-03-21,31.25
2012-03-22,31.25
2012-03-23,31.34000015258789
2012-03-26,31.34000015258789
2012-03-27,31.34000015258789
2012-03-28,31.34000015258789
2012-03-29,31.34000015258789
2012-03-30,31.34000015258789
2012-04-02,31.34000015258789
2012-04-03,31.34000015258789
2012-04-04,31.34000015258789
2012-04-05,31.34000015258789
2012-04-09,31.270000457763672
2012-04-10,31.270000457763672
2012-04-11,31.270000457763672
2012-04-12,30.899999618530273
2012-04-13,30.899999618530273
2012-04-16,30.899999618530273
2012-04-17,30.3799991607666
2012-04-18,30.350000381469727
2012-04-19,30.350000381469727
2012-04-20,30.350000381469727
2012-04-23,30.350000381469727
2012-04-24,29.75
2012-04-25,29.75
2012-04-26,29.75
2012-04-27,29.75
2012-04-30,29.75
2012-05-01,29.75
2012-05-02,29.75
2012-05-03,29.75
2012-05-04,29.75
2012-05-07,29.75
2012-05-08,29.75
2012-05-09,29.75
2012-05-10,29.75
2012-05-11,29.75
2012-05-14,29.75
2012-05-15,29.75
2012-05-16,29.75
2012-05-17,27.479999542236328
2012-05-18,27.479999542236328
2012-05-21,27.479999542236328
2012-05-22,27.479999542236328
2012-05-23,27.489999771118164
2012-05-24,27.149999618530273
2012-05-25,27.229999542236328
2012-05-29,27.520000457763672
2012-05-30,26.510000228881836
2012-05-31,26.510000228881836
2012-06-01,26.510000228881836
2012-06-04,26.510000228881836
2012-06-05,25.549999237060547
2012-06-06,26.56999969482422
2012-06-07,26.56999969482422
2012-06-08,26.6200008392334
2012-06-11,26.719999313354492
2012-06-12,26.719999313354492
2012-06-13,26.56999969482422
2012-06-14,26.56999969482422
2012-06-15,27.079999923706055
2012-06-18,26.940000534057617
2012-06-19,27.770000457763672
2012-06-20,27.770000457763672
2012-06-21,27.030000686645508
2012-06-22,27.030000686645508
2012-06-25,26.15999984741211
2012-06-26,26.030000686645508
2012-06-27,26.040000915527344
2012-06-28,26.040000915527344
2012-06-29,27.149999618530273
2012-07-02,27.149999618530273
2012-07-03,27.420000076293945
2012-07-05,27.420000076293945
2012-07-06,26.440000534057617
2012-07-09,26.440000534057617
2012-07-10,26.440000534057617
2012-07-11,26.530000686645508
2012-07-12,26.530000686645508
2012-07-13,26.559999465942383
2012-07-16,26.559999465942383
2012-07-17,26.559999465942383
2012-07-18,26.559999465942383
2012-07-19,26.559999465942383
2012-07-20,26.8700008392334
2012-07-23,25.950000762939453
2012-07-24,25.950000762939453
2012-07-25,26.010000228881836
2012-07-26,26.010000228881836
2012-07-27,27.139999389648438
2012-07-30,27.139999389648438
2012-07-31,27.139999389648438
2012-08-01,27.139999389648438
2012-08-02,26.229999542236328
2012-08-03,27.6299991607666
2012-08-06,27.6299991607666
2012-08-07,28.190000534057617
2012-08-08,27.709999084472656
2012-08-09,28.020000457763672
2012-08-10,27.969999313354492
2012-08-13,27.959999084472656
2012-08-14,27.959999084472656
2012-08-15,27.790000915527344
2012-08-16,27.790000915527344
2012-08-17,28.600000381469727
2012-08-20,28.600000381469727
2012-08-21,29.030000686645508
2012-08-22,29.030000686645508
2012-08-23,29.030000686645508
2012-08-24,28.530000686645508
2012-08-27,28.729999542236328
2012-08-28,28.780000686645508
2012-08-29,28.850000381469727
2012-08-30,28.1299991607666
2012-08-31,28.549999237060547
2012-09-04,28.260000228881836
2012-09-05,28.200000762939453
2012-09-06,28.81999969482422
2012-09-07,29.540000915527344
2012-09-10,29.200000762939453
2012-09-11,29.639999389648438
2012-09-12,29.940000534057617
2012-09-13,29.719999313354492
2012-09-14,30.93000030517578
2012-09-17,30.670000076293945
2012-09-18,30.389999389648438
2012-09-19,30.559999465942383
2012-09-20,30.149999618530273
2012-09-21,29.90999984741211
2012-09-24,29.809999465942383
2012-09-25,29.809999465942383
2012-09-26,28.950000762939453
2012-09-27,29.350000381469727
2012-09-28,29.010000228881836
2012-10-01,29.010000228881836
2012-10-02,29.530000686645508
2012-10-03,29.690000534057617
2012-10-04,29.959999084472656
2012-10-05,30.3799991607666
2012-10-08,29.690000534057617
2012-10-09,29.690000534057617
2012-10-10,29.690000534057617
2012-10-11,30.059999465942383
2012-10-12,30.0
2012-10-15,30.020000457763672
2012-10-16,30.350000381469727
2012-10-17,30.780000686645508
2012-10-18,30.760000228881836
2012-10-19,30.34000015258789
2012-10-22,30.600000381469727
2012-10-23,29.940000534057617
2012-10-24,29.90999984741211
2012-10-25,30.06999969482422
2012-10-26,30.06999969482422
2012-10-31,30.06999969482422
2012-11-01,30.06999969482422
2012-11-02,30.75
2012-11-05,30.75
2012-11-06,30.829999923706055
2012-11-07,30.829999923706055
2012-11-08,29.989999771118164
2012-11-09,29.739999771118164
