,CNST
2018-11-29,5.869999885559082
2018-11-30,5.900000095367432
2018-12-03,6.010000228881836
2018-12-04,5.929999828338623
2018-12-06,6.0
2018-12-07,5.989999771118164
2018-12-10,5.800000190734863
2018-12-11,5.730000019073486
2018-12-12,5.869999885559082
2018-12-13,6.070000171661377
2018-12-14,6.079999923706055
2018-12-17,5.900000095367432
2018-12-18,5.900000095367432
2018-12-19,5.269999980926514
2018-12-20,4.989999771118164
2018-12-21,5.699999809265137
2018-12-24,4.699999809265137
2018-12-26,4.619999885559082
2018-12-27,4.519999980926514
2018-12-28,4.550000190734863
2018-12-31,4.010000228881836
2019-01-02,4.380000114440918
2019-01-03,4.599999904632568
2019-01-04,5.309999942779541
2019-01-07,6.070000171661377
2019-01-08,6.829999923706055
2019-01-09,6.889999866485596
2019-01-10,7.079999923706055
2019-01-11,6.980000019073486
2019-01-14,6.639999866485596
2019-01-15,6.03000020980835
2019-01-16,5.889999866485596
2019-01-17,6.199999809265137
2019-01-18,6.320000171661377
2019-01-22,6.349999904632568
2019-01-23,6.210000038146973
2019-01-24,6.650000095367432
2019-01-25,6.690000057220459
2019-01-28,6.400000095367432
2019-01-29,6.5
2019-01-30,6.809999942779541
2019-01-31,7.230000019073486
2019-02-01,7.579999923706055
2019-02-04,8.779999732971191
2019-02-05,9.380000114440918
2019-02-06,9.270000457763672
2019-02-07,9.1899995803833
2019-02-08,9.350000381469727
2019-02-11,9.6899995803833
2019-02-12,10.029999732971191
2019-02-13,11.5
2019-02-14,11.34000015258789
2019-02-15,11.930000305175781
2019-02-19,10.8100004196167
2019-02-20,11.180000305175781
2019-02-21,10.510000228881836
2019-02-22,9.510000228881836
2019-02-25,10.760000228881836
2019-02-26,10.3100004196167
2019-02-27,10.119999885559082
2019-02-28,10.100000381469727
2019-03-01,10.420000076293945
2019-03-04,9.979999542236328
2019-03-05,9.300000190734863
2019-03-06,8.550000190734863
2019-03-07,8.760000228881836
2019-03-08,10.25
2019-03-11,8.90999984741211
2019-03-12,9.4399995803833
2019-03-13,9.020000457763672
2019-03-14,9.890000343322754
2019-03-15,10.0
2019-03-18,10.0
2019-03-19,11.399999618530273
2019-03-20,11.300000190734863
2019-03-21,11.489999771118164
2019-03-22,11.25
2019-03-25,11.859999656677246
2019-03-26,12.029999732971191
2019-03-27,12.5
2019-03-28,13.449999809265137
2019-03-29,13.550000190734863
2019-04-01,13.640000343322754
2019-04-02,13.199999809265137
2019-04-03,13.079999923706055
2019-04-04,13.0
2019-04-05,13.1899995803833
2019-04-08,13.0
2019-04-09,12.670000076293945
2019-04-10,12.600000381469727
2019-04-11,12.130000114440918
2019-04-12,12.100000381469727
2019-04-15,12.319999694824219
2019-04-16,12.5
2019-04-17,11.899999618530273
2019-04-18,11.899999618530273
2019-04-22,12.3100004196167
2019-04-23,12.4399995803833
2019-04-24,12.270000457763672
2019-04-25,12.100000381469727
2019-04-26,11.949999809265137
2019-04-29,13.0
2019-04-30,13.149999618530273
2019-05-01,12.720000267028809
2019-05-02,12.850000381469727
2019-05-03,13.300000190734863
2019-05-06,13.0
2019-05-07,12.949999809265137
2019-05-08,12.5
2019-05-09,12.239999771118164
2019-05-10,11.890000343322754
2019-05-13,10.869999885559082
2019-05-14,11.069999694824219
2019-05-15,11.210000038146973
2019-05-16,11.0600004196167
2019-05-17,10.630000114440918
2019-05-20,9.020000457763672
2019-05-21,9.770000457763672
2019-05-22,10.539999961853027
2019-05-23,10.529999732971191
2019-05-24,10.539999961853027
2019-05-28,10.0
2019-05-29,9.470000267028809
2019-05-30,8.5
2019-05-31,8.619999885559082
2019-06-03,9.239999771118164
2019-06-04,8.890000343322754
2019-06-05,8.979999542236328
2019-06-06,9.119999885559082
2019-06-07,9.319999694824219
2019-06-10,9.819999694824219
2019-06-11,10.170000076293945
2019-06-12,9.579999923706055
2019-06-13,9.319999694824219
2019-06-14,9.010000228881836
2019-06-17,9.609999656677246
2019-06-18,9.979999542236328
2019-06-19,10.260000228881836
2019-06-20,9.949999809265137
2019-06-21,10.199999809265137
2019-06-24,9.25
2019-06-25,9.039999961853027
2019-06-26,9.470000267028809
2019-06-27,10.09000015258789
2019-06-28,12.279999732971191
2019-07-01,10.710000038146973
2019-07-02,10.170000076293945
2019-07-03,10.069999694824219
2019-07-05,10.050000190734863
2019-07-08,9.729999542236328
2019-07-09,9.899999618530273
2019-07-10,9.90999984741211
2019-07-11,9.850000381469727
2019-07-12,9.829999923706055
2019-07-15,9.829999923706055
2019-07-16,10.0
2019-07-17,9.699999809265137
2019-07-18,10.039999961853027
2019-07-19,9.6899995803833
2019-07-22,9.880000114440918
2019-07-23,9.470000267028809
2019-07-24,9.619999885559082
2019-07-25,9.59000015258789
2019-07-26,9.920000076293945
2019-07-29,9.579999923706055
2019-07-30,9.649999618530273
2019-07-31,9.25
2019-08-01,9.069999694824219
2019-08-02,8.680000305175781
2019-08-05,7.820000171661377
2019-08-06,8.180000305175781
2019-08-07,8.300000190734863
2019-08-08,8.199999809265137
2019-08-09,8.520000457763672
2019-08-12,7.789999961853027
2019-08-13,7.849999904632568
2019-08-14,7.269999980926514
2019-08-15,7.039999961853027
2019-08-16,7.940000057220459
2019-08-19,7.96999979019165
2019-08-20,7.690000057220459
2019-08-21,7.960000038146973
2019-08-22,7.550000190734863
2019-08-23,6.679999828338623
2019-08-26,7.550000190734863
2019-08-27,7.519999980926514
2019-08-28,7.550000190734863
2019-08-29,7.559999942779541
2019-08-30,7.25
2019-09-03,7.110000133514404
2019-09-04,7.389999866485596
2019-09-05,7.210000038146973
2019-09-06,7.420000076293945
2019-09-09,7.590000152587891
2019-09-10,7.650000095367432
2019-09-11,8.069999694824219
2019-09-12,7.929999828338623
2019-09-13,7.940000057220459
2019-09-16,7.960000038146973
2019-09-17,7.849999904632568
2019-09-18,7.590000152587891
2019-09-19,7.429999828338623
2019-09-20,7.28000020980835
2019-09-23,6.849999904632568
2019-09-24,6.550000190734863
2019-09-25,6.800000190734863
2019-09-26,6.579999923706055
2019-09-27,6.429999828338623
2019-09-30,6.460000038146973
2019-10-01,7.590000152587891
2019-10-02,7.559999942779541
2019-10-03,8.1899995803833
2019-10-04,8.289999961853027
2019-10-07,8.100000381469727
2019-10-08,7.78000020980835
2019-10-09,7.820000171661377
2019-10-10,8.100000381469727
2019-10-11,8.710000038146973
2019-10-14,9.579999923706055
2019-10-15,11.779999732971191
2019-10-16,12.449999809265137
2019-10-17,12.470000267028809
2019-10-18,12.729999542236328
2019-10-21,14.800000190734863
2019-10-22,15.010000228881836
2019-10-23,14.229999542236328
2019-10-24,14.170000076293945
2019-10-25,13.920000076293945
2019-10-28,13.460000038146973
2019-10-29,13.5600004196167
2019-10-30,13.630000114440918
2019-10-31,13.8100004196167
2019-11-01,14.130000114440918
2019-11-04,14.130000114440918
2019-11-05,14.770000457763672
2019-11-06,28.100000381469727
2019-11-07,31.81999969482422
2019-11-08,30.90999984741211
2019-11-11,34.380001068115234
2019-11-12,32.34000015258789
2019-11-13,34.029998779296875
2019-11-14,37.91999816894531
2019-11-15,38.47999954223633
2019-11-18,39.15999984741211
2019-11-19,40.0099983215332
2019-11-20,40.95000076293945
2019-11-21,40.40999984741211
2019-11-22,39.72999954223633
2019-11-25,39.849998474121094
2019-11-26,40.0
2019-11-27,42.720001220703125
2019-11-29,46.560001373291016
2019-12-02,44.849998474121094
2019-12-03,43.939998626708984
2019-12-04,46.0
2019-12-05,42.650001525878906
2019-12-06,43.70000076293945
2019-12-09,36.13999938964844
2019-12-10,35.5099983215332
2019-12-11,36.09000015258789
2019-12-12,39.08000183105469
2019-12-13,39.380001068115234
2019-12-16,45.09000015258789
2019-12-17,47.18000030517578
2019-12-18,43.18000030517578
2019-12-19,41.7400016784668
2019-12-20,43.779998779296875
2019-12-23,45.619998931884766
2019-12-24,45.90999984741211
2019-12-26,49.29999923706055
2019-12-27,46.79999923706055
2019-12-30,46.560001373291016
2019-12-31,47.11000061035156
2020-01-02,45.560001373291016
2020-01-03,45.380001068115234
2020-01-06,41.650001525878906
2020-01-07,40.810001373291016
2020-01-08,41.689998626708984
2020-01-09,38.79999923706055
2020-01-10,37.66999816894531
2020-01-13,38.099998474121094
2020-01-14,37.400001525878906
2020-01-15,38.29999923706055
2020-01-16,37.650001525878906
2020-01-17,41.0
2020-01-21,39.380001068115234
2020-01-22,37.31999969482422
2020-01-23,36.41999816894531
2020-01-24,36.61000061035156
2020-01-27,37.22999954223633
2020-01-28,35.310001373291016
2020-01-29,35.040000915527344
2020-01-30,33.150001525878906
2020-01-31,33.040000915527344
2020-02-03,33.38999938964844
2020-02-04,34.7599983215332
2020-02-05,33.90999984741211
2020-02-06,33.720001220703125
2020-02-07,34.93000030517578
2020-02-10,34.29999923706055
2020-02-11,34.81999969482422
2020-02-12,34.77000045776367
2020-02-13,36.45000076293945
2020-02-14,36.060001373291016
2020-02-18,37.70000076293945
2020-02-19,37.279998779296875
2020-02-20,37.68000030517578
2020-02-21,37.599998474121094
2020-02-24,37.349998474121094
2020-02-25,37.08000183105469
2020-02-26,35.150001525878906
2020-02-27,34.7599983215332
2020-02-28,35.34000015258789
2020-03-02,36.70000076293945
2020-03-03,36.689998626708984
2020-03-04,37.599998474121094
2020-03-05,35.790000915527344
2020-03-06,35.0
2020-03-09,31.360000610351562
2020-03-10,32.40999984741211
2020-03-11,32.56999969482422
2020-03-12,31.0
2020-03-13,29.6299991607666
2020-03-16,23.81999969482422
2020-03-17,22.059999465942383
2020-03-18,19.68000030517578
2020-03-19,22.719999313354492
2020-03-20,25.899999618530273
2020-03-23,28.950000762939453
2020-03-24,31.06999969482422
2020-03-25,30.219999313354492
2020-03-26,32.880001068115234
2020-03-27,32.689998626708984
2020-03-30,30.809999465942383
2020-03-31,31.43000030517578
2020-04-01,28.8700008392334
2020-04-02,30.0
2020-04-03,30.290000915527344
2020-04-06,31.260000228881836
2020-04-07,30.0
2020-04-08,32.400001525878906
2020-04-09,34.15999984741211
2020-04-13,34.65999984741211
2020-04-14,34.88999938964844
2020-04-15,34.060001373291016
2020-04-16,33.380001068115234
2020-04-17,34.880001068115234
2020-04-20,37.29999923706055
2020-04-21,34.400001525878906
2020-04-22,34.630001068115234
2020-04-23,34.369998931884766
2020-04-24,37.29999923706055
2020-04-27,38.880001068115234
2020-04-28,37.7400016784668
2020-04-29,37.66999816894531
2020-04-30,35.97999954223633
2020-05-01,35.75
2020-05-04,38.040000915527344
2020-05-05,39.970001220703125
2020-05-06,44.900001525878906
2020-05-07,48.59000015258789
2020-05-08,49.220001220703125
2020-05-11,49.439998626708984
2020-05-12,49.790000915527344
2020-05-13,45.84000015258789
2020-05-14,43.380001068115234
2020-05-15,43.599998474121094
2020-05-18,39.0099983215332
2020-05-19,37.25
2020-05-20,36.9900016784668
2020-05-21,35.970001220703125
2020-05-22,37.150001525878906
2020-05-26,34.68000030517578
2020-05-27,33.470001220703125
2020-05-28,33.599998474121094
2020-05-29,35.529998779296875
2020-06-01,36.040000915527344
2020-06-02,37.959999084472656
2020-06-03,37.869998931884766
2020-06-04,37.52000045776367
2020-06-05,37.38999938964844
2020-06-08,36.83000183105469
2020-06-09,35.5
2020-06-10,34.79999923706055
2020-06-11,34.119998931884766
2020-06-12,34.5
2020-06-15,37.720001220703125
2020-06-16,36.0099983215332
2020-06-17,32.029998779296875
2020-06-18,31.350000381469727
2020-06-19,29.829999923706055
2020-06-22,31.790000915527344
2020-06-23,30.43000030517578
2020-06-24,30.110000610351562
2020-06-25,30.360000610351562
2020-06-26,29.100000381469727
2020-06-29,28.6299991607666
2020-06-30,30.049999237060547
2020-07-01,28.829999923706055
2020-07-02,28.979999542236328
2020-07-06,28.90999984741211
2020-07-07,30.200000762939453
2020-07-08,30.729999542236328
2020-07-09,29.1299991607666
2020-07-10,29.530000686645508
2020-07-13,28.34000015258789
2020-07-14,28.559999465942383
2020-07-15,28.110000610351562
2020-07-16,28.5
2020-07-17,29.100000381469727
2020-07-20,29.219999313354492
2020-07-21,28.420000076293945
2020-07-22,28.350000381469727
2020-07-23,28.239999771118164
2020-07-24,27.969999313354492
2020-07-27,26.959999084472656
2020-07-28,25.75
2020-07-29,25.510000228881836
2020-07-30,26.719999313354492
2020-07-31,26.889999389648438
2020-08-03,28.350000381469727
2020-08-04,27.889999389648438
2020-08-05,25.829999923706055
2020-08-06,24.850000381469727
2020-08-07,25.68000030517578
2020-08-10,24.90999984741211
2020-08-11,23.56999969482422
2020-08-12,23.5
2020-08-13,23.700000762939453
2020-08-14,23.0
2020-08-17,24.940000534057617
2020-08-18,23.5
2020-08-19,24.049999237060547
2020-08-20,23.799999237060547
2020-08-21,23.579999923706055
2020-08-24,22.25
2020-08-25,21.0
2020-08-26,20.149999618530273
2020-08-27,20.799999237060547
2020-08-28,21.899999618530273
2020-08-31,21.049999237060547
2020-09-01,20.809999465942383
2020-09-02,21.18000030517578
2020-09-03,21.360000610351562
2020-09-04,21.270000457763672
2020-09-08,20.270000457763672
2020-09-09,20.860000610351562
2020-09-10,21.739999771118164
2020-09-11,21.860000610351562
2020-09-14,23.709999084472656
2020-09-15,23.510000228881836
2020-09-16,23.790000915527344
2020-09-17,23.239999771118164
2020-09-18,22.040000915527344
2020-09-21,20.729999542236328
2020-09-22,19.989999771118164
2020-09-23,17.6200008392334
2020-09-24,18.06999969482422
2020-09-25,19.450000762939453
2020-09-28,19.709999084472656
2020-09-29,19.850000381469727
2020-09-30,20.260000228881836
2020-10-01,22.860000610351562
2020-10-02,21.760000228881836
2020-10-05,23.520000457763672
2020-10-06,21.709999084472656
2020-10-07,22.84000015258789
2020-10-08,22.75
2020-10-09,22.8700008392334
2020-10-12,24.09000015258789
2020-10-13,23.81999969482422
2020-10-14,22.350000381469727
2020-10-15,22.290000915527344
2020-10-16,23.1200008392334
2020-10-19,22.709999084472656
2020-10-20,22.81999969482422
2020-10-21,23.0
2020-10-22,23.790000915527344
2020-10-23,24.200000762939453
2020-10-26,22.81999969482422
2020-10-27,22.799999237060547
2020-10-28,23.3700008392334
2020-10-29,18.709999084472656
2020-10-30,19.6200008392334
2020-11-02,19.700000762939453
2020-11-03,20.450000762939453
2020-11-04,21.34000015258789
2020-11-05,20.950000762939453
2020-11-06,21.489999771118164
2020-11-09,22.84000015258789
2020-11-10,22.43000030517578
2020-11-11,22.209999084472656
2020-11-12,20.940000534057617
2020-11-13,21.0
2020-11-16,21.649999618530273
2020-11-17,21.020000457763672
2020-11-18,22.6200008392334
2020-11-19,22.90999984741211
2020-11-20,23.700000762939453
2020-11-23,24.049999237060547
2020-11-24,25.010000228881836
2020-11-25,25.450000762939453
2020-11-27,25.790000915527344
2020-11-30,25.34000015258789
2020-12-01,23.440000534057617
2020-12-02,22.93000030517578
2020-12-03,22.530000686645508
2020-12-04,22.639999389648438
2020-12-07,30.360000610351562
2020-12-08,29.920000076293945
2020-12-09,28.280000686645508
2020-12-10,29.270000457763672
2020-12-11,29.489999771118164
2020-12-14,31.6200008392334
2020-12-15,32.619998931884766
2020-12-16,33.099998474121094
2020-12-17,33.470001220703125
2020-12-18,34.04999923706055
2020-12-21,35.290000915527344
2020-12-22,34.470001220703125
2020-12-23,33.959999084472656
2020-12-24,33.470001220703125
2020-12-28,32.34000015258789
2020-12-29,30.06999969482422
2020-12-30,30.200000762939453
2020-12-31,28.799999237060547
2021-01-04,27.760000228881836
2021-01-05,27.5
2021-01-06,27.579999923706055
2021-01-07,29.030000686645508
2021-01-08,27.68000030517578
2021-01-11,27.479999542236328
2021-01-12,28.65999984741211
2021-01-13,29.190000534057617
2021-01-14,29.670000076293945
2021-01-15,32.18000030517578
2021-01-19,36.5
2021-01-20,36.59000015258789
2021-01-21,34.5
2021-01-22,34.06999969482422
2021-01-25,35.619998931884766
2021-01-26,35.11000061035156
2021-01-27,34.880001068115234
2021-01-28,33.900001525878906
2021-01-29,32.970001220703125
2021-02-01,31.8700008392334
2021-02-02,31.280000686645508
2021-02-03,31.399999618530273
2021-02-04,33.459999084472656
2021-02-05,33.470001220703125
2021-02-08,35.40999984741211
2021-02-09,35.47999954223633
2021-02-10,34.900001525878906
2021-02-11,34.77000045776367
2021-02-12,34.529998779296875
2021-02-16,35.5
2021-02-17,37.0
2021-02-18,36.5
2021-02-19,36.84000015258789
2021-02-22,36.779998779296875
2021-02-23,36.310001373291016
2021-02-24,27.219999313354492
2021-02-25,26.709999084472656
2021-02-26,25.200000762939453
2021-03-01,26.799999237060547
2021-03-02,24.979999542236328
2021-03-03,25.15999984741211
2021-03-04,25.940000534057617
2021-03-05,26.309999465942383
2021-03-08,26.209999084472656
2021-03-09,27.260000228881836
2021-03-10,28.6299991607666
2021-03-11,30.350000381469727
2021-03-12,30.030000686645508
2021-03-15,30.649999618530273
2021-03-16,29.1200008392334
2021-03-17,29.610000610351562
2021-03-18,27.239999771118164
2021-03-19,28.020000457763672
2021-03-22,27.56999969482422
2021-03-23,25.719999313354492
2021-03-24,23.420000076293945
2021-03-25,24.979999542236328
2021-03-26,24.200000762939453
2021-03-29,23.43000030517578
2021-03-30,23.389999389648438
2021-03-31,23.389999389648438
2021-04-01,23.209999084472656
2021-04-05,24.40999984741211
2021-04-06,23.6299991607666
2021-04-07,22.979999542236328
2021-04-08,22.809999465942383
2021-04-09,22.5
2021-04-12,21.84000015258789
2021-04-13,21.889999389648438
2021-04-14,23.079999923706055
2021-04-15,23.290000915527344
2021-04-16,22.290000915527344
2021-04-19,21.540000915527344
2021-04-20,21.600000381469727
2021-04-21,22.1200008392334
2021-04-22,22.520000457763672
2021-04-23,22.100000381469727
2021-04-26,22.5
2021-04-27,22.139999389648438
2021-04-28,21.959999084472656
2021-04-29,21.280000686645508
2021-04-30,21.6200008392334
2021-05-03,20.860000610351562
2021-05-04,20.56999969482422
2021-05-05,20.8799991607666
2021-05-06,21.040000915527344
2021-05-07,20.799999237060547
2021-05-10,19.760000228881836
2021-05-11,20.5
2021-05-12,20.100000381469727
2021-05-13,19.200000762939453
2021-05-14,20.309999465942383
