,CALM
2005-03-24,4.005000114440918
2005-03-28,3.7200000286102295
2005-03-29,3.8350000381469727
2005-03-30,3.930000066757202
2005-03-31,3.930000066757202
2005-04-01,3.984999895095825
2005-04-04,4.025000095367432
2005-04-05,3.9600000381469727
2005-04-06,3.940000057220459
2005-04-07,3.9649999141693115
2005-04-08,4.105000019073486
2005-04-11,4.034999847412109
2005-04-12,3.984999895095825
2005-04-13,3.9149999618530273
2005-04-14,3.799999952316284
2005-04-15,3.569999933242798
2005-04-18,3.549999952316284
2005-04-19,3.505000114440918
2005-04-20,3.5250000953674316
2005-04-21,3.5299999713897705
2005-04-22,3.5250000953674316
2005-04-25,3.4749999046325684
2005-04-26,3.4800000190734863
2005-04-27,3.4749999046325684
2005-04-28,3.4100000858306885
2005-04-29,3.434999942779541
2005-05-02,3.3949999809265137
2005-05-03,3.375
2005-05-04,3.375
2005-05-05,3.359999895095825
2005-05-06,3.359999895095825
2005-05-09,3.4049999713897705
2005-05-10,3.3450000286102295
2005-05-11,3.25
2005-05-12,3.0999999046325684
2005-05-13,3.2249999046325684
2005-05-16,3.119999885559082
2005-05-17,3.140000104904175
2005-05-18,3.1700000762939453
2005-05-19,3.0899999141693115
2005-05-20,3.0250000953674316
2005-05-23,2.9749999046325684
2005-05-24,2.875
2005-05-25,3.009999990463257
2005-05-26,3.299999952316284
2005-05-27,3.380000114440918
2005-05-31,3.244999885559082
2005-06-01,3.1500000953674316
2005-06-02,3.109999895095825
2005-06-03,3.0
2005-06-06,2.805000066757202
2005-06-07,2.890000104904175
2005-06-08,2.859999895095825
2005-06-09,2.825000047683716
2005-06-10,2.8499999046325684
2005-06-13,2.819999933242798
2005-06-14,2.819999933242798
2005-06-15,2.875
2005-06-16,2.9149999618530273
2005-06-17,3.1649999618530273
2005-06-20,3.015000104904175
2005-06-21,3.0299999713897705
2005-06-22,3.015000104904175
2005-06-23,2.930000066757202
2005-06-24,2.9749999046325684
2005-06-27,2.9100000858306885
2005-06-28,2.9649999141693115
2005-06-29,2.9749999046325684
2005-06-30,3.0250000953674316
2005-07-01,2.994999885559082
2005-07-05,2.984999895095825
2005-07-06,2.930000066757202
2005-07-07,2.924999952316284
2005-07-08,2.9649999141693115
2005-07-11,3.0399999618530273
2005-07-12,2.990000009536743
2005-07-13,3.005000114440918
2005-07-14,3.119999885559082
2005-07-15,3.0799999237060547
2005-07-18,3.059999942779541
2005-07-19,3.190000057220459
2005-07-20,3.1500000953674316
2005-07-21,3.0950000286102295
2005-07-22,3.0399999618530273
2005-07-25,3.049999952316284
2005-07-26,3.0850000381469727
2005-07-27,3.015000104904175
2005-07-28,3.1700000762939453
2005-07-29,3.1649999618530273
2005-08-01,3.2200000286102295
2005-08-02,3.305000066757202
2005-08-03,3.1700000762939453
2005-08-04,3.140000104904175
2005-08-05,3.015000104904175
2005-08-08,3.049999952316284
2005-08-09,3.125
2005-08-10,3.0950000286102295
2005-08-11,3.0299999713897705
2005-08-12,3.015000104904175
2005-08-15,3.0
2005-08-16,2.9600000381469727
2005-08-17,2.9649999141693115
2005-08-18,2.990000009536743
2005-08-19,3.0250000953674316
2005-08-22,3.0899999141693115
2005-08-23,3.180000066757202
2005-08-24,3.200000047683716
2005-08-25,3.25
2005-08-26,3.3550000190734863
2005-08-29,3.4549999237060547
2005-08-30,3.450000047683716
2005-08-31,3.430000066757202
2005-09-01,3.380000114440918
2005-09-02,3.3949999809265137
2005-09-06,3.259999990463257
2005-09-07,3.2300000190734863
2005-09-08,3.2249999046325684
2005-09-09,3.369999885559082
2005-09-12,3.444999933242798
2005-09-13,3.4149999618530273
2005-09-14,3.390000104904175
2005-09-15,3.3550000190734863
2005-09-16,3.4000000953674316
2005-09-19,3.299999952316284
2005-09-20,3.4000000953674316
2005-09-21,3.3299999237060547
2005-09-22,3.3399999141693115
2005-09-23,3.424999952316284
2005-09-26,3.2300000190734863
2005-09-27,3.1700000762939453
2005-09-28,3.174999952316284
2005-09-29,3.190000057220459
2005-09-30,3.1500000953674316
2005-10-03,3.2950000762939453
2005-10-04,3.2049999237060547
2005-10-05,3.25
2005-10-06,3.125
2005-10-07,3.25
2005-10-10,3.2799999713897705
2005-10-11,3.305000066757202
2005-10-12,3.325000047683716
2005-10-13,3.240000009536743
2005-10-14,3.319999933242798
2005-10-17,3.315000057220459
2005-10-18,3.2899999618530273
2005-10-19,3.190000057220459
2005-10-20,3.180000066757202
2005-10-21,3.1500000953674316
2005-10-24,3.0999999046325684
2005-10-25,3.0950000286102295
2005-10-26,3.0399999618530273
2005-10-27,3.005000114440918
2005-10-28,3.0199999809265137
2005-10-31,3.055000066757202
2005-11-01,2.990000009536743
2005-11-02,2.934999942779541
2005-11-03,2.930000066757202
2005-11-04,2.984999895095825
2005-11-07,2.9749999046325684
2005-11-08,2.9700000286102295
2005-11-09,2.9000000953674316
2005-11-10,2.9049999713897705
2005-11-11,2.875
2005-11-14,2.9549999237060547
2005-11-15,3.075000047683716
2005-11-16,3.1549999713897705
2005-11-17,3.1700000762939453
2005-11-18,3.1549999713897705
2005-11-21,3.015000104904175
2005-11-22,3.0399999618530273
2005-11-23,3.180000066757202
2005-11-25,3.240000009536743
2005-11-28,3.1449999809265137
2005-11-29,3.130000114440918
2005-11-30,3.130000114440918
2005-12-01,3.1700000762939453
2005-12-02,3.1649999618530273
2005-12-05,3.1549999713897705
2005-12-06,3.240000009536743
2005-12-07,3.2699999809265137
2005-12-08,3.2899999618530273
2005-12-09,3.2799999713897705
2005-12-12,3.390000104904175
2005-12-13,3.365000009536743
2005-12-14,3.2300000190734863
2005-12-15,3.259999990463257
2005-12-16,3.25
2005-12-19,3.194999933242798
2005-12-20,3.265000104904175
2005-12-21,3.265000104904175
2005-12-22,3.2200000286102295
2005-12-23,3.240000009536743
2005-12-27,3.2149999141693115
2005-12-28,3.390000104904175
2005-12-29,3.375
2005-12-30,3.3949999809265137
2006-01-03,3.494999885559082
2006-01-04,3.4649999141693115
2006-01-05,3.450000047683716
2006-01-06,3.375
2006-01-09,3.4000000953674316
2006-01-10,3.444999933242798
2006-01-11,3.4200000762939453
2006-01-12,3.4000000953674316
2006-01-13,3.4200000762939453
2006-01-17,3.4749999046325684
2006-01-18,3.4600000381469727
2006-01-19,3.450000047683716
2006-01-20,3.4549999237060547
2006-01-23,3.4549999237060547
2006-01-24,3.4600000381469727
2006-01-25,3.434999942779541
2006-01-26,3.4100000858306885
2006-01-27,3.384999990463257
2006-01-30,3.390000104904175
2006-01-31,3.450000047683716
2006-02-01,3.4749999046325684
2006-02-02,3.434999942779541
2006-02-03,3.440000057220459
2006-02-06,3.4000000953674316
2006-02-07,3.3299999237060547
2006-02-08,3.325000047683716
2006-02-09,3.305000066757202
2006-02-10,3.2850000858306885
2006-02-13,3.234999895095825
2006-02-14,3.200000047683716
2006-02-15,3.1649999618530273
2006-02-16,3.1549999713897705
2006-02-17,3.1500000953674316
2006-02-21,3.075000047683716
2006-02-22,3.059999942779541
2006-02-23,3.0850000381469727
2006-02-24,3.1600000858306885
2006-02-27,3.2149999141693115
2006-02-28,3.200000047683716
2006-03-01,3.174999952316284
2006-03-02,3.0999999046325684
2006-03-03,3.0999999046325684
2006-03-06,3.1050000190734863
2006-03-07,3.0950000286102295
2006-03-08,3.0950000286102295
2006-03-09,3.075000047683716
2006-03-10,3.055000066757202
2006-03-13,3.0350000858306885
2006-03-14,3.0999999046325684
2006-03-15,3.0899999141693115
2006-03-16,3.059999942779541
2006-03-17,3.0999999046325684
2006-03-20,3.1649999618530273
2006-03-21,3.2149999141693115
2006-03-22,3.2200000286102295
2006-03-23,3.234999895095825
2006-03-24,3.1549999713897705
2006-03-27,3.934999942779541
2006-03-28,3.815000057220459
2006-03-29,3.7899999618530273
2006-03-30,3.75
2006-03-31,3.634999990463257
2006-04-03,3.684999942779541
2006-04-04,3.859999895095825
2006-04-05,3.7850000858306885
2006-04-06,3.740000009536743
2006-04-07,3.7149999141693115
2006-04-10,3.4749999046325684
2006-04-11,3.4600000381469727
2006-04-12,3.4800000190734863
2006-04-13,3.494999885559082
2006-04-17,3.450000047683716
2006-04-18,3.450000047683716
2006-04-19,3.4749999046325684
2006-04-20,3.4700000286102295
2006-04-21,3.5
2006-04-24,3.5950000286102295
2006-04-25,3.5350000858306885
2006-04-26,3.7249999046325684
2006-04-27,3.674999952316284
2006-04-28,3.6700000762939453
2006-05-01,3.619999885559082
2006-05-02,3.615000009536743
2006-05-03,3.609999895095825
2006-05-04,3.5850000381469727
2006-05-05,3.609999895095825
2006-05-08,3.6050000190734863
2006-05-09,3.6500000953674316
2006-05-10,3.7100000381469727
2006-05-11,3.6449999809265137
2006-05-12,3.5299999713897705
2006-05-15,3.575000047683716
2006-05-16,3.5299999713897705
2006-05-17,3.4800000190734863
2006-05-18,3.5899999141693115
2006-05-19,3.509999990463257
2006-05-22,3.4600000381469727
2006-05-23,3.444999933242798
2006-05-24,3.450000047683716
2006-05-25,3.384999990463257
2006-05-26,3.4149999618530273
2006-05-30,3.444999933242798
2006-05-31,3.5
2006-06-01,3.5
2006-06-02,3.5950000286102295
2006-06-05,3.515000104904175
2006-06-06,3.440000057220459
2006-06-07,3.5250000953674316
2006-06-08,3.434999942779541
2006-06-09,3.4600000381469727
2006-06-12,3.490000009536743
2006-06-13,3.424999952316284
2006-06-14,3.4100000858306885
2006-06-15,3.484999895095825
2006-06-16,3.5
2006-06-19,3.440000057220459
2006-06-20,3.4549999237060547
2006-06-21,3.424999952316284
2006-06-22,3.440000057220459
2006-06-23,3.424999952316284
2006-06-26,3.3399999141693115
2006-06-27,3.384999990463257
2006-06-28,3.359999895095825
2006-06-29,3.4100000858306885
2006-06-30,3.434999942779541
2006-07-03,3.450000047683716
2006-07-05,3.484999895095825
2006-07-06,3.5
2006-07-07,3.505000114440918
2006-07-10,3.5
2006-07-11,3.5850000381469727
2006-07-12,3.6549999713897705
2006-07-13,3.625
2006-07-14,3.6050000190734863
2006-07-17,3.565000057220459
2006-07-18,3.565000057220459
2006-07-19,3.6600000858306885
2006-07-20,3.694999933242798
2006-07-21,3.700000047683716
2006-07-24,3.634999990463257
2006-07-25,3.630000114440918
2006-07-26,3.5999999046325684
2006-07-27,3.5799999237060547
2006-07-28,3.4749999046325684
2006-07-31,3.3949999809265137
2006-08-01,3.3949999809265137
2006-08-02,3.4100000858306885
2006-08-03,3.325000047683716
2006-08-04,3.390000104904175
2006-08-07,3.309999942779541
2006-08-08,3.305000066757202
2006-08-09,3.3299999237060547
2006-08-10,3.319999933242798
2006-08-11,3.3299999237060547
2006-08-14,3.3550000190734863
2006-08-15,3.305000066757202
2006-08-16,3.3499999046325684
2006-08-17,3.4549999237060547
2006-08-18,3.384999990463257
2006-08-21,3.444999933242798
2006-08-22,3.4700000286102295
2006-08-23,3.4749999046325684
2006-08-24,3.4649999141693115
2006-08-25,3.5
2006-08-28,3.5350000858306885
2006-08-29,3.5350000858306885
2006-08-30,3.5450000762939453
2006-08-31,3.555000066757202
2006-09-01,3.5450000762939453
2006-09-05,3.4549999237060547
2006-09-06,3.515000104904175
2006-09-07,3.4549999237060547
2006-09-08,3.4000000953674316
2006-09-11,3.3949999809265137
2006-09-12,3.430000066757202
2006-09-13,3.4049999713897705
2006-09-14,3.444999933242798
2006-09-15,3.424999952316284
2006-09-18,3.434999942779541
2006-09-19,3.375
2006-09-20,3.369999885559082
2006-09-21,3.315000057220459
2006-09-22,3.3299999237060547
2006-09-25,3.3350000381469727
2006-09-26,3.319999933242798
2006-09-27,3.309999942779541
2006-09-28,3.315000057220459
2006-09-29,3.315000057220459
2006-10-02,3.2850000858306885
2006-10-03,3.265000104904175
2006-10-04,3.325000047683716
2006-10-05,3.315000057220459
2006-10-06,3.3450000286102295
2006-10-09,3.3299999237060547
2006-10-10,3.2899999618530273
2006-10-11,3.140000104904175
2006-10-12,3.109999895095825
2006-10-13,3.305000066757202
2006-10-16,3.3399999141693115
2006-10-17,3.3350000381469727
2006-10-18,3.4000000953674316
2006-10-19,3.369999885559082
2006-10-20,3.450000047683716
2006-10-23,3.434999942779541
2006-10-24,3.4749999046325684
2006-10-25,3.450000047683716
2006-10-26,3.3399999141693115
2006-10-27,3.3399999141693115
2006-10-30,3.3450000286102295
2006-10-31,3.440000057220459
2006-11-01,3.430000066757202
2006-11-02,3.430000066757202
2006-11-03,3.4749999046325684
2006-11-06,3.555000066757202
2006-11-07,3.6549999713897705
2006-11-08,3.75
2006-11-09,3.8450000286102295
2006-11-10,4.144999980926514
2006-11-13,4.204999923706055
2006-11-14,4.125
2006-11-15,4.03000020980835
2006-11-16,3.8499999046325684
2006-11-17,3.9200000762939453
2006-11-20,3.9749999046325684
2006-11-21,4.0
2006-11-22,3.9700000286102295
2006-11-24,3.9649999141693115
2006-11-27,4.005000114440918
2006-11-28,3.9549999237060547
2006-11-29,4.110000133514404
2006-11-30,4.150000095367432
2006-12-01,3.9800000190734863
2006-12-04,4.090000152587891
2006-12-05,4.005000114440918
2006-12-06,3.9800000190734863
2006-12-07,3.990000009536743
2006-12-08,4.054999828338623
2006-12-11,4.065000057220459
2006-12-12,4.010000228881836
2006-12-13,4.114999771118164
2006-12-14,4.215000152587891
2006-12-15,4.380000114440918
2006-12-18,4.260000228881836
2006-12-19,4.21999979019165
2006-12-20,4.230000019073486
2006-12-21,4.15500020980835
2006-12-22,4.375
2006-12-26,4.400000095367432
2006-12-27,4.364999771118164
2006-12-28,4.320000171661377
2006-12-29,4.289999961853027
2007-01-03,4.235000133514404
2007-01-04,4.489999771118164
2007-01-05,4.449999809265137
2007-01-08,4.414999961853027
2007-01-09,4.454999923706055
2007-01-10,4.514999866485596
2007-01-11,4.519999980926514
2007-01-12,5.025000095367432
2007-01-16,5.429999828338623
2007-01-17,5.574999809265137
2007-01-18,5.420000076293945
2007-01-19,5.505000114440918
2007-01-22,5.675000190734863
2007-01-23,5.650000095367432
2007-01-24,5.755000114440918
2007-01-25,5.764999866485596
2007-01-26,5.690000057220459
2007-01-29,5.65500020980835
2007-01-30,5.809999942779541
2007-01-31,5.690000057220459
2007-02-01,5.684999942779541
2007-02-02,6.099999904632568
2007-02-05,6.304999828338623
2007-02-06,6.400000095367432
2007-02-07,6.425000190734863
2007-02-08,6.510000228881836
2007-02-09,6.635000228881836
2007-02-12,7.034999847412109
2007-02-13,7.034999847412109
2007-02-14,7.059999942779541
2007-02-15,6.994999885559082
2007-02-16,6.824999809265137
2007-02-20,7.110000133514404
2007-02-21,7.105000019073486
2007-02-22,7.144999980926514
2007-02-23,7.0
2007-02-26,6.849999904632568
2007-02-27,6.25
2007-02-28,6.440000057220459
2007-03-01,6.375
2007-03-02,6.025000095367432
2007-03-05,6.119999885559082
2007-03-06,6.125
2007-03-07,6.139999866485596
2007-03-08,6.235000133514404
2007-03-09,6.289999961853027
2007-03-12,6.440000057220459
2007-03-13,6.224999904632568
2007-03-14,6.105000019073486
2007-03-15,6.224999904632568
2007-03-16,6.204999923706055
2007-03-19,6.0
2007-03-20,6.099999904632568
2007-03-21,6.295000076293945
2007-03-22,6.5
2007-03-23,6.5
2007-03-26,6.394999980926514
2007-03-27,6.510000228881836
2007-03-28,6.53000020980835
2007-03-29,6.545000076293945
2007-03-30,6.724999904632568
2007-04-02,6.199999809265137
2007-04-03,6.215000152587891
2007-04-04,6.039999961853027
2007-04-05,5.994999885559082
2007-04-09,6.224999904632568
2007-04-10,6.224999904632568
2007-04-11,6.320000171661377
2007-04-12,6.53000020980835
2007-04-13,6.574999809265137
2007-04-16,6.610000133514404
2007-04-17,6.65500020980835
2007-04-18,6.630000114440918
2007-04-19,6.695000171661377
2007-04-20,6.824999809265137
2007-04-23,6.804999828338623
2007-04-24,6.784999847412109
2007-04-25,6.815000057220459
2007-04-26,6.784999847412109
2007-04-27,6.735000133514404
2007-04-30,6.760000228881836
2007-05-01,6.369999885559082
2007-05-02,6.579999923706055
2007-05-03,6.565000057220459
2007-05-04,6.5
2007-05-07,6.510000228881836
2007-05-08,6.474999904632568
2007-05-09,6.385000228881836
2007-05-10,6.244999885559082
2007-05-11,6.355000019073486
2007-05-14,6.309999942779541
2007-05-15,6.179999828338623
2007-05-16,6.215000152587891
2007-05-17,6.110000133514404
2007-05-18,6.110000133514404
2007-05-21,6.050000190734863
2007-05-22,6.40500020980835
2007-05-23,6.360000133514404
2007-05-24,6.40500020980835
2007-05-25,6.574999809265137
2007-05-29,6.559999942779541
2007-05-30,6.510000228881836
2007-05-31,6.675000190734863
2007-06-01,6.730000019073486
2007-06-04,6.945000171661377
2007-06-05,6.940000057220459
2007-06-06,6.980000019073486
2007-06-07,6.635000228881836
2007-06-08,6.909999847412109
2007-06-11,7.144999980926514
2007-06-12,6.804999828338623
2007-06-13,6.960000038146973
2007-06-14,6.885000228881836
2007-06-15,7.400000095367432
2007-06-18,7.815000057220459
2007-06-19,7.860000133514404
2007-06-20,7.840000152587891
2007-06-21,7.695000171661377
2007-06-22,7.679999828338623
2007-06-25,7.644999980926514
2007-06-26,7.710000038146973
2007-06-27,7.90500020980835
2007-06-28,8.050000190734863
2007-06-29,8.1899995803833
2007-07-02,8.53499984741211
2007-07-03,8.885000228881836
2007-07-05,9.164999961853027
2007-07-06,9.279999732971191
2007-07-09,9.444999694824219
2007-07-10,9.484999656677246
2007-07-11,9.595000267028809
2007-07-12,9.984999656677246
2007-07-13,10.119999885559082
2007-07-16,9.805000305175781
2007-07-17,10.0649995803833
2007-07-18,9.524999618530273
2007-07-19,10.015000343322754
2007-07-20,10.100000381469727
2007-07-23,11.34000015258789
2007-07-24,10.045000076293945
2007-07-25,10.074999809265137
2007-07-26,9.739999771118164
2007-07-27,9.524999618530273
2007-07-30,9.539999961853027
2007-07-31,9.079999923706055
2007-08-01,9.074999809265137
2007-08-02,9.274999618530273
2007-08-03,9.489999771118164
2007-08-06,10.135000228881836
2007-08-07,10.329999923706055
2007-08-08,9.024999618530273
2007-08-09,7.289999961853027
2007-08-10,7.84499979019165
2007-08-13,8.194999694824219
2007-08-14,8.395000457763672
2007-08-15,7.914999961853027
2007-08-16,7.849999904632568
2007-08-17,7.789999961853027
2007-08-20,8.175000190734863
2007-08-21,8.680000305175781
2007-08-22,9.130000114440918
2007-08-23,9.845000267028809
2007-08-24,9.789999961853027
2007-08-27,9.585000038146973
2007-08-28,9.095000267028809
2007-08-29,9.53499984741211
2007-08-30,9.699999809265137
2007-08-31,9.895000457763672
2007-09-04,10.114999771118164
2007-09-05,10.364999771118164
2007-09-06,10.404999732971191
2007-09-07,10.09000015258789
2007-09-10,10.305000305175781
2007-09-11,10.619999885559082
2007-09-12,10.895000457763672
2007-09-13,10.675000190734863
2007-09-14,10.664999961853027
2007-09-17,10.5
2007-09-18,10.899999618530273
2007-09-19,10.335000038146973
2007-09-20,11.140000343322754
2007-09-21,11.484999656677246
2007-09-24,11.75
2007-09-25,12.21500015258789
2007-09-26,11.979999542236328
2007-09-27,12.010000228881836
2007-09-28,12.619999885559082
2007-10-01,12.369999885559082
2007-10-02,13.510000228881836
2007-10-03,12.755000114440918
2007-10-04,13.170000076293945
2007-10-05,13.729999542236328
2007-10-08,14.25
2007-10-09,14.130000114440918
2007-10-10,14.225000381469727
2007-10-11,12.34000015258789
2007-10-12,13.369999885559082
2007-10-15,13.135000228881836
2007-10-16,12.975000381469727
2007-10-17,12.75
2007-10-18,12.854999542236328
2007-10-19,11.739999771118164
2007-10-22,11.699999809265137
2007-10-23,11.994999885559082
2007-10-24,11.770000457763672
2007-10-25,11.739999771118164
2007-10-26,11.979999542236328
2007-10-29,11.890000343322754
2007-10-30,11.984999656677246
2007-10-31,11.970000267028809
2007-11-01,11.430000305175781
2007-11-02,10.960000038146973
2007-11-05,10.725000381469727
2007-11-06,11.204999923706055
2007-11-07,10.829999923706055
2007-11-08,10.9399995803833
2007-11-09,11.345000267028809
2007-11-12,10.609999656677246
2007-11-13,11.369999885559082
2007-11-14,11.484999656677246
2007-11-15,11.640000343322754
2007-11-16,12.21500015258789
2007-11-19,11.795000076293945
2007-11-20,11.824999809265137
2007-11-21,11.654999732971191
2007-11-23,11.949999809265137
2007-11-26,11.614999771118164
2007-11-27,11.914999961853027
2007-11-28,12.319999694824219
2007-11-29,12.21500015258789
2007-11-30,12.3149995803833
2007-12-03,12.0
2007-12-04,12.300000190734863
2007-12-05,12.364999771118164
2007-12-06,13.25
2007-12-07,13.180000305175781
2007-12-10,13.029999732971191
2007-12-11,12.529999732971191
2007-12-12,12.925000190734863
2007-12-13,12.694999694824219
2007-12-14,12.170000076293945
2007-12-17,11.850000381469727
2007-12-18,11.819999694824219
2007-12-19,12.395000457763672
2007-12-20,12.494999885559082
2007-12-21,12.71500015258789
2007-12-24,12.930000305175781
2007-12-26,13.085000038146973
2007-12-27,12.925000190734863
2007-12-28,13.65999984741211
2007-12-31,13.265000343322754
2008-01-02,12.994999885559082
2008-01-03,12.805000305175781
2008-01-04,12.180000305175781
2008-01-07,11.835000038146973
2008-01-08,11.550000190734863
2008-01-09,11.585000038146973
2008-01-10,11.680000305175781
2008-01-11,11.300000190734863
2008-01-14,11.585000038146973
2008-01-15,10.774999618530273
2008-01-16,11.1850004196167
2008-01-17,11.350000381469727
2008-01-18,11.984999656677246
2008-01-22,11.645000457763672
2008-01-23,11.994999885559082
2008-01-24,12.704999923706055
2008-01-25,12.9399995803833
2008-01-28,13.40999984741211
2008-01-29,13.494999885559082
2008-01-30,13.755000114440918
2008-01-31,14.414999961853027
2008-02-01,15.654999732971191
2008-02-04,15.095000267028809
2008-02-05,14.4350004196167
2008-02-06,14.845000267028809
2008-02-07,14.555000305175781
2008-02-08,14.864999771118164
2008-02-11,14.989999771118164
2008-02-12,14.210000038146973
2008-02-13,14.904999732971191
2008-02-14,14.5
2008-02-15,14.460000038146973
2008-02-19,15.125
2008-02-20,16.475000381469727
2008-02-21,16.69499969482422
2008-02-22,16.424999237060547
2008-02-25,17.25
2008-02-26,17.844999313354492
2008-02-27,17.309999465942383
2008-02-28,17.575000762939453
2008-02-29,17.25
2008-03-03,16.34000015258789
2008-03-04,16.170000076293945
2008-03-05,17.795000076293945
2008-03-06,16.645000457763672
2008-03-07,16.56999969482422
2008-03-10,16.209999084472656
2008-03-11,16.75
2008-03-12,17.079999923706055
2008-03-13,17.78499984741211
2008-03-14,17.860000610351562
2008-03-17,17.524999618530273
2008-03-18,18.0049991607666
2008-03-19,17.225000381469727
2008-03-20,17.295000076293945
2008-03-24,18.079999923706055
2008-03-25,19.235000610351562
2008-03-26,19.905000686645508
2008-03-27,17.594999313354492
2008-03-28,18.915000915527344
2008-03-31,16.690000534057617
2008-04-01,15.545000076293945
2008-04-02,15.869999885559082
2008-04-03,16.290000915527344
2008-04-04,16.7549991607666
2008-04-07,15.885000228881836
2008-04-08,15.21500015258789
2008-04-09,14.920000076293945
2008-04-10,14.095000267028809
2008-04-11,13.71500015258789
2008-04-14,14.484999656677246
2008-04-15,15.114999771118164
2008-04-16,15.104999542236328
2008-04-17,14.694999694824219
2008-04-18,14.470000267028809
2008-04-21,14.954999923706055
2008-04-22,15.859999656677246
2008-04-23,16.9950008392334
2008-04-24,17.040000915527344
2008-04-25,16.549999237060547
2008-04-28,15.4399995803833
2008-04-29,14.739999771118164
2008-04-30,14.774999618530273
2008-05-01,15.395000457763672
2008-05-02,15.125
2008-05-05,15.555000305175781
2008-05-06,16.545000076293945
2008-05-07,15.604999542236328
2008-05-08,15.484999656677246
2008-05-09,15.895000457763672
2008-05-12,16.450000762939453
2008-05-13,17.040000915527344
2008-05-14,16.954999923706055
2008-05-15,17.354999542236328
2008-05-16,16.81999969482422
2008-05-19,16.55500030517578
2008-05-20,17.020000457763672
2008-05-21,17.045000076293945
2008-05-22,16.684999465942383
2008-05-23,15.989999771118164
2008-05-27,15.579999923706055
2008-05-28,15.9399995803833
2008-05-29,15.6899995803833
2008-05-30,15.600000381469727
2008-06-02,15.074999809265137
2008-06-03,14.859999656677246
2008-06-04,15.364999771118164
2008-06-05,16.31999969482422
2008-06-06,16.78499984741211
2008-06-09,16.3700008392334
2008-06-10,16.06999969482422
2008-06-11,15.604999542236328
2008-06-12,15.454999923706055
2008-06-13,15.960000038146973
2008-06-16,15.454999923706055
2008-06-17,14.975000381469727
2008-06-18,14.204999923706055
2008-06-19,15.005000114440918
2008-06-20,14.234999656677246
2008-06-23,14.454999923706055
2008-06-24,14.704999923706055
2008-06-25,14.890000343322754
2008-06-26,15.4399995803833
2008-06-27,15.78499984741211
2008-06-30,16.4950008392334
2008-07-01,16.84000015258789
2008-07-02,15.920000076293945
2008-07-03,16.100000381469727
2008-07-07,16.989999771118164
2008-07-08,18.69499969482422
2008-07-09,18.795000076293945
2008-07-10,18.645000457763672
2008-07-11,17.290000915527344
2008-07-14,17.4950008392334
2008-07-15,18.155000686645508
2008-07-16,18.514999389648438
2008-07-17,19.950000762939453
2008-07-18,18.979999542236328
2008-07-21,19.225000381469727
2008-07-22,19.790000915527344
2008-07-23,18.950000762939453
2008-07-24,18.94499969482422
2008-07-25,18.69499969482422
2008-07-28,18.40999984741211
2008-07-29,18.764999389648438
2008-07-30,19.010000228881836
2008-07-31,18.950000762939453
2008-08-01,19.489999771118164
2008-08-04,19.594999313354492
2008-08-05,20.225000381469727
2008-08-06,21.709999084472656
2008-08-07,21.024999618530273
2008-08-08,21.334999084472656
2008-08-11,21.954999923706055
2008-08-12,21.514999389648438
2008-08-13,21.94499969482422
2008-08-14,22.40999984741211
2008-08-15,22.915000915527344
2008-08-18,23.825000762939453
2008-08-19,23.5049991607666
2008-08-20,21.96500015258789
2008-08-21,20.979999542236328
2008-08-22,21.46500015258789
2008-08-25,21.5
2008-08-26,19.6200008392334
2008-08-27,20.139999389648438
2008-08-28,20.200000762939453
2008-08-29,19.7450008392334
2008-09-02,19.274999618530273
2008-09-03,17.53499984741211
2008-09-04,17.25
2008-09-05,17.510000228881836
2008-09-08,17.28499984741211
2008-09-09,15.725000381469727
2008-09-10,15.864999771118164
2008-09-11,15.989999771118164
2008-09-12,17.325000762939453
2008-09-15,16.649999618530273
2008-09-16,17.229999542236328
2008-09-17,18.875
2008-09-18,19.655000686645508
2008-09-19,20.174999237060547
2008-09-22,20.18000030517578
2008-09-23,20.0
2008-09-24,18.954999923706055
2008-09-25,19.46500015258789
2008-09-26,18.954999923706055
2008-09-29,13.180000305175781
2008-09-30,13.720000267028809
2008-10-01,13.710000038146973
2008-10-02,13.079999923706055
2008-10-03,13.875
2008-10-06,13.0
2008-10-07,12.850000381469727
2008-10-08,13.225000381469727
2008-10-09,13.005000114440918
2008-10-10,12.15999984741211
2008-10-13,12.604999542236328
2008-10-14,13.34000015258789
2008-10-15,12.454999923706055
2008-10-16,12.550000190734863
2008-10-17,14.045000076293945
2008-10-20,13.75
2008-10-21,13.654999732971191
2008-10-22,13.255000114440918
2008-10-23,13.085000038146973
2008-10-24,12.765000343322754
2008-10-27,12.135000228881836
2008-10-28,12.039999961853027
2008-10-29,13.755000114440918
2008-10-30,14.295000076293945
2008-10-31,14.694999694824219
2008-11-03,14.545000076293945
2008-11-04,14.510000228881836
2008-11-05,13.9399995803833
2008-11-06,14.180000305175781
2008-11-07,14.175000190734863
2008-11-10,13.78499984741211
2008-11-11,12.130000114440918
2008-11-12,11.635000228881836
2008-11-13,11.795000076293945
2008-11-14,10.774999618530273
2008-11-17,11.369999885559082
2008-11-18,11.550000190734863
2008-11-19,11.095000267028809
2008-11-20,10.824999809265137
2008-11-21,11.260000228881836
2008-11-24,11.645000457763672
2008-11-25,12.100000381469727
2008-11-26,12.579999923706055
2008-11-28,12.604999542236328
2008-12-01,11.654999732971191
2008-12-02,11.664999961853027
2008-12-03,12.050000190734863
2008-12-04,12.28499984741211
2008-12-05,12.640000343322754
