,FGFPP
2018-07-06,25.860000610351562
2018-07-09,25.75
2018-07-10,25.75
2018-07-11,25.72599983215332
2018-07-12,25.75
2018-07-13,25.700000762939453
2018-07-16,25.5
2018-07-17,25.729999542236328
2018-07-18,25.91200065612793
2018-07-19,25.100000381469727
2018-07-20,25.440000534057617
2018-07-23,25.350000381469727
2018-07-24,25.399999618530273
2018-07-25,25.600000381469727
2018-07-26,25.350000381469727
2018-07-27,25.399999618530273
2018-07-30,25.399999618530273
2018-07-31,25.650999069213867
2018-08-01,25.650999069213867
2018-08-02,25.650999069213867
2018-08-03,25.93000030517578
2018-08-06,25.90999984741211
2018-08-07,25.90999984741211
2018-08-08,25.90999984741211
2018-08-09,25.940000534057617
2018-08-10,25.940000534057617
2018-08-13,26.670000076293945
2018-08-14,26.13800048828125
2018-08-15,26.0
2018-08-16,26.09600067138672
2018-08-17,26.149999618530273
2018-08-20,25.799999237060547
2018-08-21,25.81999969482422
2018-08-22,26.0
2018-08-23,25.75
2018-08-24,25.75
2018-08-27,25.979999542236328
2018-08-28,26.09000015258789
2018-08-29,25.93899917602539
2018-08-30,25.440000534057617
2018-08-31,25.5
2018-09-04,25.579999923706055
2018-09-05,25.600000381469727
2018-09-06,25.59000015258789
2018-09-07,25.59000015258789
2018-09-10,25.579999923706055
2018-09-11,25.450000762939453
2018-09-12,25.450000762939453
2018-09-13,25.350000381469727
2018-09-14,25.399999618530273
2018-09-17,25.309999465942383
2018-09-18,25.402999877929688
2018-09-19,25.059999465942383
2018-09-20,25.280000686645508
2018-09-21,25.15999984741211
2018-09-24,25.15999984741211
2018-09-25,25.149999618530273
2018-09-26,25.082000732421875
2018-09-27,25.139999389648438
2018-09-28,25.142000198364258
2018-10-01,25.1299991607666
2018-10-02,25.06999969482422
2018-10-03,25.084999084472656
2018-10-04,25.160999298095703
2018-10-05,25.160999298095703
2018-10-08,25.1200008392334
2018-10-09,24.829999923706055
2018-10-10,24.777000427246094
2018-10-11,24.950000762939453
2018-10-12,24.649999618530273
2018-10-15,24.72800064086914
2018-10-16,24.719999313354492
2018-10-17,25.0
2018-10-18,24.81999969482422
2018-10-19,24.950000762939453
2018-10-22,24.950000762939453
2018-10-23,24.950000762939453
2018-10-24,24.950000762939453
2018-10-25,25.100000381469727
2018-10-26,24.889999389648438
2018-10-29,24.8439998626709
2018-10-30,24.899999618530273
2018-10-31,24.8700008392334
2018-11-01,24.759000778198242
2018-11-02,24.889999389648438
2018-11-05,24.8799991607666
2018-11-06,24.5
2018-11-07,24.510000228881836
2018-11-08,24.826000213623047
2018-11-09,24.5
2018-11-12,24.899999618530273
2018-11-13,25.100000381469727
2018-11-14,25.100000381469727
2018-11-15,25.0
2018-11-16,24.549999237060547
2018-11-19,24.8700008392334
2018-11-20,25.59000015258789
2018-11-21,25.239999771118164
2018-11-23,25.190000534057617
2018-11-26,25.586000442504883
2018-11-27,24.950000762939453
2018-11-28,25.466999053955078
2018-11-29,25.0
2018-11-30,24.55500030517578
2018-12-03,24.534000396728516
2018-12-04,24.200000762939453
2018-12-06,23.559999465942383
2018-12-07,23.996999740600586
2018-12-10,23.75
2018-12-11,24.299999237060547
2018-12-12,24.299999237060547
2018-12-13,22.549999237060547
2018-12-14,23.600000381469727
2018-12-17,23.613000869750977
2018-12-18,23.613000869750977
2018-12-19,21.768999099731445
2018-12-20,19.649999618530273
2018-12-21,16.700000762939453
2018-12-24,17.084999084472656
2018-12-26,17.65999984741211
2018-12-27,17.91900062561035
2018-12-28,18.700000762939453
2018-12-31,19.274999618530273
2019-01-02,19.274999618530273
2019-01-03,19.472000122070312
2019-01-04,19.75
2019-01-07,20.239999771118164
2019-01-08,19.549999237060547
2019-01-09,19.75
2019-01-10,20.1299991607666
2019-01-11,19.239999771118164
2019-01-14,19.940000534057617
2019-01-15,19.940000534057617
2019-01-16,20.579999923706055
2019-01-17,20.700000762939453
2019-01-18,21.93400001525879
2019-01-22,21.989999771118164
2019-01-23,22.0
2019-01-24,22.0
2019-01-25,22.25
2019-01-28,22.0
2019-01-29,22.051000595092773
2019-01-30,22.420000076293945
2019-01-31,22.420000076293945
2019-02-01,22.440000534057617
2019-02-04,21.658000946044922
2019-02-05,21.610000610351562
2019-02-06,21.610000610351562
2019-02-07,22.030000686645508
2019-02-08,23.194000244140625
2019-02-11,23.34000015258789
2019-02-12,23.290000915527344
2019-02-13,23.0
2019-02-14,23.0
2019-02-15,22.649999618530273
2019-02-19,22.649999618530273
2019-02-20,23.85700035095215
2019-02-21,23.349000930786133
2019-02-22,23.479999542236328
2019-02-25,23.479999542236328
2019-02-26,24.700000762939453
2019-02-27,24.299999237060547
2019-02-28,24.086999893188477
2019-03-01,24.200000762939453
2019-03-04,24.489999771118164
2019-03-05,24.29400062561035
2019-03-06,23.479999542236328
2019-03-07,22.989999771118164
2019-03-08,22.899999618530273
2019-03-11,22.899999618530273
2019-03-12,22.600000381469727
2019-03-13,22.600000381469727
2019-03-14,23.25
2019-03-15,23.034000396728516
2019-03-18,23.299999237060547
2019-03-19,23.29800033569336
2019-03-20,23.506000518798828
2019-03-21,23.354000091552734
2019-03-22,23.25
2019-03-25,23.350000381469727
2019-03-26,23.25
2019-03-27,23.25
2019-03-28,23.253999710083008
2019-03-29,23.985000610351562
2019-04-01,24.5
2019-04-02,24.5
2019-04-03,24.5
2019-04-04,24.489999771118164
2019-04-05,24.389999389648438
2019-04-08,25.025999069213867
2019-04-09,24.5
2019-04-10,24.899999618530273
2019-04-11,24.0
2019-04-12,24.549999237060547
2019-04-15,24.950000762939453
2019-04-16,24.790000915527344
2019-04-17,24.790000915527344
2019-04-18,24.76300048828125
2019-04-22,24.96299934387207
2019-04-23,24.920000076293945
2019-04-24,25.049999237060547
2019-04-25,24.950000762939453
2019-04-26,24.899999618530273
2019-04-29,24.910999298095703
2019-04-30,24.75
2019-05-01,24.899999618530273
2019-05-02,24.895000457763672
2019-05-03,25.5
2019-05-06,25.399999618530273
2019-05-07,25.09000015258789
2019-05-08,25.420000076293945
2019-05-09,25.263999938964844
2019-05-10,25.334999084472656
2019-05-13,25.31100082397461
2019-05-14,25.31999969482422
2019-05-15,25.31999969482422
2019-05-16,25.173999786376953
2019-05-17,25.299999237060547
2019-05-20,25.299999237060547
2019-05-21,25.0
2019-05-22,25.450000762939453
2019-05-23,25.25
2019-05-24,25.25
2019-05-28,25.700000762939453
2019-05-29,25.5
2019-05-30,25.25
2019-05-31,25.25
2019-06-03,25.135000228881836
2019-06-04,25.0
2019-06-05,25.75
2019-06-06,24.850000381469727
2019-06-07,25.0
2019-06-10,24.840999603271484
2019-06-11,24.951000213623047
2019-06-12,24.969999313354492
2019-06-13,24.760000228881836
2019-06-14,24.510000228881836
2019-06-17,24.996000289916992
2019-06-18,25.100000381469727
2019-06-19,25.0
2019-06-20,24.719999313354492
2019-06-21,24.770000457763672
2019-06-24,24.791000366210938
2019-06-25,24.75
2019-06-26,24.750999450683594
2019-06-27,24.886999130249023
2019-06-28,24.649999618530273
2019-07-01,24.65999984741211
2019-07-02,24.889999389648438
2019-07-03,24.795000076293945
2019-07-05,24.990999221801758
2019-07-08,25.100000381469727
2019-07-09,25.100000381469727
2019-07-10,25.100000381469727
2019-07-11,25.25
2019-07-12,25.25
2019-07-15,25.125
2019-07-16,25.36199951171875
2019-07-17,25.0
2019-07-18,25.200000762939453
2019-07-19,25.209999084472656
2019-07-22,25.326000213623047
2019-07-23,25.5
2019-07-24,25.305999755859375
2019-07-25,25.302000045776367
2019-07-26,25.5
2019-07-29,25.600000381469727
2019-07-30,25.690000534057617
2019-07-31,25.57900047302246
2019-08-01,25.899999618530273
2019-08-02,25.899999618530273
2019-08-05,25.73900032043457
2019-08-06,25.61199951171875
2019-08-07,25.739999771118164
2019-08-08,25.650999069213867
2019-08-09,25.75
2019-08-12,25.75
2019-08-13,26.610000610351562
2019-08-14,26.610000610351562
2019-08-15,26.610000610351562
2019-08-16,26.610000610351562
2019-08-19,26.0
2019-08-20,25.610000610351562
2019-08-21,25.959999084472656
2019-08-22,25.766000747680664
2019-08-23,25.652999877929688
2019-08-26,25.753999710083008
2019-08-27,26.049999237060547
2019-08-28,25.697999954223633
2019-08-29,25.350000381469727
2019-08-30,25.253000259399414
2019-09-03,25.200000762939453
2019-09-04,25.10700035095215
2019-09-05,25.22599983215332
2019-09-06,25.334999084472656
2019-09-09,25.469999313354492
2019-09-10,25.305999755859375
2019-09-11,25.36400032043457
2019-09-12,25.430999755859375
2019-09-13,25.360000610351562
2019-09-16,25.375999450683594
2019-09-17,25.30299949645996
2019-09-18,25.13599967956543
2019-09-19,25.200000762939453
2019-09-20,25.200000762939453
2019-09-23,25.176000595092773
2019-09-24,25.240999221801758
2019-09-25,25.263999938964844
2019-09-26,25.5
2019-09-27,25.53499984741211
2019-09-30,25.71500015258789
2019-10-01,25.5
2019-10-02,25.301000595092773
2019-10-03,25.90399932861328
2019-10-04,25.90399932861328
2019-10-07,25.590999603271484
2019-10-08,25.85099983215332
2019-10-09,25.628999710083008
2019-10-10,25.96500015258789
2019-10-11,25.733999252319336
2019-10-14,25.680999755859375
2019-10-15,25.680999755859375
2019-10-16,25.680999755859375
2019-10-17,25.680999755859375
2019-10-18,25.680999755859375
2019-10-21,25.82200050354004
2019-10-22,25.399999618530273
2019-10-23,25.399999618530273
2019-10-24,25.114999771118164
2019-10-25,25.420000076293945
2019-10-28,25.440000534057617
2019-10-29,25.350000381469727
2019-10-30,25.399999618530273
2019-10-31,25.134000778198242
2019-11-01,25.58300018310547
2019-11-04,25.209999084472656
2019-11-05,25.399999618530273
2019-11-06,25.381999969482422
2019-11-07,25.534000396728516
2019-11-08,25.57200050354004
2019-11-11,25.334999084472656
2019-11-12,25.334999084472656
2019-11-13,25.334999084472656
2019-11-14,25.566999435424805
2019-11-15,25.697999954223633
2019-11-18,25.804000854492188
2019-11-19,25.886999130249023
2019-11-20,25.920000076293945
2019-11-21,25.82200050354004
2019-11-22,26.0
2019-11-25,26.100000381469727
2019-11-26,26.000999450683594
2019-11-27,25.799999237060547
2019-11-29,25.761999130249023
2019-12-02,26.170000076293945
2019-12-03,25.299999237060547
2019-12-04,25.93000030517578
2019-12-05,25.93000030517578
2019-12-06,26.5
2019-12-09,26.5
2019-12-10,26.5
2019-12-11,26.5
2019-12-12,26.5
2019-12-13,26.5
2019-12-16,26.670000076293945
2019-12-17,26.670000076293945
2019-12-18,26.3799991607666
2019-12-19,26.510000228881836
2019-12-20,26.510000228881836
2019-12-23,26.510000228881836
2019-12-24,26.510000228881836
2019-12-26,28.0939998626709
2019-12-27,26.700000762939453
2019-12-30,26.700000762939453
2019-12-31,27.108999252319336
2020-01-02,26.59000015258789
2020-01-03,26.90999984741211
2020-01-06,26.5
2020-01-07,26.5
2020-01-08,26.5
2020-01-09,26.450000762939453
2020-01-10,26.75
2020-01-13,26.5
2020-01-14,26.5
2020-01-15,27.0
2020-01-16,26.704999923706055
2020-01-17,26.709999084472656
2020-01-21,26.5
2020-01-22,26.687999725341797
2020-01-23,26.687999725341797
2020-01-24,26.687999725341797
2020-01-27,26.687999725341797
2020-01-28,26.687999725341797
2020-01-29,26.510000228881836
2020-01-30,26.700000762939453
2020-01-31,26.700000762939453
2020-02-03,26.700000762939453
2020-02-04,26.700000762939453
2020-02-05,26.783000946044922
2020-02-06,26.799999237060547
2020-02-07,26.934999465942383
2020-02-10,27.04800033569336
2020-02-11,27.04800033569336
2020-02-12,27.290000915527344
2020-02-13,27.323999404907227
2020-02-14,26.929000854492188
2020-02-18,27.232999801635742
2020-02-19,27.323999404907227
2020-02-20,27.469999313354492
2020-02-21,27.469999313354492
2020-02-24,27.326000213623047
2020-02-25,26.729999542236328
2020-02-26,26.299999237060547
2020-02-27,26.229999542236328
2020-02-28,25.549999237060547
2020-03-02,25.549999237060547
2020-03-03,25.899999618530273
2020-03-04,26.0
2020-03-05,26.20199966430664
2020-03-06,26.0
2020-03-09,26.184999465942383
2020-03-10,26.184999465942383
2020-03-11,26.0
2020-03-12,26.0
2020-03-13,25.308000564575195
2020-03-16,24.25
2020-03-17,24.25
2020-03-18,24.152000427246094
2020-03-19,23.2450008392334
2020-03-20,23.674999237060547
2020-03-23,22.25
2020-03-24,21.868999481201172
2020-03-25,22.25
2020-03-26,21.5
2020-03-27,24.0
2020-03-30,23.368000030517578
2020-03-31,23.75
2020-04-01,22.700000762939453
2020-04-02,23.25
2020-04-03,23.200000762939453
2020-04-06,23.059999465942383
2020-04-07,22.13800048828125
2020-04-08,22.257999420166016
2020-04-09,22.257999420166016
2020-04-13,21.7189998626709
2020-04-14,21.989999771118164
2020-04-15,21.700000762939453
2020-04-16,20.84000015258789
2020-04-17,21.860000610351562
2020-04-20,22.121000289916992
2020-04-21,22.121000289916992
2020-04-22,22.25
2020-04-23,22.649999618530273
2020-04-24,21.25
2020-04-27,22.44099998474121
2020-04-28,22.06999969482422
2020-04-29,22.260000228881836
2020-04-30,22.25
2020-05-01,22.25
2020-05-04,22.25
2020-05-05,23.25
2020-05-06,23.25
2020-05-07,22.969999313354492
2020-05-08,23.0
2020-05-11,24.0
2020-05-12,23.854999542236328
2020-05-13,23.834999084472656
2020-05-14,23.899999618530273
2020-05-15,23.899999618530273
2020-05-18,24.0
2020-05-19,24.0
2020-05-20,24.0
2020-05-21,23.952999114990234
2020-05-22,24.020000457763672
2020-05-26,23.799999237060547
2020-05-27,23.799999237060547
2020-05-28,24.309999465942383
2020-05-29,24.309999465942383
2020-06-01,23.652000427246094
2020-06-02,24.25
2020-06-03,24.295000076293945
2020-06-04,24.625
2020-06-05,24.625
2020-06-08,24.993000030517578
2020-06-09,25.10099983215332
2020-06-10,25.0
2020-06-11,24.0
2020-06-12,24.0
2020-06-15,25.420000076293945
2020-06-16,25.389999389648438
2020-06-17,25.399999618530273
2020-06-18,25.101999282836914
2020-06-19,25.299999237060547
2020-06-22,25.489999771118164
2020-06-23,25.489999771118164
2020-06-24,25.299999237060547
2020-06-25,25.299999237060547
2020-06-26,25.299999237060547
2020-06-29,25.299999237060547
2020-06-30,25.299999237060547
2020-07-01,25.299999237060547
2020-07-02,25.24799919128418
2020-07-06,25.020000457763672
2020-07-07,24.959999084472656
2020-07-08,25.0
2020-07-09,25.25
2020-07-10,24.8700008392334
2020-07-13,24.863000869750977
2020-07-14,24.863000869750977
2020-07-15,24.350000381469727
2020-07-16,24.375
2020-07-17,24.57200050354004
2020-07-20,24.57200050354004
2020-07-21,24.700000762939453
2020-07-22,24.899999618530273
2020-07-23,24.899999618530273
2020-07-24,24.899999618530273
2020-07-27,24.333999633789062
2020-07-28,24.889999389648438
2020-07-29,24.889999389648438
2020-07-30,24.889999389648438
2020-07-31,24.391000747680664
2020-08-03,24.0
2020-08-04,24.06999969482422
2020-08-05,23.68000030517578
2020-08-06,23.68000030517578
2020-08-07,23.68000030517578
2020-08-10,24.197999954223633
2020-08-11,24.959999084472656
2020-08-12,24.979999542236328
2020-08-13,25.0
2020-08-14,25.030000686645508
2020-08-17,25.0
2020-08-18,25.33799934387207
2020-08-19,25.100000381469727
2020-08-20,25.0
2020-08-21,25.440000534057617
2020-08-24,25.40999984741211
2020-08-25,25.450000762939453
2020-08-26,24.700000762939453
2020-08-27,24.298999786376953
2020-08-28,24.8700008392334
2020-08-31,25.0
2020-09-01,24.989999771118164
2020-09-02,24.989999771118164
2020-09-03,24.951000213623047
2020-09-04,24.951000213623047
2020-09-08,24.229999542236328
2020-09-09,24.492000579833984
2020-09-10,24.399999618530273
2020-09-11,24.3700008392334
2020-09-14,24.739999771118164
2020-09-15,25.08099937438965
2020-09-16,25.09000015258789
2020-09-17,24.889999389648438
2020-09-18,25.0
2020-09-21,24.940000534057617
2020-09-22,24.940000534057617
2020-09-23,24.5
2020-09-24,24.75
2020-09-25,24.75
2020-09-28,24.75
2020-09-29,24.770000457763672
2020-09-30,24.690000534057617
2020-10-01,24.690000534057617
2020-10-02,24.690000534057617
2020-10-05,24.5
2020-10-06,24.15999984741211
2020-10-07,24.25
2020-10-08,24.25
2020-10-09,24.25
2020-10-12,24.15999984741211
2020-10-13,23.799999237060547
2020-10-14,24.0
2020-10-15,24.0
2020-10-16,24.0
2020-10-19,23.989999771118164
2020-10-20,23.299999237060547
2020-10-21,23.325000762939453
2020-10-22,23.600000381469727
2020-10-23,23.600000381469727
2020-10-26,23.270000457763672
2020-10-27,23.406999588012695
2020-10-28,23.406999588012695
2020-10-29,23.59000015258789
2020-10-30,23.5
2020-11-02,23.760000228881836
2020-11-03,23.459999084472656
2020-11-04,23.5
2020-11-05,23.059999465942383
2020-11-06,23.360000610351562
2020-11-09,23.360000610351562
2020-11-10,23.239999771118164
2020-11-11,23.25
2020-11-12,23.540000915527344
2020-11-13,23.540000915527344
2020-11-16,23.709999084472656
2020-11-17,24.0
2020-11-18,23.98900032043457
2020-11-19,23.32200050354004
2020-11-20,24.639999389648438
2020-11-23,24.47800064086914
2020-11-24,24.43000030517578
2020-11-25,24.700000762939453
2020-11-27,24.96500015258789
2020-11-30,24.959999084472656
2020-12-01,24.770000457763672
2020-12-02,24.687999725341797
2020-12-03,24.25
2020-12-04,23.59000015258789
2020-12-07,24.135000228881836
2020-12-08,24.08300018310547
2020-12-09,24.180999755859375
2020-12-10,24.18000030517578
2020-12-11,23.760000228881836
2020-12-14,24.170000076293945
2020-12-15,24.489999771118164
2020-12-16,24.719999313354492
2020-12-17,23.125
2020-12-18,23.350000381469727
2020-12-21,23.459999084472656
2020-12-22,23.457000732421875
2020-12-23,24.219999313354492
2020-12-24,24.393999099731445
2020-12-28,24.393999099731445
2020-12-29,23.739999771118164
2020-12-30,23.760000228881836
2020-12-31,23.770000457763672
2021-01-04,23.5
2021-01-05,23.5
2021-01-06,23.760000228881836
2021-01-07,23.5
2021-01-08,23.489999771118164
2021-01-11,24.149999618530273
2021-01-12,24.149999618530273
2021-01-13,23.871999740600586
2021-01-14,23.989999771118164
2021-01-15,23.760000228881836
2021-01-19,24.270000457763672
2021-01-20,24.229999542236328
2021-01-21,24.270000457763672
2021-01-22,24.049999237060547
2021-01-25,24.360000610351562
2021-01-26,24.360000610351562
2021-01-27,24.360000610351562
2021-01-28,24.200000762939453
2021-01-29,24.200000762939453
2021-02-01,24.594999313354492
2021-02-02,24.577999114990234
2021-02-03,24.820999145507812
2021-02-04,24.899999618530273
2021-02-05,24.899999618530273
2021-02-08,24.825000762939453
2021-02-09,24.75
2021-02-10,24.200000762939453
2021-02-11,24.8799991607666
2021-02-12,24.899999618530273
2021-02-16,24.899999618530273
2021-02-17,24.350000381469727
2021-02-18,24.959999084472656
2021-02-19,24.959999084472656
2021-02-22,24.950000762939453
2021-02-23,25.09000015258789
2021-02-24,25.0
2021-02-25,25.149999618530273
2021-02-26,25.125
2021-03-01,24.850000381469727
2021-03-02,25.110000610351562
2021-03-03,25.110000610351562
2021-03-04,24.75
2021-03-05,24.899999618530273
2021-03-08,24.6299991607666
2021-03-09,25.04599952697754
2021-03-10,25.020000457763672
2021-03-11,24.61199951171875
2021-03-12,24.985000610351562
2021-03-15,24.950000762939453
2021-03-16,25.36400032043457
2021-03-17,25.325000762939453
2021-03-18,25.325000762939453
2021-03-19,25.459999084472656
2021-03-22,25.459999084472656
2021-03-23,25.59000015258789
2021-03-24,25.600000381469727
2021-03-25,25.600000381469727
2021-03-26,25.600000381469727
2021-03-29,25.5
2021-03-30,25.5
2021-03-31,26.0
2021-04-01,25.704999923706055
2021-04-05,25.360000610351562
2021-04-06,25.363000869750977
2021-04-07,25.190000534057617
2021-04-08,25.388999938964844
2021-04-09,25.388999938964844
2021-04-12,25.336000442504883
2021-04-13,25.40999984741211
2021-04-14,25.40999984741211
2021-04-15,25.40999984741211
2021-04-16,25.40999984741211
2021-04-19,25.40999984741211
2021-04-20,25.40999984741211
2021-04-21,25.6200008392334
2021-04-22,25.579999923706055
2021-04-23,25.579999923706055
2021-04-26,25.420000076293945
2021-04-27,25.200000762939453
2021-04-28,25.190000534057617
2021-04-29,25.649999618530273
2021-04-30,25.430999755859375
2021-05-03,25.469999313354492
2021-05-04,25.469999313354492
2021-05-05,25.399999618530273
2021-05-06,25.506000518798828
2021-05-07,25.5
2021-05-10,25.450000762939453
2021-05-11,25.200000762939453
2021-05-12,25.5
2021-05-13,25.5
2021-05-14,25.445999145507812
