,ATRA
2014-10-16,10.649999618530273
2014-10-17,12.0
2014-10-20,14.350000381469727
2014-10-21,13.850000381469727
2014-10-22,13.670000076293945
2014-10-23,13.279999732971191
2014-10-24,14.890000343322754
2014-10-27,17.34000015258789
2014-10-28,20.239999771118164
2014-10-29,18.799999237060547
2014-10-30,19.719999313354492
2014-10-31,19.18000030517578
2014-11-03,23.93000030517578
2014-11-04,23.950000762939453
2014-11-05,24.90999984741211
2014-11-06,24.799999237060547
2014-11-07,28.75
2014-11-10,26.420000076293945
2014-11-11,27.209999084472656
2014-11-12,22.549999237060547
2014-11-13,22.989999771118164
2014-11-14,23.170000076293945
2014-11-17,26.670000076293945
2014-11-18,26.350000381469727
2014-11-19,27.0
2014-11-20,26.079999923706055
2014-11-21,26.8700008392334
2014-11-24,27.059999465942383
2014-11-25,25.889999389648438
2014-11-26,26.989999771118164
2014-11-28,27.0
2014-12-01,26.65999984741211
2014-12-02,31.799999237060547
2014-12-03,30.479999542236328
2014-12-04,31.510000228881836
2014-12-05,30.479999542236328
2014-12-08,30.479999542236328
2014-12-09,28.139999389648438
2014-12-10,31.030000686645508
2014-12-11,27.600000381469727
2014-12-12,25.489999771118164
2014-12-15,22.5
2014-12-16,24.350000381469727
2014-12-17,30.1200008392334
2014-12-18,27.950000762939453
2014-12-19,27.850000381469727
2014-12-22,27.31999969482422
2014-12-23,27.59000015258789
2014-12-24,28.0
2014-12-26,27.709999084472656
2014-12-29,27.09000015258789
2014-12-30,27.260000228881836
2014-12-31,26.75
2015-01-02,26.700000762939453
2015-01-05,27.780000686645508
2015-01-06,25.889999389648438
2015-01-07,26.0
2015-01-08,26.110000610351562
2015-01-09,25.3700008392334
2015-01-12,27.459999084472656
2015-01-13,25.719999313354492
2015-01-14,26.729999542236328
2015-01-15,24.690000534057617
2015-01-16,25.149999618530273
2015-01-20,23.84000015258789
2015-01-21,23.3799991607666
2015-01-22,23.600000381469727
2015-01-23,23.139999389648438
2015-01-26,23.829999923706055
2015-01-27,24.639999389648438
2015-01-28,22.75
2015-01-29,24.450000762939453
2015-01-30,24.360000610351562
2015-02-02,23.459999084472656
2015-02-03,23.030000686645508
2015-02-04,20.979999542236328
2015-02-05,19.270000457763672
2015-02-06,19.280000686645508
2015-02-09,18.299999237060547
2015-02-10,19.139999389648438
2015-02-11,18.549999237060547
2015-02-12,18.100000381469727
2015-02-13,18.0
2015-02-17,18.899999618530273
2015-02-18,20.079999923706055
2015-02-19,21.65999984741211
2015-02-20,21.31999969482422
2015-02-23,22.8700008392334
2015-02-24,21.459999084472656
2015-02-25,20.790000915527344
2015-02-26,20.959999084472656
2015-02-27,19.559999465942383
2015-03-02,20.479999542236328
2015-03-03,22.020000457763672
2015-03-04,26.549999237060547
2015-03-05,28.75
2015-03-06,28.309999465942383
2015-03-09,29.75
2015-03-10,30.06999969482422
2015-03-11,31.75
2015-03-12,33.119998931884766
2015-03-13,31.420000076293945
2015-03-16,33.099998474121094
2015-03-17,33.34000015258789
2015-03-18,31.790000915527344
2015-03-19,35.88999938964844
2015-03-20,38.779998779296875
2015-03-23,38.959999084472656
2015-03-24,38.939998626708984
2015-03-25,36.25
2015-03-26,34.900001525878906
2015-03-27,36.599998474121094
2015-03-30,42.900001525878906
2015-03-31,41.56999969482422
2015-04-01,40.18000030517578
2015-04-02,43.18000030517578
2015-04-06,41.66999816894531
2015-04-07,42.560001373291016
2015-04-08,45.95000076293945
2015-04-09,46.88999938964844
2015-04-10,47.4900016784668
2015-04-13,47.880001068115234
2015-04-14,47.779998779296875
2015-04-15,47.75
2015-04-16,53.279998779296875
2015-04-17,52.2400016784668
2015-04-20,53.61000061035156
2015-04-21,56.150001525878906
2015-04-22,63.790000915527344
2015-04-23,64.0199966430664
2015-04-24,59.88999938964844
2015-04-27,48.290000915527344
2015-04-28,47.02000045776367
2015-04-29,46.22999954223633
2015-04-30,41.45000076293945
2015-05-01,40.45000076293945
2015-05-04,41.209999084472656
2015-05-05,39.08000183105469
2015-05-06,38.029998779296875
2015-05-07,36.66999816894531
2015-05-08,37.369998931884766
2015-05-11,37.70000076293945
2015-05-12,40.2400016784668
2015-05-13,38.439998626708984
2015-05-14,37.58000183105469
2015-05-15,37.29999923706055
2015-05-18,39.560001373291016
2015-05-19,37.9900016784668
2015-05-20,39.400001525878906
2015-05-21,37.33000183105469
2015-05-22,37.72999954223633
2015-05-26,38.540000915527344
2015-05-27,39.56999969482422
2015-05-28,39.779998779296875
2015-05-29,42.36000061035156
2015-06-01,40.630001068115234
2015-06-02,41.41999816894531
2015-06-03,40.88999938964844
2015-06-04,43.20000076293945
2015-06-05,45.220001220703125
2015-06-08,44.720001220703125
2015-06-09,44.150001525878906
2015-06-10,44.4900016784668
2015-06-11,44.150001525878906
2015-06-12,48.0
2015-06-15,56.189998626708984
2015-06-16,52.06999969482422
2015-06-17,55.81999969482422
2015-06-18,52.540000915527344
2015-06-19,54.06999969482422
2015-06-22,54.20000076293945
2015-06-23,54.119998931884766
2015-06-24,52.09000015258789
2015-06-25,52.630001068115234
2015-06-26,52.619998931884766
2015-06-29,51.54999923706055
2015-06-30,52.7599983215332
2015-07-01,45.33000183105469
2015-07-02,45.5
2015-07-06,47.2400016784668
2015-07-07,46.31999969482422
2015-07-08,48.83000183105469
2015-07-09,53.40999984741211
2015-07-10,54.16999816894531
2015-07-13,62.029998779296875
2015-07-14,63.11000061035156
2015-07-15,62.15999984741211
2015-07-16,61.310001373291016
2015-07-17,59.91999816894531
2015-07-20,56.29999923706055
2015-07-21,59.45000076293945
2015-07-22,59.970001220703125
2015-07-23,59.33000183105469
2015-07-24,55.97999954223633
2015-07-27,57.88999938964844
2015-07-28,59.72999954223633
2015-07-29,58.83000183105469
2015-07-30,55.619998931884766
2015-07-31,56.13999938964844
2015-08-03,56.97999954223633
2015-08-04,56.959999084472656
2015-08-05,58.41999816894531
2015-08-06,55.97999954223633
2015-08-07,51.779998779296875
2015-08-10,50.02000045776367
2015-08-11,49.31999969482422
2015-08-12,51.619998931884766
2015-08-13,47.79999923706055
2015-08-14,47.18000030517578
2015-08-17,50.060001373291016
2015-08-18,49.52000045776367
2015-08-19,47.06999969482422
2015-08-20,42.79999923706055
2015-08-21,42.0099983215332
2015-08-24,38.290000915527344
2015-08-25,40.02000045776367
2015-08-26,39.45000076293945
2015-08-27,39.970001220703125
2015-08-28,40.220001220703125
2015-08-31,40.529998779296875
2015-09-01,39.02000045776367
2015-09-02,43.150001525878906
2015-09-03,42.59000015258789
2015-09-04,42.11000061035156
2015-09-08,43.7599983215332
2015-09-09,44.369998931884766
2015-09-10,46.810001373291016
2015-09-11,47.369998931884766
2015-09-14,44.58000183105469
2015-09-15,45.380001068115234
2015-09-16,45.0099983215332
2015-09-17,49.11000061035156
2015-09-18,48.970001220703125
2015-09-21,45.619998931884766
2015-09-22,43.220001220703125
2015-09-23,43.04999923706055
2015-09-24,43.47999954223633
2015-09-25,40.09000015258789
2015-09-28,35.47999954223633
2015-09-29,33.09000015258789
2015-09-30,31.440000534057617
2015-10-01,29.969999313354492
2015-10-02,34.18000030517578
2015-10-05,33.43000030517578
2015-10-06,32.86000061035156
2015-10-07,36.31999969482422
2015-10-08,32.08000183105469
2015-10-09,32.279998779296875
2015-10-12,33.029998779296875
2015-10-13,31.479999542236328
2015-10-14,29.270000457763672
2015-10-15,29.3799991607666
2015-10-16,29.459999084472656
2015-10-19,29.93000030517578
2015-10-20,28.049999237060547
2015-10-21,24.989999771118164
2015-10-22,24.43000030517578
2015-10-23,24.149999618530273
2015-10-26,23.8799991607666
2015-10-27,24.299999237060547
2015-10-28,26.719999313354492
2015-10-29,25.6299991607666
2015-10-30,25.770000457763672
2015-11-02,28.979999542236328
2015-11-03,29.110000610351562
2015-11-04,32.2400016784668
2015-11-05,30.809999465942383
2015-11-06,33.7400016784668
2015-11-09,35.709999084472656
2015-11-10,33.130001068115234
2015-11-11,32.119998931884766
2015-11-12,30.889999389648438
2015-11-13,32.7400016784668
2015-11-16,31.059999465942383
2015-11-17,31.239999771118164
2015-11-18,32.15999984741211
2015-11-19,32.040000915527344
2015-11-20,33.720001220703125
2015-11-23,34.97999954223633
2015-11-24,36.7599983215332
2015-11-25,38.41999816894531
2015-11-27,39.56999969482422
2015-11-30,39.29999923706055
2015-12-01,37.68000030517578
2015-12-02,37.2599983215332
2015-12-03,36.43000030517578
2015-12-04,38.5099983215332
2015-12-07,33.91999816894531
2015-12-08,34.47999954223633
2015-12-09,32.959999084472656
2015-12-10,33.5099983215332
2015-12-11,33.20000076293945
2015-12-14,21.0
2015-12-15,22.40999984741211
2015-12-16,23.34000015258789
2015-12-17,22.719999313354492
2015-12-18,24.079999923706055
2015-12-21,23.989999771118164
2015-12-22,23.6299991607666
2015-12-23,24.18000030517578
2015-12-24,23.610000610351562
2015-12-28,22.770000457763672
2015-12-29,24.739999771118164
2015-12-30,25.219999313354492
2015-12-31,26.40999984741211
2016-01-04,24.049999237060547
2016-01-05,25.010000228881836
2016-01-06,24.010000228881836
2016-01-07,22.110000610351562
2016-01-08,21.860000610351562
2016-01-11,19.639999389648438
2016-01-12,21.229999542236328
2016-01-13,19.530000686645508
2016-01-14,21.90999984741211
2016-01-15,20.8799991607666
2016-01-19,18.309999465942383
2016-01-20,19.979999542236328
2016-01-21,19.399999618530273
2016-01-22,18.670000076293945
2016-01-25,19.510000228881836
2016-01-26,19.149999618530273
2016-01-27,18.600000381469727
2016-01-28,17.829999923706055
2016-01-29,18.100000381469727
2016-02-01,19.260000228881836
2016-02-02,18.049999237060547
2016-02-03,17.860000610351562
2016-02-04,18.84000015258789
2016-02-05,17.15999984741211
2016-02-08,15.6899995803833
2016-02-09,15.779999732971191
2016-02-10,14.850000381469727
2016-02-11,14.010000228881836
2016-02-12,15.40999984741211
2016-02-16,15.579999923706055
2016-02-17,17.5
2016-02-18,16.0
2016-02-19,16.450000762939453
2016-02-22,16.389999389648438
2016-02-23,15.119999885559082
2016-02-24,15.210000038146973
2016-02-25,15.670000076293945
2016-02-26,17.149999618530273
2016-02-29,16.440000534057617
2016-03-01,17.690000534057617
2016-03-02,19.489999771118164
2016-03-03,18.299999237060547
2016-03-04,15.880000114440918
2016-03-07,18.760000228881836
2016-03-08,16.530000686645508
2016-03-09,16.389999389648438
2016-03-10,16.299999237060547
2016-03-11,16.579999923706055
2016-03-14,17.700000762939453
2016-03-15,15.75
2016-03-16,14.90999984741211
2016-03-17,15.640000343322754
2016-03-18,16.860000610351562
2016-03-21,17.6299991607666
2016-03-22,18.280000686645508
2016-03-23,16.610000610351562
2016-03-24,16.850000381469727
2016-03-28,17.020000457763672
2016-03-29,19.200000762939453
2016-03-30,18.809999465942383
2016-03-31,19.030000686645508
2016-04-01,19.93000030517578
2016-04-04,20.670000076293945
2016-04-05,19.81999969482422
2016-04-06,22.84000015258789
2016-04-07,20.479999542236328
2016-04-08,20.610000610351562
2016-04-11,20.540000915527344
2016-04-12,20.25
2016-04-13,21.18000030517578
2016-04-14,21.079999923706055
2016-04-15,21.239999771118164
2016-04-18,21.09000015258789
2016-04-19,20.5
2016-04-20,20.68000030517578
2016-04-21,20.989999771118164
2016-04-22,20.8700008392334
2016-04-25,20.579999923706055
2016-04-26,19.020000457763672
2016-04-27,18.579999923706055
2016-04-28,18.770000457763672
2016-04-29,18.010000228881836
2016-05-02,17.940000534057617
2016-05-03,16.690000534057617
2016-05-04,16.020000457763672
2016-05-05,15.289999961853027
2016-05-06,15.140000343322754
2016-05-09,16.479999542236328
2016-05-10,16.520000457763672
2016-05-11,15.819999694824219
2016-05-12,15.260000228881836
2016-05-13,15.319999694824219
2016-05-16,16.299999237060547
2016-05-17,16.020000457763672
2016-05-18,16.399999618530273
2016-05-19,16.34000015258789
2016-05-20,16.84000015258789
2016-05-23,17.520000457763672
2016-05-24,17.950000762939453
2016-05-25,17.989999771118164
2016-05-26,17.360000610351562
2016-05-27,17.530000686645508
2016-05-31,18.110000610351562
2016-06-01,18.09000015258789
