,CENTA
2007-02-06,15.050000190734863
2007-02-07,15.050000190734863
2007-02-08,13.369999885559082
2007-02-09,12.850000381469727
2007-02-12,12.699999809265137
2007-02-13,12.5
2007-02-14,12.319999694824219
2007-02-15,12.819999694824219
2007-02-16,13.010000228881836
2007-02-20,13.640000343322754
2007-02-21,13.800000190734863
2007-02-22,14.0600004196167
2007-02-23,14.199999809265137
2007-02-26,14.100000381469727
2007-02-27,13.90999984741211
2007-02-28,14.020000457763672
2007-03-01,14.220000267028809
2007-03-02,14.130000114440918
2007-03-05,13.640000343322754
2007-03-06,13.75
2007-03-07,13.390000343322754
2007-03-08,13.300000190734863
2007-03-09,13.34000015258789
2007-03-12,13.15999984741211
2007-03-13,13.050000190734863
2007-03-14,13.420000076293945
2007-03-15,13.739999771118164
2007-03-16,13.949999809265137
2007-03-19,14.319999694824219
2007-03-20,14.430000305175781
2007-03-21,14.6899995803833
2007-03-22,14.75
2007-03-23,15.170000076293945
2007-03-26,14.949999809265137
2007-03-27,14.699999809265137
2007-03-28,14.6899995803833
2007-03-29,14.65999984741211
2007-03-30,14.699999809265137
2007-04-02,14.699999809265137
2007-04-03,14.890000343322754
2007-04-04,14.899999618530273
2007-04-05,14.760000228881836
2007-04-09,14.979999542236328
2007-04-10,15.130000114440918
2007-04-11,14.949999809265137
2007-04-12,14.920000076293945
2007-04-13,14.949999809265137
2007-04-16,14.899999618530273
2007-04-17,14.949999809265137
2007-04-18,14.770000457763672
2007-04-19,14.520000457763672
2007-04-20,14.670000076293945
2007-04-23,14.729999542236328
2007-04-24,14.789999961853027
2007-04-25,14.600000381469727
2007-04-26,14.789999961853027
2007-04-27,14.4399995803833
2007-04-30,14.319999694824219
2007-05-01,14.739999771118164
2007-05-02,14.819999694824219
2007-05-03,14.5600004196167
2007-05-04,14.720000267028809
2007-05-07,14.779999732971191
2007-05-08,14.069999694824219
2007-05-09,13.979999542236328
2007-05-10,13.460000038146973
2007-05-11,13.739999771118164
2007-05-14,13.8100004196167
2007-05-15,13.75
2007-05-16,13.760000228881836
2007-05-17,13.329999923706055
2007-05-18,13.199999809265137
2007-05-21,13.520000457763672
2007-05-22,13.880000114440918
2007-05-23,13.800000190734863
2007-05-24,13.279999732971191
2007-05-25,13.289999961853027
2007-05-29,13.430000305175781
2007-05-30,13.210000038146973
2007-05-31,13.319999694824219
2007-06-01,13.010000228881836
2007-06-04,12.569999694824219
2007-06-05,12.579999923706055
2007-06-06,12.470000267028809
2007-06-07,12.270000457763672
2007-06-08,12.220000267028809
2007-06-11,12.350000381469727
2007-06-12,12.430000305175781
2007-06-13,12.520000457763672
2007-06-14,12.720000267028809
2007-06-15,12.649999618530273
2007-06-18,12.699999809265137
2007-06-19,12.649999618530273
2007-06-20,12.65999984741211
2007-06-21,12.609999656677246
2007-06-22,12.399999618530273
2007-06-25,12.130000114440918
2007-06-26,12.039999961853027
2007-06-27,12.020000457763672
2007-06-28,11.859999656677246
2007-06-29,11.729999542236328
2007-07-02,11.539999961853027
2007-07-03,11.760000228881836
2007-07-05,12.1899995803833
2007-07-06,12.359999656677246
2007-07-09,12.199999809265137
2007-07-10,11.800000190734863
2007-07-11,12.039999961853027
2007-07-12,12.229999542236328
2007-07-13,12.569999694824219
2007-07-16,12.779999732971191
2007-07-17,12.829999923706055
2007-07-18,12.6899995803833
2007-07-19,12.859999656677246
2007-07-20,12.569999694824219
2007-07-23,12.59000015258789
2007-07-24,12.1899995803833
2007-07-25,12.319999694824219
2007-07-26,12.260000228881836
2007-07-27,11.880000114440918
2007-07-30,11.850000381469727
2007-07-31,12.239999771118164
2007-08-01,12.359999656677246
2007-08-02,12.710000038146973
2007-08-03,12.140000343322754
2007-08-06,12.630000114440918
2007-08-07,13.020000457763672
2007-08-08,13.850000381469727
2007-08-09,13.0
2007-08-10,12.600000381469727
2007-08-13,12.390000343322754
2007-08-14,11.920000076293945
2007-08-15,12.329999923706055
2007-08-16,12.789999961853027
2007-08-17,13.350000381469727
2007-08-20,13.0
2007-08-21,12.59000015258789
2007-08-22,12.859999656677246
2007-08-23,12.569999694824219
2007-08-24,12.770000457763672
2007-08-27,12.5
2007-08-28,12.079999923706055
2007-08-29,12.210000038146973
2007-08-30,12.15999984741211
2007-08-31,12.600000381469727
2007-09-04,12.4399995803833
2007-09-05,12.149999618530273
2007-09-06,12.130000114440918
2007-09-07,12.010000228881836
2007-09-10,11.039999961853027
2007-09-11,11.0600004196167
2007-09-12,10.640000343322754
2007-09-13,10.489999771118164
2007-09-14,10.4399995803833
2007-09-17,9.75
2007-09-18,10.0
2007-09-19,10.0
2007-09-20,9.90999984741211
2007-09-21,9.850000381469727
2007-09-24,9.6899995803833
2007-09-25,9.460000038146973
2007-09-26,9.390000343322754
2007-09-27,9.039999961853027
2007-09-28,8.979999542236328
2007-10-01,9.489999771118164
2007-10-02,9.319999694824219
2007-10-03,9.079999923706055
2007-10-04,9.119999885559082
2007-10-05,9.210000038146973
2007-10-08,9.020000457763672
2007-10-09,9.100000381469727
2007-10-10,9.069999694824219
2007-10-11,9.109999656677246
2007-10-12,9.109999656677246
2007-10-15,8.960000038146973
2007-10-16,8.720000267028809
2007-10-17,8.729999542236328
2007-10-18,8.609999656677246
2007-10-19,8.399999618530273
2007-10-22,8.670000076293945
2007-10-23,8.75
2007-10-24,8.600000381469727
2007-10-25,8.449999809265137
2007-10-26,8.430000305175781
2007-10-29,8.149999618530273
2007-10-30,8.329999923706055
2007-10-31,8.319999694824219
2007-11-01,7.920000076293945
2007-11-02,7.769999980926514
2007-11-05,7.690000057220459
2007-11-06,7.590000152587891
2007-11-07,7.239999771118164
2007-11-08,7.179999828338623
2007-11-09,7.03000020980835
2007-11-12,7.050000190734863
2007-11-13,7.21999979019165
2007-11-14,7.300000190734863
2007-11-15,7.110000133514404
2007-11-16,6.639999866485596
2007-11-19,6.150000095367432
2007-11-20,5.96999979019165
2007-11-21,5.900000095367432
2007-11-23,6.170000076293945
2007-11-26,6.25
2007-11-27,6.5
2007-11-28,4.150000095367432
2007-11-29,5.03000020980835
2007-11-30,5.25
2007-12-03,5.260000228881836
2007-12-04,5.21999979019165
2007-12-05,5.420000076293945
2007-12-06,5.570000171661377
2007-12-07,5.619999885559082
2007-12-10,6.119999885559082
2007-12-11,6.159999847412109
2007-12-12,6.239999771118164
2007-12-13,6.110000133514404
2007-12-14,5.949999809265137
2007-12-17,5.320000171661377
2007-12-18,5.389999866485596
2007-12-19,5.210000038146973
2007-12-20,5.210000038146973
2007-12-21,5.630000114440918
2007-12-24,5.670000076293945
2007-12-26,5.630000114440918
2007-12-27,5.349999904632568
2007-12-28,5.260000228881836
2007-12-31,5.360000133514404
2008-01-02,5.210000038146973
2008-01-03,4.909999847412109
2008-01-04,4.630000114440918
2008-01-07,4.699999809265137
2008-01-08,4.739999771118164
2008-01-09,4.78000020980835
2008-01-10,4.75
2008-01-11,4.559999942779541
2008-01-14,4.519999980926514
2008-01-15,4.210000038146973
2008-01-16,4.5
2008-01-17,4.179999828338623
2008-01-18,3.990000009536743
2008-01-22,4.079999923706055
2008-01-23,3.9600000381469727
2008-01-24,4.159999847412109
2008-01-25,4.130000114440918
2008-01-28,4.190000057220459
2008-01-29,4.159999847412109
2008-01-30,4.289999961853027
2008-01-31,4.96999979019165
2008-02-01,5.510000228881836
2008-02-04,5.360000133514404
2008-02-05,5.019999980926514
2008-02-06,5.320000171661377
2008-02-07,5.079999923706055
2008-02-08,4.989999771118164
2008-02-11,4.940000057220459
2008-02-12,5.130000114440918
2008-02-13,5.199999809265137
2008-02-14,5.190000057220459
2008-02-15,5.050000190734863
2008-02-19,5.03000020980835
2008-02-20,5.130000114440918
2008-02-21,4.980000019073486
2008-02-22,4.980000019073486
2008-02-25,5.309999942779541
2008-02-26,4.840000152587891
2008-02-27,4.78000020980835
2008-02-28,4.670000076293945
2008-02-29,4.400000095367432
2008-03-03,4.449999809265137
2008-03-04,4.599999904632568
2008-03-05,4.559999942779541
2008-03-06,4.159999847412109
2008-03-07,4.119999885559082
2008-03-10,3.930000066757202
2008-03-11,4.139999866485596
2008-03-12,3.9600000381469727
2008-03-13,4.190000057220459
2008-03-14,4.070000171661377
2008-03-17,3.890000104904175
2008-03-18,3.8399999141693115
2008-03-19,4.03000020980835
2008-03-20,4.400000095367432
2008-03-24,4.590000152587891
2008-03-25,4.639999866485596
2008-03-26,4.789999961853027
2008-03-27,4.519999980926514
2008-03-28,4.389999866485596
2008-03-31,4.440000057220459
2008-04-01,4.519999980926514
2008-04-02,4.449999809265137
2008-04-03,4.489999771118164
2008-04-04,4.289999961853027
2008-04-07,4.139999866485596
2008-04-08,4.090000152587891
2008-04-09,3.799999952316284
2008-04-10,4.010000228881836
2008-04-11,3.990000009536743
2008-04-14,3.9600000381469727
2008-04-15,3.869999885559082
2008-04-16,3.950000047683716
2008-04-17,3.9600000381469727
2008-04-18,4.239999771118164
2008-04-21,4.329999923706055
2008-04-22,4.119999885559082
2008-04-23,4.199999809265137
2008-04-24,4.579999923706055
2008-04-25,4.489999771118164
2008-04-28,4.690000057220459
