,DRNA
2014-10-13,11.369999885559082
2014-10-14,10.3100004196167
2014-10-15,9.989999771118164
2014-10-16,9.739999771118164
2014-10-17,9.600000381469727
2014-10-20,9.489999771118164
2014-10-21,9.420000076293945
2014-10-22,9.399999618530273
2014-10-23,9.59000015258789
2014-10-24,9.699999809265137
2014-10-27,9.510000228881836
2014-10-28,9.899999618530273
2014-10-29,9.479999542236328
2014-10-30,9.720000267028809
2014-10-31,9.369999885559082
2014-11-03,9.239999771118164
2014-11-04,8.800000190734863
2014-11-05,8.59000015258789
2014-11-06,8.140000343322754
2014-11-07,9.109999656677246
2014-11-10,9.279999732971191
2014-11-11,9.470000267028809
2014-11-12,9.529999732971191
2014-11-13,9.239999771118164
2014-11-14,9.270000457763672
2014-11-17,9.5
2014-11-18,9.960000038146973
2014-11-19,9.970000267028809
2014-11-20,10.729999542236328
2014-11-21,11.119999885559082
2014-11-24,11.720000267028809
2014-11-25,11.569999694824219
2014-11-26,11.930000305175781
2014-11-28,11.819999694824219
2014-12-01,11.020000457763672
2014-12-02,11.199999809265137
2014-12-03,11.0600004196167
2014-12-04,10.90999984741211
2014-12-05,11.020000457763672
2014-12-08,10.800000190734863
2014-12-09,11.039999961853027
2014-12-10,11.789999961853027
2014-12-11,11.6899995803833
2014-12-12,12.880000114440918
2014-12-15,13.079999923706055
2014-12-16,13.449999809265137
2014-12-17,14.039999961853027
2014-12-18,15.9399995803833
2014-12-19,16.790000915527344
2014-12-22,16.540000915527344
2014-12-23,16.459999084472656
2014-12-24,16.229999542236328
2014-12-26,16.270000457763672
2014-12-29,15.949999809265137
2014-12-30,16.020000457763672
2014-12-31,16.469999313354492
2015-01-02,17.59000015258789
2015-01-05,17.5
2015-01-06,17.270000457763672
2015-01-07,20.530000686645508
2015-01-08,18.489999771118164
2015-01-09,18.5
2015-01-12,19.850000381469727
2015-01-13,19.65999984741211
2015-01-14,20.149999618530273
2015-01-15,19.40999984741211
2015-01-16,20.229999542236328
2015-01-20,20.3799991607666
2015-01-21,20.389999389648438
2015-01-22,19.90999984741211
2015-01-23,19.6299991607666
2015-01-26,20.6200008392334
2015-01-27,21.709999084472656
2015-01-28,20.950000762939453
2015-01-29,21.1299991607666
2015-01-30,21.31999969482422
2015-02-02,21.139999389648438
2015-02-03,21.56999969482422
2015-02-04,21.190000534057617
2015-02-05,21.969999313354492
2015-02-06,21.309999465942383
2015-02-09,21.40999984741211
2015-02-10,21.950000762939453
2015-02-11,21.950000762939453
2015-02-12,21.360000610351562
2015-02-13,21.299999237060547
2015-02-17,21.559999465942383
2015-02-18,22.06999969482422
2015-02-19,24.899999618530273
2015-02-20,26.020000457763672
2015-02-23,25.139999389648438
2015-02-24,23.719999313354492
2015-02-25,23.90999984741211
2015-02-26,24.940000534057617
2015-02-27,24.43000030517578
2015-03-02,24.610000610351562
2015-03-03,23.760000228881836
2015-03-04,24.469999313354492
2015-03-05,25.299999237060547
2015-03-06,25.34000015258789
2015-03-09,23.68000030517578
2015-03-10,23.15999984741211
2015-03-11,24.15999984741211
2015-03-12,24.639999389648438
2015-03-13,25.1299991607666
2015-03-16,26.350000381469727
2015-03-17,26.940000534057617
2015-03-18,26.5
2015-03-19,26.5
2015-03-20,24.809999465942383
2015-03-23,24.950000762939453
2015-03-24,25.040000915527344
2015-03-25,24.219999313354492
2015-03-26,24.020000457763672
2015-03-27,23.979999542236328
2015-03-30,23.15999984741211
2015-03-31,24.030000686645508
2015-04-01,23.329999923706055
2015-04-02,21.290000915527344
2015-04-06,18.43000030517578
2015-04-07,17.8799991607666
2015-04-08,18.309999465942383
2015-04-09,18.170000076293945
2015-04-10,18.31999969482422
2015-04-13,18.65999984741211
2015-04-14,18.510000228881836
2015-04-15,18.3700008392334
2015-04-16,19.170000076293945
2015-04-17,19.270000457763672
2015-04-20,22.030000686645508
2015-04-21,22.940000534057617
2015-04-22,22.920000076293945
2015-04-23,24.43000030517578
2015-04-24,24.18000030517578
2015-04-27,23.43000030517578
2015-04-28,22.219999313354492
2015-04-29,21.959999084472656
2015-04-30,20.06999969482422
2015-05-01,19.639999389648438
2015-05-04,19.31999969482422
2015-05-05,18.709999084472656
2015-05-06,19.899999618530273
2015-05-07,21.110000610351562
2015-05-08,21.31999969482422
2015-05-11,22.649999618530273
2015-05-12,20.5
2015-05-13,21.59000015258789
2015-05-14,21.40999984741211
2015-05-15,19.520000457763672
2015-05-18,20.270000457763672
2015-05-19,18.84000015258789
2015-05-20,18.690000534057617
2015-05-21,16.309999465942383
2015-05-22,16.760000228881836
2015-05-26,16.6299991607666
2015-05-27,17.0
2015-05-28,16.450000762939453
2015-05-29,16.540000915527344
2015-06-01,16.700000762939453
2015-06-02,16.709999084472656
2015-06-03,16.860000610351562
2015-06-04,16.25
2015-06-05,15.119999885559082
2015-06-08,15.880000114440918
2015-06-09,15.5600004196167
2015-06-10,16.100000381469727
2015-06-11,15.390000343322754
2015-06-12,15.800000190734863
2015-06-15,16.190000534057617
2015-06-16,15.75
2015-06-17,15.960000038146973
2015-06-18,15.5
2015-06-19,15.40999984741211
2015-06-22,15.149999618530273
2015-06-23,14.979999542236328
2015-06-24,14.140000343322754
2015-06-25,13.869999885559082
2015-06-26,13.289999961853027
2015-06-29,13.930000305175781
2015-06-30,13.949999809265137
2015-07-01,14.449999809265137
2015-07-02,14.130000114440918
2015-07-06,14.140000343322754
2015-07-07,13.390000343322754
2015-07-08,12.800000190734863
2015-07-09,12.300000190734863
2015-07-10,12.609999656677246
2015-07-13,13.40999984741211
2015-07-14,14.829999923706055
2015-07-15,14.09000015258789
2015-07-16,14.489999771118164
2015-07-17,14.449999809265137
2015-07-20,13.520000457763672
2015-07-21,13.770000457763672
2015-07-22,14.210000038146973
2015-07-23,13.6899995803833
2015-07-24,13.020000457763672
2015-07-27,12.699999809265137
2015-07-28,12.739999771118164
2015-07-29,12.100000381469727
2015-07-30,12.020000457763672
2015-07-31,12.220000267028809
2015-08-03,12.270000457763672
2015-08-04,11.970000267028809
2015-08-05,11.539999961853027
2015-08-06,11.119999885559082
2015-08-07,11.890000343322754
2015-08-10,11.5
2015-08-11,10.829999923706055
2015-08-12,10.899999618530273
2015-08-13,11.770000457763672
2015-08-14,10.899999618530273
2015-08-17,11.09000015258789
2015-08-18,10.15999984741211
2015-08-19,10.640000343322754
2015-08-20,10.0
2015-08-21,10.34000015258789
2015-08-24,10.550000190734863
2015-08-25,10.079999923706055
2015-08-26,10.520000457763672
2015-08-27,10.239999771118164
2015-08-28,11.130000114440918
2015-08-31,10.970000267028809
2015-09-01,10.600000381469727
2015-09-02,11.34000015258789
2015-09-03,10.630000114440918
2015-09-04,10.930000305175781
2015-09-08,11.1899995803833
2015-09-09,9.84000015258789
2015-09-10,9.859999656677246
2015-09-11,9.75
2015-09-14,9.640000343322754
2015-09-15,9.609999656677246
2015-09-16,9.880000114440918
2015-09-17,10.9399995803833
2015-09-18,11.789999961853027
2015-09-21,11.850000381469727
2015-09-22,10.479999542236328
2015-09-23,10.34000015258789
2015-09-24,10.539999961853027
2015-09-25,9.710000038146973
2015-09-28,8.390000343322754
2015-09-29,8.029999732971191
2015-09-30,8.210000038146973
2015-10-01,8.020000457763672
2015-10-02,8.670000076293945
2015-10-05,8.880000114440918
2015-10-06,8.239999771118164
2015-10-07,9.270000457763672
2015-10-08,9.170000076293945
2015-10-09,10.050000190734863
2015-10-12,9.989999771118164
2015-10-13,9.470000267028809
2015-10-14,9.630000114440918
2015-10-15,10.680000305175781
2015-10-16,10.75
2015-10-19,10.760000228881836
2015-10-20,10.3100004196167
2015-10-21,9.710000038146973
2015-10-22,10.050000190734863
2015-10-23,9.920000076293945
2015-10-26,10.34000015258789
2015-10-27,9.949999809265137
2015-10-28,10.380000114440918
2015-10-29,9.9399995803833
2015-10-30,10.020000457763672
2015-11-02,11.399999618530273
2015-11-03,11.640000343322754
2015-11-04,12.5
2015-11-05,11.8100004196167
2015-11-06,11.670000076293945
2015-11-09,11.720000267028809
2015-11-10,11.5600004196167
2015-11-11,11.949999809265137
2015-11-12,10.680000305175781
2015-11-13,11.180000305175781
2015-11-16,11.520000457763672
2015-11-17,10.109999656677246
2015-11-18,10.510000228881836
2015-11-19,10.25
2015-11-20,10.539999961853027
2015-11-23,11.010000228881836
2015-11-24,11.279999732971191
2015-11-25,12.260000228881836
2015-11-27,13.199999809265137
2015-11-30,13.359999656677246
2015-12-01,14.470000267028809
2015-12-02,14.489999771118164
2015-12-03,13.739999771118164
2015-12-04,13.119999885559082
2015-12-07,13.039999961853027
2015-12-08,13.260000228881836
2015-12-09,13.149999618530273
2015-12-10,13.020000457763672
2015-12-11,12.729999542236328
2015-12-14,12.65999984741211
2015-12-15,13.300000190734863
2015-12-16,13.899999618530273
2015-12-17,14.569999694824219
2015-12-18,14.529999732971191
2015-12-21,14.260000228881836
2015-12-22,12.279999732971191
2015-12-23,12.529999732971191
2015-12-24,12.069999694824219
2015-12-28,11.699999809265137
2015-12-29,11.350000381469727
2015-12-30,11.699999809265137
2015-12-31,11.869999885559082
2016-01-04,11.390000343322754
2016-01-05,10.850000381469727
2016-01-06,10.039999961853027
2016-01-07,9.5600004196167
2016-01-08,9.09000015258789
2016-01-11,8.3100004196167
2016-01-12,8.0
2016-01-13,7.199999809265137
2016-01-14,7.440000057220459
2016-01-15,7.369999885559082
2016-01-19,7.440000057220459
2016-01-20,8.069999694824219
2016-01-21,7.78000020980835
2016-01-22,7.940000057220459
2016-01-25,8.010000228881836
2016-01-26,7.860000133514404
2016-01-27,7.179999828338623
2016-01-28,6.909999847412109
2016-01-29,6.559999942779541
2016-02-01,6.539999961853027
2016-02-02,6.519999980926514
2016-02-03,6.360000133514404
2016-02-04,6.320000171661377
2016-02-05,5.920000076293945
2016-02-08,5.739999771118164
2016-02-09,5.929999828338623
2016-02-10,5.039999961853027
2016-02-11,5.21999979019165
2016-02-12,5.429999828338623
2016-02-16,5.559999942779541
2016-02-17,5.630000114440918
2016-02-18,5.380000114440918
2016-02-19,5.579999923706055
2016-02-22,5.559999942779541
2016-02-23,5.010000228881836
2016-02-24,5.21999979019165
2016-02-25,5.0
2016-02-26,5.199999809265137
2016-02-29,4.960000038146973
2016-03-01,5.260000228881836
2016-03-02,5.360000133514404
2016-03-03,5.590000152587891
2016-03-04,6.019999980926514
2016-03-07,6.480000019073486
2016-03-08,5.809999942779541
2016-03-09,5.849999904632568
2016-03-10,5.440000057220459
2016-03-11,5.46999979019165
2016-03-14,5.0
2016-03-15,4.619999885559082
2016-03-16,4.730000019073486
2016-03-17,4.75
2016-03-18,5.130000114440918
2016-03-21,5.300000190734863
2016-03-22,5.199999809265137
2016-03-23,4.730000019073486
2016-03-24,4.739999771118164
2016-03-28,4.639999866485596
2016-03-29,5.210000038146973
2016-03-30,5.150000095367432
2016-03-31,5.360000133514404
2016-04-01,5.550000190734863
2016-04-04,5.619999885559082
2016-04-05,5.190000057220459
2016-04-06,5.5
2016-04-07,5.380000114440918
2016-04-08,5.289999961853027
2016-04-11,5.190000057220459
2016-04-12,5.170000076293945
2016-04-13,5.489999771118164
2016-04-14,5.449999809265137
2016-04-15,5.369999885559082
2016-04-18,5.380000114440918
2016-04-19,5.070000171661377
2016-04-20,4.860000133514404
2016-04-21,4.960000038146973
2016-04-22,5.230000019073486
2016-04-25,4.869999885559082
2016-04-26,4.75
2016-04-27,4.760000228881836
2016-04-28,4.840000152587891
2016-04-29,4.619999885559082
2016-05-02,4.800000190734863
2016-05-03,4.480000019073486
2016-05-04,4.429999828338623
2016-05-05,4.170000076293945
2016-05-06,3.990000009536743
2016-05-09,4.110000133514404
2016-05-10,3.6700000762939453
2016-05-11,3.450000047683716
2016-05-12,3.259999990463257
2016-05-13,3.380000114440918
2016-05-16,3.490000009536743
2016-05-17,3.3299999237060547
2016-05-18,3.5199999809265137
2016-05-19,3.450000047683716
2016-05-20,3.75
2016-05-23,3.680000066757202
2016-05-24,3.759999990463257
2016-05-25,3.859999895095825
2016-05-26,3.7100000381469727
2016-05-27,3.7200000286102295
2016-05-31,3.7200000286102295
2016-06-01,3.7799999713897705
2016-06-02,3.890000104904175
2016-06-03,3.880000114440918
2016-06-06,3.9600000381469727
2016-06-07,3.819999933242798
2016-06-08,3.809999942779541
2016-06-09,3.6600000858306885
2016-06-10,3.450000047683716
2016-06-13,3.359999895095825
2016-06-14,3.259999990463257
2016-06-15,3.259999990463257
2016-06-16,3.299999952316284
2016-06-17,3.259999990463257
2016-06-20,3.1500000953674316
2016-06-21,3.2100000381469727
2016-06-22,3.1700000762939453
2016-06-23,3.2899999618530273
2016-06-24,3.1600000858306885
2016-06-27,2.700000047683716
2016-06-28,3.1600000858306885
2016-06-29,3.0199999809265137
2016-06-30,3.0
2016-07-01,3.5399999618530273
2016-07-05,3.4200000762939453
2016-07-06,3.5899999141693115
2016-07-07,3.5399999618530273
2016-07-08,3.4800000190734863
2016-07-11,3.4100000858306885
2016-07-12,3.4100000858306885
2016-07-13,3.1700000762939453
2016-07-14,3.1700000762939453
2016-07-15,3.4000000953674316
2016-07-18,3.5799999237060547
2016-07-19,3.309999942779541
2016-07-20,3.3299999237060547
2016-07-21,3.240000009536743
2016-07-22,3.2300000190734863
2016-07-25,3.180000066757202
2016-07-26,3.119999885559082
2016-07-27,3.309999942779541
2016-07-28,3.299999952316284
2016-07-29,3.2100000381469727
2016-08-01,3.2100000381469727
2016-08-02,3.059999942779541
2016-08-03,3.2200000286102295
2016-08-04,3.190000057220459
2016-08-05,3.4000000953674316
2016-08-08,3.380000114440918
2016-08-09,3.4100000858306885
2016-08-10,3.1700000762939453
2016-08-11,3.309999942779541
2016-08-12,3.450000047683716
2016-08-15,3.7100000381469727
2016-08-16,3.549999952316284
2016-08-17,3.630000114440918
2016-08-18,3.559999942779541
2016-08-19,3.5299999713897705
2016-08-22,3.7200000286102295
2016-08-23,3.680000066757202
2016-08-24,3.4000000953674316
2016-08-25,3.259999990463257
2016-08-26,3.3399999141693115
2016-08-29,3.299999952316284
2016-08-30,3.390000104904175
2016-08-31,3.1500000953674316
2016-09-01,3.130000114440918
2016-09-02,3.140000104904175
2016-09-06,3.109999895095825
2016-09-07,3.200000047683716
2016-09-08,3.1500000953674316
2016-09-09,3.190000057220459
2016-09-12,3.3399999141693115
2016-09-13,3.200000047683716
2016-09-14,3.2300000190734863
2016-09-15,3.2100000381469727
2016-09-16,3.309999942779541
2016-09-19,3.2899999618530273
2016-09-20,3.8499999046325684
2016-09-21,4.079999923706055
2016-09-22,4.300000190734863
2016-09-23,4.230000019073486
2016-09-26,4.269999980926514
2016-09-27,4.309999942779541
2016-09-28,4.739999771118164
2016-09-29,5.199999809265137
2016-09-30,5.880000114440918
2016-10-03,5.239999771118164
2016-10-04,5.429999828338623
2016-10-05,5.449999809265137
2016-10-06,4.679999828338623
2016-10-07,4.590000152587891
2016-10-10,5.090000152587891
2016-10-11,4.889999866485596
2016-10-12,4.690000057220459
2016-10-13,4.489999771118164
2016-10-14,4.289999961853027
2016-10-17,4.239999771118164
2016-10-18,4.409999847412109
2016-10-19,4.119999885559082
2016-10-20,4.159999847412109
2016-10-21,4.059999942779541
2016-10-24,3.799999952316284
2016-10-25,3.640000104904175
2016-10-26,3.5999999046325684
2016-10-27,3.609999895095825
2016-10-28,3.4200000762939453
2016-10-31,3.109999895095825
2016-11-01,3.049999952316284
2016-11-02,2.880000114440918
2016-11-03,2.759999990463257
2016-11-04,2.9000000953674316
2016-11-07,3.009999990463257
2016-11-08,2.8399999141693115
2016-11-09,3.200000047683716
2016-11-10,3.4800000190734863
2016-11-11,3.700000047683716
2016-11-14,3.740000009536743
2016-11-15,3.6500000953674316
2016-11-16,3.4700000286102295
2016-11-17,4.239999771118164
2016-11-18,3.7899999618530273
2016-11-21,3.5799999237060547
2016-11-22,3.430000066757202
2016-11-23,3.359999895095825
2016-11-25,3.2899999618530273
2016-11-28,3.119999885559082
2016-11-29,3.0399999618530273
2016-11-30,2.9800000190734863
2016-12-01,2.940000057220459
2016-12-02,3.0399999618530273
2016-12-05,3.069999933242798
2016-12-06,3.049999952316284
2016-12-07,3.0299999713897705
2016-12-08,3.049999952316284
2016-12-09,3.049999952316284
2016-12-12,2.9100000858306885
2016-12-13,2.869999885559082
2016-12-14,2.940000057220459
2016-12-15,2.940000057220459
2016-12-16,2.9600000381469727
2016-12-19,3.0
2016-12-20,3.0299999713897705
2016-12-21,2.990000009536743
2016-12-22,3.049999952316284
2016-12-23,3.200000047683716
2016-12-27,3.4000000953674316
2016-12-28,3.0299999713897705
2016-12-29,2.9800000190734863
2016-12-30,2.880000114440918
2017-01-03,2.9700000286102295
2017-01-04,3.0199999809265137
2017-01-05,3.0
2017-01-06,3.049999952316284
2017-01-09,3.049999952316284
2017-01-10,3.190000057220459
2017-01-11,3.0299999713897705
2017-01-12,2.990000009536743
2017-01-13,3.0299999713897705
2017-01-17,2.9100000858306885
2017-01-18,2.869999885559082
2017-01-19,2.819999933242798
2017-01-20,2.7899999618530273
2017-01-23,2.6500000953674316
2017-01-24,2.700000047683716
2017-01-25,2.759999990463257
2017-01-26,2.7100000381469727
2017-01-27,2.700000047683716
2017-01-30,2.5999999046325684
2017-01-31,2.490000009536743
2017-02-01,2.5399999618530273
2017-02-02,2.490000009536743
2017-02-03,2.509999990463257
2017-02-06,2.5999999046325684
2017-02-07,2.5799999237060547
2017-02-08,2.450000047683716
2017-02-09,2.509999990463257
2017-02-10,2.5899999141693115
2017-02-13,2.640000104904175
2017-02-14,2.819999933242798
2017-02-15,3.2200000286102295
2017-02-16,3.0299999713897705
2017-02-17,2.9100000858306885
2017-02-21,2.9600000381469727
2017-02-22,2.7899999618530273
2017-02-23,2.7300000190734863
2017-02-24,2.7899999618530273
2017-02-27,2.8399999141693115
2017-02-28,2.880000114440918
2017-03-01,3.0
2017-03-02,3.0299999713897705
2017-03-03,2.859999895095825
2017-03-06,2.890000104904175
2017-03-07,2.809999942779541
2017-03-08,2.890000104904175
2017-03-09,2.940000057220459
2017-03-10,2.9700000286102295
2017-03-13,2.9000000953674316
2017-03-14,2.759999990463257
2017-03-15,2.9000000953674316
2017-03-16,2.9100000858306885
2017-03-17,2.859999895095825
2017-03-20,2.859999895095825
2017-03-21,2.7300000190734863
2017-03-22,2.630000114440918
2017-03-23,2.6700000762939453
2017-03-24,2.630000114440918
2017-03-27,2.6700000762939453
2017-03-28,2.680000066757202
2017-03-29,2.700000047683716
2017-03-30,2.700000047683716
2017-03-31,3.4000000953674316
2017-04-03,3.3299999237060547
2017-04-04,3.2899999618530273
2017-04-05,3.0999999046325684
2017-04-06,3.2100000381469727
2017-04-07,3.3399999141693115
2017-04-10,3.559999942779541
2017-04-11,3.4700000286102295
2017-04-12,3.2699999809265137
2017-04-13,3.1700000762939453
2017-04-17,3.2100000381469727
2017-04-18,3.059999942779541
2017-04-19,3.0999999046325684
2017-04-20,3.059999942779541
2017-04-21,2.940000057220459
2017-04-24,2.9800000190734863
2017-04-25,3.1600000858306885
2017-04-26,3.3499999046325684
2017-04-27,3.380000114440918
2017-04-28,3.3299999237060547
2017-05-01,3.2699999809265137
2017-05-02,3.0899999141693115
2017-05-03,3.109999895095825
2017-05-04,3.059999942779541
2017-05-05,3.109999895095825
2017-05-08,3.0810000896453857
2017-05-09,3.069999933242798
2017-05-10,3.2200000286102295
2017-05-11,3.190000057220459
2017-05-12,3.25
2017-05-15,3.1500000953674316
2017-05-16,3.299999952316284
2017-05-17,3.069999933242798
2017-05-18,3.180000066757202
2017-05-19,3.2699999809265137
2017-05-22,3.2799999713897705
2017-05-23,3.2300000190734863
2017-05-24,3.299999952316284
2017-05-25,3.299999952316284
2017-05-26,3.1600000858306885
2017-05-30,3.0
2017-05-31,3.0999999046325684
2017-06-01,3.0199999809265137
2017-06-02,3.0999999046325684
2017-06-05,3.049999952316284
2017-06-06,3.0899999141693115
2017-06-07,3.0199999809265137
2017-06-08,3.0299999713897705
2017-06-09,2.990000009536743
2017-06-12,2.9200000762939453
2017-06-13,2.9800000190734863
2017-06-14,2.9700000286102295
2017-06-15,2.9100000858306885
2017-06-16,2.930000066757202
2017-06-19,3.0399999618530273
2017-06-20,3.0299999713897705
2017-06-21,3.0999999046325684
2017-06-22,3.109999895095825
2017-06-23,3.2300000190734863
2017-06-26,3.302000045776367
2017-06-27,3.369999885559082
2017-06-28,3.2300000190734863
2017-06-29,3.25
2017-06-30,3.1700000762939453
2017-07-03,3.240000009536743
2017-07-05,3.2699999809265137
2017-07-06,3.25
2017-07-07,3.3299999237060547
2017-07-10,3.3299999237060547
2017-07-11,3.259999990463257
2017-07-12,3.2750000953674316
2017-07-13,3.319999933242798
2017-07-14,3.259999990463257
2017-07-17,3.4100000858306885
2017-07-18,3.4200000762939453
2017-07-19,3.369999885559082
2017-07-20,3.559999942779541
2017-07-21,4.130000114440918
2017-07-24,4.150000095367432
2017-07-25,4.309999942779541
2017-07-26,3.9800000190734863
2017-07-27,3.8299999237060547
2017-07-28,3.799999952316284
2017-07-31,3.759999990463257
2017-08-01,3.6500000953674316
2017-08-02,3.5399999618530273
2017-08-03,3.380000114440918
2017-08-04,3.5999999046325684
2017-08-07,3.3499999046325684
2017-08-08,3.490000009536743
2017-08-09,3.380000114440918
2017-08-10,3.1600000858306885
2017-08-11,3.259999990463257
2017-08-14,3.3299999237060547
2017-08-15,3.200000047683716
2017-08-16,3.259999990463257
2017-08-17,3.0999999046325684
2017-08-18,3.0
2017-08-21,2.8299999237060547
2017-08-22,2.75
2017-08-23,2.930000066757202
2017-08-24,3.180000066757202
2017-08-25,3.190000057220459
2017-08-28,3.299999952316284
2017-08-29,3.5199999809265137
2017-08-30,3.450000047683716
2017-08-31,3.490000009536743
2017-09-01,3.5
2017-09-05,3.2799999713897705
2017-09-06,3.3399999141693115
2017-09-07,3.4200000762939453
2017-09-08,3.5399999618530273
2017-09-11,3.5399999618530273
2017-09-12,3.630000114440918
2017-09-13,3.7200000286102295
2017-09-14,3.6700000762939453
2017-09-15,3.9100000858306885
2017-09-18,3.990000009536743
2017-09-19,3.7899999618530273
2017-09-20,4.480000019073486
2017-09-21,4.519999980926514
2017-09-22,4.579999923706055
2017-09-25,5.050000190734863
2017-09-26,4.849999904632568
2017-09-27,5.0
2017-09-28,5.090000152587891
2017-09-29,5.75
2017-10-02,6.269999980926514
2017-10-03,6.400000095367432
2017-10-04,6.510000228881836
2017-10-05,6.28000020980835
2017-10-06,6.239999771118164
2017-10-09,5.880000114440918
2017-10-10,5.78000020980835
2017-10-11,5.829999923706055
2017-10-12,5.659999847412109
