,CHX
2019-02-04,34.400001525878906
2019-02-05,34.41999816894531
2019-02-06,34.970001220703125
2019-02-07,34.040000915527344
2019-02-08,33.88999938964844
2019-02-11,34.4900016784668
2019-02-12,36.220001220703125
2019-02-13,35.4900016784668
2019-02-14,35.959999084472656
2019-02-15,36.790000915527344
2019-02-19,39.22999954223633
2019-02-20,40.220001220703125
2019-02-21,40.220001220703125
2019-02-22,40.470001220703125
2019-02-25,41.68000030517578
2019-02-26,41.77000045776367
2019-02-27,42.25
2019-02-28,41.97999954223633
2019-03-01,41.97999954223633
2019-03-04,41.5099983215332
2019-03-05,41.0
2019-03-06,40.040000915527344
2019-03-07,39.54999923706055
2019-03-08,39.36000061035156
2019-03-11,39.84000015258789
2019-03-12,39.869998931884766
2019-03-13,41.11000061035156
2019-03-14,40.970001220703125
2019-03-15,41.91999816894531
2019-03-18,42.060001373291016
2019-03-19,41.75
2019-03-20,42.52000045776367
2019-03-21,42.79999923706055
2019-03-22,39.7599983215332
2019-03-25,40.619998931884766
2019-03-26,41.59000015258789
2019-03-27,41.900001525878906
2019-03-28,41.470001220703125
2019-03-29,41.060001373291016
2019-04-01,41.65999984741211
2019-04-02,41.029998779296875
2019-04-03,39.72999954223633
2019-04-04,40.13999938964844
2019-04-05,41.79999923706055
2019-04-08,40.63999938964844
2019-04-09,40.47999954223633
2019-04-10,42.060001373291016
2019-04-11,41.15999984741211
2019-04-12,41.41999816894531
2019-04-15,40.790000915527344
2019-04-16,41.75
2019-04-17,40.869998931884766
2019-04-18,41.0
2019-04-22,42.83000183105469
2019-04-23,43.0
2019-04-24,41.7400016784668
2019-04-25,40.5099983215332
2019-04-26,39.97999954223633
2019-04-29,40.5
2019-04-30,39.689998626708984
2019-05-01,38.88999938964844
2019-05-02,39.15999984741211
2019-05-03,40.439998626708984
2019-05-06,40.290000915527344
2019-05-07,38.65999984741211
2019-05-08,38.52000045776367
2019-05-09,38.279998779296875
2019-05-10,37.869998931884766
2019-05-13,36.88999938964844
2019-05-14,36.959999084472656
2019-05-15,37.41999816894531
2019-05-16,36.59000015258789
2019-05-17,34.43000030517578
2019-05-20,34.560001373291016
2019-05-21,34.130001068115234
2019-05-22,33.040000915527344
2019-05-23,32.31999969482422
2019-05-24,30.8700008392334
2019-05-28,31.780000686645508
2019-05-29,31.770000457763672
2019-05-30,31.989999771118164
2019-05-31,31.010000228881836
2019-06-03,31.510000228881836
2019-06-04,32.130001068115234
2019-06-05,32.0
2019-06-06,32.439998626708984
2019-06-07,32.779998779296875
2019-06-10,32.220001220703125
2019-06-11,32.06999969482422
2019-06-12,30.600000381469727
2019-06-13,32.04999923706055
2019-06-14,31.049999237060547
2019-06-17,31.229999542236328
2019-06-18,31.809999465942383
2019-06-19,31.469999313354492
2019-06-20,31.850000381469727
2019-06-21,32.189998626708984
2019-06-24,31.229999542236328
2019-06-25,31.43000030517578
2019-06-26,32.27000045776367
2019-06-27,32.779998779296875
2019-06-28,33.540000915527344
2019-07-01,33.81999969482422
2019-07-02,31.700000762939453
2019-07-03,31.850000381469727
2019-07-05,31.969999313354492
2019-07-08,32.02000045776367
2019-07-09,31.969999313354492
2019-07-10,31.920000076293945
2019-07-11,31.40999984741211
2019-07-12,31.790000915527344
2019-07-15,30.860000610351562
2019-07-16,31.149999618530273
2019-07-17,30.25
2019-07-18,29.90999984741211
2019-07-19,30.290000915527344
2019-07-22,31.6200008392334
2019-07-23,31.6299991607666
2019-07-24,31.43000030517578
2019-07-25,30.389999389648438
2019-07-26,31.860000610351562
2019-07-29,31.329999923706055
2019-07-30,32.63999938964844
2019-07-31,32.529998779296875
2019-08-01,31.43000030517578
2019-08-02,30.75
2019-08-05,29.579999923706055
2019-08-06,29.360000610351562
2019-08-07,29.5
2019-08-08,29.399999618530273
2019-08-09,28.399999618530273
2019-08-12,28.670000076293945
2019-08-13,28.530000686645508
2019-08-14,26.290000915527344
2019-08-15,26.110000610351562
2019-08-16,26.09000015258789
2019-08-19,27.510000228881836
2019-08-20,27.18000030517578
2019-08-21,26.959999084472656
2019-08-22,26.399999618530273
2019-08-23,24.770000457763672
2019-08-26,24.6200008392334
2019-08-27,24.1299991607666
2019-08-28,25.200000762939453
2019-08-29,26.100000381469727
2019-08-30,25.979999542236328
2019-09-03,26.110000610351562
2019-09-04,26.649999618530273
2019-09-05,28.139999389648438
2019-09-06,28.25
2019-09-09,29.200000762939453
2019-09-10,29.299999237060547
2019-09-11,28.969999313354492
2019-09-12,28.809999465942383
2019-09-13,28.760000228881836
2019-09-16,32.209999084472656
2019-09-17,30.530000686645508
2019-09-18,29.799999237060547
2019-09-19,29.299999237060547
2019-09-20,29.489999771118164
2019-09-23,29.600000381469727
2019-09-24,27.780000686645508
2019-09-25,28.049999237060547
2019-09-26,26.75
2019-09-27,26.989999771118164
2019-09-30,27.049999237060547
2019-10-01,25.950000762939453
2019-10-02,25.260000228881836
2019-10-03,25.600000381469727
2019-10-04,25.3799991607666
2019-10-07,24.65999984741211
2019-10-08,24.030000686645508
2019-10-09,24.06999969482422
2019-10-10,24.25
2019-10-11,25.510000228881836
2019-10-14,25.420000076293945
2019-10-15,25.520000457763672
2019-10-16,25.350000381469727
2019-10-17,25.579999923706055
2019-10-18,25.280000686645508
2019-10-21,25.649999618530273
2019-10-22,25.290000915527344
2019-10-23,25.780000686645508
2019-10-24,25.8700008392334
2019-10-25,26.440000534057617
2019-10-28,26.399999618530273
2019-10-29,27.030000686645508
2019-10-30,25.389999389648438
2019-10-31,25.170000076293945
2019-11-01,26.329999923706055
2019-11-04,27.18000030517578
2019-11-05,27.270000457763672
2019-11-06,26.690000534057617
2019-11-07,27.030000686645508
2019-11-08,27.280000686645508
2019-11-11,27.110000610351562
2019-11-12,26.8700008392334
2019-11-13,26.469999313354492
2019-11-14,25.56999969482422
2019-11-15,25.6200008392334
2019-11-18,25.280000686645508
2019-11-19,25.34000015258789
2019-11-20,25.399999618530273
2019-11-21,26.260000228881836
2019-11-22,26.170000076293945
2019-11-25,26.90999984741211
2019-11-26,26.5
2019-11-27,26.420000076293945
2019-11-29,25.540000915527344
2019-12-02,25.959999084472656
2019-12-03,25.6299991607666
2019-12-04,26.43000030517578
2019-12-05,25.989999771118164
2019-12-06,27.329999923706055
2019-12-09,26.59000015258789
2019-12-10,27.719999313354492
2019-12-11,27.969999313354492
2019-12-12,29.110000610351562
2019-12-13,28.920000076293945
2019-12-16,29.229999542236328
2019-12-17,29.940000534057617
2019-12-18,30.670000076293945
2019-12-19,32.5
2019-12-20,32.79999923706055
2019-12-23,33.70000076293945
2019-12-24,33.93000030517578
2019-12-26,33.95000076293945
2019-12-27,34.150001525878906
2019-12-30,34.09000015258789
2019-12-31,33.779998779296875
2020-01-02,33.66999816894531
2020-01-03,33.59000015258789
2020-01-06,33.68000030517578
2020-01-07,33.2599983215332
2020-01-08,32.22999954223633
2020-01-09,32.27000045776367
2020-01-10,32.029998779296875
2020-01-13,31.520000457763672
2020-01-14,31.8799991607666
2020-01-15,31.190000534057617
2020-01-16,31.170000076293945
2020-01-17,31.020000457763672
2020-01-21,30.09000015258789
2020-01-22,29.459999084472656
2020-01-23,29.079999923706055
2020-01-24,28.790000915527344
2020-01-27,27.43000030517578
2020-01-28,27.6299991607666
2020-01-29,26.510000228881836
2020-01-30,26.610000610351562
2020-01-31,25.860000610351562
2020-02-03,25.809999465942383
2020-02-04,26.100000381469727
2020-02-05,27.219999313354492
2020-02-06,26.940000534057617
2020-02-07,26.6200008392334
2020-02-10,26.559999465942383
2020-02-11,26.729999542236328
2020-02-12,26.579999923706055
2020-02-13,25.420000076293945
2020-02-14,25.360000610351562
2020-02-18,25.920000076293945
2020-02-19,25.290000915527344
2020-02-20,25.770000457763672
2020-02-21,24.770000457763672
2020-02-24,23.09000015258789
2020-02-25,21.860000610351562
2020-02-26,20.68000030517578
2020-02-27,18.489999771118164
2020-02-28,18.600000381469727
2020-03-02,19.690000534057617
2020-03-03,18.290000915527344
2020-03-04,17.6200008392334
2020-03-05,17.219999313354492
2020-03-06,15.479999542236328
2020-03-09,8.640000343322754
2020-03-10,8.100000381469727
2020-03-11,8.130000114440918
2020-03-12,6.650000095367432
2020-03-13,6.659999847412109
2020-03-16,4.46999979019165
2020-03-17,3.6700000762939453
2020-03-18,3.4000000953674316
2020-03-19,3.450000047683716
2020-03-20,3.619999885559082
2020-03-23,3.0199999809265137
2020-03-24,4.190000057220459
2020-03-25,5.670000076293945
2020-03-26,6.289999961853027
2020-03-27,5.900000095367432
2020-03-30,5.760000228881836
2020-03-31,5.75
2020-04-01,6.099999904632568
2020-04-02,7.039999961853027
2020-04-03,6.510000228881836
2020-04-06,7.03000020980835
2020-04-07,7.230000019073486
2020-04-08,8.65999984741211
2020-04-09,9.300000190734863
2020-04-13,9.359999656677246
2020-04-14,8.579999923706055
2020-04-15,7.650000095367432
2020-04-16,6.070000171661377
2020-04-17,7.460000038146973
2020-04-20,7.309999942779541
2020-04-21,6.880000114440918
2020-04-22,6.929999828338623
2020-04-23,8.609999656677246
2020-04-24,8.350000381469727
2020-04-27,8.619999885559082
2020-04-28,10.899999618530273
2020-04-29,10.680000305175781
2020-04-30,9.210000038146973
2020-05-01,8.899999618530273
2020-05-04,9.0600004196167
2020-05-05,9.149999618530273
2020-05-06,8.600000381469727
2020-05-07,8.90999984741211
2020-05-08,9.850000381469727
2020-05-11,9.359999656677246
2020-05-12,9.170000076293945
2020-05-13,8.470000267028809
2020-05-14,8.649999618530273
2020-05-15,8.449999809265137
2020-05-18,9.010000228881836
2020-05-19,8.640000343322754
2020-05-20,8.989999771118164
2020-05-21,8.800000190734863
2020-05-22,8.649999618530273
2020-05-26,8.819999694824219
2020-05-27,8.770000457763672
2020-05-28,8.90999984741211
2020-05-29,9.069999694824219
2020-06-01,9.149999618530273
2020-06-02,10.09000015258789
2020-06-03,10.34000015258789
2020-06-04,10.960000038146973
2020-06-05,12.100000381469727
2020-06-08,13.75
2020-06-09,12.800000190734863
2020-06-10,11.729999542236328
2020-06-11,10.460000038146973
2020-06-12,10.420000076293945
2020-06-15,10.289999961853027
2020-06-16,10.350000381469727
2020-06-17,10.050000190734863
2020-06-18,9.760000228881836
2020-06-19,9.779999732971191
2020-06-22,10.119999885559082
2020-06-23,10.34000015258789
2020-06-24,9.5
2020-06-25,9.880000114440918
2020-06-26,9.350000381469727
2020-06-29,9.649999618530273
2020-06-30,9.760000228881836
2020-07-01,9.40999984741211
2020-07-02,9.6899995803833
2020-07-06,9.710000038146973
2020-07-07,9.4399995803833
2020-07-08,9.390000343322754
2020-07-09,8.5600004196167
2020-07-10,8.949999809265137
2020-07-13,8.489999771118164
2020-07-14,8.850000381469727
2020-07-15,9.470000267028809
2020-07-16,9.130000114440918
2020-07-17,8.850000381469727
2020-07-20,8.800000190734863
2020-07-21,9.579999923706055
2020-07-22,9.260000228881836
2020-07-23,9.649999618530273
2020-07-24,9.680000305175781
2020-07-27,9.739999771118164
2020-07-28,9.510000228881836
2020-07-29,9.9399995803833
2020-07-30,9.779999732971191
2020-07-31,9.510000228881836
2020-08-03,9.739999771118164
2020-08-04,10.010000228881836
2020-08-05,10.350000381469727
2020-08-06,10.359999656677246
2020-08-07,10.600000381469727
2020-08-10,11.25
2020-08-11,11.1899995803833
2020-08-12,11.1899995803833
2020-08-13,11.119999885559082
2020-08-14,11.100000381469727
2020-08-17,10.770000457763672
2020-08-18,10.520000457763672
2020-08-19,10.40999984741211
2020-08-20,10.020000457763672
2020-08-21,9.859999656677246
2020-08-24,10.510000228881836
2020-08-25,10.510000228881836
2020-08-26,10.100000381469727
2020-08-27,10.300000190734863
2020-08-28,10.569999694824219
2020-08-31,10.239999771118164
2020-09-01,10.300000190734863
2020-09-02,10.0
2020-09-03,10.0
2020-09-04,10.109999656677246
2020-09-08,9.800000190734863
2020-09-09,9.5600004196167
2020-09-10,8.84000015258789
2020-09-11,8.850000381469727
2020-09-14,9.020000457763672
2020-09-15,9.130000114440918
2020-09-16,9.869999885559082
2020-09-17,9.640000343322754
2020-09-18,9.15999984741211
2020-09-21,8.819999694824219
2020-09-22,8.84000015258789
2020-09-23,8.210000038146973
2020-09-24,8.1899995803833
2020-09-25,8.079999923706055
2020-09-28,8.260000228881836
2020-09-29,7.96999979019165
2020-09-30,7.989999771118164
2020-10-01,7.949999809265137
2020-10-02,8.239999771118164
2020-10-05,8.550000190734863
2020-10-06,8.239999771118164
2020-10-07,8.0
2020-10-08,8.609999656677246
2020-10-09,8.630000114440918
2020-10-12,8.550000190734863
2020-10-13,8.3100004196167
2020-10-14,8.319999694824219
2020-10-15,8.449999809265137
2020-10-16,7.949999809265137
2020-10-19,7.920000076293945
2020-10-20,8.260000228881836
2020-10-21,8.1899995803833
2020-10-22,8.460000038146973
2020-10-23,8.510000228881836
2020-10-26,7.820000171661377
2020-10-27,7.579999923706055
2020-10-28,7.150000095367432
2020-10-29,8.0
2020-10-30,8.729999542236328
2020-11-02,9.3100004196167
2020-11-03,9.170000076293945
2020-11-04,8.930000305175781
2020-11-05,8.920000076293945
2020-11-06,8.369999885559082
2020-11-09,10.430000305175781
2020-11-10,10.420000076293945
2020-11-11,10.220000267028809
2020-11-12,10.130000114440918
2020-11-13,10.390000343322754
2020-11-16,11.5
2020-11-17,12.109999656677246
2020-11-18,11.630000114440918
2020-11-19,11.829999923706055
2020-11-20,11.789999961853027
2020-11-23,13.010000228881836
2020-11-24,13.640000343322754
2020-11-25,13.130000114440918
2020-11-27,12.819999694824219
2020-11-30,11.880000114440918
2020-12-01,12.609999656677246
2020-12-02,12.90999984741211
2020-12-03,13.079999923706055
2020-12-04,14.270000457763672
2020-12-07,13.4399995803833
2020-12-08,13.800000190734863
2020-12-09,13.470000267028809
2020-12-10,13.949999809265137
2020-12-11,13.859999656677246
2020-12-14,14.010000228881836
2020-12-15,14.550000190734863
2020-12-16,14.75
2020-12-17,14.619999885559082
2020-12-18,14.069999694824219
2020-12-21,13.779999732971191
2020-12-22,13.90999984741211
2020-12-23,15.079999923706055
2020-12-24,14.920000076293945
2020-12-28,14.630000114440918
2020-12-29,14.75
2020-12-30,15.079999923706055
2020-12-31,15.300000190734863
2021-01-04,15.6899995803833
2021-01-05,16.799999237060547
2021-01-06,17.6299991607666
2021-01-07,18.100000381469727
2021-01-08,17.790000915527344
2021-01-11,18.15999984741211
2021-01-12,18.3799991607666
2021-01-13,17.979999542236328
2021-01-14,18.5
2021-01-15,17.690000534057617
2021-01-19,17.709999084472656
2021-01-20,17.299999237060547
2021-01-21,16.545000076293945
2021-01-22,17.18000030517578
2021-01-25,16.100000381469727
2021-01-26,15.805000305175781
2021-01-27,14.920000076293945
2021-01-28,15.6899995803833
2021-01-29,15.289999961853027
2021-02-01,15.25
2021-02-02,15.614999771118164
2021-02-03,16.420000076293945
2021-02-04,16.8799991607666
2021-02-05,16.959999084472656
2021-02-08,17.415000915527344
2021-02-09,17.190000534057617
2021-02-10,17.260000228881836
2021-02-11,16.68000030517578
2021-02-12,16.799999237060547
2021-02-16,17.46500015258789
2021-02-17,18.170000076293945
2021-02-18,17.610000610351562
2021-02-19,18.18000030517578
2021-02-22,19.149999618530273
2021-02-23,19.1299991607666
2021-02-24,21.079999923706055
2021-02-25,20.719999313354492
2021-02-26,21.270000457763672
2021-03-01,22.81999969482422
2021-03-02,21.860000610351562
2021-03-03,21.6299991607666
2021-03-04,21.68000030517578
2021-03-05,23.3700008392334
2021-03-08,23.969999313354492
2021-03-09,22.610000610351562
2021-03-10,24.43000030517578
2021-03-11,24.979999542236328
2021-03-12,25.065000534057617
2021-03-15,25.219999313354492
2021-03-16,24.540000915527344
2021-03-17,24.010000228881836
2021-03-18,22.479999542236328
2021-03-19,22.389999389648438
2021-03-22,22.1299991607666
2021-03-23,20.329999923706055
2021-03-24,21.0
2021-03-25,21.56999969482422
2021-03-26,22.209999084472656
2021-03-29,21.389999389648438
2021-03-30,21.260000228881836
2021-03-31,21.729999542236328
2021-04-01,21.56999969482422
2021-04-05,21.59000015258789
2021-04-06,21.329999923706055
2021-04-07,21.139999389648438
2021-04-08,20.809999465942383
2021-04-09,20.479999542236328
2021-04-12,20.989999771118164
2021-04-13,20.459999084472656
2021-04-14,21.420000076293945
2021-04-15,20.940000534057617
2021-04-16,20.90999984741211
2021-04-19,20.6299991607666
2021-04-20,18.940000534057617
2021-04-21,19.690000534057617
2021-04-22,19.8700008392334
2021-04-23,20.415000915527344
2021-04-26,20.719999313354492
2021-04-27,20.360000610351562
2021-04-28,21.700000762939453
2021-04-29,21.329999923706055
2021-04-30,21.010000228881836
2021-05-03,22.110000610351562
2021-05-04,22.469999313354492
2021-05-05,23.5
2021-05-06,23.979999542236328
2021-05-07,25.190000534057617
2021-05-10,24.040000915527344
2021-05-11,24.1200008392334
2021-05-12,24.700000762939453
2021-05-13,24.719999313354492
2021-05-14,25.770000457763672
