,ACBI
2015-11-02,15.0
2015-11-03,15.65999984741211
2015-11-04,14.305000305175781
2015-11-05,14.050000190734863
2015-11-06,14.149999618530273
2015-11-09,14.25
2015-11-10,14.25
2015-11-11,14.300000190734863
2015-11-12,14.260000228881836
2015-11-13,14.789999961853027
2015-11-16,14.529999732971191
2015-11-17,14.75
2015-11-18,14.569999694824219
2015-11-19,14.5
2015-11-20,14.270000457763672
2015-11-23,14.359999656677246
2015-11-24,14.449999809265137
2015-11-25,14.319999694824219
2015-11-27,14.350000381469727
2015-11-30,14.430000305175781
2015-12-01,14.529999732971191
2015-12-02,14.520000457763672
2015-12-03,14.369999885559082
2015-12-04,14.399999618530273
2015-12-07,14.6899995803833
2015-12-08,14.670000076293945
2015-12-09,14.680000305175781
2015-12-10,14.640000343322754
2015-12-11,14.529999732971191
2015-12-14,14.210000038146973
2015-12-15,14.479999542236328
2015-12-16,14.75
2015-12-17,14.640000343322754
2015-12-18,14.649999618530273
2015-12-21,14.699999809265137
2015-12-22,14.6899995803833
2015-12-23,14.890000343322754
2015-12-24,14.779999732971191
2015-12-28,14.520000457763672
2015-12-29,14.930000305175781
2015-12-30,14.84000015258789
2015-12-31,14.979999542236328
2016-01-04,14.850000381469727
2016-01-05,14.470000267028809
2016-01-06,14.489999771118164
2016-01-07,14.40999984741211
2016-01-08,14.15999984741211
2016-01-11,13.979999542236328
2016-01-12,14.010000228881836
2016-01-13,13.640000343322754
2016-01-14,13.789999961853027
2016-01-15,13.760000228881836
2016-01-19,13.520000457763672
2016-01-20,13.460000038146973
2016-01-21,13.539999961853027
2016-01-22,13.5
2016-01-25,13.369999885559082
2016-01-26,13.399999618530273
2016-01-27,13.399999618530273
2016-01-28,13.359999656677246
2016-01-29,13.350000381469727
2016-02-01,13.34000015258789
2016-02-02,13.220000267028809
2016-02-03,13.199999809265137
2016-02-04,13.25
2016-02-05,13.119999885559082
2016-02-08,12.739999771118164
2016-02-09,12.550000190734863
2016-02-10,12.420000076293945
2016-02-11,11.869999885559082
2016-02-12,12.229999542236328
2016-02-16,12.149999618530273
2016-02-17,11.880000114440918
2016-02-18,11.880000114440918
2016-02-19,11.890000343322754
2016-02-22,11.970000267028809
2016-02-23,12.350000381469727
2016-02-24,12.470000267028809
2016-02-25,12.479999542236328
2016-02-26,12.550000190734863
2016-02-29,13.010000228881836
2016-03-01,13.390000343322754
2016-03-02,13.15999984741211
2016-03-03,12.649999618530273
2016-03-04,13.289999961853027
2016-03-07,13.239999771118164
2016-03-08,13.210000038146973
2016-03-09,13.229999542236328
2016-03-10,13.319999694824219
2016-03-11,13.319999694824219
2016-03-14,13.399999618530273
2016-03-15,13.300000190734863
2016-03-16,13.5
2016-03-17,13.369999885559082
2016-03-18,13.6899995803833
2016-03-21,13.960000038146973
2016-03-22,13.760000228881836
2016-03-23,13.899999618530273
2016-03-24,13.9399995803833
2016-03-28,13.930000305175781
2016-03-29,13.949999809265137
2016-03-30,13.920000076293945
2016-03-31,13.9399995803833
2016-04-01,13.9399995803833
2016-04-04,13.890000343322754
2016-04-05,13.649999618530273
2016-04-06,13.90999984741211
2016-04-07,13.819999694824219
2016-04-08,13.850000381469727
2016-04-11,13.90999984741211
2016-04-12,13.899999618530273
2016-04-13,13.880000114440918
2016-04-14,13.90999984741211
2016-04-15,13.989999771118164
2016-04-18,14.010000228881836
2016-04-19,14.15999984741211
2016-04-20,14.1899995803833
2016-04-21,14.050000190734863
2016-04-22,14.140000343322754
2016-04-25,13.84000015258789
2016-04-26,14.199999809265137
2016-04-27,14.25
2016-04-28,14.359999656677246
2016-04-29,14.1899995803833
2016-05-02,14.229999542236328
2016-05-03,14.399999618530273
2016-05-04,14.420000076293945
2016-05-05,14.390000343322754
2016-05-06,14.210000038146973
2016-05-09,14.0
2016-05-10,14.430000305175781
2016-05-11,14.289999961853027
2016-05-12,14.09000015258789
2016-05-13,14.010000228881836
2016-05-16,14.180000305175781
2016-05-17,13.90999984741211
2016-05-18,14.0
2016-05-19,14.0
2016-05-20,14.029999732971191
2016-05-23,14.010000228881836
2016-05-24,14.100000381469727
2016-05-25,14.199999809265137
2016-05-26,14.220000267028809
2016-05-27,14.270000457763672
2016-05-31,14.220000267028809
2016-06-01,14.369999885559082
2016-06-02,14.3100004196167
2016-06-03,14.300000190734863
2016-06-06,14.3100004196167
2016-06-07,14.350000381469727
2016-06-08,14.460000038146973
2016-06-09,14.430000305175781
2016-06-10,14.369999885559082
2016-06-13,14.1899995803833
2016-06-14,14.15999984741211
2016-06-15,14.390000343322754
2016-06-16,14.210000038146973
2016-06-17,14.369999885559082
2016-06-20,14.239999771118164
2016-06-21,14.149999618530273
2016-06-22,14.319999694824219
2016-06-23,14.539999961853027
2016-06-24,13.850000381469727
2016-06-27,13.479999542236328
2016-06-28,13.800000190734863
2016-06-29,13.989999771118164
2016-06-30,14.460000038146973
2016-07-01,14.449999809265137
2016-07-05,14.449999809265137
2016-07-06,14.619999885559082
2016-07-07,14.59000015258789
2016-07-08,14.779999732971191
2016-07-11,14.859999656677246
2016-07-12,14.979999542236328
2016-07-13,15.020000457763672
2016-07-14,15.25
2016-07-15,15.229999542236328
2016-07-18,14.979999542236328
2016-07-19,14.920000076293945
2016-07-20,14.779999732971191
2016-07-21,14.529999732971191
2016-07-22,14.579999923706055
2016-07-25,14.529999732971191
2016-07-26,14.600000381469727
2016-07-27,14.75
2016-07-28,14.920000076293945
2016-07-29,14.829999923706055
2016-08-01,14.819999694824219
2016-08-02,14.59000015258789
2016-08-03,15.010000228881836
2016-08-04,15.0
2016-08-05,15.260000228881836
2016-08-08,15.149999618530273
2016-08-09,15.229999542236328
2016-08-10,15.140000343322754
2016-08-11,15.210000038146973
2016-08-12,15.130000114440918
2016-08-15,15.279999732971191
2016-08-16,15.4399995803833
2016-08-17,15.430000305175781
2016-08-18,15.470000267028809
2016-08-19,15.319999694824219
2016-08-22,15.359999656677246
2016-08-23,15.449999809265137
2016-08-24,15.5600004196167
2016-08-25,15.470000267028809
2016-08-26,15.40999984741211
2016-08-29,15.460000038146973
2016-08-30,15.390000343322754
2016-08-31,15.40999984741211
2016-09-01,15.4399995803833
2016-09-02,15.380000114440918
2016-09-06,15.390000343322754
2016-09-07,15.4399995803833
2016-09-08,15.40999984741211
2016-09-09,15.300000190734863
2016-09-12,15.449999809265137
2016-09-13,15.270000457763672
2016-09-14,15.319999694824219
2016-09-15,15.350000381469727
2016-09-16,14.819999694824219
2016-09-19,14.850000381469727
2016-09-20,15.0
2016-09-21,15.020000457763672
2016-09-22,15.0600004196167
2016-09-23,15.0
2016-09-26,14.579999923706055
2016-09-27,14.770000457763672
2016-09-28,14.800000190734863
2016-09-29,14.600000381469727
2016-09-30,14.979999542236328
2016-10-03,15.010000228881836
2016-10-04,15.020000457763672
2016-10-05,14.960000038146973
2016-10-06,14.979999542236328
2016-10-07,14.970000267028809
2016-10-10,15.0
2016-10-11,14.850000381469727
2016-10-12,15.0
2016-10-13,14.899999618530273
2016-10-14,14.949999809265137
2016-10-17,15.050000190734863
2016-10-18,14.949999809265137
2016-10-19,15.050000190734863
2016-10-20,15.0
2016-10-21,15.0
2016-10-24,15.0
2016-10-25,15.0
2016-10-26,15.0
2016-10-27,15.100000381469727
2016-10-28,15.0
2016-10-31,15.050000190734863
2016-11-01,14.800000190734863
2016-11-02,14.449999809265137
2016-11-03,14.300000190734863
2016-11-04,14.399999618530273
2016-11-07,14.649999618530273
2016-11-08,14.800000190734863
2016-11-09,15.300000190734863
2016-11-10,15.649999618530273
2016-11-11,15.5
2016-11-14,15.75
2016-11-15,15.699999809265137
2016-11-16,15.899999618530273
2016-11-17,15.800000190734863
2016-11-18,15.949999809265137
2016-11-21,15.899999618530273
2016-11-22,16.0
2016-11-23,16.149999618530273
2016-11-25,16.5
2016-11-28,16.149999618530273
2016-11-29,16.0
2016-11-30,16.100000381469727
2016-12-01,16.299999237060547
2016-12-02,16.149999618530273
2016-12-05,16.25
2016-12-06,16.25
2016-12-07,16.5
2016-12-08,17.0
2016-12-09,16.950000762939453
2016-12-12,16.799999237060547
2016-12-13,16.850000381469727
2016-12-14,16.75
2016-12-15,16.450000762939453
2016-12-16,16.950000762939453
2016-12-19,17.25
2016-12-20,17.75
2016-12-21,18.549999237060547
2016-12-22,18.649999618530273
2016-12-23,19.100000381469727
2016-12-27,18.950000762939453
2016-12-28,19.100000381469727
2016-12-29,19.049999237060547
2016-12-30,19.0
2017-01-03,18.899999618530273
2017-01-04,19.149999618530273
2017-01-05,19.299999237060547
2017-01-06,19.649999618530273
2017-01-09,19.700000762939453
2017-01-10,19.75
2017-01-11,20.049999237060547
2017-01-12,19.850000381469727
2017-01-13,19.950000762939453
2017-01-17,19.5
2017-01-18,19.600000381469727
2017-01-19,19.549999237060547
2017-01-20,19.600000381469727
2017-01-23,19.5
2017-01-24,19.799999237060547
2017-01-25,20.100000381469727
2017-01-26,20.0
2017-01-27,19.700000762939453
2017-01-30,19.0
2017-01-31,19.100000381469727
2017-02-01,19.049999237060547
2017-02-02,19.049999237060547
2017-02-03,19.5
2017-02-06,19.450000762939453
2017-02-07,19.25
2017-02-08,19.100000381469727
2017-02-09,19.049999237060547
2017-02-10,19.049999237060547
2017-02-13,19.200000762939453
2017-02-14,19.350000381469727
2017-02-15,19.450000762939453
2017-02-16,19.549999237060547
2017-02-17,19.200000762939453
2017-02-21,19.049999237060547
2017-02-22,19.100000381469727
2017-02-23,19.0
2017-02-24,18.399999618530273
2017-02-27,18.149999618530273
2017-02-28,18.0
2017-03-01,18.799999237060547
2017-03-02,18.799999237060547
2017-03-03,18.899999618530273
2017-03-06,18.799999237060547
2017-03-07,18.700000762939453
2017-03-08,18.549999237060547
2017-03-09,18.399999618530273
2017-03-10,18.200000762939453
2017-03-13,18.100000381469727
2017-03-14,18.0
2017-03-15,18.350000381469727
2017-03-16,18.25
2017-03-17,18.350000381469727
2017-03-20,18.200000762939453
2017-03-21,18.0
2017-03-22,18.049999237060547
2017-03-23,18.149999618530273
2017-03-24,18.200000762939453
2017-03-27,18.399999618530273
2017-03-28,18.5
2017-03-29,18.75
2017-03-30,19.100000381469727
2017-03-31,18.950000762939453
2017-04-03,19.100000381469727
2017-04-04,19.049999237060547
2017-04-05,18.75
2017-04-06,18.850000381469727
2017-04-07,18.899999618530273
2017-04-10,18.649999618530273
2017-04-11,18.549999237060547
2017-04-12,18.600000381469727
2017-04-13,18.25
2017-04-17,18.5
2017-04-18,18.549999237060547
2017-04-19,18.700000762939453
2017-04-20,18.700000762939453
2017-04-21,18.850000381469727
2017-04-24,19.299999237060547
2017-04-25,19.450000762939453
2017-04-26,19.450000762939453
2017-04-27,19.450000762939453
2017-04-28,19.600000381469727
2017-05-01,19.0
2017-05-02,18.299999237060547
2017-05-03,18.600000381469727
2017-05-04,19.149999618530273
2017-05-05,19.0
2017-05-08,19.049999237060547
2017-05-09,18.75
2017-05-10,18.5
2017-05-11,18.549999237060547
2017-05-12,18.399999618530273
2017-05-15,19.200000762939453
2017-05-16,19.25
2017-05-17,18.649999618530273
2017-05-18,19.0
2017-05-19,19.049999237060547
2017-05-22,19.100000381469727
2017-05-23,19.25
2017-05-24,18.75
2017-05-25,18.799999237060547
2017-05-26,18.649999618530273
2017-05-30,18.450000762939453
2017-05-31,18.549999237060547
2017-06-01,18.700000762939453
2017-06-02,18.649999618530273
2017-06-05,18.549999237060547
2017-06-06,18.399999618530273
2017-06-07,18.299999237060547
2017-06-08,18.649999618530273
2017-06-09,19.200000762939453
2017-06-12,19.350000381469727
2017-06-13,19.375
2017-06-14,19.200000762939453
2017-06-15,19.200000762939453
2017-06-16,18.850000381469727
2017-06-19,18.850000381469727
2017-06-20,18.649999618530273
2017-06-21,18.5
2017-06-22,18.649999618530273
2017-06-23,18.600000381469727
2017-06-26,18.700000762939453
2017-06-27,18.799999237060547
2017-06-28,18.950000762939453
2017-06-29,19.200000762939453
2017-06-30,19.0
2017-07-03,19.25
2017-07-05,19.25
2017-07-06,19.049999237060547
2017-07-07,19.299999237060547
2017-07-10,19.149999618530273
2017-07-11,18.799999237060547
2017-07-12,18.850000381469727
2017-07-13,18.600000381469727
2017-07-14,18.549999237060547
2017-07-17,18.799999237060547
2017-07-18,18.549999237060547
2017-07-19,18.5
2017-07-20,18.5
2017-07-21,18.600000381469727
2017-07-24,18.649999618530273
2017-07-25,18.850000381469727
2017-07-26,18.75
2017-07-27,18.75
2017-07-28,18.649999618530273
2017-07-31,19.299999237060547
2017-08-01,19.450000762939453
2017-08-02,19.25
2017-08-03,18.950000762939453
2017-08-04,19.200000762939453
2017-08-07,19.049999237060547
2017-08-08,19.100000381469727
2017-08-09,19.0
2017-08-10,18.600000381469727
2017-08-11,18.399999618530273
2017-08-14,18.700000762939453
2017-08-15,18.700000762939453
2017-08-16,18.700000762939453
2017-08-17,18.549999237060547
2017-08-18,17.200000762939453
2017-08-21,17.399999618530273
2017-08-22,17.450000762939453
2017-08-23,17.5
2017-08-24,17.5
2017-08-25,17.399999618530273
2017-08-28,17.5
2017-08-29,17.399999618530273
2017-08-30,17.75
2017-08-31,17.950000762939453
2017-09-01,17.299999237060547
2017-09-05,16.899999618530273
2017-09-06,16.950000762939453
2017-09-07,16.600000381469727
2017-09-08,16.799999237060547
2017-09-11,17.149999618530273
2017-09-12,17.149999618530273
2017-09-13,17.350000381469727
2017-09-14,17.700000762939453
2017-09-15,17.700000762939453
2017-09-18,17.649999618530273
2017-09-19,17.600000381469727
2017-09-20,17.799999237060547
2017-09-21,18.0
2017-09-22,17.899999618530273
2017-09-25,17.950000762939453
2017-09-26,18.200000762939453
2017-09-27,17.950000762939453
2017-09-28,18.149999618530273
2017-09-29,18.149999618530273
2017-10-02,18.299999237060547
2017-10-03,18.399999618530273
2017-10-04,18.5
2017-10-05,18.799999237060547
2017-10-06,18.799999237060547
2017-10-09,18.600000381469727
2017-10-10,18.75
2017-10-11,18.649999618530273
2017-10-12,18.549999237060547
2017-10-13,18.450000762939453
2017-10-16,18.5
2017-10-17,18.25
2017-10-18,18.200000762939453
2017-10-19,18.200000762939453
2017-10-20,17.950000762939453
2017-10-23,17.5
2017-10-24,17.399999618530273
2017-10-25,17.5
2017-10-26,17.450000762939453
2017-10-27,17.25
2017-10-30,16.600000381469727
2017-10-31,16.450000762939453
2017-11-01,16.399999618530273
2017-11-02,16.549999237060547
2017-11-03,16.450000762939453
2017-11-06,16.350000381469727
