,ACBI
2017-11-07,15.899999618530273
2017-11-08,15.899999618530273
2017-11-09,16.149999618530273
2017-11-10,16.475000381469727
2017-11-13,16.399999618530273
2017-11-14,16.5
2017-11-15,16.450000762939453
2017-11-16,16.649999618530273
2017-11-17,16.549999237060547
2017-11-20,16.649999618530273
2017-11-21,16.600000381469727
2017-11-22,16.75
2017-11-24,16.5
2017-11-27,16.5
2017-11-28,16.950000762939453
2017-11-29,17.25
2017-11-30,17.200000762939453
2017-12-01,16.850000381469727
2017-12-04,16.850000381469727
2017-12-05,16.75
2017-12-06,16.899999618530273
2017-12-07,16.850000381469727
2017-12-08,16.600000381469727
2017-12-11,16.5
2017-12-12,16.799999237060547
2017-12-13,16.850000381469727
2017-12-14,16.450000762939453
2017-12-15,17.100000381469727
2017-12-18,17.149999618530273
2017-12-19,17.200000762939453
2017-12-20,17.299999237060547
2017-12-21,17.549999237060547
2017-12-22,17.450000762939453
2017-12-26,17.350000381469727
2017-12-27,17.350000381469727
2017-12-28,17.450000762939453
2017-12-29,17.600000381469727
2018-01-02,17.399999618530273
2018-01-03,17.299999237060547
2018-01-04,17.75
2018-01-05,17.950000762939453
2018-01-08,17.850000381469727
2018-01-09,17.799999237060547
2018-01-10,17.850000381469727
2018-01-11,18.0
2018-01-12,18.049999237060547
2018-01-16,17.799999237060547
2018-01-17,17.899999618530273
2018-01-18,17.700000762939453
2018-01-19,17.75
2018-01-22,17.549999237060547
2018-01-23,17.649999618530273
2018-01-24,17.299999237060547
2018-01-25,16.950000762939453
2018-01-26,17.0
2018-01-29,16.75
2018-01-30,17.700000762939453
2018-01-31,17.850000381469727
2018-02-01,18.049999237060547
2018-02-02,17.850000381469727
2018-02-05,17.450000762939453
2018-02-06,17.350000381469727
2018-02-07,17.450000762939453
2018-02-08,16.850000381469727
2018-02-09,17.049999237060547
2018-02-12,17.149999618530273
2018-02-13,17.100000381469727
2018-02-14,17.299999237060547
2018-02-15,17.350000381469727
2018-02-16,17.450000762939453
2018-02-20,17.450000762939453
2018-02-21,17.700000762939453
2018-02-22,17.399999618530273
2018-02-23,17.5
2018-02-26,17.299999237060547
2018-02-27,17.299999237060547
2018-02-28,17.299999237060547
2018-03-01,17.299999237060547
2018-03-02,17.649999618530273
2018-03-05,17.850000381469727
2018-03-06,17.899999618530273
2018-03-07,17.899999618530273
2018-03-08,17.950000762939453
2018-03-09,18.100000381469727
2018-03-12,18.0
2018-03-13,18.100000381469727
2018-03-14,17.899999618530273
2018-03-15,18.0
2018-03-16,18.25
2018-03-19,18.149999618530273
2018-03-20,18.149999618530273
2018-03-21,18.299999237060547
2018-03-22,18.100000381469727
2018-03-23,17.799999237060547
2018-03-26,18.450000762939453
2018-03-27,18.149999618530273
2018-03-28,18.149999618530273
2018-03-29,18.100000381469727
2018-04-02,17.950000762939453
2018-04-03,18.299999237060547
2018-04-04,18.75
2018-04-05,18.950000762939453
2018-04-06,18.75
2018-04-09,18.850000381469727
2018-04-10,19.049999237060547
2018-04-11,18.899999618530273
2018-04-12,19.0
2018-04-13,18.899999618530273
2018-04-16,19.0
2018-04-17,19.0
2018-04-18,19.0
2018-04-19,19.049999237060547
2018-04-20,19.25
2018-04-23,19.350000381469727
2018-04-24,19.600000381469727
2018-04-25,19.200000762939453
2018-04-26,19.149999618530273
2018-04-27,19.899999618530273
2018-04-30,19.299999237060547
2018-05-01,19.399999618530273
2018-05-02,19.5
2018-05-03,19.399999618530273
2018-05-04,19.600000381469727
2018-05-07,19.549999237060547
2018-05-08,19.649999618530273
2018-05-09,19.799999237060547
2018-05-10,19.899999618530273
2018-05-11,20.100000381469727
2018-05-14,20.049999237060547
2018-05-15,20.299999237060547
2018-05-16,20.600000381469727
2018-05-17,20.75
2018-05-18,20.5
2018-05-21,20.850000381469727
2018-05-22,20.700000762939453
2018-05-23,20.799999237060547
2018-05-24,20.700000762939453
2018-05-25,21.0
2018-05-29,20.799999237060547
2018-05-30,20.950000762939453
2018-05-31,21.0
2018-06-01,21.299999237060547
2018-06-04,21.399999618530273
2018-06-05,21.0
2018-06-06,21.299999237060547
2018-06-07,21.299999237060547
2018-06-08,20.600000381469727
2018-06-11,20.850000381469727
2018-06-12,20.75
2018-06-13,20.899999618530273
2018-06-14,20.899999618530273
2018-06-15,20.899999618530273
2018-06-18,21.0
2018-06-19,21.200000762939453
2018-06-20,21.100000381469727
2018-06-21,20.799999237060547
2018-06-22,21.0
2018-06-25,20.600000381469727
2018-06-26,20.450000762939453
2018-06-27,19.950000762939453
2018-06-28,19.950000762939453
2018-06-29,19.649999618530273
2018-07-02,19.850000381469727
2018-07-03,19.799999237060547
2018-07-05,19.899999618530273
2018-07-06,20.049999237060547
2018-07-09,20.200000762939453
2018-07-10,19.950000762939453
2018-07-11,19.899999618530273
2018-07-12,19.899999618530273
2018-07-13,19.600000381469727
2018-07-16,19.649999618530273
2018-07-17,19.5
2018-07-18,19.549999237060547
2018-07-19,19.600000381469727
2018-07-20,19.649999618530273
2018-07-23,19.549999237060547
2018-07-24,19.399999618530273
2018-07-25,18.950000762939453
2018-07-26,18.850000381469727
2018-07-27,18.200000762939453
2018-07-30,17.950000762939453
2018-07-31,17.850000381469727
2018-08-01,17.950000762939453
2018-08-02,17.850000381469727
2018-08-03,17.75
2018-08-06,17.950000762939453
2018-08-07,18.100000381469727
2018-08-08,18.049999237060547
2018-08-09,18.149999618530273
2018-08-10,18.075000762939453
2018-08-13,17.950000762939453
2018-08-14,18.049999237060547
2018-08-15,18.100000381469727
2018-08-16,18.149999618530273
2018-08-17,18.25
2018-08-20,18.600000381469727
2018-08-21,18.899999618530273
2018-08-22,19.100000381469727
2018-08-23,18.799999237060547
2018-08-24,18.75
2018-08-27,18.649999618530273
2018-08-28,18.450000762939453
2018-08-29,18.350000381469727
2018-08-30,18.100000381469727
2018-08-31,18.25
2018-09-04,18.100000381469727
2018-09-05,17.950000762939453
2018-09-06,18.0
2018-09-07,18.100000381469727
2018-09-10,17.950000762939453
2018-09-11,17.850000381469727
2018-09-12,17.899999618530273
2018-09-13,17.75
2018-09-14,17.850000381469727
2018-09-17,17.799999237060547
2018-09-18,17.75
2018-09-19,17.450000762939453
2018-09-20,17.5
2018-09-21,17.5
2018-09-24,17.299999237060547
2018-09-25,17.049999237060547
2018-09-26,16.950000762939453
2018-09-27,16.799999237060547
2018-09-28,16.75
2018-10-01,16.59000015258789
2018-10-02,16.1299991607666
2018-10-03,16.770000457763672
2018-10-04,16.989999771118164
2018-10-05,16.979999542236328
2018-10-08,17.1299991607666
2018-10-09,16.940000534057617
2018-10-10,16.639999389648438
2018-10-11,15.880000114440918
2018-10-12,15.75
2018-10-15,15.90999984741211
2018-10-16,15.949999809265137
2018-10-17,16.18000030517578
2018-10-18,15.829999923706055
2018-10-19,15.649999618530273
2018-10-22,15.479999542236328
2018-10-23,15.5
2018-10-24,15.239999771118164
2018-10-25,15.5600004196167
2018-10-26,14.550000190734863
2018-10-29,15.260000228881836
2018-10-30,15.119999885559082
2018-10-31,15.069999694824219
2018-11-01,15.220000267028809
2018-11-02,15.220000267028809
2018-11-05,15.229999542236328
2018-11-06,15.350000381469727
2018-11-07,15.40999984741211
2018-11-08,15.789999961853027
2018-11-09,15.670000076293945
2018-11-12,15.699999809265137
2018-11-13,15.979999542236328
2018-11-14,15.390000343322754
2018-11-15,17.25
2018-11-16,17.360000610351562
2018-11-19,18.1200008392334
2018-11-20,17.799999237060547
2018-11-21,17.969999313354492
2018-11-23,17.979999542236328
2018-11-26,18.100000381469727
2018-11-27,17.989999771118164
2018-11-28,17.989999771118164
2018-11-29,18.09000015258789
2018-11-30,18.40999984741211
2018-12-03,18.450000762939453
2018-12-04,17.299999237060547
2018-12-06,17.479999542236328
2018-12-07,17.459999084472656
2018-12-10,17.530000686645508
2018-12-11,17.43000030517578
2018-12-12,17.600000381469727
2018-12-13,16.950000762939453
2018-12-14,16.56999969482422
2018-12-17,16.290000915527344
2018-12-18,16.209999084472656
2018-12-19,16.040000915527344
2018-12-20,15.90999984741211
2018-12-21,15.819999694824219
2018-12-24,15.710000038146973
2018-12-26,16.239999771118164
2018-12-27,16.079999923706055
2018-12-28,16.540000915527344
2018-12-31,16.3700008392334
2019-01-02,16.959999084472656
2019-01-03,16.989999771118164
2019-01-04,17.600000381469727
2019-01-07,17.770000457763672
2019-01-08,17.989999771118164
2019-01-09,17.93000030517578
2019-01-10,17.860000610351562
2019-01-11,17.989999771118164
2019-01-14,17.950000762939453
2019-01-15,17.799999237060547
2019-01-16,17.989999771118164
2019-01-17,17.850000381469727
2019-01-18,18.170000076293945
2019-01-22,18.360000610351562
2019-01-23,18.350000381469727
2019-01-24,18.389999389648438
2019-01-25,18.43000030517578
2019-01-28,18.329999923706055
2019-01-29,18.420000076293945
2019-01-30,18.34000015258789
2019-01-31,18.079999923706055
2019-02-01,18.139999389648438
2019-02-04,18.610000610351562
2019-02-05,18.639999389648438
2019-02-06,18.549999237060547
2019-02-07,18.549999237060547
2019-02-08,18.65999984741211
2019-02-11,18.670000076293945
2019-02-12,18.709999084472656
2019-02-13,18.780000686645508
2019-02-14,19.049999237060547
2019-02-15,19.34000015258789
2019-02-19,19.6299991607666
2019-02-20,19.649999618530273
2019-02-21,19.450000762939453
2019-02-22,19.600000381469727
2019-02-25,19.389999389648438
2019-02-26,19.15999984741211
2019-02-27,19.15999984741211
2019-02-28,19.280000686645508
2019-03-01,19.280000686645508
2019-03-04,19.31999969482422
2019-03-05,19.31999969482422
2019-03-06,18.610000610351562
2019-03-07,18.649999618530273
2019-03-08,18.920000076293945
2019-03-11,19.09000015258789
2019-03-12,18.940000534057617
2019-03-13,18.8799991607666
2019-03-14,18.90999984741211
2019-03-15,18.860000610351562
2019-03-18,19.010000228881836
2019-03-19,18.649999618530273
2019-03-20,18.079999923706055
2019-03-21,17.6299991607666
2019-03-22,16.84000015258789
2019-03-25,17.079999923706055
2019-03-26,17.610000610351562
2019-03-27,17.690000534057617
2019-03-28,17.979999542236328
2019-03-29,17.829999923706055
2019-04-01,18.0
2019-04-02,18.020000457763672
2019-04-03,18.149999618530273
2019-04-04,18.399999618530273
2019-04-05,18.299999237060547
2019-04-08,18.329999923706055
2019-04-09,18.0
2019-04-10,18.200000762939453
2019-04-11,18.270000457763672
2019-04-12,18.399999618530273
2019-04-15,18.0
2019-04-16,18.06999969482422
2019-04-17,18.239999771118164
2019-04-18,18.1200008392334
2019-04-22,17.709999084472656
2019-04-23,18.190000534057617
2019-04-24,18.3799991607666
2019-04-25,18.030000686645508
2019-04-26,17.700000762939453
2019-04-29,18.0
2019-04-30,17.440000534057617
2019-05-01,17.260000228881836
2019-05-02,17.3799991607666
2019-05-03,17.440000534057617
2019-05-06,17.68000030517578
2019-05-07,17.420000076293945
2019-05-08,17.489999771118164
2019-05-09,17.549999237060547
2019-05-10,17.610000610351562
2019-05-13,17.34000015258789
2019-05-14,17.479999542236328
2019-05-15,17.40999984741211
2019-05-16,17.760000228881836
2019-05-17,17.579999923706055
2019-05-20,17.5
2019-05-21,17.479999542236328
2019-05-22,17.1200008392334
2019-05-23,16.920000076293945
2019-05-24,17.229999542236328
2019-05-28,17.149999618530273
2019-05-29,17.299999237060547
2019-05-30,16.90999984741211
2019-05-31,16.360000610351562
2019-06-03,16.510000228881836
2019-06-04,17.1200008392334
2019-06-05,17.0
2019-06-06,16.809999465942383
2019-06-07,16.780000686645508
2019-06-10,17.059999465942383
2019-06-11,17.299999237060547
2019-06-12,17.1200008392334
2019-06-13,17.239999771118164
2019-06-14,17.219999313354492
2019-06-17,17.100000381469727
2019-06-18,17.219999313354492
2019-06-19,16.950000762939453
2019-06-20,16.899999618530273
2019-06-21,16.65999984741211
2019-06-24,16.510000228881836
2019-06-25,16.600000381469727
2019-06-26,16.6200008392334
2019-06-27,16.670000076293945
2019-06-28,17.1200008392334
2019-07-01,17.25
2019-07-02,17.200000762939453
2019-07-03,17.229999542236328
2019-07-05,17.690000534057617
2019-07-08,17.469999313354492
2019-07-09,17.459999084472656
2019-07-10,17.270000457763672
2019-07-11,17.469999313354492
2019-07-12,17.40999984741211
2019-07-15,17.1299991607666
2019-07-16,17.09000015258789
2019-07-17,17.049999237060547
2019-07-18,17.049999237060547
2019-07-19,17.079999923706055
2019-07-22,17.049999237060547
2019-07-23,17.049999237060547
2019-07-24,17.56999969482422
2019-07-25,17.219999313354492
2019-07-26,18.290000915527344
2019-07-29,18.25
2019-07-30,18.459999084472656
2019-07-31,18.389999389648438
2019-08-01,17.8700008392334
2019-08-02,17.950000762939453
2019-08-05,17.489999771118164
2019-08-06,17.530000686645508
2019-08-07,17.280000686645508
2019-08-08,17.510000228881836
2019-08-09,17.600000381469727
2019-08-12,17.25
2019-08-13,17.440000534057617
2019-08-14,17.280000686645508
2019-08-15,17.229999542236328
2019-08-16,17.559999465942383
2019-08-19,17.68000030517578
2019-08-20,17.350000381469727
2019-08-21,17.399999618530273
2019-08-22,17.415000915527344
2019-08-23,16.84000015258789
2019-08-26,16.790000915527344
2019-08-27,16.139999389648438
2019-08-28,16.1200008392334
2019-08-29,16.440000534057617
2019-08-30,16.299999237060547
2019-09-03,16.15999984741211
2019-09-04,16.030000686645508
2019-09-05,16.520000457763672
2019-09-06,15.970000267028809
2019-09-09,16.56999969482422
2019-09-10,17.06999969482422
