,CSTR
2017-02-07,19.149999618530273
2017-02-08,19.31999969482422
2017-02-09,19.0
2017-02-10,19.219999313354492
2017-02-13,19.65999984741211
2017-02-14,19.549999237060547
2017-02-15,19.309999465942383
2017-02-16,19.280000686645508
2017-02-17,19.549999237060547
2017-02-21,19.739999771118164
2017-02-22,19.559999465942383
2017-02-23,19.559999465942383
2017-02-24,19.299999237060547
2017-02-27,19.850000381469727
2017-02-28,19.75
2017-03-01,19.90999984741211
2017-03-02,19.709999084472656
2017-03-03,19.469999313354492
2017-03-06,19.239999771118164
2017-03-07,19.770000457763672
2017-03-08,19.40999984741211
2017-03-09,19.399999618530273
2017-03-10,19.350000381469727
2017-03-13,19.399999618530273
2017-03-14,19.3799991607666
2017-03-15,19.290000915527344
2017-03-16,19.3799991607666
2017-03-17,19.530000686645508
2017-03-20,19.139999389648438
2017-03-21,19.0
2017-03-22,19.0
2017-03-23,18.989999771118164
2017-03-24,18.860000610351562
2017-03-27,19.3799991607666
2017-03-28,19.190000534057617
2017-03-29,19.149999618530273
2017-03-30,19.0
2017-03-31,19.06999969482422
2017-04-03,19.079999923706055
2017-04-04,19.09000015258789
2017-04-05,18.979999542236328
2017-04-06,19.389999389648438
2017-04-07,19.100000381469727
2017-04-10,19.020000457763672
2017-04-11,19.190000534057617
2017-04-12,19.0
2017-04-13,19.020000457763672
2017-04-17,18.780000686645508
2017-04-18,18.049999237060547
2017-04-19,18.280000686645508
2017-04-20,18.09000015258789
2017-04-21,18.25
2017-04-24,18.270000457763672
2017-04-25,18.270000457763672
2017-04-26,18.010000228881836
2017-04-27,17.170000076293945
2017-04-28,17.639999389648438
2017-05-01,16.989999771118164
2017-05-02,17.100000381469727
2017-05-03,17.1200008392334
2017-05-04,17.1200008392334
2017-05-05,17.100000381469727
2017-05-08,17.18000030517578
2017-05-09,17.100000381469727
2017-05-10,17.06999969482422
2017-05-11,17.350000381469727
2017-05-12,17.43000030517578
2017-05-15,17.520000457763672
2017-05-16,17.649999618530273
2017-05-17,17.600000381469727
2017-05-18,17.700000762939453
2017-05-19,17.469999313354492
2017-05-22,17.770000457763672
2017-05-23,18.229999542236328
2017-05-24,18.149999618530273
2017-05-25,18.010000228881836
2017-05-26,18.440000534057617
2017-05-30,18.450000762939453
2017-05-31,17.979999542236328
2017-06-01,17.969999313354492
2017-06-02,18.270000457763672
2017-06-05,18.350000381469727
2017-06-06,18.389999389648438
2017-06-07,18.40999984741211
2017-06-08,18.520000457763672
2017-06-09,18.5
2017-06-12,18.329999923706055
2017-06-13,18.540000915527344
2017-06-14,18.799999237060547
2017-06-15,18.760000228881836
2017-06-16,17.549999237060547
2017-06-19,18.440000534057617
2017-06-20,18.489999771118164
2017-06-21,18.229999542236328
2017-06-22,18.34000015258789
2017-06-23,18.530000686645508
2017-06-26,18.709999084472656
2017-06-27,18.459999084472656
2017-06-28,18.420000076293945
2017-06-29,18.450000762939453
2017-06-30,17.739999771118164
2017-07-03,17.8700008392334
2017-07-05,17.739999771118164
2017-07-06,17.610000610351562
2017-07-07,18.149999618530273
2017-07-10,18.059999465942383
2017-07-11,17.56999969482422
2017-07-12,17.549999237060547
2017-07-13,17.65999984741211
2017-07-14,17.40999984741211
2017-07-17,17.979999542236328
2017-07-18,18.239999771118164
2017-07-19,18.450000762939453
2017-07-20,18.450000762939453
2017-07-21,18.149999618530273
2017-07-24,18.15999984741211
2017-07-25,18.5
2017-07-26,18.3799991607666
2017-07-27,18.790000915527344
2017-07-28,17.979999542236328
2017-07-31,17.600000381469727
2017-08-01,17.229999542236328
2017-08-02,17.309999465942383
2017-08-03,17.5
2017-08-04,17.790000915527344
2017-08-07,17.010000228881836
2017-08-08,16.860000610351562
2017-08-09,16.280000686645508
2017-08-10,16.239999771118164
2017-08-11,16.489999771118164
2017-08-14,16.809999465942383
2017-08-15,17.0
2017-08-16,17.149999618530273
2017-08-17,17.040000915527344
2017-08-18,17.010000228881836
2017-08-21,17.049999237060547
2017-08-22,17.020000457763672
2017-08-23,16.969999313354492
2017-08-24,17.020000457763672
2017-08-25,17.020000457763672
2017-08-28,17.06999969482422
2017-08-29,17.149999618530273
2017-08-30,17.260000228881836
2017-08-31,17.34000015258789
2017-09-01,17.25
2017-09-05,17.34000015258789
2017-09-06,17.440000534057617
2017-09-07,17.229999542236328
2017-09-08,17.6299991607666
2017-09-11,17.90999984741211
2017-09-12,18.0
2017-09-13,18.34000015258789
2017-09-14,17.889999389648438
2017-09-15,17.18000030517578
2017-09-18,17.3799991607666
2017-09-19,17.489999771118164
2017-09-20,17.690000534057617
2017-09-21,18.049999237060547
2017-09-22,18.0
2017-09-25,18.479999542236328
2017-09-26,18.329999923706055
2017-09-27,18.489999771118164
2017-09-28,19.06999969482422
2017-09-29,19.579999923706055
2017-10-02,20.170000076293945
2017-10-03,20.6299991607666
2017-10-04,19.5
2017-10-05,20.0
2017-10-06,20.100000381469727
2017-10-09,20.43000030517578
2017-10-10,20.65999984741211
2017-10-11,19.850000381469727
2017-10-12,19.079999923706055
2017-10-13,19.420000076293945
2017-10-16,20.729999542236328
2017-10-17,21.239999771118164
2017-10-18,21.219999313354492
2017-10-19,21.190000534057617
2017-10-20,20.989999771118164
2017-10-23,21.219999313354492
2017-10-24,21.100000381469727
2017-10-25,20.780000686645508
2017-10-26,21.170000076293945
2017-10-27,20.93000030517578
2017-10-30,20.469999313354492
2017-10-31,20.190000534057617
2017-11-01,19.459999084472656
2017-11-02,19.489999771118164
2017-11-03,19.649999618530273
2017-11-06,19.969999313354492
2017-11-07,19.360000610351562
2017-11-08,18.979999542236328
2017-11-09,19.450000762939453
2017-11-10,19.31999969482422
2017-11-13,19.420000076293945
2017-11-14,20.139999389648438
2017-11-15,19.93000030517578
2017-11-16,20.290000915527344
2017-11-17,20.329999923706055
2017-11-20,20.860000610351562
2017-11-21,20.790000915527344
2017-11-22,21.040000915527344
2017-11-24,20.920000076293945
2017-11-27,20.860000610351562
2017-11-28,21.079999923706055
2017-11-29,21.5
2017-11-30,21.940000534057617
2017-12-01,21.399999618530273
2017-12-04,21.350000381469727
2017-12-05,21.15999984741211
2017-12-06,21.31999969482422
2017-12-07,21.68000030517578
2017-12-08,21.309999465942383
2017-12-11,21.479999542236328
2017-12-12,21.270000457763672
2017-12-13,21.530000686645508
2017-12-14,21.1299991607666
2017-12-15,21.540000915527344
2017-12-18,21.920000076293945
2017-12-19,21.829999923706055
2017-12-20,21.81999969482422
2017-12-21,21.700000762939453
2017-12-22,21.75
2017-12-26,21.760000228881836
2017-12-27,21.639999389648438
2017-12-28,21.34000015258789
2017-12-29,20.770000457763672
2018-01-02,20.3700008392334
2018-01-03,20.530000686645508
2018-01-04,20.489999771118164
2018-01-05,20.709999084472656
2018-01-08,20.670000076293945
2018-01-09,20.690000534057617
2018-01-10,21.09000015258789
2018-01-11,21.420000076293945
2018-01-12,21.440000534057617
2018-01-16,21.309999465942383
2018-01-17,21.6299991607666
2018-01-18,21.59000015258789
2018-01-19,21.739999771118164
2018-01-22,21.610000610351562
2018-01-23,21.1200008392334
2018-01-24,20.93000030517578
2018-01-25,19.489999771118164
2018-01-26,19.780000686645508
2018-01-29,19.700000762939453
2018-01-30,19.540000915527344
2018-01-31,19.559999465942383
2018-02-01,19.25
2018-02-02,18.959999084472656
2018-02-05,18.1200008392334
2018-02-06,17.8700008392334
2018-02-07,18.170000076293945
2018-02-08,17.6299991607666
2018-02-09,17.899999618530273
2018-02-12,18.020000457763672
2018-02-13,17.81999969482422
2018-02-14,17.940000534057617
2018-02-15,18.18000030517578
2018-02-16,18.540000915527344
2018-02-20,18.06999969482422
2018-02-21,18.260000228881836
2018-02-22,18.43000030517578
2018-02-23,18.719999313354492
2018-02-26,19.649999618530273
2018-02-27,19.389999389648438
2018-02-28,19.020000457763672
2018-03-01,17.920000076293945
2018-03-02,18.06999969482422
2018-03-05,18.690000534057617
2018-03-06,19.020000457763672
2018-03-07,19.18000030517578
2018-03-08,19.200000762939453
2018-03-09,19.600000381469727
2018-03-12,19.59000015258789
2018-03-13,19.540000915527344
2018-03-14,19.610000610351562
2018-03-15,19.510000228881836
2018-03-16,19.389999389648438
2018-03-19,19.530000686645508
2018-03-20,19.8799991607666
2018-03-21,19.780000686645508
2018-03-22,18.649999618530273
2018-03-23,18.06999969482422
2018-03-26,18.639999389648438
2018-03-27,17.989999771118164
2018-03-28,18.829999923706055
2018-03-29,18.829999923706055
2018-04-02,17.950000762939453
2018-04-03,18.170000076293945
2018-04-04,18.600000381469727
2018-04-05,18.610000610351562
2018-04-06,17.940000534057617
2018-04-09,18.040000915527344
2018-04-10,18.079999923706055
2018-04-11,18.0
2018-04-12,17.610000610351562
2018-04-13,17.530000686645508
2018-04-16,17.610000610351562
2018-04-17,18.59000015258789
2018-04-18,18.389999389648438
2018-04-19,18.899999618530273
2018-04-20,19.25
2018-04-23,19.190000534057617
2018-04-24,19.299999237060547
2018-04-25,19.190000534057617
2018-04-26,19.100000381469727
2018-04-27,18.610000610351562
2018-04-30,19.09000015258789
2018-05-01,18.959999084472656
2018-05-02,19.360000610351562
2018-05-03,19.360000610351562
2018-05-04,19.770000457763672
2018-05-07,19.979999542236328
2018-05-08,19.690000534057617
2018-05-09,19.6299991607666
2018-05-10,19.690000534057617
2018-05-11,19.5
2018-05-14,19.31999969482422
2018-05-15,19.139999389648438
2018-05-16,19.479999542236328
2018-05-17,19.760000228881836
2018-05-18,19.959999084472656
2018-05-21,20.100000381469727
2018-05-22,19.93000030517578
2018-05-23,20.100000381469727
2018-05-24,20.25
2018-05-25,20.8700008392334
2018-05-29,20.079999923706055
2018-05-30,20.3700008392334
2018-05-31,20.25
2018-06-01,20.65999984741211
2018-06-04,20.079999923706055
2018-06-05,19.959999084472656
2018-06-06,20.190000534057617
2018-06-07,20.25
2018-06-08,20.049999237060547
2018-06-11,20.09000015258789
2018-06-12,19.8799991607666
2018-06-13,19.809999465942383
2018-06-14,19.790000915527344
2018-06-15,19.43000030517578
2018-06-18,19.3700008392334
2018-06-19,19.190000534057617
2018-06-20,19.059999465942383
2018-06-21,18.959999084472656
2018-06-22,19.56999969482422
2018-06-25,19.1299991607666
2018-06-26,19.1299991607666
2018-06-27,18.84000015258789
2018-06-28,18.690000534057617
2018-06-29,18.530000686645508
2018-07-02,18.84000015258789
2018-07-03,18.989999771118164
2018-07-05,19.219999313354492
2018-07-06,19.190000534057617
2018-07-09,19.420000076293945
2018-07-10,19.600000381469727
2018-07-11,19.809999465942383
2018-07-12,19.420000076293945
2018-07-13,19.43000030517578
2018-07-16,19.200000762939453
2018-07-17,19.610000610351562
2018-07-18,19.440000534057617
2018-07-19,19.40999984741211
2018-07-20,19.510000228881836
2018-07-23,19.530000686645508
2018-07-24,19.049999237060547
2018-07-25,18.84000015258789
2018-07-26,19.239999771118164
2018-07-27,18.549999237060547
2018-07-30,18.200000762939453
2018-07-31,17.899999618530273
2018-08-01,17.969999313354492
2018-08-02,18.059999465942383
2018-08-03,18.040000915527344
2018-08-06,18.0
2018-08-07,18.040000915527344
2018-08-08,18.139999389648438
2018-08-09,18.010000228881836
2018-08-10,17.8799991607666
2018-08-13,17.889999389648438
2018-08-14,17.93000030517578
2018-08-15,17.56999969482422
2018-08-16,17.739999771118164
2018-08-17,17.65999984741211
2018-08-20,17.81999969482422
2018-08-21,17.860000610351562
2018-08-22,17.8700008392334
2018-08-23,17.760000228881836
2018-08-24,17.68000030517578
2018-08-27,17.459999084472656
2018-08-28,17.350000381469727
2018-08-29,17.440000534057617
2018-08-30,17.399999618530273
2018-08-31,17.469999313354492
2018-09-04,17.479999542236328
2018-09-05,17.389999389648438
2018-09-06,17.350000381469727
2018-09-07,17.299999237060547
2018-09-10,16.940000534057617
2018-09-11,17.0
2018-09-12,16.850000381469727
2018-09-13,16.8700008392334
2018-09-14,16.979999542236328
2018-09-17,16.690000534057617
2018-09-18,16.600000381469727
2018-09-19,16.729999542236328
2018-09-20,17.040000915527344
2018-09-21,17.709999084472656
2018-09-24,17.3799991607666
2018-09-25,17.350000381469727
2018-09-26,17.149999618530273
2018-09-27,16.75
2018-09-28,16.700000762939453
2018-10-01,16.459999084472656
2018-10-02,16.510000228881836
2018-10-03,17.31999969482422
2018-10-04,16.920000076293945
2018-10-05,16.709999084472656
2018-10-08,16.68000030517578
2018-10-09,16.649999618530273
2018-10-10,16.5
2018-10-11,16.25
2018-10-12,15.600000381469727
2018-10-15,15.34000015258789
2018-10-16,15.210000038146973
2018-10-17,15.600000381469727
2018-10-18,15.470000267028809
2018-10-19,15.239999771118164
2018-10-22,15.069999694824219
2018-10-23,15.0
2018-10-24,13.989999771118164
2018-10-25,14.270000457763672
2018-10-26,14.40999984741211
2018-10-29,14.800000190734863
2018-10-30,14.729999542236328
2018-10-31,14.779999732971191
2018-11-01,14.899999618530273
2018-11-02,14.920000076293945
2018-11-05,15.020000457763672
2018-11-06,15.15999984741211
2018-11-07,15.050000190734863
2018-11-08,15.170000076293945
2018-11-09,15.5
2018-11-12,16.030000686645508
2018-11-13,16.25
2018-11-14,15.3100004196167
2018-11-15,15.470000267028809
2018-11-16,15.449999809265137
2018-11-19,15.420000076293945
2018-11-20,15.3100004196167
2018-11-21,15.449999809265137
2018-11-23,15.579999923706055
2018-11-26,15.699999809265137
2018-11-27,15.630000114440918
2018-11-28,16.1299991607666
2018-11-29,16.299999237060547
2018-11-30,16.3799991607666
2018-12-03,16.18000030517578
2018-12-04,15.880000114440918
2018-12-06,15.649999618530273
2018-12-07,15.579999923706055
2018-12-10,16.06999969482422
2018-12-11,15.550000190734863
2018-12-12,15.550000190734863
2018-12-13,15.510000228881836
2018-12-14,15.34000015258789
2018-12-17,15.039999961853027
2018-12-18,14.75
2018-12-19,14.279999732971191
2018-12-20,13.989999771118164
2018-12-21,14.130000114440918
2018-12-24,13.520000457763672
2018-12-26,14.670000076293945
2018-12-27,14.789999961853027
2018-12-28,14.569999694824219
2018-12-31,14.729999542236328
2019-01-02,15.0
2019-01-03,14.930000305175781
2019-01-04,15.0
2019-01-07,15.0
2019-01-08,15.199999809265137
2019-01-09,15.119999885559082
2019-01-10,15.069999694824219
2019-01-11,14.84000015258789
2019-01-14,15.050000190734863
2019-01-15,14.880000114440918
2019-01-16,14.979999542236328
2019-01-17,15.020000457763672
2019-01-18,15.039999961853027
2019-01-22,15.039999961853027
2019-01-23,15.079999923706055
2019-01-24,15.069999694824219
2019-01-25,15.539999961853027
2019-01-28,15.920000076293945
2019-01-29,16.0
2019-01-30,16.0
2019-01-31,15.949999809265137
2019-02-01,16.0
2019-02-04,16.239999771118164
2019-02-05,16.459999084472656
2019-02-06,16.489999771118164
2019-02-07,16.440000534057617
2019-02-08,16.290000915527344
2019-02-11,16.149999618530273
2019-02-12,16.270000457763672
2019-02-13,16.5
2019-02-14,16.43000030517578
2019-02-15,15.989999771118164
2019-02-19,16.59000015258789
2019-02-20,16.780000686645508
2019-02-21,16.920000076293945
2019-02-22,16.940000534057617
2019-02-25,16.950000762939453
2019-02-26,16.670000076293945
2019-02-27,16.81999969482422
2019-02-28,16.760000228881836
2019-03-01,16.760000228881836
2019-03-04,16.729999542236328
2019-03-05,16.510000228881836
2019-03-06,16.290000915527344
2019-03-07,16.100000381469727
2019-03-08,16.030000686645508
2019-03-11,15.850000381469727
2019-03-12,15.9399995803833
2019-03-13,15.880000114440918
2019-03-14,15.9399995803833
2019-03-15,15.529999732971191
2019-03-18,15.9399995803833
2019-03-19,15.84000015258789
2019-03-20,15.210000038146973
2019-03-21,15.029999732971191
2019-03-22,14.270000457763672
2019-03-25,14.199999809265137
2019-03-26,14.539999961853027
2019-03-27,14.739999771118164
2019-03-28,14.739999771118164
2019-03-29,14.4399995803833
2019-04-01,15.699999809265137
2019-04-02,15.84000015258789
2019-04-03,15.5600004196167
2019-04-04,15.59000015258789
2019-04-05,15.930000305175781
2019-04-08,15.949999809265137
2019-04-09,15.5600004196167
2019-04-10,15.520000457763672
2019-04-11,15.630000114440918
2019-04-12,15.819999694824219
2019-04-15,15.630000114440918
2019-04-16,15.850000381469727
2019-04-17,15.779999732971191
2019-04-18,15.569999694824219
2019-04-22,15.34000015258789
2019-04-23,15.579999923706055
2019-04-24,15.630000114440918
2019-04-25,15.4399995803833
2019-04-26,15.289999961853027
2019-04-29,15.670000076293945
2019-04-30,15.489999771118164
2019-05-01,15.350000381469727
2019-05-02,15.15999984741211
2019-05-03,15.369999885559082
2019-05-06,15.40999984741211
2019-05-07,15.100000381469727
2019-05-08,15.010000228881836
2019-05-09,14.949999809265137
2019-05-10,15.210000038146973
2019-05-13,14.770000457763672
2019-05-14,15.079999923706055
2019-05-15,14.859999656677246
2019-05-16,15.010000228881836
2019-05-17,14.800000190734863
2019-05-20,15.09000015258789
2019-05-21,15.119999885559082
2019-05-22,14.859999656677246
2019-05-23,14.609999656677246
2019-05-24,14.800000190734863
2019-05-28,14.539999961853027
2019-05-29,14.949999809265137
2019-05-30,14.989999771118164
2019-05-31,14.829999923706055
2019-06-03,14.9399995803833
2019-06-04,15.180000305175781
2019-06-05,14.640000343322754
2019-06-06,14.649999618530273
2019-06-07,14.989999771118164
2019-06-10,15.239999771118164
2019-06-11,15.6899995803833
2019-06-12,15.920000076293945
2019-06-13,15.960000038146973
2019-06-14,15.970000267028809
2019-06-17,15.829999923706055
2019-06-18,15.920000076293945
2019-06-19,15.970000267028809
2019-06-20,16.0
2019-06-21,15.930000305175781
2019-06-24,14.960000038146973
2019-06-25,15.069999694824219
2019-06-26,14.5
2019-06-27,14.850000381469727
2019-06-28,15.149999618530273
2019-07-01,15.119999885559082
2019-07-02,14.9399995803833
2019-07-03,15.100000381469727
2019-07-05,15.25
2019-07-08,15.0
2019-07-09,15.119999885559082
2019-07-10,15.0600004196167
2019-07-11,15.180000305175781
2019-07-12,15.180000305175781
2019-07-15,15.029999732971191
2019-07-16,15.069999694824219
2019-07-17,14.859999656677246
2019-07-18,14.84000015258789
2019-07-19,14.930000305175781
2019-07-22,14.75
2019-07-23,14.739999771118164
2019-07-24,15.100000381469727
2019-07-25,15.229999542236328
2019-07-26,15.84000015258789
2019-07-29,15.970000267028809
2019-07-30,16.06999969482422
2019-07-31,16.200000762939453
2019-08-01,15.970000267028809
2019-08-02,15.739999771118164
2019-08-05,15.15999984741211
2019-08-06,15.0
2019-08-07,15.1899995803833
2019-08-08,15.4399995803833
2019-08-09,15.390000343322754
2019-08-12,15.300000190734863
2019-08-13,15.489999771118164
2019-08-14,15.050000190734863
2019-08-15,15.0600004196167
2019-08-16,15.260000228881836
2019-08-19,15.420000076293945
2019-08-20,15.279999732971191
2019-08-21,15.579999923706055
2019-08-22,15.5
2019-08-23,15.100000381469727
2019-08-26,15.449999809265137
2019-08-27,15.149999618530273
2019-08-28,15.3100004196167
2019-08-29,15.579999923706055
2019-08-30,15.460000038146973
2019-09-03,15.229999542236328
2019-09-04,15.09000015258789
2019-09-05,15.40999984741211
2019-09-06,15.430000305175781
2019-09-09,15.600000381469727
2019-09-10,15.9399995803833
2019-09-11,15.420000076293945
2019-09-12,15.75
2019-09-13,15.899999618530273
2019-09-16,16.43000030517578
2019-09-17,16.860000610351562
2019-09-18,16.75
2019-09-19,16.809999465942383
2019-09-20,16.81999969482422
2019-09-23,16.969999313354492
2019-09-24,16.530000686645508
2019-09-25,16.920000076293945
2019-09-26,16.56999969482422
2019-09-27,16.65999984741211
2019-09-30,16.579999923706055
2019-10-01,16.270000457763672
2019-10-02,16.239999771118164
2019-10-03,16.299999237060547
2019-10-04,16.479999542236328
2019-10-07,16.40999984741211
2019-10-08,16.260000228881836
2019-10-09,16.110000610351562
2019-10-10,16.049999237060547
2019-10-11,16.1200008392334
2019-10-14,16.190000534057617
2019-10-15,16.219999313354492
2019-10-16,16.1299991607666
2019-10-17,15.850000381469727
2019-10-18,15.890000343322754
2019-10-21,16.420000076293945
2019-10-22,16.40999984741211
2019-10-23,16.3700008392334
2019-10-24,16.420000076293945
2019-10-25,16.760000228881836
2019-10-28,16.969999313354492
2019-10-29,17.139999389648438
2019-10-30,17.0049991607666
2019-10-31,16.90999984741211
2019-11-01,16.979999542236328
2019-11-04,17.049999237060547
2019-11-05,17.09000015258789
2019-11-06,17.059999465942383
2019-11-07,16.979999542236328
2019-11-08,16.889999389648438
2019-11-11,16.8700008392334
2019-11-12,16.90999984741211
2019-11-13,16.770000457763672
2019-11-14,16.65999984741211
2019-11-15,16.809999465942383
2019-11-18,16.969999313354492
2019-11-19,17.0
2019-11-20,16.899999618530273
2019-11-21,16.8700008392334
2019-11-22,16.940000534057617
2019-11-25,17.0
2019-11-26,16.920000076293945
2019-11-27,16.950000762939453
2019-11-29,16.799999237060547
2019-12-02,16.649999618530273
2019-12-03,16.309999465942383
2019-12-04,16.450000762939453
2019-12-05,16.479999542236328
2019-12-06,16.889999389648438
2019-12-09,16.84000015258789
2019-12-10,16.850000381469727
2019-12-11,16.959999084472656
2019-12-12,17.139999389648438
2019-12-13,17.059999465942383
2019-12-16,17.389999389648438
2019-12-17,17.309999465942383
2019-12-18,17.15999984741211
2019-12-19,17.139999389648438
2019-12-20,17.030000686645508
2019-12-23,16.65999984741211
2019-12-24,16.68000030517578
2019-12-26,16.719999313354492
2019-12-27,16.6200008392334
2019-12-30,16.68000030517578
2019-12-31,16.649999618530273
2020-01-02,16.639999389648438
2020-01-03,16.450000762939453
2020-01-06,16.420000076293945
2020-01-07,16.329999923706055
2020-01-08,16.350000381469727
2020-01-09,16.190000534057617
2020-01-10,16.15999984741211
2020-01-13,16.290000915527344
2020-01-14,16.170000076293945
2020-01-15,16.149999618530273
2020-01-16,16.3799991607666
2020-01-17,16.260000228881836
2020-01-21,16.260000228881836
2020-01-22,16.149999618530273
2020-01-23,16.229999542236328
2020-01-24,15.319999694824219
2020-01-27,15.34000015258789
2020-01-28,15.1899995803833
2020-01-29,15.029999732971191
2020-01-30,15.140000343322754
2020-01-31,14.970000267028809
2020-02-03,15.149999618530273
2020-02-04,15.170000076293945
2020-02-05,15.539999961853027
2020-02-06,15.420000076293945
2020-02-07,15.289999961853027
2020-02-10,15.399999618530273
2020-02-11,15.3100004196167
2020-02-12,15.329999923706055
2020-02-13,15.4399995803833
2020-02-14,15.220000267028809
2020-02-18,15.09000015258789
2020-02-19,15.279999732971191
2020-02-20,15.3100004196167
2020-02-21,15.350000381469727
2020-02-24,15.0600004196167
2020-02-25,15.119999885559082
2020-02-26,15.119999885559082
2020-02-27,14.100000381469727
2020-02-28,13.4399995803833
2020-03-02,13.729999542236328
2020-03-03,13.109999656677246
2020-03-04,13.619999885559082
2020-03-05,13.300000190734863
2020-03-06,13.170000076293945
2020-03-09,11.579999923706055
2020-03-10,11.670000076293945
2020-03-11,11.420000076293945
2020-03-12,10.210000038146973
2020-03-13,10.960000038146973
2020-03-16,9.630000114440918
2020-03-17,10.289999961853027
2020-03-18,7.480000019073486
2020-03-19,8.770000457763672
2020-03-20,8.319999694824219
2020-03-23,8.819999694824219
2020-03-24,9.369999885559082
2020-03-25,9.0
2020-03-26,9.460000038146973
2020-03-27,9.0
2020-03-30,9.5
2020-03-31,9.890000343322754
2020-04-01,9.260000228881836
2020-04-02,9.25
2020-04-03,8.949999809265137
2020-04-06,9.229999542236328
2020-04-07,9.5600004196167
2020-04-08,9.9399995803833
2020-04-09,11.020000457763672
2020-04-13,10.020000457763672
2020-04-14,10.039999961853027
2020-04-15,9.5
2020-04-16,9.079999923706055
2020-04-17,9.539999961853027
2020-04-20,9.34000015258789
2020-04-21,9.420000076293945
2020-04-22,9.430000305175781
2020-04-23,9.380000114440918
2020-04-24,9.569999694824219
2020-04-27,10.020000457763672
2020-04-28,10.619999885559082
2020-04-29,11.770000457763672
2020-04-30,11.40999984741211
2020-05-01,10.989999771118164
2020-05-04,10.800000190734863
2020-05-05,10.520000457763672
2020-05-06,10.229999542236328
2020-05-07,10.239999771118164
2020-05-08,10.899999618530273
2020-05-11,10.59000015258789
2020-05-12,10.229999542236328
2020-05-13,9.979999542236328
2020-05-14,9.520000457763672
2020-05-15,9.949999809265137
2020-05-18,11.09000015258789
2020-05-19,10.779999732971191
2020-05-20,11.140000343322754
2020-05-21,11.130000114440918
2020-05-22,11.069999694824219
2020-05-26,11.680000305175781
2020-05-27,12.180000305175781
2020-05-28,11.800000190734863
2020-05-29,11.520000457763672
2020-06-01,11.3100004196167
2020-06-02,11.579999923706055
2020-06-03,12.0
2020-06-04,12.020000457763672
2020-06-05,12.470000267028809
2020-06-08,12.829999923706055
2020-06-09,12.399999618530273
2020-06-10,12.010000228881836
2020-06-11,11.029999732971191
2020-06-12,11.470000267028809
2020-06-15,11.640000343322754
2020-06-16,12.050000190734863
2020-06-17,11.550000190734863
2020-06-18,11.470000267028809
2020-06-19,11.5
2020-06-22,11.5
2020-06-23,11.449999809265137
2020-06-24,11.0600004196167
2020-06-25,11.510000228881836
2020-06-26,11.050000190734863
2020-06-29,11.420000076293945
2020-06-30,12.0
2020-07-01,11.300000190734863
2020-07-02,11.300000190734863
2020-07-06,11.369999885559082
