,HIK
2014-09-09,10.229999542236328
2014-09-10,10.229999542236328
2014-09-11,10.229999542236328
2014-09-12,51.34000015258789
2014-09-15,10.229999542236328
2014-09-16,10.229999542236328
2014-09-17,10.229999542236328
2014-09-18,10.229999542236328
2014-09-19,52.790000915527344
2014-09-22,10.229999542236328
2014-09-23,10.229999542236328
2014-09-24,10.229999542236328
2014-09-25,10.229999542236328
2014-09-26,53.5099983215332
2014-09-29,10.229999542236328
2014-09-30,10.229999542236328
2014-10-01,10.229999542236328
2014-10-02,10.229999542236328
2014-10-03,53.37699890136719
2014-10-06,10.229999542236328
2014-10-07,10.229999542236328
2014-10-08,10.229999542236328
2014-10-09,10.229999542236328
2014-10-10,50.79899978637695
2014-10-13,10.229999542236328
2014-10-14,10.229999542236328
2014-10-15,10.229999542236328
2014-10-16,10.229999542236328
2014-10-17,46.75
2014-10-20,10.229999542236328
2014-10-21,10.229999542236328
2014-10-22,10.229999542236328
2014-10-23,10.229999542236328
2014-10-24,49.584999084472656
2014-10-27,10.229999542236328
2014-10-28,10.229999542236328
2014-10-29,10.229999542236328
2014-10-30,10.229999542236328
2014-10-31,50.7400016784668
2014-11-03,10.229999542236328
2014-11-04,10.229999542236328
2014-11-05,10.229999542236328
2014-11-06,10.229999542236328
2014-11-07,49.869998931884766
2014-11-10,10.229999542236328
2014-11-11,10.229999542236328
2014-11-12,10.229999542236328
2014-11-13,10.229999542236328
2014-11-14,53.97999954223633
2014-11-17,10.229999542236328
2014-11-18,10.229999542236328
2014-11-19,10.229999542236328
2014-11-20,10.229999542236328
2014-11-21,53.2599983215332
2014-11-24,10.229999542236328
2014-11-25,10.229999542236328
2014-11-26,10.229999542236328
2014-11-28,51.9900016784668
2014-12-01,10.229999542236328
2014-12-02,10.229999542236328
2014-12-03,10.229999542236328
2014-12-04,10.229999542236328
2014-12-05,50.94300079345703
2014-12-08,10.229999542236328
2014-12-09,10.229999542236328
2014-12-10,10.229999542236328
2014-12-11,10.229999542236328
2014-12-12,49.310001373291016
2014-12-15,10.229999542236328
2014-12-16,10.229999542236328
2014-12-17,10.229999542236328
2014-12-18,10.229999542236328
2014-12-19,48.189998626708984
2014-12-22,10.229999542236328
2014-12-23,10.229999542236328
2014-12-24,10.229999542236328
2014-12-26,48.63999938964844
2014-12-29,10.229999542236328
2014-12-30,10.229999542236328
2014-12-31,10.229999542236328
2015-01-02,49.220001220703125
2015-01-05,10.229999542236328
2015-01-06,10.229999542236328
2015-01-07,10.229999542236328
2015-01-08,10.229999542236328
2015-01-09,45.060001373291016
2015-01-12,10.229999542236328
2015-01-13,10.229999542236328
2015-01-14,10.229999542236328
2015-01-15,10.229999542236328
2015-01-16,48.400001525878906
2015-01-20,10.229999542236328
2015-01-21,10.229999542236328
2015-01-22,10.229999542236328
2015-01-23,49.83000183105469
2015-01-26,10.229999542236328
2015-01-27,10.229999542236328
2015-01-28,10.229999542236328
2015-01-29,10.229999542236328
2015-01-30,50.59299850463867
2015-02-02,10.229999542236328
2015-02-03,10.229999542236328
2015-02-04,10.229999542236328
2015-02-05,10.229999542236328
2015-02-06,49.380001068115234
2015-02-09,10.229999542236328
2015-02-10,10.229999542236328
2015-02-11,10.229999542236328
2015-02-12,10.229999542236328
2015-02-13,52.029998779296875
2015-02-17,10.229999542236328
2015-02-18,10.229999542236328
2015-02-19,10.229999542236328
2015-02-20,56.8650016784668
2015-02-23,10.229999542236328
2015-02-24,10.229999542236328
2015-02-25,10.229999542236328
2015-02-26,10.229999542236328
2015-02-27,57.5
2015-03-02,10.229999542236328
2015-03-03,10.229999542236328
2015-03-04,10.229999542236328
2015-03-05,10.229999542236328
2015-03-06,59.34000015258789
2015-03-09,10.229999542236328
2015-03-10,10.229999542236328
2015-03-11,10.229999542236328
2015-03-12,10.229999542236328
2015-03-13,61.27000045776367
2015-03-16,10.229999542236328
2015-03-17,10.229999542236328
2015-03-18,10.229999542236328
2015-03-19,10.229999542236328
2015-03-20,62.36000061035156
2015-03-23,10.229999542236328
2015-03-24,10.229999542236328
2015-03-25,10.229999542236328
2015-03-26,10.229999542236328
2015-03-27,
2015-03-30,10.229999542236328
2015-03-31,10.229999542236328
2015-04-01,10.229999542236328
2015-04-02,10.229999542236328
2015-04-06,10.229999542236328
2015-04-07,10.229999542236328
2015-04-08,10.229999542236328
2015-04-09,10.229999542236328
2015-04-10,
2015-04-13,10.229999542236328
2015-04-14,10.229999542236328
2015-04-15,10.229999542236328
2015-04-16,10.229999542236328
2015-04-17,
2015-04-20,10.229999542236328
2015-04-21,10.229999542236328
2015-04-22,10.229999542236328
2015-04-23,10.229999542236328
2015-04-24,
2015-04-27,10.229999542236328
2015-04-28,10.229999542236328
2015-04-29,10.229999542236328
2015-04-30,10.229999542236328
2015-05-01,
2015-05-04,10.229999542236328
2015-05-05,10.229999542236328
2015-05-06,10.229999542236328
2015-05-07,10.229999542236328
2015-05-08,
2015-05-11,10.229999542236328
2015-05-12,10.229999542236328
2015-05-13,10.229999542236328
2015-05-14,10.229999542236328
2015-05-15,
2015-05-18,10.229999542236328
2015-05-19,10.229999542236328
2015-05-20,10.229999542236328
2015-05-21,10.229999542236328
2015-05-22,
2015-05-26,10.229999542236328
2015-05-27,10.229999542236328
2015-05-28,10.229999542236328
2015-05-29,
2015-06-01,10.229999542236328
2015-06-02,10.229999542236328
2015-06-03,10.229999542236328
2015-06-04,10.229999542236328
2015-06-05,61.86000061035156
2015-06-08,10.229999542236328
2015-06-09,10.229999542236328
2015-06-10,10.229999542236328
2015-06-11,10.229999542236328
2015-06-12,
2015-06-15,10.229999542236328
2015-06-16,10.229999542236328
2015-06-17,10.229999542236328
2015-06-18,10.229999542236328
2015-06-19,
2015-06-22,10.229999542236328
2015-06-23,10.229999542236328
2015-06-24,10.229999542236328
2015-06-25,10.229999542236328
2015-06-26,
2015-06-29,10.229999542236328
2015-06-30,10.229999542236328
2015-07-01,10.229999542236328
2015-07-02,10.229999542236328
2015-07-06,10.229999542236328
2015-07-07,10.229999542236328
2015-07-08,10.229999542236328
2015-07-09,10.229999542236328
2015-07-10,60.86000061035156
2015-07-13,10.229999542236328
2015-07-14,10.229999542236328
2015-07-15,10.229999542236328
2015-07-16,10.229999542236328
2015-07-17,
2015-07-20,10.229999542236328
2015-07-21,10.229999542236328
2015-07-22,10.229999542236328
2015-07-23,10.229999542236328
2015-07-24,
2015-07-27,10.229999542236328
2015-07-28,10.229999542236328
2015-07-29,10.229999542236328
2015-07-30,10.229999542236328
2015-07-31,
2015-08-03,10.229999542236328
2015-08-04,10.229999542236328
2015-08-05,10.229999542236328
2015-08-06,10.229999542236328
2015-08-07,
2015-08-10,10.229999542236328
2015-08-11,10.229999542236328
2015-08-12,10.229999542236328
2015-08-13,10.229999542236328
2015-08-14,
2015-08-17,10.229999542236328
2015-08-18,10.229999542236328
2015-08-19,10.229999542236328
2015-08-20,10.229999542236328
2015-08-21,
2015-08-24,10.229999542236328
2015-08-25,10.229999542236328
2015-08-26,10.229999542236328
2015-08-27,10.229999542236328
2015-08-28,
2015-08-31,10.229999542236328
2015-09-01,10.229999542236328
2015-09-02,10.229999542236328
2015-09-03,10.229999542236328
2015-09-04,
2015-09-08,10.229999542236328
2015-09-09,10.229999542236328
2015-09-10,10.229999542236328
2015-09-11,
2015-09-14,10.229999542236328
2015-09-15,10.229999542236328
2015-09-16,10.229999542236328
2015-09-17,10.229999542236328
2015-09-18,
2015-09-21,10.229999542236328
2015-09-22,10.229999542236328
2015-09-23,10.229999542236328
2015-09-24,10.229999542236328
2015-09-25,
2015-09-28,10.229999542236328
2015-09-29,10.229999542236328
2015-09-30,10.229999542236328
2015-10-01,10.229999542236328
2015-10-02,
2015-10-05,10.229999542236328
2015-10-06,10.229999542236328
2015-10-07,10.229999542236328
2015-10-08,10.229999542236328
2015-10-09,
2015-10-12,10.229999542236328
2015-10-13,10.229999542236328
2015-10-14,10.229999542236328
2015-10-15,10.229999542236328
2015-10-16,64.19999694824219
2015-10-19,10.229999542236328
2015-10-20,10.229999542236328
2015-10-21,10.229999542236328
2015-10-22,10.229999542236328
2015-10-23,67.7030029296875
2015-10-26,10.229999542236328
2015-10-27,10.229999542236328
2015-10-28,10.229999542236328
2015-10-29,10.229999542236328
2015-10-30,
2015-11-02,10.229999542236328
2015-11-03,10.229999542236328
2015-11-04,10.229999542236328
2015-11-05,10.229999542236328
2015-11-06,
2015-11-09,10.229999542236328
2015-11-10,10.229999542236328
2015-11-11,10.229999542236328
2015-11-12,10.229999542236328
2015-11-13,65.02999877929688
2015-11-16,10.229999542236328
2015-11-17,10.229999542236328
2015-11-18,10.229999542236328
2015-11-19,10.229999542236328
2015-11-20,66.30999755859375
2015-11-23,10.229999542236328
2015-11-24,10.229999542236328
2015-11-25,10.229999542236328
2015-11-27,
2015-11-30,10.229999542236328
2015-12-01,10.229999542236328
2015-12-02,10.229999542236328
2015-12-03,10.229999542236328
2015-12-04,
2015-12-07,10.229999542236328
2015-12-08,10.229999542236328
2015-12-09,10.229999542236328
2015-12-10,10.229999542236328
2015-12-11,61.650001525878906
2015-12-14,10.229999542236328
2015-12-15,10.229999542236328
2015-12-16,10.229999542236328
2015-12-17,10.229999542236328
2015-12-18,62.09000015258789
2015-12-21,10.229999542236328
2015-12-22,10.229999542236328
2015-12-23,10.229999542236328
2015-12-24,10.229999542236328
2015-12-28,10.229999542236328
2015-12-29,10.229999542236328
2015-12-30,10.229999542236328
2015-12-31,10.229999542236328
2016-01-04,10.229999542236328
2016-01-05,10.229999542236328
2016-01-06,10.229999542236328
2016-01-07,10.229999542236328
2016-01-08,
2016-01-11,10.229999542236328
2016-01-12,10.229999542236328
2016-01-13,10.229999542236328
2016-01-14,10.229999542236328
2016-01-15,62.77000045776367
2016-01-19,10.229999542236328
2016-01-20,10.229999542236328
2016-01-21,10.229999542236328
2016-01-22,59.13999938964844
2016-01-25,10.229999542236328
2016-01-26,10.229999542236328
2016-01-27,10.229999542236328
2016-01-28,10.229999542236328
2016-01-29,59.369998931884766
2016-02-01,10.229999542236328
2016-02-02,10.229999542236328
2016-02-03,10.229999542236328
2016-02-04,10.229999542236328
2016-02-05,57.790000915527344
2016-02-08,10.229999542236328
2016-02-09,10.229999542236328
2016-02-10,10.229999542236328
2016-02-11,10.229999542236328
2016-02-12,53.810001373291016
2016-02-16,10.229999542236328
2016-02-17,10.229999542236328
2016-02-18,10.229999542236328
2016-02-19,61.150001525878906
2016-02-22,10.229999542236328
2016-02-23,10.229999542236328
2016-02-24,10.229999542236328
2016-02-25,10.229999542236328
2016-02-26,63.0
2016-02-29,10.229999542236328
2016-03-01,10.229999542236328
2016-03-02,10.229999542236328
2016-03-03,10.229999542236328
2016-03-04,66.16000366210938
2016-03-07,10.229999542236328
2016-03-08,10.229999542236328
2016-03-09,10.229999542236328
2016-03-10,10.229999542236328
2016-03-11,65.70999908447266
2016-03-14,10.229999542236328
2016-03-15,10.229999542236328
2016-03-16,10.229999542236328
2016-03-17,10.229999542236328
2016-03-18,
2016-03-21,10.229999542236328
2016-03-22,10.229999542236328
2016-03-23,10.229999542236328
2016-03-24,10.229999542236328
2016-03-28,10.229999542236328
2016-03-29,10.229999542236328
2016-03-30,10.229999542236328
2016-03-31,10.229999542236328
2016-04-01,
2016-04-04,10.229999542236328
2016-04-05,10.229999542236328
2016-04-06,10.229999542236328
2016-04-07,10.229999542236328
2016-04-08,65.30999755859375
2016-04-11,10.229999542236328
2016-04-12,10.229999542236328
2016-04-13,10.229999542236328
2016-04-14,10.229999542236328
2016-04-15,66.7699966430664
2016-04-18,10.229999542236328
2016-04-19,10.229999542236328
2016-04-20,10.229999542236328
2016-04-21,10.229999542236328
2016-04-22,66.47000122070312
2016-04-25,10.229999542236328
2016-04-26,10.229999542236328
2016-04-27,10.229999542236328
2016-04-28,10.229999542236328
2016-04-29,65.47000122070312
2016-05-02,10.229999542236328
2016-05-03,10.229999542236328
2016-05-04,10.229999542236328
2016-05-05,10.229999542236328
2016-05-06,65.86000061035156
2016-05-09,10.229999542236328
2016-05-10,10.229999542236328
2016-05-11,10.229999542236328
2016-05-12,10.229999542236328
2016-05-13,67.0
2016-05-16,10.229999542236328
2016-05-17,10.229999542236328
2016-05-18,10.229999542236328
2016-05-19,10.229999542236328
2016-05-20,
2016-05-23,10.229999542236328
2016-05-24,10.229999542236328
2016-05-25,10.229999542236328
2016-05-26,10.229999542236328
2016-05-27,72.6500015258789
2016-05-31,10.229999542236328
2016-06-01,10.229999542236328
2016-06-02,10.229999542236328
2016-06-03,72.69999694824219
2016-06-06,10.229999542236328
2016-06-07,10.229999542236328
2016-06-08,10.229999542236328
2016-06-09,10.229999542236328
2016-06-10,72.4800033569336
2016-06-13,10.229999542236328
2016-06-14,10.229999542236328
2016-06-15,10.229999542236328
2016-06-16,10.229999542236328
2016-06-17,71.23999786376953
2016-06-20,10.229999542236328
2016-06-21,10.229999542236328
2016-06-22,10.229999542236328
2016-06-23,10.229999542236328
2016-06-24,67.75
2016-06-27,10.229999542236328
2016-06-28,10.229999542236328
2016-06-29,10.229999542236328
2016-06-30,10.229999542236328
2016-07-01,
2016-07-05,10.229999542236328
2016-07-06,10.229999542236328
2016-07-07,10.229999542236328
2016-07-08,
2016-07-11,10.229999542236328
2016-07-12,10.229999542236328
2016-07-13,10.229999542236328
2016-07-14,10.229999542236328
2016-07-15,
2016-07-18,10.229999542236328
2016-07-19,10.229999542236328
2016-07-20,10.229999542236328
2016-07-21,10.229999542236328
2016-07-22,72.76000213623047
2016-07-25,10.229999542236328
2016-07-26,10.229999542236328
2016-07-27,10.229999542236328
2016-07-28,10.229999542236328
2016-07-29,
2016-08-01,10.229999542236328
2016-08-02,10.229999542236328
2016-08-03,10.229999542236328
2016-08-04,10.229999542236328
2016-08-05,
2016-08-08,10.229999542236328
2016-08-09,10.229999542236328
2016-08-10,10.229999542236328
2016-08-11,10.229999542236328
2016-08-12,
2016-08-15,10.229999542236328
2016-08-16,10.229999542236328
2016-08-17,10.229999542236328
2016-08-18,10.229999542236328
2016-08-19,76.4000015258789
2016-08-22,10.229999542236328
2016-08-23,10.229999542236328
2016-08-24,10.229999542236328
2016-08-25,10.229999542236328
2016-08-26,81.63999938964844
2016-08-29,10.229999542236328
2016-08-30,10.229999542236328
2016-08-31,10.229999542236328
2016-09-01,10.229999542236328
2016-09-02,80.52999877929688
2016-09-06,10.229999542236328
2016-09-07,10.229999542236328
2016-09-08,10.229999542236328
2016-09-09,79.77999877929688
2016-09-12,10.229999542236328
2016-09-13,10.229999542236328
2016-09-14,10.229999542236328
2016-09-15,10.229999542236328
2016-09-16,78.83000183105469
2016-09-19,10.229999542236328
2016-09-20,10.229999542236328
2016-09-21,10.229999542236328
2016-09-22,10.229999542236328
2016-09-23,81.43000030517578
2016-09-26,10.229999542236328
2016-09-27,10.229999542236328
2016-09-28,10.229999542236328
2016-09-29,10.229999542236328
2016-09-30,81.98999786376953
2016-10-03,10.229999542236328
2016-10-04,10.229999542236328
2016-10-05,10.229999542236328
2016-10-06,10.229999542236328
2016-10-07,78.4000015258789
2016-10-10,10.229999542236328
2016-10-11,10.229999542236328
2016-10-12,10.229999542236328
2016-10-13,10.229999542236328
2016-10-14,81.38999938964844
2016-10-17,10.229999542236328
2016-10-18,10.229999542236328
2016-10-19,10.229999542236328
2016-10-20,10.229999542236328
2016-10-21,81.11000061035156
2016-10-24,10.229999542236328
2016-10-25,10.229999542236328
2016-10-26,10.229999542236328
2016-10-27,10.229999542236328
2016-10-28,81.04000091552734
2016-10-31,10.229999542236328
2016-11-01,10.229999542236328
2016-11-02,10.229999542236328
2016-11-03,10.229999542236328
2016-11-04,81.76000213623047
2016-11-07,10.229999542236328
2016-11-08,10.229999542236328
2016-11-09,10.229999542236328
2016-11-10,10.229999542236328
2016-11-11,79.02999877929688
2016-11-14,10.229999542236328
2016-11-15,10.229999542236328
2016-11-16,10.229999542236328
2016-11-17,10.229999542236328
2016-11-18,76.88999938964844
2016-11-21,10.229999542236328
2016-11-22,10.229999542236328
2016-11-23,10.229999542236328
2016-11-25,79.16999816894531
2016-11-28,10.229999542236328
2016-11-29,10.229999542236328
2016-11-30,10.229999542236328
2016-12-01,10.229999542236328
2016-12-02,81.23999786376953
2016-12-05,10.229999542236328
2016-12-06,10.229999542236328
2016-12-07,10.229999542236328
2016-12-08,10.229999542236328
2016-12-09,85.54000091552734
2016-12-12,10.229999542236328
2016-12-13,10.229999542236328
2016-12-14,10.229999542236328
2016-12-15,10.229999542236328
2016-12-16,87.43000030517578
2016-12-19,10.229999542236328
2016-12-20,10.229999542236328
2016-12-21,10.229999542236328
2016-12-22,10.229999542236328
2016-12-23,87.75
2016-12-27,10.229999542236328
2016-12-28,10.229999542236328
2016-12-29,10.229999542236328
2016-12-30,86.26000213623047
2017-01-03,10.229999542236328
2017-01-04,10.229999542236328
2017-01-05,10.229999542236328
2017-01-06,87.6500015258789
2017-01-09,10.229999542236328
2017-01-10,10.229999542236328
2017-01-11,10.229999542236328
2017-01-12,10.229999542236328
2017-01-13,
2017-01-17,10.229999542236328
2017-01-18,10.229999542236328
2017-01-19,10.229999542236328
2017-01-20,
2017-01-23,10.229999542236328
2017-01-24,10.229999542236328
2017-01-25,10.229999542236328
2017-01-26,10.229999542236328
2017-01-27,83.51000213623047
2017-01-30,10.229999542236328
2017-01-31,10.229999542236328
2017-02-01,10.229999542236328
2017-02-02,10.229999542236328
2017-02-03,84.79000091552734
2017-02-06,10.229999542236328
2017-02-07,10.229999542236328
2017-02-08,10.229999542236328
2017-02-09,10.229999542236328
2017-02-10,87.2699966430664
2017-02-13,10.229999542236328
2017-02-14,10.229999542236328
2017-02-15,10.229999542236328
2017-02-16,10.229999542236328
2017-02-17,
2017-02-21,10.229999542236328
2017-02-22,10.229999542236328
2017-02-23,10.229999542236328
2017-02-24,
2017-02-27,10.229999542236328
2017-02-28,10.229999542236328
2017-03-01,10.229999542236328
2017-03-02,10.229999542236328
2017-03-03,
2017-03-06,10.229999542236328
2017-03-07,10.229999542236328
2017-03-08,10.229999542236328
2017-03-09,10.229999542236328
2017-03-10,90.72000122070312
2017-03-13,10.229999542236328
2017-03-14,10.229999542236328
2017-03-15,10.229999542236328
2017-03-16,10.229999542236328
2017-03-17,
2017-03-20,10.229999542236328
2017-03-21,10.229999542236328
2017-03-22,10.229999542236328
2017-03-23,10.229999542236328
2017-03-24,
2017-03-27,10.229999542236328
2017-03-28,10.229999542236328
2017-03-29,10.229999542236328
2017-03-30,10.229999542236328
2017-03-31,
2017-04-03,10.229999542236328
2017-04-04,10.229999542236328
2017-04-05,10.229999542236328
2017-04-06,10.229999542236328
2017-04-07,
2017-04-10,10.229999542236328
2017-04-11,10.229999542236328
2017-04-12,10.229999542236328
2017-04-13,10.229999542236328
2017-04-17,10.229999542236328
2017-04-18,10.229999542236328
2017-04-19,10.229999542236328
2017-04-20,10.229999542236328
2017-04-21,
2017-04-24,10.229999542236328
2017-04-25,10.229999542236328
2017-04-26,10.229999542236328
2017-04-27,10.229999542236328
2017-04-28,
2017-05-01,10.229999542236328
2017-05-02,10.229999542236328
2017-05-03,10.229999542236328
2017-05-04,10.229999542236328
2017-05-05,
2017-05-08,10.229999542236328
2017-05-09,10.229999542236328
2017-05-10,10.229999542236328
2017-05-11,10.229999542236328
2017-05-12,
2017-05-15,10.229999542236328
2017-05-16,10.229999542236328
2017-05-17,10.229999542236328
2017-05-18,10.229999542236328
2017-05-19,
2017-05-22,10.229999542236328
2017-05-23,10.229999542236328
2017-05-24,10.229999542236328
2017-05-25,10.229999542236328
2017-05-26,
2017-05-30,10.229999542236328
2017-05-31,10.229999542236328
2017-06-01,10.229999542236328
2017-06-02,
2017-06-05,10.229999542236328
2017-06-06,10.229999542236328
2017-06-07,10.229999542236328
2017-06-08,10.229999542236328
2017-06-09,
2017-06-12,10.229999542236328
2017-06-13,10.229999542236328
2017-06-14,10.229999542236328
2017-06-15,10.229999542236328
2017-06-16,
2017-06-19,10.229999542236328
2017-06-20,10.229999542236328
2017-06-21,10.229999542236328
2017-06-22,10.229999542236328
2017-06-23,
2017-06-26,10.229999542236328
2017-06-27,10.229999542236328
2017-06-28,10.229999542236328
2017-06-29,10.229999542236328
2017-06-30,
2017-07-03,10.229999542236328
2017-07-05,10.229999542236328
2017-07-06,10.229999542236328
2017-07-07,
2017-07-10,10.229999542236328
2017-07-11,10.229999542236328
2017-07-12,10.229999542236328
2017-07-13,10.229999542236328
2017-07-14,
2017-07-17,10.229999542236328
2017-07-18,10.229999542236328
2017-07-19,10.229999542236328
2017-07-20,10.229999542236328
2017-07-21,
2017-07-24,10.229999542236328
2017-07-25,10.229999542236328
2017-07-26,10.229999542236328
2017-07-27,10.229999542236328
2017-07-28,
2017-07-31,10.229999542236328
2017-08-01,10.229999542236328
2017-08-02,10.229999542236328
2017-08-03,10.229999542236328
2017-08-04,
2017-08-07,10.229999542236328
2017-08-08,10.229999542236328
2017-08-09,10.229999542236328
2017-08-10,10.229999542236328
2017-08-11,
2017-08-14,10.229999542236328
2017-08-15,10.229999542236328
2017-08-16,10.229999542236328
2017-08-17,10.229999542236328
2017-08-18,
2017-08-21,10.229999542236328
2017-08-22,10.229999542236328
2017-08-23,10.229999542236328
2017-08-24,10.229999542236328
2017-08-25,
2017-08-28,10.229999542236328
2017-08-29,10.229999542236328
2017-08-30,10.229999542236328
2017-08-31,10.229999542236328
2017-09-01,
2017-09-05,10.229999542236328
2017-09-06,10.229999542236328
2017-09-07,10.229999542236328
2017-09-08,
2017-09-11,10.229999542236328
2017-09-12,10.229999542236328
2017-09-13,10.229999542236328
2017-09-14,10.229999542236328
2017-09-15,
2017-09-18,10.229999542236328
2017-09-19,10.229999542236328
2017-09-20,10.229999542236328
2017-09-21,10.229999542236328
2017-09-22,
2017-09-25,10.229999542236328
2017-09-26,10.229999542236328
2017-09-27,10.229999542236328
2017-09-28,10.229999542236328
2017-09-29,
2017-10-02,10.229999542236328
2017-10-03,10.229999542236328
2017-10-04,10.229999542236328
2017-10-05,10.229999542236328
2017-10-06,
2017-10-09,10.229999542236328
2017-10-10,10.229999542236328
2017-10-11,10.229999542236328
2017-10-12,10.229999542236328
2017-10-13,
2017-10-16,10.229999542236328
2017-10-17,10.229999542236328
2017-10-18,10.229999542236328
2017-10-19,10.229999542236328
2017-10-20,
2017-10-23,10.229999542236328
2017-10-24,10.229999542236328
2017-10-25,10.229999542236328
2017-10-26,10.229999542236328
2017-10-27,
2017-10-30,10.229999542236328
2017-10-31,10.229999542236328
2017-11-01,10.229999542236328
2017-11-02,10.229999542236328
2017-11-03,
2017-11-06,10.229999542236328
2017-11-07,10.229999542236328
2017-11-08,10.229999542236328
2017-11-09,10.229999542236328
2017-11-10,
2017-11-13,10.229999542236328
2017-11-14,10.229999542236328
2017-11-15,10.229999542236328
2017-11-16,10.229999542236328
2017-11-17,
2017-11-20,10.229999542236328
2017-11-21,10.229999542236328
2017-11-22,10.229999542236328
2017-11-24,
2017-11-27,10.229999542236328
2017-11-28,10.229999542236328
2017-11-29,10.229999542236328
2017-11-30,10.229999542236328
2017-12-01,
2017-12-04,10.229999542236328
2017-12-05,10.229999542236328
2017-12-06,10.229999542236328
2017-12-07,10.229999542236328
2017-12-08,
2017-12-11,10.229999542236328
2017-12-12,10.229999542236328
2017-12-13,10.229999542236328
2017-12-14,10.229999542236328
2017-12-15,
2017-12-18,10.229999542236328
2017-12-19,10.229999542236328
2017-12-20,10.229999542236328
2017-12-21,10.229999542236328
2017-12-22,
2017-12-26,10.229999542236328
2017-12-27,10.229999542236328
2017-12-28,10.229999542236328
2017-12-29,
2018-01-02,10.229999542236328
2018-01-03,10.229999542236328
2018-01-04,10.229999542236328
2018-01-05,
2018-01-08,10.229999542236328
2018-01-09,10.229999542236328
2018-01-10,10.229999542236328
2018-01-11,10.229999542236328
2018-01-12,
2018-01-16,10.229999542236328
2018-01-17,10.229999542236328
2018-01-18,10.229999542236328
2018-01-19,
2018-01-22,10.229999542236328
2018-01-23,10.229999542236328
2018-01-24,10.229999542236328
2018-01-25,10.229999542236328
2018-01-26,
2018-01-29,10.229999542236328
2018-01-30,10.229999542236328
2018-01-31,10.229999542236328
2018-02-01,10.229999542236328
2018-02-02,
2018-02-05,10.229999542236328
2018-02-06,10.229999542236328
2018-02-07,10.229999542236328
2018-02-08,10.229999542236328
2018-02-09,
2018-02-12,10.229999542236328
2018-02-13,10.229999542236328
2018-02-14,10.229999542236328
2018-02-15,10.229999542236328
2018-02-16,
2018-02-20,10.229999542236328
2018-02-21,10.229999542236328
2018-02-22,10.229999542236328
2018-02-23,
2018-02-26,10.229999542236328
2018-02-27,10.229999542236328
2018-02-28,10.229999542236328
2018-03-01,10.229999542236328
2018-03-02,
2018-03-05,10.229999542236328
2018-03-06,10.229999542236328
2018-03-07,10.229999542236328
2018-03-08,10.229999542236328
2018-03-09,
2018-03-12,10.229999542236328
2018-03-13,10.229999542236328
2018-03-14,10.229999542236328
2018-03-15,10.229999542236328
2018-03-16,
2018-03-19,10.229999542236328
2018-03-20,10.229999542236328
2018-03-21,10.229999542236328
2018-03-22,10.229999542236328
2018-03-23,
2018-03-26,10.229999542236328
2018-03-27,10.229999542236328
2018-03-28,10.229999542236328
2018-03-29,10.229999542236328
2018-04-02,10.229999542236328
2018-04-03,10.229999542236328
2018-04-04,10.229999542236328
2018-04-05,10.229999542236328
2018-04-06,
2018-04-09,10.229999542236328
2018-04-10,10.229999542236328
2018-04-11,10.229999542236328
2018-04-12,10.229999542236328
2018-04-13,
2018-04-16,10.229999542236328
2018-04-17,10.229999542236328
2018-04-18,10.229999542236328
2018-04-19,10.229999542236328
2018-04-20,
2018-04-23,10.229999542236328
2018-04-24,10.229999542236328
2018-04-25,10.229999542236328
2018-04-26,10.229999542236328
2018-04-27,
2018-04-30,10.229999542236328
2018-05-01,10.229999542236328
2018-05-02,10.229999542236328
2018-05-03,10.229999542236328
2018-05-04,
2018-05-07,10.229999542236328
2018-05-08,10.229999542236328
2018-05-09,10.229999542236328
2018-05-10,10.229999542236328
2018-05-11,
2018-05-14,10.229999542236328
2018-05-15,10.229999542236328
2018-05-16,10.229999542236328
2018-05-17,10.229999542236328
2018-05-18,
2018-05-21,10.229999542236328
2018-05-22,10.229999542236328
2018-05-23,10.229999542236328
2018-05-24,10.229999542236328
2018-05-25,
2018-05-29,10.229999542236328
2018-05-30,10.229999542236328
2018-05-31,10.229999542236328
2018-06-01,
2018-06-04,10.229999542236328
2018-06-05,10.229999542236328
2018-06-06,10.229999542236328
2018-06-07,10.229999542236328
2018-06-08,
2018-06-11,10.229999542236328
2018-06-12,10.229999542236328
2018-06-13,10.229999542236328
2018-06-14,10.229999542236328
2018-06-15,
2018-06-18,10.229999542236328
2018-06-19,10.229999542236328
2018-06-20,10.229999542236328
2018-06-21,10.229999542236328
2018-06-22,
2018-06-25,10.229999542236328
2018-06-26,10.229999542236328
2018-06-27,10.229999542236328
2018-06-28,10.229999542236328
2018-06-29,
2018-07-02,10.229999542236328
2018-07-03,10.229999542236328
2018-07-05,10.229999542236328
2018-07-06,
2018-07-09,10.229999542236328
2018-07-10,10.229999542236328
2018-07-11,10.229999542236328
2018-07-12,10.229999542236328
2018-07-13,
2018-07-16,10.229999542236328
2018-07-17,10.229999542236328
2018-07-18,10.229999542236328
2018-07-19,10.229999542236328
2018-07-20,
2018-07-23,10.229999542236328
2018-07-24,10.229999542236328
2018-07-25,10.229999542236328
2018-07-26,10.229999542236328
2018-07-27,
2018-07-30,10.229999542236328
2018-07-31,10.229999542236328
2018-08-01,10.229999542236328
2018-08-02,10.229999542236328
2018-08-03,
2018-08-06,10.229999542236328
2018-08-07,10.229999542236328
2018-08-08,10.229999542236328
2018-08-09,10.229999542236328
