,CVET
2019-12-12,13.204999923706055
2019-12-13,13.029999732971191
2019-12-16,13.279999732971191
2019-12-17,13.399999618530273
2019-12-18,13.210000038146973
2019-12-19,13.59000015258789
2019-12-20,13.460000038146973
2019-12-23,13.569999694824219
2019-12-24,13.359999656677246
2019-12-26,13.15999984741211
2019-12-27,12.640000343322754
2019-12-30,12.869999885559082
2019-12-31,13.199999809265137
2020-01-02,13.279999732971191
2020-01-03,12.720000267028809
2020-01-06,13.0600004196167
2020-01-07,13.779999732971191
2020-01-08,13.600000381469727
2020-01-09,13.069999694824219
2020-01-10,13.539999961853027
2020-01-13,13.680000305175781
2020-01-14,13.699999809265137
2020-01-15,14.380000114440918
2020-01-16,14.920000076293945
2020-01-17,15.010000228881836
2020-01-21,15.069999694824219
2020-01-22,15.229999542236328
2020-01-23,14.779999732971191
2020-01-24,14.470000267028809
2020-01-27,13.979999542236328
2020-01-28,13.390000343322754
2020-01-29,13.210000038146973
2020-01-30,13.079999923706055
2020-01-31,12.300000190734863
2020-02-03,12.774999618530273
2020-02-04,13.029999732971191
2020-02-05,13.140000343322754
2020-02-06,13.239999771118164
2020-02-07,13.0
2020-02-10,13.0
2020-02-11,13.670000076293945
2020-02-12,13.484999656677246
2020-02-13,13.069999694824219
2020-02-14,12.729999542236328
2020-02-18,12.9399995803833
2020-02-19,12.949999809265137
2020-02-20,12.529999732971191
2020-02-21,12.0
2020-02-24,11.199999809265137
2020-02-25,10.75
2020-02-26,10.770000457763672
2020-02-27,10.710000038146973
2020-02-28,11.109999656677246
2020-03-02,10.899999618530273
2020-03-03,11.100000381469727
2020-03-04,11.319999694824219
2020-03-05,9.670000076293945
2020-03-06,10.819999694824219
2020-03-09,9.65999984741211
2020-03-10,10.390000343322754
2020-03-11,9.039999961853027
2020-03-12,7.53000020980835
2020-03-13,8.1899995803833
2020-03-16,6.510000228881836
2020-03-17,6.639999866485596
2020-03-18,5.639999866485596
2020-03-19,5.849999904632568
2020-03-20,6.21999979019165
2020-03-23,6.199999809265137
2020-03-24,7.150000095367432
2020-03-25,7.449999809265137
2020-03-26,7.900000095367432
2020-03-27,7.96999979019165
2020-03-30,7.71999979019165
2020-03-31,8.140000343322754
2020-04-01,7.199999809265137
2020-04-02,7.429999828338623
2020-04-03,6.460000038146973
2020-04-06,6.829999923706055
2020-04-07,6.949999809265137
2020-04-08,7.510000228881836
2020-04-09,8.399999618530273
2020-04-13,8.15999984741211
2020-04-14,9.140000343322754
2020-04-15,8.739999771118164
2020-04-16,8.0600004196167
2020-04-17,8.40999984741211
2020-04-20,8.600000381469727
2020-04-21,8.09000015258789
2020-04-22,7.559999942779541
2020-04-23,7.920000076293945
2020-04-24,8.770000457763672
2020-04-27,11.619999885559082
2020-04-28,10.460000038146973
2020-04-29,11.59000015258789
2020-04-30,11.890000343322754
2020-05-01,10.920000076293945
2020-05-04,10.65999984741211
2020-05-05,11.229999542236328
2020-05-06,10.760000228881836
2020-05-07,11.100000381469727
2020-05-08,11.800000190734863
2020-05-11,11.699999809265137
2020-05-12,11.350000381469727
2020-05-13,10.930000305175781
2020-05-14,11.210000038146973
2020-05-15,12.180000305175781
2020-05-18,13.720000267028809
2020-05-19,13.800000190734863
2020-05-20,14.300000190734863
2020-05-21,15.130000114440918
2020-05-22,15.600000381469727
2020-05-26,15.180000305175781
2020-05-27,15.720000267028809
2020-05-28,15.399999618530273
2020-05-29,15.279999732971191
2020-06-01,15.890000343322754
2020-06-02,16.610000610351562
2020-06-03,17.90999984741211
2020-06-04,17.639999389648438
2020-06-05,18.170000076293945
2020-06-08,19.190000534057617
2020-06-09,18.06999969482422
2020-06-10,18.360000610351562
2020-06-11,15.479999542236328
2020-06-12,16.6200008392334
2020-06-15,17.1299991607666
2020-06-16,17.34000015258789
2020-06-17,18.049999237060547
2020-06-18,17.725000381469727
2020-06-19,17.649999618530273
2020-06-22,18.6299991607666
2020-06-23,18.610000610351562
2020-06-24,18.8700008392334
2020-06-25,19.270000457763672
2020-06-26,17.799999237060547
2020-06-29,17.3799991607666
2020-06-30,17.889999389648438
2020-07-01,17.219999313354492
2020-07-02,17.8799991607666
2020-07-06,18.385000228881836
2020-07-07,18.93000030517578
2020-07-08,19.110000610351562
2020-07-09,19.040000915527344
2020-07-10,19.729999542236328
2020-07-13,19.420000076293945
2020-07-14,20.18000030517578
2020-07-15,20.579999923706055
2020-07-16,20.75
2020-07-17,21.329999923706055
2020-07-20,21.049999237060547
2020-07-21,21.149999618530273
2020-07-22,21.040000915527344
2020-07-23,20.75
2020-07-24,20.549999237060547
2020-07-27,21.040000915527344
2020-07-28,20.31999969482422
2020-07-29,20.559999465942383
2020-07-30,20.84000015258789
2020-07-31,22.15999984741211
2020-08-03,22.290000915527344
2020-08-04,22.579999923706055
2020-08-05,23.040000915527344
2020-08-06,23.209999084472656
2020-08-07,22.950000762939453
2020-08-10,23.670000076293945
2020-08-11,23.084999084472656
2020-08-12,22.459999084472656
2020-08-13,23.25
2020-08-14,22.674999237060547
2020-08-17,22.780000686645508
2020-08-18,22.90999984741211
2020-08-19,22.6299991607666
2020-08-20,22.450000762939453
2020-08-21,22.059999465942383
2020-08-24,21.75
2020-08-25,23.954999923706055
2020-08-26,24.010000228881836
2020-08-27,23.530000686645508
2020-08-28,23.25
2020-08-31,22.90999984741211
2020-09-01,22.079999923706055
2020-09-02,23.299999237060547
2020-09-03,22.90999984741211
2020-09-04,22.290000915527344
2020-09-08,20.979999542236328
2020-09-09,20.56999969482422
2020-09-10,20.18000030517578
2020-09-11,19.40999984741211
2020-09-14,19.40999984741211
2020-09-15,19.649999618530273
2020-09-16,22.200000762939453
2020-09-17,21.40999984741211
2020-09-18,21.459999084472656
2020-09-21,21.1200008392334
2020-09-22,21.31999969482422
2020-09-23,20.510000228881836
2020-09-24,21.5
2020-09-25,22.975000381469727
2020-09-28,24.3799991607666
2020-09-29,24.59000015258789
2020-09-30,24.399999618530273
2020-10-01,24.5
2020-10-02,24.450000762939453
2020-10-05,26.040000915527344
2020-10-06,25.760000228881836
2020-10-07,26.540000915527344
2020-10-08,26.40999984741211
2020-10-09,25.729999542236328
2020-10-12,25.5
2020-10-13,25.469999313354492
2020-10-14,25.780000686645508
2020-10-15,27.040000915527344
2020-10-16,26.709999084472656
2020-10-19,27.239999771118164
2020-10-20,27.25
2020-10-21,27.040000915527344
2020-10-22,27.329999923706055
2020-10-23,27.0
2020-10-26,25.809999465942383
2020-10-27,25.540000915527344
2020-10-28,25.030000686645508
2020-10-29,24.979999542236328
2020-10-30,24.690000534057617
2020-11-02,26.06999969482422
2020-11-03,26.780000686645508
2020-11-04,27.420000076293945
2020-11-05,27.3799991607666
2020-11-06,28.290000915527344
2020-11-09,26.6299991607666
2020-11-10,26.010000228881836
2020-11-11,25.68000030517578
2020-11-12,25.0
2020-11-13,25.219999313354492
2020-11-16,25.700000762939453
2020-11-17,25.600000381469727
2020-11-18,25.0
2020-11-19,26.549999237060547
2020-11-20,26.219999313354492
2020-11-23,26.729999542236328
2020-11-24,26.81999969482422
2020-11-25,26.59000015258789
2020-11-27,27.06999969482422
2020-11-30,27.014999389648438
2020-12-01,26.459999084472656
2020-12-02,26.674999237060547
2020-12-03,25.959999084472656
2020-12-04,26.770000457763672
2020-12-07,28.059999465942383
2020-12-08,28.969999313354492
2020-12-09,27.229999542236328
2020-12-10,27.329999923706055
2020-12-11,26.5
2020-12-14,28.049999237060547
2020-12-15,28.93000030517578
2020-12-16,28.450000762939453
2020-12-17,27.940000534057617
2020-12-18,27.399999618530273
2020-12-21,29.520000457763672
2020-12-22,30.81999969482422
2020-12-23,31.485000610351562
2020-12-24,31.59000015258789
2020-12-28,30.979999542236328
2020-12-29,29.989999771118164
2020-12-30,29.920000076293945
2020-12-31,28.739999771118164
2021-01-04,28.290000915527344
2021-01-05,29.895000457763672
2021-01-06,30.40999984741211
2021-01-07,31.059999465942383
2021-01-08,32.54999923706055
2021-01-11,32.689998626708984
2021-01-12,32.58000183105469
2021-01-13,33.81999969482422
2021-01-14,38.41999816894531
2021-01-15,36.880001068115234
2021-01-19,36.54999923706055
2021-01-20,38.36000061035156
2021-01-21,39.470001220703125
2021-01-22,38.7400016784668
2021-01-25,37.84000015258789
2021-01-26,36.16999816894531
2021-01-27,35.11000061035156
2021-01-28,35.08000183105469
2021-01-29,34.06999969482422
2021-02-01,34.66999816894531
2021-02-02,33.9900016784668
2021-02-03,33.41999816894531
2021-02-04,35.38999938964844
2021-02-05,36.59000015258789
2021-02-08,37.45000076293945
2021-02-09,38.40999984741211
2021-02-10,39.13999938964844
2021-02-11,39.88999938964844
2021-02-12,39.36000061035156
2021-02-16,37.58000183105469
2021-02-17,37.849998474121094
2021-02-18,36.88999938964844
2021-02-19,35.95000076293945
2021-02-22,36.04999923706055
2021-02-23,36.189998626708984
2021-02-24,36.97999954223633
2021-02-25,35.9900016784668
2021-02-26,37.15999984741211
2021-03-01,34.130001068115234
2021-03-02,32.0099983215332
2021-03-03,32.150001525878906
2021-03-04,31.31999969482422
2021-03-05,31.309999465942383
2021-03-08,30.739999771118164
2021-03-09,31.209999084472656
2021-03-10,31.700000762939453
2021-03-11,33.540000915527344
2021-03-12,33.58000183105469
2021-03-15,34.220001220703125
2021-03-16,31.450000762939453
2021-03-17,31.8700008392334
2021-03-18,29.979999542236328
2021-03-19,31.270000457763672
2021-03-22,32.119998931884766
2021-03-23,31.280000686645508
2021-03-24,29.899999618530273
2021-03-25,30.540000915527344
2021-03-26,30.59000015258789
2021-03-29,29.809999465942383
2021-03-30,28.56999969482422
2021-03-31,29.969999313354492
2021-04-01,30.190000534057617
2021-04-05,29.079999923706055
2021-04-06,29.3700008392334
2021-04-07,29.149999618530273
2021-04-08,29.290000915527344
2021-04-09,28.739999771118164
2021-04-12,28.920000076293945
2021-04-13,29.31999969482422
2021-04-14,29.15999984741211
2021-04-15,29.790000915527344
2021-04-16,29.209999084472656
2021-04-19,28.600000381469727
2021-04-20,27.510000228881836
2021-04-21,29.170000076293945
2021-04-22,29.450000762939453
2021-04-23,30.290000915527344
2021-04-26,30.860000610351562
2021-04-27,28.799999237060547
2021-04-28,27.649999618530273
2021-04-29,28.55500030517578
2021-04-30,28.649999618530273
2021-05-03,30.75
2021-05-04,30.25
2021-05-05,30.530000686645508
2021-05-06,30.059999465942383
2021-05-07,30.0
2021-05-10,27.18000030517578
2021-05-11,28.459999084472656
2021-05-12,25.459999084472656
2021-05-13,25.25
2021-05-14,25.8799991607666
