,CHSCL
2015-01-15,25.200000762939453
2015-01-16,25.520000457763672
2015-01-20,25.299999237060547
2015-01-21,25.479999542236328
2015-01-22,25.780000686645508
2015-01-23,25.790000915527344
2015-01-26,25.780000686645508
2015-01-27,25.850000381469727
2015-01-28,26.100000381469727
2015-01-29,26.170000076293945
2015-01-30,26.540000915527344
2015-02-02,26.5
2015-02-03,26.3799991607666
2015-02-04,26.299999237060547
2015-02-05,26.229999542236328
2015-02-06,26.1200008392334
2015-02-09,26.459999084472656
2015-02-10,26.479999542236328
2015-02-11,26.700000762939453
2015-02-12,26.739999771118164
2015-02-13,26.68000030517578
2015-02-17,26.40999984741211
2015-02-18,26.3799991607666
2015-02-19,26.6200008392334
2015-02-20,26.636999130249023
2015-02-23,26.780000686645508
2015-02-24,26.90999984741211
2015-02-25,27.049999237060547
2015-02-26,27.049999237060547
2015-02-27,27.170000076293945
2015-03-02,27.280000686645508
2015-03-03,27.09000015258789
2015-03-04,27.100000381469727
2015-03-05,27.110000610351562
2015-03-06,26.850000381469727
2015-03-09,26.75
2015-03-10,26.850000381469727
2015-03-11,26.93000030517578
2015-03-12,26.959999084472656
2015-03-13,26.690000534057617
2015-03-16,26.899999618530273
2015-03-17,26.899999618530273
2015-03-18,27.020000457763672
2015-03-19,27.079999923706055
2015-03-20,27.34000015258789
2015-03-23,27.290000915527344
2015-03-24,27.280000686645508
2015-03-25,27.31999969482422
2015-03-26,27.25
2015-03-27,27.299999237060547
2015-03-30,27.5
2015-03-31,27.709999084472656
2015-04-01,27.65999984741211
2015-04-02,27.93000030517578
2015-04-06,27.989999771118164
2015-04-07,28.020000457763672
2015-04-08,27.81999969482422
2015-04-09,27.780000686645508
2015-04-10,27.84000015258789
2015-04-13,27.780000686645508
2015-04-14,27.510000228881836
2015-04-15,27.59000015258789
2015-04-16,27.610000610351562
2015-04-17,28.06999969482422
2015-04-20,28.020000457763672
2015-04-21,28.06999969482422
2015-04-22,28.05500030517578
2015-04-23,27.989999771118164
2015-04-24,28.1200008392334
2015-04-27,28.190000534057617
2015-04-28,28.139999389648438
2015-04-29,28.040000915527344
2015-04-30,27.8700008392334
2015-05-01,27.81999969482422
2015-05-04,27.799999237060547
2015-05-05,27.450000762939453
2015-05-06,26.959999084472656
2015-05-07,27.110000610351562
2015-05-08,27.43000030517578
2015-05-11,27.280000686645508
2015-05-12,27.469999313354492
2015-05-13,27.670000076293945
2015-05-14,27.899999618530273
2015-05-15,27.760000228881836
2015-05-18,27.65999984741211
2015-05-19,27.459999084472656
2015-05-20,27.40999984741211
2015-05-21,27.40999984741211
2015-05-22,27.450000762939453
2015-05-26,27.450000762939453
2015-05-27,27.520000457763672
2015-05-28,27.290000915527344
2015-05-29,27.270000457763672
2015-06-01,27.43000030517578
2015-06-02,27.5
2015-06-03,27.489999771118164
2015-06-04,27.610000610351562
2015-06-05,27.554000854492188
2015-06-08,27.540000915527344
2015-06-09,27.65999984741211
2015-06-10,27.71500015258789
2015-06-11,27.6299991607666
2015-06-12,27.219999313354492
2015-06-15,27.18000030517578
2015-06-16,27.190000534057617
2015-06-17,26.969999313354492
2015-06-18,26.989999771118164
2015-06-19,27.100000381469727
2015-06-22,27.1200008392334
2015-06-23,27.06999969482422
2015-06-24,27.18000030517578
2015-06-25,27.200000762939453
2015-06-26,27.079999923706055
2015-06-29,27.06999969482422
2015-06-30,27.040000915527344
2015-07-01,27.200000762939453
2015-07-02,27.239999771118164
2015-07-06,27.139999389648438
2015-07-07,27.225000381469727
2015-07-08,27.15999984741211
2015-07-09,27.059999465942383
2015-07-10,27.059999465942383
2015-07-13,27.100000381469727
2015-07-14,27.200000762939453
2015-07-15,27.280000686645508
2015-07-16,27.420000076293945
2015-07-17,27.489999771118164
2015-07-20,27.479999542236328
2015-07-21,27.450000762939453
2015-07-22,27.270000457763672
2015-07-23,27.260000228881836
2015-07-24,27.309999465942383
2015-07-27,27.1299991607666
2015-07-28,27.260000228881836
2015-07-29,27.23900032043457
2015-07-30,27.229999542236328
2015-07-31,27.219999313354492
2015-08-03,27.219999313354492
2015-08-04,27.25
2015-08-05,27.229999542236328
2015-08-06,27.239999771118164
2015-08-07,27.299999237060547
2015-08-10,27.25
2015-08-11,27.239999771118164
2015-08-12,27.15999984741211
2015-08-13,27.170000076293945
2015-08-14,27.149999618530273
2015-08-17,27.1299991607666
2015-08-18,27.100000381469727
2015-08-19,27.059999465942383
2015-08-20,27.100000381469727
2015-08-21,27.059999465942383
2015-08-24,26.729999542236328
2015-08-25,26.93000030517578
2015-08-26,26.920000076293945
2015-08-27,26.93000030517578
2015-08-28,27.139999389648438
2015-08-31,27.280000686645508
2015-09-01,27.149999618530273
2015-09-02,27.149999618530273
2015-09-03,27.149999618530273
2015-09-04,27.290000915527344
2015-09-08,27.200000762939453
2015-09-09,27.200000762939453
2015-09-10,27.190000534057617
2015-09-11,27.200000762939453
2015-09-14,26.780000686645508
2015-09-15,26.770000457763672
2015-09-16,26.739999771118164
2015-09-17,26.56999969482422
2015-09-18,26.65999984741211
2015-09-21,26.799999237060547
2015-09-22,26.6200008392334
2015-09-23,26.639999389648438
2015-09-24,26.610000610351562
2015-09-25,26.59000015258789
2015-09-28,26.549999237060547
2015-09-29,26.540000915527344
2015-09-30,26.5
2015-10-01,26.43000030517578
2015-10-02,26.5
2015-10-05,26.739999771118164
2015-10-06,26.756999969482422
2015-10-07,26.850000381469727
2015-10-08,27.049999237060547
2015-10-09,27.010000228881836
2015-10-12,27.209999084472656
2015-10-13,27.1200008392334
2015-10-14,27.049999237060547
2015-10-15,27.079999923706055
2015-10-16,27.200000762939453
2015-10-19,27.229999542236328
2015-10-20,27.329999923706055
2015-10-21,27.389999389648438
2015-10-22,27.469999313354492
2015-10-23,27.440000534057617
2015-10-26,27.56999969482422
2015-10-27,27.68000030517578
2015-10-28,27.75
2015-10-29,27.700000762939453
2015-10-30,27.770000457763672
2015-11-02,27.809999465942383
2015-11-03,27.790000915527344
2015-11-04,27.850000381469727
2015-11-05,27.920000076293945
2015-11-06,27.709999084472656
2015-11-09,27.799999237060547
2015-11-10,27.959999084472656
2015-11-11,28.010000228881836
2015-11-12,27.889999389648438
2015-11-13,27.729999542236328
2015-11-16,27.610000610351562
2015-11-17,27.59000015258789
2015-11-18,27.899999618530273
2015-11-19,27.93000030517578
2015-11-20,27.65999984741211
2015-11-23,27.729999542236328
2015-11-24,27.719999313354492
2015-11-25,27.770000457763672
2015-11-27,27.719999313354492
2015-11-30,27.68000030517578
2015-12-01,27.75
2015-12-02,27.770000457763672
2015-12-03,27.760000228881836
2015-12-04,27.790000915527344
2015-12-07,27.65999984741211
2015-12-08,27.700000762939453
2015-12-09,27.549999237060547
2015-12-10,27.469999313354492
2015-12-11,27.350000381469727
2015-12-14,26.3799991607666
2015-12-15,26.47100067138672
2015-12-16,27.035999298095703
2015-12-17,27.020000457763672
2015-12-18,27.010000228881836
2015-12-21,27.09000015258789
2015-12-22,27.290000915527344
