,DWSH
2018-07-11,25.02899932861328
2018-07-12,25.0
2018-07-13,25.01300048828125
2018-07-16,24.959999084472656
2018-07-17,24.959999084472656
2018-07-18,25.190000534057617
2018-07-19,25.059999465942383
2018-07-20,25.1299991607666
2018-07-23,25.1299991607666
2018-07-24,25.1299991607666
2018-07-25,25.1299991607666
2018-07-26,25.100000381469727
2018-07-27,25.100000381469727
2018-07-30,25.049999237060547
2018-07-31,24.729999542236328
2018-08-01,24.829999923706055
2018-08-02,25.200000762939453
2018-08-03,25.200000762939453
2018-08-06,24.795000076293945
2018-08-07,24.749000549316406
2018-08-08,24.920000076293945
2018-08-09,24.93400001525879
2018-08-10,24.93400001525879
2018-08-13,25.280000686645508
2018-08-14,25.010000228881836
2018-08-15,25.299999237060547
2018-08-16,25.010000228881836
2018-08-17,24.899999618530273
2018-08-20,24.799999237060547
2018-08-21,24.90999984741211
2018-08-22,25.040000915527344
2018-08-23,24.90999984741211
2018-08-24,24.950000762939453
2018-08-27,24.527000427246094
2018-08-28,24.709999084472656
2018-08-29,24.65999984741211
2018-08-30,24.902000427246094
2018-08-31,24.857999801635742
2018-09-04,25.079999923706055
2018-09-05,25.01300048828125
2018-09-06,25.013999938964844
2018-09-07,25.049999237060547
2018-09-10,24.989999771118164
2018-09-11,25.010000228881836
2018-09-12,25.020000457763672
2018-09-13,24.909000396728516
2018-09-14,24.760000228881836
2018-09-17,24.822999954223633
2018-09-18,24.739999771118164
2018-09-19,24.530000686645508
2018-09-20,24.329999923706055
2018-09-21,24.3799991607666
2018-09-24,24.709999084472656
2018-09-25,24.864999771118164
2018-09-26,24.94300079345703
2018-09-27,25.049999237060547
2018-09-28,25.1299991607666
2018-10-01,25.239999771118164
2018-10-02,25.177000045776367
2018-10-03,25.15999984741211
2018-10-04,25.3799991607666
2018-10-05,25.635000228881836
2018-10-08,25.520000457763672
2018-10-09,25.79599952697754
2018-10-10,26.422000885009766
2018-10-11,26.86400032043457
2018-10-12,27.020000457763672
2018-10-15,26.65999984741211
2018-10-16,26.600000381469727
2018-10-17,26.190000534057617
2018-10-18,26.639999389648438
2018-10-19,27.1200008392334
2018-10-22,27.25
2018-10-23,27.5
2018-10-24,28.530000686645508
2018-10-25,28.110000610351562
2018-10-26,28.56399917602539
2018-10-29,28.798999786376953
2018-10-30,28.200000762939453
2018-10-31,27.975000381469727
2018-11-01,26.700000762939453
2018-11-02,26.96299934387207
2018-11-05,26.75
2018-11-06,26.75
2018-11-07,26.209999084472656
2018-11-08,26.770000457763672
2018-11-09,27.209999084472656
2018-11-12,27.690000534057617
2018-11-13,27.708999633789062
2018-11-14,27.420000076293945
2018-11-15,27.450000762939453
2018-11-16,27.454999923706055
2018-11-19,27.809999465942383
2018-11-20,28.149999618530273
2018-11-21,27.663000106811523
2018-11-23,27.59000015258789
2018-11-26,27.125999450683594
2018-11-27,27.309999465942383
2018-11-28,26.825000762939453
2018-11-29,26.690000534057617
2018-11-30,26.84000015258789
2018-12-03,26.350000381469727
2018-12-04,27.59000015258789
2018-12-06,27.950000762939453
2018-12-07,28.579999923706055
2018-12-10,28.8439998626709
2018-12-11,28.8700008392334
2018-12-12,28.59000015258789
2018-12-13,29.268999099731445
2018-12-14,29.70199966430664
2018-12-17,30.149999618530273
2018-12-18,30.100000381469727
2018-12-19,30.760000228881836
2018-12-20,31.25
2018-12-21,32.099998474121094
2018-12-24,32.720001220703125
2018-12-26,31.06999969482422
2018-12-27,30.959999084472656
2018-12-28,31.059999465942383
2018-12-31,30.56999969482422
2019-01-02,30.15999984741211
2019-01-03,30.399999618530273
2019-01-04,28.93600082397461
2019-01-07,28.260000228881836
2019-01-08,27.75
2019-01-09,27.131000518798828
2019-01-10,27.079999923706055
2019-01-11,26.92799949645996
2019-01-14,26.999000549316406
2019-01-15,26.959999084472656
2019-01-16,26.775999069213867
2019-01-17,26.3799991607666
2019-01-18,25.760000228881836
2019-01-22,26.5
2019-01-23,26.770000457763672
2019-01-24,26.40999984741211
2019-01-25,25.889999389648438
2019-01-28,25.959999084472656
2019-01-29,25.950000762939453
2019-01-30,25.645000457763672
2019-01-31,25.46500015258789
2019-02-01,25.420000076293945
2019-02-04,25.450000762939453
2019-02-05,25.200000762939453
2019-02-06,25.229999542236328
2019-02-07,25.8700008392334
2019-02-08,25.709999084472656
2019-02-11,25.420000076293945
2019-02-12,24.860000610351562
2019-02-13,24.649999618530273
2019-02-14,24.6200008392334
2019-02-15,24.399999618530273
2019-02-19,24.149999618530273
2019-02-20,24.049999237060547
2019-02-21,24.280000686645508
2019-02-22,24.05500030517578
2019-02-25,23.966999053955078
2019-02-26,24.200000762939453
2019-02-27,24.288999557495117
2019-02-28,24.452999114990234
2019-03-01,24.329999923706055
2019-03-04,24.389999389648438
2019-03-05,24.503999710083008
2019-03-06,24.884000778198242
2019-03-07,25.33300018310547
2019-03-08,25.440000534057617
2019-03-11,25.024999618530273
2019-03-12,24.90999984741211
2019-03-13,24.74799919128418
2019-03-14,25.010000228881836
2019-03-15,24.858999252319336
2019-03-18,24.559999465942383
2019-03-19,24.7450008392334
2019-03-20,24.777000427246094
2019-03-21,24.55699920654297
2019-03-22,25.450000762939453
2019-03-25,25.492000579833984
2019-03-26,25.399999618530273
2019-03-27,25.290000915527344
2019-03-28,25.059999465942383
2019-03-29,24.777999877929688
2019-04-01,24.325000762939453
2019-04-02,24.381000518798828
2019-04-03,24.270000457763672
2019-04-04,24.020000457763672
2019-04-05,23.610000610351562
2019-04-08,23.549999237060547
2019-04-09,24.03499984741211
2019-04-10,23.700000762939453
2019-04-11,23.725000381469727
2019-04-12,23.31800079345703
2019-04-15,23.299999237060547
2019-04-16,23.13800048828125
2019-04-17,23.22800064086914
2019-04-18,23.150999069213867
2019-04-22,23.209999084472656
2019-04-23,23.1299991607666
2019-04-24,23.155000686645508
2019-04-25,23.719999313354492
2019-04-26,23.636999130249023
2019-04-29,23.399999618530273
2019-04-30,23.708999633789062
2019-05-01,23.749000549316406
2019-05-02,24.200000762939453
2019-05-03,23.729999542236328
2019-05-06,23.81999969482422
2019-05-07,24.374000549316406
2019-05-08,24.274999618530273
2019-05-09,24.520000457763672
2019-05-10,24.549999237060547
2019-05-13,25.371999740600586
2019-05-14,25.049999237060547
2019-05-15,24.895999908447266
2019-05-16,24.950000762939453
2019-05-17,25.260000228881836
2019-05-20,25.6200008392334
2019-05-21,25.1560001373291
2019-05-22,25.634000778198242
2019-05-23,26.299999237060547
2019-05-24,26.239999771118164
2019-05-28,26.65999984741211
2019-05-29,26.809999465942383
2019-05-30,27.110000610351562
2019-05-31,27.56999969482422
2019-06-03,27.149999618530273
2019-06-04,26.040000915527344
2019-06-05,26.280000686645508
2019-06-06,26.191999435424805
2019-06-07,26.1200008392334
2019-06-10,25.959999084472656
2019-06-11,25.86400032043457
2019-06-12,26.280000686645508
2019-06-13,25.81999969482422
2019-06-14,26.1200008392334
2019-06-17,26.059999465942383
2019-06-18,25.610000610351562
2019-06-19,25.709999084472656
2019-06-20,25.5
2019-06-21,25.450000762939453
2019-06-24,25.753999710083008
2019-06-25,25.860000610351562
2019-06-26,25.579999923706055
2019-06-27,25.360000610351562
2019-06-28,25.010000228881836
2019-07-01,24.940000534057617
2019-07-02,25.25
2019-07-03,25.030000686645508
2019-07-05,25.18000030517578
2019-07-08,25.280000686645508
2019-07-09,25.3700008392334
2019-07-10,25.149999618530273
2019-07-11,25.290000915527344
2019-07-12,24.979999542236328
2019-07-15,25.145000457763672
2019-07-16,25.21500015258789
2019-07-17,25.6299991607666
2019-07-18,25.610000610351562
2019-07-19,25.475000381469727
2019-07-22,25.610000610351562
2019-07-23,25.18899917602539
2019-07-24,24.881999969482422
2019-07-25,25.450000762939453
2019-07-26,25.26799964904785
2019-07-29,25.399999618530273
2019-07-30,25.010000228881836
2019-07-31,25.249000549316406
2019-08-01,26.239999771118164
2019-08-02,26.485000610351562
2019-08-05,27.350000381469727
2019-08-06,27.259000778198242
2019-08-07,27.152999877929688
2019-08-08,26.733999252319336
2019-08-09,27.354999542236328
2019-08-12,27.93000030517578
2019-08-13,27.469999313354492
2019-08-14,28.579999923706055
2019-08-15,29.06999969482422
2019-08-16,28.464000701904297
2019-08-19,27.766000747680664
2019-08-20,28.100000381469727
2019-08-21,27.889999389648438
2019-08-22,27.950000762939453
2019-08-23,29.288000106811523
2019-08-26,29.06999969482422
2019-08-27,29.579999923706055
2019-08-28,29.047000885009766
2019-08-29,28.46500015258789
2019-08-30,28.420000076293945
2019-09-03,28.8799991607666
2019-09-04,28.13599967956543
2019-09-05,27.114999771118164
2019-09-06,27.290000915527344
2019-09-09,25.950000762939453
2019-09-10,25.25
2019-09-11,24.799999237060547
2019-09-12,25.010000228881836
2019-09-13,24.94499969482422
2019-09-16,24.229999542236328
2019-09-17,25.0
2019-09-18,25.15999984741211
2019-09-19,25.299999237060547
2019-09-20,25.43000030517578
2019-09-23,25.444000244140625
2019-09-24,26.1299991607666
2019-09-25,25.795000076293945
2019-09-26,26.15999984741211
2019-09-27,26.15999984741211
2019-09-30,25.940000534057617
2019-10-01,26.700000762939453
2019-10-02,27.40999984741211
2019-10-03,27.079999923706055
2019-10-04,27.079999923706055
2019-10-07,27.1299991607666
2019-10-08,27.799999237060547
2019-10-09,27.670000076293945
2019-10-10,27.3700008392334
2019-10-11,26.510000228881836
2019-10-14,26.790000915527344
2019-10-15,26.420000076293945
2019-10-16,26.399999618530273
2019-10-17,26.31999969482422
2019-10-18,26.520000457763672
2019-10-21,26.209999084472656
2019-10-22,25.66900062561035
2019-10-23,25.510000228881836
2019-10-24,25.75
2019-10-25,25.270000457763672
2019-10-28,25.219999313354492
2019-10-29,25.5
2019-10-30,25.690000534057617
2019-10-31,25.90999984741211
2019-11-01,25.149999618530273
2019-11-04,24.31999969482422
2019-11-05,24.1200008392334
2019-11-06,24.649999618530273
2019-11-07,24.290000915527344
2019-11-08,24.118000030517578
2019-11-11,24.34000015258789
2019-11-12,24.395000457763672
2019-11-13,24.7450008392334
2019-11-14,24.739999771118164
2019-11-15,24.459999084472656
2019-11-18,24.729999542236328
2019-11-19,25.049999237060547
2019-11-20,25.18199920654297
2019-11-21,25.110000610351562
2019-11-22,24.780000686645508
2019-11-25,24.320999145507812
2019-11-26,24.520999908447266
2019-11-27,24.280000686645508
2019-11-29,24.43000030517578
2019-12-02,24.68000030517578
2019-12-03,25.079999923706055
2019-12-04,24.600000381469727
2019-12-05,24.73900032043457
2019-12-06,24.229999542236328
2019-12-09,24.020000457763672
2019-12-10,24.06999969482422
2019-12-11,23.975000381469727
2019-12-12,23.309999465942383
2019-12-13,23.540000915527344
2019-12-16,23.420000076293945
2019-12-17,23.260000228881836
2019-12-18,23.100000381469727
2019-12-19,23.030000686645508
2019-12-20,23.049999237060547
2019-12-23,22.709999084472656
2019-12-24,22.719999313354492
2019-12-26,22.68000030517578
2019-12-27,22.81999969482422
2019-12-30,22.976999282836914
2019-12-31,22.815000534057617
2020-01-02,22.959999084472656
2020-01-03,23.084999084472656
2020-01-06,22.79800033569336
2020-01-07,22.81999969482422
2020-01-08,22.8799991607666
2020-01-09,22.915000915527344
2020-01-10,23.149999618530273
2020-01-13,23.049999237060547
2020-01-14,22.780000686645508
2020-01-15,22.860000610351562
2020-01-16,22.59000015258789
2020-01-17,22.700000762939453
2020-01-21,23.06999969482422
2020-01-22,23.170000076293945
2020-01-23,23.280000686645508
2020-01-24,23.690000534057617
2020-01-27,24.290000915527344
2020-01-28,24.065000534057617
2020-01-29,24.163999557495117
2020-01-30,24.25
2020-01-31,24.65999984741211
2020-02-03,24.565000534057617
2020-02-04,24.139999389648438
2020-02-05,23.31999969482422
2020-02-06,23.5
2020-02-07,23.90999984741211
2020-02-10,24.079999923706055
2020-02-11,23.760000228881836
2020-02-12,23.420000076293945
2020-02-13,23.75
2020-02-14,23.860000610351562
2020-02-18,23.954999923706055
2020-02-19,23.69499969482422
2020-02-20,23.75
2020-02-21,24.110000610351562
2020-02-24,24.8799991607666
2020-02-25,25.8700008392334
2020-02-26,26.6200008392334
2020-02-27,27.655000686645508
2020-02-28,27.5
2020-03-02,27.399999618530273
2020-03-03,28.1299991607666
2020-03-04,27.56399917602539
2020-03-05,28.68000030517578
2020-03-06,29.8700008392334
2020-03-09,33.689998626708984
2020-03-10,32.20000076293945
2020-03-11,34.77000045776367
2020-03-12,38.099998474121094
2020-03-13,35.79999923706055
2020-03-16,39.31999969482422
2020-03-17,39.119998931884766
2020-03-18,43.1349983215332
2020-03-19,39.5
2020-03-20,40.119998931884766
2020-03-23,41.20000076293945
2020-03-24,35.56999969482422
2020-03-25,34.880001068115234
2020-03-26,33.72999954223633
2020-03-27,35.0
2020-03-30,35.189998626708984
2020-03-31,35.56999969482422
2020-04-01,37.63999938964844
2020-04-02,37.060001373291016
2020-04-03,36.95000076293945
2020-04-06,34.099998474121094
2020-04-07,32.36000061035156
2020-04-08,30.899999618530273
2020-04-09,28.639999389648438
2020-04-13,30.0
2020-04-14,29.700000762939453
2020-04-15,31.25
2020-04-16,32.41999816894531
2020-04-17,29.889999389648438
2020-04-20,30.3799991607666
2020-04-21,31.100000381469727
2020-04-22,30.360000610351562
2020-04-23,29.709999084472656
2020-04-24,29.459999084472656
2020-04-27,27.670000076293945
2020-04-28,26.8799991607666
2020-04-29,24.290000915527344
2020-04-30,25.139999389648438
2020-05-01,26.700000762939453
2020-05-04,26.360000610351562
2020-05-05,26.5
2020-05-06,27.15999984741211
2020-05-07,26.610000610351562
2020-05-08,24.850000381469727
2020-05-11,25.649999618530273
2020-05-12,26.670000076293945
2020-05-13,28.299999237060547
2020-05-14,27.75
2020-05-15,27.459999084472656
2020-05-18,24.239999771118164
2020-05-19,25.1299991607666
2020-05-20,24.170000076293945
2020-05-21,24.06999969482422
2020-05-22,24.360000610351562
2020-05-26,22.548999786376953
2020-05-27,21.290000915527344
2020-05-28,22.280000686645508
2020-05-29,22.809999465942383
2020-06-01,22.059999465942383
2020-06-02,21.510000228881836
2020-06-03,19.799999237060547
2020-06-04,18.985000610351562
2020-06-05,17.100000381469727
2020-06-08,15.710000038146973
2020-06-09,16.759000778198242
2020-06-10,17.84000015258789
2020-06-11,19.700000762939453
2020-06-12,18.670000076293945
2020-06-15,18.459999084472656
2020-06-16,17.829999923706055
2020-06-17,18.5
2020-06-18,18.5
2020-06-19,18.889999389648438
2020-06-22,18.899999618530273
2020-06-23,18.719999313354492
2020-06-24,19.829999923706055
2020-06-25,19.540000915527344
2020-06-26,20.469999313354492
2020-06-29,19.540000915527344
2020-06-30,19.358999252319336
2020-07-01,19.770000457763672
2020-07-02,19.579999923706055
2020-07-06,19.34000015258789
2020-07-07,19.969999313354492
2020-07-08,19.809999465942383
2020-07-09,20.65999984741211
2020-07-10,20.040000915527344
2020-07-13,20.219999313354492
2020-07-14,19.959999084472656
2020-07-15,18.65999984741211
2020-07-16,18.950000762939453
2020-07-17,19.239999771118164
2020-07-20,19.579999923706055
2020-07-21,18.8700008392334
2020-07-22,18.899999618530273
2020-07-23,18.68000030517578
2020-07-24,18.889999389648438
2020-07-27,19.0
2020-07-28,19.104999542236328
2020-07-29,18.610000610351562
2020-07-30,19.066999435424805
2020-07-31,19.389999389648438
2020-08-03,19.28499984741211
2020-08-04,18.920000076293945
2020-08-05,18.479999542236328
2020-08-06,18.538000106811523
2020-08-07,18.110000610351562
2020-08-10,17.239999771118164
2020-08-11,17.139999389648438
2020-08-12,17.149999618530273
2020-08-13,17.3700008392334
2020-08-14,17.1299991607666
2020-08-17,17.360000610351562
2020-08-18,17.790000915527344
2020-08-19,17.899999618530273
2020-08-20,18.15999984741211
2020-08-21,18.440000534057617
2020-08-24,17.600000381469727
2020-08-25,17.600000381469727
2020-08-26,17.90999984741211
2020-08-27,17.579999923706055
2020-08-28,17.242000579833984
2020-08-31,17.700000762939453
2020-09-01,17.81999969482422
2020-09-02,17.559999465942383
2020-09-03,17.729999542236328
2020-09-04,17.360000610351562
2020-09-08,17.899999618530273
2020-09-09,17.969999313354492
2020-09-10,18.280000686645508
2020-09-11,18.209999084472656
2020-09-14,17.770000457763672
2020-09-15,17.899999618530273
2020-09-16,17.3799991607666
2020-09-17,17.459999084472656
2020-09-18,17.84000015258789
2020-09-21,18.69499969482422
2020-09-22,18.75
2020-09-23,19.40999984741211
2020-09-24,19.450000762939453
2020-09-25,19.18000030517578
2020-09-28,18.68000030517578
2020-09-29,19.059999465942383
2020-09-30,19.040000915527344
2020-10-01,18.93000030517578
2020-10-02,18.459999084472656
2020-10-05,18.059999465942383
2020-10-06,18.280000686645508
2020-10-07,17.739999771118164
2020-10-08,17.1299991607666
2020-10-09,17.329999923706055
2020-10-12,17.25
2020-10-13,17.700000762939453
2020-10-14,17.670000076293945
2020-10-15,17.469999313354492
2020-10-16,17.579999923706055
2020-10-19,17.68000030517578
2020-10-20,17.399999618530273
2020-10-21,17.489999771118164
2020-10-22,16.799999237060547
2020-10-23,16.649999618530273
2020-10-26,17.34000015258789
2020-10-27,17.75
2020-10-28,18.34000015258789
2020-10-29,18.0
2020-10-30,17.989999771118164
2020-11-02,17.434999465942383
2020-11-03,16.979999542236328
2020-11-04,17.229999542236328
2020-11-05,16.804000854492188
2020-11-06,17.09000015258789
2020-11-09,14.472999572753906
2020-11-10,14.229999542236328
2020-11-11,14.59000015258789
2020-11-12,15.0600004196167
2020-11-13,14.350000381469727
2020-11-16,13.619999885559082
2020-11-17,13.449999809265137
2020-11-18,13.550000190734863
2020-11-19,13.380000114440918
2020-11-20,13.479999542236328
2020-11-23,12.65999984741211
2020-11-24,11.890000343322754
2020-11-25,12.020000457763672
2020-11-27,12.069999694824219
2020-11-30,12.479999542236328
2020-12-01,12.3100004196167
2020-12-02,12.039999961853027
2020-12-03,11.880000114440918
2020-12-04,11.430000305175781
2020-12-07,11.5600004196167
2020-12-08,11.460000038146973
2020-12-09,11.520000457763672
2020-12-10,11.300000190734863
2020-12-11,11.520000457763672
2020-12-14,11.600000381469727
2020-12-15,11.380000114440918
2020-12-16,11.489999771118164
2020-12-17,11.489999771118164
2020-12-18,11.529999732971191
2020-12-21,11.6899995803833
2020-12-22,11.800000190734863
2020-12-23,11.550000190734863
2020-12-24,11.59000015258789
2020-12-28,11.487000465393066
2020-12-29,11.619999885559082
2020-12-30,11.470000267028809
2020-12-31,11.420000076293945
2021-01-04,11.586000442504883
2021-01-05,11.243000030517578
2021-01-06,11.03499984741211
2021-01-07,10.880000114440918
2021-01-08,10.899999618530273
2021-01-11,10.949999809265137
2021-01-12,10.600000381469727
2021-01-13,10.644000053405762
2021-01-14,10.380000114440918
2021-01-15,10.5
2021-01-19,10.442000389099121
2021-01-20,10.390000343322754
2021-01-21,10.524999618530273
2021-01-22,10.539999961853027
2021-01-25,10.416999816894531
2021-01-26,10.34000015258789
2021-01-27,10.336999893188477
2021-01-28,10.420000076293945
2021-01-29,10.65999984741211
2021-02-01,10.600000381469727
2021-02-02,10.520000457763672
2021-02-03,10.444999694824219
2021-02-04,10.380000114440918
2021-02-05,10.25
2021-02-08,10.02400016784668
