,CCAP
2020-02-03,16.399999618530273
2020-02-04,16.489999771118164
2020-02-05,16.81999969482422
2020-02-06,16.81999969482422
2020-02-07,17.100000381469727
2020-02-10,16.899999618530273
2020-02-11,16.700000762939453
2020-02-12,16.780000686645508
2020-02-13,16.760000228881836
2020-02-14,16.6200008392334
2020-02-18,16.489999771118164
2020-02-19,16.540000915527344
2020-02-20,16.43000030517578
2020-02-21,16.5
2020-02-24,16.299999237060547
2020-02-25,16.200000762939453
2020-02-26,16.260000228881836
2020-02-27,15.859999656677246
2020-02-28,15.739999771118164
2020-03-02,15.9399995803833
2020-03-03,15.800000190734863
2020-03-04,15.960000038146973
2020-03-05,16.030000686645508
2020-03-06,15.949999809265137
2020-03-09,14.390000343322754
2020-03-10,14.5
2020-03-11,14.119999885559082
2020-03-12,12.71500015258789
2020-03-13,13.149999618530273
2020-03-16,11.260000228881836
2020-03-17,10.90999984741211
2020-03-18,8.5
2020-03-19,9.25
2020-03-20,7.380000114440918
2020-03-23,6.210000038146973
2020-03-24,6.519999980926514
2020-03-25,6.690000057220459
2020-03-26,8.630000114440918
2020-03-27,9.5
2020-03-30,9.399999618530273
2020-03-31,9.649999618530273
2020-04-01,8.680000305175781
2020-04-02,9.449999809265137
2020-04-03,8.930000305175781
2020-04-06,9.5600004196167
2020-04-07,9.6899995803833
2020-04-08,10.5
2020-04-09,11.279999732971191
2020-04-13,12.5
2020-04-14,12.84000015258789
2020-04-15,13.0
2020-04-16,12.380000114440918
2020-04-17,11.970000267028809
2020-04-20,9.960000038146973
2020-04-21,10.65999984741211
2020-04-22,10.199999809265137
2020-04-23,9.979999542236328
2020-04-24,9.65999984741211
2020-04-27,9.050000190734863
2020-04-28,9.869999885559082
2020-04-29,10.470000267028809
2020-04-30,9.880000114440918
2020-05-01,10.300000190734863
2020-05-04,10.239999771118164
2020-05-05,10.739999771118164
2020-05-06,10.800000190734863
2020-05-07,11.930000305175781
2020-05-08,11.319999694824219
2020-05-11,10.770000457763672
2020-05-12,10.979999542236328
2020-05-13,11.0
2020-05-14,11.0
2020-05-15,10.600000381469727
2020-05-18,11.199999809265137
2020-05-19,11.0
2020-05-20,11.039999961853027
2020-05-21,11.0
2020-05-22,10.979999542236328
2020-05-26,11.15999984741211
2020-05-27,11.819999694824219
2020-05-28,11.899999618530273
2020-05-29,12.270000457763672
2020-06-01,12.699999809265137
2020-06-02,12.75
2020-06-03,12.949999809265137
2020-06-04,12.859999656677246
2020-06-05,12.420000076293945
2020-06-08,12.8100004196167
2020-06-09,12.710000038146973
2020-06-10,12.5600004196167
2020-06-11,12.550000190734863
2020-06-12,12.59000015258789
2020-06-15,12.800000190734863
2020-06-16,13.199999809265137
2020-06-17,13.199999809265137
2020-06-18,12.880000114440918
2020-06-19,12.640000343322754
2020-06-22,12.770000457763672
2020-06-23,13.0
2020-06-24,13.055000305175781
2020-06-25,13.170000076293945
2020-06-26,13.25
2020-06-29,12.949999809265137
2020-06-30,12.640000343322754
2020-07-01,12.640000343322754
2020-07-02,12.699999809265137
2020-07-06,12.5
2020-07-07,12.90999984741211
2020-07-08,12.399999618530273
2020-07-09,12.140000343322754
2020-07-10,11.975000381469727
2020-07-13,12.1899995803833
2020-07-14,12.050000190734863
2020-07-15,12.260000228881836
2020-07-16,12.239999771118164
2020-07-17,11.949999809265137
2020-07-20,12.0
2020-07-21,11.970000267028809
2020-07-22,11.970000267028809
2020-07-23,11.949999809265137
2020-07-24,12.0
2020-07-27,11.949999809265137
2020-07-28,11.75
2020-07-29,11.720000267028809
2020-07-30,11.699999809265137
2020-07-31,11.699999809265137
2020-08-03,11.843000411987305
2020-08-04,11.649999618530273
2020-08-05,11.890000343322754
2020-08-06,11.800000190734863
2020-08-07,12.0600004196167
2020-08-10,12.180000305175781
2020-08-11,12.489999771118164
2020-08-12,12.460000038146973
2020-08-13,12.5
2020-08-14,12.449999809265137
2020-08-17,12.369999885559082
2020-08-18,12.305000305175781
2020-08-19,12.4399995803833
2020-08-20,12.40999984741211
2020-08-21,12.300000190734863
2020-08-24,12.350000381469727
2020-08-25,12.350000381469727
2020-08-26,12.300000190734863
2020-08-27,12.324999809265137
2020-08-28,12.350000381469727
2020-08-31,12.350000381469727
2020-09-01,12.34000015258789
2020-09-02,12.970000267028809
2020-09-03,12.875
2020-09-04,13.050000190734863
2020-09-08,12.729999542236328
2020-09-09,12.925000190734863
2020-09-10,13.119999885559082
2020-09-11,13.1899995803833
2020-09-14,13.0
2020-09-15,13.107999801635742
2020-09-16,13.119999885559082
2020-09-17,13.425000190734863
2020-09-18,13.503000259399414
2020-09-21,13.71399974822998
2020-09-22,13.649999618530273
2020-09-23,13.579999923706055
2020-09-24,13.600000381469727
2020-09-25,13.8100004196167
2020-09-28,13.550000190734863
2020-09-29,13.140000343322754
2020-09-30,12.75
2020-10-01,12.640000343322754
2020-10-02,12.62600040435791
2020-10-05,12.949999809265137
2020-10-06,12.869999885559082
2020-10-07,12.779999732971191
2020-10-08,12.899999618530273
2020-10-09,12.729999542236328
2020-10-12,12.84000015258789
2020-10-13,12.949999809265137
2020-10-14,12.9399995803833
2020-10-15,12.8100004196167
2020-10-16,12.800000190734863
2020-10-19,12.529999732971191
2020-10-20,12.800000190734863
2020-10-21,12.75
2020-10-22,12.550000190734863
2020-10-23,12.399999618530273
2020-10-26,12.600000381469727
2020-10-27,12.800000190734863
2020-10-28,12.65999984741211
2020-10-29,12.869999885559082
2020-10-30,12.800000190734863
2020-11-02,13.140000343322754
2020-11-03,13.3100004196167
2020-11-04,13.649999618530273
2020-11-05,14.0
2020-11-06,13.899999618530273
2020-11-09,13.479999542236328
2020-11-10,13.319999694824219
2020-11-11,13.770000457763672
2020-11-12,13.920000076293945
2020-11-13,13.859999656677246
2020-11-16,13.979999542236328
2020-11-17,13.859999656677246
2020-11-18,13.5
2020-11-19,13.510000228881836
2020-11-20,13.430000305175781
2020-11-23,13.600000381469727
2020-11-24,13.670000076293945
2020-11-25,13.710000038146973
2020-11-27,13.6899995803833
2020-11-30,13.90999984741211
2020-12-01,13.649999618530273
2020-12-02,13.975000381469727
2020-12-03,14.270000457763672
2020-12-04,14.699999809265137
2020-12-07,15.010000228881836
2020-12-08,15.130000114440918
2020-12-09,14.75
2020-12-10,14.920000076293945
2020-12-11,14.890000343322754
2020-12-14,14.970000267028809
2020-12-15,14.960000038146973
2020-12-16,14.680000305175781
2020-12-17,14.739999771118164
2020-12-18,14.65999984741211
2020-12-21,14.649999618530273
2020-12-22,14.899999618530273
2020-12-23,14.979999542236328
2020-12-24,14.998000144958496
2020-12-28,15.15999984741211
2020-12-29,15.25
2020-12-30,14.630000114440918
2020-12-31,14.569999694824219
2021-01-04,14.720000267028809
2021-01-05,15.0
2021-01-06,14.850000381469727
2021-01-07,14.850000381469727
2021-01-08,14.880000114440918
2021-01-11,14.923999786376953
2021-01-12,14.800000190734863
2021-01-13,15.010000228881836
2021-01-14,14.800000190734863
2021-01-15,15.354999542236328
2021-01-19,15.539999961853027
2021-01-20,15.739999771118164
2021-01-21,15.609999656677246
2021-01-22,15.600000381469727
2021-01-25,15.949999809265137
2021-01-26,15.25
2021-01-27,15.479999542236328
2021-01-28,15.3100004196167
2021-01-29,15.5
2021-02-01,16.100000381469727
2021-02-02,16.0
2021-02-03,16.06999969482422
2021-02-04,15.449999809265137
2021-02-05,15.479999542236328
2021-02-08,15.789999961853027
2021-02-09,15.550000190734863
2021-02-10,16.0
2021-02-11,15.890000343322754
2021-02-12,15.979999542236328
2021-02-16,16.100000381469727
2021-02-17,16.200000762939453
2021-02-18,16.0
2021-02-19,16.280000686645508
2021-02-22,16.139999389648438
2021-02-23,16.100000381469727
2021-02-24,16.100000381469727
2021-02-25,16.239999771118164
2021-02-26,16.649999618530273
2021-03-01,17.0
2021-03-02,17.139999389648438
2021-03-03,17.920000076293945
2021-03-04,17.09000015258789
2021-03-05,16.950000762939453
2021-03-08,17.110000610351562
2021-03-09,17.139999389648438
2021-03-10,17.149999618530273
2021-03-11,17.579999923706055
2021-03-12,17.905000686645508
2021-03-15,18.170000076293945
2021-03-16,18.0
2021-03-17,17.600000381469727
2021-03-18,17.649999618530273
2021-03-19,17.329999923706055
2021-03-22,17.639999389648438
2021-03-23,17.5
2021-03-24,17.59000015258789
2021-03-25,17.469999313354492
2021-03-26,17.479999542236328
2021-03-29,17.760000228881836
2021-03-30,17.110000610351562
2021-03-31,17.18000030517578
2021-04-01,17.049999237060547
2021-04-05,17.399999618530273
2021-04-06,17.799999237060547
2021-04-07,18.09000015258789
2021-04-08,18.489999771118164
2021-04-09,18.139999389648438
2021-04-12,18.469999313354492
2021-04-13,19.950000762939453
2021-04-14,19.149999618530273
2021-04-15,19.020000457763672
2021-04-16,18.530000686645508
2021-04-19,18.809999465942383
2021-04-20,18.75
2021-04-21,18.780000686645508
2021-04-22,18.559999465942383
2021-04-23,18.479999542236328
2021-04-26,18.420000076293945
2021-04-27,18.329999923706055
2021-04-28,18.15999984741211
2021-04-29,18.3799991607666
2021-04-30,18.25
2021-05-03,17.899999618530273
2021-05-04,17.889999389648438
2021-05-05,17.850000381469727
2021-05-06,17.399999618530273
2021-05-07,17.6299991607666
2021-05-10,17.889999389648438
2021-05-11,17.649999618530273
2021-05-12,17.59000015258789
2021-05-13,17.75
2021-05-14,18.850000381469727
