,AVEO
2010-08-16,71.69999694824219
2010-08-17,73.69999694824219
2010-08-18,73.30000305175781
2010-08-19,68.4000015258789
2010-08-20,65.0999984741211
2010-08-23,62.5
2010-08-24,67.0
2010-08-25,74.5999984741211
2010-08-26,77.0999984741211
2010-08-27,82.0999984741211
2010-08-30,86.69999694824219
2010-08-31,86.5999984741211
2010-09-01,87.80000305175781
2010-09-02,86.0999984741211
2010-09-03,86.9000015258789
2010-09-07,89.69999694824219
2010-09-08,87.5
2010-09-09,84.0
2010-09-10,84.80000305175781
2010-09-13,87.4000015258789
2010-09-14,85.0
2010-09-15,84.9000015258789
2010-09-16,85.0
2010-09-17,84.5
2010-09-20,87.5
2010-09-21,87.4000015258789
2010-09-22,88.0999984741211
2010-09-23,90.0
2010-09-24,97.0999984741211
2010-09-27,97.80000305175781
2010-09-28,98.5
2010-09-29,99.9000015258789
2010-09-30,111.4000015258789
2010-10-01,136.89999389648438
2010-10-04,141.5
2010-10-05,142.60000610351562
2010-10-06,142.39999389648438
2010-10-07,146.1999969482422
2010-10-08,158.1999969482422
2010-10-11,160.0
2010-10-12,157.89999389648438
2010-10-13,154.8000030517578
2010-10-14,153.5
2010-10-15,153.5
2010-10-18,153.6999969482422
2010-10-19,151.0
2010-10-20,151.60000610351562
2010-10-21,150.39999389648438
2010-10-22,151.60000610351562
2010-10-25,156.5
2010-10-26,150.0
2010-10-27,146.5
2010-10-28,145.60000610351562
2010-10-29,151.89999389648438
2010-11-01,153.89999389648438
2010-11-02,158.0
2010-11-03,158.60000610351562
2010-11-04,160.3000030517578
2010-11-05,168.39999389648438
2010-11-08,174.10000610351562
2010-11-09,164.5
2010-11-10,161.8000030517578
2010-11-11,161.39999389648438
2010-11-12,161.0
2010-11-15,166.3000030517578
2010-11-16,160.60000610351562
2010-11-17,162.6999969482422
2010-11-18,162.3000030517578
2010-11-19,152.1999969482422
2010-11-22,146.5
2010-11-23,145.39999389648438
2010-11-24,154.1999969482422
2010-11-26,153.0
2010-11-29,149.8000030517578
2010-11-30,147.8000030517578
2010-12-01,149.60000610351562
2010-12-02,143.0
2010-12-03,150.10000610351562
2010-12-06,149.5
2010-12-07,148.89999389648438
2010-12-08,147.5
2010-12-09,140.6999969482422
2010-12-10,148.60000610351562
2010-12-13,145.10000610351562
2010-12-14,138.39999389648438
2010-12-15,142.0
2010-12-16,142.60000610351562
2010-12-17,140.10000610351562
2010-12-20,142.10000610351562
2010-12-21,145.89999389648438
2010-12-22,148.8000030517578
2010-12-23,146.3000030517578
2010-12-27,146.6999969482422
2010-12-28,146.10000610351562
2010-12-29,144.8000030517578
2010-12-30,147.0
2010-12-31,146.1999969482422
2011-01-03,148.6999969482422
2011-01-04,150.0
2011-01-05,147.89999389648438
2011-01-06,148.3000030517578
2011-01-07,146.89999389648438
2011-01-10,148.1999969482422
2011-01-11,147.6999969482422
2011-01-12,148.8000030517578
2011-01-13,144.5
2011-01-14,146.0
2011-01-18,150.0
2011-01-19,146.1999969482422
2011-01-20,143.39999389648438
2011-01-21,143.5
2011-01-24,146.39999389648438
2011-01-25,147.39999389648438
2011-01-26,148.0
2011-01-27,146.89999389648438
2011-01-28,131.5
2011-01-31,143.3000030517578
2011-02-01,141.8000030517578
2011-02-02,136.60000610351562
2011-02-03,139.89999389648438
2011-02-04,138.5
2011-02-07,135.5
2011-02-08,136.3000030517578
2011-02-09,136.60000610351562
2011-02-10,135.60000610351562
2011-02-11,135.60000610351562
2011-02-14,144.5
2011-02-15,141.60000610351562
2011-02-16,138.8000030517578
2011-02-17,138.89999389648438
2011-02-18,138.89999389648438
2011-02-22,142.60000610351562
2011-02-23,143.5
2011-02-24,142.0
2011-02-25,141.60000610351562
2011-02-28,137.8000030517578
2011-03-01,135.60000610351562
2011-03-02,134.0
2011-03-03,135.89999389648438
2011-03-04,135.1999969482422
2011-03-07,132.8000030517578
2011-03-08,144.6999969482422
2011-03-09,145.6999969482422
2011-03-10,145.39999389648438
2011-03-11,139.10000610351562
2011-03-14,140.3000030517578
2011-03-15,146.5
2011-03-16,142.89999389648438
2011-03-17,144.89999389648438
2011-03-18,150.1999969482422
2011-03-21,150.0
2011-03-22,148.39999389648438
2011-03-23,148.1999969482422
2011-03-24,134.0
2011-03-25,133.1999969482422
2011-03-28,135.10000610351562
2011-03-29,134.5
2011-03-30,135.1999969482422
2011-03-31,133.1999969482422
2011-04-01,130.60000610351562
2011-04-04,131.8000030517578
2011-04-05,135.0
2011-04-06,136.8000030517578
2011-04-07,134.39999389648438
2011-04-08,136.5
2011-04-11,136.5
2011-04-12,136.1999969482422
2011-04-13,136.39999389648438
2011-04-14,136.8000030517578
2011-04-15,137.3000030517578
2011-04-18,136.8000030517578
2011-04-19,135.89999389648438
2011-04-20,135.5
2011-04-21,134.8000030517578
2011-04-25,137.5
2011-04-26,137.10000610351562
2011-04-27,137.5
2011-04-28,158.3000030517578
2011-04-29,155.60000610351562
2011-05-02,155.0
2011-05-03,154.3000030517578
2011-05-04,150.89999389648438
2011-05-05,149.8000030517578
2011-05-06,149.5
2011-05-09,161.10000610351562
2011-05-10,169.0
2011-05-11,169.60000610351562
2011-05-12,172.1999969482422
2011-05-13,177.5
2011-05-16,183.5
2011-05-17,190.0
2011-05-18,196.89999389648438
2011-05-19,185.0
2011-05-20,185.5
2011-05-23,191.1999969482422
2011-05-24,183.39999389648438
2011-05-25,184.10000610351562
2011-05-26,185.0
2011-05-27,183.60000610351562
2011-05-31,183.3000030517578
2011-06-01,188.6999969482422
2011-06-02,197.8000030517578
2011-06-03,191.10000610351562
2011-06-06,189.89999389648438
2011-06-07,189.5
2011-06-08,189.8000030517578
2011-06-09,187.60000610351562
2011-06-10,189.5
2011-06-13,189.1999969482422
2011-06-14,190.89999389648438
2011-06-15,175.39999389648438
2011-06-16,176.5
2011-06-17,169.5
2011-06-20,175.0
2011-06-21,177.6999969482422
2011-06-22,183.39999389648438
2011-06-23,190.10000610351562
2011-06-24,195.5
2011-06-27,200.39999389648438
2011-06-28,202.39999389648438
2011-06-29,206.60000610351562
2011-06-30,206.10000610351562
2011-07-01,201.39999389648438
2011-07-05,207.0
2011-07-06,205.5
2011-07-07,206.6999969482422
2011-07-08,206.8000030517578
2011-07-11,207.39999389648438
2011-07-12,202.0
2011-07-13,206.3000030517578
2011-07-14,199.8000030517578
2011-07-15,200.3000030517578
2011-07-18,200.0
2011-07-19,200.0
2011-07-20,200.60000610351562
2011-07-21,207.6999969482422
2011-07-22,196.1999969482422
2011-07-25,196.1999969482422
2011-07-26,194.0
2011-07-27,179.8000030517578
2011-07-28,197.8000030517578
2011-07-29,191.10000610351562
2011-08-01,188.5
2011-08-02,181.39999389648438
2011-08-03,177.60000610351562
2011-08-04,163.3000030517578
2011-08-05,164.0
2011-08-08,151.1999969482422
2011-08-09,165.1999969482422
2011-08-10,158.5
2011-08-11,164.60000610351562
2011-08-12,165.60000610351562
2011-08-15,169.39999389648438
2011-08-16,164.5
2011-08-17,165.10000610351562
2011-08-18,157.89999389648438
2011-08-19,158.60000610351562
2011-08-22,160.1999969482422
2011-08-23,169.0
2011-08-24,169.3000030517578
2011-08-25,160.0
2011-08-26,162.89999389648438
2011-08-29,170.0
2011-08-30,169.5
2011-08-31,169.8000030517578
2011-09-01,168.6999969482422
2011-09-02,159.10000610351562
2011-09-06,156.89999389648438
2011-09-07,169.3000030517578
2011-09-08,168.8000030517578
2011-09-09,161.10000610351562
2011-09-12,163.0
2011-09-13,164.10000610351562
2011-09-14,164.10000610351562
2011-09-15,166.8000030517578
2011-09-16,162.1999969482422
2011-09-19,167.0
2011-09-20,165.0
2011-09-21,157.8000030517578
2011-09-22,159.0
2011-09-23,160.6999969482422
2011-09-26,161.89999389648438
2011-09-27,162.10000610351562
2011-09-28,158.5
2011-09-29,160.39999389648438
2011-09-30,153.89999389648438
2011-10-03,145.3000030517578
2011-10-04,148.89999389648438
2011-10-05,152.0
2011-10-06,157.89999389648438
2011-10-07,154.39999389648438
2011-10-10,159.60000610351562
2011-10-11,164.3000030517578
2011-10-12,169.89999389648438
2011-10-13,162.89999389648438
2011-10-14,168.60000610351562
2011-10-17,161.8000030517578
2011-10-18,154.6999969482422
2011-10-19,151.0
2011-10-20,151.0
2011-10-21,150.5
2011-10-24,163.0
2011-10-25,158.60000610351562
2011-10-26,165.39999389648438
2011-10-27,169.89999389648438
2011-10-28,167.10000610351562
2011-10-31,160.60000610351562
2011-11-01,153.1999969482422
2011-11-02,155.60000610351562
2011-11-03,169.6999969482422
2011-11-04,169.10000610351562
2011-11-07,162.6999969482422
2011-11-08,159.6999969482422
2011-11-09,153.3000030517578
2011-11-10,154.0
2011-11-11,163.8000030517578
2011-11-14,159.60000610351562
2011-11-15,162.39999389648438
2011-11-16,162.3000030517578
2011-11-17,159.8000030517578
2011-11-18,157.39999389648438
2011-11-21,151.5
2011-11-22,158.1999969482422
2011-11-23,152.6999969482422
2011-11-25,149.89999389648438
2011-11-28,162.1999969482422
2011-11-29,161.5
2011-11-30,169.0
2011-12-01,168.1999969482422
2011-12-02,168.8000030517578
2011-12-05,173.5
2011-12-06,172.5
2011-12-07,173.5
2011-12-08,168.8000030517578
2011-12-09,169.60000610351562
2011-12-12,168.39999389648438
2011-12-13,162.1999969482422
2011-12-14,158.0
2011-12-15,157.39999389648438
2011-12-16,156.3000030517578
2011-12-19,155.5
2011-12-20,157.10000610351562
2011-12-21,165.5
2011-12-22,168.10000610351562
2011-12-23,169.60000610351562
2011-12-27,172.60000610351562
2011-12-28,171.39999389648438
2011-12-29,173.39999389648438
2011-12-30,172.0
2012-01-03,138.3000030517578
2012-01-04,141.89999389648438
2012-01-05,145.8000030517578
2012-01-06,139.6999969482422
2012-01-09,139.10000610351562
2012-01-10,142.89999389648438
2012-01-11,145.8000030517578
2012-01-12,149.6999969482422
2012-01-13,148.3000030517578
2012-01-17,145.89999389648438
2012-01-18,144.6999969482422
2012-01-19,143.1999969482422
2012-01-20,144.1999969482422
2012-01-23,143.5
2012-01-24,139.89999389648438
2012-01-25,136.39999389648438
2012-01-26,133.10000610351562
2012-01-27,132.5
2012-01-30,132.60000610351562
2012-01-31,131.8000030517578
2012-02-01,132.6999969482422
2012-02-02,133.0
2012-02-03,135.0
2012-02-06,137.0
2012-02-07,144.6999969482422
2012-02-08,143.60000610351562
2012-02-09,142.60000610351562
2012-02-10,136.5
2012-02-13,137.60000610351562
2012-02-14,128.0
2012-02-15,128.3000030517578
2012-02-16,135.5
2012-02-17,137.60000610351562
2012-02-21,130.60000610351562
2012-02-22,130.10000610351562
2012-02-23,134.60000610351562
2012-02-24,136.1999969482422
2012-02-27,133.0
2012-02-28,131.39999389648438
2012-02-29,130.39999389648438
2012-03-01,131.5
2012-03-02,131.39999389648438
2012-03-05,131.39999389648438
2012-03-06,127.0
2012-03-07,129.6999969482422
2012-03-08,128.10000610351562
2012-03-09,125.19999694824219
2012-03-12,125.69999694824219
2012-03-13,124.9000015258789
2012-03-14,124.4000015258789
2012-03-15,126.9000015258789
2012-03-16,127.4000015258789
2012-03-19,122.0
2012-03-20,122.4000015258789
2012-03-21,126.4000015258789
2012-03-22,121.9000015258789
2012-03-23,125.5999984741211
2012-03-26,129.39999389648438
2012-03-27,129.5
2012-03-28,127.19999694824219
2012-03-29,122.5999984741211
2012-03-30,124.0999984741211
2012-04-02,127.19999694824219
2012-04-03,127.9000015258789
2012-04-04,123.80000305175781
2012-04-05,124.4000015258789
2012-04-09,122.69999694824219
2012-04-10,113.0
2012-04-11,109.0999984741211
2012-04-12,108.5
2012-04-13,107.69999694824219
2012-04-16,105.5999984741211
2012-04-17,107.30000305175781
2012-04-18,104.9000015258789
2012-04-19,104.69999694824219
2012-04-20,106.4000015258789
2012-04-23,106.5999984741211
2012-04-24,104.5
2012-04-25,105.0999984741211
2012-04-26,112.9000015258789
2012-04-27,112.5
2012-04-30,115.0
2012-05-01,120.69999694824219
2012-05-02,120.9000015258789
2012-05-03,115.5
2012-05-04,113.0999984741211
2012-05-07,114.5
2012-05-08,116.5999984741211
2012-05-09,119.69999694824219
2012-05-10,122.80000305175781
2012-05-11,123.69999694824219
2012-05-14,125.5
2012-05-15,127.0
2012-05-16,125.9000015258789
2012-05-17,115.69999694824219
2012-05-18,112.80000305175781
2012-05-21,116.69999694824219
2012-05-22,116.0
2012-05-23,120.69999694824219
2012-05-24,121.9000015258789
2012-05-25,126.0
2012-05-29,129.10000610351562
2012-05-30,127.80000305175781
2012-05-31,127.30000305175781
2012-06-01,124.5999984741211
2012-06-04,128.8000030517578
2012-06-05,122.5
2012-06-06,119.4000015258789
2012-06-07,118.30000305175781
2012-06-08,116.5999984741211
2012-06-11,114.5999984741211
2012-06-12,111.69999694824219
2012-06-13,112.5
2012-06-14,111.80000305175781
2012-06-15,116.9000015258789
2012-06-18,116.5
2012-06-19,120.69999694824219
2012-06-20,122.4000015258789
2012-06-21,120.19999694824219
2012-06-22,127.30000305175781
2012-06-25,124.5
2012-06-26,120.5
2012-06-27,122.69999694824219
2012-06-28,117.19999694824219
2012-06-29,121.5999984741211
2012-07-02,128.0
2012-07-03,130.39999389648438
2012-07-05,131.60000610351562
2012-07-06,128.0
2012-07-09,130.10000610351562
2012-07-10,131.6999969482422
2012-07-11,128.39999389648438
2012-07-12,128.5
2012-07-13,130.1999969482422
2012-07-16,130.3000030517578
2012-07-17,134.5
2012-07-18,131.60000610351562
2012-07-19,132.60000610351562
2012-07-20,132.10000610351562
2012-07-23,127.69999694824219
2012-07-24,126.19999694824219
2012-07-25,130.8000030517578
2012-07-26,135.3000030517578
2012-07-27,138.89999389648438
2012-07-30,133.3000030517578
2012-07-31,131.0
2012-08-01,133.0
2012-08-02,97.5
2012-08-03,98.5
2012-08-06,88.30000305175781
2012-08-07,87.0
2012-08-08,79.69999694824219
2012-08-09,80.80000305175781
2012-08-10,86.5999984741211
2012-08-13,87.0
2012-08-14,87.30000305175781
2012-08-15,90.5999984741211
2012-08-16,91.0
2012-08-17,94.80000305175781
2012-08-20,94.0999984741211
2012-08-21,96.9000015258789
2012-08-22,94.4000015258789
2012-08-23,94.30000305175781
2012-08-24,95.0
2012-08-27,95.30000305175781
2012-08-28,94.80000305175781
2012-08-29,95.0999984741211
2012-08-30,95.30000305175781
2012-08-31,95.9000015258789
2012-09-04,99.0999984741211
2012-09-05,97.9000015258789
2012-09-06,100.4000015258789
2012-09-07,102.0999984741211
2012-09-10,98.5999984741211
2012-09-11,99.9000015258789
2012-09-12,102.19999694824219
2012-09-13,106.0999984741211
2012-09-14,111.5
2012-09-17,105.30000305175781
2012-09-18,107.5999984741211
2012-09-19,105.30000305175781
2012-09-20,107.0999984741211
2012-09-21,108.0999984741211
2012-09-24,106.9000015258789
2012-09-25,100.0999984741211
2012-09-26,100.30000305175781
2012-09-27,105.19999694824219
2012-09-28,104.0999984741211
2012-10-01,102.19999694824219
2012-10-02,104.69999694824219
2012-10-03,103.30000305175781
2012-10-04,99.4000015258789
2012-10-05,99.9000015258789
2012-10-08,93.0
2012-10-09,88.19999694824219
2012-10-10,86.5
2012-10-11,85.5999984741211
2012-10-12,79.80000305175781
2012-10-15,82.30000305175781
2012-10-16,82.9000015258789
2012-10-17,83.0999984741211
2012-10-18,82.80000305175781
2012-10-19,77.4000015258789
2012-10-22,80.5999984741211
2012-10-23,81.30000305175781
2012-10-24,80.80000305175781
2012-10-25,80.0999984741211
2012-10-26,78.69999694824219
2012-10-31,76.30000305175781
2012-11-01,74.9000015258789
2012-11-02,70.80000305175781
2012-11-05,72.5999984741211
2012-11-06,73.4000015258789
2012-11-07,70.9000015258789
2012-11-08,68.0
2012-11-09,68.0999984741211
2012-11-12,68.30000305175781
2012-11-13,72.19999694824219
2012-11-14,62.0
2012-11-15,59.900001525878906
2012-11-16,59.79999923706055
2012-11-19,65.0
2012-11-20,64.80000305175781
2012-11-21,67.0999984741211
2012-11-23,72.0
2012-11-26,71.0
2012-11-27,71.0999984741211
2012-11-28,64.80000305175781
2012-11-29,66.0999984741211
2012-11-30,65.0
2012-12-03,64.9000015258789
2012-12-04,62.599998474121094
2012-12-05,62.0
2012-12-06,61.5
2012-12-07,59.70000076293945
2012-12-10,61.20000076293945
2012-12-11,66.19999694824219
2012-12-12,66.5
2012-12-13,66.80000305175781
2012-12-14,70.9000015258789
2012-12-17,72.0999984741211
2012-12-18,70.5
2012-12-19,66.9000015258789
2012-12-20,66.9000015258789
2012-12-21,64.9000015258789
2012-12-24,73.19999694824219
2012-12-26,79.9000015258789
2012-12-27,77.19999694824219
2012-12-28,77.4000015258789
2012-12-31,80.5
2013-01-02,80.80000305175781
2013-01-03,83.0
2013-01-04,86.0
2013-01-07,86.9000015258789
2013-01-08,85.69999694824219
2013-01-09,87.4000015258789
2013-01-10,86.9000015258789
2013-01-11,86.0
2013-01-14,83.19999694824219
2013-01-15,84.5999984741211
2013-01-16,81.19999694824219
2013-01-17,76.0999984741211
2013-01-18,78.0999984741211
2013-01-22,79.9000015258789
2013-01-23,78.30000305175781
2013-01-24,77.19999694824219
2013-01-25,78.0
2013-01-28,79.9000015258789
2013-01-29,81.0
2013-01-30,76.5
2013-01-31,78.80000305175781
2013-02-01,79.80000305175781
2013-02-04,77.4000015258789
2013-02-05,78.19999694824219
2013-02-06,76.69999694824219
2013-02-07,75.4000015258789
2013-02-08,75.0
2013-02-11,75.5999984741211
2013-02-12,78.9000015258789
2013-02-13,73.5
2013-02-14,73.0999984741211
2013-02-15,68.80000305175781
2013-02-19,66.19999694824219
2013-02-20,67.0999984741211
2013-02-21,67.30000305175781
2013-02-22,66.19999694824219
2013-02-25,65.0999984741211
2013-02-26,65.5
2013-02-27,66.30000305175781
2013-02-28,66.69999694824219
2013-03-01,64.0999984741211
2013-03-04,64.5999984741211
2013-03-05,66.69999694824219
2013-03-06,66.19999694824219
2013-03-07,67.5
2013-03-08,69.19999694824219
2013-03-11,73.9000015258789
2013-03-12,75.80000305175781
2013-03-13,73.5
2013-03-14,74.4000015258789
2013-03-15,74.5999984741211
2013-03-18,74.5
2013-03-19,74.5999984741211
2013-03-20,74.0
2013-03-21,77.4000015258789
2013-03-22,75.0
2013-03-25,75.69999694824219
2013-03-26,75.5
2013-03-27,77.0999984741211
2013-03-28,73.5
2013-04-01,72.5
2013-04-02,75.0
2013-04-03,72.0
2013-04-04,73.5
2013-04-05,73.30000305175781
2013-04-08,72.0
2013-04-09,72.5999984741211
2013-04-10,73.4000015258789
2013-04-11,74.0
2013-04-12,73.0999984741211
2013-04-15,73.19999694824219
2013-04-16,73.5999984741211
2013-04-17,72.80000305175781
2013-04-18,73.5
2013-04-19,73.9000015258789
2013-04-22,75.30000305175781
2013-04-23,81.69999694824219
2013-04-24,82.69999694824219
2013-04-25,77.5
2013-04-26,75.30000305175781
2013-04-29,74.4000015258789
2013-04-30,51.099998474121094
2013-05-01,52.599998474121094
2013-05-02,26.5
2013-05-03,25.200000762939453
2013-05-06,23.399999618530273
2013-05-07,24.600000381469727
2013-05-08,25.0
2013-05-09,25.899999618530273
2013-05-10,27.399999618530273
2013-05-13,26.399999618530273
2013-05-14,27.5
2013-05-15,27.200000762939453
2013-05-16,28.100000381469727
2013-05-17,30.100000381469727
2013-05-20,28.899999618530273
2013-05-21,29.0
2013-05-22,26.600000381469727
2013-05-23,27.0
2013-05-24,27.100000381469727
2013-05-28,26.799999237060547
2013-05-29,25.899999618530273
2013-05-30,26.399999618530273
2013-05-31,25.600000381469727
2013-06-03,25.5
2013-06-04,24.899999618530273
2013-06-05,23.899999618530273
2013-06-06,23.899999618530273
2013-06-07,23.399999618530273
2013-06-10,25.299999237060547
2013-06-11,27.799999237060547
2013-06-12,25.299999237060547
2013-06-13,26.600000381469727
2013-06-14,26.0
2013-06-17,26.5
2013-06-18,26.200000762939453
2013-06-19,25.5
2013-06-20,25.200000762939453
2013-06-21,25.799999237060547
2013-06-24,24.299999237060547
2013-06-25,24.399999618530273
2013-06-26,25.100000381469727
2013-06-27,25.600000381469727
2013-06-28,25.0
2013-07-01,25.600000381469727
2013-07-02,24.600000381469727
2013-07-03,24.700000762939453
2013-07-05,25.100000381469727
2013-07-08,25.200000762939453
2013-07-09,24.600000381469727
2013-07-10,24.899999618530273
2013-07-11,25.399999618530273
2013-07-12,25.5
2013-07-15,26.0
2013-07-16,25.899999618530273
2013-07-17,25.299999237060547
2013-07-18,25.899999618530273
2013-07-19,25.100000381469727
2013-07-22,25.100000381469727
2013-07-23,24.600000381469727
2013-07-24,25.200000762939453
2013-07-25,25.299999237060547
2013-07-26,24.5
2013-07-29,24.399999618530273
2013-07-30,24.5
2013-07-31,24.0
2013-08-01,24.0
2013-08-02,24.600000381469727
2013-08-05,23.799999237060547
2013-08-06,23.200000762939453
2013-08-07,22.700000762939453
2013-08-08,21.700000762939453
2013-08-09,21.700000762939453
2013-08-12,21.799999237060547
2013-08-13,22.5
2013-08-14,22.899999618530273
2013-08-15,22.299999237060547
2013-08-16,21.700000762939453
2013-08-19,21.100000381469727
2013-08-20,21.600000381469727
2013-08-21,22.100000381469727
2013-08-22,22.200000762939453
2013-08-23,22.200000762939453
2013-08-26,21.799999237060547
2013-08-27,21.200000762939453
2013-08-28,21.0
2013-08-29,20.899999618530273
2013-08-30,21.200000762939453
2013-09-03,21.100000381469727
2013-09-04,21.899999618530273
2013-09-05,22.100000381469727
2013-09-06,22.0
2013-09-09,22.0
2013-09-10,21.700000762939453
2013-09-11,21.299999237060547
2013-09-12,20.899999618530273
2013-09-13,21.100000381469727
2013-09-16,20.899999618530273
2013-09-17,21.0
2013-09-18,21.299999237060547
2013-09-19,21.5
2013-09-20,21.100000381469727
2013-09-23,21.100000381469727
2013-09-24,20.899999618530273
2013-09-25,21.200000762939453
2013-09-26,21.200000762939453
2013-09-27,20.899999618530273
2013-09-30,20.600000381469727
2013-10-01,20.799999237060547
2013-10-02,20.399999618530273
2013-10-03,20.399999618530273
2013-10-04,21.100000381469727
2013-10-07,21.399999618530273
2013-10-08,20.799999237060547
2013-10-09,20.600000381469727
2013-10-10,21.0
2013-10-11,21.200000762939453
2013-10-14,21.100000381469727
2013-10-15,20.799999237060547
2013-10-16,21.299999237060547
2013-10-17,22.0
2013-10-18,21.600000381469727
2013-10-21,21.899999618530273
2013-10-22,21.700000762939453
2013-10-23,21.799999237060547
2013-10-24,22.899999618530273
2013-10-25,22.600000381469727
2013-10-28,21.5
2013-10-29,21.399999618530273
2013-10-30,21.0
2013-10-31,20.700000762939453
2013-11-01,20.700000762939453
2013-11-04,21.200000762939453
2013-11-05,20.700000762939453
2013-11-06,20.5
2013-11-07,20.700000762939453
2013-11-08,20.299999237060547
2013-11-11,20.399999618530273
2013-11-12,20.100000381469727
2013-11-13,20.100000381469727
2013-11-14,20.899999618530273
2013-11-15,20.399999618530273
2013-11-18,20.299999237060547
2013-11-19,20.0
2013-11-20,19.799999237060547
2013-11-21,19.700000762939453
2013-11-22,19.899999618530273
2013-11-25,21.0
2013-11-26,20.299999237060547
2013-11-27,21.299999237060547
2013-11-29,21.200000762939453
2013-12-02,21.299999237060547
2013-12-03,20.299999237060547
2013-12-04,20.200000762939453
2013-12-05,20.299999237060547
2013-12-06,20.399999618530273
2013-12-09,20.299999237060547
2013-12-10,20.0
2013-12-11,19.5
2013-12-12,18.799999237060547
2013-12-13,17.100000381469727
2013-12-16,16.799999237060547
2013-12-17,16.200000762939453
2013-12-18,16.200000762939453
2013-12-19,16.100000381469727
2013-12-20,16.899999618530273
2013-12-23,16.600000381469727
2013-12-24,16.700000762939453
2013-12-26,16.399999618530273
2013-12-27,16.200000762939453
2013-12-30,17.5
2013-12-31,18.299999237060547
2014-01-02,18.0
2014-01-03,18.5
2014-01-06,18.0
2014-01-07,17.799999237060547
2014-01-08,17.799999237060547
2014-01-09,18.0
2014-01-10,18.299999237060547
2014-01-13,18.299999237060547
2014-01-14,18.5
2014-01-15,19.700000762939453
2014-01-16,20.100000381469727
2014-01-17,20.0
2014-01-21,19.700000762939453
2014-01-22,20.0
2014-01-23,19.899999618530273
2014-01-24,19.899999618530273
2014-01-27,19.0
2014-01-28,18.5
2014-01-29,17.700000762939453
2014-01-30,16.700000762939453
2014-01-31,16.5
2014-02-03,16.100000381469727
2014-02-04,16.200000762939453
2014-02-05,16.100000381469727
2014-02-06,16.399999618530273
2014-02-07,16.700000762939453
2014-02-10,17.0
2014-02-11,17.5
2014-02-12,17.399999618530273
2014-02-13,17.5
2014-02-14,17.799999237060547
2014-02-18,18.5
2014-02-19,18.5
2014-02-20,18.5
2014-02-21,18.899999618530273
2014-02-24,18.799999237060547
2014-02-25,19.200000762939453
2014-02-26,18.799999237060547
2014-02-27,19.399999618530273
2014-02-28,18.700000762939453
2014-03-03,18.600000381469727
2014-03-04,19.100000381469727
2014-03-05,18.799999237060547
