,DWSN
1994-04-05,10.152589797973633
1994-04-06,10.152589797973633
1994-04-07,10.152589797973633
1994-04-08,10.877775192260742
1994-04-11,10.877775192260742
1994-04-12,10.877775192260742
1994-04-13,10.877775192260742
1994-04-14,10.877775192260742
1994-04-15,10.877775192260742
1994-04-18,10.877775192260742
1994-04-19,10.877775192260742
1994-04-20,10.877775192260742
1994-04-21,10.877775192260742
1994-04-22,10.877775192260742
1994-04-25,10.877775192260742
1994-04-26,13.05333137512207
1994-04-28,11.602959632873535
1994-04-29,13.05333137512207
1994-05-02,13.05333137512207
1994-05-03,13.05333137512207
1994-05-04,13.05333137512207
1994-05-05,13.05333137512207
1994-05-06,11.602959632873535
1994-05-09,11.602959632873535
1994-05-10,14.503701210021973
1994-05-11,14.503701210021973
1994-05-12,17.404441833496094
1994-05-13,17.404441833496094
1994-05-16,17.404441833496094
1994-05-17,17.404441833496094
1994-05-18,17.404441833496094
1994-05-19,17.404441833496094
1994-05-20,17.404441833496094
1994-05-23,17.404441833496094
1994-05-24,17.404441833496094
1994-05-25,17.404441833496094
1994-05-26,13.05333137512207
1994-05-27,13.05333137512207
1994-05-31,13.05333137512207
1994-06-01,13.05333137512207
1994-06-02,13.05333137512207
1994-06-03,13.05333137512207
1994-06-06,13.05333137512207
1994-06-07,13.05333137512207
1994-06-08,13.05333137512207
1994-06-09,13.05333137512207
1994-06-10,13.05333137512207
1994-06-13,13.05333137512207
1994-06-14,13.05333137512207
1994-06-15,13.05333137512207
1994-06-16,13.05333137512207
1994-06-17,13.05333137512207
1994-06-20,13.05333137512207
1994-06-21,13.05333137512207
1994-06-22,13.05333137512207
1994-06-23,18.85481071472168
1994-06-24,18.85481071472168
1994-06-27,18.85481071472168
1994-06-28,18.85481071472168
1994-06-29,13.05333137512207
1994-06-30,13.05333137512207
1994-07-01,13.05333137512207
1994-07-05,13.05333137512207
1994-07-06,13.05333137512207
1994-07-07,13.05333137512207
1994-07-08,13.05333137512207
1994-07-11,13.05333137512207
1994-07-12,13.05333137512207
1994-07-13,13.05333137512207
1994-07-14,13.05333137512207
1994-07-15,13.05333137512207
1994-07-18,13.05333137512207
1994-07-19,13.05333137512207
1994-07-20,13.05333137512207
1994-07-21,13.05333137512207
1994-07-22,10.877775192260742
1994-07-25,10.877775192260742
1994-07-26,10.877775192260742
1994-07-27,15.954071044921875
1994-07-28,15.954071044921875
1994-07-29,15.954071044921875
1994-08-01,15.954071044921875
1994-08-02,17.404441833496094
1994-08-03,17.404441833496094
1994-08-04,20.3051815032959
1994-08-05,20.3051815032959
1994-08-08,20.3051815032959
1994-08-09,20.3051815032959
1994-08-10,20.3051815032959
1994-08-11,20.3051815032959
1994-08-12,23.205921173095703
1994-08-15,23.205921173095703
1994-08-16,23.205921173095703
1994-08-17,17.404441833496094
1994-08-18,17.404441833496094
1994-08-19,17.404441833496094
1994-08-22,17.404441833496094
1994-08-23,17.404441833496094
1994-08-24,17.404441833496094
1994-08-25,17.404441833496094
1994-08-26,17.404441833496094
1994-08-29,17.404441833496094
1994-08-30,17.404441833496094
1994-08-31,17.404441833496094
1994-09-01,17.404441833496094
1994-09-02,20.3051815032959
1994-09-06,18.85481071472168
1994-09-07,18.85481071472168
1994-09-08,18.85481071472168
1994-09-09,18.85481071472168
1994-09-12,17.404441833496094
1994-09-13,23.205921173095703
1994-09-14,23.205921173095703
1994-09-15,23.205921173095703
1994-09-16,23.205921173095703
1994-09-19,23.205921173095703
1994-09-20,18.12962532043457
1994-09-21,18.12962532043457
1994-09-22,23.205921173095703
1994-09-23,23.205921173095703
1994-09-26,20.3051815032959
1994-09-27,21.755550384521484
1994-09-28,21.755550384521484
1994-09-29,21.755550384521484
1994-09-30,21.755550384521484
1994-10-03,21.030366897583008
1994-10-04,21.030366897583008
1994-10-05,21.030366897583008
1994-10-06,21.030366897583008
1994-10-07,21.030366897583008
1994-10-10,21.030366897583008
1994-10-11,21.030366897583008
1994-10-12,21.030366897583008
1994-10-13,21.030366897583008
1994-10-14,21.030366897583008
1994-10-17,21.755550384521484
1994-10-18,18.85481071472168
1994-10-19,21.755550384521484
1994-10-20,21.755550384521484
1994-10-21,26.106660842895508
1994-10-24,26.106660842895508
1994-10-25,21.755550384521484
1994-10-26,21.755550384521484
1994-10-27,21.755550384521484
1994-10-28,21.755550384521484
1994-10-31,24.65629005432129
1994-11-01,24.65629005432129
1994-11-02,23.205921173095703
1994-11-03,27.557031631469727
1994-11-04,26.106660842895508
1994-11-07,24.65629005432129
1994-11-08,24.65629005432129
1994-11-09,24.65629005432129
1994-11-10,24.65629005432129
1994-11-11,24.65629005432129
1994-11-14,24.65629005432129
1994-11-15,24.65629005432129
1994-11-16,24.65629005432129
1994-11-17,24.65629005432129
1994-11-18,24.65629005432129
1994-11-21,21.755550384521484
1994-11-22,21.755550384521484
1994-11-23,21.755550384521484
1994-11-25,21.755550384521484
1994-11-28,22.480735778808594
1994-11-29,21.755550384521484
1994-11-30,21.755550384521484
1994-12-01,21.755550384521484
1994-12-02,21.755550384521484
1994-12-05,21.755550384521484
1994-12-06,21.755550384521484
1994-12-07,21.755550384521484
1994-12-08,23.205921173095703
1994-12-09,23.205921173095703
1994-12-12,20.3051815032959
1994-12-13,20.3051815032959
1994-12-14,20.3051815032959
1994-12-15,20.3051815032959
1994-12-16,20.3051815032959
1994-12-19,20.3051815032959
1994-12-20,20.3051815032959
1994-12-21,20.3051815032959
1994-12-22,20.3051815032959
1994-12-23,20.3051815032959
1994-12-27,24.65629005432129
1994-12-28,24.65629005432129
1994-12-29,24.65629005432129
1994-12-30,23.205921173095703
1995-01-03,21.755550384521484
1995-01-04,21.755550384521484
1995-01-05,21.755550384521484
1995-01-06,21.755550384521484
1995-01-09,18.85481071472168
1995-01-10,18.85481071472168
1995-01-11,18.85481071472168
1995-01-12,18.85481071472168
1995-01-13,18.85481071472168
1995-01-16,18.85481071472168
1995-01-17,18.85481071472168
1995-01-18,18.85481071472168
1995-01-19,18.85481071472168
1995-01-20,18.85481071472168
1995-01-23,18.85481071472168
1995-01-24,18.85481071472168
1995-01-25,18.85481071472168
1995-01-26,18.85481071472168
1995-01-27,18.85481071472168
1995-01-30,18.85481071472168
1995-01-31,18.85481071472168
1995-02-01,18.85481071472168
1995-02-02,18.85481071472168
1995-02-03,18.85481071472168
1995-02-06,18.85481071472168
1995-02-07,18.85481071472168
1995-02-08,18.85481071472168
1995-02-09,18.85481071472168
1995-02-10,18.85481071472168
1995-02-13,18.85481071472168
1995-02-14,18.85481071472168
1995-02-15,19.57999610900879
1995-02-16,14.503701210021973
1995-02-17,14.503701210021973
1995-02-21,14.503701210021973
1995-02-22,14.503701210021973
1995-02-23,14.503701210021973
1995-02-24,14.503701210021973
1995-02-27,14.503701210021973
1995-02-28,14.503701210021973
1995-03-01,14.503701210021973
1995-03-02,14.503701210021973
1995-03-03,14.503701210021973
1995-03-06,14.503701210021973
1995-03-07,14.503701210021973
1995-03-08,14.503701210021973
1995-03-09,14.503701210021973
1995-03-10,14.503701210021973
1995-03-13,14.503701210021973
1995-03-14,14.503701210021973
1995-03-15,14.503701210021973
1995-03-16,14.503701210021973
1995-03-17,14.503701210021973
1995-03-20,14.503701210021973
1995-03-21,14.503701210021973
1995-03-22,14.503701210021973
1995-03-23,14.503701210021973
1995-03-24,14.503701210021973
1995-03-27,14.503701210021973
1995-03-28,14.503701210021973
1995-03-29,14.503701210021973
1995-03-30,14.503701210021973
1995-03-31,14.503701210021973
1995-04-03,14.77564525604248
1995-04-04,14.77564525604248
1995-04-05,14.503701210021973
1995-04-06,14.503701210021973
1995-04-07,14.503701210021973
1995-04-10,14.503701210021973
1995-04-11,14.503701210021973
1995-04-12,14.503701210021973
1995-04-13,14.503701210021973
1995-04-17,14.503701210021973
1995-04-18,14.503701210021973
1995-04-19,14.503701210021973
1995-04-20,14.503701210021973
1995-04-21,14.503701210021973
1995-04-24,14.503701210021973
1995-04-25,14.503701210021973
1995-04-26,14.503701210021973
1995-04-27,14.503701210021973
1995-04-28,14.503701210021973
1995-05-01,14.503701210021973
1995-05-02,14.503701210021973
1995-05-03,14.503701210021973
1995-05-04,14.503701210021973
1995-05-05,14.503701210021973
1995-05-08,14.503701210021973
1995-05-09,14.503701210021973
1995-05-10,14.503701210021973
1995-05-11,14.503701210021973
1995-05-12,14.503701210021973
1995-05-15,14.503701210021973
1995-05-16,14.503701210021973
1995-05-17,14.503701210021973
1995-05-18,14.503701210021973
1995-05-19,14.503701210021973
1995-05-22,14.503701210021973
1995-05-23,14.503701210021973
1995-05-24,14.503701210021973
1995-05-25,14.503701210021973
1995-05-26,14.503701210021973
1995-05-30,14.503701210021973
1995-05-31,14.503701210021973
1995-06-01,14.503701210021973
1995-06-02,15.954071044921875
1995-06-05,15.954071044921875
1995-06-06,15.954071044921875
1995-06-07,15.954071044921875
1995-06-08,15.954071044921875
1995-06-09,15.954071044921875
1995-06-12,15.954071044921875
1995-06-13,15.954071044921875
1995-06-14,15.954071044921875
1995-06-15,15.954071044921875
1995-06-16,15.954071044921875
1995-06-19,15.954071044921875
