,ARVN
2019-03-04,18.31999969482422
2019-03-05,18.389999389648438
2019-03-06,16.8799991607666
2019-03-07,17.260000228881836
2019-03-08,16.579999923706055
2019-03-11,16.979999542236328
2019-03-12,16.559999465942383
2019-03-13,17.020000457763672
2019-03-14,16.670000076293945
2019-03-15,17.5
2019-03-18,16.510000228881836
2019-03-19,17.049999237060547
2019-03-20,16.8799991607666
2019-03-21,16.889999389648438
2019-03-22,15.760000228881836
2019-03-25,15.850000381469727
2019-03-26,16.139999389648438
2019-03-27,15.369999885559082
2019-03-28,14.770000457763672
2019-03-29,14.760000228881836
2019-04-01,15.960000038146973
2019-04-02,17.290000915527344
2019-04-03,17.399999618530273
2019-04-04,16.940000534057617
2019-04-05,17.25
2019-04-08,18.209999084472656
2019-04-09,18.670000076293945
2019-04-10,20.149999618530273
2019-04-11,20.059999465942383
2019-04-12,21.0
2019-04-15,22.979999542236328
2019-04-16,22.18000030517578
2019-04-17,20.690000534057617
2019-04-18,22.84000015258789
2019-04-22,22.770000457763672
2019-04-23,22.6299991607666
2019-04-24,22.700000762939453
2019-04-25,22.649999618530273
2019-04-26,22.25
2019-04-29,21.75
2019-04-30,20.8700008392334
2019-05-01,20.139999389648438
2019-05-02,20.0
2019-05-03,20.139999389648438
2019-05-06,19.940000534057617
2019-05-07,19.700000762939453
2019-05-08,20.84000015258789
2019-05-09,22.020000457763672
2019-05-10,22.170000076293945
2019-05-13,21.8799991607666
2019-05-14,21.31999969482422
2019-05-15,20.780000686645508
2019-05-16,22.010000228881836
2019-05-17,22.25
2019-05-20,22.280000686645508
2019-05-21,22.549999237060547
2019-05-22,22.15999984741211
2019-05-23,22.059999465942383
2019-05-24,21.969999313354492
2019-05-28,21.149999618530273
2019-05-29,22.229999542236328
2019-05-30,21.719999313354492
2019-05-31,20.920000076293945
2019-06-03,20.049999237060547
2019-06-04,21.989999771118164
2019-06-05,21.309999465942383
2019-06-06,20.68000030517578
2019-06-07,19.860000610351562
2019-06-10,20.260000228881836
2019-06-11,18.75
2019-06-12,19.760000228881836
2019-06-13,19.31999969482422
2019-06-14,20.690000534057617
2019-06-17,21.920000076293945
2019-06-18,21.979999542236328
2019-06-19,22.31999969482422
2019-06-20,22.200000762939453
2019-06-21,21.889999389648438
2019-06-24,21.8700008392334
2019-06-25,22.450000762939453
2019-06-26,23.40999984741211
2019-06-27,23.799999237060547
2019-06-28,21.989999771118164
2019-07-01,22.950000762939453
2019-07-02,22.600000381469727
2019-07-03,24.920000076293945
2019-07-05,26.969999313354492
2019-07-08,25.889999389648438
2019-07-09,26.020000457763672
2019-07-10,25.15999984741211
2019-07-11,25.09000015258789
2019-07-12,25.0
2019-07-15,24.889999389648438
2019-07-16,25.100000381469727
2019-07-17,23.889999389648438
2019-07-18,24.479999542236328
2019-07-19,24.40999984741211
2019-07-22,24.739999771118164
2019-07-23,25.100000381469727
2019-07-24,24.299999237060547
2019-07-25,26.06999969482422
2019-07-26,27.610000610351562
2019-07-29,26.579999923706055
2019-07-30,26.489999771118164
2019-07-31,26.68000030517578
2019-08-01,25.31999969482422
2019-08-02,24.690000534057617
2019-08-05,22.75
2019-08-06,23.549999237060547
2019-08-07,23.600000381469727
2019-08-08,24.6200008392334
2019-08-09,24.649999618530273
2019-08-12,24.15999984741211
2019-08-13,24.40999984741211
2019-08-14,23.8700008392334
2019-08-15,23.219999313354492
2019-08-16,23.889999389648438
2019-08-19,23.940000534057617
2019-08-20,23.989999771118164
2019-08-21,24.0
2019-08-22,24.030000686645508
2019-08-23,23.059999465942383
2019-08-26,23.6299991607666
2019-08-27,24.079999923706055
2019-08-28,24.190000534057617
2019-08-29,25.969999313354492
2019-08-30,26.010000228881836
2019-09-03,24.8700008392334
2019-09-04,24.31999969482422
2019-09-05,24.260000228881836
2019-09-06,23.889999389648438
2019-09-09,23.219999313354492
2019-09-10,23.899999618530273
2019-09-11,24.6299991607666
2019-09-12,26.06999969482422
2019-09-13,25.209999084472656
2019-09-16,25.049999237060547
2019-09-17,24.809999465942383
2019-09-18,24.309999465942383
2019-09-19,24.56999969482422
2019-09-20,24.489999771118164
2019-09-23,24.40999984741211
2019-09-24,23.670000076293945
2019-09-25,24.440000534057617
2019-09-26,23.540000915527344
2019-09-27,22.75
2019-09-30,21.549999237060547
2019-10-01,20.020000457763672
2019-10-02,19.31999969482422
2019-10-03,19.43000030517578
2019-10-04,19.200000762939453
2019-10-07,18.43000030517578
2019-10-08,17.600000381469727
2019-10-09,17.700000762939453
2019-10-10,17.479999542236328
2019-10-11,17.59000015258789
2019-10-14,16.670000076293945
2019-10-15,16.75
2019-10-16,16.149999618530273
2019-10-17,15.5600004196167
2019-10-18,15.390000343322754
2019-10-21,15.930000305175781
2019-10-22,16.389999389648438
2019-10-23,18.790000915527344
2019-10-24,20.25
2019-10-25,21.299999237060547
2019-10-28,20.34000015258789
2019-10-29,20.799999237060547
2019-10-30,20.81999969482422
2019-10-31,20.65999984741211
2019-11-01,21.700000762939453
2019-11-04,21.329999923706055
2019-11-05,22.420000076293945
2019-11-06,22.40999984741211
2019-11-07,25.329999923706055
2019-11-08,25.510000228881836
2019-11-11,25.719999313354492
2019-11-12,26.549999237060547
2019-11-13,28.3799991607666
2019-11-14,30.040000915527344
2019-11-15,30.489999771118164
2019-11-18,31.059999465942383
2019-11-19,32.75
2019-11-20,34.06999969482422
2019-11-21,34.709999084472656
2019-11-22,34.66999816894531
2019-11-25,34.5099983215332
2019-11-26,34.060001373291016
2019-11-27,37.0
2019-11-29,38.400001525878906
2019-12-02,37.939998626708984
2019-12-03,37.65999984741211
2019-12-04,38.91999816894531
2019-12-05,37.7599983215332
2019-12-06,38.41999816894531
2019-12-09,38.869998931884766
2019-12-10,42.58000183105469
2019-12-11,42.849998474121094
2019-12-12,43.13999938964844
2019-12-13,42.5099983215332
2019-12-16,42.90999984741211
2019-12-17,41.7400016784668
2019-12-18,40.84000015258789
2019-12-19,39.70000076293945
2019-12-20,39.70000076293945
2019-12-23,42.119998931884766
2019-12-24,42.75
2019-12-26,44.380001068115234
2019-12-27,41.79999923706055
2019-12-30,42.279998779296875
2019-12-31,41.09000015258789
2020-01-02,41.439998626708984
2020-01-03,41.619998931884766
2020-01-06,42.56999969482422
2020-01-07,43.709999084472656
2020-01-08,44.33000183105469
2020-01-09,44.34000015258789
2020-01-10,46.5
2020-01-13,46.7400016784668
2020-01-14,48.77000045776367
2020-01-15,51.61000061035156
2020-01-16,51.290000915527344
2020-01-17,50.90999984741211
2020-01-21,50.779998779296875
2020-01-22,50.7400016784668
2020-01-23,50.86000061035156
2020-01-24,50.08000183105469
2020-01-27,50.83000183105469
2020-01-28,51.61000061035156
2020-01-29,51.2599983215332
2020-01-30,49.93000030517578
2020-01-31,48.459999084472656
2020-02-03,49.959999084472656
2020-02-04,49.970001220703125
2020-02-05,53.06999969482422
2020-02-06,54.5
2020-02-07,51.04999923706055
2020-02-10,52.36000061035156
2020-02-11,50.33000183105469
2020-02-12,52.97999954223633
2020-02-13,52.66999816894531
2020-02-14,50.29999923706055
2020-02-18,49.91999816894531
2020-02-19,50.86000061035156
2020-02-20,50.70000076293945
2020-02-21,50.470001220703125
2020-02-24,49.95000076293945
2020-02-25,48.0
2020-02-26,48.54999923706055
2020-02-27,47.380001068115234
2020-02-28,47.130001068115234
2020-03-02,48.380001068115234
2020-03-03,48.18000030517578
2020-03-04,50.209999084472656
2020-03-05,51.0099983215332
2020-03-06,49.41999816894531
2020-03-09,46.59000015258789
2020-03-10,47.40999984741211
2020-03-11,44.060001373291016
2020-03-12,38.619998931884766
2020-03-13,40.439998626708984
2020-03-16,33.0
2020-03-17,39.15999984741211
2020-03-18,37.900001525878906
2020-03-19,41.15999984741211
2020-03-20,39.709999084472656
2020-03-23,35.130001068115234
2020-03-24,38.0
2020-03-25,40.81999969482422
2020-03-26,41.25
2020-03-27,39.36000061035156
2020-03-30,41.09000015258789
2020-03-31,40.29999923706055
2020-04-01,38.5
2020-04-02,40.04999923706055
2020-04-03,39.72999954223633
2020-04-06,42.58000183105469
2020-04-07,41.13999938964844
2020-04-08,43.34000015258789
2020-04-09,45.790000915527344
2020-04-13,44.56999969482422
2020-04-14,45.81999969482422
2020-04-15,46.189998626708984
2020-04-16,49.0
2020-04-17,50.75
2020-04-20,54.4900016784668
2020-04-21,50.810001373291016
2020-04-22,51.97999954223633
2020-04-23,52.27000045776367
2020-04-24,52.380001068115234
2020-04-27,54.5
2020-04-28,53.13999938964844
2020-04-29,54.029998779296875
2020-04-30,52.5
2020-05-01,51.2400016784668
2020-05-04,50.0
2020-05-05,51.33000183105469
2020-05-06,52.70000076293945
2020-05-07,54.630001068115234
2020-05-08,52.779998779296875
2020-05-11,56.7400016784668
2020-05-12,55.75
2020-05-13,51.0
2020-05-14,44.189998626708984
2020-05-15,45.279998779296875
2020-05-18,47.2400016784668
2020-05-19,45.040000915527344
2020-05-20,44.369998931884766
2020-05-21,44.0
2020-05-22,44.040000915527344
2020-05-26,44.41999816894531
2020-05-27,42.880001068115234
2020-05-28,44.849998474121094
2020-05-29,33.27000045776367
2020-06-01,33.220001220703125
2020-06-02,32.630001068115234
2020-06-03,33.56999969482422
2020-06-04,32.880001068115234
2020-06-05,35.58000183105469
2020-06-08,35.560001373291016
2020-06-09,34.59000015258789
2020-06-10,33.43000030517578
2020-06-11,31.670000076293945
2020-06-12,31.360000610351562
2020-06-15,30.899999618530273
2020-06-16,30.479999542236328
2020-06-17,30.549999237060547
2020-06-18,30.0
2020-06-19,29.8799991607666
2020-06-22,32.36000061035156
2020-06-23,33.650001525878906
2020-06-24,32.09000015258789
2020-06-25,33.47999954223633
2020-06-26,31.90999984741211
2020-06-29,31.950000762939453
2020-06-30,33.540000915527344
2020-07-01,34.150001525878906
2020-07-02,33.880001068115234
2020-07-06,33.95000076293945
2020-07-07,33.38999938964844
2020-07-08,33.93000030517578
2020-07-09,34.220001220703125
2020-07-10,34.650001525878906
2020-07-13,34.22999954223633
2020-07-14,33.220001220703125
2020-07-15,35.38999938964844
2020-07-16,34.400001525878906
2020-07-17,36.34000015258789
2020-07-20,36.029998779296875
2020-07-21,35.130001068115234
2020-07-22,34.88999938964844
2020-07-23,34.36000061035156
2020-07-24,34.06999969482422
2020-07-27,34.560001373291016
2020-07-28,33.310001373291016
2020-07-29,32.97999954223633
2020-07-30,32.45000076293945
2020-07-31,31.5
2020-08-03,32.290000915527344
2020-08-04,30.459999084472656
2020-08-05,30.670000076293945
2020-08-06,29.559999465942383
2020-08-07,28.719999313354492
2020-08-10,29.149999618530273
2020-08-11,27.940000534057617
2020-08-12,27.6200008392334
2020-08-13,27.670000076293945
2020-08-14,26.690000534057617
2020-08-17,27.31999969482422
2020-08-18,26.760000228881836
2020-08-19,26.40999984741211
2020-08-20,25.899999618530273
2020-08-21,25.399999618530273
2020-08-24,25.780000686645508
2020-08-25,25.43000030517578
2020-08-26,25.110000610351562
2020-08-27,24.59000015258789
2020-08-28,24.399999618530273
2020-08-31,25.950000762939453
2020-09-01,24.68000030517578
2020-09-02,25.56999969482422
2020-09-03,24.860000610351562
2020-09-04,24.610000610351562
2020-09-08,24.75
2020-09-09,24.149999618530273
2020-09-10,24.299999237060547
2020-09-11,25.0
2020-09-14,26.90999984741211
2020-09-15,26.540000915527344
2020-09-16,27.350000381469727
2020-09-17,26.81999969482422
2020-09-18,27.989999771118164
2020-09-21,27.299999237060547
2020-09-22,26.18000030517578
2020-09-23,24.549999237060547
2020-09-24,23.889999389648438
2020-09-25,24.420000076293945
2020-09-28,22.989999771118164
2020-09-29,23.510000228881836
2020-09-30,23.610000610351562
2020-10-01,24.329999923706055
2020-10-02,24.1200008392334
2020-10-05,24.68000030517578
2020-10-06,24.3700008392334
2020-10-07,25.350000381469727
2020-10-08,26.149999618530273
2020-10-09,25.260000228881836
2020-10-12,24.8799991607666
2020-10-13,26.420000076293945
2020-10-14,25.209999084472656
2020-10-15,23.959999084472656
2020-10-16,23.889999389648438
2020-10-19,22.219999313354492
2020-10-20,20.969999313354492
2020-10-21,20.190000534057617
2020-10-22,20.56999969482422
2020-10-23,21.049999237060547
2020-10-26,21.059999465942383
2020-10-27,20.530000686645508
2020-10-28,21.09000015258789
2020-10-29,21.920000076293945
2020-10-30,20.90999984741211
2020-11-02,21.8700008392334
2020-11-03,22.700000762939453
2020-11-04,22.770000457763672
2020-11-05,22.25
2020-11-06,21.959999084472656
2020-11-09,23.469999313354492
2020-11-10,23.75
2020-11-11,23.489999771118164
2020-11-12,23.270000457763672
2020-11-13,25.450000762939453
2020-11-16,25.549999237060547
2020-11-17,24.6299991607666
2020-11-18,23.110000610351562
2020-11-19,23.360000610351562
2020-11-20,23.200000762939453
2020-11-23,23.40999984741211
2020-11-24,23.84000015258789
2020-11-25,23.43000030517578
2020-11-27,24.84000015258789
2020-11-30,24.200000762939453
2020-12-01,24.670000076293945
2020-12-02,25.25
2020-12-03,25.170000076293945
2020-12-04,27.010000228881836
2020-12-07,26.389999389648438
2020-12-08,27.139999389648438
2020-12-09,28.479999542236328
2020-12-10,29.760000228881836
2020-12-11,29.93000030517578
2020-12-14,58.380001068115234
2020-12-15,74.25
2020-12-16,66.44999694824219
2020-12-17,71.25
2020-12-18,68.94999694824219
2020-12-21,71.05000305175781
2020-12-22,80.70999908447266
2020-12-23,79.73999786376953
2020-12-24,82.22000122070312
2020-12-28,82.47000122070312
2020-12-29,80.55999755859375
2020-12-30,82.52999877929688
2020-12-31,84.93000030517578
2021-01-04,83.83999633789062
2021-01-05,82.20999908447266
2021-01-06,83.26000213623047
2021-01-07,84.06999969482422
2021-01-08,80.44000244140625
2021-01-11,80.87999725341797
2021-01-12,81.83000183105469
2021-01-13,82.41000366210938
2021-01-14,87.70999908447266
2021-01-15,90.5999984741211
2021-01-19,91.37000274658203
2021-01-20,88.5
2021-01-21,84.33000183105469
2021-01-22,84.08999633789062
2021-01-25,82.51000213623047
2021-01-26,74.02999877929688
2021-01-27,68.69999694824219
2021-01-28,73.91000366210938
2021-01-29,75.44000244140625
2021-02-01,77.33999633789062
2021-02-02,80.68000030517578
2021-02-03,82.44999694824219
2021-02-04,81.87000274658203
2021-02-05,83.13999938964844
2021-02-08,82.55000305175781
2021-02-09,82.30000305175781
2021-02-10,81.12000274658203
2021-02-11,79.0999984741211
2021-02-12,81.08999633789062
2021-02-16,79.62999725341797
2021-02-17,79.76000213623047
2021-02-18,79.19999694824219
2021-02-19,79.16000366210938
2021-02-22,72.62999725341797
2021-02-23,74.2699966430664
2021-02-24,76.13999938964844
2021-02-25,73.94000244140625
2021-02-26,78.30000305175781
2021-03-01,77.30000305175781
2021-03-02,77.51000213623047
2021-03-03,75.9800033569336
2021-03-04,71.08000183105469
2021-03-05,72.04000091552734
2021-03-08,69.12999725341797
2021-03-09,72.30999755859375
2021-03-10,74.18000030517578
2021-03-11,77.87000274658203
2021-03-12,76.86000061035156
2021-03-15,77.47000122070312
2021-03-16,72.69000244140625
2021-03-17,72.30000305175781
2021-03-18,66.68000030517578
2021-03-19,66.94000244140625
2021-03-22,66.68000030517578
2021-03-23,63.0099983215332
2021-03-24,61.9900016784668
2021-03-25,62.81999969482422
2021-03-26,59.97999954223633
2021-03-29,58.189998626708984
2021-03-30,62.54999923706055
2021-03-31,66.0999984741211
2021-04-01,65.80000305175781
2021-04-05,66.81999969482422
2021-04-06,64.54000091552734
2021-04-07,64.36000061035156
2021-04-08,64.43000030517578
2021-04-09,63.4900016784668
2021-04-12,60.45000076293945
2021-04-13,61.34000015258789
2021-04-14,62.88999938964844
2021-04-15,63.0
2021-04-16,64.69000244140625
2021-04-19,62.18000030517578
2021-04-20,61.90999984741211
2021-04-21,65.72000122070312
2021-04-22,66.26000213623047
2021-04-23,64.80999755859375
2021-04-26,66.08999633789062
2021-04-27,67.8499984741211
2021-04-28,69.54000091552734
2021-04-29,69.81999969482422
2021-04-30,68.94000244140625
2021-05-03,69.98999786376953
2021-05-04,68.01000213623047
2021-05-05,67.16000366210938
2021-05-06,63.150001525878906
2021-05-07,63.630001068115234
2021-05-10,61.38999938964844
2021-05-11,61.290000915527344
2021-05-12,63.0099983215332
2021-05-13,63.84000015258789
2021-05-14,66.91000366210938
